Borough,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort,Total Regents Num,Total Regents Pct of cohort,Total Regents Pct of grads,Advanced Regents Num,Advanced Regents Pct of cohort,Advanced Regents Pct of grads,Regents w/o Advanced Num,Regents w/o Advanced Pct of cohort,Regents w/o Advanced Pct of grads,Local Num,Local Pct of cohort,Local Pct of grads,Still Enrolled Num,Still Enrolled Pct of cohort,Dropped Out Num,Dropped Out Pct of cohort
Manhattan,2005,5 Year,Male,"7,392","4,777",64.60%,"3,483",47.10%,72.90%,"1,182",16.00%,24.70%,"2,301",31.10%,48.20%,"1,294",17.50%,27.10%,729,9.90%,"1,392",18.80%
Manhattan,2005,6 Year,Male,"7,353","5,063",68.90%,"3,608",49.10%,71.30%,"1,183",16.10%,23.40%,"2,425",33.00%,47.90%,"1,455",19.80%,28.70%,305,4.10%,"1,496",20.30%
Manhattan,2006,4 Year  June,Male,"7,509","4,197",55.90%,"3,510",46.70%,83.60%,"1,188",15.80%,28.30%,"2,322",30.90%,55.30%,687,9.10%,16.40%,"2,011",26.80%,931,12.40%
Manhattan,2006,4 Year August,Male,"7,509","4,468",59.50%,"3,665",48.80%,82.00%,"1,195",15.90%,26.70%,"2,470",32.90%,55.30%,803,10.70%,18.00%,"1,745",23.20%,927,12.30%
Manhattan,2006,5 Year  June,Male,"7,531","4,959",65.80%,"3,938",52.30%,79.40%,"1,213",16.10%,24.50%,"2,725",36.20%,55.00%,"1,021",13.60%,20.60%,678,9.00%,"1,429",19.00%
Manhattan,2006,5 Year August,Male,"7,531","5,041",66.90%,"3,980",52.80%,79.00%,"1,213",16.10%,24.10%,"2,767",36.70%,54.90%,"1,061",14.10%,21.00%,616,8.20%,"1,404",18.60%
Manhattan,2007,4 Year  June,Male,"7,612","4,283",56.30%,"3,775",49.60%,88.10%,"1,291",17.00%,30.10%,"2,484",32.60%,58.00%,508,6.70%,11.90%,"1,968",25.90%,"1,034",13.60%
Manhattan,2007,4 Year August,Male,"7,612","4,639",60.90%,"4,012",52.70%,86.50%,"1,308",17.20%,28.20%,"2,704",35.50%,58.30%,627,8.20%,13.50%,"1,625",21.30%,"1,020",13.40%
Queens,2001,4 Year  June,Female,"8,327","5,089",61.10%,"3,600",43.20%,70.70%,"1,566",18.80%,30.80%,"2,034",24.40%,40.00%,"1,496",18.00%,29.40%,"1,991",23.90%,"1,064",12.80%
Queens,2001,5 Year,Female,"8,327","5,870",70.50%,"3,808",45.70%,64.90%,"1,591",19.10%,27.10%,"2,217",26.60%,37.80%,"2,072",24.90%,35.30%,621,7.50%,"1,584",19.00%
Queens,2001,6 Year,Female,"8,327","6,061",72.80%,"3,852",46.30%,63.60%,"1,593",19.10%,26.30%,"2,259",27.10%,37.30%,"2,224",26.70%,36.70%,205,2.50%,"1,797",21.60%
Queens,2002,4 Year  June,Female,"8,976","5,511",61.40%,"4,032",44.90%,73.20%,"1,695",18.90%,30.80%,"2,337",26.00%,42.40%,"1,484",16.50%,26.90%,"2,091",23.30%,"1,124",12.50%
Queens,2002,5 Year,Female,"8,976","6,348",70.70%,"4,397",49.00%,69.30%,"1,740",19.40%,27.40%,"2,657",29.60%,41.90%,"1,976",22.00%,31.10%,745,8.30%,"1,573",17.50%
Queens,2002,6 Year,Female,"8,976","6,593",73.50%,"4,455",49.60%,67.60%,"1,743",19.40%,26.40%,"2,712",30.20%,41.10%,"2,163",24.10%,32.80%,344,3.80%,"1,717",19.10%
Queens,2003,4 Year  June,Female,"8,992","5,779",64.30%,"4,350",48.40%,75.30%,"1,877",20.90%,32.50%,"2,473",27.50%,42.80%,"1,429",15.90%,24.70%,"2,007",22.30%,"1,051",11.70%
Queens,2003,5 Year,Female,"8,992","6,630",73.70%,"4,659",51.80%,70.30%,"1,912",21.30%,28.80%,"2,747",30.50%,41.40%,"1,971",21.90%,29.70%,658,7.30%,"1,451",16.10%
Queens,2003,6 Year,Female,"9,024","6,853",75.90%,"4,716",52.30%,68.80%,"1,914",21.20%,27.90%,"2,802",31.10%,40.90%,"2,137",23.70%,31.20%,245,2.70%,"1,592",17.60%
Queens,2004,4 Year  June,Female,"9,027","5,883",65.20%,"4,565",50.60%,77.60%,"1,959",21.70%,33.30%,"2,606",28.90%,44.30%,"1,318",14.60%,22.40%,"2,053",22.70%,989,11.00%
Queens,2004,5 Year,Female,"9,052","6,759",74.70%,"4,953",54.70%,73.30%,"1,994",22.00%,29.50%,"2,959",32.70%,43.80%,"1,806",20.00%,26.70%,538,5.90%,"1,363",15.10%
Queens,2004,6 Year,Female,"9,071","6,991",77.10%,"5,034",55.50%,72.00%,"1,994",22.00%,28.50%,"3,040",33.50%,43.50%,"1,957",21.60%,28.00%,385,4.20%,"1,461",16.10%
Queens,2005,4 Year  June,Female,"9,252","6,338",68.50%,"4,937",53.40%,77.90%,"2,000",21.60%,31.60%,"2,937",31.70%,46.30%,"1,401",15.10%,22.10%,"1,682",18.20%,949,10.30%
Queens,2005,4 Year August,Female,"9,252","6,655",71.90%,"5,055",54.60%,76.00%,"2,006",21.70%,30.10%,"3,049",33.00%,45.80%,"1,600",17.30%,24.00%,"1,366",14.80%,948,10.20%
Queens,2005,5 Year,Female,"9,363","7,102",75.90%,"5,256",56.10%,74.00%,"2,019",21.60%,28.40%,"3,237",34.60%,45.60%,"1,846",19.70%,26.00%,540,5.80%,"1,434",15.30%
Queens,2005,6 Year,Female,"9,369","7,306",78.00%,"5,329",56.90%,72.90%,"2,021",21.60%,27.70%,"3,308",35.30%,45.30%,"1,977",21.10%,27.10%,272,2.90%,"1,510",16.10%
Queens,2006,4 Year  June,Female,"9,356","6,578",70.30%,"5,411",57.80%,82.30%,"2,065",22.10%,31.40%,"3,346",35.80%,50.90%,"1,167",12.50%,17.70%,"1,718",18.40%,878,9.40%
Queens,2006,4 Year August,Female,"9,356","6,956",74.30%,"5,588",59.70%,80.30%,"2,084",22.30%,30.00%,"3,504",37.50%,50.40%,"1,368",14.60%,19.70%,"1,343",14.40%,875,9.40%
Queens,2006,5 Year  June,Female,"9,414","7,341",78.00%,"5,764",61.20%,78.50%,"2,087",22.20%,28.40%,"3,677",39.10%,50.10%,"1,577",16.80%,21.50%,488,5.20%,"1,321",14.00%
Queens,2006,5 Year August,Female,"9,414","7,416",78.80%,"5,790",61.50%,78.10%,"2,087",22.20%,28.10%,"3,703",39.30%,49.90%,"1,626",17.30%,21.90%,435,4.60%,"1,297",13.80%
Queens,2007,4 Year  June,Female,"9,755","6,907",70.80%,"6,100",62.50%,88.30%,"2,182",22.40%,31.60%,"3,918",40.20%,56.70%,807,8.30%,11.70%,"1,857",19.00%,831,8.50%
Queens,2007,4 Year August,Female,"9,755","7,363",75.50%,"6,344",65.00%,86.20%,"2,201",22.60%,29.90%,"4,143",42.50%,56.30%,"1,019",10.40%,13.80%,"1,411",14.50%,825,8.50%
Queens,2001,4 Year  June,Male,"8,684","4,091",47.10%,"2,852",32.80%,69.70%,"1,128",13.00%,27.60%,"1,724",19.90%,42.10%,"1,242",14.30%,30.40%,"2,688",31.00%,"1,632",18.80%
Queens,2001,5 Year,Male,"8,684","5,022",57.80%,"3,158",36.40%,62.90%,"1,148",13.20%,22.90%,"2,010",23.10%,40.00%,"1,874",21.60%,37.30%,905,10.40%,"2,347",27.00%
Queens,2001,6 Year,Male,"8,684","5,297",61.00%,"3,247",37.40%,61.30%,"1,154",13.30%,21.80%,"2,093",24.10%,39.50%,"2,075",23.90%,39.20%,314,3.60%,"2,641",30.40%
Queens,2002,4 Year  June,Male,"9,286","4,358",46.90%,"3,218",34.70%,73.80%,"1,142",12.30%,26.20%,"2,076",22.40%,47.60%,"1,140",12.30%,26.20%,"2,870",30.90%,"1,692",18.20%
Queens,2002,5 Year,Male,"9,286","5,397",58.10%,"3,674",39.60%,68.10%,"1,201",12.90%,22.30%,"2,473",26.60%,45.80%,"1,754",18.90%,32.50%,"1,053",11.30%,"2,361",25.40%
Queens,2002,6 Year,Male,"9,286","5,685",61.20%,"3,753",40.40%,66.00%,"1,208",13.00%,21.20%,"2,545",27.40%,44.80%,"1,963",21.10%,34.50%,533,5.70%,"2,569",27.70%
Queens,2003,4 Year  June,Male,"9,423","4,676",49.60%,"3,567",37.90%,76.30%,"1,518",16.10%,32.50%,"2,049",21.70%,43.80%,"1,109",11.80%,23.70%,"2,862",30.40%,"1,667",17.70%
Queens,2003,5 Year,Male,"9,423","5,789",61.40%,"4,048",43.00%,69.90%,"1,565",16.60%,27.00%,"2,483",26.40%,42.90%,"1,741",18.50%,30.10%,990,10.50%,"2,264",24.00%
Queens,2003,6 Year,Male,"9,444","6,100",64.60%,"4,158",44.00%,68.20%,"1,568",16.60%,25.70%,"2,590",27.40%,42.50%,"1,942",20.60%,31.80%,394,4.20%,"2,437",25.80%
Queens,2004,4 Year  June,Male,"9,698","5,039",52.00%,"3,885",40.10%,77.10%,"1,645",17.00%,32.60%,"2,240",23.10%,44.50%,"1,154",11.90%,22.90%,"2,948",30.40%,"1,516",15.60%
Queens,2004,5 Year,Male,"9,810","6,188",63.10%,"4,429",45.10%,71.60%,"1,696",17.30%,27.40%,"2,733",27.90%,44.20%,"1,759",17.90%,28.40%,940,9.60%,"2,030",20.70%
Queens,2004,6 Year,Male,"9,826","6,527",66.40%,"4,562",46.40%,69.90%,"1,699",17.30%,26.00%,"2,863",29.10%,43.90%,"1,965",20.00%,30.10%,639,6.50%,"2,249",22.90%
Queens,2005,4 Year  June,Male,"10,259","5,525",53.90%,"4,353",42.40%,78.80%,"1,618",15.80%,29.30%,"2,735",26.70%,49.50%,"1,172",11.40%,21.20%,"2,753",26.80%,"1,486",14.50%
Queens,2005,4 Year August,Male,"10,259","5,960",58.10%,"4,569",44.50%,76.70%,"1,631",15.90%,27.40%,"2,938",28.60%,49.30%,"1,391",13.60%,23.30%,"2,318",22.60%,"1,486",14.50%
Queens,2005,5 Year,Male,"10,318","6,598",63.90%,"4,872",47.20%,73.80%,"1,654",16.00%,25.10%,"3,218",31.20%,48.80%,"1,726",16.70%,26.20%,941,9.10%,"2,217",21.50%
Queens,2005,6 Year,Male,"10,313","6,935",67.20%,"4,984",48.30%,71.90%,"1,656",16.10%,23.90%,"3,328",32.30%,48.00%,"1,951",18.90%,28.10%,494,4.80%,"2,344",22.70%
Queens,2006,4 Year  June,Male,"10,202","5,887",57.70%,"4,874",47.80%,82.80%,"1,572",15.40%,26.70%,"3,302",32.40%,56.10%,"1,013",9.90%,17.20%,"2,554",25.00%,"1,378",13.50%
Queens,2006,4 Year August,Male,"10,202","6,422",62.90%,"5,164",50.60%,80.40%,"1,597",15.70%,24.90%,"3,567",35.00%,55.50%,"1,258",12.30%,19.60%,"2,020",19.80%,"1,377",13.50%
Queens,2006,5 Year  June,Male,"10,332","6,950",67.30%,"5,453",52.80%,78.50%,"1,609",15.60%,23.20%,"3,844",37.20%,55.30%,"1,497",14.50%,21.50%,866,8.40%,"2,001",19.40%
Queens,2006,5 Year August,Male,"10,332","7,050",68.20%,"5,497",53.20%,78.00%,"1,609",15.60%,22.80%,"3,888",37.60%,55.10%,"1,553",15.00%,22.00%,793,7.70%,"1,969",19.10%
Queens,2007,4 Year  June,Male,"10,451","6,219",59.50%,"5,455",52.20%,87.70%,"1,668",16.00%,26.80%,"3,787",36.20%,60.90%,764,7.30%,12.30%,"2,643",25.30%,"1,306",12.50%
Queens,2007,4 Year August,Male,"10,451","6,780",64.90%,"5,799",55.50%,85.50%,"1,685",16.10%,24.90%,"4,114",39.40%,60.70%,981,9.40%,14.50%,"2,100",20.10%,"1,296",12.40%
Staten Island,2001,4 Year  June,Female,"1,805","1,307",72.40%,964,53.40%,73.80%,453,25.10%,34.70%,511,28.30%,39.10%,344,19.10%,26.30%,304,16.80%,149,8.30%
Staten Island,2001,5 Year,Female,"1,805","1,422",78.80%,994,55.10%,69.90%,456,25.30%,32.10%,538,29.80%,37.80%,429,23.80%,30.20%,79,4.40%,243,13.50%
Staten Island,2001,6 Year,Female,"1,805","1,433",79.40%,998,55.30%,69.60%,456,25.30%,31.80%,542,30.00%,37.80%,437,24.20%,30.50%,41,2.30%,268,14.80%
Staten Island,2002,4 Year  June,Female,"2,023","1,426",70.50%,"1,092",54.00%,76.60%,461,22.80%,32.30%,631,31.20%,44.20%,335,16.60%,23.50%,341,16.90%,186,9.20%
Staten Island,2002,5 Year,Female,"2,023","1,541",76.20%,"1,131",55.90%,73.40%,462,22.80%,30.00%,669,33.10%,43.40%,420,20.80%,27.30%,156,7.70%,239,11.80%
Staten Island,2002,6 Year,Female,"2,023","1,571",77.70%,"1,140",56.40%,72.60%,462,22.80%,29.40%,678,33.50%,43.20%,441,21.80%,28.10%,88,4.30%,274,13.50%
Staten Island,2003,4 Year  June,Female,"2,115","1,515",71.60%,"1,164",55.00%,76.80%,479,22.60%,31.60%,685,32.40%,45.20%,351,16.60%,23.20%,389,18.40%,162,7.70%
Staten Island,2003,5 Year,Female,"2,115","1,620",76.60%,"1,201",56.80%,74.10%,482,22.80%,29.80%,719,34.00%,44.40%,419,19.80%,25.90%,161,7.60%,261,12.30%
Staten Island,2003,6 Year,Female,"2,125","1,670",78.60%,"1,209",56.90%,72.40%,482,22.70%,28.90%,727,34.20%,43.50%,461,21.70%,27.60%,60,2.80%,301,14.20%
Staten Island,2004,4 Year  June,Female,"2,050","1,478",72.10%,"1,185",57.80%,80.20%,568,27.70%,38.40%,617,30.10%,41.70%,293,14.30%,19.80%,363,17.70%,156,7.60%
Staten Island,2004,5 Year,Female,"2,111","1,636",77.50%,"1,232",58.40%,75.30%,570,27.00%,34.80%,662,31.40%,40.50%,404,19.10%,24.70%,93,4.40%,240,11.40%
Staten Island,2004,6 Year,Female,"2,106","1,661",78.90%,"1,237",58.70%,74.50%,570,27.10%,34.30%,667,31.70%,40.20%,424,20.10%,25.50%,101,4.80%,267,12.70%
Staten Island,2005,4 Year  June,Female,"2,216","1,633",73.70%,"1,303",58.80%,79.80%,569,25.70%,34.80%,734,33.10%,44.90%,330,14.90%,20.20%,311,14.00%,158,7.10%
Staten Island,2005,4 Year August,Female,"2,216","1,675",75.60%,"1,320",59.60%,78.80%,569,25.70%,34.00%,751,33.90%,44.80%,355,16.00%,21.20%,269,12.10%,158,7.10%
Staten Island,2005,5 Year,Female,"2,243","1,758",78.40%,"1,347",60.10%,76.60%,568,25.30%,32.30%,779,34.70%,44.30%,411,18.30%,23.40%,114,5.10%,264,11.80%
Staten Island,2005,6 Year,Female,"2,238","1,784",79.70%,"1,355",60.50%,76.00%,568,25.40%,31.80%,787,35.20%,44.10%,429,19.20%,24.00%,73,3.30%,276,12.30%
Staten Island,2006,4 Year  June,Female,"2,190","1,665",76.00%,"1,389",63.40%,83.40%,619,28.30%,37.20%,770,35.20%,46.20%,276,12.60%,16.60%,289,13.20%,179,8.20%
Staten Island,2006,4 Year August,Female,"2,190","1,698",77.50%,"1,398",63.80%,82.30%,621,28.40%,36.60%,777,35.50%,45.80%,300,13.70%,17.70%,257,11.70%,178,8.10%
Staten Island,2006,5 Year  June,Female,"2,201","1,761",80.00%,"1,425",64.70%,80.90%,621,28.20%,35.30%,804,36.50%,45.70%,336,15.30%,19.10%,98,4.50%,259,11.80%
Staten Island,2006,5 Year August,Female,"2,201","1,767",80.30%,"1,426",64.80%,80.70%,621,28.20%,35.10%,805,36.60%,45.60%,341,15.50%,19.30%,94,4.30%,254,11.50%
Staten Island,2007,4 Year  June,Female,"2,160","1,667",77.20%,"1,487",68.80%,89.20%,536,24.80%,32.20%,951,44.00%,57.00%,180,8.30%,10.80%,292,13.50%,163,7.50%
Staten Island,2007,4 Year August,Female,"2,160","1,705",78.90%,"1,509",69.90%,88.50%,536,24.80%,31.40%,973,45.00%,57.10%,196,9.10%,11.50%,255,11.80%,161,7.50%
Staten Island,2001,4 Year  June,Male,"2,067","1,258",60.90%,937,45.30%,74.50%,423,20.50%,33.60%,514,24.90%,40.90%,321,15.50%,25.50%,482,23.30%,268,13.00%
Staten Island,2001,5 Year,Male,"2,067","1,415",68.50%,983,47.60%,69.50%,427,20.70%,30.20%,556,26.90%,39.30%,438,21.20%,31.00%,149,7.20%,418,20.20%
Staten Island,2001,6 Year,Male,"2,067","1,440",69.70%,989,47.80%,68.70%,427,20.70%,29.70%,562,27.20%,39.00%,461,22.30%,32.00%,90,4.40%,449,21.70%
Staten Island,2002,4 Year  June,Male,"2,111","1,295",61.30%,948,44.90%,73.20%,400,18.90%,30.90%,548,26.00%,42.30%,348,16.50%,26.90%,503,23.80%,240,11.40%
Staten Island,2002,5 Year,Male,"2,111","1,446",68.50%,"1,011",47.90%,69.90%,403,19.10%,27.90%,608,28.80%,42.00%,444,21.00%,30.70%,227,10.80%,341,16.20%
Staten Island,2002,6 Year,Male,"2,111","1,491",70.60%,"1,020",48.30%,68.40%,403,19.10%,27.00%,617,29.20%,41.40%,480,22.70%,32.20%,118,5.60%,402,19.00%
Staten Island,2003,4 Year  June,Male,"2,103","1,297",61.70%,"1,005",47.80%,77.50%,404,19.20%,31.10%,601,28.60%,46.30%,292,13.90%,22.50%,530,25.20%,212,10.10%
Staten Island,2003,5 Year,Male,"2,103","1,457",69.30%,"1,063",50.50%,73.00%,408,19.40%,28.00%,655,31.10%,45.00%,394,18.70%,27.00%,189,9.00%,349,16.60%
Staten Island,2003,6 Year,Male,"2,124","1,502",70.70%,"1,072",50.50%,71.40%,408,19.20%,27.20%,664,31.30%,44.20%,430,20.20%,28.60%,95,4.50%,391,18.40%
Staten Island,2004,4 Year  June,Male,"2,092","1,310",62.60%,"1,035",49.50%,79.00%,461,22.00%,35.20%,574,27.40%,43.80%,275,13.10%,21.00%,481,23.00%,225,10.80%
Staten Island,2004,5 Year,Male,"2,162","1,504",69.60%,"1,106",51.20%,73.50%,464,21.50%,30.90%,642,29.70%,42.70%,398,18.40%,26.50%,135,6.20%,333,15.40%
Staten Island,2004,6 Year,Male,"2,159","1,552",71.90%,"1,121",51.90%,72.20%,464,21.50%,29.90%,657,30.40%,42.30%,431,20.00%,27.80%,138,6.40%,361,16.70%
Staten Island,2005,4 Year  June,Male,"2,244","1,465",65.30%,"1,164",51.90%,79.50%,490,21.80%,33.40%,674,30.00%,46.00%,301,13.40%,20.50%,447,19.90%,204,9.10%
Staten Island,2005,4 Year August,Male,"2,244","1,517",67.60%,"1,187",52.90%,78.20%,490,21.80%,32.30%,697,31.10%,45.90%,330,14.70%,21.80%,395,17.60%,204,9.10%
Staten Island,2005,5 Year,Male,"2,274","1,610",70.80%,"1,226",53.90%,76.10%,491,21.60%,30.50%,735,32.30%,45.70%,384,16.90%,23.90%,169,7.40%,319,14.00%
Staten Island,2005,6 Year,Male,"2,274","1,662",73.10%,"1,242",54.60%,74.70%,491,21.60%,29.50%,751,33.00%,45.20%,420,18.50%,25.30%,90,4.00%,351,15.40%
Staten Island,2006,4 Year  June,Male,"2,413","1,681",69.70%,"1,429",59.20%,85.00%,573,23.70%,34.10%,856,35.50%,50.90%,252,10.40%,15.00%,394,16.30%,235,9.70%
Staten Island,2006,4 Year August,Male,"2,413","1,725",71.50%,"1,458",60.40%,84.50%,573,23.70%,33.20%,885,36.70%,51.30%,267,11.10%,15.50%,350,14.50%,235,9.70%
Staten Island,2006,5 Year  June,Male,"2,445","1,800",73.60%,"1,489",60.90%,82.70%,574,23.50%,31.90%,915,37.40%,50.80%,311,12.70%,17.30%,166,6.80%,354,14.50%
Staten Island,2006,5 Year August,Male,"2,445","1,811",74.10%,"1,493",61.10%,82.40%,574,23.50%,31.70%,919,37.60%,50.70%,318,13.00%,17.60%,162,6.60%,346,14.20%
Staten Island,2007,4 Year  June,Male,"2,330","1,572",67.50%,"1,380",59.20%,87.80%,466,20.00%,29.60%,914,39.20%,58.10%,192,8.20%,12.20%,446,19.10%,222,9.50%
Staten Island,2007,4 Year August,Male,"2,330","1,625",69.70%,"1,412",60.60%,86.90%,467,20.00%,28.70%,945,40.60%,58.20%,213,9.10%,13.10%,394,16.90%,221,9.50%
