DBN,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
09X232,7,2006,Special Ed,37,600,24,64.9%,11,29.7%,2,5.4%,0,0%,2,5.4%
09X232,7,2007,General Ed,185,639,28,15.1%,94,50.8%,60,32.4%,3,1.6%,63,34.1%
09X232,7,2007,Special Ed,26,612,12,46.2%,10,38.5%,4,15.4%,0,0%,4,15.4%
09X232,7,2008,General Ed,122,653,6,4.9%,47,38.5%,66,54.1%,3,2.5%,69,56.6%
09X232,7,2008,Special Ed,26,626,7,26.9%,11,42.3%,8,30.8%,0,0%,8,30.8%
09X232,7,2009,General Ed,120,660,1,0.8%,33,27.5%,81,67.5%,5,4.2%,86,71.7%
09X232,7,2009,Special Ed,32,643,2,6.3%,16,50%,13,40.6%,1,3.1%,14,43.8%
09X232,7,2010,General Ed,103,663,13,12.6%,47,45.6%,32,31.1%,11,10.7%,43,41.7%
09X232,7,2010,Special Ed,29,631,15,51.7%,13,44.8%,1,3.4%,0,0%,1,3.4%
09X232,7,2011,General Ed,125,669,5,4%,60,48%,50,40%,10,8%,60,48%
09X232,7,2011,Special Ed,25,645,11,44%,10,40%,3,12%,1,4%,4,16%
09X232,8,2006,General Ed,250,617,114,45.6%,107,42.8%,29,11.6%,0,0%,29,11.6%
09X232,8,2006,Special Ed,31,579,26,83.9%,5,16.1%,0,0%,0,0%,0,0%
09X232,8,2007,General Ed,210,631,56,26.7%,103,49%,50,23.8%,1,0.5%,51,24.3%
09X232,8,2007,Special Ed,31,605,19,61.3%,10,32.3%,2,6.5%,0,0%,2,6.5%
09X232,8,2008,General Ed,165,643,26,15.8%,70,42.4%,66,40%,3,1.8%,69,41.8%
09X232,8,2008,Special Ed,34,596,20,58.8%,13,38.2%,1,2.9%,0,0%,1,2.9%
09X232,8,2009,General Ed,121,661,4,3.3%,37,30.6%,76,62.8%,4,3.3%,80,66.1%
09X232,8,2009,Special Ed,23,643,0,0%,16,69.6%,7,30.4%,0,0%,7,30.4%
09X232,8,2010,General Ed,129,666,8,6.2%,70,54.3%,47,36.4%,4,3.1%,51,39.5%
09X232,8,2010,Special Ed,28,648,9,32.1%,14,50%,4,14.3%,1,3.6%,5,17.9%
09X232,8,2011,General Ed,124,673,6,4.8%,56,45.2%,50,40.3%,12,9.7%,62,50%
09X232,8,2011,Special Ed,25,627,11,44%,11,44%,3,12%,0,0%,3,12%
09X232,All Grades,2006,General Ed,643,,209,32.5%,325,50.5%,107,16.6%,2,0.3%,109,17%
09X232,All Grades,2006,Special Ed,101,,66,65.3%,27,26.7%,7,6.9%,1,1%,8,7.9%
09X232,All Grades,2007,General Ed,505,,113,22.4%,244,48.3%,143,28.3%,5,1%,148,29.3%
09X232,All Grades,2007,Special Ed,79,,44,55.7%,26,32.9%,9,11.4%,0,0%,9,11.4%
09X232,All Grades,2008,General Ed,402,,40,10%,170,42.3%,183,45.5%,9,2.2%,192,47.8%
09X232,All Grades,2008,Special Ed,90,,39,43.3%,37,41.1%,12,13.3%,2,2.2%,14,15.6%
09X232,All Grades,2009,General Ed,330,,15,4.5%,104,31.5%,198,60%,13,3.9%,211,63.9%
09X232,All Grades,2009,Special Ed,84,,13,15.5%,47,56%,23,27.4%,1,1.2%,24,28.6%
09X232,All Grades,2010,General Ed,348,,43,12.4%,170,48.9%,117,33.6%,18,5.2%,135,38.8%
09X232,All Grades,2010,Special Ed,79,,35,44.3%,36,45.6%,7,8.9%,1,1.3%,8,10.1%
09X232,All Grades,2011,General Ed,351,670,23,6.6%,161,45.9%,139,39.6%,28,8%,167,47.6%
09X232,All Grades,2011,Special Ed,71,641,29,40.8%,34,47.9%,7,9.9%,1,1.4%,8,11.3%
09X241,6,2006,General Ed,71,668,3,4.2%,16,22.5%,39,54.9%,13,18.3%,52,73.2%
09X241,6,2006,Special Ed,7,641,1,14.3%,2,28.6%,3,42.9%,1,14.3%,4,57.1%
09X241,6,2007,General Ed,64,665,3,4.7%,17,26.6%,38,59.4%,6,9.4%,44,68.8%
09X241,6,2007,Special Ed,12,645,0,0%,7,58.3%,5,41.7%,0,0%,5,41.7%
09X241,6,2008,General Ed,64,677,1,1.6%,4,6.3%,50,78.1%,9,14.1%,59,92.2%
09X241,6,2008,Special Ed,2,s,s,s,s,s,s,s,s,s,s,s
09X241,6,2009,General Ed,64,684,0,0%,5,7.8%,41,64.1%,18,28.1%,59,92.2%
09X241,6,2009,Special Ed,7,666,0,0%,1,14.3%,6,85.7%,0,0%,6,85.7%
09X241,6,2010,General Ed,60,680,0,0%,19,31.7%,31,51.7%,10,16.7%,41,68.3%
09X241,6,2010,Special Ed,7,664,1,14.3%,3,42.9%,2,28.6%,1,14.3%,3,42.9%
09X241,6,2011,General Ed,74,682,1,1.4%,26,35.1%,32,43.2%,15,20.3%,47,63.5%
09X241,6,2011,Special Ed,8,668,0,0%,5,62.5%,2,25%,1,12.5%,3,37.5%
09X241,7,2006,General Ed,75,661,1,1.3%,22,29.3%,45,60%,7,9.3%,52,69.3%
09X241,7,2006,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
09X241,7,2007,General Ed,74,681,1,1.4%,7,9.5%,44,59.5%,22,29.7%,66,89.2%
09X241,7,2007,Special Ed,1,s,s,s,s,s,s,s,s,s,s,s
09X241,7,2008,General Ed,67,669,0,0%,14,20.9%,46,68.7%,7,10.4%,53,79.1%
09X241,7,2008,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
09X241,7,2009,General Ed,72,677,0,0%,2,2.8%,62,86.1%,8,11.1%,70,97.2%
09X241,7,2009,Special Ed,11,661,0,0%,3,27.3%,7,63.6%,1,9.1%,8,72.7%
09X241,7,2010,General Ed,73,681,1,1.4%,16,21.9%,35,47.9%,21,28.8%,56,76.7%
09X241,7,2010,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
09X241,7,2011,General Ed,65,673,2,3.1%,24,36.9%,31,47.7%,8,12.3%,39,60%
09X241,7,2011,Special Ed,6,664,1,16.7%,2,33.3%,2,33.3%,1,16.7%,3,50%
09X241,8,2007,General Ed,74,657,5,6.8%,24,32.4%,42,56.8%,3,4.1%,45,60.8%
09X241,8,2007,Special Ed,2,s,s,s,s,s,s,s,s,s,s,s
09X241,8,2008,General Ed,64,678,0,0%,10,15.6%,43,67.2%,11,17.2%,54,84.4%
09X241,8,2008,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
09X241,8,2009,General Ed,70,670,0,0%,11,15.7%,51,72.9%,8,11.4%,59,84.3%
09X241,8,2009,Special Ed,13,644,1,7.7%,6,46.2%,6,46.2%,0,0%,6,46.2%
09X241,8,2010,General Ed,71,671,0,0%,37,52.1%,32,45.1%,2,2.8%,34,47.9%
09X241,8,2010,Special Ed,4,s,s,s,s,s,s,s,s,s,s,s
09X241,8,2011,General Ed,72,687,0,0%,18,25%,39,54.2%,15,20.8%,54,75%
09X241,8,2011,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
09X241,All Grades,2006,General Ed,146,,4,2.7%,38,26%,84,57.5%,20,13.7%,104,71.2%
09X241,All Grades,2006,Special Ed,10,,2,20%,2,20%,5,50%,1,10%,6,60%
09X241,All Grades,2007,General Ed,212,,9,4.2%,48,22.6%,124,58.5%,31,14.6%,155,73.1%
09X241,All Grades,2007,Special Ed,15,,0,0%,10,66.7%,5,33.3%,0,0%,5,33.3%
09X241,All Grades,2008,General Ed,195,,1,0.5%,28,14.4%,139,71.3%,27,13.8%,166,85.1%
09X241,All Grades,2008,Special Ed,12,,0,0%,3,25%,9,75%,0,0%,9,75%
09X241,All Grades,2009,General Ed,206,,0,0%,18,8.7%,154,74.8%,34,16.5%,188,91.3%
09X241,All Grades,2009,Special Ed,31,,1,3.2%,10,32.3%,19,61.3%,1,3.2%,20,64.5%
09X241,All Grades,2010,General Ed,204,,1,0.5%,72,35.3%,98,48%,33,16.2%,131,64.2%
09X241,All Grades,2010,Special Ed,16,,4,25%,6,37.5%,5,31.3%,1,6.3%,6,37.5%
09X241,All Grades,2011,General Ed,211,681,3,1.4%,68,32.2%,102,48.3%,38,18%,140,66.4%
09X241,All Grades,2011,Special Ed,19,667,2,10.5%,10,52.6%,5,26.3%,2,10.5%,7,36.8%
09X250,6,2006,General Ed,61,657,1,1.6%,23,37.7%,31,50.8%,6,9.8%,37,60.7%
09X250,6,2006,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
09X250,6,2007,General Ed,57,651,5,8.8%,23,40.4%,27,47.4%,2,3.5%,29,50.9%
09X250,6,2008,General Ed,50,655,3,6%,16,32%,28,56%,3,6%,31,62%
09X250,6,2008,Special Ed,5,s,s,s,s,s,s,s,s,s,s,s
09X250,6,2009,General Ed,41,677,0,0%,6,14.6%,28,68.3%,7,17.1%,35,85.4%
09X250,6,2009,Special Ed,6,654,0,0%,3,50%,3,50%,0,0%,3,50%
09X250,7,2007,General Ed,69,658,2,2.9%,20,29%,41,59.4%,6,8.7%,47,68.1%
09X250,7,2007,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
09X250,7,2008,General Ed,62,661,1,1.6%,12,19.4%,46,74.2%,3,4.8%,49,79%
09X250,7,2009,General Ed,42,671,0,0%,4,9.5%,36,85.7%,2,4.8%,38,90.5%
09X250,7,2009,Special Ed,2,s,s,s,s,s,s,s,s,s,s,s
09X250,7,2010,General Ed,41,668,2,4.9%,21,51.2%,15,36.6%,3,7.3%,18,43.9%
09X250,7,2010,Special Ed,7,655,1,14.3%,4,57.1%,2,28.6%,0,0%,2,28.6%
09X250,8,2008,General Ed,64,645,5,7.8%,33,51.6%,25,39.1%,1,1.6%,26,40.6%
09X250,8,2008,Special Ed,2,s,s,s,s,s,s,s,s,s,s,s
09X250,8,2009,General Ed,53,669,0,0%,8,15.1%,39,73.6%,6,11.3%,45,84.9%
09X250,8,2010,General Ed,38,663,5,13.2%,21,55.3%,12,31.6%,0,0%,12,31.6%
09X250,8,2010,Special Ed,3,s,s,s,s,s,s,s,s,s,s,s
09X250,8,2011,General Ed,42,680,1,2.4%,15,35.7%,21,50%,5,11.9%,26,61.9%
09X250,8,2011,Special Ed,8,664,0,0%,5,62.5%,3,37.5%,0,0%,3,37.5%
09X250,All Grades,2006,General Ed,61,,1,1.6%,23,37.7%,31,50.8%,6,9.8%,37,60.7%
09X250,All Grades,2006,Special Ed,3,,s,s,s,s,s,s,s,s,s,s
09X250,All Grades,2007,General Ed,126,,7,5.6%,43,34.1%,68,54%,8,6.3%,76,60.3%
09X250,All Grades,2007,Special Ed,3,,s,s,s,s,s,s,s,s,s,s
09X250,All Grades,2008,General Ed,176,,9,5.1%,61,34.7%,99,56.3%,7,4%,106,60.2%
09X250,All Grades,2008,Special Ed,7,,0,0%,4,57.1%,3,42.9%,0,0%,3,42.9%
09X250,All Grades,2009,General Ed,136,,0,0%,18,13.2%,103,75.7%,15,11%,118,86.8%
09X250,All Grades,2009,Special Ed,8,,0,0%,3,37.5%,5,62.5%,0,0%,5,62.5%
09X250,All Grades,2010,General Ed,79,,7,8.9%,42,53.2%,27,34.2%,3,3.8%,30,38%
09X250,All Grades,2010,Special Ed,10,,2,20%,6,60%,2,20%,0,0%,2,20%
09X250,All Grades,2011,General Ed,42,680,1,2.4%,15,35.7%,21,50%,5,11.9%,26,61.9%
09X250,All Grades,2011,Special Ed,8,664,0,0%,5,62.5%,3,37.5%,0,0%,3,37.5%
09X303,6,2006,General Ed,104,651,5,4.8%,44,42.3%,52,50%,3,2.9%,55,52.9%
09X303,6,2006,Special Ed,13,612,7,53.8%,6,46.2%,0,0%,0,0%,0,0%
09X303,6,2007,General Ed,95,653,7,7.4%,33,34.7%,51,53.7%,4,4.2%,55,57.9%
09X303,6,2007,Special Ed,11,637,2,18.2%,6,54.5%,3,27.3%,0,0%,3,27.3%
09X303,6,2008,General Ed,99,672,0,0%,11,11.1%,73,73.7%,15,15.2%,88,88.9%
09X303,6,2008,Special Ed,16,638,2,12.5%,7,43.8%,7,43.8%,0,0%,7,43.8%
09X303,6,2009,General Ed,104,668,2,1.9%,18,17.3%,75,72.1%,9,8.7%,84,80.8%
09X303,6,2009,Special Ed,15,639,3,20%,7,46.7%,5,33.3%,0,0%,5,33.3%
09X303,6,2010,General Ed,86,653,21,24.4%,53,61.6%,11,12.8%,1,1.2%,12,14%
09X303,6,2010,Special Ed,11,649,4,36.4%,6,54.5%,1,9.1%,0,0%,1,9.1%
09X303,6,2011,General Ed,95,663,15,15.8%,49,51.6%,24,25.3%,7,7.4%,31,32.6%
09X303,6,2011,Special Ed,10,651,3,30%,6,60%,1,10%,0,0%,1,10%
09X303,7,2006,General Ed,95,644,12,12.6%,40,42.1%,42,44.2%,1,1.1%,43,45.3%
09X303,7,2006,Special Ed,14,619,4,28.6%,7,50%,3,21.4%,0,0%,3,21.4%
09X303,7,2007,General Ed,105,659,2,1.9%,33,31.4%,66,62.9%,4,3.8%,70,66.7%
09X303,7,2007,Special Ed,17,637,1,5.9%,12,70.6%,4,23.5%,0,0%,4,23.5%
09X303,7,2008,General Ed,99,663,1,1%,23,23.2%,66,66.7%,9,9.1%,75,75.8%
09X303,7,2008,Special Ed,15,646,1,6.7%,7,46.7%,7,46.7%,0,0%,7,46.7%
09X303,7,2009,General Ed,103,667,1,1%,13,12.6%,81,78.6%,8,7.8%,89,86.4%
09X303,7,2009,Special Ed,14,653,0,0%,5,35.7%,9,64.3%,0,0%,9,64.3%
09X303,7,2010,General Ed,107,667,6,5.6%,54,50.5%,39,36.4%,8,7.5%,47,43.9%
09X303,7,2010,Special Ed,18,649,3,16.7%,14,77.8%,1,5.6%,0,0%,1,5.6%
09X303,7,2011,General Ed,84,662,7,8.3%,48,57.1%,26,31%,3,3.6%,29,34.5%
09X303,7,2011,Special Ed,15,648,4,26.7%,10,66.7%,1,6.7%,0,0%,1,6.7%
09X303,8,2006,General Ed,82,647,8,9.8%,36,43.9%,37,45.1%,1,1.2%,38,46.3%
09X303,8,2006,Special Ed,14,618,7,50%,4,28.6%,3,21.4%,0,0%,3,21.4%
09X303,8,2007,General Ed,80,662,3,3.8%,19,23.8%,53,66.3%,5,6.3%,58,72.5%
09X303,8,2007,Special Ed,14,626,5,35.7%,5,35.7%,4,28.6%,0,0%,4,28.6%
09X303,8,2008,General Ed,90,671,0,0%,12,13.3%,74,82.2%,4,4.4%,78,86.7%
09X303,8,2008,Special Ed,15,639,1,6.7%,10,66.7%,4,26.7%,0,0%,4,26.7%
09X303,8,2009,General Ed,95,667,0,0%,12,12.6%,78,82.1%,5,5.3%,83,87.4%
09X303,8,2009,Special Ed,14,645,1,7.1%,5,35.7%,8,57.1%,0,0%,8,57.1%
09X303,8,2010,General Ed,93,667,3,3.2%,59,63.4%,29,31.2%,2,2.2%,31,33.3%
09X303,8,2010,Special Ed,11,641,5,45.5%,5,45.5%,1,9.1%,0,0%,1,9.1%
09X303,8,2011,General Ed,105,671,3,2.9%,63,60%,34,32.4%,5,4.8%,39,37.1%
09X303,8,2011,Special Ed,19,649,7,36.8%,11,57.9%,0,0%,1,5.3%,1,5.3%
09X303,All Grades,2006,General Ed,281,,25,8.9%,120,42.7%,131,46.6%,5,1.8%,136,48.4%
09X303,All Grades,2006,Special Ed,41,,18,43.9%,17,41.5%,6,14.6%,0,0%,6,14.6%
09X303,All Grades,2007,General Ed,280,,12,4.3%,85,30.4%,170,60.7%,13,4.6%,183,65.4%
09X303,All Grades,2007,Special Ed,42,,8,19%,23,54.8%,11,26.2%,0,0%,11,26.2%
09X303,All Grades,2008,General Ed,288,,1,0.3%,46,16%,213,74%,28,9.7%,241,83.7%
09X303,All Grades,2008,Special Ed,46,,4,8.7%,24,52.2%,18,39.1%,0,0%,18,39.1%
09X303,All Grades,2009,General Ed,302,,3,1%,43,14.2%,234,77.5%,22,7.3%,256,84.8%
09X303,All Grades,2009,Special Ed,43,,4,9.3%,17,39.5%,22,51.2%,0,0%,22,51.2%
09X303,All Grades,2010,General Ed,286,,30,10.5%,166,58%,79,27.6%,11,3.8%,90,31.5%
09X303,All Grades,2010,Special Ed,40,,12,30%,25,62.5%,3,7.5%,0,0%,3,7.5%
09X303,All Grades,2011,General Ed,284,666,25,8.8%,160,56.3%,84,29.6%,15,5.3%,99,34.9%
09X303,All Grades,2011,Special Ed,44,649,14,31.8%,27,61.4%,2,4.5%,1,2.3%,3,6.8%
09X313,6,2006,General Ed,86,609,46,53.5%,33,38.4%,7,8.1%,0,0%,7,8.1%
09X313,6,2006,Special Ed,21,603,16,76.2%,5,23.8%,0,0%,0,0%,0,0%
09X313,6,2007,General Ed,106,631,29,27.4%,52,49.1%,24,22.6%,1,0.9%,25,23.6%
09X313,6,2007,Special Ed,11,614,5,45.5%,6,54.5%,0,0%,0,0%,0,0%
09X313,6,2008,General Ed,112,646,15,13.4%,41,36.6%,52,46.4%,4,3.6%,56,50%
09X313,6,2008,Special Ed,19,614,8,42.1%,8,42.1%,3,15.8%,0,0%,3,15.8%
09X313,6,2009,General Ed,98,669,4,4.1%,16,16.3%,66,67.3%,12,12.2%,78,79.6%
09X313,6,2009,Special Ed,19,642,6,31.6%,4,21.1%,8,42.1%,1,5.3%,9,47.4%
09X313,6,2010,General Ed,107,660,16,15%,63,58.9%,25,23.4%,3,2.8%,28,26.2%
09X313,6,2010,Special Ed,29,647,9,31%,18,62.1%,2,6.9%,0,0%,2,6.9%
09X313,6,2011,General Ed,125,658,34,27.2%,52,41.6%,33,26.4%,6,4.8%,39,31.2%
09X313,6,2011,Special Ed,19,635,10,52.6%,6,31.6%,2,10.5%,1,5.3%,3,15.8%
09X313,7,2006,General Ed,175,621,60,34.3%,76,43.4%,36,20.6%,3,1.7%,39,22.3%
09X313,7,2006,Special Ed,20,598,11,55%,8,40%,1,5%,0,0%,1,5%
09X313,7,2007,General Ed,132,631,29,22%,69,52.3%,33,25%,1,0.8%,34,25.8%
09X313,7,2007,Special Ed,21,608,10,47.6%,10,47.6%,1,4.8%,0,0%,1,4.8%
09X313,7,2008,General Ed,120,644,8,6.7%,67,55.8%,44,36.7%,1,0.8%,45,37.5%
09X313,7,2008,Special Ed,14,628,3,21.4%,9,64.3%,1,7.1%,1,7.1%,2,14.3%
09X313,7,2009,General Ed,124,665,0,0%,22,17.7%,96,77.4%,6,4.8%,102,82.3%
09X313,7,2009,Special Ed,18,646,1,5.6%,10,55.6%,6,33.3%,1,5.6%,7,38.9%
09X313,7,2010,General Ed,117,661,13,11.1%,57,48.7%,45,38.5%,2,1.7%,47,40.2%
09X313,7,2010,Special Ed,22,635,10,45.5%,9,40.9%,3,13.6%,0,0%,3,13.6%
09X313,7,2011,General Ed,118,659,21,17.8%,53,44.9%,37,31.4%,7,5.9%,44,37.3%
09X313,7,2011,Special Ed,30,640,10,33.3%,17,56.7%,3,10%,0,0%,3,10%
09X313,8,2006,General Ed,165,612,83,50.3%,60,36.4%,21,12.7%,1,0.6%,22,13.3%
09X313,8,2006,Special Ed,24,586,18,75%,6,25%,0,0%,0,0%,0,0%
09X313,8,2007,General Ed,163,627,62,38%,59,36.2%,38,23.3%,4,2.5%,42,25.8%
09X313,8,2007,Special Ed,18,592,13,72.2%,5,27.8%,0,0%,0,0%,0,0%
09X313,8,2008,General Ed,120,635,19,15.8%,68,56.7%,32,26.7%,1,0.8%,33,27.5%
09X313,8,2008,Special Ed,17,605,10,58.8%,6,35.3%,1,5.9%,0,0%,1,5.9%
09X313,8,2009,General Ed,125,654,9,7.2%,50,40%,61,48.8%,5,4%,66,52.8%
09X313,8,2009,Special Ed,16,637,2,12.5%,11,68.8%,3,18.8%,0,0%,3,18.8%
09X313,8,2010,General Ed,140,669,17,12.1%,69,49.3%,40,28.6%,14,10%,54,38.6%
09X313,8,2010,Special Ed,14,642,7,50%,6,42.9%,1,7.1%,0,0%,1,7.1%
09X313,8,2011,General Ed,119,666,20,16.8%,41,34.5%,53,44.5%,5,4.2%,58,48.7%
09X313,8,2011,Special Ed,24,645,10,41.7%,12,50%,2,8.3%,0,0%,2,8.3%
09X313,All Grades,2006,General Ed,426,,189,44.4%,169,39.7%,64,15%,4,0.9%,68,16%
09X313,All Grades,2006,Special Ed,65,,45,69.2%,19,29.2%,1,1.5%,0,0%,1,1.5%
09X313,All Grades,2007,General Ed,401,,120,29.9%,180,44.9%,95,23.7%,6,1.5%,101,25.2%
09X313,All Grades,2007,Special Ed,50,,28,56%,21,42%,1,2%,0,0%,1,2%
09X313,All Grades,2008,General Ed,352,,42,11.9%,176,50%,128,36.4%,6,1.7%,134,38.1%
09X313,All Grades,2008,Special Ed,50,,21,42%,23,46%,5,10%,1,2%,6,12%
09X313,All Grades,2009,General Ed,347,,13,3.7%,88,25.4%,223,64.3%,23,6.6%,246,70.9%
09X313,All Grades,2009,Special Ed,53,,9,17%,25,47.2%,17,32.1%,2,3.8%,19,35.8%
09X313,All Grades,2010,General Ed,364,,46,12.6%,189,51.9%,110,30.2%,19,5.2%,129,35.4%
09X313,All Grades,2010,Special Ed,65,,26,40%,33,50.8%,6,9.2%,0,0%,6,9.2%
09X313,All Grades,2011,General Ed,362,661,75,20.7%,146,40.3%,123,34%,18,5%,141,39%
09X313,All Grades,2011,Special Ed,73,641,30,41.1%,35,47.9%,7,9.6%,1,1.4%,8,11%
09X323,6,2006,General Ed,146,638,34,23.3%,51,34.9%,61,41.8%,0,0%,61,41.8%
09X323,6,2006,Special Ed,11,611,5,45.5%,6,54.5%,0,0%,0,0%,0,0%
09X323,6,2007,General Ed,107,653,14,13.1%,34,31.8%,48,44.9%,11,10.3%,59,55.1%
09X323,6,2007,Special Ed,12,616,5,41.7%,7,58.3%,0,0%,0,0%,0,0%
09X323,6,2008,General Ed,120,656,8,6.7%,32,26.7%,76,63.3%,4,3.3%,80,66.7%
09X323,6,2008,Special Ed,14,641,1,7.1%,7,50%,6,42.9%,0,0%,6,42.9%
09X323,6,2009,General Ed,123,663,4,3.3%,32,26%,71,57.7%,16,13%,87,70.7%
09X323,6,2009,Special Ed,31,644,6,19.4%,11,35.5%,13,41.9%,1,3.2%,14,45.2%
09X323,6,2010,General Ed,110,673,5,4.5%,50,45.5%,38,34.5%,17,15.5%,55,50%
09X323,6,2010,Special Ed,13,665,1,7.7%,8,61.5%,3,23.1%,1,7.7%,4,30.8%
09X323,6,2011,General Ed,133,666,17,12.8%,65,48.9%,42,31.6%,9,6.8%,51,38.3%
09X323,6,2011,Special Ed,12,636,7,58.3%,4,33.3%,1,8.3%,0,0%,1,8.3%
09X323,7,2006,General Ed,191,627,56,29.3%,82,42.9%,50,26.2%,3,1.6%,53,27.7%
09X323,7,2006,Special Ed,31,600,18,58.1%,11,35.5%,2,6.5%,0,0%,2,6.5%
09X323,7,2007,General Ed,180,642,25,13.9%,82,45.6%,69,38.3%,4,2.2%,73,40.6%
09X323,7,2007,Special Ed,19,602,12,63.2%,6,31.6%,1,5.3%,0,0%,1,5.3%
09X323,7,2008,General Ed,153,662,6,3.9%,33,21.6%,100,65.4%,14,9.2%,114,74.5%
09X323,7,2008,Special Ed,12,633,3,25%,8,66.7%,1,8.3%,0,0%,1,8.3%
09X323,7,2009,General Ed,154,662,2,1.3%,35,22.7%,109,70.8%,8,5.2%,117,76%
09X323,7,2009,Special Ed,15,643,1,6.7%,10,66.7%,4,26.7%,0,0%,4,26.7%
09X323,7,2010,General Ed,169,667,16,9.5%,74,43.8%,57,33.7%,22,13%,79,46.7%
09X323,7,2010,Special Ed,25,638,10,40%,10,40%,5,20%,0,0%,5,20%
09X323,7,2011,General Ed,150,662,23,15.3%,70,46.7%,41,27.3%,16,10.7%,57,38%
09X323,7,2011,Special Ed,14,643,6,42.9%,6,42.9%,1,7.1%,1,7.1%,2,14.3%
09X323,8,2006,General Ed,216,626,67,31%,103,47.7%,45,20.8%,1,0.5%,46,21.3%
09X323,8,2006,Special Ed,38,597,26,68.4%,10,26.3%,1,2.6%,1,2.6%,2,5.3%
09X323,8,2007,General Ed,179,639,28,15.6%,93,52%,55,30.7%,3,1.7%,58,32.4%
09X323,8,2007,Special Ed,36,601,24,66.7%,10,27.8%,2,5.6%,0,0%,2,5.6%
09X323,8,2008,General Ed,173,656,11,6.4%,61,35.3%,89,51.4%,12,6.9%,101,58.4%
09X323,8,2008,Special Ed,16,637,2,12.5%,10,62.5%,4,25%,0,0%,4,25%
09X323,8,2009,General Ed,167,654,14,8.4%,49,29.3%,97,58.1%,7,4.2%,104,62.3%
09X323,8,2009,Special Ed,27,631,4,14.8%,17,63%,6,22.2%,0,0%,6,22.2%
09X323,8,2010,General Ed,166,656,31,18.7%,94,56.6%,40,24.1%,1,0.6%,41,24.7%
09X323,8,2010,Special Ed,14,646,4,28.6%,9,64.3%,1,7.1%,0,0%,1,7.1%
09X323,8,2011,General Ed,165,665,18,10.9%,88,53.3%,51,30.9%,8,4.8%,59,35.8%
09X323,8,2011,Special Ed,25,642,12,48%,10,40%,2,8%,1,4%,3,12%
09X323,All Grades,2006,General Ed,553,,157,28.4%,236,42.7%,156,28.2%,4,0.7%,160,28.9%
09X323,All Grades,2006,Special Ed,80,,49,61.3%,27,33.8%,3,3.8%,1,1.3%,4,5%
09X323,All Grades,2007,General Ed,466,,67,14.4%,209,44.8%,172,36.9%,18,3.9%,190,40.8%
09X323,All Grades,2007,Special Ed,67,,41,61.2%,23,34.3%,3,4.5%,0,0%,3,4.5%
09X323,All Grades,2008,General Ed,446,,25,5.6%,126,28.3%,265,59.4%,30,6.7%,295,66.1%
09X323,All Grades,2008,Special Ed,42,,6,14.3%,25,59.5%,11,26.2%,0,0%,11,26.2%
09X323,All Grades,2009,General Ed,444,,20,4.5%,116,26.1%,277,62.4%,31,7%,308,69.4%
09X323,All Grades,2009,Special Ed,73,,11,15.1%,38,52.1%,23,31.5%,1,1.4%,24,32.9%
09X323,All Grades,2010,General Ed,445,,52,11.7%,218,49%,135,30.3%,40,9%,175,39.3%
09X323,All Grades,2010,Special Ed,52,,15,28.8%,27,51.9%,9,17.3%,1,1.9%,10,19.2%
09X323,All Grades,2011,General Ed,448,665,58,12.9%,223,49.8%,134,29.9%,33,7.4%,167,37.3%
09X323,All Grades,2011,Special Ed,51,641,25,49%,20,39.2%,4,7.8%,2,3.9%,6,11.8%
09X324,6,2007,General Ed,80,661,5,6.3%,22,27.5%,45,56.3%,8,10%,53,66.3%
09X324,6,2007,Special Ed,1,s,s,s,s,s,s,s,s,s,s,s
09X324,6,2008,General Ed,63,664,0,0%,18,28.6%,37,58.7%,8,12.7%,45,71.4%
09X324,6,2008,Special Ed,10,657,0,0%,5,50%,4,40%,1,10%,5,50%
09X324,6,2009,General Ed,31,682,0,0%,3,9.7%,20,64.5%,8,25.8%,28,90.3%
09X324,6,2009,Special Ed,9,630,2,22.2%,4,44.4%,2,22.2%,1,11.1%,3,33.3%
09X324,6,2010,General Ed,45,679,1,2.2%,18,40%,17,37.8%,9,20%,26,57.8%
09X324,6,2010,Special Ed,7,653,2,28.6%,3,42.9%,2,28.6%,0,0%,2,28.6%
09X324,6,2011,General Ed,57,672,7,12.3%,21,36.8%,24,42.1%,5,8.8%,29,50.9%
09X324,6,2011,Special Ed,8,645,3,37.5%,5,62.5%,0,0%,0,0%,0,0%
09X324,7,2008,General Ed,70,654,2,2.9%,25,35.7%,42,60%,1,1.4%,43,61.4%
09X324,7,2008,Special Ed,2,s,s,s,s,s,s,s,s,s,s,s
09X324,7,2009,General Ed,61,672,0,0%,3,4.9%,52,85.2%,6,9.8%,58,95.1%
09X324,7,2009,Special Ed,10,664,0,0%,2,20%,8,80%,0,0%,8,80%
09X324,7,2010,General Ed,36,664,4,11.1%,12,33.3%,19,52.8%,1,2.8%,20,55.6%
