DBN,School Year,Overall Rating
31R470,SY06-07,P
31R600,SY06-07,WD
31R605,SY06-07,P
07X001,SY06-07,U
05M317,SY07-08,U
10X003,SY06-07,P
09X004,SY06-07,P
07X005,SY06-07,WD
12X006,SY06-07,P
10X007,SY06-07,P
10X008,SY06-07,WD
10X009,SY06-07,P
75X010,SY06-07,P
09X011,SY06-07,P
75X012,SY06-07,U
08X014,SY06-07,P
10X015,SY06-07,P
11X016,SY06-07,WD
75X017,SY06-07,P
07X018,SY06-07,WD
11X019,SY06-07,WD
11X021,SY06-07,P
09X022,SY06-07,P
10X023,SY06-07,WD
10X024,SY06-07,WD
07X025,SY06-07,P
09X028,SY06-07,P
07X029,SY06-07,P
07X030,SY06-07,P
07X031,SY06-07,P
10X032,SY06-07,WD
10X033,SY06-07,P
09X035,SY06-07,P
08X036,SY06-07,WD
10X037,SY06-07,P
11X041,SY06-07,P
09X042,SY06-07,WD
07X043,SY06-07,P
12X044,SY06-07,WD
10X045,SY06-07,P
10X046,SY06-07,P
12X047,SY06-07,WD
08X048,SY06-07,WD
07X049,SY06-07,P
12X050,SY06-07,P
10X051,SY06-07,P
09X053,SY06-07,P
10X054,SY06-07,U
09X055,SY06-07,P
10X056,SY06-07,P
12X057,SY06-07,WD
09X058,SY06-07,P
10X059,SY06-07,P
12X061,SY06-07,U
08X062,SY06-07,P
09X063,SY06-07,P
09X064,SY06-07,P
07X065,SY06-07,U
12X066,SY06-07,P
12X067,SY06-07,WD
11X068,SY06-07,WD
08X069,SY06-07,WD
09X070,SY06-07,P
08X072,SY06-07,U
09X073,SY06-07,P
08X075,SY06-07,P
11X076,SY06-07,WD
11X078,SY06-07,P
05M317,SY08-09,UPF
10X080,SY06-07,U
10X081,SY06-07,WD
11X083,SY06-07,WD
10X085,SY06-07,P
10X086,SY06-07,WD
11X087,SY06-07,P
09X088,SY06-07,P
11X089,SY06-07,WD
06M321,SY06-07,P
10X091,SY06-07,P
12X092,SY06-07,WD
08X093,SY06-07,U
10X094,SY06-07,U
10X095,SY06-07,WD
11X096,SY06-07,P
11X097,SY06-07,P
12X098,SY06-07,P
08X100,SY06-07,WD
08X101,SY06-07,WD
12X102,SY06-07,P
11X105,SY06-07,WD
11X106,SY06-07,WD
08X107,SY06-07,U
11X108,SY06-07,WD
09X109,SY06-07,P
09X110,SY06-07,P
11X111,SY06-07,WD
11X112,SY06-07,P
06M321,SY07-08,P
09X114,SY06-07,P
09X117,SY06-07,U
10X118,SY06-07,P
08X119,SY06-07,WD
11X121,SY06-07,WD
08X123,SY06-07,P
08X125,SY06-07,U
09X126,SY06-07,P
11X127,SY06-07,U
09X128,SY06-07,P
12X129,SY06-07,P
08X130,SY06-07,WD
08X131,SY06-07,P
09X132,SY06-07,U
12X134,SY06-07,P
05M344,SY06-07,P
08X138,SY06-07,P
08X140,SY06-07,WD
10X141,SY06-07,P
11X142,SY06-07,P
11X144,SY06-07,P
09X145,SY06-07,P
08X146,SY06-07,P
12X150,SY06-07,P
07X151,SY06-07,P
08X152,SY06-07,WD
11X153,SY06-07,WD
07X154,SY06-07,P
05M344,SY07-08,U
07X157,SY06-07,P
05M344,SY08-09,U
10X159,SY06-07,P
11X160,SY06-07,P
07X161,SY06-07,WD
07X162,SY06-07,U
09X163,SY06-07,P
02M440,SY06-07,P
75X168,SY06-07,WD
09X170,SY06-07,WD
02M440,SY07-08,P
11X175,SY06-07,P
75X176,SY06-07,WD
11X178,SY06-07,WD
07X179,SY06-07,WD
11X180,SY06-07,P
11X181,SY06-07,P
08X182,SY06-07,WD
75X186,SY06-07,WD
75X188,SY06-07,WD
12X190,SY06-07,P
03M470,SY06-07,WD
11X194,SY06-07,WD
12X195,SY06-07,P
12X196,SY06-07,WD
03M470,SY07-08,WD
03M470,SY08-09,P
09X199,SY06-07,P
02M690,SY06-07,U
07X203,SY06-07,P
09X204,SY06-07,P
10X205,SY06-07,WD
10X206,SY06-07,P
10X207,SY06-07,P
10X209,SY06-07,WD
12X211,SY06-07,P
12X212,SY06-07,WD
10X213,SY06-07,P
12X214,SY06-07,P
09X215,SY06-07,P
04M695,SY06-07,U
12X217,SY06-07,WD
09X218,SY06-07,P
09X219,SY06-07,P
25Q168,SY06-07,P
07X221,SY06-07,P
07X223,SY06-07,P
07X224,SY06-07,U
10X225,SY06-07,P
10X226,SY06-07,P
09X227,SY06-07,P
10X228,SY06-07,P
09X229,SY06-07,P
09X230,SY06-07,P
09X232,SY06-07,P
09X236,SY06-07,P
10X237,SY06-07,P
09X241,SY06-07,WD
12X242,SY06-07,P
10X243,SY06-07,P
10X244,SY06-07,P
10X246,SY06-07,U
11X249,SY06-07,P
09X250,SY06-07,P
12X251,SY06-07,U
09X252,SY06-07,P
11X253,SY06-07,P
10X254,SY06-07,P
09X260,SY06-07,WD
12X262,SY06-07,U
09X263,SY06-07,P
12X267,SY06-07,WD
10X268,SY06-07,P
08X269,SY06-07,WD
11X270,SY06-07,P
11X272,SY06-07,WD
12X273,SY06-07,P
11X275,SY06-07,P
09X276,SY06-07,U
07X277,SY06-07,P
10X279,SY06-07,P
10X280,SY06-07,WD
08X282,SY06-07,P
10X284,SY06-07,P
12X286,SY06-07,P
11X287,SY06-07,P
11X288,SY06-07,WD
11X289,SY06-07,P
11X290,SY06-07,P
10X291,SY06-07,P
08X293,SY06-07,P
08X295,SY06-07,P
07X296,SY06-07,P
09X297,SY06-07,P
07X298,SY06-07,P
11X299,SY06-07,P
12X300,SY06-07,P
08X301,SY06-07,P
08X302,SY06-07,WD
09X303,SY06-07,P
08X304,SY06-07,WD
08X305,SY06-07,P
10X306,SY06-07,WD
10X307,SY06-07,P
10X308,SY06-07,P
10X310,SY06-07,P
08X312,SY06-07,P
09X313,SY06-07,U
10X315,SY06-07,P
12X316,SY06-07,P
12X318,SY06-07,P
10X319,SY06-07,P
07X321,SY06-07,P
11X322,SY06-07,P
09X323,SY06-07,P
09X324,SY06-07,U
09X325,SY06-07,P
11X326,SY06-07,U
09X327,SY06-07,P
09X328,SY06-07,U
09X329,SY06-07,U
08X332,SY06-07,P
08X333,SY06-07,WD
07X334,SY06-07,P
08X335,SY06-07,U
08X337,SY06-07,P
09X339,SY06-07,U
10X340,SY06-07,WD
12X341,SY06-07,U
10X342,SY06-07,P
07X343,SY06-07,P
75X352,SY06-07,U
10X360,SY06-07,P
10X368,SY06-07,WD
10X390,SY06-07,P
10X391,SY06-07,U
10X396,SY06-07,P
27Q225,SY06-07,P
09X404,SY06-07,U
08X405,SY06-07,P
09X412,SY06-07,P
09X413,SY06-07,WD
09X414,SY06-07,WD
11X415,SY06-07,P
27Q225,SY07-08,P
07X427,SY06-07,WD
29Q420,SY06-07,P
10X433,SY06-07,U
10X434,SY06-07,P
10X437,SY06-07,P
10X438,SY06-07,U
10X439,SY06-07,P
10X440,SY06-07,P
10X442,SY06-07,P
10X445,SY06-07,WD
27Q465,SY06-07,U
08X452,SY06-07,U
11X455,SY06-07,P
07X473,SY06-07,P
10X475,SY06-07,P
12X480,SY06-07,P
07X495,SY06-07,WD
07X500,SY06-07,P
09X505,SY06-07,P
11X513,SY06-07,WD
11X514,SY06-07,WD
09X517,SY06-07,P
08X519,SY06-07,P
07X520,SY06-07,P
09X525,SY06-07,P
07X527,SY06-07,P
08X530,SY06-07,WD
08X540,SY06-07,P
11X541,SY06-07,U
11X542,SY06-07,WD
09X543,SY06-07,P
11X544,SY06-07,P
11X545,SY06-07,P
10X546,SY06-07,P
07X547,SY06-07,P
10X549,SY06-07,P
12X550,SY06-07,P
07X551,SY06-07,WD
08X560,SY06-07,P
07X600,SY06-07,P
08X650,SY06-07,P
07X655,SY06-07,P
10X660,SY06-07,P
07X670,SY06-07,P
79Q535,SY06-07,P
12X684,SY06-07,P
09X002,SY06-07,P
12X690,SY06-07,U
12X691,SY06-07,P
12X692,SY06-07,P
10X696,SY06-07,P
75X721,SY06-07,P
75X723,SY06-07,P
75X754,SY06-07,U
75X811,SY06-07,P
15K001,SY07-08,WD
17K002,SY07-08,O
13K003,SY07-08,P
75K004,SY07-08,WD
16K005,SY07-08,WD
17K006,SY07-08,WD
19K007,SY07-08,WD
13K008,SY07-08,P
13K009,SY07-08,WD
15K010,SY07-08,WD
13K011,SY07-08,P
17K012,SY07-08,P
19K013,SY07-08,WD
22K014,SY07-08,P
15K015,SY07-08,P
14K016,SY07-08,P
14K017,SY07-08,WD
14K018,SY07-08,WD
14K019,SY07-08,UPF
13K020,SY07-08,P
16K021,SY07-08,WD
17K022,SY07-08,P
14K023,SY07-08,P
15K024,SY07-08,O
16K025,SY07-08,P
16K026,SY07-08,WD
09X002,SY07-08,P
16K028,SY07-08,P
15K029,SY07-08,WD
20K030,SY07-08,WD
14K031,SY07-08,O
15K032,SY07-08,WD
14K034,SY07-08,O
16K035,SY07-08,P
75K036,SY07-08,WD
15K038,SY07-08,WD
15K039,SY07-08,WD
16K040,SY07-08,WD
23K041,SY07-08,WD
13K044,SY07-08,P
32K045,SY07-08,WD
13K046,SY07-08,P
20K048,SY07-08,WD
14K050,SY07-08,WD
15K051,SY07-08,WD
22K052,SY07-08,WD
75K053,SY07-08,WD
13K054,SY07-08,P
13K056,SY07-08,WD
16K057,SY07-08,WD
15K058,SY07-08,P
14K059,SY07-08,P
17K061,SY07-08,WD
20K062,SY07-08,WD
19K065,SY07-08,WD
18K066,SY07-08,WD
13K067,SY07-08,WD
18K068,SY07-08,P
20K069,SY07-08,WD
14K071,SY07-08,P
10X079,SY06-07,P
23K073,SY07-08,P
32K075,SY07-08,WD
75K077,SY07-08,P
22K078,SY07-08,P
16K081,SY07-08,WD
14K084,SY07-08,P
32K086,SY07-08,WD
15K088,SY07-08,WD
19K089,SY07-08,WD
21K090,SY07-08,WD
17K091,SY07-08,WD
17K092,SY07-08,WD
13K093,SY07-08,WD
15K094,SY07-08,WD
21K095,SY07-08,WD
21K096,SY07-08,P
21K097,SY07-08,P
21K098,SY07-08,WD
21K099,SY07-08,WD
21K100,SY07-08,WD
21K101,SY07-08,WD
20K102,SY07-08,WD
13K103,SY07-08,P
20K104,SY07-08,WD
20K105,SY07-08,WD
32K106,SY07-08,WD
15K107,SY07-08,WD
19K108,SY07-08,WD
22K109,SY07-08,WD
14K110,SY07-08,WD
20K112,SY07-08,WD
13K113,SY07-08,P
18K114,SY07-08,UPF
18K115,SY07-08,WD
32K116,SY07-08,WD
22K119,SY07-08,WD
14K120,SY07-08,WD
21K121,SY07-08,WD
32K123,SY07-08,P
15K124,SY07-08,P
14K126,SY07-08,P
20K127,SY07-08,WD
21K128,SY07-08,WD
15K130,SY07-08,WD
15K131,SY07-08,WD
14K132,SY07-08,WD
13K133,SY07-08,WD
22K134,SY07-08,WD
18K135,SY07-08,WD
15K136,SY07-08,P
23K137,SY07-08,P
17K138,SY07-08,P
22K139,SY07-08,WD
75K140,SY07-08,P
75K141,SY07-08,WD
32K145,SY07-08,P
15K146,SY07-08,WD
14K147,SY07-08,WD
19K149,SY07-08,WD
23K150,SY07-08,P
32K151,SY07-08,P
22K152,SY07-08,WD
21K153,SY07-08,P
15K154,SY07-08,P
23K155,SY07-08,WD
23K156,SY07-08,WD
14K157,SY07-08,WD
19K158,SY07-08,WD
19K159,SY07-08,WD
20K160,SY07-08,WD
17K161,SY07-08,WD
32K162,SY07-08,P
20K163,SY07-08,WD
20K164,SY07-08,WD
23K165,SY07-08,WD
19K166,SY07-08,P
17K167,SY07-08,P
15K169,SY07-08,WD
20K170,SY07-08,P
19K171,SY07-08,WD
15K172,SY07-08,O
19K174,SY07-08,WD
20K176,SY07-08,P
21K177,SY07-08,WD
23K178,SY07-08,P
20K179,SY07-08,P
20K180,SY07-08,WD
17K181,SY07-08,WD
23K184,SY07-08,WD
20K185,SY07-08,WD
20K186,SY07-08,WD
20K187,SY07-08,WD
21K188,SY07-08,WD
17K189,SY07-08,WD
19K190,SY07-08,WD
17K191,SY07-08,WD
20K192,SY07-08,WD
22K193,SY07-08,P
22K194,SY07-08,WD
22K195,SY07-08,WD
14K196,SY07-08,WD
22K197,SY07-08,WD
22K198,SY07-08,P
21K199,SY07-08,WD
20K200,SY07-08,WD
20K201,SY07-08,WD
19K202,SY07-08,WD
22K203,SY07-08,WD
20K204,SY07-08,WD
20K205,SY07-08,WD
22K206,SY07-08,WD
22K207,SY07-08,WD
18K208,SY07-08,P
21K209,SY07-08,P
18K211,SY07-08,WD
21K212,SY07-08,WD
19K213,SY07-08,WD
19K214,SY07-08,WD
21K215,SY07-08,P
21K216,SY07-08,WD
22K217,SY07-08,WD
19K218,SY07-08,P
18K219,SY07-08,WD
20K220,SY07-08,WD
17K221,SY07-08,WD
22K222,SY07-08,WD
20K223,SY07-08,P
19K224,SY07-08,WD
21K225,SY07-08,P
21K226,SY07-08,WD
20K227,SY07-08,P
21K228,SY07-08,P
20K229,SY07-08,WD
15K230,SY07-08,WD
75K231,SY07-08,P
18K233,SY07-08,WD
22K234,SY07-08,WD
18K235,SY07-08,P
22K236,SY07-08,WD
21K238,SY07-08,P
21K239,SY07-08,WD
22K240,SY07-08,P
17K241,SY07-08,WD
16K243,SY07-08,P
18K244,SY07-08,WD
22K245,SY07-08,P
17K246,SY07-08,P
20K247,SY07-08,WD
17K249,SY07-08,WD
14K250,SY07-08,WD
22K251,SY07-08,WD
21K253,SY07-08,WD
22K254,SY07-08,WD
22K255,SY07-08,WD
13K256,SY07-08,P
14K257,SY07-08,WD
20K259,SY07-08,WD
19K260,SY07-08,P
15K261,SY07-08,P
16K262,SY07-08,WD
13K265,SY07-08,P
13K266,SY07-08,P
16K267,SY07-08,P
18K268,SY07-08,WD
22K269,SY07-08,WD
13K270,SY07-08,P
18K272,SY07-08,P
19K273,SY07-08,WD
32K274,SY07-08,WD
18K276,SY07-08,WD
22K277,SY07-08,WD
22K278,SY07-08,WD
18K279,SY07-08,P
21K281,SY07-08,WD
13K282,SY07-08,WD
23K284,SY07-08,P
18K285,SY07-08,WD
13K287,SY07-08,P
21K288,SY07-08,P
17K289,SY07-08,P
19K290,SY07-08,WD
32K291,SY07-08,P
19K292,SY07-08,WD
15K295,SY07-08,WD
32K296,SY07-08,WD
14K297,SY07-08,P
23K298,SY07-08,P
32K299,SY07-08,WD
13K301,SY07-08,UPF
19K302,SY07-08,WD
21K303,SY07-08,WD
13K305,SY07-08,P
19K306,SY07-08,P
13K307,SY07-08,P
16K308,SY07-08,WD
16K309,SY07-08,P
19K311,SY07-08,WD
22K312,SY07-08,WD
13K313,SY07-08,P
22K315,SY07-08,WD
17K316,SY07-08,WD
14K318,SY07-08,WD
14K319,SY07-08,WD
15K321,SY07-08,WD
14K322,SY07-08,P
23K323,SY07-08,P
22K326,SY07-08,WD
23K327,SY07-08,WD
19K328,SY07-08,P
21K329,SY07-08,P
14K330,SY07-08,P
23K332,SY07-08,P
17K334,SY07-08,UPF
16K335,SY07-08,WD
09X090,SY06-07,P
21K337,SY07-08,WD
17K340,SY07-08,P
21K344,SY07-08,P
19K345,SY07-08,WD
19K346,SY07-08,WD
32K347,SY07-08,P
21K348,SY07-08,WD
32K349,SY07-08,WD
13K350,SY07-08,P
17K352,SY07-08,WD
17K353,SY07-08,WD
17K354,SY07-08,P
22K361,SY07-08,WD
19K364,SY07-08,WD
75K368,SY07-08,WD
75K369,SY07-08,WD
75K370,SY07-08,P
75K371,SY07-08,P
75K372,SY07-08,WD
75K373,SY07-08,P
17K375,SY07-08,WD
32K376,SY07-08,WD
32K377,SY07-08,WD
14K380,SY07-08,WD
22K381,SY07-08,WD
17K382,SY07-08,P
32K383,SY07-08,WD
32K384,SY07-08,WD
16K385,SY07-08,P
23K392,SY07-08,WD
16K393,SY07-08,WD
17K394,SY07-08,WD
75K396,SY07-08,P
17K397,SY07-08,P
17K398,SY07-08,P
17K399,SY07-08,WD
32K403,SY07-08,P
19K404,SY07-08,WD
22K405,SY07-08,P
17K408,SY07-08,P
19K409,SY07-08,WD
21K410,SY07-08,P
13K412,SY07-08,P
13K419,SY07-08,U
22K425,SY07-08,WD
15K429,SY07-08,WD
13K430,SY07-08,WD
13K439,SY07-08,WD
15K442,SY07-08,WD
15K443,SY07-08,P
20K445,SY07-08,WD
15K447,SY07-08,WD
15K448,SY07-08,WD
14K449,SY07-08,WD
19K452,SY07-08,P
14K454,SY07-08,P
16K455,SY07-08,P
15K462,SY07-08,P
15K463,SY07-08,P
15K464,SY07-08,WD
21K468,SY07-08,WD
14K474,SY07-08,WD
14K477,SY07-08,P
14K478,SY07-08,WD
13K483,SY07-08,WD
17K484,SY07-08,P
20K485,SY07-08,O
14K488,SY07-08,UPF
17K489,SY07-08,P
20K490,SY07-08,WD
13K492,SY07-08,P
23K493,SY07-08,WD
22K495,SY07-08,WD
15K497,SY07-08,P
16K498,SY07-08,WD
13K499,SY07-08,WD
19K502,SY07-08,P
20K503,SY07-08,WD
19K504,SY07-08,P
20K505,SY07-08,WD
20K506,SY07-08,WD
19K507,SY07-08,WD
13K509,SY07-08,P
19K510,SY07-08,P
23K514,SY07-08,WD
15K519,SY07-08,P
09X090,SY07-08,UPF
23K522,SY07-08,P
17K524,SY07-08,WD
21K525,SY07-08,WD
13K527,SY07-08,P
17K528,SY07-08,P
15K529,SY07-08,P
15K530,SY07-08,UPF
17K531,SY07-08,P
17K533,SY07-08,P
16K534,SY07-08,P
22K535,SY07-08,WD
17K537,SY07-08,WD
17K539,SY07-08,WD
21K540,SY07-08,WD
17K543,SY07-08,WD
17K544,SY07-08,WD
32K545,SY07-08,P
17K546,SY07-08,WD
17K547,SY07-08,P
17K548,SY07-08,P
32K549,SY07-08,WD
11X113,SY06-07,U
32K552,SY07-08,P
13K553,SY07-08,WD
32K554,SY07-08,WD
22K555,SY07-08,WD
32K556,SY07-08,WD
14K558,SY07-08,U
14K561,SY07-08,WD
32K564,SY07-08,P
17K568,SY07-08,WD
13K571,SY07-08,P
13K575,SY07-08,WD
14K577,SY07-08,P
14K582,SY07-08,WD
16K584,SY07-08,P
17K587,SY07-08,UPF
17K590,SY07-08,WD
13K595,SY07-08,WD
17K600,SY07-08,P
13K605,SY07-08,P
14K610,SY07-08,WD
19K615,SY07-08,WD
21K620,SY07-08,P
17K625,SY07-08,WD
15K656,SY07-08,P
19K659,SY07-08,P
19K660,SY07-08,P
13K670,SY07-08,WD
14K685,SY07-08,WD
21K690,SY07-08,WD
23K697,SY07-08,WD
15K698,SY07-08,P
75K721,SY07-08,WD
75K753,SY07-08,WD
75K771,SY07-08,WD
75K811,SY07-08,U
15K821,SY07-08,WD
02M001,SY07-08,P
02M002,SY07-08,P
02M003,SY07-08,WD
06M004,SY07-08,WD
06M005,SY07-08,WD
02M006,SY07-08,WD
04M007,SY07-08,P
06M008,SY07-08,WD
03M009,SY07-08,O
02M011,SY07-08,WD
04M012,SY07-08,WD
04M013,SY07-08,WD
01M015,SY07-08,P
06M018,SY07-08,WD
01M019,SY07-08,WD
01M020,SY07-08,WD
06M028,SY07-08,WD
05M030,SY07-08,WD
02M033,SY07-08,WD
01M034,SY07-08,WD
75M035,SY07-08,WD
05M036,SY07-08,WD
04M037,SY07-08,WD
04M038,SY07-08,WD
02M040,SY07-08,WD
02M041,SY07-08,WD
02M042,SY07-08,O
11X135,SY06-07,P
04M045,SY07-08,P
05M046,SY07-08,WD
02M047,SY07-08,UPF
06M048,SY07-08,WD
04M050,SY07-08,WD
02M051,SY07-08,WD
06M052,SY07-08,WD
03M054,SY07-08,WD
04M057,SY07-08,WD
02M059,SY07-08,WD
01M063,SY07-08,P
01M064,SY07-08,WD
04M072,SY07-08,WD
03M075,SY07-08,P
03M076,SY07-08,P
02M077,SY07-08,WD
75M079,SY07-08,WD
04M083,SY07-08,WD
03M084,SY07-08,P
03M087,SY07-08,P
02M089,SY07-08,P
05M092,SY07-08,WD
75M094,SY07-08,P
04M096,SY07-08,WD
06M098,SY07-08,P
04M102,SY07-08,WD
02M104,SY07-08,P
04M108,SY07-08,WD
01M110,SY07-08,WD
02M111,SY07-08,P
04M112,SY07-08,WD
02M114,SY07-08,WD
06M115,SY07-08,WD
02M116,SY07-08,WD
05M123,SY07-08,WD
02M124,SY07-08,WD
05M125,SY07-08,P
02M126,SY07-08,WD
06M128,SY07-08,WD
05M129,SY07-08,WD
02M130,SY07-08,O
02M131,SY07-08,WD
06M132,SY07-08,WD
05M133,SY07-08,P
01M134,SY07-08,P
01M137,SY07-08,P
75M138,SY07-08,WD
01M140,SY07-08,P
01M142,SY07-08,WD
06M143,SY07-08,WD
03M145,SY07-08,WD
04M146,SY07-08,P
03M149,SY07-08,WD
02M150,SY07-08,P
06M152,SY07-08,WD
06M153,SY07-08,O
05M154,SY07-08,P
04M155,SY07-08,WD
02M158,SY07-08,WD
05M161,SY07-08,WD
03M163,SY07-08,WD
03M165,SY07-08,WD
03M166,SY07-08,WD
02M167,SY07-08,WD
75M169,SY07-08,WD
04M171,SY07-08,WD
06M173,SY07-08,P
05M175,SY07-08,WD
06M178,SY07-08,WD
03M180,SY07-08,WD
04M182,SY07-08,WD
02M183,SY07-08,P
01M184,SY07-08,P
03M185,SY07-08,WD
06M187,SY07-08,WD
01M188,SY07-08,WD
06M189,SY07-08,WD
03M191,SY07-08,WD
06M192,SY07-08,P
05M194,SY07-08,P
05M195,SY07-08,WD
05M197,SY07-08,WD
02M198,SY07-08,WD
03M199,SY07-08,WD
05M200,SY07-08,WD
04M206,SY07-08,WD
03M208,SY07-08,P
06M210,SY07-08,P
02M212,SY07-08,WD
02M217,SY07-08,WD
06M218,SY07-08,P
06M223,SY07-08,WD
04M224,SY07-08,WD
02M225,SY07-08,WD
75M226,SY07-08,WD
02M234,SY07-08,P
03M241,SY07-08,P
03M242,SY07-08,P
03M243,SY07-08,P
03M245,SY07-08,WD
07X156,SY06-07,U
03M247,SY07-08,WD
03M250,SY07-08,WD
02M255,SY07-08,WD
03M256,SY07-08,P
03M258,SY07-08,WD
02M260,SY07-08,P
06M278,SY07-08,WD
03M283,SY07-08,P
05M285,SY07-08,P
05M286,SY07-08,P
02M288,SY07-08,P
02M289,SY07-08,WD
02M290,SY07-08,WD
01M292,SY07-08,P
06M293,SY07-08,WD
02M294,SY07-08,WD
02M298,SY07-08,WD
03M299,SY07-08,P
02M300,SY07-08,P
01M301,SY07-08,UPF
05M302,SY07-08,UPF
02M303,SY07-08,WD
05M304,SY07-08,P
02M305,SY07-08,P
03M307,SY07-08,WD
02M308,SY07-08,WD
06M311,SY07-08,WD
02M312,SY07-08,P
02M313,SY07-08,WD
06M314,SY07-08,P
01M315,SY07-08,P
02M316,SY07-08,P
12X158,SY06-07,P
05M318,SY07-08,WD
06M319,SY07-08,O
09X166,SY06-07,U
06M322,SY07-08,WD
06M324,SY07-08,WD
06M325,SY07-08,WD
06M326,SY07-08,P
06M328,SY07-08,WD
01M332,SY07-08,P
03M333,SY07-08,P
03M334,SY07-08,WD
09X166,SY07-08,P
01M345,SY07-08,WD
06M346,SY07-08,P
02M347,SY07-08,WD
06M348,SY07-08,WD
06M349,SY07-08,P
01M361,SY07-08,P
01M363,SY07-08,WD
01M364,SY07-08,WD
05M369,SY07-08,P
02M400,SY07-08,WD
02M407,SY07-08,WD
02M408,SY07-08,P
04M409,SY07-08,P
02M411,SY07-08,WD
02M412,SY07-08,P
02M413,SY07-08,WD
02M414,SY07-08,P
03M415,SY07-08,WD
02M416,SY07-08,P
02M418,SY07-08,WD
02M419,SY07-08,WD
02M420,SY07-08,WD
02M425,SY07-08,P
02M429,SY07-08,P
04M435,SY07-08,P
02M439,SY07-08,WD
08X174,SY06-07,U
02M442,SY07-08,WD
01M448,SY07-08,P
02M449,SY07-08,WD
01M450,SY07-08,WD
02M459,SY07-08,P
02M460,SY07-08,P
06M462,SY07-08,WD
06M463,SY07-08,WD
06M467,SY07-08,WD
06M468,SY07-08,WD
05M469,SY07-08,UPF
08X192,SY06-07,U
02M475,SY07-08,WD
03M479,SY07-08,WD
03M485,SY07-08,O
02M489,SY07-08,WD
03M492,SY07-08,WD
03M494,SY07-08,P
04M495,SY07-08,P
04M497,SY07-08,P
05M499,SY07-08,WD
02M500,SY07-08,UPF
03M505,SY07-08,P
01M509,SY07-08,P
01M515,SY07-08,WD
02M519,SY07-08,WD
02M520,SY07-08,P
06M528,SY07-08,WD
02M529,SY07-08,P
02M531,SY07-08,WD
01M539,SY07-08,P
06M540,SY07-08,P
03M541,SY07-08,WD
02M542,SY07-08,WD
02M543,SY07-08,P
02M544,SY07-08,P
02M545,SY07-08,WD
02M550,SY07-08,P
06M552,SY07-08,P
04M555,SY07-08,P
02M560,SY07-08,WD
02M565,SY07-08,O
02M570,SY07-08,WD
02M575,SY07-08,WD
02M580,SY07-08,P
02M586,SY07-08,P
02M600,SY07-08,WD
02M605,SY07-08,WD
04M610,SY07-08,WD
02M615,SY07-08,UPF
02M620,SY07-08,P
02M625,SY07-08,P
02M630,SY07-08,WD
04M635,SY07-08,UPF
01M650,SY07-08,WD
02M655,SY07-08,WD
05M670,SY07-08,WD
04M680,SY07-08,P
05M685,SY07-08,WD
05M692,SY07-08,WD
01M696,SY07-08,P
75M721,SY07-08,P
75M751,SY07-08,WD
75M811,SY07-08,WD
04M825,SY07-08,P
01M839,SY07-08,WD
03M860,SY07-08,P
03M862,SY07-08,WD
02M896,SY07-08,P
04M964,SY07-08,WD
30Q002,SY07-08,WD
75Q004,SY07-08,WD
24Q005,SY07-08,WD
24Q007,SY07-08,WD
28Q008,SY07-08,WD
75Q009,SY07-08,P
30Q010,SY07-08,WD
30Q011,SY07-08,WD
24Q012,SY07-08,WD
24Q013,SY07-08,WD
24Q014,SY07-08,WD
29Q015,SY07-08,WD
24Q016,SY07-08,WD
30Q017,SY07-08,WD
26Q018,SY07-08,P
24Q019,SY07-08,WD
25Q020,SY07-08,WD
25Q021,SY07-08,WD
25Q022,SY07-08,P
75Q023,SY07-08,WD
25Q024,SY07-08,P
25Q025,SY07-08,WD
26Q026,SY07-08,WD
24Q028,SY07-08,WD
25Q029,SY07-08,P
28Q030,SY07-08,P
26Q031,SY07-08,WD
25Q032,SY07-08,WD
29Q033,SY07-08,WD
29Q034,SY07-08,WD
29Q035,SY07-08,P
29Q036,SY07-08,P
29Q037,SY07-08,WD
29Q038,SY07-08,UPF
28Q040,SY07-08,WD
26Q041,SY07-08,WD
27Q042,SY07-08,P
27Q043,SY07-08,WD
27Q045,SY07-08,P
26Q046,SY07-08,WD
27Q047,SY07-08,WD
28Q048,SY07-08,P
24Q049,SY07-08,WD
28Q050,SY07-08,P
27Q051,SY07-08,WD
29Q052,SY07-08,P
27Q053,SY07-08,WD
28Q054,SY07-08,P
28Q055,SY07-08,P
27Q056,SY07-08,WD
24Q058,SY07-08,WD
29Q059,SY07-08,P
27Q060,SY07-08,WD
24Q061,SY07-08,WD
27Q062,SY07-08,WD
27Q063,SY07-08,WD
27Q064,SY07-08,WD
27Q065,SY07-08,WD
27Q066,SY07-08,WD
26Q067,SY07-08,WD
24Q068,SY07-08,WD
30Q069,SY07-08,WD
30Q070,SY07-08,WD
24Q071,SY07-08,WD
28Q072,SY07-08,P
24Q073,SY07-08,P
26Q074,SY07-08,WD
75Q075,SY07-08,P
30Q076,SY07-08,UPF
24Q077,SY07-08,WD
30Q078,SY07-08,WD
25Q079,SY07-08,WD
28Q080,SY07-08,WD
24Q081,SY07-08,WD
28Q082,SY07-08,P
30Q084,SY07-08,P
30Q085,SY07-08,WD
28Q086,SY07-08,P
24Q087,SY07-08,WD
24Q088,SY07-08,WD
24Q089,SY07-08,WD
27Q090,SY07-08,WD
24Q091,SY07-08,P
30Q092,SY07-08,WD
24Q093,SY07-08,WD
26Q094,SY07-08,P
29Q095,SY07-08,WD
27Q096,SY07-08,WD
27Q097,SY07-08,WD
