"Borough, Block, Lot #",Street Address,Zip Code,Borough,Utility,Building Manager,Owner,Owner Telephone,DEP Boiler Application #,#6 Deadline,Boiler Model,# of Identical Boilers,Boiler Capacity (Gross  BTU),Boiler Installation Date,Boiler Age Range,Est. Retirement Year,Burner Model,Primary Fuel,Total Gallons (High),Total Gallons (Low),Total MMBTU (High),Total MMBTU (low),Greener Greater Buildings,GGB Deadline,Building Type,City Council District,City Community Board,Bldg Sqft,# of Bldgs,# of Floors,# of Res. Units,Total Units,Year Built,Condo?,Coop?,Location 1,Owner Address
1010590010,443 WEST 49 STREET,10019,Manhattan,Con Edison,"PMG, INC/2ND FL.",HESNOR REALTY LLC,212 757-2160,CA021583K,6/19/13,ROCKMILLS  MP 4-61,1,2.59,1983,26 to 30 years old,2018,I.C.I.  MMG 34 (P),#4,6600,4620,957,670,No,NA,Walk-Up Apartments,3,104,33375,5,5,58,63,1900,NO,NO,"443 WEST 49 STREET
Manhattan, New York 10019
(40.76342738506254, -73.99059611659231)","441 WEST 49TH ST REAR BLDG, NEW YORK NY 10019"
1010600051,438 WEST 51 STREET,10019,Manhattan,Con Edison,CERTIFIED MOVING & STORAGE,CERTIFIED MOVING &STORAGE,212-477-3939,CA144884Y,7/20/12,H.B. SMITH 60-13,1,2.60,1984,26 to 30 years old,2019,HEVEOIL AMCH41/2,#4,47268,33087,2012,1408,No,NA,Warehouses,3,104,28625,1,5,0,2,1910,NO,NO,"438 WEST 51 STREET
Manhattan, New York 10019
(40.764786237859994, -73.99015260928712)","438 WEST 51 STREET, MANHATTAN NY 10019"
1010610016,427 WEST 51 STREET,10019,Manhattan,Con Edison,RESIDENTIAL MANAGEMENT,427 WEST 8 TH ST. OWNERS CORP. ,718-436-0900,CA289192K,1/28/14,ROCKMILLS MP 125,1,5.25,1992,16 to 20 years old,2027,I.C.I. DEG 54 P,#6,49932,34952,7490,5243,No,NA,Elevator Apartments,3,104,46914,1,6,84,84,1940,NO,NO,"427 WEST 51 STREET
Manhattan, New York 10019
(40.7646783192165, -73.98975690759426)","P.O.B. PARKVILLE STA., BROOKLYN NY 11204"
1010620019,410 WEST 53 STREET,10019,Manhattan,Con Edison,ROCKROSE CONSTRUCTION,ROCKROSE DEVELOPMENT ,212 245-7746,CA163686R,9/8/14,CLEAVER BROOKS CB 600-150,2,5.88,1986,21 to 26 years old,2021,INTEGRAL CB 600-150,#6,107520,75264,5250,3675,Yes,2022,Elevator Apartments,3,104,166518,1,7,220,220,1987,NO,NO,"410 WEST 53 STREET
Manhattan, New York 10019
(40.76547227002112, -73.98797334835047)","290 PARK AVENUE SOUTH, MANHATTAN NY 10010"
1010630034,811 9 AVENUE,10019,Manhattan,Con Edison,811 STERLING ASSOCIATES,HEARST COMMUNICATIONS INC. AAG MGMT.INC.,212-564-7250,CA252688P,12/14/12,ROCKMILLS MP-50,1,2.00,1988,21 to 26 years old,2023,HEVE MMG 22,#4,16425,11498,2382,1667,No,NA,Walk-Up Apartments,3,104,21595,5,4,36,40,1900,NO,NO,"811 9 AVENUE
Manhattan, New York 10019
(40.76582045819373, -73.98728377201365)","421 SEVENTH AVE 15TH FL., NEW YORK NY 10001"
1010640025,409 WEST 54 STREET,10019,Manhattan,Con Edison,54 C F OPERATING CORP.,54 C.F.OPERATING CORP.,718-849-7600,CA235381X,7/29/12,ROCKMILLS MP 80,1,2.90,1981,26 to 30 years old,2016,HEV-E-OIL MMG 34P,#4,16819,11773,22716,15901,No,NA,Walk-Up Apartments,3,104,30200,5,4,72,72,1910,NO,NO,"409 WEST 54 STREET
Manhattan, New York 10019
(40.766166915028556, -73.98739005774065)","114-04 ATLANTIC AVENUE, JAMAICA NY 11419"
1010650012,423 WEST 55 STREET,10019,Manhattan,Con Edison,W. 55 ST. BLDG. LLC. % WINTER MGMT., WINTER MGT.CO./DENIS MARINTEZ,212 616-8930,CB114103L,2/5/13,ROCKMILLS MP-250SS (NEW),1,10.50,2003,5 to 10 years old,2038,INDUSTRIAL COMBUSTION DEG-105P,#6,74679,52275,11202,7841,Yes,2015,Office Buildings,6,104,263438,1,12,0,24,1915,NO,NO,"423 WEST 55 STREET
Manhattan, New York 10019
(40.767259373440595, -73.98807517539944)","730 FIFTH AVENUE 12th FL., NEW YORK NY 10019"
1010650036,400 WEST 56 STREET,10019,Manhattan,Con Edison,SOLIAN CORPORATION,AJ CLAKE MANAGEMENT,212 541-5522,CA391189K,7/3/14,FEDERAL FST 80,1,3.43,1989,21 to 26 years old,2024,ICI MM 34P,#4,25039,17527,3625,2538,No,NA,Walk-Up Apartments,6,104,28782,1,6,41,45,1883,NO,NO,"400 WEST 56 STREET
Manhattan, New York 10019
(40.76722938560997, -73.98633381219645)","1881 BROADWAY, MANHATTAN NY 10023"
1010660037,408 WEST 57 STREET,10019,Manhattan,Con Edison,408 W.57TH STREET CORP.,408 W 57 OWNERS CORP% MARLBORO RLTY.,212 757-5220,CA301195P,6/11/14,ROCKMILLS  MP-125,2,5.25,1995,11 to 15 years old,2030,INDUSTRIAL COMB.DEG-54 (P),#6,84179,58925,12319,8623,Yes,2016,Elevator Apartments,6,104,104966,1,10,147,147,1957,NO,YES,"408 WEST 57 STREET
Manhattan, New York 10019
(40.76820366157136, -73.98646538896702)","408 WEST 57 STREET, MANHATTAN NY 10019"
1010660057,450 WEST 57 STREET,10019,Manhattan,Con Edison,ARTHUR HARUVI,ABE & ARTHUR HARUVI,212-769-4253,CA112282K,4/24/13,FEDERAL FST 80,1,3.10,1982,26 to 30 years old,2017,ICI AM5CM,#4,27156,19009,3915,2741,No,NA,Walk-Up Apartments,6,104,42630,3,5,40,42,1890,NO,NO,"450 WEST 57 STREET
Manhattan, New York 10019
(40.768477444665876, -73.98719780684685)","114 EAST 71ST. STREET, MANHATTAN NY 10021"
1010670008,457 WEST 57 STREET,10019,Manhattan,Con Edison,ADDISON HALL OWNERS CORP.,457 W. 57th OWNERS c/o ORSID REALTY.,212,CA499085K,5/19/13,FEDERAL  FST-300,1,10.04,1985,21 to 26 years old,2020,I.C.I.  DEG-145 (P),#6,217686,152380,32653,22857,Yes,2017,Elevator Apartments,6,104,114992,2,16,235,237,1929,NO,YES,"457 WEST 57 STREET
Manhattan, New York 10019
(40.76875224800921, -73.98765249404568)","1740 BROADWAY, MANHATTAN NY 10019"
1010670012,435 WEST 57 STREET,10019,Manhattan,Con Edison,SOUTH PARK ESTATES % PUMIA & MARX INC.,PUNIA & MARX INC.,212 686-9400,CB302705H,7/20/12,ROCKMILLS  MP 250SS (NEW),2,8.30,2005,5 to 10 years old,2040,S.T. JOHNSON FD68CA250HM,#6,164250,114975,24638,17246,Yes,2017,Elevator Apartments,6,104,207080,1,17,275,276,1962,NO,NO,"435 WEST 57 STREET
Manhattan, New York 10019
(40.76859936326423, -73.98725679235281)","265 LEXINGTON AVENUE, NEW YORK NY 10016"
1010670022,421 WEST 57 STREET,10019,Manhattan,Con Edison,GERARD J. PICASCO INC.,GERARD J. ERARD J PICASO,212-807-6969,CA276089J,4/19/14,ROCKMILLS MP 80,1,3.43,1989,21 to 26 years old,2024,ICI MMG 63 P,#4,36260,25382,3770,2639,No,NA,Elevator Apartments,6,104,24426,1,6,40,42,1940,NO,NO,"421 WEST 57 STREET
Manhattan, New York 10019
(40.76832956665544, -73.986618273712)","1133 BROADWAY SUITE 426, NEW YORK NY 10010"
1010670052,450 WEST 58 STREET,10019,Manhattan,Con Edison,A.J. CLARKE MGMT CORP,450 WEST 58th Street Co. c/oA.J/CLARKE REAL ESTATE,212-541-5522,CA031883L,5/2/13,FEDERAL  FST-70,1,2.90,1983,26 to 30 years old,2018,I.C.I.  MMG  34P,#4,13377,9364,1940,1358,No,NA,Elevator Apartments,6,104,32665,1,5,53,53,1926,NO,NO,"450 WEST 58 STREET
Manhattan, New York 10019
(40.769191422697894, -73.98679435523451)","1881 BROADWAY 4th fl., MANHATTAN NY 10023"
1010677502,426 WEST 58 STREET,10019,Manhattan,Con Edison,BOARD OF JEWISH EDUCATION,BOARD OF JEWISH EDUCATION,212 245 8200,CA405770Z,6/23/15,PACIFIC  52L1,1,3.60,1970,36 - 40 year old,2010,PETRO  WD4 AH,#4,32531,22772,4717,3302,No,NA,Condominiums,6,104,40101,1,11,16,17,1910,NO,NO,"426 WEST 58 STREET
Manhattan, New York 10019
(40.76893211241509, -73.98608767371468)","426 WEST 58 STREET, MANHATTAN NY 10019"
1010680010,400 WEST 59 STREET,10019,Manhattan,Con Edison,400 WEST 59 ST.PARTNER,"400 W. 59th ST. Partners,LLC c/o Urban Assocs.",212-315-5555,CA035797N,3/24/13,CLEAVER BROOKS CB400 600 15,2,25.21,1997,11 to 15 years old,2032,CLEAVER BROOKS  CB400 600 15,#4,495066,346546,71252,49876,No,NA,Office Buildings,6,104,13900,1,3,0,1,1900,NO,NO,"400 WEST 59 STREET
Manhattan, New York 10019
(40.769543651395, -73.98561103303916)","400 W. 59TH ST.3rd ST., MANHATTAN NY 10019"
1010710001,555 WEST 42 STREET,10036,Manhattan,Con Edison,RIVERBANK WEST APTS,MASS MUTUAL LIFE INSURANCE ,212-629-5993,CA234487J,8/19/14,CLEAVERBROOK CB 800 250,2,10.45,1987,21 to 26 years old,2022,CLEAVERBROOK CB 800 250,#4,198578,139005,28580,20006,Yes,2021,Elevator Apartments,3,104,388273,1,44,418,423,1987,NO,NO,"555 WEST 42 STREET
Manhattan, New York 10036
(40.760613383644056, -73.99775188043469)","560 WEST 43RD STREET, NY NY 10036"
1010750044,524 WEST 47 STREET,10036,Manhattan,Con Edison,MARTIN BAUMRIND,MARTIN BAUMRIND,718 858-8426,CB157908X,7/20/13,EASTMOND ESP - 80 (NEW),1,2.60,2008,Fewer than 5 years old,2043,ICI MMG 34P (NEW),#4,26953,18867,3890,2723,No,NA,Walk-Up Apartments,3,104,7175,1,5,10,10,1910,NO,NO,"524 WEST 47 STREET
Manhattan, New York 10036
(40.76322141752905, -73.99424452452047)","201 CLINTON STREET, BROOKLYN NY 11201"
1010770043,514 WEST 49 STREET,10019,Manhattan,Con Edison,REAL ESTATE INDUSTRIAL INC.,REAL ESTATE INDUSTRIAL INC,212 586 0406,CA223793Y,3/11/15,FEDERAL FST 200,1,8.40,1993,16 to 20 years old,2028,S.T.JOHNSON FD68 AA MM SIZE 200,#4,78840,55188,11432,8002,Yes,2017,Office Buildings,3,104,131272,1,4,0,3,1920,NO,NO,"514 WEST 49 STREET
Manhattan, New York 10019
(40.764633353115016, -73.99370493130289)","555 FIFTH AVENUE, NEW YORK  NY 10017"
1010780008,543 WEST 49 STREET,10019,Manhattan,Con Edison,LIEBMAN GERALD,GFL MANAGEMENT INC.,212 567-1400,CA312093H,4/7/15,ROCKMILLS MP #100,1,3.79,1993,16 to 20 years old,2028,I.C. DEG #42 (P),#6,30664,21465,4600,3220,No,NA,Walk-Up Apartments,3,104,30618,1,6,66,66,1910,NO,NO,"543 WEST 49 STREET
Manhattan, New York 10019
(40.76462048938918, -73.99344494976954)","185 SHERMAN AVENUE, MANHATTAN NY 10034-4604"
1010780023,725 10 AVENUE,10019,Manhattan,Con Edison,SKYLINE MOTOR INN,SKYLINE HOTEL,212-586-3400,CA229081N,5/21/15,FEDERAL FLR-3036,1,8.50,1981,26 to 30 years old,2016,HEV-E DEG-84-S,#4,90338,63236,13099,9169,Yes,2018,Hotels,3,104,159996,1,8,0,1,1959,NO,NO,"725 10 AVENUE
Manhattan, New York 10019
(40.76426984017933, -73.9921742478352)","725 10 AVENUE, MANHATTAN NY 10019"
1010780023,725 10 AVENUE,10019,Manhattan,Con Edison,SKYLINE HOTEL/PICCADILLY HOTEL,SKYLINE HOTEL/PICCADILLY HOTEL,212-586-3400,CA479270Y,7/2/15,KEWANEE 7L 287,2,9.80,1970,36 - 40 year old,2010,IRON FIREMAN  A0 4-9.8,#4,98550,68985,14290,10003,Yes,2018,Hotels,3,104,159996,1,8,0,1,1959,NO,NO,"725 10 AVENUE
Manhattan, New York 10019
(40.76426984017933, -73.9921742478352)","725 10 AVENUE, MANHATTAN NY 10019"
1010817501,525 WEST 52 STREET,10019,Manhattan,Con Edison,APPLE INDUSTRIAL CONDO.,APPLE INDUSTRIAL CONDO.,212-823-8800,CA394284M,7/1/13,WEIL MCLAIN H 1994,1,6.30,1984,26 to 30 years old,2019,ICI DE 63 P,#4,6406,4484,929,650,Yes,2021,Condominiums,3,104,253045,1,7,0,8,1929,YES,NO,"525 WEST 52 STREET
Manhattan, New York 10019
(40.76652192937655, -73.99221205673422)","525 WEST 52 STREET, MANHATTAN NY 10019"
1010817501,525 WEST 52 STREET,10019,Manhattan,Con Edison,APPLE INDUSTRIAL CONDOMINIUM,APPLE INDUSTRIAL CONDO,212-315-4700,CA394184P,3/21/15,SPENCER 3-100-50,1,4.10,1984,26 to 30 years old,2019,ICI MM42P,#4,29580,20706,4289,3002,Yes,2021,Condominiums,3,104,253045,1,7,0,8,1929,YES,NO,"525 WEST 52 STREET
Manhattan, New York 10019
(40.76652192937655, -73.99221205673422)","525 WEST 52 STREET, MANHATTAN NY 10019"
1010910001,643 WEST 43 STREET,10036,Manhattan,Con Edison,"UNITED PARCEL SERVICE, INC.",UNITED PARCEL SERVICE,212-631-6446,CA392189P,2/21/14,FEDERAL FST-500,2,19.90,1989,21 to 26 years old,2024,ICI DEG 210-P,#4,181978,127384,26384,18469,Yes,2021,Warehouses,3,104,783307,1,8,0,2,1962,NO,NO,"643 WEST 43 STREET
Manhattan, New York 10036
(40.76199941653341, -73.9988633467988)","643 WEST 43 STREET, MANHATTAN NY 10036"
1010920007,628 WEST 45 STREET,10036,Manhattan,Con Edison,J. KEVIN GILGAN,J.KEVIN GILGAN,x,CA269665N,11/22/12,ROCKMILLS MP-125,1,4.10,1965,41 - 45 years old,2010,PETRO  WD-5A,#4,42340,29638,6139,4298,Yes,2022,Warehouses,3,104,116000,1,6,0,1,1950,NO,NO,"628 WEST 45 STREET
Manhattan, New York 10036
(40.76335631583345, -73.9984173787364)","628 WEST 45 STREET, MANHATTAN NY 10036"
1010920036,599 ELEVENTH AVENUE,10036,Manhattan,Con Edison,599 11TH AVE. CO. LLC %WINTER MGT.CORP.,599 11TH AVE. CO.LLC % WINTER MGT. CORP.,212 935-5252,CB134307H,4/15/14,ROCKMILLS MP - 100SL (EXSTG),1,3.30,2007,Fewer than 5 years old,2042,ICI MMG - 42P (NEW),#4,21750,15225,3154,2208,Yes,2022,Office Buildings,3,104,63833,1,8,0,10,1922,NO,NO,"599 ELEVENTH AVENUE
Manhattan, New York 10036
(40.7625918921085, -73.99707738891271)","730 FIFTH AVENUE 12TH FLOOR, NEW YORK NY 10019"
1010950011,620 12 AVENUE,10036,Manhattan,Con Edison,MILLAR ELEVATOR INDUSTRIE,SCHINDLER ELEVATOR,212-708-1119,CA040281Z,11/16/14,ROCKMILLS MP 200,1,8.50,1981,26 to 30 years old,2016,ICI DEG 84 (S),#6,195211,136648,35724,25007,Yes,2015,Loft Buildings,3,104,102800,1,4,0,2,1946,NO,NO,"620 12 AVENUE
Manhattan, New York 10036
(40.765092007350006, -73.99784181263766)","620 12 AVENUE, MANHATTAN NY 10086"
1010950035,653 11 AVENUE,10036,Manhattan,Con Edison,411 ASSOCIATES,4711 ASSOCIATES,212-367-9800,CA103078Z,7/29/13,ROCKMILLS MP 250,1,9.50,1978,31 to 35 years old,2013,ICI DE105S,#6,186150,130305,11250,7875,Yes,2015,Hotels,3,104,153363,1,16,0,1,1929,NO,NO,"653 11 AVENUE
Manhattan, New York 10036
(40.76442650904829, -73.99573739908908)","653 11 AVENUE, MANHATTAN NY 10036"
1011020018,619 WEST 54 STREET,10019,Manhattan,Con Edison,SMIII 619 54TH STREET LLC,SMIII 619 54TH STREET LLC,x,CA043293J,5/5/14,FEDERAL FST 400,1,15.46,1993,16 to 20 years old,2028,I.C.I. DEG 175 P,#6,85560,59892,12750,8925,Yes,2022,Loft Buildings,3,104,277600,1,10,0,10,1930,NO,NO,"619 WEST 54 STREET
Manhattan, New York 10019
(40.76878822089043, -73.9937678838449)","PO BOX 130174, CARLSBAD CA 92013-0174"
1011030015,625 WEST 55 STREET,10019,Manhattan,Con Edison,625 WEST 55 LLC,NATIONWIDE MGMT.,212 867-4970,CA266698X,6/16/14,FEDERAL FST-125,1,5.30,1998,11 to 15 years old,2033,INDUSTRIAL COMB. DEG 54 P,#6,57488,40241,8623,6036,Yes,2013,Loft Buildings,6,104,95176,1,6,0,5,1927,NO,NO,"625 WEST 55 STREET
Manhattan, New York 10019
(40.76955264461532, -73.99358801943907)","6 EAST 46 STREET, MANHATTAN NY 10017"
1011040001,650 WEST 57 STREET,10019,Manhattan,Con Edison,NYC DEPT OF SANITATION,NYC DEPT OF SANITATION,718-507-3365,CA298673X,9/7/12,x,2,x,1973,36 - 40 year old,2010,POWER FLAME PGOA4-D-13,#4,228501,159951,32886,23020,No,NA,Selected Government,6,104,167700,1,4,0,3,1940,NO,NO,"650 WEST 57 STREET
Manhattan, New York 10019
(40.77081043252543, -73.99270806618564)","52-35 58 STREET, WOODSIDE NY 11377"
1011130008,33 WEST 60 STREET,10023,Manhattan,Con Edison,SAVOY ESTATES.LLC.,BONAFIDE  ESTATES INC.,212-757-6027,CA101881Z,1/9/15,FEDERAL FST 200,1,8.20,1981,26 to 30 years old,2016,ICI DEG 84P,#6,75712,52998,5550,3885,Yes,2013,Office Buildings,6,107,104310,1,11,0,13,1923,NO,NO,"33 WEST 60 STREET
Manhattan, New York 10023
(40.769289049367984, -73.98289164001903)","630 5 AVENUE   SUITE 3165, MANHATTAN NY 10111"
1011130013,17 WEST 60 STREET,10023,Manhattan,Con Edison,F.M. RING ASSOC. INC.,F.M. RING ASSOC.INC.,212-765-1655,CA316183J,2/28/14,ROCKMILLS  MP 125,1,4.96,1983,26 to 30 years old,2018,I.C.I. DEG 54 (P),#6,29952,20966,4493,3145,Yes,2013,Educational Structures,6,107,76511,1,11,0,6,1921,NO,NO,"17 WEST 60 STREET
Manhattan, New York 10023
(40.76932781410801, -73.98305695847597)","20 WEST 47 STREET, MANHATTAN NY 10036"
1011130018,1841 BROADWAY,10023,Manhattan,Con Edison,1841 BROADWAY ASSOCIATES.,EAST GATE REALTY,212-245-6969,CA343170Y,3/15/15,FITZGIBBONS SM 303,1,6.58,1970,36 - 40 year old,2010,PETRO WD8AH,#6,85775,60042,5250,3675,Yes,2013,Office Buildings,6,107,114022,1,12,0,91,1924,NO,NO,"1841 BROADWAY
Manhattan, New York 10023
(40.76920190902388, -73.98225656186986)","1841 BROADWAY  STE 215, MANHATTAN NY 10023"
1011130051,16 WEST 61 STREET,10023,Manhattan,Con Edison,16 LINCOLN SQUARE ASSOCIATES,16 LINCOLN SQ. ASSOCS. C/O GVA  WILLIAMS,212-716-3646,CA222383R,2/8/14,ROCKMILLS MP-150,1,6.40,1983,26 to 30 years old,2018,IND. COMB DEG 63-P,#6,67160,47012,10074,7052,Yes,2013,Loft Buildings,6,107,113736,1,11,0,7,1924,NO,NO,"16 WEST 61 STREET
Manhattan, New York 10023
(40.76998431918935, -73.9827691754266)","380 MANISON AV E 3RG FLR., MANHATTAN NY 10017"
1011137501,30 WEST 61 STREET,10023,Manhattan,Con Edison,BROWN HARRIS STEVENS INC.,HALSTEAD,212-508-7801,CA154982R,7/24/13,CLEAVER BROOKS  CB 400-300,2,12.60,1982,26 to 30 years old,2017,CLEAVER BROOKS CB-400-300,#6,64240,44968,9750,6825,Yes,2013,Condominiums,6,107,199635,1,30,166,167,1982,YES,NO,"30 WEST 61 STREET
Manhattan, New York 10023
(40.77017317681555, -73.98320984322095)","770 LEXINGTON AVENUE, MANHATTAN NY 10065"
1011150057,44 WEST 63 STREET,10023,Manhattan,Con Edison,WEST 63 EMPIRE ASSOCIATES LLC,WEST 63 EMPIRE ASSOCIATES LLC,x,CB183206K,5/27/15,ROCKMILL  MP - 300,1,10.00,2006,Fewer than 5 years old,2041,ICI DEG - 145 P,#6,93294,65306,13994,9796,Yes,2015,Hotels,6,107,217283,1,14,0,7,1923,NO,NO,"44 WEST 63 STREET
Manhattan, New York 10023
(40.771410676932106, -73.9823433325777)","44 WEST 63rd ST., MANHATTAN NY 10023"
1011150057,44 WEST 63 STREET,10023,Manhattan,Con Edison,WEST 63 EMPIRE ASSOCIATES LLC,WEST 63 EMPIRE ASSOCIATES LLC,212 354-7808,CB126407J,4/28/15,ROCKMILLS MP - 300 (R-H BOILER) (EXSTG),1,10.00,2007,Fewer than 5 years old,2042,ICI DEG - 145P (NEW),#6,93294,65306,13994,9796,Yes,2015,Hotels,6,107,217283,1,14,0,7,1923,NO,NO,"44 WEST 63 STREET
Manhattan, New York 10023
(40.771410676932106, -73.9823433325777)","44 WEST 63rd ST., NEW YORK NY 10023"
1011157503,1886 BROADWAY,10023,Manhattan,Con Edison,S & P ASSOC/MILFORD MGMT,S & P ASSOC/MILFORD MGMT.CORP.,212-582-5565,CA064478Z,7/2/15,CLEAVER-BROOKS CB-600-400,3,16.75,1978,31 to 35 years old,2013,CLEAVER-BROOK CB-600-400,#6,305852,214096,26217,18352,No,NA,Condominiums,6,107,30000,1,32,559,561,1979,NO,NO,"1886 BROADWAY
Manhattan, New York 10023
(40.77085666155779, -73.98199575848139)","99 BATTERY PLACE, MANHATTAN NY 10280"
1011170014,35 WEST 64 STREET,10023,Manhattan,Con Edison,RJM ABRAMSON FAMILY LP % ORSID RLTY.,ORSID  REALTY,212 247-2603,CB214703H,4/22/13,FEDERAL FST-125 (NEW),1,4.18,2003,5 to 10 years old,2038,INDUSTRIAL COMBUSTION DEG-54P (NEW),#6,37668,26368,5650,3955,No,NA,Elevator Apartments,6,107,37778,1,9,68,69,1904,NO,NO,"35 WEST 64 STREET
Manhattan, New York 10023
(40.771827929349456, -73.9811773754347)","1740 BROADWAY 2nd fl., NEW YORK NY 10019"
1011170016,29 WEST 64 STREET,10023,Manhattan,Con Edison,MIDBORO MGMT,29 WEST 64th OWNERS CORP.,x,CA688686Z,10/26/13,FEDERAL FST-80,1,3.43,1986,21 to 26 years old,2021,I.C.I. MMG-34 P,#4,25039,17527,3631,2541,No,NA,Elevator Apartments,6,107,38563,1,6,45,45,1938,NO,NO,"29 WEST 64 STREET
Manhattan, New York 10023
(40.771720010705906, -73.98091657204623)","29 WEST 64TH ST. , MANHATTAN NY 10023"
1011170019,25 WEST 64 STREET,10023,Manhattan,Con Edison,25 W.64 STREET OWNER/ANDREA BUNIS MGMT,25 W.64 STREET C/O ANDREA BUIS MGMT.,212-302-5544,CA079877H,5/25/15,ROCKMILLS MP - 70,1,3.30,1977,31 to 35 years old,2012,ICI ME 34,#6,8432,5902,3060,2142,No,NA,Elevator Apartments,6,107,33492,1,9,53,53,1923,NO,NO,"25 WEST 64 STREET
Manhattan, New York 10023
(40.771657058163896, -73.9807906669621)","45 WEST 45 STREET SUITE 901, MANHATTAN NY 10036"
1011170025,9 WEST 64 STREET,10023,Manhattan,Con Edison,NINE WEST COMPANY,NINE WEST COMPANY,x,CA140697K,10/29/12,FEDERAL FST-50,1,2.10,1997,11 to 15 years old,2032,INDUSTRIAL COMB.  MM-28,#4,22995,16096,3334,2334,No,NA,Elevator Apartments,6,107,21528,1,6,37,37,1900,NO,NO,"9 WEST 64 STREET
Manhattan, New York 10023
(40.771459207317434, -73.98030503306632)","330 EAST 80TH  STREET, MANHATTAN NY 10021"
1011170039,10 WEST 65 STREET,10023,Manhattan,Con Edison,TOURO COLLEGE%NYC MGMT LLC ,TOURO COLLEGE % NYC MGMT LLC ,212 689-8833,CB105008L,3/26/15,FEDERAL     FST-150,1,5021.00,2008,Fewer than 5 years old,2043,INDUSTRIAL COMBUSTION DEG-63P,#4,49056,34339,7113,4979,Yes,2017,Elevator Apartments,6,107,82230,1,6,86,86,1939,NO,NO,"10 WEST 65 STREET
Manhattan, New York 10023
(40.772250610703225, -73.98041295170981)","381  PARK AVENUE SOUTH #1515, NEW YORK  NY  10016"
1011187501,29 WEST 65 STREET,10023,Manhattan,Con Edison,JADAM EQUITIES LTD,ROBIN COURT CONDOMINIUM ROXANN MAGMT.,516-466-6680,CA096881P,6/7/13,FEDERAL FST-100,1,4.20,1981,26 to 30 years old,2016,INDUSTRIAL COMBUSTION #DEG-42-P,#6,32850,22995,4928,3449,No,NA,Condominiums,6,107,33307,1,6,54,54,1939,NO,NO,"29 WEST 65 STREET
Manhattan, New York 10023
(40.77252940053228, -73.98094355170707)","29 BARSTOW ROAD SUITE 202, GREAT NECK NY 11021"
1011190047,40 WEST 67 STREET,10023,Manhattan,Con Edison,GENERAL PROPERTIES,40 W. 67TH ST. TENANTS CORP C/O GERARD PICASO INC.,212-986-0001,CB216801Z,1/8/15,FEDERAL   FST-100,1,4.20,2001,5 to 10 years old,2036,HEVE (ICI)  DEG-42   P,#6,41063,28744,6159,4312,Yes,2019,Elevator Apartments,6,107,56245,1,10,39,39,1930,NO,YES,"40 WEST 67 STREET
Manhattan, New York 10023
(40.773581607306596, -73.9796665144255)","8 WEST 38TH STREET, MANHATTAN N.Y. 10018"
1011200007,39 WEST 67 STREET,10023,Manhattan,Con Edison,MIDBORO MGMT%MS.WHITFIELD,MIDBORO MANGEMENT/DAVID LOZANO,212-877-8500,CA345694Y,5/18/13,ROCKMILLS MP-1000,1,4.07,1994,16 to 20 years old,2029,ICI MEG-42 (NEW),#6,31865,22305,4780,3346,No,NA,Elevator Apartments,6,107,42857,1,15,41,41,1906,NO,NO,"39 WEST 67 STREET
Manhattan, New York 10023
(40.77393234289798, -73.98036798560832)","148 WEST 37 ST.,8th fl., NEW YORK NY 10018"
1011200022,15 WEST 67 STREET,10023,Manhattan,Con Edison,GERARD J. PICASO INC.,GERARD J. PICASO,212-807-6969,CA580786L,4/8/14,FEDERAL FST 125,1,5.25,1986,21 to 26 years old,2021,ICI DEG 54 P,#6,6338,4436,5250,3675,Yes,2020,Elevator Apartments,6,107,64899,1,14,34,34,1905,NO,YES,"15 WEST 67 STREET
Manhattan, New York 10023
(40.773482681883365, -73.97929779239348)","1133 BROADWAY, MANHATTAN NY 10010"
1011200023,1 WEST 67 STREET,10023,Manhattan,Con Edison,"HOTEL DES ARTISITE, INC,C/O GERARD J. PICASO, INC.",GERARD PICASO MANAGEMENT,212 807-6969,CA002782J,3/26/15,ROCKMILLS MP 250,2,8.00,1982,26 to 30 years old,2017,INDUSTRIAL COMBUSTION DEG-105-P,#6,185566,129896,27156,19009,Yes,2020,Elevator Apartments,6,107,212000,1,17,119,122,1917,NO,YES,"1 WEST 67 STREET
Manhattan, New York 10023
(40.77333879035865, -73.97894705680204)","1133 BROADWAY , MANHATTAN NY 10010"
1011200057,60 WEST 68 STREET,10023,Manhattan,Con Edison,60-68 APT. CORP. % M.A. PROPERTIES INC,"60-68 APT. CORP. % M.A. PROPERTIES,INC.",x,CB246702R,5/20/15,ROCKMILLS MP-125 (EXTSG),1,4.18,2002,5 to 10 years old,2037,INDUSTRIAL COMBUSTION DEG-54S (NEW),#6,37668,26368,5650,3955,Yes,2020,Elevator Apartments,6,107,61908,1,11,73,73,1920,NO,YES,"60 WEST 68 STREET
Manhattan, New York 10023
(40.77453488865763, -73.97999027035604)","127 EAST 59th 3rd fl., NEW YORK NY 10022"
1011200061,74 WEST 68 STREET,10023,Manhattan,Con Edison,MORLEIGH APTS CORP. % HOFFMAN MGT,LOVETT COMPANY LLC.,212-735-3440,CB464203Y,5/10/14,FEDERAL-FST 100 (EXSTG),1,3.34,2003,5 to 10 years old,2038,IC  MMG 42 (NEW),#4,31755,22229,4604,3223,Yes,2020,Elevator Apartments,6,107,51428,1,10,58,58,1924,NO,YES,"74 WEST 68 STREET
Manhattan, New York 10023
(40.774687773402604, -73.98034999916774)","450 7th SUITE 1106, NEW YORK NY 10023"
