Trade Code,Trade Description,Vendor Name,Address,City,State,Zip,Phone,Fax,Contact Person,MBE,WBE,LBE,>1M,Prequalified Date
04900,MASONRY RESTORATION/CLEANING,COMMODORE CONSTRUCTION CORP.,230 South Fifth Avenue,Mount Vernon,NY,10550,914-297-3000,914-297-3033,JACQUELINE ROCHE,N,Y,N,Y,05/17/2014
04900,MASONRY RESTORATION/CLEANING,Cormican Construction LLC,90 West Sandford Blvd.,Mount Vernon,NY,10550,914-663-9622,914-663-9623,Lisa Buchanan,N,N,Y,N,03/16/2013
04900,MASONRY RESTORATION/CLEANING,DECENT GENERAL CONSTRUCTION CORP,2172  E 19 st,Brooklyn,NY,11229,347-219-0017,347-673-6222,Mohammad Saleem,Y,N,Y,N,05/20/2014
04900,MASONRY RESTORATION/CLEANING,"DOVIN CONSTRUCTION COMPANY, INC.",899 LONG ISLAND AVENUE,DEER PARK,NY,11729,631-586-1900,631-586-1927,ROBERT LYNCH,N,N,N,Y,04/06/2015
04900,MASONRY RESTORATION/CLEANING,DRAGAN-DJORDJE CONSTRUCT. CORP.,71-26 67TH STREET,GLENDALE,NY,11385,718-417-6753,718-417-6753,DRAGAN BOSCIC,N,N,Y,N,05/06/2014
04900,MASONRY RESTORATION/CLEANING,"Durafford Construction & Waterproofing, Inc.",8508  Astoria Blvd.,East Elmhurst,NY,11369,718-395-7668,718-425-8986,Nimer Dewan,Y,N,N,N,12/29/2013
04900,MASONRY RESTORATION/CLEANING,Dynamic Construction Company,"1149 East 34th Street, 2nd Flo",Brooklyn,NY,11210,646-236-5359,718-758-2767,Ziaur Bhuiyan,Y,N,N,N,08/18/2014
04900,MASONRY RESTORATION/CLEANING,Earth Construction Corp.,213-08 99 Avenue,Queens Village,NY,11429,718-479-5200,718-479-1040,Ioanna Karageorgio,N,Y,N,Y,01/08/2016
04900,MASONRY RESTORATION/CLEANING,Eastern Empire Contracting Inc.,79-26 256 Street,Floral Park,NY,11004,718-470-9806,718-831-5458,Pritan Singh,Y,N,N,N,07/01/2013
04900,MASONRY RESTORATION/CLEANING,"Easy Group Contracting, Inc.",8 Lincoln Blvd,Bethpage,NY,11714,516-554-9389,516-558-1158,Antoine Nassour,N,N,Y,N,11/16/2013
04900,MASONRY RESTORATION/CLEANING,Empac Contracting Corp,2318 West 11 Street,Brooklyn,NY,11223,718-853-7800,347-462-4103,Zeeshan Ahmed,Y,N,N,N,06/01/2014
04900,MASONRY RESTORATION/CLEANING,"Ensome Builders, Inc.",259-30 149 Road,Rosedale,NY,11422,646-821-3403,718-785-9482,Rohan Warmington,Y,N,Y,N,06/11/2015
04900,MASONRY RESTORATION/CLEANING,EURO CASTLE CONSTRUCTION CORP.,56-74 58th Place,Maspeth,NY,11378,718-894-5190,718-894-5191,Pawel Wojcik,N,N,Y,N,10/07/2014
04900,MASONRY RESTORATION/CLEANING,EUROTECH CONSTRUCTION CORP.,532 WEST 30TH STREET,NEW YORK,NY,10001,212-594-7474,212-594-1849,ROSEMARY DEVLIN,N,Y,N,Y,03/23/2013
04900,MASONRY RESTORATION/CLEANING,Everlast Solutions Corp.,554 Fairview Avenue,Ridgewood,NY,11385,718-366-0661,718-366-6980,Jorge Reinoso,Y,N,N,N,03/01/2015
04900,MASONRY RESTORATION/CLEANING,F & S General Construction Inc.,245  Newkirk Ave,Brooklyn,NY,11230,212-532-1032,212-233-4342,Mohammad Amr,Y,N,Y,N,11/01/2013
04900,MASONRY RESTORATION/CLEANING,"Faith Construction, Inc.",16 Stewart Street,Brooklyn,NY,11207,718-218-9010,718-218-9011,Fatih Dag,N,N,Y,N,03/25/2014
04900,MASONRY RESTORATION/CLEANING,Gee Bee and Sons LLC,52-68  72 St.,Maspeth,NY,11378,718-779-2158,718-779-2110,Nick Blanke,N,N,N,N,12/14/2014
04900,MASONRY RESTORATION/CLEANING,GEM QUALITY CORPORATION,5620 1st Avenue,Brooklyn,NY,11220,718-759-9277,718-759-9278,Irshad Ahmed,Y,N,N,N,09/29/2014
04900,MASONRY RESTORATION/CLEANING,GEM ROOFING & WATERPROOFING CORP.,1414 SUMMIT AVENUE,UNION CITY,NJ,07087,201-867-7673,201-867-6961,Thomas Mergola,N,Y,N,Y,06/22/2014
04900,MASONRY RESTORATION/CLEANING,"GM CONSTRUCTION SERVICES, INC.",980B Dehart Place,Elizabeth,NJ,07202,917-627-0919,732-851-4611,Girish Patel,Y,N,N,N,08/10/2013
04900,MASONRY RESTORATION/CLEANING,Graciano Corporation,18-73 43rd Street,Astoria,NY,11105,718-932-7867,718-932-7869,Daniel P McIntyre,N,N,N,Y,09/19/2015
04900,MASONRY RESTORATION/CLEANING,Harbor Island Contracting Inc,151 WEST LINCOLN AVENUE,MOUNT VERNON,NY,10550,914-664-6600,914-664-7230,JAMES HENEGHAN,N,N,N,Y,11/07/2015
04900,MASONRY RESTORATION/CLEANING,"HARMAN CONTRACTING, INC.",701 OCEANVIEW AVENUE,BROOKLYN,NY,11235,718-743-7724,718-743-7726,TAREK AHMED,Y,N,N,N,08/24/2013
04900,MASONRY RESTORATION/CLEANING,"HI-TECH RESTORATION, INC.",1371 Coney Island Ave,BROOKLYN,NY,11230,718-677-3141,718-677-3142,MOHAMMAD HUSSAIN,N,N,N,N,01/25/2014
04900,MASONRY RESTORATION/CLEANING,"I.S.M. ELECTRIC, INC.",249 52nd Street,Brooklyn,NY,11220,718-439-0049,718-439-0069,Ralph Ismaeil,N,N,N,Y,04/26/2013
04900,MASONRY RESTORATION/CLEANING,IGH Restoration LLC,355 Old Tarrytown Road,White Plains,NY,10603,914-907-8430,914-683-1815,Jose Adorno,Y,N,N,N,12/30/2013
04900,MASONRY RESTORATION/CLEANING,"IMPERIUM CONSTRUCTION, INC.",338  Scholes Street,Brooklyn,NY,11206,718-384-6992,718-384-2756,Piotr Zendzian,N,N,N,Y,06/30/2014
04900,MASONRY RESTORATION/CLEANING,"INSIGNIA RENOVATIONS, INC.",7-19 151st  Place,Whitestone,NY,11357,718-746-2365,718-746-2368,Margaret Ventimigl,N,N,N,N,06/29/2013
04900,MASONRY RESTORATION/CLEANING,"INTERSTATE CONTRACTING CO., INC.",37-58 58 Street,WOODSIDE,NY,11377,718-651-1342,718-476-1375,EMERSON VIDAL,Y,N,Y,N,11/04/2014
04900,MASONRY RESTORATION/CLEANING,J & R BRICK MASONRY INC.,92 SEAMAN AVENUE,ROCKVILLE CENTRE,NY,11570,516-764-6444,516-766-3372,"RALPH PERRI, JR.",N,N,N,Y,10/12/2013
04900,MASONRY RESTORATION/CLEANING,J. Speranza Brickwork Inc.,15 High Street,Whitehouse Station,NJ,08889,908-534-2176,908-534-5633,James Zelenak,N,N,N,Y,10/06/2013
04900,MASONRY RESTORATION/CLEANING,J.K. Construction New York  Inc.,221-33 Davenport Ave,Queens Village,NY,11428,718-479-4444,718-479-8989,Mohinder Singh,N,N,N,N,09/17/2015
04900,MASONRY RESTORATION/CLEANING,JASMAN CONTRACTING CORP,110 JERICHO TPKE,FLORAL PARK,NY,11001,516-355-0152,516-355-0162,HARWINDER SINGH,Y,N,N,N,03/14/2014
04900,MASONRY RESTORATION/CLEANING,"JOB OPPORTUNITIES FOR WOMEN, INC.",558 UNION AVENUE,WESTBURY,NY,11590,516-333-4414,516-333-0847,MARIA A. MINUCCI,N,Y,N,Y,06/21/2014
04900,MASONRY RESTORATION/CLEANING,KELLY MASONRY CORPORATION,366 SAGAMORE AVENUE,MINEOLA,NY,11501,516-739-8110,516-747-7824,ROBERT A. MASSINA,N,N,N,Y,04/08/2014
04900,MASONRY RESTORATION/CLEANING,khan Construction,78 Ave T w 10 st,brooklyn,NY,11223,718-946-4992,718-560-3136,Mehdi khan,Y,N,N,N,12/12/2014
04900,MASONRY RESTORATION/CLEANING,"KHAN ENTERPRISE CONSTRUCTION, INC.",43 Hutcheson Place,Lynbrook,NY,11563,516-872-9050,516-872-9055,mohammad F Khan,Y,N,N,N,12/27/2015
04900,MASONRY RESTORATION/CLEANING,KINGS COUNTY WATERPROOFING CORP.,1200 UTICA AVENUE,BROOKLYN,NY,11203,718-629-6300,718-629-6303,Anthony J. Teri,N,N,N,Y,08/16/2014
04900,MASONRY RESTORATION/CLEANING,"Koko Contracting, Inc.",516 ROUTE 25A,Mount Sinai,NY,11766,631-928-0220,631-928-9527,GEORGE KOKOLAKIS,N,N,N,Y,09/27/2013
04900,MASONRY RESTORATION/CLEANING,Kore Contracting Corp.,100 Brighton 11th Street,Brooklyn,NY,11235,718-648-8000,718-934-6161,Narinder Kaur,Y,Y,N,N,04/20/2013
04900,MASONRY RESTORATION/CLEANING,KROYWEN RLTY & CONSTRUCTION CORP,36-02 ASTORIA BOULEVARD,ASTORIA,NY,11103,718-626-7272,718-932-4667,Vincent Wade,N,N,N,Y,12/29/2013
04900,MASONRY RESTORATION/CLEANING,LADI CONSTRUCTION INC.,97-10  106TH STREET,OZONE PARK,NY,11416,718-805-8388,718-480-8047,RUPINDER SINGH,Y,N,N,N,01/24/2016
04900,MASONRY RESTORATION/CLEANING,"LAKHI GENERAL CONTRACTOR, INC.",1 STONERIDGE COURT,SYOSSET,NY,11791,800-264-1804,800-225-4892,GURCHARAN SINGH,Y,N,N,Y,04/20/2015
04900,MASONRY RESTORATION/CLEANING,LASHAY'S CONSTR & DEVLPMNT. CO. INC,470  NEPPERHAN AVE,Yonkers,NY,10701,914-290-2365,914-207-0464,Andrew F. Simmons,Y,N,N,N,05/21/2013
04900,MASONRY RESTORATION/CLEANING,"LITEHOUSE BUILDERS, INC.","37-02 Astoria Blvd., Suite 3",Astoria,NY,11103,718-728-8600,718-728-8602,Kyriakos Lazaridis,N,N,Y,N,07/09/2013
04900,MASONRY RESTORATION/CLEANING,Long Island Concrete Inc.,31-31 48th Avenue,Long Island City,NY,11101,718-784-4606,718-784-4624,Thomas J. Perno,N,N,N,Y,10/31/2014
04900,MASONRY RESTORATION/CLEANING,LUX BUILDERS INC.,2315 65th street,Brooklyn,NY,11204,718-331-3177,718-331-4441,Qamar Din,Y,N,N,N,04/27/2014
04900,MASONRY RESTORATION/CLEANING,Luxury Construction Co. Inc.,105-27  79th Street,Ozone Park,NY,11417,718-937-3642,888-397-6754,Mohammed S Doha,Y,N,Y,N,09/17/2013
04900,MASONRY RESTORATION/CLEANING,M & S GENERAL CONSTRUCTION CORP.,97-53 105th Street,OZONE PARK,NY,11416,718-850-8540,718-850-8460,MICHAEL VALLETTA,N,N,N,Y,01/13/2014
04900,MASONRY RESTORATION/CLEANING,"M.B. DIN Construction, Inc.",8831 20th Avenue,Brooklyn,NY,11214,347-254-9046,718-928-9752,Mohammed N. Chatha,Y,N,Y,N,[NULL]
04900,MASONRY RESTORATION/CLEANING,MANLEY CONSTRUCTION CORP.,300 Eckford Street,Brooklyn,NY,11222,718-389-5365,718-389-5367,Agnieszka Karwowsk,N,Y,N,N,01/12/2015
04900,MASONRY RESTORATION/CLEANING,Mansfield Gibbs,133-05 Peconic St.,Ozone Park,NY,11417,718-659-5395,718-659-5395,Mansfield Gibbs,Y,N,N,N,03/14/2015
04900,MASONRY RESTORATION/CLEANING,MARLA CONSTRUCTION INC.,74 14th Street,Brooklyn,NY,11215,718-369-8222,718-369-8224,Evrim Ersoy,N,Y,Y,N,12/15/2014
04900,MASONRY RESTORATION/CLEANING,"Melcon General Contractors, LLC",21-21 41st  Avenue,Long Island City,NY,11101,718-784-5000,718-784-5000,Eric Mendoza,Y,N,N,N,06/09/2014
04900,MASONRY RESTORATION/CLEANING,Minhas Construction Corp,156 Canal Street,Staten Island,NY,10304,917-517-0366,718-370-7008,Waqas Mahmood,Y,N,N,N,04/10/2015
04900,MASONRY RESTORATION/CLEANING,MINHAS GENERAL CONTRACTOR COMPANY LLC,1037 39th Street,BROOKLYN,NY,11219,718-871-5799,718-871-9873,Matloob khan,Y,N,N,N,01/21/2014
04900,MASONRY RESTORATION/CLEANING,"MST General Contracting Restoration, Inc.",51-11 34th Street,Long Island City,NY,11101,718-707-9700,718-707-9701,Mani Singh,Y,N,N,Y,08/12/2013
04900,MASONRY RESTORATION/CLEANING,"N. J. D. WIRING & ELECTRIC, INC.",213-08 99th Avenue,Queens Village,NY,11429,718-479-5400,718-479-3063,PETER KARAGEORGIOU,N,N,N,Y,04/14/2014
04900,MASONRY RESTORATION/CLEANING,N.H. Construction Inc.,72-35 51st Avenue,Maspeth,NY,11378,718-205-5081,718-559-6702,Haroon Karamat,Y,N,Y,N,07/17/2015
04900,MASONRY RESTORATION/CLEANING,N.U.S. CONTRACTING COMPANY,49 Parkville Avenue,Brooklyn,NY,11230,718-435-5264,718-435-5211,Safdar Ali,Y,N,N,N,10/04/2014
04900,MASONRY RESTORATION/CLEANING,"NEHAL CONTRACTING, INC.",156 Airport Executive Park,Nanuet,NY,10954,845-517-0711,845-215-5196,Vipul Patel,Y,N,N,Y,01/10/2016
04900,MASONRY RESTORATION/CLEANING,"NEW YORK CONSTRUCTION & RENOVATION, INC.",992 Coney Island Ave,BROOKLYN,NY,11230,718-421-7000,718-421-7007,CHONDARY N. AHMED,Y,N,N,N,08/10/2013
04900,MASONRY RESTORATION/CLEANING,NEW YORK MAJOR CONSTRUCTION INC.,1736  55TH ST.,BROOKLYN,NY,11204,718-801-4599,347-275-3918,MOSHE,N,N,Y,N,02/14/2016
04900,MASONRY RESTORATION/CLEANING,"NORTH-EAST CONSTRUCTION & MANAGEMENT SERVICES, INC.",830 Coney Island Avenue,Brooklyn,NY,11218,718-826-6700,718-826-6704,Abdul K. Sageer,Y,N,N,N,06/30/2013
04900,MASONRY RESTORATION/CLEANING,NORTHEAST RESTORATION CORP.,1181 Randall Avenue,Bronx,NY,10474,718-378-0010,718-378-1032,Harry Donas,N,N,N,Y,12/01/2013
04900,MASONRY RESTORATION/CLEANING,PARAGON RESTORATION CORP.,292 MONROE AVENUE,KENILWORTH,NJ,07033,908-276-8122,908-276-6097,Paulette Whalen,N,N,N,Y,12/19/2015
04900,MASONRY RESTORATION/CLEANING,PARTH CONSULTING CORPORATION,4108 8th Avenue,Brooklyn,NY,11232,732-874-0274,732-226-0252,VINODBHAI PATEL,Y,N,N,N,10/18/2014
04900,MASONRY RESTORATION/CLEANING,Peral general contractor LLC,188-10 H 71st Crescent #h  Cre,Nyc Freshmeadows,NY,11365,609-713-5606,718-725-7323,Tariq mahmood,Y,N,N,N,08/24/2014
04900,MASONRY RESTORATION/CLEANING,PIONEER GENRL CONSTRUCTION CO LLC,7216  7th Avenue,Brooklyn,NY,11209,718-745-5464,718-238-4845,Akhlak A. Coudhary,Y,N,N,N,09/14/2014
04900,MASONRY RESTORATION/CLEANING,PMY CONSTRUCTION CORP.,718 Columbia Avenue,North Bergen,NJ,07047,201-526-8350,201-526-8350,Dilip Patel,Y,Y,Y,N,06/23/2013
04900,MASONRY RESTORATION/CLEANING,PPS Construction,106-07 101st Avenue,Ozone Park,NY,11416,917-497-5486,718-849-0096,Balvir Singh,Y,N,N,N,09/02/2013
04900,MASONRY RESTORATION/CLEANING,PREMIER BRIDGING & SCAFOLDING LTD.,97-48 43RD AVENUE,CORONA,NY,11368,917-916-7324,718-989-9263,NASIR MAHMOOD,Y,N,N,N,08/23/2015
04900,MASONRY RESTORATION/CLEANING,PREVEZA CONSTRUCTION CORPORATION,143-14 22nd Road,Whitestone,NY,11357,718-213-8103,718-460-3441,Spiros Hilias,N,N,N,N,08/02/2014
04900,MASONRY RESTORATION/CLEANING,PRIME CONSTRUCTION CO OF NY INC,2555 East 12th Street,Brooklyn,NY,11235,718-646-1776,718-646-1777,Ashfaq Proya,Y,N,Y,Y,11/01/2013
04900,MASONRY RESTORATION/CLEANING,Progeny Restoration Corp,1001 Pacific Street,Brooklyn,NY,11238,646-852-2291,718-622-2711,Abdul Wahab,Y,N,Y,N,02/24/2014
04900,MASONRY RESTORATION/CLEANING,Prompt Restorations Inc.,28-39 214 Place,Bayside,NY,11360,718-229-0582,718-229-7967,Parvez Riaz,Y,N,N,N,01/11/2014
04900,MASONRY RESTORATION/CLEANING,"RAD & D'APRILE, INC.",2128 BELLMORE AVENUE,BELLMORE,NY,11710,516-826-9218,516-826-9271,Lisa Plantania,N,N,N,Y,09/27/2015
04900,MASONRY RESTORATION/CLEANING,RAZA CONTRACTING,2313 Benson Avenue,Brooklyn,NY,11214,718-946-0588,718-946-5123,Mohammad Raza,Y,N,N,N,06/30/2014
04900,MASONRY RESTORATION/CLEANING,Red & Blue Construction Corp.,677 Ashford Street,Brooklyn,NY,11207,718-484-0188,718-715-0502,Muhammad Sajid,Y,N,N,N,12/07/2014
04900,MASONRY RESTORATION/CLEANING,RICI CORP.,41 Liberty Street,Passaic,NJ,07055,973-614-1266,973-614-1268,Risto Trajkov,N,N,N,Y,05/24/2015
04900,MASONRY RESTORATION/CLEANING,"RIGGS CONSTRUCTION CO., INC.",213 Washington Avenue,Brooklyn,NY,11205,718-398-6423,718-398-6424,Michael DeRiggs,Y,N,N,N,04/01/2014
04900,MASONRY RESTORATION/CLEANING,RJ Green Construction Corp.,814 Coney Island Avenue,Brooklyn,NY,11218,718-676-5185,718-675-7012,Munir Butt,Y,N,N,N,03/13/2015
04900,MASONRY RESTORATION/CLEANING,RMA Construction NYC Inc,1301 East 233rd Street,Bronx,NY,10466,646-926-3250,718-325-1367,Aquib Ali,Y,N,Y,N,03/16/2015
04900,MASONRY RESTORATION/CLEANING,"S.M. CONSTRUCTION CO., INC.",32-22 79th Street,Jackson Heights,NY,11370,718-396-2896,718-396-2068,Mushtaq Ahmed,Y,N,N,N,11/01/2013
04900,MASONRY RESTORATION/CLEANING,S.T.S. CONTRACTORS INC.,77-16  164 Street,Fresh Meadows,NY,11366,718-969-2929,718-969-2828,Tahir Mahmood,N,N,N,Y,08/18/2014
04900,MASONRY RESTORATION/CLEANING,SAAD CONSTRUCTION CORP.,4 whispering court,dix hills,NY,11746,516-444-7592,631-254-2090,MOHAMMAD Mansoor,Y,N,Y,N,08/26/2013
04900,MASONRY RESTORATION/CLEANING,SAFECON BUILDERS CORP.,3957 Flatlands Avenue,Brooklyn,NY,11234,718-677-8190,718-677-8191,Naveed A. Malik,Y,N,N,N,08/11/2014
04900,MASONRY RESTORATION/CLEANING,Safer Construction Company,940  Newkirk Ave,Brooklyn,NY,11230,917-501-8402,347-425-9750,AHSAN AFZAL,Y,N,N,N,06/07/2014
04900,MASONRY RESTORATION/CLEANING,Sam Waterpoofing Inc.,168-42  88th Avenue,New York,NY,11432,917-892-4275,718-374-9994,Arshad Mehmood,Y,N,N,N,11/02/2014
04900,MASONRY RESTORATION/CLEANING,Sasco Builders Inc,424  Coney Island Avenue,Brooklyn,NY,11218,917-709-4067,718-435-7298,Tahir M. Bhutta,Y,N,N,N,10/25/2013
04900,MASONRY RESTORATION/CLEANING,SCLAFMORE CONSTRUCTION LLC,97-38  99TH STREET,OZONE PARK,NY,11416,718-845-9200,718-835-5797,"RALPH MOREA, JR.",N,N,Y,N,07/25/2014
04900,MASONRY RESTORATION/CLEANING,Scope Contracting Corp.,"160-20,  85th Ave",Jamaica,NY,11432,917-803-5638,718-262-0394,Mominul Hoque,Y,Y,N,N,09/14/2013
04900,MASONRY RESTORATION/CLEANING,"SDS MASONS, INC.","2795 Shore Parkway,",Brooklyn,NY,11223,718-648-0876,718-648-3247,Sukhdev Singh,Y,N,N,N,09/22/2014
04900,MASONRY RESTORATION/CLEANING,SH5 CONSTRUCTION CORPORATION,8684 25th Avenue,Brooklyn,NY,11214,718-259-2625,718-259-5024,Yasmeen Latif,Y,Y,N,N,06/15/2014
04900,MASONRY RESTORATION/CLEANING,SHELBOURNE CONSTRUCTION CORPORATION,44-02 23rd Street,Long Island City,NY,11101,718-392-6050,718-392-3868,David O'Brien,N,N,N,N,10/17/2015
04900,MASONRY RESTORATION/CLEANING,Shri Construction Corp.,980 Park Lane East,Franklin Square,NY,11010,516-304-5753,516-439-4995,Manoj Kumar,Y,N,N,N,06/20/2015
04900,MASONRY RESTORATION/CLEANING,"SIG CONTRACTING, CORP",1019 38th Street,Brooklyn,NY,11219,718-855-4756,347-823-2249,Izzy Goldberg,N,N,N,N,08/24/2014
04900,MASONRY RESTORATION/CLEANING,Sky Heights Construction Corp,2696  stillwell ave,brooklyn,NY,11224,917-418-1319,718-513-4946,Narasab Ali,Y,N,N,N,08/15/2015
04900,MASONRY RESTORATION/CLEANING,SKY RISE INC.,141-70  85 Rd,Briarwood,NY,11435,718-200-5228,718-766-8842,Tariq Khan,Y,N,N,N,07/26/2013
04900,MASONRY RESTORATION/CLEANING,Skyline Restoration Inc.,11-20  37th Ave.,Long Island City,NY,11101,718-937-5353,718-937-5784,Rygo Foss,N,N,N,Y,05/27/2013
04900,MASONRY RESTORATION/CLEANING,SPARTAN CONSTRUCTION GENL CONTR INC,395 Larkin Place,Oakhurst,NJ,07755,732-489-4534,732-571-9720,Timmy Exarhos,N,N,N,Y,06/18/2013
04900,MASONRY RESTORATION/CLEANING,"STAR GENERAL CONTRACTING NY, LLC",150 MCKINLEY AVENUE,FRANKLIN SQUARE,NY,11010,516-612-4391,516-612-4391,MICHAEL CASTRONOVO,N,N,Y,N,08/22/2014
04900,MASONRY RESTORATION/CLEANING,"STRUCTURAL CONTRACTING SERVICES, IN",100 PEARL STREET,MOUNT VERNON,NY,10550,914-668-5812,914-699-5983,Claudine,N,N,N,Y,11/04/2013
04900,MASONRY RESTORATION/CLEANING,SUKHMANY CONSTRUCTION INC.,95-01 134th Street,Richmond Hill,NY,11419,718-739-9100,718-739-9101,Sunny Singh,Y,Y,Y,N,02/11/2014
04900,MASONRY RESTORATION/CLEANING,"SUPER EAGLE CONTRACTING, INC.",31-32 86th Street,Jackson Heights,NY,11369,718-392-4050,718-392-4051,Balbir Chand,Y,N,N,N,01/31/2014
04900,MASONRY RESTORATION/CLEANING,T.S.C.,"3401 Avenue J,  #8E",Brooklyn,NY,11210,718-677-0249,718-951-3873,Azhar Shabbir,Y,N,N,N,05/26/2013
04900,MASONRY RESTORATION/CLEANING,"TECHNICO CONSTRUCTION SVCS., INC.",41-33 38th STREET,Long Island City,NY,11101,718-937-3800,718-937-3838,Steve Aniftos,N,N,N,Y,06/10/2013
04900,MASONRY RESTORATION/CLEANING,The Orland Company,40 Salem Lane,Little Silver,NJ,07739,908-421-0207,732-747-5880,Craig Orlando,N,N,N,Y,12/29/2013
04900,MASONRY RESTORATION/CLEANING,The wits contracting Inc,735 coney island ave,Brooklyn,NY,11218,646-643-9675,347-295-0360,kamran ahmad,Y,N,N,N,01/16/2016
04900,MASONRY RESTORATION/CLEANING,TIGHTSEAL CONSTRUCTION,557  GRAND CONCOURSE,BRONX,NY,10451,718-503-0775,718-889-2355,MICHAEL DICKERSON,Y,N,N,N,05/29/2015
04900,MASONRY RESTORATION/CLEANING,TOP CITY CONTRACTING CORP.,429 SENATOR STREET,BROOKLYN,NY,11220,718-833-5001,718-833-7854,Mian Muhammad,Y,N,Y,N,08/25/2013
04900,MASONRY RESTORATION/CLEANING,TRI STATE CONSTRUCTION & MASONRY CORP,2922 BRIGHTON 12TH  STREET,Brooklyn,NY,11235,718-434-2001,718-891-2813,Mohammad Shabbir,Y,N,N,N,12/05/2014
04900,MASONRY RESTORATION/CLEANING,"TRIANGLE GENERAL CONTRACTORS, INC.",1020 CORTELYOU ROAD,BROOKLYN,NY,11218,718-462-6262,718-940-7777,Aranit Ahmetaj,N,N,N,Y,01/26/2014
04900,MASONRY RESTORATION/CLEANING,Tribeca Contracting Corp.,272 47th Street,Brooklyn,NY,11220,718-439-6333,718-439-0504,Vlera Sela Thaqi,N,Y,N,N,03/04/2014
04900,MASONRY RESTORATION/CLEANING,"TRIBORO CONTRACTING & REMODELING, INC.",17-33 147th Street,Whitestone,NY,11357,800-357-7054,718-357-7054,Syed R. Ali,N,N,N,N,09/07/2013
04900,MASONRY RESTORATION/CLEANING,"Triton Restoration, Inc.",2521  49th street,Astoria,NY,11103,718-932-7983,718-932-7984,Stavros Feggaros,N,N,N,N,06/09/2014
04900,MASONRY RESTORATION/CLEANING,"UNIVERSAL CONSTRUCTION, INC.",5224 3rd Avenue,Brooklyn,NY,11220,718-439-3170,718-439-3186,ARSHAD ANWAR,Y,N,N,N,11/01/2015
04900,MASONRY RESTORATION/CLEANING,USA ROOFING CO. CORP.,149 34th Street,Brooklyn,NY,11232,718-439-3336,718-439-3337,Burhan Thaqi,N,N,Y,Y,08/18/2013
04900,MASONRY RESTORATION/CLEANING,"VRK CONSTRUCTION SERVICES, INC.",5623  226TH STREET,OAKLAND GARDENS,NY,11364,516-462-6278,718-224-8456,IMTIAZ AHMAD,Y,N,Y,N,12/16/2013
04900,MASONRY RESTORATION/CLEANING,WEBNEST CONSTRUCTION COMPANY,345 Litchfield Ave,Elmont,NY,11003,516-326-4515,516-328-2559,Shazia Anjum,Y,N,N,N,03/30/2015
04900,MASONRY RESTORATION/CLEANING,WHITE HILL RESTORATION INC.,580 Broadway,New York,NY,10012,212-680-0550,212-680-0551,Mustafa T. AK,N,N,N,N,03/01/2014
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
05060,METAL MATERIALS,"FMB, INC.",70 SUPOR BOULEVARD,HARRISON,NJ,07029,973-485-5544,973-485-3005,"GARY PAOLELLA, VP",N,N,N,Y,05/06/2013
05060,METAL MATERIALS,MOOR METALS INC.,2 kuniholm dr,holliston,MA,01746,508-429-9446,508-429-9452,Paul J. Maloney,Y,N,N,Y,11/02/2014
,,,,,,,,,,,,,,
05080,METAL FINISHES,UTOPIA CONSTRUCTION CORP. OF NY,227 WILLARD AVENUE,FARMINGDALE,NY,11735,516-647-4441,516-501-0051,MICHAEL SCLAFANI,N,Y,N,Y,05/03/2013
,,,,,,,,,,,,,,
05090,METAL FASTENING,"Phoenix Stud Welding Service, Inc.",37 Boonton Avenue,Boonton,NJ,07005,973-402-8026,973-402-8027,Eric C. Cerbo,N,N,N,N,09/16/2013
,,,,,,,,,,,,,,
05100,STRUCTURAL METAL FRAME,"AD-TECH ENTERPRISES, LTD",21 Warren Place,Mount Vernon,NY,10550,914-665-0083,914-699-5434,Marcus Jarl,N,N,N,Y,03/20/2015
05100,STRUCTURAL METAL FRAME,J.C. STEEL CORPORATION,1229 LAKELAND AVENUE,BOHEMIA,NY,11716,631-563-3545,631-563-9162,James Adams,N,Y,N,Y,08/17/2013
05100,STRUCTURAL METAL FRAME,"KOENIG IRON WORKS, INC.",8-14 37th Avenue,Long Island City,NY,11101,718-433-0900,718-433-1090,Alan Guthertz,N,N,N,Y,08/20/2013
05100,STRUCTURAL METAL FRAME,KRYTEN IRON WORKS INC.,3 BROWNS LANE,HAWTHORNE,NY,10532,914-345-0990,914-345-6732,PETER LAVELLI,N,N,N,Y,07/01/2013
05100,STRUCTURAL METAL FRAME,"UNITED IRON, INC.",6 ROSLYN PLACE,MT. VERNON,NY,10550,914-667-5700,914-667-5925,RANDY RIFELLI,N,N,N,Y,08/09/2013
05100,STRUCTURAL METAL FRAME,"Verrazano Steel, Inc.",1154 Bay Ridge Parkway,Brooklyn,NY,11228,718-232-4222,718-232-4262,James Foley,N,N,N,N,08/29/2015
,,,,,,,,,,,,,,
05120,STRUCTURAL STEEL,"A & V Steel, LLC",144-21  106 Avenue,Jamaica,NY,11435,917-747-8311,718-739-3989,Vishal Jamnaprasad,Y,N,N,N,03/21/2015
05120,STRUCTURAL STEEL,"ACHILLES CONSTRUCTION CO., INC.",262 GREEN STREET,BROOKLYN,NY,11222,718-389-4717,718-389-4719,Maureen Bonal,N,N,N,N,05/11/2013
05120,STRUCTURAL STEEL,"AD-TECH ENTERPRISES, LTD",21 Warren Place,Mount Vernon,NY,10550,914-665-0083,914-699-5434,Marcus Jarl,N,N,N,Y,03/20/2015
