BORO,BLOCK,LOT,PARCEL_NAME,PARCEL_ADDRESS,JURIS,Jurisdiction Description,RPAD,RPAD_DESCRIPTION,PROP_FRONT,PROP_DEPTH,PROP_SQFT,IRREG,BLD_FRONT,BLD_DEPTH,BLD_SQFT,NUM_BLD,FLOORS,CD,COUNCIL_DISTRICT,COUNCILMEMBER_NAME,PR_ZONE,OV_ZONE,SD_ZONE,BBL,WATERFRONT,URBAN RENEWAL SITE,Agency,Owned/Leased,Primary Use Text,Final Commitment Text,Agreement (Lease-Out)
1,387,46,LONG TERM TENANT: NYCHA,281 EAST 4 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,V9,VACANT LAND/MISC,24,96,2388,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003870046,,,DCAS,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
1,387,49,GEORGE DALY HOUSING DEVLPMNT C,267-71 EAST 4 STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,N2,"HOME/INDIGENT KIDS,AGED,HOMELESS",123,96,11900,,98,65,50478,1,4,3,2,ROSIE MENDEZ,R8B,,,1003870049,,,DCAS,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
1,387,121,6BC BOTANICAL GARDEN,624 EAST 6 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,35,97,3445,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003870121,,,PARKS,O,COMMUNITY GARDEN,,
1,387,122,6BC BOTANICAL GARDEN,626-28 EAST 6 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,42,97,4074,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003870122,,,PARKS,O,COMMUNITY GARDEN,,
1,387,155,5TH STREET SLOPE GARDEN CL,625-27 EAST 5 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,42,97,4161,I,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003870155,,,PARKS,O,COMMUNITY GARDEN,,
1,390,46,LOWER EAST SIDE ECOLOGY CENTER,215 EAST 7 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,66,97,6500,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003900046,,,PARKS,O,COMMUNITY GARDEN,,
1,391,23,LA PLAZA CULTURAL GARDEN,632 EAST 9 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,27,93,2583,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003910023,,,PARKS,O,COMMUNITY GARDEN,,
1,391,24,LA PLAZA CULTURAL GARDEN,636 EAST 9 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,93,2348,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003910024,,,PARKS,O,COMMUNITY GARDEN,,
1,391,30,LA PLAZA CULTURAL GARDEN,143 AVENUE C,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,208,67,22862,I,,,,,,3,2,ROSIE MENDEZ,R8B,C1-5,,1003910030,,,PARKS,O,COMMUNITY GARDEN,,
1,391,42,EARTH PEOPLE GARDEN,335 EAST 8 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,24,93,2325,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003910042,,,PARKS,O,COMMUNITY GARDEN,,
1,391,43,EARTH PEOPLE GARDEN,333 EAST 8 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,24,93,2325,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003910043,,,PARKS,O,COMMUNITY GARDEN,,
1,391,53,DE COLORES CMTY YARD & CTR GAR,313 EAST 8 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,19,69,1368,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003910053,,,PARKS,O,COMMUNITY GARDEN,,
1,391,54,DE COLORES CMTY YARD & CTR GAR,311 EAST 8 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,21,69,1519,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003910054,,,PARKS,O,COMMUNITY GARDEN,,
1,393,20,,626 EAST 11 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,94,2370,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003930020,,,PARKS,O,COMMUNITY GARDEN,,
1,394,12,PS 61,610 EAST   12 STREET,EDUC,DEPT OF EDUCATION,W0,EDUCATION STRUCTURES,339,103,35035,,202,84,72200,1,5,3,2,ROSIE MENDEZ,R8B,C1-5,,1003940012,,,EDUC,O,ELEMENTARY SCHOOL,,
1,394,29,CAMPOS GARDEN,640-44 EAST 12 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,50,103,5163,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003940029,,,PARKS,O,COMMUNITY GARDEN,,
1,394,37,,00195 AVENUE C,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,C4,WALK UP APTS/OLD LAW TENEMENTS,19,67,1273,,19,66,6365,1,5,3,2,ROSIE MENDEZ,R7A,C2-5,,1003940037,,,HPD,O,NO USE-RES STRUCTURE,FINAL COMMITMNT-DISP,
1,395,8,YU SUEN GARDEN,209 AVENUE B,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,29,93,2744,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1003950008,,,PARKS,O,COMMUNITY GARDEN,,
1,397,28,,193 EAST 2 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,19,105,2048,,,,,,,3,2,ROSIE MENDEZ,R8B,C2-5,,1003970028,,,PARKS,O,COMMUNITY GARDEN,,
1,398,27,MIRACLE GARDEN,194 EAST 3 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,24,105,2569,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1003980027,,,PARKS,O,COMMUNITY GARDEN,,
1,398,28,MIRACLE GARDEN,196 EAST 3 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,24,105,2568,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1003980028,,,PARKS,O,COMMUNITY GARDEN,,
1,401,25,THE CREATIVE LITTLE GARDEN,530 EAST 6 STREET,PARKS,DEPT OF PARKS & RECREATION,V0,VACANT LAND,25,97,2430,,,,,,,3,2,ROSIE MENDEZ,R7B,,,1004010025,,,PARKS,O,COMMUNITY GARDEN,,
1,401,31,6TH ST & AVE B COMM GARDEN,542 EAST 6 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,10,97,1802,I,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004010031,,,PARKS,O,COMMUNITY GARDEN,,
1,401,33,6TH ST & AVE B COMM GARDEN,90-92 AVENUE B,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,40,89,3300,I,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004010033,,,PARKS,O,COMMUNITY GARDEN,,
1,401,35,6TH ST & AVE B COMM GARDEN,86-88 AVENUE B,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,28,76,2161,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004010035,,,PARKS,O,COMMUNITY GARDEN,,
1,401,37,6TH ST & AVE B COMM GARDEN,84 AVENUE B,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,28,75,2131,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004010037,,,PARKS,O,COMMUNITY GARDEN,,
1,401,38,6TH ST & AVE B COMM GARDEN,82 AVENUE B,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,24,100,2426,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004010038,,,PARKS,O,COMMUNITY GARDEN,,
1,401,39,6TH ST & AVE B COMM GARDEN,78-80 AVENUE B,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,48,100,4850,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004010039,,,PARKS,O,COMMUNITY GARDEN,,
1,403,1,TOMPKINS SQUARE PARK,500 EAST 9 STREET,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,687,666,457788,,,10,1000,1,1,3,2,ROSIE MENDEZ,PARK,,,1004030001,,,PARKS,O,PARK,,
1,404,39,TOMPKINS SQ REGIONAL LIBRARY,331 EAST   10 STREET,NYPL,NEW YORK PUBLIC LIBRARY,P8,LIBRARY,50,94,4796,,51,85,9042,1,3,3,2,ROSIE MENDEZ,R8B,,,1004040039,,,NYPL,O,BRANCH LIBRARY,,
1,405,24,JOSEPH C SAUER PLGD,532-42 EAST   12 STREET,PARKS,DEPT OF PARKS & RECREATION,Q1,PARKS,155,103,16004,I,32,32,1024,1,1,3,2,ROSIE MENDEZ,PARK,,,1004050024,,,PARKS,O,PARK,,
1,405,29,JOSEPH C SAUER PLGD,544 EAST   12 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,63,1581,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004050029,,,PARKS,O,PARK,,
1,405,30,JOSEPH C SAUER PLGD,194 AVENUE B,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,19,65,1261,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004050030,,,PARKS,O,PARK,,
1,405,44,,537  E 11 ST,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,103,2581,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004050044,,,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
1,405,45,,535 EAST 11 STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V9,VACANT LAND/MISC,25,103,2581,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004050045,,,HPD,O,NO USE-VACANT LAND,FINAL COMMITMNT-DISP,
1,405,46,,533 EAST 11 STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,C4,WALK UP APTS/OLD LAW TENEMENTS,25,103,2581,,25,88,11448,1,6,3,2,ROSIE MENDEZ,R8B,,,1004050046,,,HPD,O,NO USE-RES STRUCTURE,FINAL COMMITMNT-DISP,
1,405,57,,509 EAST 11 STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,C4,WALK UP APTS/OLD LAW TENEMENTS,25,103,2581,,25,57,7375,1,5,3,2,ROSIE MENDEZ,R8B,,,1004050057,,,HPD,O,NO USE-RES STRUCTURE,FINAL COMMITMNT-DISP,
1,405,58,TOMPKIM PARK OUTREACH CENTER,507  E 11 ST,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,C4,WALK UP APTS/OLD LAW TENEMENTS,25,103,2581,,25,92,10805,1,5,3,2,ROSIE MENDEZ,R8B,C2-5,,1004050058,,,HPD,O,IN USE-RES STRUCTURE,FINAL COMMITMNT-DISP,SHORT-TERM AGREEMENT
1,406,6,,204 AVENUE A,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,C9,WALK UP APT/MISCELLANEOUS,25,96,2472,,50,26,5048,1,4,3,2,ROSIE MENDEZ,R7A,C2-5,,1004060006,,,HPD,O,NO USE-RES STRUCTURE,FINAL COMMITMNT-DISP,
1,406,16,DIAS Y FLORES GARDEN,520 EAST 13 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,103,2581,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004060016,,,PARKS,O,COMMUNITY GARDEN,,
1,406,17,DIAS Y FLORES GARDEN,522 EAST 13 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,25,103,2581,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004060017,,,PARKS,O,COMMUNITY GARDEN,,
1,406,37,COMMUNITY GARDEN ASSOCOCIATION,200 AVENUE B,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,18,60,1100,,18,20,200,1,1,3,2,ROSIE MENDEZ,R7A,C1-5,,1004060037,,,PARKS,O,COMMUNITY GARDEN,,
1,406,38,VAMOS SEMBRAR GARDEN,198 AVENUE B,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,18,60,1100,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004060038,,,PARKS,O,COMMUNITY GARDEN,,
1,406,46,EL SOL BRILLIANTE JR.GARDEN,537 EAST 12 STREET,PARKS,DEPT OF PARKS & RECREATION,V5,VACANT LAND/SCHOOL SITE OR YARD,25,103,2581,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004060046,,,PARKS,O,COMMUNITY GARDEN,,
1,406,47,,535 E 12TH ST,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,C4,WALK UP APTS/OLD LAW TENEMENTS,25,103,2581,,25,92,5688,1,5,3,2,ROSIE MENDEZ,R8B,,,1004060047,,,HPD,O,NO USE-RES STRUCTURE,FINAL COMMITMNT-DISP,
1,406,58,,513 E 12TH ST,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,C4,WALK UP APTS/OLD LAW TENEMENTS,25,103,2581,,25,45,8450,2,5,3,2,ROSIE MENDEZ,R8B,,,1004060058,,,HPD,O,NO USE-RES STRUCTURE,FINAL COMMITMNT-DISP,
1,408,30,SEWARD PARK HS,350 GRAND STREET,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,300,175,52631,,300,175,315000,1,6,3,1,MARGARET CHIN,C6-1,,,1004080030,,,EDUC,O,ACADEMIC HIGH SCHOOL,,
1,409,56,BROOME LUDLOW PARKING FIELD,236-42 BROOME STREET,DOT,DEPT OF TRANSPORTATION,Z2,PUBLIC PARKING AREAS,151,175,21784,I,,,,,,3,1,MARGARET CHIN,C6-1,,,1004090056,,,DOT,O,MUNICPL PKNG-OUTDOOR,,
1,410,38,DELANCY-ESSEX GARAGE,107 ESSEX STREET,DOT,DEPT OF TRANSPORTATION,Z2,PUBLIC PARKING AREAS,126,177,22402,,126,177,132750,1,5,3,1,MARGARET CHIN,C4-4A,,,1004100038,,,NYPD,O,OTHER PUB SAFETY FAC,,
1,410,38,DELANCY-ESSEX GARAGE,107 ESSEX STREET,DOT,DEPT OF TRANSPORTATION,Z2,PUBLIC PARKING AREAS,126,177,22402,,126,177,132750,1,5,3,1,MARGARET CHIN,C4-4A,,,1004100038,,,DOT,O,MUNICIPL PKNG-INDOOR,,
1,415,1,SHAFT #20-CITY TUNNEL #1,154 ELDRIDGE STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,V9,VACANT LAND/MISC,47,68,3201,,,,,,,3,1,MARGARET CHIN,C6-2A,,,1004150001,,,DEP,O,OTH WATER SUPPLY FAC,,
1,418,1,FORSYTH GARDEN CONSERVANCY,106 CHRYSTIE STREET,PARKS,DEPT OF PARKS & RECREATION,Q2,PLAYGROUNDS,125,603,75584,,70,41,2870,1,1,3,1,MARGARET CHIN,PARK,,,1004180001,,,PARKS,O,PARK,,
1,420,1,SARA D ROOSEVELT PARK,30 DELANCEY STREET,PARKS,DEPT OF PARKS & RECREATION,Q2,PLAYGROUNDS,125,1300,163046,,99,95,3080,2,1,3,1,MARGARET CHIN,PARK,,,1004200001,,,AGING,O,SENIOR CENTER,,
1,420,1,SARA D ROOSEVELT PARK,30 DELANCEY STREET,PARKS,DEPT OF PARKS & RECREATION,Q2,PLAYGROUNDS,125,1300,163046,,99,95,3080,2,1,3,1,MARGARET CHIN,PARK,,,1004200001,,,PARKS,O,PARK,,
1,422,65,FORSYTH ALT HS-OUTDOOR SPACE,229 ELDRIDGE STREET,EDUC,DEPT OF EDUCATION,V9,VACANT LAND/MISC,18,53,980,,,,,,,3,1,MARGARET CHIN,C4-4A,,,1004220065,,,EDUC,O,ALTERNTV HIGH SCHOOL,,
1,422,67,FORSYTH ALT HS-OUTDOOR,225-27 ELDRIDGE STREET,EDUC,DEPT OF EDUCATION,V5,VACANT LAND/SCHOOL SITE OR YARD,100,100,9093,I,,,,,,3,1,MARGARET CHIN,C4-4A,,,1004220067,,,EDUC,O,PLAYGROUND,,
1,422,72,FORSYTH ALT HS,198 FORSYTH STREET,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,100,199,19933,I,96,197,77580,1,5,3,1,MARGARET CHIN,C4-4A,,,1004220072,,,EDUC,O,ALTERNTV HIGH SCHOOL,,
1,423,22,CHINATOWN PC DCC& OPEN DOOR SR,115 CHRYSTIE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,75,100,7512,,75,100,42960,1,5,3,1,MARGARET CHIN,C6-3A,,,1004230022,,,AGING,O,SENIOR CENTER,,
1,423,22,CHINATOWN PC DCC& OPEN DOOR SR,115 CHRYSTIE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,75,100,7512,,75,100,42960,1,5,3,1,MARGARET CHIN,C6-3A,,,1004230022,,,ACS,O,DAY CARE CENTER,,
1,423,22,CHINATOWN PC DCC& OPEN DOOR SR,115 CHRYSTIE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,75,100,7512,,75,100,42960,1,5,3,1,MARGARET CHIN,C6-3A,,,1004230022,,,PRIV,O,EDUCATIONAL FACILITY,,
1,423,22,CHINATOWN PC DCC& OPEN DOOR SR,115 CHRYSTIE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,75,100,7512,,75,100,42960,1,5,3,1,MARGARET CHIN,C6-3A,,,1004230022,,,DCAS,O,CUSTODIAL,,
1,423,22,CHINATOWN PC DCC& OPEN DOOR SR,115 CHRYSTIE STREET,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,O9,OFFICE BLDGS/MISC,75,100,7512,,75,100,42960,1,5,3,1,MARGARET CHIN,C6-3A,,,1004230022,,,HRA,O,FIELD OFFICE-STAFF,,
1,427,14,,271 BOWERY,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,V1,VACANT LAND,22,78,1730,I,,,,,,3,1,MARGARET CHIN,C6-1,C2-5,,1004270014,,Y,HPD,O,NO USE,FINAL COMMITMNT-DISP,
1,428,1,I.L. PERETZ SQUARE PARK,93 1 AVENUE,PARKS,DEPT OF PARKS & RECREATION,Q2,PLAYGROUNDS,37,294,11800,I,,,,,,3,2,ROSIE MENDEZ,PARK,,,1004280001,,,PARKS,O,PARK,,
1,431,14,PS 63,121 EAST    3 STREET,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,150,192,28865,,144,184,79726,1,4,3,2,ROSIE MENDEZ,R8B,,,1004310014,,,EDUC,O,ELEMENTARY SCHOOL,,
1,431,20,PS 63 PLAYGROUND/MCKINLEY,170 EAST 4 STREET,PARKS,DEPT OF PARKS & RECREATION,Q2,PLAYGROUNDS,124,96,11941,,21,20,420,1,1,3,2,ROSIE MENDEZ,R8B,,,1004310020,,,PARKS,O,PLAYGROUND,,
1,431,20,PS 63 PLAYGROUND/MCKINLEY,170 EAST 4 STREET,PARKS,DEPT OF PARKS & RECREATION,Q2,PLAYGROUNDS,124,96,11941,,21,20,420,1,1,3,2,ROSIE MENDEZ,R8B,,,1004310020,,,EDUC,O,PLAYGROUND,,
1,431,40,PS 63 PLAYGROUND (JOP),127 EAST    3 STREET,JOP,JOINTLY OWNED PLAYGROUND,Q2,PLAYGROUNDS,125,96,12021,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004310040,,,PARKS,O,PLAYGROUND,,
1,431,40,PS 63 PLAYGROUND (JOP),127 EAST    3 STREET,JOP,JOINTLY OWNED PLAYGROUND,Q2,PLAYGROUNDS,125,96,12021,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004310040,,,EDUC,O,PLAYGROUND,,
1,437,1,122 COMMUNITY CENTER,150 1 AVENUE,CULT,DEPT OF CULTURAL AFFAIRS,P5,COMMUNITY CENTER,69,150,11530,I,64,147,34463,1,5,3,2,ROSIE MENDEZ,R7A,C1-5,,1004370001,,,CULT,O,OTHER CULTURAL FAC,,
1,437,4,122 COMMUNITY CENTER,154 1 AVE,CULT,DEPT OF CULTURAL AFFAIRS,V9,VACANT LAND/MISC,23,100,2308,,,,,,,3,2,ROSIE MENDEZ,R7A,C1-5,,1004370004,,,CULT,O,OTHER CULTURAL FAC,,
1,439,10,JHS 60 PLAYGROUND,404-16 EAST   12 STREET,EDUC,DEPT OF EDUCATION,V9,VACANT LAND/MISC,175,206,36137,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004390010,,,PARKS,O,PLAYGROUND,,
1,439,10,JHS 60 PLAYGROUND,404-16 EAST   12 STREET,EDUC,DEPT OF EDUCATION,V9,VACANT LAND/MISC,175,206,36137,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004390010,,,EDUC,O,PLAYGROUND,,
1,439,17,JHS 60,420 EAST   12 STREET,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,175,206,36137,,170,210,180688,1,5,3,2,ROSIE MENDEZ,R8B,,,1004390017,,,EDUC,O,INTERMEDIATE SCHOOL,,
1,442,1,FIRST PARK,12 2 AVENUE,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,66,616,38797,I,,,216,,,3,1,MARGARET CHIN,PARK,,,1004420001,,,PARKS,O,PARK,,
1,443,53,FIRST STREET GARDEN,48 EAST 1 STREET,PARKS,DEPT OF PARKS & RECREATION,V9,VACANT LAND/MISC,24,100,2402,,,,,,,3,2,ROSIE MENDEZ,R8B,,,1004430053,,,PARKS,O,OPEN SPACE,,
1,444,22,,68-66 E 3RD ST,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,C7,WALK UP OVER SIX FAM W/STORES,37,101,3794,,38,86,14715,1,6,3,2,ROSIE MENDEZ,R8B,,,1004440022,,,HPD,O,NO USE-RES STRUCTURE,FINAL COMMITMNT-DISP,
1,446,13,PS 751 PLAYGROUND,113 EAST    4 STREET,EDUC,DEPT OF EDUCATION,Q2,PLAYGROUNDS,144,192,21100,I,,,64536,,,3,2,ROSIE MENDEZ,R8B,,,1004460013,,Y,EDUC,O,PLAYGROUND,,
1,446,20,PS 751 (OLD PS 25),113 EAST    4 STREET,JOINT,JOINT JURIS AMONG CITY AGENCIES,W1,PUBLIC ELEMENTARY JR & SR HS,125,192,23626,I,120,65,40000,1,5,3,2,ROSIE MENDEZ,R8B,,,1004460020,,,EDUC,O,SPECIAL EDUC SCHOOL,,
1,446,20,PS 751 (OLD PS 25),113 EAST    4 STREET,JOINT,JOINT JURIS AMONG CITY AGENCIES,W1,PUBLIC ELEMENTARY JR & SR HS,125,192,23626,I,120,65,40000,1,5,3,2,ROSIE MENDEZ,R8B,,,1004460020,,,NYPD,O,OUTDOOR PKNG-AGENCY,,
1,447,47,N.Y.C.P.D. 9TH PRECINCT,321 EAST    5 STREET,NYPD,POLICE DEPARTMENT,Y2,GOV'T INSTALLATIONS/POLICE DEPT,50,97,4850,,50,96,42235,1,6,3,2,ROSIE MENDEZ,R8B,,,1004470047,,,NYPD,O,POLICE STATION,,
1,453,34,PS 19,185    1 AVENUE,EDUC,DEPT OF EDUCATION,W1,PUBLIC ELEMENTARY JR & SR HS,206,358,70764,I,195,165,101100,1,2,3,2,ROSIE MENDEZ,R8B,C1-5,,1004530034,,,EDUC,O,ELEMENTARY SCHOOL,,
1,454,52,DHS SRO/AGING-SIROVICH CTR,331 EAST 12 STREET,DHS,DEPT OF HOMELESS SERVICES,N,ASYLUMS AND HOMES,80,103,8260,,78,94,63335,1,8,3,2,ROSIE MENDEZ,R8B,,,1004540052,,,AGING,O,SENIOR CENTER,,
1,454,52,DHS SRO/AGING-SIROVICH CTR,331 EAST 12 STREET,DHS,DEPT OF HOMELESS SERVICES,N,ASYLUMS AND HOMES,80,103,8260,,78,94,63335,1,8,3,2,ROSIE MENDEZ,R8B,,,1004540052,,,DHS,O,TRANSL HSG - ADULT,,
1,455,28,ENG 5,340 EAST   14 STREET,FIRE,FIRE DEPARTMENT,Y1,GOV'T INSTALLATIONS/FIRE DEPT,25,103,2323,,25,94,6768,1,3,3,2,ROSIE MENDEZ,C1-6A,,,1004550028,,,FIRE,O,FIREHOUSE,,
1,456,1,COOPER SQUARE URA,303 BOWERY,PARKS,DEPT OF PARKS & RECREATION,Q9,RECREATION FACILITIES/MISC,49,313,11285,I,,,,,,3,1,MARGARET CHIN,R8X,C2-5,TA,1004560001,,Y,PARKS,O,COMMUNITY GARDEN,,
1,458,4,KENTON HOTEL SHELTER,333 BOWERY,DHS,DEPT OF HOMELESS SERVICES,H9,HOTELS/MISCELLANEOUS,47,99,5593,I,50,112,23492,1,5,3,2,ROSIE MENDEZ,C6-1,,,1004580004,,,DHS,O,TRANSL HSG - ADULT,,
1,458,11,BOWERY MISSION SHELTER,45-51 AVENUE D,DHS,DEPT OF HOMELESS SERVICES,N9,ASYLUMS AND HOMES/MISC,235,66,15705,I,134,59,55000,2,7,3,2,ROSIE MENDEZ,R8B,,,1004580011,,,DHS,O,TRANSL HSG - ADULT,,
1,462,1,COOPER UNION,41-55 COOPER SQUARE,DCAS,DEPT OF CITYWIDE ADMINISTRATIVE SERVICES,W6,OTHER COLLEGES AND UNIVERSITIES,181,100,18175,,,100,180000,1,2,3,2,ROSIE MENDEZ,C6-1,,,1004620001,,,DCAS,O,IN USE-TENANTED,,LONG-TERM AGREEMENT
1,468,20,,222 EAST 13 STREET,HPD,DEPT OF HOUSING PRESERVATION & DEVELOPMENT,C5,CONVERTED DWELLING/ROOMING HOUSE,21,103,2212,,21,58,3726,1,3,3,2,ROSIE MENDEZ,R8B,,,1004680020,,,HPD,O,NO USE-RES STRUCTURE,FINAL COMMITMNT-DISP,
1,470,12,ENG 55,363 BROOME STREET,FIRE,FIRE DEPARTMENT,Y1,GOV'T INSTALLATIONS/FIRE DEPT,23,103,2432,,24,103,6540,2,4,2,1,MARGARET CHIN,C6-2G,,LI,1004700012,,,FIRE,O,FIREHOUSE,,
1,472,1001,SENIOR CITIZEN CENTER,168 GRAND STREET,AGING,DEPARTMENT FOR THE AGING,R5,CONDOS/COMMERCIAL BLDGS,396,101,,I,,,,1,,2,1,MARGARET CHIN,,,,1004721001,,,AGING,O,SENIOR CENTER,,
1,473,47,"THIRD WATER TUNNEL,SHAFT 30B",142-46 GRAND STREET,DEP,DEPT OF ENVIRONMENTAL PROTECTION,G6,LICENSED PARKING LOT,100,125,12560,,,6,,1,1,2,1,MARGARET CHIN,M1-5B,,,1004730047,,,DEP,O,WATER SUPPLY FACIL,,
1,479,1,MOTT SR CTR,180-82 MOTT STREET,ACS,ADMIN FOR CHILDREN'S SERVICES,P0,PUBLIC ASSEMBLY(INDOOR),41,93,3857,I,42,83,22302,1,6,2,1,MARGARET CHIN,C6-1,,LI,1004790001,,,ACS,O,EARLY CHILDHD CENTER,,
1,479,1,MOTT SR CTR,180-82 MOTT STREET,ACS,ADMIN FOR CHILDREN'S SERVICES,P0,PUBLIC ASSEMBLY(INDOOR),41,93,3857,I,42,83,22302,1,6,2,1,MARGARET CHIN,C6-1,,LI,1004790001,,,AGING,O,SENIOR CENTER,,
