TYPE,BUS NAME,MAILING OFFICE,MAIL CITY,MSTAT,COMP PHONE,Location 1
CL.2-EXEMPT,DNA CARTING CORP,38-32 54TH STREET,WOODSIDE,NY,(718) 545-5564,"38 32 54TH STREET
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
CL.2-EXEMPT,"DOUBLE J CONSTRUCTION SERVICES, LLC",5 SHADY RIDGE CT,COLUMBUS,NJ,(609) 424-0287,"5 SHADY RIDGE CT
COLUMBUS, NJ 08022
(40.06227184145206, -74.74327185628385)"
CL.2-EXEMPT,DOUBLE NICKEL CONTRACTING INC.,3 TERRELL LANE,HICKSVILLE,NY,(516) 233-7973,"3 TERRELL LANE
HICKSVILLE, NY 11801
(40.75031614640858, -73.53072495739895)"
CL.2-EXEMPT,DUKES READY MIX CORP.,2585 S. SEAMANS NECK RD.,SEAFORD,NY,(516) 697-7086,"2585 SEAMANS NECK RD
SEAFORD, NY 11783
(40.657254302816625, -73.48986875760784)"
CL.2-EXEMPT,DUMPIN LOADZ INC.,8 INLET DRIVE,LINDENHURST,NY,(646) 535-6239,"8 INLET DRIVE
LINDENHURST, NY 11757
(40.667425634968026, -73.37610452090138)"
CL.2-EXEMPT,DZEVAT ABDULOVSKI,795 KLONDIKE AVENUE,STATEN ISLAND,NY,(718) 761-3736,"795 KLONDIKE AVENUE
STATEN ISLAND, NY 10314
(40.59095326543252, -74.16049976412741)"
CL.2-EXEMPT,E & S TRUCKING INC.,145-33 231ST STREET,ROSEDALE,NY,(917) 650-8145,"145 33 231ST STREET
ROSEDALE, NY 11413
(40.66971118122609, -73.75087393328533)"
CL.2-EXEMPT,EL GATO TRUCKING CORP,1994 CLINTON AVE #B,BRONX,NY,(718) 301-0108,"1994 CLINTON AVE
BRONX, NY 10457
(40.84613471577356, -73.889008357698)"
CL.2-EXEMPT,EMERGENCY RESTORATION SPECIALIST CORP.,11-37 30TH DRIVE,ASTORIA,NY,(347) 626-1132,"11 37 30TH DRIVE
ASTORIA, NY 11102
(40.77152402451418, -73.92643545073543)"
CL.2-EXEMPT,EMPAC CONTRACTING CORP.,2318 WEST 11TH STREET,BROOKLYN,NY,(718) 853-7800,"2318 11TH STREET
BROOKLYN, NY 11223
(40.59123799952382, -73.98131132203694)"
CL.2-EXEMPT,EMPIRE RESTORATION USA CORP.,95-35 LEFFERTS BLVD,RICHMOND HILL,NY,(718) 450-7613,"95 35 LEFFERTS BLVD
RICHMOND HILL, NY 11419
(40.68871379040917, -73.82288833053201)"
CL.2-EXEMPT,ENERIO MORONTA d/b/a MORONTA DEBRIS REMOVAL,2058 WASHINGTON AV. APT.#1,BRONX,NY,(347) 284-3931,"2058 WASHINGTON AV
BRONX, NY 10457
(40.850524265122296, -73.89606451446838)"
CL.2-EXEMPT,EPSJ CONSTRUCTION CORP,97-44 99TH STREET,OZONE PARK,NY,(718) 322-0780,"97 44 99TH STREET
OZONE PARK, NY 11416
(40.68457809700163, -73.8496016684822)"
CL.2-EXEMPT,EVERLAST CUSTOM CONSTRUCTION CORP,405 VAN BRUNT STREET,BROOKLYN,NY,(718) 788-2625,"405 VAN BRUNT STREET
BROOKLYN, NY 11231
(40.67570976566445, -74.01476810581767)"
CL.2-EXEMPT,EVERYTHING MASONRY CORP.,903 HYLAN BLVD.,STATEN ISLAND,NY,(718) 420-1970,"903 HYLAN BLVD
STATEN ISLAND, NY 10305
(40.59791141361449, -74.07338363172866)"
CL.2-EXEMPT,"EXPRESS WASTE SERVICES, LLC",614 FRELINGHUYSEN AVENUE,NEWARK,NJ,(973) 242-4465,"614 FRELINGHUYSEN AVENUE
NEWARK, NJ 07114
(40.70040134961021, -74.1966179008063)"
CL.2-EXEMPT,FEI CHONG BONG,129 ILYSSA WAY APT 1,STATEN ISLAND,NY,(718) 492-4839,"129 ILYSSA WAY
STATEN ISLAND, NY 10312
(40.560561532496905, -74.1826331154226)"
CL.2-EXEMPT,FRAN-O-CLEANOUT INC.,8845 78TH ST.,WOODHAVEN,NY,(718) 688-4713,"8845 78TH ST
WOODHAVEN, NY 11421
(40.68898401570138, -73.86313810171063)"
CL.2-EXEMPT,FULL SERVICE CONTRACTING CORP.,510 EAGLE AVE.,WEST HEMPSTEAD,NY,(516) 485-9005,"510 EAGLE AVE
WEST HEMPSTEAD, NY 11552
(40.68623945182094, -73.65168377033979)"
CL.2-EXEMPT,"G. FAZIO CONSTRUCTION CO. , INC",58-41 63RD STREET,MASPETH,NY,(718) 326-2266,"58 41 63RD STREET
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
CL.2-EXEMPT,G. S. AND SONS TRUCKING INC,91 - 28 220TH STREET,QUEENSVILLAGE,NY,(407) 287-2763,"91 28 220TH STREET
QUEENSVILLAGE, NY 11428
(40.721396964798146, -73.74193729726841)"
CL.2-EXEMPT,"GA INDUSTRIES, INC.",214-41 42ND AVENUE,BAYSIDE,NY,(718) 352-0100,"214 41 42ND AVENUE
BAYSIDE, NY 11361
(40.76418884813688, -73.77232552860022)"
CL.2-EXEMPT,GAGAN CONSTRUCTION CORP,107-11 132 STREET,RICHMOND HILL,NY,(917) 741-2839,"107 11 132 STREET
RICHMOND HILL, NY 11419
(40.68871379040917, -73.82288833053201)"
CL.2-EXEMPT,GAGAN G.C. INC.,119-16 101ST AVENUE 2ND FLOOR,S. RICHMOND,NY,(718) 785-9270,"119 16 101ST AVENUE
S RICHMOND, NY 11419
(40.68871379040917, -73.82288833053201)"
CL.2-EXEMPT,GDC CONTRACTING LLC,42-14 3RD AVENUE,BROOKLYN,NY,(718) 832-9400,"42 14 3RD AVENUE
BROOKLYN, NY 11232
(40.65451161701759, -74.00003392912248)"
CL.2-EXEMPT,GIUSEPPE & SON CONTRACTING CORP,25-21 45TH STREET,ASTORIA,NY,(718) 726-5742,"25 21 45TH STREET
ASTORIA, NY 11103
(40.76286893025696, -73.91327185810974)"
CL.2-EXEMPT,GIUSEPPE SCHIRRIPA,4328 VICTORY BLVD,STATEN ISLAND,NY,(718) 370-8444,"4328 VICTORY BLVD
STATEN ISLAND, NY 10314
(40.58833982952728, -74.19626112722622)"
CL.2-EXEMPT,GLOBAL EQUIPMENT LEASING LTD.,659 GRAND BLVD,DEER PARK,NY,(631) 392-0675,"659 GRAND BLVD
DEER PARK, NY 11701
(40.68539724448732, -73.41325375395752)"
CL.2-EXEMPT,GNO CONTRACTING INC,33-49 169TH ST,FLUSHING,NY,(718) 353-2775,"33 49 169TH ST
FLUSHING, NY 11358
(40.760350968822195, -73.79632645819947)"
CL.2-EXEMPT,GONDUL TRUCKING INC,3001 RT 130 SOUTH APT 39G,DELRON,NJ,(856) 461-4466,"3001 RT
DELRON, NJ 08075
(40.028854032187894, -74.95055661679442)"
CL.2-EXEMPT,GRAND CONTRACTING CO. INC.,316 41ST STREET,BROOKLYN,NY,(718) 768-6660,"316 41ST STREET
BROOKLYN, NY 11232
(40.65239916901071, -74.00887049520227)"
CL.2-EXEMPT,GREAT BAY CONTRACTING INC.,41 A DEYNON BLVD.,BAY SHORE,NY,(631) 665-5091,"41 A DEYNON BLVD
BAY SHORE, NY 11706
(40.73836905588729, -73.26319207335547)"
CL.2-EXEMPT,GUS POOLS INC.,150-36 14 AVENUE,WHITESTONE,NY,(718) 746-5005,"150 36 14 AVENUE
WHITESTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
CL.2-EXEMPT,GW METAL INC,33-36 UNION STREET,FLUSHING,NY,(718) 710-5818,"33 36 UNION STREET
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.2-EXEMPT,"HAPPY KOU, INC",153-45 59TH AVE  2F,FLUSHING,NY,(917) 519-9055,"153 45 59TH AVE
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
CL.2-EXEMPT,HIGHWAY SAFETY PROTECTION CORP.,278 WOODBURY ROAD,WOODBURY,NY,(516) 224-4321,"278 WOODBURY ROAD
WOODBURY, NY 11797
(40.8247635297337, -73.46850553895004)"
CL.2-EXEMPT,HOPE DEMO,427 LAURENCE PKWY,SOUTH AMBOY,NJ,(718) 230-8488,"427 LAURENCE PKWY
SOUTH AMBOY, NJ 08879
(40.45205599539122, -74.24825803169625)"
CL.2-EXEMPT,HYDRO CONSTRUCTION INC.,69-18 61 DRIVE,MIDDLE VILLAGE,NY,(718) 565-6325,"69 18 61 DRIVE
MIDDLE VILLAGE, NY 11379
(40.71679766547993, -73.87933421310339)"
CL.2-EXEMPT,I & S BROTHERS CONSTRUCTION CORP.,112 MEMPHIS AVENUE,STATEN ISLAND,NY,(718) 605-0086,"112 MEMPHIS AVENUE
STATEN ISLAND, NY 10312
(40.548619371715276, -74.17133585530819)"
CL.2-EXEMPT,ILBER CANE,150 CLARKE AVENUE,STATEN ISLAND,NY,(718) 987-4150,"150 CLARKE AVENUE
STATEN ISLAND, NY 10306
(40.566006101104946, -74.13628401044225)"
CL.2-EXEMPT,INDEPENDENT LANDSCAPING CORP.,250 - 17 RUSHMORE TERRACE,LITTLE NECK,NY,(718) 225-3136,"250 17 RUSHMORE TERRACE
LITTLE NECK, NY 11362
(40.759074216601846, -73.73430017711144)"
CL.2-EXEMPT,INTER CONSTRUCTION CORP.,56-32 59TH STREET,MASPETH,NY,(718) 326-5606,"56 32 59TH STREET
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
CL.2-EXEMPT,J & D CARRYING & CONSTRUCTION CORP.,95-44 115 ST.,RICHMOND HILL,NY,(347) 350-1313,"95 44 115 ST
RICHMOND HILL, NY 11419
(40.68871379040917, -73.82288833053201)"
CL.2-EXEMPT,J & R EXPRESS MOVING CORP,136 BAY 7TH STREET,BROOKLYN,NY,(917) 836-2788,"136 BAY 7TH STREET
BROOKLYN, NY 11228
(40.60958464086407, -74.01383772004668)"
CL.2-EXEMPT,J. PAPPAS CONSTRUCTION CORP.,29-37 JORDAN STREET,FLUSHING,NY,(718) 229-4455,"29 37 JORDAN STREET
FLUSHING, NY 11358
(40.760350968822195, -73.79632645819947)"
CL.2-EXEMPT,J.K. CONSTRUCTION NEW YORK INC.,221-33 DAVENPORT AVENUE,QUEENS VILLAGE,NY,(718) 479-4444,"221 33 DAVENPORT AVENUE
QUEENS VILLAGE, NY 11428
(40.721396964798146, -73.74193729726841)"
CL.2-EXEMPT,JACK RYAN CONCRETE CORP.,12 BROWN PLACE,HARRISON,NY,(914) 777-5455,"12 BROWN PLACE
HARRISON, NY 10528
(40.9740678990278, -73.71367919580152)"
CL.2-EXEMPT,JACOBS DEVELOPMENT CORP.,2569 STILLWELL AVE,BROOKLYN,NY,(718) 372-0455,"2569 STILLWELL AVE
BROOKLYN, NY 11223
(40.58515761929064, -73.98303044086786)"
CL.2-EXEMPT,JAMES MARIS d/b/a/ ADVANCED HOME REPAIRS,609 NORTH GREENBUSH ROAD,BLAUVELT,NY,(917) 299-9680,"609 GREENBUSH ROAD
BLAUVELT, NY 10913
(41.08186020573032, -73.94602287730936)"
CL.2-EXEMPT,JANBAR INC.,69 ENGERT AVENUE,BROOKLYN,NY,(718) 782-9720,"69 ENGERT AVENUE
BROOKLYN, NY 11222
(40.7214063225404, -73.94792353477735)"
CL.2-EXEMPT,JAYM TRANS LLC,281 2ND AVE FL1,NEWARK,NJ,(973) 582-8167,"281 2ND AVE
NEWARK, NJ 07107
(40.76576649887198, -74.18287732016614)"
CL.2-EXEMPT,JC LANDSCAPING,183-21 DUNLOP AVE,ST. ALBANS,NY,(718) 662-3407,"183 21 DUNLOP AVE
ST ALBANS, NY 11412
(40.69812711747255, -73.75923519834566)"
CL.2-EXEMPT,JDB TRANSPORTING INC,222-21 FAIRBURY AVENUE,QUEENS VILLAGE,NY,(917) 299-6018,"222 21 FAIRBURY AVENUE
QUEENS VILLAGE, NY 11428
(40.721396964798146, -73.74193729726841)"
CL.2-EXEMPT,"JEK COMMUNICATIONS, INC.",600 FRANKLIN AVENUE,MT. VERNON,NY,(914) 667-7373,"600 FRANKLIN AVENUE
MT VERNON, NY 10550
(40.896869664303324, -73.82638606775157)"
CL.2-EXEMPT,"JERRICK ASSOCIATES, INC.",86-88 HAUSMAN STREET,BROOKLYN,NY,(718) 782-3600,"86 88 HAUSMAN STREET
BROOKLYN, NY 11222
(40.72825312178418, -73.94715978319738)"
CL.2-EXEMPT,JES REMOVAL INC.,"228-03 67 AVE., 1ST FL.",OAKLAND GARDEN,NY,(646) 410-5858,"228 03 67 AVE
OAKLAND GARDEN, NY 11364
(40.745924680379744, -73.75790275560763)"
CL.2-EXEMPT,JFK CONSTRUCTION SERVICES CORP.,48-08 70TH STREET RM #5,WOODSIDE,NY,(718) 205-0050,"48 08 70TH STREET
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
CL.2-EXEMPT,JG CONSTRUCTION OF QUEENS INC,60-88 60 DRIVE,MASPETH,NY,(718) 656-7041,"60 88 60 DRIVE
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
CL.2-EXEMPT,JIAN GUO FAN COMPANY,79 BOUNDARY AVENUE,STATEN ISLAND,NY,(917) 330-8693,"79 BOUNDARY AVENUE
STATEN ISLAND, NY 10306
(40.580508998580115, -74.09778809442548)"
CL.2-EXEMPT,JIMMY CONSTRUCTION INC,105-43 FARMERS BLVD,ST ALBANS,NY,(718) 264-7309,"105 43 FARMERS BLVD
ST ALBANS, NY 11412
(40.69812711747255, -73.75923519834566)"
CL.2-EXEMPT,JOE SERVICES CORPORATION,26 CAMBRIDGE AVENUE,STATEN ISLAND,NY,(347) 424-3498,"26 CAMBRIDGE AVENUE
STATEN ISLAND, NY 10314
(40.616720607964695, -74.14912846933305)"
CL.2-EXEMPT,JONATHON'S & SHARON'S CLEANING SERVICES INC,902 DEAN AVE,BRONX,NY,(917) 217-7482,"902 DEAN AVE
BRONX, NY 10465
(40.83326405833909, -73.81699854031318)"
CL.2-EXEMPT,JOSE M LOPEZ,811 BEVERLEY RD,BROOKLYN,NY,(646) 208-9323,"811 BEVERLEY RD
BROOKLYN, NY 11218
(40.64364446696149, -73.97126284690677)"
CL.2-EXEMPT,JOSEPH ENVIRONMENTAL LLC,38 EAGLE RIDGE WAY,WEST ORANGE,NJ,(973) 373-2221,"38 EAGLE RIDGE WAY
WEST ORANGE, NJ 07052
(40.796305370808156, -74.24682820237923)"
CL.2-EXEMPT,JR'S PREMIUM TRUCKING INC.,238 LONGSTREET AVENUE,BRONX,NY,(718) 839-3467,"238 LONGSTREET AVENUE
BRONX, NY 10465
(40.820049635602004, -73.80663878307995)"
CL.2-EXEMPT,J-TRACK LLC,14-45 117TH STREET,COLLEGE POINT,NY,(718) 554-2760,"14 45 117TH STREET
COLLEGE POINT, NY 11356
(40.7849280967543, -73.84181070040347)"
CL.2-EXEMPT,JUDLAU CONTRACTING INC,26-15 ULMER STREET,COLLEGE POINT,NY,(718) 554-2300,"26 15 ULMER STREET
COLLEGE POINT, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.2-EXEMPT,"JULIA ROSE TRANSPORT, INC.",43 TYNAN STREET,STATEN ISLAND,NY,(347) 386-9488,"43 TYNAN STREET
STATEN ISLAND, NY 10312
(40.562358493547116, -74.17857019863882)"
CL.2-EXEMPT,JUNK JUNKIES LLC,114-32 220TH STREET,JAMAICA,NY,(646) 299-1449,"114 32 220TH STREET
JAMAICA, NY 11411
(40.694293339066405, -73.73568329125084)"
CL.2-EXEMPT,JUQUILA TRUCKING LLC,1 MANUFACTURERS PL,NEWARK,NJ,(347) 880-8904,"1 MANUFACTURERS PL
NEWARK, NJ 07105
(40.73209588209494, -74.13743457802559)"
CL.2-EXEMPT,"K. GO ENTERPRISES, INC",2065 POND ROAD,RONKONKOMA,NY,(631) 981-1332,"2065 POND ROAD
RONKONKOMA, NY 11779
(40.79659292638897, -73.11822151844667)"
CL.2-EXEMPT,"K. N. H. INTERNATIONAL, INC",5 MILTON STREET,HICKSVILLE,NY,(646) 463-2324,"5 MILTON STREET
HICKSVILLE, NY 11801
(40.76802379716548, -73.53447513026111)"
CL.2-EXEMPT,K.S. CONTRACTING CORP,29 PHILLIP DRIVE,PARSIPPANY,NJ,(973) 599-0077,"29 PHILLIP DRIVE
PARSIPPANY, NJ 07054
(40.8348614103831, -74.39299491909179)"
CL.2-EXEMPT,KAIMING ZHANG D.B.A. SITONG COMPANY,140-39 34TH AVENUE #2U,FLUSHING,NY,(646) 327-9958,"140 39 34TH AVENUE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.2-EXEMPT,KERRY CRAWFORD DBA TOP SPEED ENTERPRISE,181 NEW JERSEY AVENUE,BROOKLYN,NY,(917) 749-3930,"181 NEW JERSEY AVENUE
BROOKLYN, NY 11207
(40.67531787190711, -73.89566040827587)"
CL.2-EXEMPT,KEVIN FRIENDLY INC.,50 DELAWARE AVE,STATEN ISLAND,NY,(917) 841-5506,"50 DELAWARE AVE
STATEN ISLAND, NY 10304
(40.59320426466969, -74.09795771331204)"
CL.2-EXEMPT,KIEWIT CONSTRUCTORS INC,2600 SECOND AVENUE,NEW YORK,NY,(845) 294-5887,"2600 SECOND AVENUE
NEW YORK, NY 10035
(40.80457122626944, -73.93227198138679)"
CL.2-EXEMPT,KIMARVI TRUCKING LLC,P.O. BOX 465,MT. FREEDOM,NJ,(917) 682-8486,"465 MT
FREEDOM, NJ 07970
(40.80899699981177, -74.57957599983251)"
CL.2-EXEMPT,KLEEN SWEEP CONTAINER SERVICES INC,P.O. BOX 158,YONKERS,NY,(9) 143-7688,"158 YONKERS
NY 10703
(40.958652018675764, -73.88072693380093)"
CL.2-EXEMPT,KROYWEN REALTY & CONSTRUCTION CORP.,36-02 ASTORIA BLVD.,ASTORIA,NY,(718) 626-7272,"36 02 ASTORIA BLVD
ASTORIA, NY 11103
(40.76286893025696, -73.91327185810974)"
CL.2-EXEMPT,L & L TIAN - TIAN  GROUP INC.,43 - 36 ROBINSON STREET #1G,FLUSHING,NY,(718) 316-0546,"43 36 ROBINSON STREET
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
CL.2-EXEMPT,"L V COMPANY, INC.",P O BOX 7 ROUTE 329,NORTHAMPTON,PA,(610) 261-2220,"329 NORTHAMPTON
PA 18067
(40.717642818661204, -75.47729382804766)"
CL.2-EXEMPT,LA BELLA VISTA INDUSTRIES INC,341 OCONNOR ROAD,NORTH BABYLON,NY,(718) 241-4947,"341 OCONNOR ROAD
NORTH BABYLON, NY 11703
(40.738804824433544, -73.3279458262324)"
CL.2-EXEMPT,LAURO O. LOPEZ,108-23 37TH DRIVE 1ST FL.,CORONA,NY,(347) 234-6525,"108 23 37TH DRIVE
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
CL.2-EXEMPT,LEARDON BOILER WORKS INC.,479 WALTON AVENUE,BRONX,NY,(718) 585-5314,"479 WALTON AVENUE
BRONX, NY 10451
(40.8178753884777, -73.92862066694958)"
CL.2-EXEMPT,LEMAZIA CONSTRUCTION INC,130-59 118TH STREET,SOUTH OZONE PARK,NY,(718) 845-2664,"130 59 118TH STREET
SOUTH OZONE PARK, NY 11420
(40.67334524268887, -73.81770717164864)"
CL.2-EXEMPT,LEONE ENTERPRISE INC.,58 - 02 FLUSHING AVENUE,MASPETH,NY,(718) 894-4129,"58 02 FLUSHING AVENUE
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
CL.2-EXEMPT,LI HIN CORP.,56 MOTT STREET APT. 26,NEW YORK,NY,(917) 400-7822,"56 MOTT STREET
NEW YORK, NY 10013
(40.7158781511251, -73.99828317898105)"
CL.2-EXEMPT,LIFE QUALITY CONSTRUCTION,19 DICKIE AVE,STATEN ISLAND,NY,(718) 477-0403,"19 DICKIE AVE
STATEN ISLAND, NY 10314
(40.62306134119564, -74.13640828876268)"
CL.2-EXEMPT,LIGHT HOUSE DESIGNS INC.,10 SHORE BLVD. SUITE 6B,BROOKLYN,NY,(718) 934-2029,"10 SHORE BLVD
BROOKLYN, NY 11235
(40.58293286997633, -73.9542287659254)"
CL.2-EXEMPT,LIN V&S CONSTRUCTION,"966 55TH STREET, 2FL",BROOKLYN,NY,(646) 431-1578,"966 55TH STREET
BROOKLYN, NY 11219
(40.635975157706966, -74.0028103626745)"
CL.2-EXEMPT,"LOBO CONSTRUCTION SERVICES, INC.",426 SOUTH COUNTRY RD.,BROOKHAVEN,NY,(631) 286-6184,"426 COUNTRY RD
BROOKHAVEN, NY 11719
(40.784139647930544, -72.91639807918409)"
CL.2-EXEMPT,LOUGH CONN INC,172 FISH ROAD,OAKHILL,NY,(718) 478-6313,"172 FISH ROAD
OAKHILL, NY 12460
(42.42283928361957, -74.17005298802832)"
CL.2-EXEMPT,M & A CONTAINERS INC.,1006 HUGUENOT AVENUE,STATEN ISLAND,NY,(917) 916-0966,"1006 HUGUENOT AVENUE
STATEN ISLAND, NY 10312
(40.52970154714749, -74.19019601969025)"
CL.2-EXEMPT,M. DEVITO LANDSCAPING & GARDENING INC.,80 COLFAX AVENUE,STATEN ISLAND,NY,(718) 980-2939,"80 COLFAX AVENUE
STATEN ISLAND, NY 10306
(40.580481593051324, -74.10890933152083)"
CL.2-EXEMPT,M.J. FORTUNATO SEPTIC CLEANING SERVICE INC.,26 JOHNSON STREET,STATEN ISLAND,NY,(718) 356-6398,"26 JOHNSON STREET
STATEN ISLAND, NY 10309
(40.54565774364853, -74.23078485688089)"
CL.2-EXEMPT,MACWAY CONTRACTING OF NEW YORK CORP,66 - 14 51ST ROAD,WOODSIDE,NY,(718) 326-3002,"66 14 51ST ROAD
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
CL.2-EXEMPT,MARGEM CONSTRUCTION CORPORATION,8217-24TH AVENUE,BROOKLYN,NY,(718) 449-0452,"8217 24TH AVENUE
BROOKLYN, NY 11214
(40.601433764812484, -73.9870800204446)"
CL.2-EXEMPT,MARIC MECHANICAL INC,19-03 75TH STREET,EAST ELMHURST,NY,(718) 721-4690,"19 03 75TH STREET
EAST ELMHURST, NY 11370
(40.75935377085989, -73.89184400040028)"
CL.2-EXEMPT,MARIO MAZZELLA CONTRACTING CORP,31-09 DARE PLACE,BRONX,NY,(917) 440-4139,"31 09 DARE PLACE
BRONX, NY 10465
(40.827628067581315, -73.82241314135337)"
CL.2-EXEMPT,MARLANDE HEATING CORPORATION,700 EAST 133 STREET,BRONX,NY,(718) 993-4350,"700 133 STREET
BRONX, NY 10454
(40.80190752626826, -73.9159267198033)"
CL.2-EXEMPT,MARTANY TILE CORP.,5635 MOSHOLU AVE,BRONX,NY,(718) 549-5998,"5635 MOSHOLU AVE
BRONX, NY 10471
(40.90466772220785, -73.9023989446367)"
CL.2-EXEMPT,MATOS TRUCKING CORPORATION,1803 ADLIN COURT,EAST MEADOW,NY,(516) 523-3360,"1803 ADLIN COURT
EAST MEADOW, NY 11554
(40.720332749951694, -73.56900010296596)"
CL.2-EXEMPT,MICHAEL DELLA VECCHIA & SON INC.,77 - 15 19TH ROAD,JACKSON HEIGHTS,NY,(718) 721-3368,"77 15 19TH ROAD
JACKSON HEIGHTS, NY 11370
(40.75935377085989, -73.89184400040028)"
CL.2-EXEMPT,MOCO GENERAL CONSTRUCTION CORP,34-26 STEINWAY STREET,ASTORIA,NY,(646) 752-1550,"34 26 STEINWAY STREET
ASTORIA, NY 11101
(40.74570244980828, -73.93866902925225)"
CL.2-EXEMPT,"MOCTEZUMA HEIRS, LLC",834 DRIGGS AVENUE,BROOKLYN,NY,(718) 384-3720,"834 DRIGGS AVENUE
BROOKLYN, NY 11211
(40.710239438361725, -73.96217855749777)"
CL.2-EXEMPT,"MONTECALVO DISPOSAL SERVICES, INC.",P.O. BOX 290,KEASBEY,NJ,(732) 738-6000,"290 KEASBEY
NJ 08832
(40.51554192002362, -74.30945900073226)"
CL.2-EXEMPT,MR. BRICKMAN INC,215 PARK STREET,STATEN ISLAND,NY,(718) 667-5058,"215 PARK STREET
STATEN ISLAND, NY 10306
(40.5697829710027, -74.13255645456024)"
CL.2-EXEMPT,MSF CONSTRUCTION CORP,521 YETMAN AVENUE,STATEN ISLAND,NY,(718) 317-0621,"521 YETMAN AVENUE
STATEN ISLAND, NY 10307
(40.50342624429373, -74.24111451092314)"
CL.2-EXEMPT,MSS GOLDEN EAGLE CONSTRUCTION USA CO. INC.,130-05 125TH STREET,S. OZONE PARK,NY,(718) 659-5700,"130 05 125TH STREET
S OZONE PARK, NY 11420
(40.67334524268887, -73.81770717164864)"
CL.2-EXEMPT,MULTANI CONSTRUCTION USA CORP,135-13 129TH STREET,SOUTH OZONE PARK,NY,(718) 941-1874,"135 13 129TH STREET
SOUTH OZONE PARK, NY 11420
(40.67334524268887, -73.81770717164864)"
CL.2-EXEMPT,MUSLI'S MASONRY INC,210 BISHOP STREET,STATEN ISLAND,NY,(718) 720-8245,"210 BISHOP STREET
STATEN ISLAND, NY 10306
(40.57401760371966, -74.12815539999035)"
CL.2-EXEMPT,"MY SON'S CARTING, L.L.C.",109 TOWNSLEY STREET,EDISON,NJ,(732) 921-5514,"109 TOWNSLEY STREET
EDISON, NJ 08837
(40.530359964482386, -74.35243549557032)"
CL.2-EXEMPT,N.C.D. CONTRACTING CORP.,246 MADISON STREET,FRANKLIN SQUARE,NY,(516) 352-7821,"246 MADISON STREET
FRANKLIN SQUARE, NY 11010
(40.701285109371156, -73.6737171600576)"
CL.2-EXEMPT,N.L.P. TRUCKING INC.,1043 ELMONT ROAD,VALLEY STREAM,NY,(516) 429-5325,"1043 ELMONT ROAD
VALLEY STREAM, NY 11580
(40.6845127535247, -73.72500549538859)"
CL.2-EXEMPT,NASEER AHMED,29 ADAMS AVENUE,STATEN ISLAND,NY,(917) 322-9257,"29 ADAMS AVENUE
STATEN ISLAND, NY 10306
(40.58443194018508, -74.10575970871781)"
CL.2-EXEMPT,NEO NATURE TRANSPORT LLC,97 TAPPAN AVE.,BELLEVILLE,NJ,(973) 759-1737,"97 TAPPAN AVE
BELLEVILLE, NJ 07109
(40.79712585803367, -74.15338855082535)"
CL.2-EXEMPT,NEW CITY CARTING CORP.,2915 THROOP AVENUE,BRONX,NY,(914) 525-1154,"2915 THROOP AVENUE
BRONX, NY 10469
(40.86788227382506, -73.85097540675768)"
CL.2-EXEMPT,NEW CREATION LANDSCAPES INC.,5 VISTA LANE,MELVILLE,NY,(631) 692-7688,"5 VISTA LANE
MELVILLE, NY 11747
(40.79005718688336, -73.42317503591494)"
CL.2-EXEMPT,NEW HIGH WAY TRUCKING INC.,25 MAPLE ROAD,AMITYVILLE,NY,(516) 903-1024,"25 MAPLE ROAD
AMITYVILLE, NY 11701
(40.71384863812045, -73.40666348345701)"
CL.2-EXEMPT,NEW JD GEN CONSTRUCTION INC,8664 18TH AVENUE,BROOKLYN,NY,(718) 236-1272,"8664 18TH AVENUE
BROOKLYN, NY 11214
(40.6060998772111, -74.00392071894188)"
CL.2-EXEMPT,NEW WENZHOU MOVING INC.,144-47 27 AVE.,FLUSHING,NY,(917) 609-9866,"144 47 27 AVE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.2-EXEMPT,NEW WORLD CARTING INC.,32-09 VERNON BLVD.,LONG ISLAND CITY,NY,(718) 721-0505,"32 09 VERNON BLVD
LONG ISLAND CITY, NY 11106
(40.761699790013324, -73.9316632529567)"
CL.2-EXEMPT,NUBIA MOLINA DBA J'S SERVICES,30-32 70TH STREET APT1,FLUSHING,NY,(646) 296-2340,"30 32 70TH STREET
FLUSHING, NY 11370
(40.75935377085989, -73.89184400040028)"
CL.2-EXEMPT,"NUCCIO CONSTRUCTION, LLC",P O BOX 345,LINCOLN PARK,NJ,(973) 305-1227,"345 LINCOLN PARK
NJ 07035
(40.92511198822774, -74.30478256206555)"
