Category,Type of Business,Business,Parsed Address,City/State,Zip Code,Phone Number,Location 1
Food and Drink,Casual Eateries,S'Mac Restaurant,345,"New York, NY",10003,212-358-7912,"345 12th Street
New York, NY 10003
(40.730613024821835, -73.98486124979442)"
Food and Drink,Casual Eateries,Spoon,17,"New York, NY",10011,646-230-7000,"17 20th Street
New York, NY 10011
(40.74025273290073, -73.99229299571687)"
Food and Drink,Casual Eateries,Stand4,24,"New York, NY",10003,212-488-5900,"24 12th Street
New York, NY 10003
(40.73409797081364, -73.99329183261258)"
Food and Drink,Casual Eateries,Starbucks,10,"New York, NY",10003,212-982-8426,"10 Union Square
New York, NY 10003
(40.73599408290443, -73.9892977905013)"
Food and Drink,Casual Eateries,Starbucks,41,"New York, NY",10011,646-336-6945,"41 Union Square
New York, NY 10011
(40.7370241668155, -73.99042240589591)"
Food and Drink,Casual Eateries,Starbucks,62,"New York, NY",10011,212-242-5981,"62 14th Street
New York, NY 10011
(40.73681015304154, -73.99561525378411)"
Food and Drink,Casual Eateries,Starbucks,141,"New York, NY",10003,212-677-7248,"141 3rd Avenue
New York, NY 10003
(40.73381917784906, -73.9867688712686)"
Food and Drink,Casual Eateries,Starbucks,240,"New York, NY",10003,212-375-1415,"240 Park Avenue
New York, NY 10003
(40.73799543460717, -73.98805718895886)"
Food and Drink,Casual Eateries,Starbucks,510,"New York, NY",10011,212-242-5981,"510 6th Avenue
New York, NY 10011
(40.73673689551687, -73.9972430761928)"
Food and Drink,Casual Eateries,Stromboli Pizzeria,112,"New York, NY",10003,212-255-0812,"112 University Place
New York, NY 10003
(40.734328786656754, -73.99246355611454)"
Food and Drink,Casual Eateries,Subway,7,"New York, NY",10003,212-741-8798,"7 14th Street
New York, NY 10003
(40.73588023182016, -73.99327322372638)"
Food and Drink,Casual Eateries,Subway,55,"New York, NY",10011,212-741-8843,"55 14th Street
New York, NY 10011
(40.73676288704266, -73.99535654390279)"
Food and Drink,Casual Eateries,Subway,113,"New York, NY",10003,212-777-7088,"113 14th Street
New York, NY 10003
(40.73415400379568, -73.98914832232818)"
Food and Drink,Casual Eateries,Subway,120,"New York, NY",10003,212-260-6665,"120 4th Avenue
New York, NY 10003
(40.73278034789236, -73.99005653177812)"
Food and Drink,Casual Eateries,Subway,153,"New York, NY",10003,,"153 3rd Avenue
New York, NY 10003
(40.73418999588204, -73.98650113583761)"
Food and Drink,Casual Eateries,Subway,227,"New York, NY",10003,,"227 1st Avenue
New York, NY 10003
(40.73097172955835, -73.98286810084977)"
Food and Drink,Casual Eateries,Subway,245,"New York, NY",10003,212-677-1129,"245 14th Street
New York, NY 10003
(40.73288820737043, -73.98615732179584)"
Food and Drink,Casual Eateries,Subway,317,"New York, NY",10003,,"317 1st Avenue
New York, NY 10003
(40.734011438017376, -73.98061080255627)"
Food and Drink,Casual Eateries,T.G.I. Friday's,34,"New York, NY",10003,646-556-6381,"34 Union Square
New York, NY 10003
(40.73618006269301, -73.98916816822444)"
Food and Drink,Casual Eateries,Taco Bell/Pizza Hut Express,18,"New York, NY",10003,212-645-8645,"18 14th Street
New York, NY 10003
(40.735594244788956, -73.99265272452857)"
Food and Drink,Casual Eateries,Terriyaki Express,96,"New York, NY",10003,212-388-9855,"96 3rd Avenue
New York, NY 10003
(40.732230780399334, -73.98795826353563)"
Food and Drink,Casual Eateries,Terry's Gourmet Deli,575,"New York, NY",10011,212-206-0170,"575 6th Avenue
New York, NY 10011
(40.738831804094445, -73.99575538552966)"
Food and Drink,Casual Eateries,The 5th Ave Epicure,144,"New York, NY",10011,212-929-3399,"144 5th Avenue
New York, NY 10011
(40.73926347866848, -73.99124978216287)"
Food and Drink,Casual Eateries,The Adoré ,17,"New York, NY",10003,212-243-8742,"17 13th Street
New York, NY 10003
(40.734874787165495, -73.99309339232292)"
Food and Drink,Casual Eateries,The Lite Choice,7,"New York, NY",10003,212-243-0477,"7 14th Street
New York, NY 10003
(40.73588023182016, -73.99327322372638)"
Food and Drink,Casual Eateries,The Lite Choice,145,"New York, NY",10003,212-533-7734,"145 4th Avenue
New York, NY 10003
(40.733887963771586, -73.98979182138295)"
Food and Drink,Casual Eateries,The Soft Serve Fruit Co.,25,"New York, NY",10003,212-675-0550,"25 17th Street
New York, NY 10003
(40.737179376475275, -73.99038058969485)"
Food and Drink,Casual Eateries,Think Coffee,123,"New York, NY",10003,212-614-6644,"123 4th Avenue
New York, NY 10003
(40.73309654946454, -73.98990751009984)"
Food and Drink,Casual Eateries,Tim Hortons,34,"New York, NY",10003,646-556-6380,"34 Union Square
New York, NY 10003
(40.73618006269301, -73.98916816822444)"
Food and Drink,Casual Eateries,Toasties,25,"New York, NY",10011,212-924-3331,"25 Union Square
New York, NY 10011
(40.73609261633676, -73.98943714911749)"
Food and Drink,Casual Eateries,Uncle Moe's Burrito & Taco Shop,14,"New York, NY",10011,212-727-9400,"14 19th Street
New York, NY 10011
(40.73947931595552, -73.99231098215745)"
Food and Drink,Casual Eateries,University Pita,21,"New York, NY",10003,917-751-0080,"21 12th Street
New York, NY 10003
(40.73415941925228, -73.99328928325086)"
Food and Drink,Casual Eateries,University Place Gourmet,116,"New York, NY",10003,212-243-3139,"116 University Place
New York, NY 10003
(40.73439814648998, -73.9923649414792)"
Food and Drink,Casual Eateries,University Place Restaurant,101,"New York, NY",10003,212-475-7727,"101 University Place
New York, NY 10003
(40.73391616194979, -73.99272372204022)"
Food and Drink,Casual Eateries,Vanessa's Dumplings,220,"New York, NY",10003,212-529-1329,"220 14th Street
New York, NY 10003
(40.73291426514163, -73.98628552456114)"
Food and Drink,Casual Eateries,Vapiano,113,"New York, NY",10003,212-777-9477,"113 University Place
New York, NY 10003
(40.73441613293056, -73.99234695503861)"
Food and Drink,Casual Eateries,Village Yogurt,547,"New York, NY",10011,212-929-3752,"547 6th Avenue
New York, NY 10011
(40.73791449562452, -73.99642088383138)"
Food and Drink,Casual Eateries,Vinny Pizza,231,"New York, NY",10003,212-674-0707,"231 1st Avenue
New York, NY 10003
(40.73106166176126, -73.98279615508744)"
Food and Drink,Casual Eateries,Vive La Crêpe,114,"New York, NY",10003,212-242-8483,"114 University Place
New York, NY 10003
(40.73414633632177, -73.99257178554592)"
Food and Drink,Casual Eateries,Wendy's,20,"New York, NY",10003,212-243-0438,"20 14th Street
New York, NY 10003
(40.735567265128054, -73.99258077876624)"
Food and Drink,Casual Eateries,Xoom,244,"New York, NY",10003,212-505-9666,"244 14th Street
New York, NY 10003
(40.732840314606726, -73.98619253075321)"
Food and Drink,Casual Eateries,Young Chow Restaurant,145,"New York, NY",10003,212-533-0275,"145 4th Avenue
New York, NY 10003
(40.733887963771586, -73.98979182138295)"
Food and Drink,Casual Eateries,Zabb City,244,"New York, NY",10003,212-529-8770,"244 13th Street
New York, NY 10003
(40.73215272723941, -73.98669778743172)"
Food and Drink,Groceries and Liquors,14 Street Food Market,67,"New York, NY",10011,212-255-4956,"67 14th Street
New York, NY 10011
(40.73692022804307, -73.99572608822612)"
Food and Drink,Groceries and Liquors,14th Street Deli ,353,"New York, NY",10003,212-460-9370,"353 14th Street
New York, NY 10003
(40.731842328635544, -73.98366296233944)"
Food and Drink,Groceries and Liquors,307 NY Deli,307,"New York, NY",10003,212-777-1108,"307 14th Street
New York, NY 10003
(40.73217682107759, -73.984531846604)"
Food and Drink,Groceries and Liquors,Aloha Fine Wines and Spirits,333,"New York, NY",10003,,"333 2nd Avenue
New York, NY 10003
(40.73561382129769, -73.98260902059879)"
Food and Drink,Groceries and Liquors,Bottle Rocket Wine & Spirit,5,"New York, NY",10011,212-929-3512,"5 19th Street
New York, NY 10011
(40.7391719372509, -73.99151937989899)"
Food and Drink,Groceries and Liquors,Discount Wines & Liquors,279,"New York, NY",10003,,"279 1st Avenue
New York, NY 10003
(40.73258151599077, -73.98166300933053)"
Food and Drink,Groceries and Liquors,East Way Deli Grocery,169,"New York, NY",10003,,"169 3rd Avenue
New York, NY 10003
(40.7346870299051, -73.98612514088767)"
Food and Drink,Groceries and Liquors,Food Depot,138,"New York, NY",10011,212-627-0361,"138 5th Avenue
New York, NY 10011
(40.73888576341619, -73.99151957877166)"
Food and Drink,Groceries and Liquors,Food Emporium,10,"New York, NY",10003,212-353-3840,"10 Union Square
New York, NY 10003
(40.73599408290443, -73.9892977905013)"
Food and Drink,Groceries and Liquors,Frank's Wines & Liquors,46,"New York, NY",10003,212-473-3231,"46 Union Square
New York, NY 10003
(40.7362581444329, -73.9891130841884)"
Food and Drink,Groceries and Liquors,Garden of Eden,7,"New York, NY",10003,212-255-4200,"7 14th Street
New York, NY 10003
(40.73588023182016, -73.99327322372638)"
Food and Drink,Groceries and Liquors,Gramercy Wine Cellars,236,"New York, NY",10003,,"236 3rd Avenue
New York, NY 10003
(40.73674719719156, -73.98470737300433)"
Food and Drink,Groceries and Liquors,Green Gourmet Market,214,"New York, NY",10003,,"214 3rd Avenue
New York, NY 10003
(40.736106858345636, -73.98512539914333)"
Food and Drink,Groceries and Liquors,Hamptons Marketplace,217,"New York, NY",10003,212-432-7700,"217 1st Avenue
New York, NY 10003
(40.73066888142474, -73.98313882097675)"
Food and Drink,Groceries and Liquors,Italian Wine Merchants,108,"New York, NY",10003,212-473-2323,"108 16th Street
New York, NY 10003
(40.735657197330966, -73.98866872793877)"
Food and Drink,Groceries and Liquors,KMP Market,275,"New York, NY",10003,,"275 1st Avenue
New York, NY 10003
(40.73248259056754, -73.98173495509286)"
Food and Drink,Groceries and Liquors,Met Food Supermarket,180,"New York, NY",10003,,"180 3rd Avenue
New York, NY 10003
(40.735032295227505, -73.98595438478046)"
Food and Drink,Groceries and Liquors,MJR Wine and Liquors,161,"New York, NY",10003,,"161 3rd Avenue
New York, NY 10003
(40.73445675479359, -73.98629824877816)"
Food and Drink,Groceries and Liquors,Natural Green Market,162,"New York, NY",10003,,"162 3rd Avenue
New York, NY 10003
(40.734524051574056, -73.9862945177814)"
Food and Drink,Groceries and Liquors,New Valentino Market,74,"New York, NY",10011,212-989-1313,"74 5th Avenue
New York, NY 10011
(40.735567265128054, -73.9939297618102)"
Food and Drink,Groceries and Liquors,One's Fruit & Grocery,315,"New York, NY",10003,,"315 1st Avenue
New York, NY 10003
(40.73396647191589, -73.98064677543744)"
Food and Drink,Groceries and Liquors,PJs Grocery ,230,"New York, NY",10003,212-614-8766,"230 14th Street
New York, NY 10003
(40.73276138039665, -73.98592579574944)"
Food and Drink,Groceries and Liquors,Punjab on Third,220,"New York, NY",10003,,"220 3rd Avenue
New York, NY 10003
(40.73625074987035, -73.98501748049983)"
Food and Drink,Groceries and Liquors,Sunac Natural Food,4,"New York, NY",10011,212-242-0204,"4 18th Street
New York, NY 10011
(40.73849579418372, -73.99191612359682)"
Food and Drink,Groceries and Liquors,The Wine Gallery,576,"New York, NY",10011,212-242-2719,"576 6th Avenue
New York, NY 10011
(40.73887677019587, -73.99572840586876)"
Food and Drink,Groceries and Liquors,Trader Joe's Grocery Store,140,"New York, NY",10003,212-529-4612,"140 14th Street
New York, NY 10003
(40.73374030459989, -73.98830949830588)"
Food and Drink,Groceries and Liquors,Trader Joe's Wine Store,138,"New York, NY",10003,212-529-6327,"138 14th Street
New York, NY 10003
(40.7337561809336, -73.98834661181326)"
Food and Drink,Groceries and Liquors,Trevi Deli,48,"New York, NY",10003,212-473-4493,"48 Union Square
New York, NY 10003
(40.73626843580028, -73.9891057332117)"
Food and Drink,Groceries and Liquors,Union Square Wines & Spirits,140,"New York, NY",10003,212-675-8100,"140 4th Avenue
New York, NY 10003
(40.73354717180573, -73.98988758192019)"
Food and Drink,Groceries and Liquors,University Market Place,20,"New York, NY",10003,212-929-2281,"20 16th Street
New York, NY 10003
(40.73712660701184, -73.99227732470344)"
Food and Drink,Groceries and Liquors,Village Wine and Spirit Shop,486,"New York, NY",10011,212-255-0539,"486 6th Avenue
New York, NY 10011
(40.73625974309061, -73.9976439617912)"
Food and Drink,Groceries and Liquors,Whole Foods,4,"New York, NY",10003,212-673-5388,"4 Union Square
New York, NY 10003
(40.735947587962606, -73.9893301960668)"
Food and Drink,Restaurants,15 East,15,"New York, NY",10003,212-647-0015,"15 15th Street
New York, NY 10003
(40.736576341549636, -73.99278643140573)"
Food and Drink,Restaurants,5 Napkin Burger,150,"New York, NY",10003,,"150 14th Street
New York, NY 10003
(40.733660922993415, -73.98812393091413)"
Food and Drink,Restaurants,ABC Kitchen,35,"New York, NY",10003,212-475-5829,"35 18th Street
New York, NY 10003
(40.73772261458611, -73.98990455787737)"
Food and Drink,Restaurants,Aldea,31,"New York, NY",10011,212-675-7223,"31 17th Street
New York, NY 10011
(40.73836305785966, -73.99322483399074)"
Food and Drink,Restaurants,Aleo,7,"New York, NY",10011,212-691-8136,"7 20th Street
New York, NY 10011
(40.740063875274586, -73.99183434148193)"
Food and Drink,Restaurants,Angelo & Maxie's Steakhouse,233,"New York, NY",10003,212-220-9200,"233 Park Avenue
New York, NY 10003
(40.73752778715192, -73.98823705336474)"
Food and Drink,Restaurants,Azuki,239,"New York, NY",10003,212-228-3611,"239 Park Avenue
New York, NY 10003
(40.737941475285425, -73.98794027709505)"
Food and Drink,Restaurants,Bak Korean Kitchen,11,"New York, NY",10003,212-366-9299,"11 13th Street
New York, NY 10003
(40.73508314410826, -73.99349822716361)"
Food and Drink,Restaurants,Bamboo Garden,216,"New York, NY",10003,212-388-9989,"216 3rd Avenue
New York, NY 10003
(40.7361428312268, -73.98509841948248)"
Food and Drink,Restaurants,Bar 6,502,"New York, NY",10011,212-691-1363,"502 6th Avenue
New York, NY 10011
(40.73654752613999, -73.99742812450415)"
Food and Drink,Restaurants,Barbounia,250,"New York, NY",10003,212-995-0242,"250 Park Avenue
New York, NY 10003
(40.738333453173844, -73.9878407889095)"
Food and Drink,Restaurants,Basta Pasta,37,"New York, NY",10011,212-366-0888,"37 17th Street
New York, NY 10011
(40.738723885450895, -73.99414559909724)"
Food and Drink,Restaurants,Blitz Brasserie,504,"New York, NY",10011,646-360-4143,"504 6th Avenue
New York, NY 10011
(40.73658349902115, -73.99739215162299)"
Food and Drink,Restaurants,BLT Fish,21,"New York, NY",10011,212-691-8888,"21 17th Street
New York, NY 10011
(40.73844509562184, -73.99347110757526)"
Food and Drink,Restaurants,Blue Water Grill,31,"New York, NY",10011,212-675-9500 ,"31 Union Square
New York, NY 10011
(40.7366644380038, -73.9906922025047)"
Food and Drink,Restaurants,Bocca Restaurant and Bar,39,"New York, NY",10003,212-387-1200,"39 19th Street
New York, NY 10003
(40.7380943600304, -73.98901946353021)"
Food and Drink,Restaurants,Brother Jimmy's BBQ,116,"New York, NY",10003,212-673-6465,"116 16th Street
New York, NY 10003
(40.73551330580631, -73.98834497200824)"
Food and Drink,Restaurants,Buona Sera,94,"New York, NY",10003,212-627-9200,"94 University Place
New York, NY 10003
(40.73380459395065, -73.99286856181561)"
Food and Drink,Restaurants,Capucine's Restaurant,325,"New York, NY",10003,212-460-8890,"325 2nd Avenue
New York, NY 10003
(40.735351588148966, -73.98279901128268)"
Food and Drink,Restaurants,Casa Mono,52,"New York, NY",10003,212-253-2773,"52 Irving Place
New York, NY 10003
(40.73597196004124, -73.98731974489482)"
Food and Drink,Restaurants,Catch De Fish,147,"New York, NY",10003,212-477-7799,"147 3rd Avenue
New York, NY 10003
(40.734182309202936, -73.98654632794961)"
Food and Drink,Restaurants,Choshi,77,"New York, NY",10003,212-420-1419,"77 Irving Place
New York, NY 10003
(40.73696665103033, -73.98664760572923)"
Food and Drink,Restaurants,City Crab,235,"New York, NY",10003,212-529-3800,"235 Park Avenue
New York, NY 10003
(40.737851543082456, -73.98800322963712)"
Food and Drink,Restaurants,Coffee Shop,29,"New York, NY",10011,212-243-7969,"29 Union Square
New York, NY 10011
(40.736358668513844, -73.99090803979175)"
Food and Drink,Restaurants,Craft,43,"New York, NY",10003,212-780-0880,"43 19th Street
New York, NY 10003
(40.738013421047754, -73.98882161268375)"
Food and Drink,Restaurants,Craftbar,900,"New York, NY",10003,212-461-4300,"900 Broadway
New York, NY 10003
(40.73908791889474, -73.98981185377654)"
Food and Drink,Restaurants,Da Andrea Ristorante,35,"New York, NY",10011,212-367-1979,"35 13th Street
New York, NY 10011
(40.73581734527472, -73.99524961992947)"
Food and Drink,Restaurants,Danal Restaurant,59,"New York, NY",10003,212-982-6930,"59 5th Avenue
New York, NY 10003
(40.73511760411344, -73.99425351774073)"
Food and Drink,Restaurants,Dang Lai Palace,180,"New York, NY",10003,212-505-2000,"180 3rd Avenue
New York, NY 10003
(40.735032295227505, -73.98595438478046)"
Food and Drink,Restaurants,Dévi,8,"New York, NY",10003,212-691-1300,"8 18th Street
New York, NY 10003
(40.738211271894215, -73.99115085673964)"
Food and Drink,Restaurants,Dosirak,30,"New York, NY",10003,212-366-9299,"30 13th Street
New York, NY 10003
(40.7347398888611, -73.99276064317212)"
Food and Drink,Restaurants,Duke's,99,"New York, NY",10003,212-260-2922,"99 19th Street
New York, NY 10003
(40.73780715502422, -73.98826174890824)"
Food and Drink,Restaurants,Edo,9,"New York, NY",10003,212-989-2938,"9 17th Street
New York, NY 10003
(40.73758174647372, -73.99142964656875)"
Food and Drink,Restaurants,Forum,127,"New York, NY",10003,212-674-8713,"127 4th Avenue
New York, NY 10003
(40.73322708645454, -73.98987720687002)"
Food and Drink,Restaurants,Friend of a Farmer,77,"New York, NY",10003,212-477-2188,"77 Irving Place
New York, NY 10003
(40.73696665103033, -73.98664760572923)"
Food and Drink,Restaurants,Gotham Bar and Grill,12,"New York, NY",10003,212-620-4020,"12 12th Street
New York, NY 10003
(40.73437863125931, -73.99396812284311)"
Food and Drink,Restaurants,Gramercy Tavern,42,"New York, NY",10003,212-477-0777,"42 20th Street
New York, NY 10003
(40.738562007485655, -73.98835396522855)"
Food and Drink,Restaurants,GustOrganics,519,"New York, NY",10011,212-242-5800,"519 6th Avenue
New York, NY 10011
(40.73706013969672, -73.99704141603155)"
Food and Drink,Restaurants,Hamachi,34,"New York, NY",10003,212-420-8608,"34 20th Street
New York, NY 10003
(40.738723885450895, -73.98873168048084)"
Food and Drink,Restaurants,Haru,220,"New York, NY",10003,646-428-0989,"220 Park Avenue
New York, NY 10003
(40.73704215325614, -73.98875866014174)"
Food and Drink,Restaurants,Incognito Bistro,30,"New York, NY",10011,212-414-1231,"30 18th Street
New York, NY 10011
(40.7388425086047, -73.99273310772404)"
Food and Drink,Restaurants,Japonica,100,"New York, NY",10003,212-243-7752,"100 University Place
New York, NY 10003
(40.73394555557729, -73.99278479393114)"
Food and Drink,Restaurants,Kati Restaurant,347,"New York, NY",10003,212-533-2046,"347 14th Street
New York, NY 10003
(40.731574275317996, -73.98309293135713)"
Food and Drink,Restaurants,Kellari's Parea,36,"New York, NY",10003,212-777-8448,"36 20th Street
New York, NY 10003
(40.73867891934947, -73.98863275505761)"
Food and Drink,Restaurants,Kibo,111,"New York, NY",10003,212-209-8903,"111 18th Street
New York, NY 10003
(40.736866410066625, -73.98786156869676)"
Food and Drink,Restaurants,KO Sushi,208,"New York, NY",10003,212-677-6921,"208 3rd Avenue
New York, NY 10003
(40.736002817057354, -73.98523996668234)"
Food and Drink,Restaurants,La Follia,226,"New York, NY",10003,212-477-4100,"226 3rd Avenue
New York, NY 10003
(40.73650256003856, -73.98483761609396)"
Food and Drink,Restaurants,La Pizza Fresca,31,"New York, NY",10003,212-598-0141,"31 2oth Street
New York, NY 10003
(40.73194394755518, -73.98887214913032)"
Food and Drink,Restaurants,Lady Mendl's Tea Salon,56,"New York, NY",10003,212-533-4466,"56 Irving Place
New York, NY 10003
(40.73609786512537, -73.98722981269191)"
Food and Drink,Restaurants,L'Annam,121,"New York, NY",10003,212-420-1179,"121 University Place
New York, NY 10003
(40.73454654587285, -73.99219711008143)"
Food and Drink,Restaurants,Lantern,311,"New York, NY",10003,212-777-2770,"311 2nd Avenue
New York, NY 10003
(40.734973712588726, -73.98302997881507)"
Food and Drink,Restaurants,Laut,15,"New York, NY",10003,212-206-8989,"15 17th Street
New York, NY 10003
(40.737491814270754, -73.9912138092817)"
Food and Drink,Restaurants,L'Express,249,"New York, NY",10003,212-254-5858,"249 Park Avenue
New York, NY 10003
(40.73826172036685, -73.98766899496006)"
Food and Drink,Restaurants,Lillie's,13,"New York, NY",10003,212-337-1970,"13 17th Street
New York, NY 10003
(40.73752778715192, -73.99128575504403)"
Food and Drink,Restaurants,Little Poland Restaurant,200,"New York, NY",10003,212-777-9728,"200 2nd Avenue
New York, NY 10003
(40.73122624284666, -73.98572141412383)"
Food and Drink,Restaurants,Little Town NYC,108,"New York, NY",10003,212-677-6300,"108 15th Street
New York, NY 10003
(40.735023104786514, -73.98924538341463)"
Food and Drink,Restaurants,Luzzo's Ristorante Italiano,211,"New York, NY",10003,212-473-7447,"211 1st Avenue
New York, NY 10003
(40.73048628307992, -73.98327323364724)"
Food and Drink,Restaurants,Manna Kitchen,28,"New York, NY",10003,212-228-1044,"28 18th Street
New York, NY 10003
(40.7377068789146, -73.99001704503205)"
Food and Drink,Restaurants,Mari Vanna,41,"New York, NY",10003,212-777-1955,"41 20th Street
New York, NY 10003
(40.73895929733928, -73.98922802298306)"
Food and Drink,Restaurants,Maxie's Grill,233,"New York, NY",10003,212-979-7800,"233 Park Avenue
New York, NY 10003
(40.73752778715192, -73.98823705336474)"
Food and Drink,Restaurants,Mesa Grill,102,"New York, NY",10011,212-807-7400,"102 5th Avenue
New York, NY 10011
(40.73705290078943, -73.99287768136358)"
Food and Drink,Restaurants,Mexicana Mama Centro,47,"New York, NY",10003,212-253-7594,"47 12th Street
New York, NY 10003
(40.7334487909014, -73.99157777653264)"
Food and Drink,Restaurants,Mikado Bistro,525,"New York, NY",10011,212-255-9981,"525 6th Avenue
New York, NY 10011
(40.7371860447808, -73.99695148382864)"
Food and Drink,Restaurants,Mizu Sushi,29,"New York, NY",10003,212-505-6688,"29 20th Street
New York, NY 10003
(40.739084059203655, -73.98952553204425)"
Food and Drink,Restaurants,Momofuko Ssam Bar,207,"New York, NY",10003,212-254-3500,"207 2nd Avenue
New York, NY 10003
(40.731547295657094, -73.98553908727683)"
Food and Drink,Restaurants,Mumbles,179,"New York, NY",10003,212-477-6066,"179 3rd Avenue
New York, NY 10003
(40.735045658351055, -73.98589881608854)"
Food and Drink,Restaurants,Nanoosh,111,"New York, NY",10003,212-387-0744,"111 University Place
New York, NY 10003
(40.73427544110049, -73.99242256157568)"
Food and Drink,Restaurants,Nasha Rasha,4,"New York, NY",10011,212-929-4444,"4 19th Street
New York, NY 10011
(40.73909962069791, -73.99149680918408)"
Food and Drink,Restaurants,NGAM,99,"New York, NY",10003,212-777-8424,"99 3rd Avenue
New York, NY 10003
(40.732437624466115, -73.98781437201097)"
Food and Drink,Restaurants,OLiVES NY,201,"New York, NY",10003,212-353-8345,"201 Park Avenue
New York, NY 10003
(40.736808329528515, -73.98877664658232)"
Food and Drink,Restaurants,Parea Bistro,36,"New York, NY",10003,212-777-8448,"36 20th Street
New York, NY 10003
(40.73867891934947, -73.98863275505761)"
Food and Drink,Restaurants,Paul and Jimmy's,123,"New York, NY",10003,212-475-9540,"123 18th Street
New York, NY 10003
(40.73667343122412, -73.9874726296398)"
Food and Drink,Restaurants,Periyali,35,"New York, NY",10011,212-463-7890,"35 20th Street
New York, NY 10011
(40.740199544236575, -73.9920820601945)"
Food and Drink,Restaurants,Pete's Tavern,66,"New York, NY",10003,212-473-7676,"66 Irving Place
New York, NY 10003
(40.73656551258057, -73.98689706354105)"
Food and Drink,Restaurants,Petite Abeille,107,"New York, NY",10011,212-604-9350,"107 18th Street
New York, NY 10011
(40.73998503235938, -73.99524965345985)"
Food and Drink,Restaurants,Piola,48,"New York, NY",10003,212-777-7781,"48 12th Street
New York, NY 10003
(40.733493192724204, -73.99183522512085)"
Food and Drink,Restaurants,Pipa,38,"New York, NY",10003,212-677-2233,"38 19th Street
New York, NY 10003
(40.73829314748262, -73.98956493815646)"
Food and Drink,Restaurants,Ponty Bistro,218,"New York, NY",10003,212-777-1616,"218 3rd Avenue
New York, NY 10003
(40.736187797328284, -73.98506244660126)"
Food and Drink,Restaurants,Pure Food and Wine,54,"New York, NY",10003,212-477-1010,"54 Irving Place
New York, NY 10003
(40.736066310297005, -73.9872149585714)"
Food and Drink,Restaurants,Qi,31,"New York, NY",10011,212-929-9917,"31 14th Street
New York, NY 10011
(40.73668242444438, -73.99524277197298)"
Food and Drink,Restaurants,Quantam Leap,203,"New York, NY",10003,212-673-9848,"203 1st Avenue
New York, NY 10003
(40.73029723803637, -73.98337172118619)"
Food and Drink,Restaurants,Quigley's NY Grill,313,"New York, NY",10003,212-253-9440,"313 1st Avenue
New York, NY 10003
(40.733921505814465, -73.9806827483186)"
Food and Drink,Restaurants,Republic,37,"New York, NY",10011,212-627-7172,"37 Union Square
New York, NY 10011
(40.736889268511106, -73.99052133131914)"
Food and Drink,Restaurants,Restaurant I,893,"New York, NY",10003,646-398-9663,"893 Broadway
New York, NY 10003
(40.73881381765386, -73.98984683979717)"
Food and Drink,Restaurants,Resto-Leon Restaurant,351,"New York, NY",10003,212-375-8483,"351 12th Street
New York, NY 10003
(40.73055705599047, -73.98472657479395)"
Food and Drink,Restaurants,Rosa Mexicano,9,"New York, NY",10003,212-533-3350,"9 18th Street
New York, NY 10003
(40.73826427300057, -73.99120950426841)"
Food and Drink,Restaurants,Rye House,11,"New York, NY",10011,212-255-7260,"11 17th Street
New York, NY 10011
(40.73826523121596, -73.99304842622149)"
Food and Drink,Restaurants,Sa A Ming Nayan Restaurant,201,"New York, NY",10003,212-388-0152 ,"201 1st Avenue
New York, NY 10003
(40.73025227193489, -73.98340769406735)"
Food and Drink,Restaurants,Sala One Nine,35,"New York, NY",10011,212-229-2300,"35 19th Street
New York, NY 10011
(40.739857031207805, -73.99321929740705)"
Food and Drink,Restaurants,Souen Restaurant,28,"New York, NY",10003,212-627-7150,"28 13th Street
New York, NY 10003
(40.734766868522, -73.99284158215471)"
Food and Drink,Restaurants,Spice,39,"New York, NY",10003,212-982-3758,"39 13th Street
New York, NY 10003
(40.73439814648998, -73.99196024656601)"
Food and Drink,Restaurants,Steak Frites,9,"New York, NY",10003,212-675-4700,"9 16th Street
New York, NY 10003
(40.736979200714075, -73.99185232792252)"
Food and Drink,Restaurants,Strip House,13,"New York, NY",10003,212-328-0000,"13 12th Street
New York, NY 10003
(40.73423626852468, -73.99354305333759)"
Food and Drink,Restaurants,Sushi Choshi,77,"New York, NY",10003,212-420-1419,"77 Irving Place
New York, NY 10003
(40.73696665103033, -73.98664760572923)"
Food and Drink,Restaurants,SushiSamba,245,"New York, NY",10003,212-475-9377,"245 Park Avenue
New York, NY 10003
(40.738103353250665, -73.98782336523124)"
Food and Drink,Restaurants,Taralucci e Vino,15,"New York, NY",10003,212-288-5400,"15 18th Street
New York, NY 10003
(40.73809942727259, -73.99081218379587)"
Food and Drink,Restaurants,Thai Terminal,349,"New York, NY",10003,212-614-0155,"349 12th Street
New York, NY 10003
(40.73022529227404, -73.98401923304732)"
Food and Drink,Restaurants,The City Tavern,22,"New York, NY",10003,212-807-1313,"22 13th Street
New York, NY 10003
(40.73485680072491, -73.99304842622149)"
Food and Drink,Restaurants,The Cottage,33,"New York, NY",10003,212-505-8600,"33 Irving Place
New York, NY 10003
(40.73529059816844, -73.9878690966715)"
Food and Drink,Restaurants,The House,121,"New York, NY",10003,212-353-2121,"121 17th Street
New York, NY 10003
(40.73591754943635, -73.98740273447717)"
Food and Drink,Restaurants,The Loop,173,"New York, NY",10003,212-598-1200,"173 3rd Avenue
New York, NY 10003
(40.7349017668264, -73.98600673473203)"
