MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-01244-0001,"70 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,57,1951,92976,1854871,19.95,8290000,89,1-01675-0011,"324 104 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,D1-ELEVATOR,100,1971,49203,792168,16.1,2240000,45.5,2.05,1-01235-0009,"265 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,29,1950,19931,523093,26.2,2530000,127,0.4
1-01244-0012,"401 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,76,1900,65522,1126978,17.2,4580000,70,1-01206-0023,"7 92 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,51,1915,45014,774315,17.2,2190000,48.7,0.8,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.25
1-01244-0019,"411 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,104,1936,147289,2925159,19.86,13100000,89,1-01236-0010,"2401 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,79,1924,164530,3268387,19.86,14600000,89,0.45,1-01200-0025,"5 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,85,1937,116021,2804001,24.17,12500000,108,0.6
1-01244-0044,"425 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,30,1920,45774,958507,20.94,4280000,94,1-01211-0052,"158 81 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,780208,20.94,3490000,94,0.3,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.3
1-01244-0063,"90 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,107,1927,282295,5606378,19.86,25100000,89,1-01236-0010,"2401 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,79,1924,164530,3268387,19.86,14600000,89,0.35,1-01244-0072,"441 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D5-ELEVATOR,103,1926,240040,5094264,21.22,22800000,95,0
1-01244-0085,"316 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C6-WALK-UP,11,1910,11850,336303,28.4,1630000,138,1-01195-0062,"76 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C1-WALK-UP,12,1900,14065,399100,28.4,1930000,137,0.45,1-01196-0046,"28 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C5-WALK-UP,30,1900,17755,474216,26.7,2300000,130,0.45
1-01245-0003,"100 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,93,1940,168982,3746330,22.17,16700000,99,1-01200-0025,"5 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,85,1937,116021,2804001,24.17,12500000,108,0.5,1-01236-0010,"2401 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,79,1924,164530,3268387,19.86,14600000,89,0.3
1-01245-0013,"313 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C6-WALK-UP,11,1900,7224,205017,28.4,993000,137,1-01195-0062,"76 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C1-WALK-UP,12,1900,14065,399100,28.4,1930000,137,0.5,1-01196-0046,"28 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C5-WALK-UP,30,1900,17755,474216,26.7,2300000,130,0.45
1-01245-0014,"311 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C6-WALK-UP,11,1900,7288,206833,28.4,1000000,137,1-01195-0062,"76 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C1-WALK-UP,12,1900,14065,399100,28.4,1930000,137,0.5,1-01200-0152,"46 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C5-WALK-UP,13,1910,8861,286818,32.4,1390000,157,0.5
1-01245-0015,"309 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C6-WALK-UP,11,1910,7288,206833,28.4,1000000,137,1-01195-0062,"76 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C1-WALK-UP,12,1900,14065,399100,28.4,1930000,137,0.5,1-01200-0152,"46 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C5-WALK-UP,13,1910,8861,286818,32.4,1390000,157,0.5
1-01245-0016,"307 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C6-WALK-UP,11,1910,7224,205017,28.4,993000,137,1-01195-0062,"76 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C1-WALK-UP,12,1900,14065,399100,28.4,1930000,137,0.5,1-01250-0045,"312 89 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C5-WALK-UP,20,1900,12008,366108,30.5,1770000,147,0.3
1-01245-0019,"465 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,41,1911,100400,2266028,22.57,10100000,101,1-01217-0057,"166 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,202,1914,72000,1473091,20.46,4520000,63,0.35,1-01195-0014,"25 81 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,64,1927,109896,2864751,26.1,13900000,126,0.5
1-01245-0025,"300 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,48,1929,99435,2244247,22.57,10000000,101,1-01216-0060,"168 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,100042,2257630,22.57,10100000,101,0.35,1-01210-0001,"401 AMSTERDAM AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,80,1927,106521,2806916,26.4,13600000,128,0.35
1-01245-0034,"320 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,50,1940,38623,808765,20.94,3610000,93,1-01211-0052,"158 81 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,780208,20.94,3490000,94,0.3,1-01253-0016,"311 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1930,22290,628390,28.2,2070000,93,0.6
1-01245-0037,"324 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,25,1930,27986,685097,24.48,3060000,109,1-01248-0051,"340 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,29,1925,29303,717219,24.48,3210000,110,0.2,1-01253-0016,"311 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1930,22290,628390,28.2,2070000,93,0.6
1-01245-0039,"326 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,30,1920,19362,460815,23.8,2060000,106,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.1,1-01248-0051,"340 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,29,1925,29303,717219,24.48,3210000,110,0.2
1-01245-0047,"110 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,170,1929,396076,8404732,21.22,37600000,95,1-01244-0072,"441 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D5-ELEVATOR,103,1926,240040,5094264,21.22,22800000,95,0.1,1-01234-0019,"2360 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,218,1920,665741,17605074,26.4,85300000,128,0.25
1-01245-0058,"325 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,24,1910,18078,442549,24.48,1980000,110,1-01248-0051,"340 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,29,1925,29303,717219,24.48,3210000,110,0.15,1-01216-0001,"175 85 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D7-ELEVATOR,46,1900,20370,593690,29.1,2880000,141,0.35
1-01245-0059,"323 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,24,1920,23676,579588,24.48,2590000,109,1-01248-0051,"340 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,29,1925,29303,717219,24.48,3210000,110,0.15,1-01253-0016,"311 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1930,22290,628390,28.2,2070000,93,0.55
1-01245-0080,"316 84 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,41,1949,51450,1025398,19.93,4580000,89,1-01235-0009,"265 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,29,1950,19931,523093,26.2,2530000,127,0.25,1-01675-0011,"324 104 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,D1-ELEVATOR,100,1971,49203,792168,16.1,2240000,45.5,2
1-01245-0086,"320 84 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,36,1900,24941,522264,20.94,2330000,93,1-01211-0052,"158 81 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,780208,20.94,3490000,94,0.35,1-01248-0051,"340 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,29,1925,29303,717219,24.48,3210000,110,0.15
1-01246-0029,"505 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,68,1922,112000,2327360,20.78,10400000,93,1-01205-0029,"315 CENTRAL PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,51,1911,109769,2280816,20.78,10200000,93,0.6,1-01200-0025,"5 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,85,1937,116021,2804001,24.17,12500000,108,0.5
1-01246-0036,"511 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,64,1926,123411,2564480,20.78,11500000,93,1-01205-0029,"315 CENTRAL PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,51,1911,109769,2280816,20.78,10200000,93,0.6,1-01200-0025,"5 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,85,1937,116021,2804001,24.17,12500000,108,0.5
1-01246-0039,"310 85 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,36,1923,48184,947779,19.67,4240000,88,1-01216-0048,"140 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,47,1925,66614,1310067,19.67,5850000,88,0.35,1-01216-0140,"120 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,48,1912,57799,1183387,20.47,5290000,92,0.35
1-01246-0046,"332 85 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,20,1910,18840,421639,22.38,1880000,100,1-01245-0088,"324 84 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,48,1914,38016,850793,22.38,3800000,100,0.05,1-01216-0001,"175 85 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D7-ELEVATOR,46,1900,20370,593690,29.1,2880000,141,0.35
1-01246-0058,"126 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,27,1920,25288,551278,21.8,2460000,97,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0,1-01211-0052,"158 81 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,780208,20.94,3490000,94,0.4
1-01247-0001,"131 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,55,1909,124208,2663019,21.44,11900000,96,1-01200-0015,"27 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1926,126045,2702738,21.44,12100000,96,0.5,1-01200-0025,"5 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,85,1937,116021,2804001,24.17,12500000,108,0.5
1-01247-0022,"327 85 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C6-WALK-UP,20,1920,11550,352159,30.5,1710000,148,1-01250-0045,"312 89 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C5-WALK-UP,20,1900,12008,366108,30.5,1770000,147,0.15,1-01673-0052,"1976 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C7-WALK-UP,17,1900,9700,206856,21.33,924000,95,1.9
1-01247-0037,"302 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,37,1917,74817,1631010,21.8,7290000,97,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.05,1-01200-0005,"51 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,83,1927,70144,1774089,25.3,7930000,113,0.5
1-01247-0040,"310 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,36,1915,69094,1506249,21.8,6730000,97,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.05,1-01200-0005,"51 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,83,1927,70144,1774089,25.3,7930000,113,0.5
1-01247-0043,"320 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,32,1915,69148,1507426,21.8,6740000,97,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.05,1-01200-0005,"51 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,83,1927,70144,1774089,25.3,7930000,113,0.5
1-01247-0047,"328 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,46,1924,52194,1137829,21.8,5090000,98,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.05,1-01200-0005,"51 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,83,1927,70144,1774089,25.3,7930000,113,0.5
1-01247-0050,"332 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,47,1924,87573,1917848,21.9,8570000,98,1-01216-0051,"144 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,66,1929,96546,2114068,21.9,9450000,98,0.35,1-01210-0012,"147 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,76193,2076021,27.2,10100000,133,0.45
1-01247-0057,"137 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,62,1906,98373,2220278,22.57,9920000,101,1-01216-0060,"168 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,100042,2257630,22.57,10100000,101,0.35,1-01210-0012,"147 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,76193,2076021,27.2,10100000,133,0.45
1-01248-0001,"140 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,255,1939,372186,7897786,21.22,35300000,95,1-01244-0072,"441 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D5-ELEVATOR,103,1926,240040,5094264,21.22,22800000,95,0.25,1-01234-0019,"2360 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,218,1920,665741,17605074,26.4,85300000,128,0.2
1-01248-0019,"323 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,50,1926,82655,1597721,19.33,7140000,86,1-01226-0040,"110 96 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,81030,1566709,19.33,7000000,86,0.55,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.4
1-01248-0022,"313 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,95,1927,100137,2115894,21.13,9460000,94,1-01252-0005,"202 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,90,1905,102791,2172183,21.13,9710000,94,0.3,1-01216-0051,"144 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,66,1929,96546,2114068,21.9,9450000,98,0.35
1-01248-0025,"309 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,26,1920,39843,766180,19.23,3420000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0,1-01248-0051,"340 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,29,1925,29303,717219,24.48,3210000,110,0
1-01248-0027,"305 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,49,1926,64968,1249334,19.23,5580000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.4
1-01248-0029,"545 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,96,1925,141426,3097229,21.9,13800000,98,1-01216-0051,"144 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,66,1929,96546,2114068,21.9,9450000,98,0.35,1-01216-0060,"168 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,100042,2257630,22.57,10100000,101,0.35
1-01248-0041,"320 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,36,1912,57516,1106032,19.23,4940000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0,1-01252-0001,"200 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,59,1906,63794,1536420,24.08,6870000,108,0.3
1-01248-0049,"334 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,38,1927,44876,939703,20.94,4200000,94,1-01207-0050,"54 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,40,1910,39410,825245,20.94,3690000,94,0.6,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.4
1-01249-0022,"317 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,47,1927,44256,851042,19.23,3800000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.05,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.45
1-01249-0029,"565 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,100,1938,155906,3096293,19.86,13800000,89,1-01236-0010,"2401 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,79,1924,164530,3268387,19.86,14600000,89,0.15,1-01216-0051,"144 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,66,1929,96546,2114068,21.9,9450000,98,0.35
