DBN,School Name,Cohort Year,Demographic,Total Cohort Num,Total Grads Num,Num achieving APM ,Pct of cohort achieving APM,Pct of graduates achieving APM
04M435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,2006,Student with Disability,27,3,s,s,s
04M435,MANHATTAN CENTER FOR SCIENCE & MATHEMATICS,2007,Student with Disability,30,12,s,s,s
04M495,PARK EAST HIGH SCHOOL,2006,Not Student with Disability,71,46,5,7.00%,10.90%
04M495,PARK EAST HIGH SCHOOL,2007,Not Student with Disability,71,54,7,9.90%,13.00%
04M495,PARK EAST HIGH SCHOOL,2006,Student with Disability,21,7,s,s,s
04M495,PARK EAST HIGH SCHOOL,2007,Student with Disability,13,6,s,s,s
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,2006,Not Student with Disability,48,48,22,45.80%,45.80%
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,2007,Not Student with Disability,60,59,19,31.70%,32.20%
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,2006,Student with Disability,7,7,s,s,s
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,2007,Student with Disability,4,4,s,s,s
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2006,Not Student with Disability,59,26,3,5.10%,11.50%
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2007,Not Student with Disability,83,40,2,2.40%,5.00%
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2006,Student with Disability,16,5,s,s,s
04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY SCHOOL,2007,Student with Disability,15,2,s,s,s
04M680,HERITAGE SCHOOL (THE),2006,Not Student with Disability,54,34,7,13.00%,20.60%
04M680,HERITAGE SCHOOL (THE),2007,Not Student with Disability,57,1,s,s,s
04M680,HERITAGE SCHOOL (THE),2006,Student with Disability,21,8,s,s,s
04M680,HERITAGE SCHOOL (THE),2007,Student with Disability,20,0,s,s,s
04M695,URBAN PEACE ACADEMY,2006,Not Student with Disability,38,31,4,10.50%,12.90%
04M695,URBAN PEACE ACADEMY,2006,Student with Disability,7,4,s,s,s
05M172,POWELL MIDDLE SCHOOL FOR LAW AND SOCIAL JUST,2007,Student with Disability,1,0,s,s,s
05M285,HARLEM RENAISSENCE HIGH SCHOOL,2006,Not Student with Disability,70,8,s,s,s
05M285,HARLEM RENAISSENCE HIGH SCHOOL,2007,Not Student with Disability,76,16,s,s,s
05M285,HARLEM RENAISSENCE HIGH SCHOOL,2006,Student with Disability,11,2,s,s,s
05M285,HARLEM RENAISSENCE HIGH SCHOOL,2007,Student with Disability,13,0,s,s,s
05M304,MOTT HALL HIGH SCHOOL,2006,Not Student with Disability,80,62,13,16.30%,21.00%
05M304,MOTT HALL HIGH SCHOOL,2007,Not Student with Disability,78,58,4,5.10%,6.90%
05M304,MOTT HALL HIGH SCHOOL,2006,Student with Disability,16,5,s,s,s
05M304,MOTT HALL HIGH SCHOOL,2007,Student with Disability,15,4,s,s,s
05M367,ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL,2007,Not Student with Disability,47,38,4,8.50%,10.50%
05M367,ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL,2007,Student with Disability,6,4,s,s,s
05M369,URBAN ASSEMBLY FOR THE PERFORMING ARTS,2006,Not Student with Disability,54,41,6,11.10%,14.60%
05M369,URBAN ASSEMBLY FOR THE PERFORMING ARTS,2007,Not Student with Disability,65,45,2,3.10%,4.40%
05M369,URBAN ASSEMBLY FOR THE PERFORMING ARTS,2006,Student with Disability,8,2,s,s,s
05M369,URBAN ASSEMBLY FOR THE PERFORMING ARTS,2007,Student with Disability,5,2,s,s,s
05M469,CHOIR ACADEMY OF HARLEM,2006,Not Student with Disability,35,21,0,0.00%,0.00%
05M469,CHOIR ACADEMY OF HARLEM,2007,Not Student with Disability,38,26,0,0.00%,0.00%
05M469,CHOIR ACADEMY OF HARLEM,2006,Student with Disability,4,1,s,s,s
05M469,CHOIR ACADEMY OF HARLEM,2007,Student with Disability,7,4,s,s,s
05M499,FREDERICK DOUGLASS ACADEMY,2006,Not Student with Disability,249,210,118,47.40%,56.20%
05M499,FREDERICK DOUGLASS ACADEMY,2007,Not Student with Disability,199,178,85,42.70%,47.80%
05M499,FREDERICK DOUGLASS ACADEMY,2006,Student with Disability,10,4,s,s,s
05M499,FREDERICK DOUGLASS ACADEMY,2007,Student with Disability,5,4,s,s,s
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CH,2006,Not Student with Disability,82,61,17,20.70%,27.90%
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CH,2007,Not Student with Disability,77,63,27,35.10%,42.90%
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CH,2006,Student with Disability,13,4,s,s,s
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CH,2007,Student with Disability,18,8,s,s,s
05M692,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,2006,Not Student with Disability,104,99,98,94.20%,99.00%
05M692,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,2007,Not Student with Disability,110,102,101,91.80%,99.00%
05M692,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,2006,Student with Disability,2,2,s,s,s
05M692,HIGH SCHOOL MATH SCIENCE AND ENGINEERING AT CCNY,2007,Student with Disability,1,1,s,s,s
06M293,CITY COLLEGE ACADEMY OF THE ARTS,2007,Not Student with Disability,1,0,s,s,s
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,2007,Not Student with Disability,2,0,s,s,s
06M462,HIGH SCHOOL FOR INTERNATIONAL-BUSINESS & FINANCE,2006,Not Student with Disability,164,135,18,11.00%,13.30%
06M462,HIGH SCHOOL FOR INTERNATIONAL-BUSINESS & FINANCE,2007,Not Student with Disability,144,100,29,20.10%,29.00%
06M462,HIGH SCHOOL FOR INTERNATIONAL-BUSINESS & FINANCE,2006,Student with Disability,21,2,s,s,s
06M462,HIGH SCHOOL FOR INTERNATIONAL-BUSINESS & FINANCE,2007,Student with Disability,25,5,s,s,s
06M463,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS,2006,Not Student with Disability,146,94,10,6.80%,10.60%
06M463,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS,2007,Not Student with Disability,132,68,8,6.10%,11.80%
06M463,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS,2006,Student with Disability,15,7,s,s,s
06M463,HIGH SCHOOL FOR MEDIA & COMMUNICATIONS,2007,Student with Disability,17,4,s,s,s
06M467,HIGH SCHOOL FOR LAW & PUBLIC SERVICE,2006,Not Student with Disability,150,113,16,10.70%,14.20%
06M467,HIGH SCHOOL FOR LAW & PUBLIC SERVICE,2007,Not Student with Disability,151,120,11,7.30%,9.20%
06M467,HIGH SCHOOL FOR LAW & PUBLIC SERVICE,2006,Student with Disability,21,9,s,s,s
06M467,HIGH SCHOOL FOR LAW & PUBLIC SERVICE,2007,Student with Disability,23,5,s,s,s
06M468,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2006,Not Student with Disability,135,81,20,14.80%,24.70%
06M468,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2007,Not Student with Disability,149,78,21,14.10%,26.90%
06M468,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2006,Student with Disability,23,7,s,s,s
06M468,HIGH SCHOOL FOR HEALTH CAREERS & SCIENCES,2007,Student with Disability,26,3,s,s,s
06M540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2006,Not Student with Disability,246,184,61,24.80%,33.20%
06M540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2007,Not Student with Disability,304,264,81,26.60%,30.70%
06M540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2006,Student with Disability,21,6,s,s,s
06M540,A PHILIP RANDOLPH CAMPUS HIGH SCHOOL,2007,Student with Disability,23,1,s,s,s
06M552,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMAT,2006,Not Student with Disability,91,74,11,12.10%,14.90%
06M552,GREGORIO LUPERON HIGH SCH FOR SCIENCE AND MATHEMAT,2007,Not Student with Disability,89,54,10,11.20%,18.50%
07X221,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,2006,Not Student with Disability,70,57,9,12.90%,15.80%
07X221,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,2007,Not Student with Disability,61,50,7,11.50%,14.00%
07X221,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,2006,Student with Disability,10,7,s,s,s
07X221,SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL,2007,Student with Disability,5,5,s,s,s
07X222,DR. MARIO SALVADORI SCHOOL,2006,Student with Disability,1,0,s,s,s
07X321,CROTONA ACADEMY HIGH SCHOOL,2006,Not Student with Disability,53,7,s,s,s
07X321,CROTONA ACADEMY HIGH SCHOOL,2007,Not Student with Disability,45,3,s,s,s
07X321,CROTONA ACADEMY HIGH SCHOOL,2006,Student with Disability,3,1,s,s,s
07X321,CROTONA ACADEMY HIGH SCHOOL,2007,Student with Disability,4,0,s,s,s
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2006,Not Student with Disability,9,1,s,s,s
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2007,Not Student with Disability,5,2,s,s,s
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,2006,Student with Disability,1,0,s,s,s
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2006,Not Student with Disability,45,5,s,s,s
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2007,Not Student with Disability,82,10,s,s,s
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2006,Student with Disability,5,0,s,s,s
07X379,JILL CHAIFETZ TRANSFER HIGH SCHOOL,2007,Student with Disability,10,0,s,s,s
07X381,BRONX HAVEN HIGH SCHOOL,2006,Not Student with Disability,11,8,s,s,s
07X381,BRONX HAVEN HIGH SCHOOL,2007,Not Student with Disability,64,2,s,s,s
07X381,BRONX HAVEN HIGH SCHOOL,2007,Student with Disability,7,1,s,s,s
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2006,Not Student with Disability,53,37,0,0.00%,0.00%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2007,Not Student with Disability,66,37,2,3.00%,5.40%
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2006,Student with Disability,16,7,s,s,s
07X473,MOTT HAVEN VILLAGE PREP HIGH SCHOOL,2007,Student with Disability,19,6,s,s,s
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2006,Not Student with Disability,61,51,25,41.00%,49.00%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2007,Not Student with Disability,82,66,23,28.00%,34.80%
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,2007,Student with Disability,5,1,s,s,s
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2006,Not Student with Disability,111,78,19,17.10%,24.40%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2007,Not Student with Disability,89,56,5,5.60%,8.90%
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2006,Student with Disability,25,4,s,s,s
07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,2007,Student with Disability,20,3,s,s,s
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2006,Not Student with Disability,85,69,10,11.80%,14.50%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2007,Not Student with Disability,81,50,2,2.50%,4.00%
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2006,Student with Disability,17,5,s,s,s
07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,2007,Student with Disability,28,12,s,s,s
07X547,NEW EXPLORERS HIGH SCHOOL,2006,Not Student with Disability,68,34,4,5.90%,11.80%
07X547,NEW EXPLORERS HIGH SCHOOL,2007,Not Student with Disability,65,35,0,0.00%,0.00%
07X547,NEW EXPLORERS HIGH SCHOOL,2006,Student with Disability,13,2,s,s,s
07X547,NEW EXPLORERS HIGH SCHOOL,2007,Student with Disability,17,6,s,s,s
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,2006,Not Student with Disability,71,57,2,2.80%,3.50%
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,2007,Not Student with Disability,74,59,12,16.20%,20.30%
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,2006,Student with Disability,11,8,s,s,s
07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,2007,Student with Disability,8,6,s,s,s
07X551,BRONX ACADEMY OF LETTERS,2006,Not Student with Disability,62,50,7,11.30%,14.00%
07X551,BRONX ACADEMY OF LETTERS,2007,Not Student with Disability,77,67,14,18.20%,20.90%
07X551,BRONX ACADEMY OF LETTERS,2006,Student with Disability,14,6,s,s,s
07X551,BRONX ACADEMY OF LETTERS,2007,Student with Disability,12,6,s,s,s
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,2006,Not Student with Disability,201,101,6,3.00%,5.90%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,2007,Not Student with Disability,202,103,14,6.90%,13.60%
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,2006,Student with Disability,66,8,s,s,s
07X600,ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL,2007,Student with Disability,62,11,s,s,s
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,2006,Not Student with Disability,283,155,8,2.80%,5.20%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,2007,Not Student with Disability,229,94,6,2.60%,6.40%
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,2006,Student with Disability,74,18,s,s,s
07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,2007,Student with Disability,65,11,s,s,s
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,2006,Not Student with Disability,122,93,19,15.60%,20.40%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,2007,Not Student with Disability,136,105,12,8.80%,11.40%
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,2006,Student with Disability,12,0,s,s,s
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,2007,Student with Disability,18,4,s,s,s
08X192,PIAGENTINI-JONES SCHOOL,2007,Not Student with Disability,1,0,s,s,s
08X192,PIAGENTINI-JONES SCHOOL,2006,Student with Disability,2,0,s,s,s
08X282,WOMEN'S ACADEMY OF EXCELLENCE,2006,Not Student with Disability,71,47,10,14.10%,21.30%
08X282,WOMEN'S ACADEMY OF EXCELLENCE,2007,Not Student with Disability,60,55,4,6.70%,7.30%
08X282,WOMEN'S ACADEMY OF EXCELLENCE,2006,Student with Disability,4,3,s,s,s
08X282,WOMEN'S ACADEMY OF EXCELLENCE,2007,Student with Disability,5,2,s,s,s
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,Not Student with Disability,91,62,10,11.00%,16.10%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2007,Not Student with Disability,108,77,8,7.40%,10.40%
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2006,Student with Disability,26,15,s,s,s
08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TE,2007,Student with Disability,18,8,s,s,s
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,Not Student with Disability,96,41,3,3.10%,7.30%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2007,Not Student with Disability,94,51,4,4.30%,7.80%
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2006,Student with Disability,25,8,s,s,s
08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECH,2007,Student with Disability,29,9,s,s,s
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,Not Student with Disability,80,50,7,8.80%,14.00%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2007,Not Student with Disability,82,45,4,4.90%,8.90%
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2006,Student with Disability,21,7,s,s,s
08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD ST,2007,Student with Disability,26,5,s,s,s
08X312,MILLENIUM ART ACADEMY,2006,Not Student with Disability,85,56,6,7.10%,10.70%
08X312,MILLENIUM ART ACADEMY,2007,Not Student with Disability,97,63,5,5.20%,7.90%
08X312,MILLENIUM ART ACADEMY,2006,Student with Disability,23,7,s,s,s
08X312,MILLENIUM ART ACADEMY,2007,Student with Disability,18,9,s,s,s
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,Not Student with Disability,79,49,11,13.90%,22.40%
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2007,Not Student with Disability,97,53,3,3.10%,5.70%
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2006,Student with Disability,10,2,s,s,s
08X332,HOLCOMBE L RUCKER SCHOOL OF COMMUNITY RESEARCH,2007,Student with Disability,7,1,s,s,s
08X377,BRONX COMMUNITY HIGH SCHOOL,2006,Not Student with Disability,69,10,s,s,s
08X377,BRONX COMMUNITY HIGH SCHOOL,2007,Not Student with Disability,99,14,s,s,s
08X377,BRONX COMMUNITY HIGH SCHOOL,2006,Student with Disability,10,0,s,s,s
08X377,BRONX COMMUNITY HIGH SCHOOL,2007,Student with Disability,8,1,s,s,s
08X405,HERBERT H LEHMAN HIGH SCHOOL,2006,Not Student with Disability,920,450,178,19.30%,39.60%
08X405,HERBERT H LEHMAN HIGH SCHOOL,2007,Not Student with Disability,798,411,128,16.00%,31.10%
08X405,HERBERT H LEHMAN HIGH SCHOOL,2006,Student with Disability,172,37,3,1.70%,8.10%
08X405,HERBERT H LEHMAN HIGH SCHOOL,2007,Student with Disability,184,42,0,0.00%,0.00%
08X450,ADLAI E. STEVENSON HIGH SCHOOL,2006,Student with Disability,7,0,s,s,s
08X452,BRONX GUILD HIGH SCHOOL,2006,Not Student with Disability,50,32,1,2.00%,3.10%
08X452,BRONX GUILD HIGH SCHOOL,2007,Not Student with Disability,65,43,0,0.00%,0.00%
08X452,BRONX GUILD HIGH SCHOOL,2006,Student with Disability,14,8,s,s,s
08X452,BRONX GUILD HIGH SCHOOL,2007,Student with Disability,20,13,s,s,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,2006,Not Student with Disability,78,44,0,0.00%,0.00%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,2007,Not Student with Disability,66,34,3,4.50%,8.80%
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,2006,Student with Disability,21,8,s,s,s
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,2007,Student with Disability,15,9,s,s,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2006,Not Student with Disability,69,41,1,1.40%,2.40%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2007,Not Student with Disability,101,44,1,1.00%,2.30%
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2006,Student with Disability,20,3,s,s,s
08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,2007,Student with Disability,25,9,s,s,s
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,2006,Not Student with Disability,123,23,0,0.00%,0.00%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,2007,Not Student with Disability,161,30,0,0.00%,0.00%
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,2006,Student with Disability,18,5,s,s,s
08X560,HS 560 BRONX ACADEMY HIGH SCHOOL,2007,Student with Disability,15,1,s,s,s
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,2006,Not Student with Disability,332,163,27,8.10%,16.60%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,2007,Not Student with Disability,300,129,17,5.70%,13.20%
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,2006,Student with Disability,87,17,s,s,s
08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,2007,Student with Disability,62,8,s,s,s
08X686,NEW SCHOOL FOR ARTS AND SCIENCES,2006,Student with Disability,1,0,s,s,s
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,2006,Not Student with Disability,79,46,2,2.50%,4.30%
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,2007,Not Student with Disability,70,35,1,1.40%,2.90%
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,2006,Student with Disability,17,9,s,s,s
09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,2007,Student with Disability,21,6,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,2006,Not Student with Disability,82,56,13,15.90%,23.20%
09X231,EAGLE ACADEMY FOR YOUNG MEN,2007,Not Student with Disability,98,71,12,12.20%,16.90%
09X231,EAGLE ACADEMY FOR YOUNG MEN,2006,Student with Disability,18,7,s,s,s
09X231,EAGLE ACADEMY FOR YOUNG MEN,2007,Student with Disability,19,11,s,s,s
09X239,URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YO,2006,Not Student with Disability,58,27,2,3.40%,7.40%
09X239,URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YO,2007,Not Student with Disability,66,26,5,7.60%,19.20%
09X239,URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YO,2006,Student with Disability,16,4,s,s,s
09X239,URBAN ASSEMBLY ACAD-HISTORY AND CITIZENSHIP FOR YO,2007,Student with Disability,17,7,s,s,s
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,2007,Not Student with Disability,66,60,22,33.30%,36.70%
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,2007,Student with Disability,5,5,s,s,s
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY,2006,Not Student with Disability,56,36,9,16.10%,25.00%
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY,2007,Not Student with Disability,49,36,9,18.40%,25.00%
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY,2006,Student with Disability,4,0,s,s,s
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY,2007,Student with Disability,8,2,s,s,s
09X252,MOTT HALL BRONX HIGH SCHOOL,2006,Not Student with Disability,99,79,3,3.00%,3.80%
09X252,MOTT HALL BRONX HIGH SCHOOL,2007,Not Student with Disability,97,83,8,8.20%,9.60%
09X252,MOTT HALL BRONX HIGH SCHOOL,2006,Student with Disability,8,4,s,s,s
09X252,MOTT HALL BRONX HIGH SCHOOL,2007,Student with Disability,4,2,s,s,s
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2006,Not Student with Disability,99,88,59,59.60%,67.00%
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2007,Not Student with Disability,87,72,34,39.10%,47.20%
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2006,Student with Disability,1,0,s,s,s
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,2007,Student with Disability,12,5,s,s,s
09X263,VALIDUS PREPARATORY ACADEMY,2006,Not Student with Disability,109,84,4,3.70%,4.80%
09X263,VALIDUS PREPARATORY ACADEMY,2007,Not Student with Disability,87,52,2,2.30%,3.80%
09X263,VALIDUS PREPARATORY ACADEMY,2006,Student with Disability,11,6,s,s,s
09X263,VALIDUS PREPARATORY ACADEMY,2007,Student with Disability,15,6,s,s,s
09X276,LEADERSHIP INSTITUTE,2006,Not Student with Disability,61,36,5,8.20%,13.90%
09X276,LEADERSHIP INSTITUTE,2007,Not Student with Disability,67,42,6,9.00%,14.30%
09X276,LEADERSHIP INSTITUTE,2006,Student with Disability,6,0,s,s,s
09X276,LEADERSHIP INSTITUTE,2007,Student with Disability,19,8,s,s,s
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,2006,Not Student with Disability,75,52,10,13.30%,19.20%
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,2007,Not Student with Disability,84,50,8,9.50%,16.00%
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,2006,Student with Disability,24,15,s,s,s
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,2007,Student with Disability,22,8,s,s,s
09X329,DREAMYARD PREPARATORY SCHOOL,2006,Not Student with Disability,85,40,10,11.80%,25.00%
09X329,DREAMYARD PREPARATORY SCHOOL,2007,Not Student with Disability,78,32,1,1.30%,3.10%
09X329,DREAMYARD PREPARATORY SCHOOL,2006,Student with Disability,8,0,s,s,s
09X329,DREAMYARD PREPARATORY SCHOOL,2007,Student with Disability,12,3,s,s,s
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,2007,Not Student with Disability,90,61,5,5.60%,8.20%
09X403,BRONX INTERNATIONAL HIGH SCHOOL,2006,Not Student with Disability,78,50,8,10.30%,16.00%
09X403,BRONX INTERNATIONAL HIGH SCHOOL,2007,Not Student with Disability,99,61,13,13.10%,21.30%
09X403,BRONX INTERNATIONAL HIGH SCHOOL,2006,Student with Disability,10,8,s,s,s
09X403,BRONX INTERNATIONAL HIGH SCHOOL,2007,Student with Disability,5,0,s,s,s
09X404,SCHOOL FOR EXCELLENCE,2006,Not Student with Disability,88,52,6,6.80%,11.50%
09X404,SCHOOL FOR EXCELLENCE,2007,Not Student with Disability,97,64,9,9.30%,14.10%
09X404,SCHOOL FOR EXCELLENCE,2006,Student with Disability,20,7,s,s,s
09X404,SCHOOL FOR EXCELLENCE,2007,Student with Disability,28,10,s,s,s
09X412,BRONX HIGH SCHOOL OF BUSINESS,2006,Not Student with Disability,85,48,11,12.90%,22.90%
09X412,BRONX HIGH SCHOOL OF BUSINESS,2007,Not Student with Disability,96,52,6,6.30%,11.50%
09X412,BRONX HIGH SCHOOL OF BUSINESS,2006,Student with Disability,25,6,s,s,s
09X412,BRONX HIGH SCHOOL OF BUSINESS,2007,Student with Disability,26,4,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2006,Not Student with Disability,98,83,35,35.70%,42.20%
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2007,Not Student with Disability,65,52,18,27.70%,34.60%
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2006,Student with Disability,5,3,s,s,s
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,2007,Student with Disability,5,2,s,s,s
09X414,JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS,2006,Not Student with Disability,99,51,8,8.10%,15.70%
09X414,JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS,2007,Not Student with Disability,111,43,6,5.40%,14.00%
09X414,JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS,2006,Student with Disability,24,5,s,s,s
09X414,JONATHAN LEVIN HS OF MEDIA AND COMMUNICATIONS,2007,Student with Disability,21,6,s,s,s
