MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-01377-0001,"810 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,12,1926,67465,2496205,37,12500000,185,1-01439-0009,"325 64 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,90,1920,67390,2351573,34.9,11300000,168,0.55,1-01437-0041,"330 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1949,70992,1826325,25.7,7930000,112,0.55
1-01377-0003,"812 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,30,1963,89890,2876480,32,13800000,154,1-01425-0017,"225 70 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,91,1961,83220,2607460,31.3,12500000,150,0.55,1-01490-0122,"555 78 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2771467,36.5,13900000,183,1.15
1-01377-0029,"43 62 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,24,1915,55639,2225560,40,11200000,201,1-01453-0021,"353 78 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,67,1986,53662,1695353,31.6,8120000,151,0.9,1-01531-0028,"244 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,40,1920,54763,2235319,40.8,11200000,205,1.2
1-01377-0040,"570 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,56,1916,141978,5821098,41,29200000,206,1-01460-0047,"400 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,0.6,1-01511-0033,"1450 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,94,1961,147534,3720046,25.2,16200000,110,1.05
1-01378-0001,"820 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,12,1916,116000,4640000,40,23300000,201,1-01473-0038,"420 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,112,1959,113820,3225341,28.3,15400000,135,1,1-01418-0011,"225 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,152,1962,105282,4031505,38.3,20200000,192,0.4
1-01378-0033,"580 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,53,1923,183919,5951618,32.4,28500000,155,1-01463-0021,"1273 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,182345,5150558,28.2,24700000,135,0.65,,,,,,,,,,,,
1-01378-0048,"721 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,31,1910,106163,4246520,40,21300000,201,1-01494-0015,"1094 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,112,1911,106947,5239041,49,26300000,246,0.95,1-01415-0021,"1143 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,108,1940,103304,2781886,26.9,13300000,129,0.35
1-01378-0070,"825 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,65,1927,130923,5367843,41,26900000,205,1-01460-0047,"400 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,0.7,1-01516-0052,"16O 88 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,154,1963,128132,3588695,28,17200000,134,1.25
1-01379-0001,"834 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,24,1931,187270,6367180,34,30500000,163,1-01463-0021,"1273 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,182345,5150558,28.2,24700000,135,0.7,,,,,,,,,,,,
1-01379-0021,"29 64 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,46,1922,104075,3486512,33.5,16700000,160,1-01532-0016,"241 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4011692,38.4,20100000,192,1.15,1-01415-0021,"1143 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,108,1940,103304,2781886,26.9,13300000,129,0.35
1-01379-0051,"30 65 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,65,1962,147121,4192948,28.5,20100000,137,1-01460-0047,"400 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,0.6,1-01511-0033,"1450 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,94,1961,147534,3720046,25.2,16200000,110,0.95
1-01380-0023,"27 65 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,87,1963,143840,4602880,32,22000000,153,1-01460-0047,"400 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,0.6,1-01511-0033,"1450 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,94,1961,147534,3720046,25.2,16200000,110,0.9
1-01380-0033,"55 65 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,36,1910,30800,1170400,38,5870000,191,1-01468-0039,"410 74 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D1-ELEVATOR,56,1920,28560,993363,34.8,4760000,167,0.7,1-01412-0012,"117 77 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,40,1929,29500,1242149,42.1,6230000,211,0.6
1-01380-0035,"620 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,18,1924,64234,2697828,42,13500000,210,1-01517-0058,"1328 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,60,1936,64344,1832378,28.5,8780000,136,1.15,1-01387-0056,"900 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,65,1939,66731,2861408,42.9,14400000,216,0.35
1-01380-0039,"630 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,37,1917,104092,4423910,42.5,22200000,213,1-01532-0016,"241 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,111,1989,104440,4011692,38.4,20100000,192,1.1,1-01415-0021,"1143 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,108,1940,103304,2781886,26.9,13300000,129,0.4
1-01380-0069,"845 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,17,1920,94479,3684681,39,18500000,196,1-01380-0014,"19 65 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,19,1928,16000,594506,37.2,2980000,186,0,1-01387-0056,"900 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,65,1939,66731,2861408,42.9,14400000,216,0.35
1-01381-0001,"1 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,106,1949,153525,4912800,32,23500000,153,1-01438-0006,"305 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,111,1931,164567,6913219,42,34700000,211,0.55,,,,,,,,,,,,
1-01381-0025,"53 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,28,1924,80985,3320385,41,16700000,206,1-01517-0050,"1329 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,98,1929,80351,2414297,30,11600000,144,1.15,1-01510-0020,"1195 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,61,1987,78874,5155062,65,25900000,328,0.8
1-01381-0035,"640 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,14,1914,95615,4063637,42.5,20400000,213,1-01517-0020,"1327 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,97,1927,87192,2457054,28.2,11800000,135,1.15,1-01415-0021,"1143 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,108,1940,103304,2781886,26.9,13300000,129,0.4
1-01381-0038,"650 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,102,1962,223000,6913000,31,33100000,148,1-01560-0021,"1511 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,156,1966,223798,4321496,19.31,18800000,84,0.9,1-01532-0004,"1533 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,179,1991,222000,7936399,35.7,38000000,171,1.05
1-01381-0069,"2 67 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,15,1928,93515,3460055,37,17400000,186,1-01425-0027,"1345 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),C7-WALK-UP,18,1925,7500,324529,43.3,1630000,217,0.45,1-01418-0011,"225 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,152,1962,105282,4031505,38.3,20200000,192,0.45
1-01382-0001,"857 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,19,1962,72930,2443155,33.5,11700000,160,1-01510-0020,"1195 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,61,1987,78874,5155062,65,25900000,328,0.75,1-01577-0001,"1520 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,272,1972,281902,11189071,39.7,56100000,199,1.05
1-01382-0036,"660 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,13,1926,62935,2580335,41,12900000,205,1-01509-0020,"151 80 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,52,1922,57666,2937735,51,14700000,255,0.7,1-01448-0001,"1404 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,66,1966,56980,1516068,26.6,6580000,115,0.55
1-01382-0065,"6 68 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,14,1920,21920,854880,39,4290000,196,1-01431-0043,"204 77 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,31,1940,21120,554864,26.3,2410000,114,0.6,,,,,,,,,,,,
1-01382-0069,"860 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,167,1950,306573,11343201,37,56900000,186,1-01560-0001,"1540 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,314,1980,302049,12850402,42.5,64400000,213,0.95,1-01563-0004,"1608 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,182,1994,302854,12980770,42.9,65100000,215,1.05
1-01383-0001,"870 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,102,1949,235448,8947024,38,44900000,191,1-01512-0040,"1482 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,185,1963,224000,6353010,28.4,30400000,136,0.8,1-01532-0004,"1533 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,179,1991,222000,7936399,35.7,38000000,171,1
1-01383-0069,"875 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,126,1940,224000,8736000,39,43800000,196,1-01512-0040,"1482 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,185,1963,224000,6353010,28.4,30400000,136,0.8,1-01391-0002,"952 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,38,1923,39030,1577218,40.4,7910000,203,0.4
1-01384-0001,"880 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,170,1948,322346,12249148,38,61400000,190,1-01424-0001,"201 69 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,309,1927,316500,14966601,47.3,75100000,237,0.4,1-01541-0001,"1695 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,387,1985,329850,12355459,37.5,62000000,188,1.4
1-01384-0010,"3 69 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,35,1938,62100,2484000,40,12500000,201,1-01393-0040,"74 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,42,1899,62472,2944086,47.1,14800000,237,0.45,1-01484-0001,"1360 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1958,60775,1598434,26.3,6940000,114,0.85
1-01384-0026,"25 69 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,13,1920,13757,536523,39,2690000,196,1-01468-0032,"488 74 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D1-ELEVATOR,26,1910,13482,446742,33.1,2140000,159,0.6,1-01428-0007,"211 73 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,24,1930,13585,707613,52,3550000,261,0.35
1-01384-0032,"700 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,51,1960,192666,7513974,39,37700000,196,1-01418-0045,"1081 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,116,1968,174273,6855800,39.3,34400000,197,0.45,1-01527-0028,"1571 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,182,1963,189612,4603948,24.28,20000000,105,0.7
1-01384-0037,"710 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,87,1948,161000,6118000,38,30700000,191,1-01553-0027,"1749 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,165,2002,164384,6090584,37.1,30500000,186,1.15,1-01447-0023,"1347 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,145,1962,165527,4610558,27.9,22100000,134,0.45
1-01384-0063,"10 70 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,49,1962,115306,3343874,29,16000000,139,1-01508-0001,"903 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D3-ELEVATOR,70,1913,113281,3191711,28.2,15300000,135,0.55,,,,,,,,,,,,
1-01384-0065,"4 70 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,37,1938,62100,2546100,41,12800000,206,1-01509-0020,"151 80 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,52,1922,57666,2937735,51,14700000,255,0.65,1-01448-0001,"1404 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,66,1966,56980,1516068,26.6,6580000,115,0.6
1-01384-0069,"884 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,19,1927,71697,2724486,38,13700000,191,1-01437-0041,"330 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D1-ELEVATOR,90,1949,70992,1826325,25.7,7930000,112,0.65,1-01490-0122,"555 78 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,87,1940,75854,2771467,36.5,13900000,183,0.95
1-01385-0032,"720 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,32,1928,203490,6409935,31.5,30700000,151,1-01417-0028,"1191 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,191,1964,207284,5780380,27.9,27700000,134,0.5,1-01527-0045,"200 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,246,1980,205261,8968163,43.7,45000000,219,0.65
1-01385-0037,"730 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,41,1928,192445,6928020,36,34700000,180,1-01463-0021,"1273 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D9-ELEVATOR,213,1957,182345,5150558,28.2,24700000,135,0.6,,,,,,,,,,,,
1-01386-0001,"900 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,55,1960,170106,5103180,30,24400000,143,1-01418-0045,"1081 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,116,1968,174273,6855800,39.3,34400000,197,0.55,1-01421-0005,"205 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,257,1880,170424,4578460,26.9,19900000,117,0.45
1-01386-0006,"3 71 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,50,1948,80860,2425800,30,11600000,143,1-01517-0050,"1329 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,98,1929,80351,2414297,30,11600000,144,0.9,1-01510-0020,"1195 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,61,1987,78874,5155062,65,25900000,328,0.6
1-01386-0033,"740 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,36,1930,273583,9575405,35,45900000,168,1-01559-0019,"1493 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,250,1956,277073,9598974,34.6,46000000,166,0.7,1-01546-0001,"303 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,263,1977,268750,10754611,40,53900000,201,0.75
1-01386-0037,"750 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,70,1951,72792,2220156,30.5,10600000,146,1-01472-0022,"1453 YORK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D7-ELEVATOR,96,1958,75936,2456604,32.4,11800000,155,0.65,1-01409-0021,"1033 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,35,1923,71189,2048170,28.8,9810000,138,0.25
1-01386-0046,"36 72 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,23,1927,63296,2120416,33.5,10200000,161,1-01471-0003,"1470 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,84,1975,63862,2065833,32.3,9900000,155,0.65,1-01548-0036,"334 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,75,1961,62990,1991884,31.6,9540000,151,0.85
1-01386-0049,"30 72 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,24,1930,64874,2140842,33,10300000,159,1-01517-0058,"1328 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D7-ELEVATOR,60,1936,64344,1832378,28.5,8780000,136,0.9,1-01387-0056,"900 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,65,1939,66731,2861408,42.9,14400000,216,0.1
1-01386-0064,"4 72 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,18,1929,106001,3498033,33,16800000,158,1-01473-0038,"420 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D3-ELEVATOR,112,1959,113820,3225341,28.3,15400000,135,0.75,1-01418-0011,"225 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,152,1962,105282,4031505,38.3,20200000,192,0.55
1-01386-0069,"907 5 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D4-ELEVATOR,48,1915,147257,4933109,33.5,23600000,160,1-01460-0047,"400 66 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,129,1999,138500,5876391,42.4,29500000,213,0.75,1-01511-0033,"1450 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D6-ELEVATOR,94,1961,147534,3720046,25.2,16200000,110,0.65
