Agency,Indicator ID,Indicator Name,Indicator Sequence,Sub-Indicator,Subindicator Sequence,Record Type,Desired Direction,Critical Flag,Geography,Measure Type,Fiscal Year,Conditional Format,Raw Value,Format Type,Value Percent,Value Number,Value Currency,Value Time,Value Ratio
NYPD,6850,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 71st Precinct,71,IND,Down,N,Police Precinct 113,,2011,,9.19,N,,9.2,,,
NYPD,6850,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 71st Precinct,71,IND,Down,N,Police Precinct 113,,2012,,9.66,N,,9.7,,,
NYPD,6851,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 72nd Precinct,72,IND,Down,N,Police Precinct 114,,2010,,,N,,,,,
NYPD,6851,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 72nd Precinct,72,IND,Down,N,Police Precinct 114,,2011,,8.1,N,,8.1,,,
NYPD,6851,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 72nd Precinct,72,IND,Down,N,Police Precinct 114,,2012,,9.51,N,,9.5,,,
NYPD,6852,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 73rd Precinct,73,IND,Down,N,Police Precinct 115,,2012,,10.43,N,,10.4,,,
NYPD,6852,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 73rd Precinct,73,IND,Down,N,Police Precinct 115,,2011,,9.6,N,,9.6,,,
NYPD,6852,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 73rd Precinct,73,IND,Down,N,Police Precinct 115,,2010,,,N,,,,,
NYPD,6853,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 75th Precinct,75,IND,Down,N,Police Precinct 122,,2010,,,N,,,,,
NYPD,6853,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 75th Precinct,75,IND,Down,N,Police Precinct 122,,2011,,10.96,N,,11,,,
NYPD,6853,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 75th Precinct,75,IND,Down,N,Police Precinct 122,,2012,,11.82,N,,11.8,,,
NYPD,6854,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 76th Precinct,76,IND,Down,N,Police Precinct 123,,2010,,,N,,,,,
NYPD,6854,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 76th Precinct,76,IND,Down,N,Police Precinct 123,,2011,,6.91,N,,6.9,,,
NYPD,6854,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 76th Precinct,76,IND,Down,N,Police Precinct 123,,2012,,7.05,N,,7.1,,,
NYPD,6855,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 77th Precinct,77,IND,Down,N,Police Precinct 77,,2010,,,N,,,,,
NYPD,6855,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 77th Precinct,77,IND,Down,N,Police Precinct 77,,2011,,9.27,N,,9.3,,,
NYPD,6855,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 77th Precinct,77,IND,Down,N,Police Precinct 77,,2012,,8.78,N,,8.8,,,
NYPD,6856,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 78th Precinct,78,IND,Down,N,Police Precinct 78,,2010,,,N,,,,,
NYPD,6856,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 78th Precinct,78,IND,Down,N,Police Precinct 78,,2011,,6.91,N,,6.9,,,
NYPD,6856,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 78th Precinct,78,IND,Down,N,Police Precinct 78,,2012,,7.36,N,,7.4,,,
NYPD,6857,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 79th Precinct,79,IND,Down,N,Police Precinct 79,,2012,,8.59,N,,8.6,,,
NYPD,6857,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 79th Precinct,79,IND,Down,N,Police Precinct 79,,2010,,,N,,,,,
NYPD,6857,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 79th Precinct,79,IND,Down,N,Police Precinct 79,,2011,,7.99,N,,8,,,
NYPD,6810,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 7th Precinct,7,IND,Down,N,Police Precinct 13,,2010,,,N,,,,,
NYPD,6810,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 7th Precinct,7,IND,Down,N,Police Precinct 13,,2011,,6.93,N,,6.9,,,
NYPD,6810,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 7th Precinct,7,IND,Down,N,Police Precinct 13,,2012,,8.13,N,,8.1,,,
NYPD,6858,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 81st Precinct,81,IND,Down,N,Police Precinct 81,,2012,,8.040000000000001,N,,8,,,
NYPD,6858,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 81st Precinct,81,IND,Down,N,Police Precinct 81,,2011,,8.67,N,,8.7,,,
NYPD,6858,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 81st Precinct,81,IND,Down,N,Police Precinct 81,,2010,,,N,,,,,
NYPD,6859,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 83rd Precinct,83,IND,Down,N,Police Precinct 83,,2012,,8.98,N,,9,,,
NYPD,6859,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 83rd Precinct,83,IND,Down,N,Police Precinct 83,,2011,,9.040000000000001,N,,9,,,
NYPD,6859,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 83rd Precinct,83,IND,Down,N,Police Precinct 83,,2010,,,N,,,,,
NYPD,6860,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 84th Precinct,84,IND,Down,N,Police Precinct 84,,2012,,7.71,N,,7.7,,,
NYPD,6860,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 84th Precinct,84,IND,Down,N,Police Precinct 84,,2011,,6.46,N,,6.5,,,
NYPD,6860,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 84th Precinct,84,IND,Down,N,Police Precinct 84,,2010,,,N,,,,,
NYPD,6861,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 88th Precinct,88,IND,Down,N,Police Precinct 88,,2012,,8.38,N,,8.4,,,
NYPD,6861,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 88th Precinct,88,IND,Down,N,Police Precinct 88,,2011,,7.57,N,,7.6,,,
NYPD,6861,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 88th Precinct,88,IND,Down,N,Police Precinct 88,,2010,,,N,,,,,
NYPD,6862,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 90th Precinct,90,IND,Down,N,Police Precinct 90,,2012,,8.74,N,,8.7,,,
NYPD,6862,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 90th Precinct,90,IND,Down,N,Police Precinct 90,,2011,,7.84,N,,7.8,,,
NYPD,6862,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 90th Precinct,90,IND,Down,N,Police Precinct 90,,2010,,,N,,,,,
NYPD,6863,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 94th Precinct,94,IND,Down,N,Police Precinct 94,,2012,,6.34,N,,6.3,,,
NYPD,6863,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 94th Precinct,94,IND,Down,N,Police Precinct 94,,2011,,5.89,N,,5.9,,,
NYPD,6863,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 94th Precinct,94,IND,Down,N,Police Precinct 94,,2010,,,N,,,,,
NYPD,6811,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 9th Precinct,9,IND,Down,N,Police Precinct 17,,2012,,8.18,N,,8.2,,,
NYPD,6811,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 9th Precinct,9,IND,Down,N,Police Precinct 17,,2011,,7.69,N,,7.7,,,
NYPD,6811,Average response time to crimes in progress - Critical (minutes),0,Average Response Time to crimes in progress - Critical (minutes) - 9th Precinct,9,IND,Down,N,Police Precinct 17,,2010,,,N,,,,,
SBS,3757,Average acceptably clean BID sidewalk ratings (%),28,Average acceptably clean BID sidewalk ratings (%),0,IND,Up,Y,Citywide,,2010,,99.10000000000001,P,99.1%,,,,
SBS,3757,Average acceptably clean BID sidewalk ratings (%),28,Average acceptably clean BID sidewalk ratings (%),0,IND,Up,Y,Citywide,Target,2013,,99,P,99%,,,,
SBS,3757,Average acceptably clean BID sidewalk ratings (%),28,Average acceptably clean BID sidewalk ratings (%),0,IND,Up,Y,Citywide,,2011,,99,P,99%,,,,
SBS,3757,Average acceptably clean BID sidewalk ratings (%),28,Average acceptably clean BID sidewalk ratings (%),0,IND,Up,Y,Citywide,Target,2014,,99,P,99%,,,,
SBS,3757,Average acceptably clean BID sidewalk ratings (%),28,Average acceptably clean BID sidewalk ratings (%),0,IND,Up,Y,Citywide,,2012,,99,P,99%,,,,
SBS,3757,Average acceptably clean BID sidewalk ratings (%),28,Average acceptably clean BID sidewalk ratings (%),0,IND,Up,Y,Citywide,PMMR,2013,,98.10000000000001,P,98.1%,,,,
SBS,3757,Average acceptably clean BID sidewalk ratings (%),28,Average acceptably clean BID sidewalk ratings (%),0,IND,Up,Y,Citywide,PMMR,2012,,98.8,P,98.8%,,,,
SBS,3759,Average acceptably clean BID street ratings (%),33,Average acceptably clean BID street ratings (%),0,IND,Up,N,Citywide,,2010,,97.7,P,97.7%,,,,
SBS,3759,Average acceptably clean BID street ratings (%),33,Average acceptably clean BID street ratings (%),0,IND,Up,N,Citywide,PMMR,2013,,97.7,P,97.7%,,,,
SBS,3759,Average acceptably clean BID street ratings (%),33,Average acceptably clean BID street ratings (%),0,IND,Up,N,Citywide,,2011,,96.3,P,96.3%,,,,
SBS,3759,Average acceptably clean BID street ratings (%),33,Average acceptably clean BID street ratings (%),0,IND,Up,N,Citywide,PMMR,2012,,97.7,P,97.7%,,,,
SBS,3759,Average acceptably clean BID street ratings (%),33,Average acceptably clean BID street ratings (%),0,IND,Up,N,Citywide,,2012,,98,P,98%,,,,
SBS,3759,Average acceptably clean BID street ratings (%),33,Average acceptably clean BID street ratings (%),0,IND,Up,N,Citywide,Target,2013,,,P,,,,,
SBS,3759,Average acceptably clean BID street ratings (%),33,Average acceptably clean BID street ratings (%),0,IND,Up,N,Citywide,Target,2014,,,P,,,,,
OATH,3214,Average adjournment time at OATH (business days),4,Average adjournment time at OATH (business days),0,IND,Down,Y,Citywide,,2010,,15.3,N,,15.3,,,
OATH,3214,Average adjournment time at OATH (business days),4,Average adjournment time at OATH (business days),0,IND,Down,Y,Citywide,Target,2013,,20,N,,20,,,
OATH,3214,Average adjournment time at OATH (business days),4,Average adjournment time at OATH (business days),0,IND,Down,Y,Citywide,,2011,,14.6,N,,14.6,,,
OATH,3214,Average adjournment time at OATH (business days),4,Average adjournment time at OATH (business days),0,IND,Down,Y,Citywide,Target,2014,,20,N,,20,,,
OATH,3214,Average adjournment time at OATH (business days),4,Average adjournment time at OATH (business days),0,IND,Down,Y,Citywide,,2012,,14.8,N,,14.8,,,
OATH,3214,Average adjournment time at OATH (business days),4,Average adjournment time at OATH (business days),0,IND,Down,Y,Citywide,PMMR,2012,,14.5,N,,14.5,,,
OATH,3214,Average adjournment time at OATH (business days),4,Average adjournment time at OATH (business days),0,IND,Down,Y,Citywide,PMMR,2013,,14,N,,14,,,
CCHR,2317,Average age of complaint caseload (days),16,Average age of complaint caseload (days),0,IND,Down,Y,Citywide,,2010,,315,N,,315,,,
CCHR,2317,Average age of complaint caseload (days),16,Average age of complaint caseload (days),0,IND,Down,Y,Citywide,,2011,,306,N,,306,,,
CCHR,2317,Average age of complaint caseload (days),16,Average age of complaint caseload (days),0,IND,Down,Y,Citywide,,2012,,335,N,,335,,,
CCHR,2317,Average age of complaint caseload (days),16,Average age of complaint caseload (days),0,IND,Down,Y,Citywide,Target,2014,,,N,,,,,
CCHR,2317,Average age of complaint caseload (days),16,Average age of complaint caseload (days),0,IND,Down,Y,Citywide,Target,2013,,,N,,,,,
CCHR,2317,Average age of complaint caseload (days),16,Average age of complaint caseload (days),0,IND,Down,Y,Citywide,PMMR,2013,,338,N,,338,,,
CCHR,2317,Average age of complaint caseload (days),16,Average age of complaint caseload (days),0,IND,Down,Y,Citywide,PMMR,2012,,336,N,,336,,,
CCRB,10166,Average age of open docket (days),2,Average age of open docket (days),0,IND,Down,N,Citywide,Target,2014,,,N,,,,,
CCRB,10166,Average age of open docket (days),2,Average age of open docket (days),0,IND,Down,N,Citywide,Target,2013,,,N,,,,,
CCRB,10166,Average age of open docket (days),2,Average age of open docket (days),0,IND,Down,N,Citywide,PMMR,2013,,144,N,,144,,,
CCRB,10166,Average age of open docket (days),2,Average age of open docket (days),0,IND,Down,N,Citywide,PMMR,2012,,139,N,,139,,,
CCRB,10166,Average age of open docket (days),2,Average age of open docket (days),0,IND,Down,N,Citywide,,2012,,,N,,,,,
CCRB,10166,Average age of open docket (days),2,Average age of open docket (days),0,IND,Down,N,Citywide,,2011,,,N,,,,,
CCRB,10166,Average age of open docket (days),2,Average age of open docket (days),0,IND,Down,N,Citywide,,2010,,,N,,,,,
BIC,2270,Average age of pending public wholesale market applications (days) - New,37,Average age of pending public wholesale market applications (days) - New,0,IND,Down,N,Citywide,,2010,,160,N,,160,,,
BIC,2270,Average age of pending public wholesale market applications (days) - New,37,Average age of pending public wholesale market applications (days) - New,0,IND,Down,N,Citywide,,2011,,305,N,,305,,,
BIC,2270,Average age of pending public wholesale market applications (days) - New,37,Average age of pending public wholesale market applications (days) - New,0,IND,Down,N,Citywide,,2012,,392,N,,392,,,
BIC,2270,Average age of pending public wholesale market applications (days) - New,37,Average age of pending public wholesale market applications (days) - New,0,IND,Down,N,Citywide,Target,2013,,,N,,,,,
BIC,2270,Average age of pending public wholesale market applications (days) - New,37,Average age of pending public wholesale market applications (days) - New,0,IND,Down,N,Citywide,PMMR,2012,,337,N,,337,,,
BIC,2270,Average age of pending public wholesale market applications (days) - New,37,Average age of pending public wholesale market applications (days) - New,0,IND,Down,N,Citywide,Target,2014,,,N,,,,,
BIC,2270,Average age of pending public wholesale market applications (days) - New,37,Average age of pending public wholesale market applications (days) - New,0,IND,Down,N,Citywide,PMMR,2013,,492,N,,492,,,
BIC,2269,Average age of pending public wholesale market applications (days) - New and renewal,36,Average age of pending public wholesale market applications (days) - New and renewal,0,IND,Down,N,Citywide,PMMR,2013,,264,N,,264,,,
BIC,2269,Average age of pending public wholesale market applications (days) - New and renewal,36,Average age of pending public wholesale market applications (days) - New and renewal,0,IND,Down,N,Citywide,PMMR,2012,,260,N,,260,,,
BIC,2269,Average age of pending public wholesale market applications (days) - New and renewal,36,Average age of pending public wholesale market applications (days) - New and renewal,0,IND,Down,N,Citywide,Target,2014,,,N,,,,,
BIC,2269,Average age of pending public wholesale market applications (days) - New and renewal,36,Average age of pending public wholesale market applications (days) - New and renewal,0,IND,Down,N,Citywide,Target,2013,,,N,,,,,
BIC,2269,Average age of pending public wholesale market applications (days) - New and renewal,36,Average age of pending public wholesale market applications (days) - New and renewal,0,IND,Down,N,Citywide,,2012,,243,N,,243,,,
BIC,2269,Average age of pending public wholesale market applications (days) - New and renewal,36,Average age of pending public wholesale market applications (days) - New and renewal,0,IND,Down,N,Citywide,,2011,,267,N,,267,,,
BIC,2269,Average age of pending public wholesale market applications (days) - New and renewal,36,Average age of pending public wholesale market applications (days) - New and renewal,0,IND,Down,N,Citywide,,2010,,159,N,,159,,,
BIC,2271,Average age of pending public wholesale market applications (days) - Renewal,38,Average age of pending public wholesale market applications (days) - Renewal,0,IND,Down,N,Citywide,,2012,,137,N,,137,,,
BIC,2271,Average age of pending public wholesale market applications (days) - Renewal,38,Average age of pending public wholesale market applications (days) - Renewal,0,IND,Down,N,Citywide,,2011,,222,N,,222,,,
BIC,2271,Average age of pending public wholesale market applications (days) - Renewal,38,Average age of pending public wholesale market applications (days) - Renewal,0,IND,Down,N,Citywide,,2010,,160,N,,160,,,
BIC,2271,Average age of pending public wholesale market applications (days) - Renewal,38,Average age of pending public wholesale market applications (days) - Renewal,0,IND,Down,N,Citywide,Target,2013,,,N,,,,,
BIC,2271,Average age of pending public wholesale market applications (days) - Renewal,38,Average age of pending public wholesale market applications (days) - Renewal,0,IND,Down,N,Citywide,PMMR,2013,,132,N,,132,,,
BIC,2271,Average age of pending public wholesale market applications (days) - Renewal,38,Average age of pending public wholesale market applications (days) - Renewal,0,IND,Down,N,Citywide,PMMR,2012,,170,N,,170,,,
BIC,2271,Average age of pending public wholesale market applications (days) - Renewal,38,Average age of pending public wholesale market applications (days) - Renewal,0,IND,Down,N,Citywide,Target,2014,,,N,,,,,
BIC,2246,Average age of pending waste hauling applications (days) - New,18,Average age of pending waste hauling applications (days) - New,0,IND,Down,N,Citywide,PMMR,2012,,235,N,,235,,,
BIC,2246,Average age of pending waste hauling applications (days) - New,18,Average age of pending waste hauling applications (days) - New,0,IND,Down,N,Citywide,PMMR,2013,,295,N,,295,,,
BIC,2246,Average age of pending waste hauling applications (days) - New,18,Average age of pending waste hauling applications (days) - New,0,IND,Down,N,Citywide,Target,2014,,,N,,,,,
BIC,2246,Average age of pending waste hauling applications (days) - New,18,Average age of pending waste hauling applications (days) - New,0,IND,Down,N,Citywide,Target,2013,,,N,,,,,
BIC,2246,Average age of pending waste hauling applications (days) - New,18,Average age of pending waste hauling applications (days) - New,0,IND,Down,N,Citywide,,2010,,147,N,,147,,,
BIC,2246,Average age of pending waste hauling applications (days) - New,18,Average age of pending waste hauling applications (days) - New,0,IND,Down,N,Citywide,,2011,,212,N,,212,,,
BIC,2246,Average age of pending waste hauling applications (days) - New,18,Average age of pending waste hauling applications (days) - New,0,IND,Down,N,Citywide,,2012,,256,N,,256,,,
BIC,2245,Average age of pending waste hauling applications (days) - New and Renewal,17,Average age of pending waste hauling applications (days) - New and Renewal,0,IND,Down,Y,Citywide,,2012,,168,N,,168,,,
BIC,2245,Average age of pending waste hauling applications (days) - New and Renewal,17,Average age of pending waste hauling applications (days) - New and Renewal,0,IND,Down,Y,Citywide,,2011,,167,N,,167,,,
BIC,2245,Average age of pending waste hauling applications (days) - New and Renewal,17,Average age of pending waste hauling applications (days) - New and Renewal,0,IND,Down,Y,Citywide,,2010,,167,N,,167,,,
BIC,2245,Average age of pending waste hauling applications (days) - New and Renewal,17,Average age of pending waste hauling applications (days) - New and Renewal,0,IND,Down,Y,Citywide,PMMR,2013,,194,N,,194,,,
BIC,2245,Average age of pending waste hauling applications (days) - New and Renewal,17,Average age of pending waste hauling applications (days) - New and Renewal,0,IND,Down,Y,Citywide,PMMR,2012,,163,N,,163,,,
BIC,2245,Average age of pending waste hauling applications (days) - New and Renewal,17,Average age of pending waste hauling applications (days) - New and Renewal,0,IND,Down,Y,Citywide,Target,2014,,190,N,,190,,,
BIC,2245,Average age of pending waste hauling applications (days) - New and Renewal,17,Average age of pending waste hauling applications (days) - New and Renewal,0,IND,Down,Y,Citywide,Target,2013,,190,N,,190,,,
BIC,2247,Average age of pending waste hauling applications (days) - Renewal,19,Average age of pending waste hauling applications (days) - Renewal,0,IND,Down,N,Citywide,Target,2014,,,N,,,,,
BIC,2247,Average age of pending waste hauling applications (days) - Renewal,19,Average age of pending waste hauling applications (days) - Renewal,0,IND,Down,N,Citywide,Target,2013,,,N,,,,,
BIC,2247,Average age of pending waste hauling applications (days) - Renewal,19,Average age of pending waste hauling applications (days) - Renewal,0,IND,Down,N,Citywide,PMMR,2012,,132,N,,132,,,
BIC,2247,Average age of pending waste hauling applications (days) - Renewal,19,Average age of pending waste hauling applications (days) - Renewal,0,IND,Down,N,Citywide,PMMR,2013,,154,N,,154,,,
BIC,2247,Average age of pending waste hauling applications (days) - Renewal,19,Average age of pending waste hauling applications (days) - Renewal,0,IND,Down,N,Citywide,,2010,,182,N,,182,,,
BIC,2247,Average age of pending waste hauling applications (days) - Renewal,19,Average age of pending waste hauling applications (days) - Renewal,0,IND,Down,N,Citywide,,2011,,144,N,,144,,,
BIC,2247,Average age of pending waste hauling applications (days) - Renewal,19,Average age of pending waste hauling applications (days) - Renewal,0,IND,Down,N,Citywide,,2012,,135,N,,135,,,
FDNY,2478,Average ambulance tours per day (total 911 system),58,Average ambulance tours per day (total 911 system),0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
FDNY,2478,Average ambulance tours per day (total 911 system),58,Average ambulance tours per day (total 911 system),0,IND,Neutral,N,Citywide,,2010,,945,N,,945,,,
FDNY,2478,Average ambulance tours per day (total 911 system),58,Average ambulance tours per day (total 911 system),0,IND,Neutral,N,Citywide,Target,2013,,,N,,,,,
FDNY,2478,Average ambulance tours per day (total 911 system),58,Average ambulance tours per day (total 911 system),0,IND,Neutral,N,Citywide,,2011,,956,N,,956,,,
FDNY,2478,Average ambulance tours per day (total 911 system),58,Average ambulance tours per day (total 911 system),0,IND,Neutral,N,Citywide,,2012,,989,N,,989,,,
FDNY,2478,Average ambulance tours per day (total 911 system),58,Average ambulance tours per day (total 911 system),0,IND,Neutral,N,Citywide,PMMR,2012,,986,N,,986,,,
FDNY,2478,Average ambulance tours per day (total 911 system),58,Average ambulance tours per day (total 911 system),0,IND,Neutral,N,Citywide,PMMR,2013,,997,N,,997,,,
DOF,8380,Average amount collected from a closed audit ($000),6,Average amount collected from a closed audit ($000),0,IND,Neutral,N,Citywide,,2010,,67.67,C,,,$68.00,,
DOF,8380,Average amount collected from a closed audit ($000),6,Average amount collected from a closed audit ($000),0,IND,Neutral,N,Citywide,,2011,,89.92,C,,,$90.00,,
DOF,8380,Average amount collected from a closed audit ($000),6,Average amount collected from a closed audit ($000),0,IND,Neutral,N,Citywide,,2012,,129.63,C,,,$130.00,,
DOF,8380,Average amount collected from a closed audit ($000),6,Average amount collected from a closed audit ($000),0,IND,Neutral,N,Citywide,PMMR,2013,,84.21000000000001,C,,,$84.00,,
DOF,8380,Average amount collected from a closed audit ($000),6,Average amount collected from a closed audit ($000),0,IND,Neutral,N,Citywide,PMMR,2012,,73.44,C,,,$73.00,,
DOF,8380,Average amount collected from a closed audit ($000),6,Average amount collected from a closed audit ($000),0,IND,Neutral,N,Citywide,Target,2014,,,C,,,,,
DOF,8380,Average amount collected from a closed audit ($000),6,Average amount collected from a closed audit ($000),0,IND,Neutral,N,Citywide,Target,2013,,,C,,,,,
HRA,4176,Average annual administrative cost per Cash Assistance case ($),25,Average annual administrative cost per Cash Assistance case ($),0,IND,Down,N,Citywide,,2010,,561.96,C,,,$561.96,,
HRA,4176,Average annual administrative cost per Cash Assistance case ($),25,Average annual administrative cost per Cash Assistance case ($),0,IND,Down,N,Citywide,Target,2014,,,C,,,,,
HRA,4176,Average annual administrative cost per Cash Assistance case ($),25,Average annual administrative cost per Cash Assistance case ($),0,IND,Down,N,Citywide,,2011,,436.41,C,,,$436.41,,
HRA,4176,Average annual administrative cost per Cash Assistance case ($),25,Average annual administrative cost per Cash Assistance case ($),0,IND,Down,N,Citywide,Target,2013,,,C,,,,,
HRA,4176,Average annual administrative cost per Cash Assistance case ($),25,Average annual administrative cost per Cash Assistance case ($),0,IND,Down,N,Citywide,,2012,,472.91,C,,,$472.91,,
HRA,4176,Average annual administrative cost per Cash Assistance case ($),25,Average annual administrative cost per Cash Assistance case ($),0,IND,Down,N,Citywide,PMMR,2013,,,C,,,,,
HRA,4176,Average annual administrative cost per Cash Assistance case ($),25,Average annual administrative cost per Cash Assistance case ($),0,IND,Down,N,Citywide,PMMR,2012,,,C,,,,,
FDNY,2498,"Average annual cost of a ladder company ($000,000)",62,"Average annual cost of a ladder company ($000,000)",0,IND,Neutral,N,Citywide,,2010,,7.7,C,,,$7.70,,
FDNY,2498,"Average annual cost of a ladder company ($000,000)",62,"Average annual cost of a ladder company ($000,000)",0,IND,Neutral,N,Citywide,PMMR,2013,,,C,,,,,
FDNY,2498,"Average annual cost of a ladder company ($000,000)",62,"Average annual cost of a ladder company ($000,000)",0,IND,Neutral,N,Citywide,,2011,,8,C,,,$8.00,,
FDNY,2498,"Average annual cost of a ladder company ($000,000)",62,"Average annual cost of a ladder company ($000,000)",0,IND,Neutral,N,Citywide,PMMR,2012,,,C,,,,,
FDNY,2498,"Average annual cost of a ladder company ($000,000)",62,"Average annual cost of a ladder company ($000,000)",0,IND,Neutral,N,Citywide,,2012,,8.4,C,,,$8.40,,
FDNY,2498,"Average annual cost of a ladder company ($000,000)",62,"Average annual cost of a ladder company ($000,000)",0,IND,Neutral,N,Citywide,Target,2014,,,C,,,,,
FDNY,2498,"Average annual cost of a ladder company ($000,000)",62,"Average annual cost of a ladder company ($000,000)",0,IND,Neutral,N,Citywide,Target,2013,,,C,,,,,
FDNY,2497,"Average annual cost of an engine company ($000,000)",61,"Average annual cost of an engine company ($000,000)",0,IND,Neutral,N,Citywide,,2010,,6.600000000000001,C,,,$6.60,,
FDNY,2497,"Average annual cost of an engine company ($000,000)",61,"Average annual cost of an engine company ($000,000)",0,IND,Neutral,N,Citywide,Target,2014,,,C,,,,,
FDNY,2497,"Average annual cost of an engine company ($000,000)",61,"Average annual cost of an engine company ($000,000)",0,IND,Neutral,N,Citywide,,2011,,6.600000000000001,C,,,$6.60,,
FDNY,2497,"Average annual cost of an engine company ($000,000)",61,"Average annual cost of an engine company ($000,000)",0,IND,Neutral,N,Citywide,Target,2013,,,C,,,,,
FDNY,2497,"Average annual cost of an engine company ($000,000)",61,"Average annual cost of an engine company ($000,000)",0,IND,Neutral,N,Citywide,,2012,,6.7,C,,,$6.70,,
FDNY,2497,"Average annual cost of an engine company ($000,000)",61,"Average annual cost of an engine company ($000,000)",0,IND,Neutral,N,Citywide,PMMR,2013,,,C,,,,,
FDNY,2497,"Average annual cost of an engine company ($000,000)",61,"Average annual cost of an engine company ($000,000)",0,IND,Neutral,N,Citywide,PMMR,2012,,,C,,,,,
DOE,3867,Average breakfasts served daily,87,Average breakfasts served daily,0,IND,Neutral,N,Citywide,,2012,,224641,N,,224641,,,
DOE,3867,Average breakfasts served daily,87,Average breakfasts served daily,0,IND,Neutral,N,Citywide,,2011,,224623,N,,224623,,,
DOE,3867,Average breakfasts served daily,87,Average breakfasts served daily,0,IND,Neutral,N,Citywide,,2010,,220923,N,,220923,,,
DOE,3867,Average breakfasts served daily,87,Average breakfasts served daily,0,IND,Neutral,N,Citywide,Target,2014,,,N,,,,,
DOE,3867,Average breakfasts served daily,87,Average breakfasts served daily,0,IND,Neutral,N,Citywide,PMMR,2013,,,N,,,,,
