BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-01206-7501,241-R1,"1206 PACIFIC STREET
Brooklyn, New York
(40.677725338107194, -73.9517989609476)",CROWN HEIGHTS,R2-WALK-UP,32,1915,30455,487280,16,1979998,65,3-01311-0038,"658 MONTGOMERY STREET
Brooklyn, New York
(40.66493827941294, -73.94301769326341)",CROWN HEIGHTS,C1-WALK-UP,38,1925,43200,502848,11.64,1770000,41,0.95,,,,,,,,,,,,
3-01219-7501,864-R1,"1062 BERGEN STREET
Brooklyn, New York
(40.67612201504883, -73.95096402564683)",CROWN HEIGHTS,R2-WALK-UP,16,1900,13680,213408,15.6,868005,63,3-01281-0007,"1593 BEDFORD AVENUE
Brooklyn, New York
(40.66792298104712, -73.95604661465144)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,205656,15.58,836000,63,0.55,3-01281-0009,"1589 BEDFORD AVENUE
Brooklyn, New York
(40.66806387484246, -73.95600293757488)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,205656,15.58,836000,63,0.55
3-01252-7501,1619-R1,"1520 BEDFORD AVENUE
Brooklyn, New York
(40.67133710922248, -73.95486483439217)",CROWN HEIGHTS,R2-WALK-UP,11,1931,8620,236188,27.4,1140001,132,3-01149-0006,"677 CLASSON AVENUE
Brooklyn, New York
(40.677105851113765, -73.95922605156505)",CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,166917,27.4,809000,133,0.4,,,,,,,,,,,,
3-01254-7502,1927-R1,"794 ST JOHN'S PLACE
Brooklyn, New York
(40.671680840062024, -73.95182536068621)",CROWN HEIGHTS,R2-WALK-UP,16,1910,7983,163200,20.44,729002,91,3-02875-0056,"33 KINGSLAND AVENUE
Brooklyn, New York
(40.717173787054286, -73.94026113002411)",WILLIAMSBURG-EAST,C1-WALK-UP,12,1920,5616,101323,18.04,412000,73,3.25,3-01166-0053,"750 WASHINGTON AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PROSPECT HEIGHTS,C1-WALK-UP,16,1920,5896,102800,17.44,418000,71,0.75
3-01270-7502,1247-R1,"636 EASTERN PARKWAY
Brooklyn, New York
(40.66945343424666, -73.94753210014629)",CROWN HEIGHTS,R4-ELEVATOR,12,1910,27608,400316,14.5,1589998,58,3-01282-0032,"1176 PRESIDENT STREET
Brooklyn, New York
(40.66809889208137, -73.95151824181475)",CROWN HEIGHTS,C1-WALK-UP,21,1916,16980,382050,22.5,1710000,101,0.3,,,,,,,,,,,,
3-01272-7501,1217-R1,"866 EASTERN PARKWAY
Brooklyn, New York
(40.66903307409564, -73.93971710897958)",CROWN HEIGHTS,R4-ELEVATOR,22,2002,39964,603456,15.1,2390003,60,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,4.15,,,,,,,,,,,,
3-01283-7501,246-R1,"346 NEW YORK AVENUE
Brooklyn, New York
(40.667819687195575, -73.94795024768545)",CROWN HEIGHTS,R4-ELEVATOR,22,1920,19525,290922,14.9,1150001,59,3-01280-0022,"1030 PRESIDENT STREET
Brooklyn, New York
(40.668614967018186, -73.95746047139463)",CROWN HEIGHTS,C1-WALK-UP,28,1923,22132,328881,14.86,1010000,45.6,0.45,,,,,,,,,,,,
3-01285-7501,56-R1,"1365 CARROLL STREET
Brooklyn, New York
(40.66676430152858, -73.94267283409944)",CROWN HEIGHTS,R2-WALK-UP,16,1930,32400,346680,10.7,1170002,36.1,3-01181-0036,"307 LINCOLN PLACE
Brooklyn, New York
(40.67345274339349, -73.96586389709044)",CROWN HEIGHTS,C1-WALK-UP,40,1924,28316,311720,11.01,1100000,38.8,0.85,3-01181-0068,"285 EASTERN PARKWAY
Brooklyn, New York
(40.6711999033723, -73.95937132392659)",CROWN HEIGHTS,C1-WALK-UP,33,1914,28724,264576,9.21,872000,30.4,0.85
3-01293-7501,151-R1,"555 CROWN STREET
Brooklyn, New York
(40.66574481078226, -73.94014194978001)",CROWN HEIGHTS,R2-WALK-UP,16,1922,40060,374961,9.36,1239996,31,3-01363-0078,"1583 PROSPECT PLACE
Brooklyn, New York
(40.67292416429928, -73.92397653098885)",CROWN HEIGHTS,C1-WALK-UP,40,1926,42800,400541,9.36,1320000,30.8,1.05,3-01205-0062,"1067 DEAN STREET
Brooklyn, New York
(40.67743208572699, -73.95466972904677)",CROWN HEIGHTS,C1-WALK-UP,32,1910,30416,330317,10.86,1010000,33.2,1.05
3-01300-7501,417-R1,"504 CROWN STREET
Brooklyn, New York
(40.66578428234246, -73.9420807731541)",CROWN HEIGHTS,R2-WALK-UP,15,1991,31068,360388,11.6,1270001,40.9,3-06115-0151,"125 95 STREET
Brooklyn, New York
(40.61703711570941, -74.03696404426779)",BAY RIDGE,C1-WALK-UP,14,2002,16500,225749,13.68,895000,54,6,,,,,,,,,,,,
3-01309-7501,526-R1,"72 CLOVE ROAD
Brooklyn, New York
(40.664570452635715, -73.94961074402133)",CROWN HEIGHTS,R2-WALK-UP,48,1997,65071,1047643,16.1,4259988,65,3-03615-0001,"165 LOTT AVENUE
Brooklyn, New York
(40.65800134671435, -73.90759640493656)",BROWNSVILLE,C1-WALK-UP,104,1986,101127,1623440,16.05,4580000,45.3,2.25,,,,,,,,,,,,
3-01333-7501,935-R1,"605 NEW YORK AVENUE
Brooklyn, New York
(40.659667933376326, -73.94757003517113)",FLATBUSH-NORTH,R4-ELEVATOR,50,0,67889,1001538,14.75,3970000,58,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,3.45,,,,,,,,,,,,
3-01376-7501,1510-R1,"273 ALBANY AVENUE
Brooklyn, New York
(40.67127674607803, -73.93920247692989)",CROWN HEIGHTS,R2-WALK-UP,13,1906,8136,126921,15.6,515999,63,3-01281-0007,"1593 BEDFORD AVENUE
Brooklyn, New York
(40.66792298104712, -73.95604661465144)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,205656,15.58,836000,63,0.95,3-01281-0009,"1589 BEDFORD AVENUE
Brooklyn, New York
(40.66806387484246, -73.95600293757488)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,205656,15.58,836000,63,0.95
3-01403-7501,498-R1,"1738 UNION STREET
Brooklyn, New York
(40.667766312112974, -73.9307707193555)",CROWN HEIGHTS,R2-WALK-UP,26,1921,35732,532406,14.9,2109990,59,3-01280-0022,"1030 PRESIDENT STREET
Brooklyn, New York
(40.668614967018186, -73.95746047139463)",CROWN HEIGHTS,C1-WALK-UP,28,1923,22132,328881,14.86,1010000,45.6,1.45,3-01280-0025,"1036 PRESIDENT STREET
Brooklyn, New York
(40.66856327889845, -73.95720960458662)",CROWN HEIGHTS,C1-WALK-UP,26,1923,22132,328881,14.86,1010000,45.6,1.45
3-01426-7501,535-R1,"645 LEFFERTS AVENUE
Brooklyn, New York
(40.66305989441227, -73.9399360590479)",FLATBUSH-NORTH,R2-WALK-UP,22,1925,30700,337700,11,1190010,38.8,3-04630-0001,"1068 WINTHROP STREET
Brooklyn, New York
(40.66119521096577, -73.92427750326004)",FLATBUSH-NORTH,C1-WALK-UP,42,1926,30560,378620,12.39,1250000,40.9,0.85,3-04627-0031,"270 92 STREET
Brooklyn, New York
(40.61949166498779, -74.0335643352628)",FLATBUSH-NORTH,C1-WALK-UP,35,1920,36000,305795,8.49,1010000,28.1,0.75
3-01427-7501,513-R1,"762 EMPIRE BOULEVARD
Brooklyn, New York
(40.66371557309089, -73.9369153847159)",FLATBUSH-NORTH,R4-ELEVATOR,30,0,30360,431112,14.2,1710000,56,3-04671-0007,"334 ROCKAWAY PARKWAY
Brooklyn, New York
(40.65944763788458, -73.91829411858097)",FLATBUSH-NORTH,C1-WALK-UP,29,1920,30270,278181,9.19,917000,30.3,1,,,,,,,,,,,,
3-01429-7501,286-R1,"730 LEFFERTS AVENUE
Brooklyn, New York
(40.66319405933673, -73.93672560080331)",FLATBUSH-NORTH,R2-WALK-UP,15,1990,15785,223808,14.18,886997,56,3-04659-0049,"199 53 STREET
Brooklyn, New York
(40.58281148658252, -73.98874269946664)",FLATBUSH-NORTH,C1-WALK-UP,20,1930,20880,191700,9.18,632000,30.3,0.7,,,,,,,,,,,,
3-01429-7502,677-R1,"770 LEFFERTS AVENUE
Brooklyn, New York
(40.66327428406708, -73.9355509044916)",FLATBUSH-NORTH,R4-ELEVATOR,30,1998,50668,536867,10.6,1810020,35.7,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,3.55,,,,,,,,,,,,
3-01498-7501,446-R1,"723 MAC DONOUGH STREET
Brooklyn, New York
(40.68408958284992, -73.91727400839754)",OCEAN HILL,R2-WALK-UP,12,1910,13640,154132,11.3,543000,39.8,3-01466-0051,"1757 STERLING PLACE
Brooklyn, New York
(40.67094798189859, -73.92048040511767)",OCEAN HILL,C1-WALK-UP,32,1910,25160,283301,11.26,999000,39.7,0.95,,,,,,,,,,,,
3-01509-7501,431-R1,"472 BAINBRIDGE STREET
Brooklyn, New York
(40.682443540743236, -73.91804777746039)",OCEAN HILL,R2-WALK-UP,60,1992,53760,672000,12.5,2529993,47.1,3-01467-0001,"495 HOWARD AVENUE
Brooklyn, New York
(40.67089528028118, -73.91974268295942)",OCEAN HILL,C1-WALK-UP,72,1973,72000,1035360,14.38,2920000,40.6,0.8,,,,,,,,,,,,
3-01509-7502,591-R1,"419 CHAUNCEY STREET
Brooklyn, New York
(40.68178114473387, -73.91771364833676)",OCEAN HILL,R2-WALK-UP,24,1906,32087,291991,9.1,962006,30,3-08723-0400,"1182 BRIGHTON BEACH AVENU
Brooklyn, New York
(40.57725917658101, -73.95463190723147)",BRIGHTON BEACH,D1-ELEVATOR,24,2005,33408,616044,18.44,2510000,75,7.5,,,,,,,,,,,,
3-01521-7501,525-R1,"117 HOPKINSON AVENUE
Brooklyn, New York
(40.68104967921768, -73.9140746402569)",OCEAN HILL,R2-WALK-UP,15,1995,11050,184022,16.65,668000,60,3-00814-0020,"334 53 STREET
Brooklyn, New York
(40.6454937052338, -74.01554322862926)",SUNSET PARK,C1-WALK-UP,12,1983,9180,70686,7.7,200000,21.79,6,,,,,,,,,,,,
3-01526-7501,586-R1,"246 SUMPTER STREET
Brooklyn, New York
(40.68058377561211, -73.9146536341794)",OCEAN HILL,R2-WALK-UP,12,0,15335,272196,17.75,1110006,72,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,5.2,,,,,,,,,,,,
3-01593-7501,1874-R1,"417 HART STREET
Brooklyn, New York
(40.6949285712039, -73.9337281742958)",BEDFORD STUYVESANT,R2-WALK-UP,16,2005,15600,268788,17.23,557500,35.7,3-03326-0065,"255 LINDEN STREET
Brooklyn, New York
(40.69731983771483, -73.91559789185048)",BUSHWICK,C1-WALK-UP,16,1931,19800,356796,18.02,1450000,73,1,3-04795-0013,"702 NEW YORK AVENUE
Brooklyn, New York
(40.65691702535092, -73.94735095948394)",FLATBUSH-NORTH,C1-WALK-UP,20,1931,18560,310546,16.73,877000,47.3,2.3
3-01603-7501,627-R1,"85 STUYVESANT AVENUE
Brooklyn, New York
(40.69276655098642, -73.93397377978069)",BEDFORD STUYVESANT,R2-WALK-UP,24,0,31793,584991,18.4,2380001,75,3-01778-0036,"3 SPENCER COURT
Brooklyn, New York
(40.69098283548543, -73.95441608304854)",BEDFORD STUYVESANT,C1-WALK-UP,16,1931,7800,129601,16.62,527000,68,1.1,,,,,,,,,,,,
3-01625-7501,445-R1,"172 STUYVESANT AVENUE
Brooklyn, New York
(40.689568866306516, -73.9334069805724)",BEDFORD STUYVESANT,R2-WALK-UP,18,0,22659,305783,13.49,1150002,51,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,2.8,3-06115-0151,"125 95 STREET
Brooklyn, New York
(40.61703711570941, -74.03696404426779)",BAY RIDGE,C1-WALK-UP,14,2002,16500,225749,13.68,895000,54,7.3
3-01715-7504,977-R1,"460 FLUSHING AVENUE
Brooklyn, New York
(40.699035160506455, -73.95634672172548)",BEDFORD STUYVESANT,R4-ELEVATOR,12,0,14869,258242,17.37,1049994,71,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,4.15,,,,,,,,,,,,
3-01734-7510,1293-R1,"82 SPENCER STREET
Brooklyn, New York
(40.696306302094264, -73.95555380535983)",BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,10403,208060,20,930001,89,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.9,,,,,,,,,,,,
3-01734-7512,1292-R1,"78 SPENCER STREET
Brooklyn, New York
(40.69643627661055, -73.95557810953765)",BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,12338,356814,28.9,1729996,140,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.9,,,,,,,,,,,,
3-01734-7513,1294-R1,"74 SPENCER STREET
Brooklyn, New York
(40.69656625112683, -73.9556024137155)",BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,12110,285796,23.6,1279999,106,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.9,,,,,,,,,,,,
3-01734-7516,1308-R1,"90 SPENCER STREET
Brooklyn, New York
(40.696046353061696, -73.95550519700414)",BEDFORD STUYVESANT,R4-ELEVATOR,12,2004,7297,211029,28.9,1020002,140,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.9,,,,,,,,,,,,
3-01755-7501,1208-R1,"834 MYRTLE AVENUE
Brooklyn, New York
(40.69540268529321, -73.94881071269053)",BEDFORD STUYVESANT,R2-WALK-UP,36,2003,58244,1071689,18.4,4360002,75,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,1.35,,,,,,,,,,,,
3-01755-7502,1943-R1,"886 MYRTLE AVENUE
Brooklyn, New York
(40.69562894412558, -73.9467679186613)",BEDFORD STUYVESANT,R0-CONDOMINIUM,16,2006,11808,0,0,527502,44.7,3-01041-0011,"204 14 STREET
Brooklyn, New York
(40.60501853918717, -74.00996868818028)",PARK SLOPE SOUTH,C1-WALK-UP,20,1915,15140,293602,19.39,1310000,87,3,3-03044-0029,"165 MESEROLE STREET
Brooklyn, New York
(40.70816905731563, -73.94254129452746)",WILLIAMSBURG-EAST,C1-WALK-UP,39,1930,17460,321532,18.42,1310000,75,0.95
3-01763-7501,1173-R1,"191 SPENCER STREET
Brooklyn, New York
(40.692762670478515, -73.95477602582186)",BEDFORD STUYVESANT,R4-ELEVATOR,18,2004,24200,484000,20,2160000,89,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.7,,,,,,,,,,,,
3-01763-7502,1168-R1,"209 SPENCER STREET
Brooklyn, New York
(40.69248249312668, -73.95471926575489)",BEDFORD STUYVESANT,R4-ELEVATOR,18,2004,24200,484000,20,2159999,89,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.7,,,,,,,,,,,,
3-01763-7503,1171-R1,"197 SPENCER STREET
Brooklyn, New York
(40.69266927802791, -73.95475710579953)",BEDFORD STUYVESANT,R4-ELEVATOR,18,2004,24200,484000,20,2159997,89,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.7,,,,,,,,,,,,
3-01763-7504,1172-R1,"195 SPENCER STREET
Brooklyn, New York
(40.69270040883854, -73.95476341247237)",BEDFORD STUYVESANT,R4-ELEVATOR,18,2004,24200,484000,20,2160003,89,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.7,,,,,,,,,,,,
3-01763-7505,1169-R1,"201 SPENCER STREET
Brooklyn, New York
(40.69260701640663, -73.95474449245384)",BEDFORD STUYVESANT,R4-ELEVATOR,18,2004,24200,484000,20,2160001,89,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.7,,,,,,,,,,,,
3-01781-7501,1536-R1,"794 DE KALB AVENUE
Brooklyn, New York
(40.69214473422077, -73.94443242163406)",BEDFORD STUYVESANT,R2-WALK-UP,32,2006,23344,722169,30.9,3500000,150,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,1.65,,,,,,,,,,,,
3-01840-7501,376-R1,"582 THROOP AVENUE
Brooklyn, New York
(40.68324569355677, -73.94102954587977)",BEDFORD STUYVESANT,R2-WALK-UP,13,1910,11030,127948,11.6,451001,40.9,3-01647-0084,"797 PUTNAM AVENUE
Brooklyn, New York
(40.68643104297156, -73.92942158565974)",BEDFORD STUYVESANT,C1-WALK-UP,32,1931,18550,215328,11.61,759000,40.9,0.8,,,,,,,,,,,,
3-01885-7502,1386-R1,"42 SKILLMAN STREET
Brooklyn, New York
(40.69740533086083, -73.95771222815355)",BEDFORD STUYVESANT,R4-ELEVATOR,20,2004,25423,599982,23.6,2679990,105,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.1,,,,,,,,,,,,
3-01887-7502,400-R1,"95 VANDERBILT AVENUE
Brooklyn, New York
(40.69492610824264, -73.97016889635331)",CLINTON HILL,R2-WALK-UP,24,1991,60350,670602,11.11,2360016,39.1,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,1,,,,,,,,,,,,
3-01897-7508,1912-R1,"609 MYRTLE AVENUE
Brooklyn, New York
(40.694213999145724, -73.9595754010546)",BEDFORD STUYVESANT,R4-ELEVATOR,18,2005,20620,440404,21.36,1970000,96,3-01957-0030,"50 GREENE AVENUE
Brooklyn, New York
(40.68614392300125, -73.97058122000588)",FORT GREENE,D5-ELEVATOR,41,1932,35872,778717,21.71,3480000,97,0.9,3-01093-0038,"150 PROSPECT PARK
Brooklyn, New York
(40.70056494540029, -73.98526465809852)",PARK SLOPE,D1-ELEVATOR,30,1921,35298,788262,22.33,3520000,100,2.3
3-01899-7501,992-R1,"128 SKILLMAN STREET
Brooklyn, New York
(40.694530320997984, -73.9571422433153)",BEDFORD STUYVESANT,R4-ELEVATOR,12,2002,17958,294511,16.4,1199992,67,3-01778-0049,"590 DE KALB AVENUE
Brooklyn, New York
(40.69118110538411, -73.95281182720888)",BEDFORD STUYVESANT,D9-ELEVATOR,111,1984,76155,1584024,20.8,4470000,59,0.4,,,,,,,,,,,,
3-01899-7503,1233-R1,"94 SKILLMAN STREET
Brooklyn, New York
(40.69563061339701, -73.95735781080575)",BEDFORD STUYVESANT,R4-ELEVATOR,12,2002,15531,295089,19,1199994,77,3-06264-0029,"2160 78 STREET
Brooklyn, New York
(40.60697514631586, -73.99005245849692)",BENSONHURST,D9-ELEVATOR,52,1991,51419,979251,19.04,2770000,54,6.4,,,,,,,,,,,,
3-01900-7503,1351-R1,"103 SKILLMAN STREET
Brooklyn, New York
(40.6952915174325, -73.95721827435588)",BEDFORD STUYVESANT,R4-ELEVATOR,14,2005,17536,580441,33.1,2540005,145,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,5.9,,,,,,,,,,,,
3-01900-7508,1360-R1,"111 SKILLMAN STREET
Brooklyn, New York
(40.69504047032781, -73.957169089617)",BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,17274,231471,13.4,869996,50,3-01766-0047,"614 MARCY AVENUE
Brooklyn, New York
(40.69345128536248, -73.94886560483573)",BEDFORD STUYVESANT,D1-ELEVATOR,50,2001,10090,209872,20.8,938000,93,0.35,,,,,,,,,,,,
3-01900-7510,1349-R1,"107 SKILLMAN STREET
Brooklyn, New York
(40.695165993919666, -73.95719368199417)",BEDFORD STUYVESANT,R4-ELEVATOR,12,2004,20930,692783,33.1,3359998,161,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,2.15,,,,,,,,,,,,
3-01903-7501,312-R1,"446 MYRTLE AVENUE
Brooklyn, New York
(40.69322358853637, -73.96763244460952)",CLINTON HILL,R9-CONDOPS,14,1900,15401,258736,16.8,1050000,68,3-01984-0011,"51 IRVING PLACE
Brooklyn, New York
(40.68351977611651, -73.95986894417466)",CLINTON HILL,C1-WALK-UP,14,1930,9180,153721,16.75,625000,68,0.7,,,,,,,,,,,,
3-01913-7507,1024-R1,"664 MYRTLE AVENUE
Brooklyn, New York
(40.69441025076372, -73.95737178538398)",BEDFORD STUYVESANT,R4-ELEVATOR,12,2003,15957,288821,18.1,1169994,73,3-01691-0012,"88 CHAUNCEY STREET
Brooklyn, New York
(40.6802379161153, -73.93071729179121)",BEDFORD STUYVESANT,D1-ELEVATOR,287,1974,277200,5004529,18.05,14100000,51,1.7,,,,,,,,,,,,
3-01913-7512,1489-R1,"189 FRANKLIN AVENUE
Brooklyn, New York
(40.69302462329167, -73.9576917682578)",BEDFORD STUYVESANT,R4-ELEVATOR,16,2006,17259,456500,26.4,2210012,128,3-01637-0001,"854 GATES AVENUE
Brooklyn, New York
(40.68855259436445, -73.93002633527456)",BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,648825,26.5,1830000,75,1.55,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,2.3
3-01924-7501,547-R1,"263 CLASSON AVENUE
Brooklyn, New York
(40.69197514288697, -73.9606351293206)",BEDFORD STUYVESANT,R4-ELEVATOR,95,1920,130468,2583266,19.8,11500000,88,3-01899-0006,"129 FRANKLIN AVENUE
Brooklyn, New York
(40.69502204048218, -73.95809582302844)",BEDFORD STUYVESANT,C1-WALK-UP,16,1905,13912,119365,8.58,393000,28.2,0.3,,,,,,,,,,,,
3-01925-7501,1432-R1,"970 KENT AVENUE
Brooklyn, New York
(40.69141483990006, -73.95879389236671)",BEDFORD STUYVESANT,R4-ELEVATOR,103,0,107974,1813963,16.8,7379996,68,3-01925-0007,"213 TAAFFE PLACE
Brooklyn, New York
(40.6921260857635, -73.95974625971935)",BEDFORD STUYVESANT,D1-ELEVATOR,90,1935,108000,1812951,16.79,7370000,68,0,,,,,,,,,,,,
3-01931-7501,932-R1,"320 WASHINGTON AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",CLINTON HILL,R2-WALK-UP,25,0,29054,416923,14.35,1650001,57,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,2.65,,,,,,,,,,,,
3-01941-7501,1603-R1,"260 SKILLMAN STREET
Brooklyn, New York
(40.690624209591135, -73.95635936725976)",BEDFORD STUYVESANT,R4-ELEVATOR,32,2006,40106,1062809,26.5,5150002,128,3-01637-0001,"854 GATES AVENUE
Brooklyn, New York
(40.68855259436445, -73.93002633527456)",BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,648825,26.5,1830000,75,1.45,,,,,,,,,,,,
3-01949-7501,1594-R1,"367 CLASSON AVENUE
Brooklyn, New York
(40.68860539818766, -73.95991653550418)",BEDFORD STUYVESANT,R4-ELEVATOR,19,2006,11899,356264,29.9,1729997,145,3-01971-0055,"377 QUINCY STREET
Brooklyn, New York
(40.68759189086636, -73.94536959840092)",BEDFORD STUYVESANT,C1-WALK-UP,12,2006,12228,159453,13.04,588000,48.1,0.2,,,,,,,,,,,,
3-01952-7501,911-R1,"233 GREENE AVENUE
Brooklyn, New York
(40.68711618484939, -73.9624644947363)",CLINTON HILL,R2-WALK-UP,12,1905,11700,242892,20.76,1009999,86,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,2.7,,,,,,,,,,,,
