District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
7,6,2011,Asian,4,s,s,s,s,s,s,s,s,s,s,s
7,6,2011,Black,412,661,90,21.8%,194,47.1%,101,24.5%,27,6.6%,128,31.1%
7,6,2011,Hispanic,961,664,176,18.3%,426,44.3%,267,27.8%,92,9.6%,359,37.4%
7,6,2011,White,11,635,6,54.5%,5,45.5%,0,0%,0,0%,0,0%
7,7,2006,Asian,12,602,7,58.3%,3,25%,1,8.3%,1,8.3%,2,16.7%
7,7,2006,Black,480,617,172,35.8%,236,49.2%,68,14.2%,4,0.8%,72,15%
7,7,2006,Hispanic,1150,623,340,29.6%,525,45.7%,270,23.5%,15,1.3%,285,24.8%
7,7,2006,White,5,s,s,s,s,s,s,s,s,s,s,s
7,7,2007,Asian,6,673,0,0%,2,33.3%,2,33.3%,2,33.3%,4,66.7%
7,7,2007,Black,452,631,100,22.1%,222,49.1%,118,26.1%,12,2.7%,130,28.8%
7,7,2007,Hispanic,1105,635,206,18.6%,517,46.8%,358,32.4%,24,2.2%,382,34.6%
7,7,2007,White,8,650,1,12.5%,3,37.5%,3,37.5%,1,12.5%,4,50%
7,7,2008,Asian,12,669,0,0%,2,16.7%,7,58.3%,3,25%,10,83.3%
7,7,2008,Black,429,646,39,9.1%,186,43.4%,185,43.1%,19,4.4%,204,47.6%
7,7,2008,Hispanic,1021,644,103,10.1%,442,43.3%,439,43%,37,3.6%,476,46.6%
7,7,2008,White,7,656,0,0%,1,14.3%,6,85.7%,0,0%,6,85.7%
7,7,2009,Asian,9,678,0,0%,0,0%,8,88.9%,1,11.1%,9,100%
7,7,2009,Black,387,660,9,2.3%,107,27.6%,252,65.1%,19,4.9%,271,70%
7,7,2009,Hispanic,946,660,29,3.1%,270,28.5%,586,61.9%,61,6.4%,647,68.4%
7,7,2009,White,6,660,0,0%,2,33.3%,4,66.7%,0,0%,4,66.7%
7,7,2010,Asian,17,667,2,11.8%,5,29.4%,6,35.3%,4,23.5%,10,58.8%
7,7,2010,Black,403,654,91,22.6%,189,46.9%,97,24.1%,26,6.5%,123,30.5%
7,7,2010,Hispanic,955,660,169,17.7%,413,43.2%,276,28.9%,97,10.2%,373,39.1%
7,7,2010,White,11,657,1,9.1%,7,63.6%,2,18.2%,1,9.1%,3,27.3%
7,7,2011,Asian,7,663,2,28.6%,1,14.3%,3,42.9%,1,14.3%,4,57.1%
7,7,2011,Black,368,657,77,20.9%,181,49.2%,87,23.6%,23,6.3%,110,29.9%
7,7,2011,Hispanic,988,660,190,19.2%,422,42.7%,263,26.6%,113,11.4%,376,38.1%
7,7,2011,White,5,s,s,s,s,s,s,s,s,s,s,s
7,8,2006,Asian,5,s,s,s,s,s,s,s,s,s,s,s
7,8,2006,Black,449,612,193,43%,194,43.2%,62,13.8%,0,0%,62,13.8%
7,8,2006,Hispanic,1079,617,450,41.7%,453,42%,168,15.6%,8,0.7%,176,16.3%
7,8,2006,White,3,s,s,s,s,s,s,s,s,s,s,s
7,8,2007,Asian,10,636,4,40%,2,20%,3,30%,1,10%,4,40%
7,8,2007,Black,461,622,157,34.1%,231,50.1%,71,15.4%,2,0.4%,73,15.8%
7,8,2007,Hispanic,1088,629,328,30.1%,491,45.1%,257,23.6%,12,1.1%,269,24.7%
7,8,2007,White,4,s,s,s,s,s,s,s,s,s,s,s
7,8,2008,Asian,5,s,s,s,s,s,s,s,s,s,s,s
7,8,2008,Black,419,635,86,20.5%,203,48.4%,125,29.8%,5,1.2%,130,31%
7,8,2008,Hispanic,1018,643,159,15.6%,408,40.1%,418,41.1%,33,3.2%,451,44.3%
7,8,2008,White,9,633,2,22.2%,5,55.6%,2,22.2%,0,0%,2,22.2%
7,8,2009,Asian,12,684,1,8.3%,0,0%,7,58.3%,4,33.3%,11,91.7%
7,8,2009,Black,434,657,26,6%,144,33.2%,238,54.8%,26,6%,264,60.8%
7,8,2009,Hispanic,1025,656,71,6.9%,348,34%,547,53.4%,59,5.8%,606,59.1%
7,8,2009,White,7,664,0,0%,1,14.3%,6,85.7%,0,0%,6,85.7%
7,8,2010,Asian,10,679,0,0%,5,50%,3,30%,2,20%,5,50%
7,8,2010,Black,424,657,91,21.5%,237,55.9%,82,19.3%,14,3.3%,96,22.6%
7,8,2010,Hispanic,990,659,200,20.2%,521,52.6%,211,21.3%,58,5.9%,269,27.2%
7,8,2010,White,7,671,2,28.6%,3,42.9%,0,0%,2,28.6%,2,28.6%
7,8,2011,Asian,18,676,2,11.1%,5,27.8%,8,44.4%,3,16.7%,11,61.1%
7,8,2011,Black,396,655,86,21.7%,203,51.3%,95,24%,12,3%,107,27%
7,8,2011,Hispanic,972,660,178,18.3%,454,46.7%,286,29.4%,54,5.6%,340,35%
7,8,2011,White,9,670,0,0%,6,66.7%,3,33.3%,0,0%,3,33.3%
7,All Grades,2006,Asian,68,648,16,23.5%,14,20.6%,26,38.2%,12,17.6%,38,55.9%
7,All Grades,2006,Black,2672,632,777,29.1%,1008,37.7%,789,29.5%,98,3.7%,887,33.2%
7,All Grades,2006,Hispanic,6385,635,1757,27.5%,2304,36.1%,2038,31.9%,286,4.5%,2324,36.4%
7,All Grades,2006,White,33,643,6,18.2%,11,33.3%,15,45.5%,1,3%,16,48.5%
7,All Grades,2007,Asian,53,670,5,9.4%,11,20.8%,26,49.1%,11,20.8%,37,69.8%
7,All Grades,2007,Black,2532,641,530,20.9%,982,38.8%,896,35.4%,124,4.9%,1020,40.3%
7,All Grades,2007,Hispanic,6191,645,1138,18.4%,2231,36%,2458,39.7%,364,5.9%,2822,45.6%
7,All Grades,2007,White,32,659,2,6.3%,9,28.1%,17,53.1%,4,12.5%,21,65.6%
7,All Grades,2008,Asian,52,683,3,5.8%,5,9.6%,28,53.8%,16,30.8%,44,84.6%
7,All Grades,2008,Black,2344,650,294,12.5%,821,35%,1106,47.2%,123,5.2%,1229,52.4%
7,All Grades,2008,Hispanic,5829,654,639,11%,1823,31.3%,2946,50.5%,421,7.2%,3367,57.8%
7,All Grades,2008,White,42,646,6,14.3%,12,28.6%,24,57.1%,0,0%,24,57.1%
7,All Grades,2009,Asian,63,683,6,9.5%,3,4.8%,32,50.8%,22,34.9%,54,85.7%
7,All Grades,2009,Black,2210,661,132,6%,583,26.4%,1326,60%,169,7.6%,1495,67.6%
7,All Grades,2009,Hispanic,5699,665,314,5.5%,1360,23.9%,3344,58.7%,681,11.9%,4025,70.6%
7,All Grades,2009,White,35,656,4,11.4%,6,17.1%,23,65.7%,2,5.7%,25,71.4%
7,All Grades,2010,Asian,59,681,6,10.2%,21,35.6%,17,28.8%,15,25.4%,32,54.2%
7,All Grades,2010,Black,2281,662,439,19.2%,1137,49.8%,552,24.2%,153,6.7%,705,30.9%
7,All Grades,2010,Hispanic,5775,666,974,16.9%,2694,46.6%,1541,26.7%,566,9.8%,2107,36.5%
7,All Grades,2010,White,56,661,13,23.2%,30,53.6%,9,16.1%,4,7.1%,13,23.2%
7,All Grades,2011,Asian,53,684,7,13.2%,10,18.9%,21,39.6%,15,28.3%,36,67.9%
7,All Grades,2011,Black,2275,663,419,18.4%,1130,49.7%,608,26.7%,118,5.2%,726,31.9%
7,All Grades,2011,Hispanic,5740,666,976,17%,2578,44.9%,1727,30.1%,459,8%,2186,38.1%
7,All Grades,2011,White,68,667,13,19.1%,32,47.1%,20,29.4%,3,4.4%,23,33.8%
8,3,2006,Asian,84,694,4,4.8%,5,6%,40,47.6%,35,41.7%,75,89.3%
8,3,2006,Black,702,664,82,11.7%,142,20.2%,373,53.1%,105,15%,478,68.1%
8,3,2006,Hispanic,1474,664,186,12.6%,256,17.4%,803,54.5%,229,15.5%,1032,70%
8,3,2006,White,153,687,11,7.2%,9,5.9%,76,49.7%,57,37.3%,133,86.9%
8,3,2007,Asian,74,708,2,2.7%,1,1.4%,26,35.1%,45,60.8%,71,95.9%
8,3,2007,Black,637,673,60,9.4%,90,14.1%,359,56.4%,128,20.1%,487,76.5%
8,3,2007,Hispanic,1392,677,97,7%,202,14.5%,766,55%,327,23.5%,1093,78.5%
8,3,2007,White,146,695,5,3.4%,9,6.2%,83,56.8%,49,33.6%,132,90.4%
8,3,2008,Asian,92,713,0,0%,0,0%,41,44.6%,51,55.4%,92,100%
8,3,2008,Black,601,677,27,4.5%,73,12.1%,424,70.5%,77,12.8%,501,83.4%
8,3,2008,Hispanic,1347,679,45,3.3%,151,11.2%,930,69%,221,16.4%,1151,85.4%
8,3,2008,White,147,695,2,1.4%,8,5.4%,92,62.6%,45,30.6%,137,93.2%
8,3,2009,Asian,110,711,0,0%,2,1.8%,57,51.8%,51,46.4%,108,98.2%
8,3,2009,Black,566,679,9,1.6%,43,7.6%,439,77.6%,75,13.3%,514,90.8%
8,3,2009,Hispanic,1456,683,15,1%,110,7.6%,1085,74.5%,246,16.9%,1331,91.4%
8,3,2009,White,155,698,3,1.9%,10,6.5%,90,58.1%,52,33.5%,142,91.6%
8,3,2010,Asian,132,702,7,5.3%,32,24.2%,48,36.4%,45,34.1%,93,70.5%
8,3,2010,Black,596,680,106,17.8%,258,43.3%,163,27.3%,69,11.6%,232,38.9%
8,3,2010,Hispanic,1472,683,228,15.5%,587,39.9%,459,31.2%,198,13.5%,657,44.6%
8,3,2010,White,159,696,17,10.7%,38,23.9%,57,35.8%,47,29.6%,104,65.4%
8,3,2011,Asian,108,689,6,5.6%,22,20.4%,66,61.1%,14,13%,80,74.1%
8,3,2011,Black,527,677,98,18.6%,216,41%,194,36.8%,19,3.6%,213,40.4%
8,3,2011,Hispanic,1511,679,238,15.8%,616,40.8%,592,39.2%,65,4.3%,657,43.5%
8,3,2011,White,176,689,13,7.4%,53,30.1%,83,47.2%,27,15.3%,110,62.5%
8,4,2006,Asian,84,685,6,7.1%,7,8.3%,40,47.6%,31,36.9%,71,84.5%
8,4,2006,Black,638,662,61,9.6%,167,26.2%,316,49.5%,94,14.7%,410,64.3%
8,4,2006,Hispanic,1350,662,162,12%,293,21.7%,693,51.3%,202,15%,895,66.3%
8,4,2006,White,170,672,17,10%,30,17.6%,82,48.2%,41,24.1%,123,72.4%
8,4,2007,Asian,75,707,2,2.7%,2,2.7%,28,37.3%,43,57.3%,71,94.7%
8,4,2007,Black,667,663,76,11.4%,159,23.8%,345,51.7%,87,13%,432,64.8%
8,4,2007,Hispanic,1454,665,160,11%,296,20.4%,761,52.3%,237,16.3%,998,68.6%
8,4,2007,White,143,684,15,10.5%,12,8.4%,76,53.1%,40,28%,116,81.1%
8,4,2008,Asian,99,705,1,1%,6,6.1%,32,32.3%,60,60.6%,92,92.9%
8,4,2008,Black,592,668,53,9%,100,16.9%,352,59.5%,87,14.7%,439,74.2%
8,4,2008,Hispanic,1347,671,97,7.2%,216,16%,807,59.9%,227,16.9%,1034,76.8%
8,4,2008,White,133,689,5,3.8%,13,9.8%,70,52.6%,45,33.8%,115,86.5%
8,4,2009,Asian,99,721,0,0%,0,0%,31,31.3%,68,68.7%,99,100%
8,4,2009,Black,634,678,42,6.6%,94,14.8%,343,54.1%,155,24.4%,498,78.5%
8,4,2009,Hispanic,1377,682,72,5.2%,162,11.8%,765,55.6%,378,27.5%,1143,83%
8,4,2009,White,147,699,3,2%,6,4.1%,68,46.3%,70,47.6%,138,93.9%
8,4,2010,Asian,121,711,5,4.1%,15,12.4%,35,28.9%,66,54.5%,101,83.5%
8,4,2010,Black,596,673,59,9.9%,260,43.6%,205,34.4%,72,12.1%,277,46.5%
8,4,2010,Hispanic,1541,675,142,9.2%,597,38.7%,586,38%,216,14%,802,52%
8,4,2010,White,158,689,12,7.6%,44,27.8%,56,35.4%,46,29.1%,102,64.6%
8,4,2011,Asian,117,706,7,6%,12,10.3%,35,29.9%,63,53.8%,98,83.8%
8,4,2011,Black,585,675,61,10.4%,232,39.7%,212,36.2%,80,13.7%,292,49.9%
8,4,2011,Hispanic,1493,677,151,10.1%,551,36.9%,577,38.6%,214,14.3%,791,53%
8,4,2011,White,155,691,5,3.2%,43,27.7%,65,41.9%,42,27.1%,107,69%
8,5,2006,Asian,102,677,11,10.8%,14,13.7%,47,46.1%,30,29.4%,77,75.5%
8,5,2006,Black,626,645,116,18.5%,234,37.4%,246,39.3%,30,4.8%,276,44.1%
8,5,2006,Hispanic,1501,648,269,17.9%,474,31.6%,632,42.1%,126,8.4%,758,50.5%
8,5,2006,White,154,660,28,18.2%,27,17.5%,70,45.5%,29,18.8%,99,64.3%
8,5,2007,Asian,89,691,3,3.4%,4,4.5%,45,50.6%,37,41.6%,82,92.1%
8,5,2007,Black,630,657,62,9.8%,189,30%,319,50.6%,60,9.5%,379,60.2%
8,5,2007,Hispanic,1398,660,142,10.2%,382,27.3%,717,51.3%,157,11.2%,874,62.5%
8,5,2007,White,165,669,12,7.3%,36,21.8%,88,53.3%,29,17.6%,117,70.9%
8,5,2008,Asian,91,698,2,2.2%,5,5.5%,41,45.1%,43,47.3%,84,92.3%
8,5,2008,Black,643,664,43,6.7%,140,21.8%,377,58.6%,83,12.9%,460,71.5%
8,5,2008,Hispanic,1412,669,88,6.2%,255,18.1%,801,56.7%,268,19%,1069,75.7%
8,5,2008,White,145,688,4,2.8%,13,9%,80,55.2%,48,33.1%,128,88.3%
8,5,2009,Asian,102,703,1,1%,2,2%,33,32.4%,66,64.7%,99,97.1%
8,5,2009,Black,578,673,28,4.8%,103,17.8%,310,53.6%,137,23.7%,447,77.3%
8,5,2009,Hispanic,1317,678,41,3.1%,177,13.4%,773,58.7%,326,24.8%,1099,83.4%
8,5,2009,White,133,692,1,0.8%,13,9.8%,53,39.8%,66,49.6%,119,89.5%
8,5,2010,Asian,104,699,4,3.8%,15,14.4%,37,35.6%,48,46.2%,85,81.7%
8,5,2010,Black,646,672,71,11%,262,40.6%,226,35%,87,13.5%,313,48.5%
8,5,2010,Hispanic,1472,675,158,10.7%,532,36.1%,551,37.4%,231,15.7%,782,53.1%
8,5,2010,White,146,696,6,4.1%,27,18.5%,54,37%,59,40.4%,113,77.4%
8,5,2011,Asian,114,702,5,4.4%,17,14.9%,35,30.7%,57,50%,92,80.7%
8,5,2011,Black,589,676,54,9.2%,222,37.7%,244,41.4%,69,11.7%,313,53.1%
8,5,2011,Hispanic,1588,676,151,9.5%,563,35.5%,670,42.2%,204,12.8%,874,55%
8,5,2011,White,159,690,6,3.8%,38,23.9%,70,44%,45,28.3%,115,72.3%
8,6,2006,Asian,92,672,4,4.3%,15,16.3%,54,58.7%,19,20.7%,73,79.3%
8,6,2006,Black,685,636,174,25.4%,245,35.8%,248,36.2%,18,2.6%,266,38.8%
8,6,2006,Hispanic,1385,634,370,26.7%,503,36.3%,479,34.6%,33,2.4%,512,37%
8,6,2006,White,111,665,14,12.6%,23,20.7%,53,47.7%,21,18.9%,74,66.7%
8,6,2007,Asian,111,676,8,7.2%,14,12.6%,59,53.2%,30,27%,89,80.2%
8,6,2007,Black,576,643,106,18.4%,202,35.1%,247,42.9%,21,3.6%,268,46.5%
8,6,2007,Hispanic,1447,647,238,16.4%,475,32.8%,650,44.9%,84,5.8%,734,50.7%
8,6,2007,White,132,657,19,14.4%,32,24.2%,66,50%,15,11.4%,81,61.4%
8,6,2008,Asian,101,696,2,2%,7,6.9%,41,40.6%,51,50.5%,92,91.1%
8,6,2008,Black,588,652,64,10.9%,184,31.3%,297,50.5%,43,7.3%,340,57.8%
8,6,2008,Hispanic,1329,657,138,10.4%,343,25.8%,704,53%,144,10.8%,848,63.8%
8,6,2008,White,144,676,9,6.3%,21,14.6%,71,49.3%,43,29.9%,114,79.2%
8,6,2009,Asian,102,695,1,1%,11,10.8%,42,41.2%,48,47.1%,90,88.2%
8,6,2009,Black,598,657,56,9.4%,174,29.1%,324,54.2%,44,7.4%,368,61.5%
8,6,2009,Hispanic,1416,660,114,8.1%,389,27.5%,754,53.2%,159,11.2%,913,64.5%
8,6,2009,White,138,683,4,2.9%,18,13%,72,52.2%,44,31.9%,116,84.1%
8,6,2010,Asian,115,696,6,5.2%,17,14.8%,40,34.8%,52,45.2%,92,80%
8,6,2010,Black,631,660,129,20.4%,286,45.3%,156,24.7%,60,9.5%,216,34.2%
8,6,2010,Hispanic,1445,663,252,17.4%,621,43%,395,27.3%,177,12.2%,572,39.6%
8,6,2010,White,135,688,8,5.9%,32,23.7%,47,34.8%,48,35.6%,95,70.4%
8,6,2011,Asian,101,694,3,3%,17,16.8%,40,39.6%,41,40.6%,81,80.2%
8,6,2011,Black,616,661,129,20.9%,261,42.4%,186,30.2%,40,6.5%,226,36.7%
8,6,2011,Hispanic,1465,664,279,19%,623,42.5%,434,29.6%,129,8.8%,563,38.4%
8,6,2011,White,141,688,10,7.1%,33,23.4%,50,35.5%,48,34%,98,69.5%
8,7,2006,Asian,82,668,5,6.1%,25,30.5%,32,39%,20,24.4%,52,63.4%
8,7,2006,Black,772,630,175,22.7%,356,46.1%,233,30.2%,8,1%,241,31.2%
8,7,2006,Hispanic,1572,631,356,22.6%,711,45.2%,475,30.2%,30,1.9%,505,32.1%
8,7,2006,White,131,646,17,13%,47,35.9%,64,48.9%,3,2.3%,67,51.1%
8,7,2007,Asian,103,676,5,4.9%,16,15.5%,49,47.6%,33,32%,82,79.6%
8,7,2007,Black,708,643,95,13.4%,306,43.2%,270,38.1%,37,5.2%,307,43.4%
8,7,2007,Hispanic,1358,642,218,16.1%,564,41.5%,508,37.4%,68,5%,576,42.4%
8,7,2007,White,107,669,8,7.5%,24,22.4%,46,43%,29,27.1%,75,70.1%
8,7,2008,Asian,112,675,5,4.5%,13,11.6%,62,55.4%,32,28.6%,94,83.9%
8,7,2008,Black,601,650,50,8.3%,209,34.8%,307,51.1%,35,5.8%,342,56.9%
8,7,2008,Hispanic,1414,653,102,7.2%,467,33%,728,51.5%,117,8.3%,845,59.8%
8,7,2008,White,134,670,9,6.7%,31,23.1%,59,44%,35,26.1%,94,70.1%
8,7,2009,Asian,104,689,1,1%,6,5.8%,54,51.9%,43,41.3%,97,93.3%
8,7,2009,Black,598,660,17,2.8%,165,27.6%,370,61.9%,46,7.7%,416,69.6%
8,7,2009,Hispanic,1363,661,53,3.9%,328,24.1%,862,63.2%,120,8.8%,982,72%
8,7,2009,White,139,678,1,0.7%,19,13.7%,83,59.7%,36,25.9%,119,85.6%
8,7,2010,Asian,110,685,8,7.3%,25,22.7%,28,25.5%,49,44.5%,77,70%
8,7,2010,Black,625,658,113,18.1%,287,45.9%,169,27%,56,9%,225,36%
8,7,2010,Hispanic,1539,660,283,18.4%,644,41.8%,427,27.7%,185,12%,612,39.8%
8,7,2010,White,143,679,14,9.8%,38,26.6%,49,34.3%,42,29.4%,91,63.6%
8,7,2011,Asian,114,689,7,6.1%,18,15.8%,36,31.6%,53,46.5%,89,78.1%
8,7,2011,Black,632,656,134,21.2%,278,44%,161,25.5%,59,9.3%,220,34.8%
8,7,2011,Hispanic,1481,660,269,18.2%,639,43.1%,430,29%,143,9.7%,573,38.7%
8,7,2011,White,145,681,10,6.9%,38,26.2%,43,29.7%,54,37.2%,97,66.9%
8,8,2006,Asian,69,654,11,15.9%,19,27.5%,31,44.9%,8,11.6%,39,56.5%
8,8,2006,Black,769,625,264,34.3%,306,39.8%,184,23.9%,15,2%,199,25.9%
8,8,2006,Hispanic,1548,630,465,30%,637,41.1%,414,26.7%,32,2.1%,446,28.8%
8,8,2006,White,130,640,35,26.9%,41,31.5%,48,36.9%,6,4.6%,54,41.5%
8,8,2007,Asian,84,675,5,6%,22,26.2%,35,41.7%,22,26.2%,57,67.9%
8,8,2007,Black,732,633,184,25.1%,328,44.8%,206,28.1%,14,1.9%,220,30.1%
8,8,2007,Hispanic,1483,637,356,24%,628,42.3%,456,30.7%,43,2.9%,499,33.6%
8,8,2007,White,134,645,29,21.6%,46,34.3%,53,39.6%,6,4.5%,59,44%
8,8,2008,Asian,111,667,7,6.3%,26,23.4%,55,49.5%,23,20.7%,78,70.3%
8,8,2008,Black,662,642,115,17.4%,281,42.4%,245,37%,21,3.2%,266,40.2%
8,8,2008,Hispanic,1340,644,207,15.4%,541,40.4%,544,40.6%,48,3.6%,592,44.2%
8,8,2008,White,114,664,11,9.6%,32,28.1%,50,43.9%,21,18.4%,71,62.3%
8,8,2009,Asian,113,682,5,4.4%,13,11.5%,63,55.8%,32,28.3%,95,84.1%
8,8,2009,Black,579,657,35,6%,193,33.3%,322,55.6%,29,5%,351,60.6%
8,8,2009,Hispanic,1398,659,77,5.5%,414,29.6%,821,58.7%,86,6.2%,907,64.9%
8,8,2009,White,134,675,5,3.7%,30,22.4%,63,47%,36,26.9%,99,73.9%
8,8,2010,Asian,111,690,7,6.3%,29,26.1%,41,36.9%,34,30.6%,75,67.6%
8,8,2010,Black,677,657,179,26.4%,311,45.9%,145,21.4%,42,6.2%,187,27.6%
8,8,2010,Hispanic,1501,660,289,19.3%,752,50.1%,378,25.2%,82,5.5%,460,30.6%
8,8,2010,White,140,675,19,13.6%,51,36.4%,42,30%,28,20%,70,50%
8,8,2011,Asian,95,690,6,6.3%,20,21.1%,35,36.8%,34,35.8%,69,72.6%
8,8,2011,Black,614,661,98,16%,292,47.6%,194,31.6%,30,4.9%,224,36.5%
8,8,2011,Hispanic,1520,663,249,16.4%,652,42.9%,521,34.3%,98,6.4%,619,40.7%
8,8,2011,White,147,672,19,12.9%,44,29.9%,60,40.8%,24,16.3%,84,57.1%
8,All Grades,2006,Asian,513,676,41,8%,85,16.6%,244,47.6%,143,27.9%,387,75.4%
8,All Grades,2006,Black,4192,643,872,20.8%,1450,34.6%,1600,38.2%,270,6.4%,1870,44.6%
8,All Grades,2006,Hispanic,8830,645,1808,20.5%,2874,32.5%,3496,39.6%,652,7.4%,4148,47%
8,All Grades,2006,White,849,663,122,14.4%,177,20.8%,393,46.3%,157,18.5%,550,64.8%
8,All Grades,2007,Asian,536,687,25,4.7%,59,11%,242,45.1%,210,39.2%,452,84.3%
8,All Grades,2007,Black,3950,652,583,14.8%,1274,32.3%,1746,44.2%,347,8.8%,2093,53%
8,All Grades,2007,Hispanic,8532,655,1211,14.2%,2547,29.9%,3858,45.2%,916,10.7%,4774,56%
8,All Grades,2007,White,827,670,88,10.6%,159,19.2%,412,49.8%,168,20.3%,580,70.1%
8,All Grades,2008,Asian,606,691,17,2.8%,57,9.4%,272,44.9%,260,42.9%,532,87.8%
8,All Grades,2008,Black,3687,659,352,9.5%,987,26.8%,2002,54.3%,346,9.4%,2348,63.7%
8,All Grades,2008,Hispanic,8189,662,677,8.3%,1973,24.1%,4514,55.1%,1025,12.5%,5539,67.6%
8,All Grades,2008,White,817,681,40,4.9%,118,14.4%,422,51.7%,237,29%,659,80.7%
8,All Grades,2009,Asian,630,700,8,1.3%,34,5.4%,280,44.4%,308,48.9%,588,93.3%
8,All Grades,2009,Black,3553,667,187,5.3%,772,21.7%,2108,59.3%,486,13.7%,2594,73%
8,All Grades,2009,Hispanic,8327,670,372,4.5%,1580,19%,5060,60.8%,1315,15.8%,6375,76.6%
8,All Grades,2009,White,846,688,17,2%,96,11.3%,429,50.7%,304,35.9%,733,86.6%
8,All Grades,2010,Asian,693,697,37,5.3%,133,19.2%,229,33%,294,42.4%,523,75.5%
8,All Grades,2010,Black,3771,666,657,17.4%,1664,44.1%,1064,28.2%,386,10.2%,1450,38.5%
8,All Grades,2010,Hispanic,8970,669,1352,15.1%,3733,41.6%,2796,31.2%,1089,12.1%,3885,43.3%
8,All Grades,2010,White,881,687,76,8.6%,230,26.1%,305,34.6%,270,30.6%,575,65.3%
8,All Grades,2011,Asian,649,695,34,5.2%,106,16.3%,247,38.1%,262,40.4%,509,78.4%
8,All Grades,2011,Black,3563,667,574,16.1%,1501,42.1%,1191,33.4%,297,8.3%,1488,41.8%
8,All Grades,2011,Hispanic,9058,670,1337,14.8%,3644,40.2%,3224,35.6%,853,9.4%,4077,45%
8,All Grades,2011,White,923,685,63,6.8%,249,27%,371,40.2%,240,26%,611,66.2%
9,3,2006,Asian,59,668,10,16.9%,8,13.6%,28,47.5%,13,22%,41,69.5%
9,3,2006,Black,1063,658,158,14.9%,257,24.2%,527,49.6%,121,11.4%,648,61%
9,3,2006,Hispanic,2093,656,330,15.8%,495,23.7%,1033,49.4%,235,11.2%,1268,60.6%
9,3,2006,White,11,639,4,36.4%,2,18.2%,5,45.5%,0,0%,5,45.5%
9,3,2007,Asian,58,676,3,5.2%,10,17.2%,33,56.9%,12,20.7%,45,77.6%
9,3,2007,Black,958,668,97,10.1%,189,19.7%,525,54.8%,147,15.3%,672,70.1%
9,3,2007,Hispanic,1925,670,165,8.6%,371,19.3%,1067,55.4%,322,16.7%,1389,72.2%
9,3,2007,White,18,676,2,11.1%,1,5.6%,10,55.6%,5,27.8%,15,83.3%
9,3,2008,Asian,45,693,0,0%,0,0%,32,71.1%,13,28.9%,45,100%
9,3,2008,Black,926,673,48,5.2%,154,16.6%,606,65.4%,118,12.7%,724,78.2%
9,3,2008,Hispanic,1853,674,64,3.5%,246,13.3%,1315,71%,228,12.3%,1543,83.3%
9,3,2008,White,17,676,2,11.8%,3,17.6%,9,52.9%,3,17.6%,12,70.6%
9,3,2009,Asian,49,692,0,0%,2,4.1%,34,69.4%,13,26.5%,47,95.9%
9,3,2009,Black,956,679,11,1.2%,111,11.6%,678,70.9%,156,16.3%,834,87.2%
9,3,2009,Hispanic,1790,679,29,1.6%,197,11%,1287,71.9%,277,15.5%,1564,87.4%
9,3,2009,White,19,663,0,0%,5,26.3%,14,73.7%,0,0%,14,73.7%
9,3,2010,Asian,32,686,4,12.5%,10,31.3%,13,40.6%,5,15.6%,18,56.3%
9,3,2010,Black,932,679,209,22.4%,399,42.8%,216,23.2%,108,11.6%,324,34.8%
9,3,2010,Hispanic,1920,679,391,20.4%,815,42.4%,509,26.5%,205,10.7%,714,37.2%
9,3,2010,White,21,679,3,14.3%,8,38.1%,8,38.1%,2,9.5%,10,47.6%
9,3,2011,Asian,30,684,4,13.3%,9,30%,14,46.7%,3,10%,17,56.7%
9,3,2011,Black,931,678,148,15.9%,425,45.6%,313,33.6%,45,4.8%,358,38.5%
9,3,2011,Hispanic,1976,677,367,18.6%,847,42.9%,689,34.9%,73,3.7%,762,38.6%
9,3,2011,White,16,668,6,37.5%,5,31.3%,5,31.3%,0,0%,5,31.3%
9,4,2006,Asian,40,672,3,7.5%,6,15%,25,62.5%,6,15%,31,77.5%
9,4,2006,Black,975,650,168,17.2%,287,29.4%,450,46.2%,70,7.2%,520,53.3%
9,4,2006,Hispanic,1966,649,370,18.8%,589,30%,855,43.5%,152,7.7%,1007,51.2%
9,4,2006,White,21,650,4,19%,6,28.6%,10,47.6%,1,4.8%,11,52.4%
9,4,2007,Asian,49,681,6,12.2%,5,10.2%,23,46.9%,15,30.6%,38,77.6%
9,4,2007,Black,946,659,116,12.3%,255,27%,466,49.3%,109,11.5%,575,60.8%
9,4,2007,Hispanic,1931,658,241,12.5%,495,25.6%,990,51.3%,205,10.6%,1195,61.9%
9,4,2007,White,13,642,4,30.8%,5,38.5%,3,23.1%,1,7.7%,4,30.8%
9,4,2008,Asian,46,674,4,8.7%,5,10.9%,24,52.2%,13,28.3%,37,80.4%
9,4,2008,Black,913,662,102,11.2%,191,20.9%,528,57.8%,92,10.1%,620,67.9%
9,4,2008,Hispanic,1802,665,153,8.5%,384,21.3%,1047,58.1%,218,12.1%,1265,70.2%
9,4,2008,White,12,649,3,25%,1,8.3%,7,58.3%,1,8.3%,8,66.7%
9,4,2009,Asian,43,701,0,0%,2,4.7%,20,46.5%,21,48.8%,41,95.3%
9,4,2009,Black,881,674,66,7.5%,137,15.6%,506,57.4%,172,19.5%,678,77%
