B01100 ,MELMAC SERVICE GROUP CORP.                                  ,ECONO EXPRESS CAR SERVICE.                                  ,217 ROGERS AVENUE,11225,718-493-1133,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01103 ,BLISS 48 INC                                                ,                                                            ,39-10 47 AVENUE,11104,718-706-7788,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01109 ,UNITED EXP C/L SVCE                                         ,                                                            ,1025 ATLANTIC AVENUE 1 FLOOR,11238,718-452-4000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01118 ,INTERNATIONAL CAR SERVICE INC.                              ,                                                            ,623 WASHINGTON AVENUE,11238,718-230-0808,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01124 ,COOPERATIVA CLBNA DE CON INC                                ,                                                            ,109-20 CORONA AVENUE,11368,718-699-0960,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01126 ,U-NEED CAR SERVICE                                          ,                                                            ,204-20 HILLSIDE AVENUE,11423,718-479-2200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01128 ,PAK-EAGLE INC.                                              ,JEWEL CAR SERVICE                                           ,72-55 KISSENA BOULEVARD,11367,718-575-1212,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01129 ,GTWY INC                                                    ,GATEWAY CAR & LIMO SVCE                                     ,4115 AVENUE U,11234,718-253-5600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01131 ,NEW ENRICO'S C/S CORP                                       ,                                                            ,32-09 37 STREET,11103,718-728-5599,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01145 ,ULTRA RADIO DISP SVC INC                                    ,                                                            ,277 EAST  165 STREET,10456,718-992-8000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01146 ,CHURCH AVE C/S INC                                          ,                                                            ,3411 14 AVENUE,11218,718-633-4444,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01148 ,EVELYN CAR SERVICE INC                                      ,                                                            ,587 VANDERBILT AVENUE,11238,718-230-8244,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01160 ,NEW MAZEL CORP                                              ,                                                            ,5508 13 AVENUE,11219,718-871-9000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01175 ,PACIFIC EXPRESS CAR SERVICE INC.                            ,                                                            ,20 4 AVENUE,11217,718-488-0000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01176 ,SANTO DOMINGO C/S INC                                       ,                                                            ,96-28 ALSTYNE AVENUE,11368,718-899-5050,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01177 ,SLMK INC.                                                   ,AA PDQ CAR & LIMOUSINE SERVICE                              ,658 NEW DORP LANE,10306,718-356-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01186 ,SIWR INC                                                    ,WADSWORTH CAR SERVICE                                       ,1254 BAY STREET,10305,718-442-4242,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01187 ,NEW RIDGEWOOD C/S INC                                       ,                                                            ,1538 GATES AVENUE,11237,718-456-0777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01190 ,NEW BELL CAR SERVICE CORP                                   ,                                                            ,640 MYRTLE AVENUE,11205,718-230-4499,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01194 ,440 CAR SERVICE INC.                                        ,                                                            ,1266 MYRTLE AVENUE FIRST FLOOR,11221,718-919-4040,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01195 ,ALEX II                                                     ,                                                            ,7718 3 AVENUE,11209,718-680-8700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01196 ,DIPLO RAD DISP INC                                          ,                                                            ,2304 SEDGWICK AVENUE STORE 1,10468,718-365-8580,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01200 ,NEW YORK APPLE CAR SERVICE INC                              ,N Y LIMO & CAR SVCE                                         ,1126 BUSHWICK AVENUE,11221,718-455-2121,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01215 ,ECUADOOR CORP                                               ,                                                            ,44-10 30 AVENUE,11103,718-204-8412,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01222 ,ANDREA CAR SVCE INC                                         ,                                                            ,40-21B 35 AVENUE,11101,718-392-9191,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01231 ,G.A.L LIMO SERVICES INC.                                    ,HANA CAR SERVICE & LIMOUSINE                                ,6623 FORT HAMILTON PARKWAY,11219,718-921-4848,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01233 ,NEW LACONIA RAD DISP INC                                    ,                                                            ,3934 LACONIA AVENUE,10466,718-798-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01234 ,BAILEY RAD DISP INC                                         ,                                                            ,131 WEST KINGSBRIDGE ROAD,10468,718-364-7878,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01239 ,BEST DEAL PVT C/S INC                                       ,                                                            ,757A BURKE AVENUE,10467,718-882-1504,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01243 ,EILAT TRANSPORTATION CORP                                   ,MANHATTAN CAR SERVICE                                       ,461 KINGS HIGHWAY,11223,212-226-7444,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01244 ,MASADA II C/L SVC INC                                       ,                                                            ,63-51 AUSTIN STREET,11375,718-805-9090,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01247 ,ALL AMERICAN C/S                                            ,                                                            ,6201 FT HAMILTON PARKWAY,11219,718-238-4440,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01250 ,VIN JAC CORP                                                ,GLEN BELLE CAR SERVICE                                      ,264-12 HILLSIDE AVENUE,11004,718-347-3222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01256 ,BRIGHTON 1 CAR & LIMO SVC. INC.                             ,                                                            ,3072 BRIGHTON    1 STREET,11235,917-974-3443,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01259 ,THE NEW BROOKLYN C/S INC                                    ,                                                            ,390 BROADWAY 1FL,11211,718-388-2828,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01263 ,RACHEL'S C/S INC                                            ,                                                            ,548 EAST    2 STREET,11218,718-972-2223,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01264 ,ECUATORIANA CAR AND LIMOUSINE SERVICE INC.                  ,                                                            ,31-08 21 STREET,11106,718-956-4474,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01265 ,CAPRICE C/S CORP                                            ,                                                            ,54-04 ROOSEVELT AVENUE,11377,718-424-9300,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01268 ,LAKEVIEW CARS INC.                                          ,CLOVE LAKE CARS                                             ,1113 VICTORY BOULEVARD,10301,718-442-0022,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01269 ,DIVISION CAR & LIMO INC.                                    ,NATANYA TRANSPORTATION                                      ,204 DIVISION AVENUE,11211,718-599-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01270 ,SKYLINE C/L SVC INC                                         ,SKYLINE C/L SVC INC                                         ,3850 BRONXWOOD AVENUE,10469,718-881-2777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01273 ,PUERTO RICO C/S INC                                         ,                                                            ,1072 BROADWAY,11221,718-443-9600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01274 ,EMES OF BOROPARK C/S INC                                    ,                                                            ,5401 13 AVENUE,11219,718-871-7300,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01277 ,D & J SVCE INC                                              ,CITICAR PRIVATE CAR SERVICE                                 ,2622 CHESBROUGH AVENUE,10461,718-828-8888,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01280 ,BENSONHURST RIDE INC.                                       ,                                                            ,7 BAY   28 STREET,11214,718-946-1500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01282 ,NEW LOTS C/S INC                                            ,                                                            ,603 NEW LOTS AVENUE,11207,718-272-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01285 ,UNION RADIO DISPATCH INC                                    ,                                                            ,69 FEATHERBED LANE,10452,718-299-4000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01288 ,NEW ELEGANTE CAR SVC INC                                    ,                                                            ,5911 4 AVENUE,11220,718-833-6262,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01289 ,PRESTIJ TRANSP INC                                          ,                                                            ,387 AVENUE X,11223,718-336-5200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01292 ,SHEPREID CAR SERVICE AND LIMOUSINE CORP.                    ,DELTA CAR SVCE                                              ,160-30 BAISLEY BOULEVARD,11434,718-527-1010,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01300 ,KENNEDY RAD DISP INC                                        ,                                                            ,3760 BROADWAY,10032,212-283-5858,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01306 ,"R N D TRANSPORTATION, INC.                                  ",MALONES CAR SVCE                                            ,135 GREENPOINT AVENUE,11222,718-383-6345,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01308 ,LIL'D DISPATCH INC.                                         ,STRICTLY CAR SERVICE                                        ,6512 NEW UTRECHT AVENUE,11219,718-837-7000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01311 ,DISCOUNT CAR SVCE                                           ,                                                            ,94-47 212 STREET,11428,718-740-0101,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01312 ,BROOKLYN RAD DISP INC                                       ,                                                            ,232 METROPOLITAN AVENUE,11211,718-384-8000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01313 ,BROOK CAR & LIMO SERVICE INC.                               ,                                                            ,453 EAST  164 STREET,10456,718-583-9100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01315 ,"V.I.T. CAR SERVICE, INC.                                    ",                                                            ,1478 WHITE PLAINS ROAD,10462,718-904-8057,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01318 ,LOWER EAST SIDE C/S CORP                                    ,                                                            ,169 AVENUE C,10009,212-477-7777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01326 ,DEBORAH C/L SVC INC                                         ,                                                            ,35-28 19 AVENUE,11105,718-803-1920,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01327 ,CONTINENTAL C/L SVCE                                        ,                                                            ,313 9 STREET,11215,718-499-0909,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01328 ,COMMACK INC.                                                ,BARONA'S CAR SVCE                                           ,55-20 37 AVENUE FL,11377,718-424-4141,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01332 ,SKYWAY CAR SERVICE EXPRESS INC.                             ,                                                            ,68-20A FRESH MEADOW LANE,11365,718-358-5858,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01336 ,BAY EXPRESS CORP.                                           ,                                                            ,8507 BAY PARKWAY,11214,718-232-3434,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01338 ,3210 WEBSTER AV PRESTIGE C/S                                ,                                                            ,3108 WEBSTER AVENUE,10467,718-798-7700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01339 ,R C AUDUBON SVC INC                                         ,                                                            ,2129 AMSTERDAM AVENUE,10032,212-923-8787,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01340 ,UNICAR COMPANY INC                                          ,                                                            ,1684 GLEASON AVENUE,10472,718-931-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01341 ,A NEW DAY RAD DISP INC                                      ,                                                            ,84 CLINTON STREET,10002,212-228-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01343 ,ALL PEOPLE CAR SERVICE INC.                                 ,                                                            ,932 UTICA AVENUE,11203,718-282-3700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01346 ,ARECIBO C/S INC                                             ,                                                            ,170 5 AVENUE,11217,718-783-6465,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01351 ,HADERECH INC                                                ,                                                            ,4724 18 AVENUE,11204,718-438-5400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01353 ,DYKER EXPRESS INC.                                          ,DYKER EXPRESS INC.                                          ,9413 3 AVENUE,11209,718-833-3838,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01355 ,NEW HARLEM C/S INC                                          ,                                                            ,2134 8 AVENUE,10026,212-663-9090,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01362 ,AMERICAN BASE NO.1 INC.                                     ,                                                            ,522 EAST  149 STREET,10455,718-665-6664,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01363 ,"MYRTLE AVE CAR & LIMOUSINE SVCS, CORP                       ",                                                            ,525 MYRTLE AVENUE,11205,718-230-8100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01379 ,J.J.S. TRANSPORTATION CO. INC.                              ,GRANT CITY CAR SVC                                          ,246 PARKINSON AVENUE,10305,718-979-6200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01380 ,"MALCOLM LIMO EXPRESS, CORP.                                 ",                                                            ,2548 8 AVENUE,10030,212-690-4000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01381 ,CLASSIC CAR SERVICE CORP.                                   ,PAISA CLASSIC                                               ,38-12 ASTORIA BOULEVARD,11103,718-728-1200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01386 ,FENIX CAR SVCE CORP                                         ,                                                            ,586 SENECA AVENUE,11385,718-821-2121,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01389 ,METRO LUXURY INC                                            ,                                                            ,625 EAST  137 STREET,10454,718-665-4900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01391 ,ROSE 'N' DALE C/S INC                                       ,                                                            ,143-55 243 STREET,11422,718-949-1655,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01392 ,NEW AMERICAN CLASS L/C SERVICE CORP.                        ,                                                            ,49-11A 43 AVENUE 1FL,11377,718-426-2929,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01394 ,V & M  TRANSPORTATION CORP.                                 ,EMPIRE CAR & LIMO SERVICE                                   ,1026 49 STREET,11219,718-972-7212,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01397 ,U.C. COLUMBUS RAD DISP INC                                  ,                                                            ,100 WEST 106 STREET,10025,212-316-1119,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01398 ,ALEX EXP C/L INC                                            ,                                                            ,1747 WEST    6 STREET,11223,718-998-9800,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01406 ,GOTHAM CAR SERVICE INC.                                     ,LEGEND CAR SERVICE                                          ,88A 4 AVENUE,11217,718-788-1234,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01416 ,MY CAR SERVICE INC                                          ,                                                            ,135 MONTGOMERY AVENUE,10301,718-720-5400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01417 ,NESHER EXPRESS CAR SERVICE INC                              ,                                                            ,1309 50 STREET,11219,718-871-6800,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01420 ,A.M.N. MANAGEMENT INC.                                      ,ALWAYS READY C/S                                            ,69-38 76 STREET,11379,718-416-0723,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01422 ,VERRAZANO CAR & LIMO SERVICE INC.                           ,                                                            ,453 87 STREET,11209,718-680-1000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01432 ,TOVAR TRANSPORTATION INC                                    ,                                                            ,5511 16 AVENUE,11204,718-972-8877,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01433 ,FANNY RADIO DISPATCHER SERVICE INC                          ,                                                            ,128-22 LIBERTY AVENUE,11419,718-641-7800,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01435 ,KEYKAB SERVICES INC.                                        ,                                                            ,2538 8 AVENUE,10030,212-491-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01436 ,NEW PRONTO TRANSP INC                                       ,                                                            ,41-09 49 STREET,11104,718-457-5777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01437 ,MERENGUE LIMO & C/S INC                                     ,                                                            ,135-10 JAMAICA AVENUE,11418,718-658-5700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01444 ,REGO PARK EXPRESS INC.                                      ,                                                            ,66-20 99 STREET,11374,718-997-9700,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01445 ,J T TRANS CO INC                                            ,                                                            ,775 60 STREET,11220,718-439-8899,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01451 ,LINDENBAUM SUPPLY CO. INC.                                  ,COURT EXP C/L SVC                                           ,534 COURT STREET,11231,718-237-8888,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01452 ,AREA'S TWO TRANSP INC                                       ,                                                            ,5230 ARTHUR KILL ROAD,10307,718-967-3232,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01453 ,ST GEORGE EXP C/S INC                                       ,                                                            ,21 BROOK STREET,10301,718-473-1003,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01454 ,FREEDOM LIMO & CAR SERVICE                                  ,                                                            ,104 RALPH AVENUE,11221,718-452-5400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01455 ,DOMINICANA LIMOUSINE SERVICES INC.                          ,                                                            ,93-04 CORONA AVENUE,11373,718-271-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01461 ,NORTH SHORE CAR & LIMO CORP                                 ,U S ONE CAR SERVICE                                         ,34 RECTOR STREET,10310,718-442-8100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01465 ,IVETTE CAR SERVICE                                          ,                                                            ,2958 FULTON STREET,11207,718-647-0505,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01466 ,FIVE STAR                                                   ,                                                            ,787 CONEY ISLAND AVENUE,11218,718-940-0044,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01467 ,NEW EXPERIENCE #1 INC                                       ,                                                            ,38-33B 29 STREET,11101,718-729-5756,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01468 ,MEGA RADIO DISPATCHER INC                                   ,                                                            ,1161 SOUTHERN BOULEVARD,10459,718-328-3434,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01469 ,BROTHERS CAR SERVICE                                        ,                                                            ,241 CRESCENT STREET,11208,718-235-1100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01470 ,NEWYORK VELOTAX CAR SERVICE INC.                            ,                                                            ,45-16 NATIONAL STREET,11368,718-699-8100,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01472 ,ALLEN CAR SVCE INC                                          ,                                                            ,120 FORSYTH STREET,10002,212-226-8999,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01475 ,"MIDWOOD VS, INC                                             ",                                                            ,1793 MC DONALD AVENUE,11230,718-382-7777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01478 ,UNIWORLD BROS ENTP INC.                                     ,                                                            ,162-04 CROCHERON AVENUE 2FL,11358,718-888-9999,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01479 ,PRATT CAR SERVICE                                           ,                                                            ,562 MYRTLE AVENUE,11205,718-789-4900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01482 ,GDR CAR & LIMO INC                                          ,SEASIDE CAR SERVICE                                         ,3173 CONEY ISLAND AVENUE,11235,718-646-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01485 ,FLAMINGO TRANSP. & LIMO. SERVICES INC.                      ,                                                            ,1226 NOSTRAND AVENUE,11225,718-493-4306,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01487 ,NEW RELAMPAGO C/S CORP                                      ,                                                            ,355 UNION AVENUE,11211,718-384-2828,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01489 ,LINCOLN LIMO BROK'AGE INC                                   ,                                                            ,19-23 DITMARS BOULEVARD,11105,718-728-5466,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01492 ,MOBIL CAR SERVICE INC                                       ,                                                            ,361 UNION AVENUE,11211,718-383-8300,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01495 ,BLACK SEA C/L SVCE INC                                      ,                                                            ,512 74 STREET,11209,718-921-9595,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01497 ,FLUSHING EXPRESS CORP                                       ,FLUSHING EXPRESS CAR SERVICE                                ,41-73B BOWNE STREET,11355,718-961-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01498 ,MEGA CAR SVCE CORP                                          ,                                                            ,401 45 STREET,11220,718-633-2020,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01506 ,HOYT LIMO & SVC CORP                                        ,                                                            ,23-03 ASTORIA BOULEVARD,11102,718-204-5861,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01509 ,"BRUNWISH ENTERPRISES,LTD.                                   ",EASTLAND CAR SERVICE                                        ,1907 CONEY ISLAND AVENUE,11230,718-382-6868,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01510 ,WAHEGURU TRANSPORTATION INC.                                ,PARSONS C/S INC.                                            ,159-06 HILLSIDE AVENUE,11432,718-206-3300,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01514 ,ACCORD C/L SVC INC                                          ,                                                            ,47-16 48 AVENUE,11377,718-786-2226,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01522 ,"STM ENTERPRISES,INC                                         ",JAVA CAR & LIMOUSINE SERVICE                                ,1008 MANHATTAN AVENUE,11222,718-383-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01525 ,NORTHSIDE LUXURY INC.                                       ,NORTHSIDE CAR SERVICE                                       ,207 BEDFORD AVENUE,11211,718-387-2222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01527 ,NEW FAMILY RAD DISP INC                                     ,                                                            ,695 AMSTERDAM AVENUE,10025,212-749-7777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01529 ,J.I.G. TRANSPORT CORP.                                      ,NEW EASTERN C/L SVCE                                        ,100 BUSHWICK AVENUE,11206,718-599-3232,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01534 ,METRO CAR SERVICE CORP.                                     ,METROLINE CAR SERVICE                                       ,390 METROPOLITAN AVENUE,11211,718-388-1800,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01536 ,FIRST CLASS C/L SVC CORP                                    ,                                                            ,4980 BROADWAY,10034,212-304-1111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01537 ,S.I. SPEED INC.                                             ,                                                            ,16 GIFFORDS LANE,10308,718-227-6666,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01538 ,FAMILY SAN JUAN RADIO DISP                                  ,                                                            ,1787 AMSTERDAM AVENUE,10031,212-781-2840,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01540 ,ROCKAWAY CAR AND LIMO SVC. INC.                             ,                                                            ,122-21 ROCKAWAY BOULEVARD,11420,718-845-2545,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01541 ,RED CARPET CAR SERVICES CORP                                ,                                                            ,114-43 FARMERS BOULEVARD,11412,718-776-5900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01546 ,BELLE ROCK OF BEACHCHANNEL INC                              ,                                                            ,114-04 BEACH CHANNEL DRIVE,11694,718-634-8282,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01552 ,ACTIVE EXPRESS CAR & LIMO SERVICE INC                       ,                                                            ,2939 AVENUE Y,11235,718-769-7777,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01553 ,CITY LINE CAR SERVICE INC                                   ,                                                            ,80-06 101 AVENUE,11416,718-323-5635,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01559 ,MUNKACS CAR SVC LTD                                         ,                                                            ,4023 15 AVENUE,11218,718-854-1267,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01565 ,R & B CAR LIMO CORP                                         ,                                                            ,1011 AVENUE Z,11235,718-332-7222,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01568 ,N.Y. MEXICANA CAR & LIMO SVC CRP.                           ,N.Y. MEXICANA CAR SERVICE                                   ,49-06 JUNCTION BOULEVARD,11373,718-592-1300,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01569 ,SHAHEEDA CORP                                               ,JAMAICA EXPRESS #2 CAR SERVICE                              ,120-20 101 AVENUE,11419,718-846-5200,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01578 ,TOP LIMOUSINE SVCE INC                                      ,                                                            ,3433 3 AVENUE,10456,718-742-7322,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01593 ,EVERGREEN TRANS. INC.                                       ,SKYWAY                                                      ,77-33 164 STREET,11366,718-591-7000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01594 ,ATHENIAN LIMO INC                                           ,ACROPOLIS                                                   ,22-06 CRESCENT STREET,11105,718-274-7000,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01600 ,R & N CAR SERVICE INC.                                      ,EVERYWHERE CAR SERVICE                                      ,179-36 HILLSIDE AVENUE,11432,718-658-2233,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01601 ,YOURS CAR SERVICE INC                                       ,                                                            ,7205 3 AVENUE,11209,718-680-2900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01606 ,LA MEXICANA EXPRESS INC.                                    ,                                                            ,4604 7 AVENUE,11220,718-437-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01608 ,JERUSALEM CAR COM.INC.                                      ,                                                            ,461 KINGS HIGHWAY,11223,212-996-6600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01614 ,R TRANSPORT INC                                             ,1021 AVENUE H                                               ,1021 AVENUE H,11230,718-859-3400,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01616 ,"H & B CAR AND LIMOUSINE, INC                                ",SUNNYSIDE CAR SERVICE                                       ,32-68 58 STREET,11377,718-507-2600,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01617 ,ABSOLUTE CAR & LIMO SVC INC                                 ,                                                            ,7823 17 AVENUE,11214,718-232-5555,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01623 ,JAMAICA EXPRESS CAR SERVICE INC.                            ,SUNSHINE CAR SERVICE                                        ,111-05 ROCKAWAY BOULEVARD,11420,718-322-1800,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01625 ,GLOBE CAR SERVICE INC                                       ,                                                            ,112-06 101 AVENUE,11419,718-847-3500,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01626 ,LA NUEVA QUISQUEYA C/S INC                                  ,                                                            ,87-38 148 STREET,11435,718-206-1616,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01629 ,BBA MANAGEMENT INC.                                         ,UNITED CAR & LIMO SERVICE                                   ,424 BRIGHTON BEACH AVENUE,11235,718-934-4444,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01631 ,B.O.B EXPRESS INC                                           ,                                                            ,32 MARKET STREET,10002,212-571-1133,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01635 ,HAR-SINAY CAR & LIMO SVC INC                                ,                                                            ,428 AVENUE P,11223,718-627-1111,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01636 ,HEIGHTS CAR & LIMO INC                                      ,                                                            ,78 HENRY STREET,11201,718-858-7771,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01638 ,ALPHA CAR & LIMO.INC                                        ,                                                            ,1113 EAST   34 STREET,11210,718-859-2900,"TLC-licensed base (FHV, Commuter Van, or Para)",
B01639 ,HIGH CLASS LIMO CAR SVCE CORP                               ,                                                            ,604 WEST  158 STREET,10032,718-466-1334,"TLC-licensed base (FHV, Commuter Van, or Para)",
