BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-01080-0041,"314 8 AVENUE
Brooklyn, NY
(40.6692928509633, -73.97630839181552)",PARK SLOPE,C6-WALK-UP,11,1920,11728,240389,20.5,1040000,89,3-00355-0009,"154 CARROLL STREET
Brooklyn, NY
(40.68195329306136, -73.99982044899924)",CARROLL GARDENS,C1-WALK-UP,16,1915,11700,229557,19.62,997000,85,1.4,3-01081-0001,"525 4 STREET
Brooklyn, NY
(40.66876318001628, -73.97660806127205)",PARK SLOPE,C1-WALK-UP,14,1920,11524,256158,22.23,1110000,96,0.15
3-01080-0043,"320 8 AVENUE
Brooklyn, NY
(40.66925817384032, -73.97633737567949)",PARK SLOPE,C6-WALK-UP,12,1920,12976,164794,12.7,569000,43.9,3-00355-0009,"154 CARROLL STREET
Brooklyn, NY
(40.68195329306136, -73.99982044899924)",CARROLL GARDENS,C1-WALK-UP,16,1915,11700,229557,19.62,997000,85,1.4,3-01081-0001,"525 4 STREET
Brooklyn, NY
(40.66876318001628, -73.97660806127205)",PARK SLOPE,C1-WALK-UP,14,1920,11524,256158,22.23,1110000,96,0.15
3-01081-0005,"305 8 AVENUE
Brooklyn, NY
(40.66932129246533, -73.97619903978139)",PARK SLOPE,C6-WALK-UP,32,1914,32064,598100,18.65,2370000,74,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,658728,20.93,2860000,91,0.2,3-00733-0038,"874 43 STREET
Brooklyn, NY
(40.64402633815674, -73.99800153202919)",BOROUGH PARK,C1-WALK-UP,44,1926,30556,487000,15.94,1930000,63,2.1
3-01081-0038,"75 PROSPECT PARK
Brooklyn, NY
(40.70068284398873, -73.98762621668624)",PARK SLOPE,D4-ELEVATOR,24,1920,35826,615874,17.19,2440000,68,3-00297-0019,"182 AMITY STREET
Brooklyn, NY
(40.68876793976408, -73.99458746144349)",COBBLE HILL,C1-WALK-UP,48,1900,35950,609057,16.94,2410000,67,1.7,3-01178-0087,"487 LINCOLN PLACE
Brooklyn, NY
(40.672080286310006, -73.96013186708203)",CROWN HEIGHTS,C1-WALK-UP,31,1920,26952,477521,17.72,1120000,41.6,0.9
3-01083-0005,"411 8 AVENUE
Brooklyn, NY
(40.6686840694881, -73.97673164433665)",PARK SLOPE,D4-ELEVATOR,31,1922,49188,810618,16.48,3210000,65,3-06114-0006,"310 94 STREET
Brooklyn, NY
(40.61767230391655, -74.03284255812264)",BAY RIDGE,D7-ELEVATOR,74,1928,48000,824364,17.17,3260000,68,4.6,3-02104-0008,"299 ADELPHI STREET
Brooklyn, NY
(40.688581219041616, -73.97090721994414)",FORT GREENE,D9-ELEVATOR,71,1927,44046,767666,17.43,3040000,69,1.45
3-01083-0038,"86 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98674624723675)",PARK SLOPE,C6-WALK-UP,25,1909,29628,526110,17.76,2080000,70,3-00733-0038,"874 43 STREET
Brooklyn, NY
(40.64402633815674, -73.99800153202919)",BOROUGH PARK,C1-WALK-UP,44,1926,30556,487000,15.94,1930000,63,2.05,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,658728,20.93,2860000,91,0.15
3-01083-0045,"92 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98668918525398)",PARK SLOPE,C6-WALK-UP,16,1920,14368,265347,18.47,1050000,73,3-00436-0020,"356 UNION STREET
Brooklyn, NY
(40.68128717456773, -73.9930868031391)",CARROLL GARDENS,C1-WALK-UP,20,1900,14050,250736,17.85,992000,71,1.25,3-00925-0019,"832 42 STREET
Brooklyn, NY
(40.64512018673995, -73.99832701534473)",BOROUGH PARK,C1-WALK-UP,20,1920,14116,264748,18.76,620000,43.9,2
3-01089-0040,"123 PROSPECT PARK
Brooklyn, NY
(40.70064040852419, -73.98588624375533)",PARK SLOPE,D4-ELEVATOR,38,1920,43716,765017,17.5,3030000,69,3-00254-0006,"141 JORALEMON STREET
Brooklyn, NY
(40.6929985611618, -73.99397694982594)",BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,921440,19.85,4000000,86,2.1,3-02104-0008,"299 ADELPHI STREET
Brooklyn, NY
(40.688581219041616, -73.97090721994414)",FORT GREENE,D9-ELEVATOR,71,1927,44046,767666,17.43,3040000,69,1.6
3-01089-0063,"527 8 STREET
Brooklyn, NY
(40.66604642901931, -73.97799528437422)",PARK SLOPE,C6-WALK-UP,15,1920,8628,163693,18.97,648000,75,3-00306-0026,"290 CLINTON STREET
Brooklyn, NY
(40.68700921918559, -73.99595669028008)",COBBLE HILL,C1-WALK-UP,22,1900,8565,196033,22.89,851000,99,1.8,3-00385-0029,"122 BERGEN STREET
Brooklyn, NY
(40.68608325624942, -73.98892674357599)",BOERUM HILL,C1-WALK-UP,14,1900,8400,155773,18.54,617000,73,1.5
3-01091-0035,"133 PROSPECT PARK
Brooklyn, NY
(40.70062722868624, -73.98541905989447)",PARK SLOPE,D4-ELEVATOR,43,1904,41925,598513,14.28,2180000,52,3-01065-0027,"862 UNION STREET
Brooklyn, NY
(40.6736116719343, -73.97336723034456)",PARK SLOPE,D1-ELEVATOR,49,1920,35310,612093,17.33,2420000,69,0.6,3-00220-0016,"35 ORANGE STREET
Brooklyn, NY
(40.69926512445069, -73.99416551586926)",BROOKLYN HEIGHTS,D1-ELEVATOR,48,1924,47136,600152,12.73,2070000,43.9,2.5
3-01096-0043,"461 12 STREET
Brooklyn, NY
(40.66408559009702, -73.98093176442705)",PARK SLOPE,C6-WALK-UP,12,1940,14642,270407,18.47,1070000,73,3-00925-0019,"832 42 STREET
Brooklyn, NY
(40.64512018673995, -73.99832701534473)",BOROUGH PARK,C1-WALK-UP,20,1920,14116,264748,18.76,620000,43.9,1.65,3-00436-0020,"356 UNION STREET
Brooklyn, NY
(40.68128717456773, -73.9930868031391)",CARROLL GARDENS,C1-WALK-UP,20,1900,14050,250736,17.85,992000,71,1.25
3-01096-0050,"445 12 STREET
Brooklyn, NY
(40.664381560616164, -73.98154292433021)",PARK SLOPE,D4-ELEVATOR,36,1960,42500,700400,16.48,2770000,65,3-00254-0006,"141 JORALEMON STREET
Brooklyn, NY
(40.6929985611618, -73.99397694982594)",BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,921440,19.85,4000000,86,2.1,3-02104-0008,"299 ADELPHI STREET
Brooklyn, NY
(40.688581219041616, -73.97090721994414)",FORT GREENE,D9-ELEVATOR,71,1927,44046,767666,17.43,3040000,69,1.75
3-01098-0001,"420 12 STREET
Brooklyn, NY
(40.6647703238803, -73.98247928083916)",PARK SLOPE,C6-WALK-UP,70,1970,109380,2015154,18.42,7980000,73,3-01924-0036,"226 TAAFFE PLACE
Brooklyn, NY
(40.69210057949405, -73.95981425899281)",BEDFORD STUYVESANT,C1-WALK-UP,110,1935,130000,2595197,19.96,11300000,87,2.2,3-03615-0001,"165 LOTT AVENUE
Brooklyn, NY
(40.65800134671435, -73.90759640493656)",BROWNSVILLE,C1-WALK-UP,104,1986,101127,1305496,12.91,4770000,47.2,3.95
3-01100-0027,"424 13 STREET
Brooklyn, NY
(40.66382075574082, -73.98226347395207)",PARK SLOPE,C6-WALK-UP,20,1921,15000,276246,18.42,1090000,73,3-00172-0064,"375 STATE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",DOWNTOWN-FULTON MALL,C1-WALK-UP,20,1905,15200,272223,17.91,1080000,71,1.65,3-01041-0011,"204 14 STREET
Brooklyn, NY
(40.60501853918717, -74.00996868818028)",PARK SLOPE SOUTH,C1-WALK-UP,20,1915,15140,292340,19.31,1270000,84,0.45
3-01101-0046,"186 PROSPECT PARK
Brooklyn, NY
(40.700549808735545, -73.98494678813849)",PARK SLOPE,C6-WALK-UP,15,1920,10904,222713,20.42,967000,89,3-01043-0001,"549 6 AVENUE
Brooklyn, NY
(40.664494613259414, -73.9868463513487)",PARK SLOPE SOUTH,C1-WALK-UP,16,1931,10508,209336,19.92,909000,87,0.3,3-01081-0001,"525 4 STREET
Brooklyn, NY
(40.66876318001628, -73.97660806127205)",PARK SLOPE,C1-WALK-UP,14,1920,11524,256158,22.23,1110000,96,0.5
3-01103-0048,"195 PROSPECT PARK
Brooklyn, NY
(40.70060512091006, -73.98489393717374)",PARK SLOPE,C6-WALK-UP,21,1920,17000,331289,19.49,1440000,85,3-00396-0053,"311 BALTIC STREET
Brooklyn, NY
(40.68504638083661, -73.99225927747258)",BOERUM HILL,C1-WALK-UP,20,1900,17640,265680,15.06,1050000,60,1.75,3-03044-0029,"165 MESEROLE STREET
Brooklyn, NY
(40.70816905731563, -73.94254129452746)",WILLIAMSBURG-EAST,C1-WALK-UP,39,1930,17460,386540,22.14,1680000,96,3.8
3-01103-0066,"427 15 STREET
Brooklyn, NY
(40.661945151575466, -73.98175939009873)",PARK SLOPE,C6-WALK-UP,16,1900,12556,248566,19.8,1080000,86,3-01066-0014,"888 UNION STREET
Brooklyn, NY
(40.67325115217392, -73.97243430795005)",PARK SLOPE,C1-WALK-UP,16,1920,12612,246791,19.57,1070000,85,0.85,3-01093-0001,"911 8 AVENUE
Brooklyn, NY
(40.66565568203891, -73.97926541655079)",PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.25
3-01103-0069,"423 15 STREET
Brooklyn, NY
(40.66198648042092, -73.98184580495739)",PARK SLOPE,C6-WALK-UP,16,1920,12536,248170,19.8,1080000,86,3-01066-0014,"888 UNION STREET
Brooklyn, NY
(40.67325115217392, -73.97243430795005)",PARK SLOPE,C1-WALK-UP,16,1920,12612,246791,19.57,1070000,85,0.85,3-01093-0001,"911 8 AVENUE
Brooklyn, NY
(40.66565568203891, -73.97926541655079)",PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.25
3-01103-0073,"411 15 STREET
Brooklyn, NY
(40.6621104669484, -73.98210504951486)",PARK SLOPE,C6-WALK-UP,16,1910,12424,245953,19.8,1070000,86,3-01066-0014,"888 UNION STREET
Brooklyn, NY
(40.67325115217392, -73.97243430795005)",PARK SLOPE,C1-WALK-UP,16,1920,12612,246791,19.57,1070000,85,0.85,3-01093-0001,"911 8 AVENUE
Brooklyn, NY
(40.66565568203891, -73.97926541655079)",PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.25
3-01106-0014,"7 PROSPECT PARK
Brooklyn, NY
(40.700781920764115, -73.990411793896)",WINDSOR TERRACE,C6-WALK-UP,16,1920,12392,185880,15,679000,55,3-01066-0014,"888 UNION STREET
Brooklyn, NY
(40.67325115217392, -73.97243430795005)",PARK SLOPE,C1-WALK-UP,16,1920,12612,246791,19.57,1070000,85,0.95,3-01093-0001,"911 8 AVENUE
Brooklyn, NY
(40.66565568203891, -73.97926541655079)",PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.35
3-01106-0016,"10 PROSPECT PARK
Brooklyn, NY
(40.70071860995428, -73.98994419824321)",WINDSOR TERRACE,C6-WALK-UP,16,1920,12392,245319,19.8,1070000,86,3-01066-0014,"888 UNION STREET
Brooklyn, NY
(40.67325115217392, -73.97243430795005)",PARK SLOPE,C1-WALK-UP,16,1920,12612,246791,19.57,1070000,85,0.95,3-01093-0001,"911 8 AVENUE
Brooklyn, NY
(40.66565568203891, -73.97926541655079)",PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.35
3-01106-0019,"14 PROSPECT PARK
Brooklyn, NY
(40.700715630314654, -73.9899103826438)",WINDSOR TERRACE,C6-WALK-UP,16,1920,12392,245319,19.8,1070000,86,3-01066-0014,"888 UNION STREET
Brooklyn, NY
(40.67325115217392, -73.97243430795005)",PARK SLOPE,C1-WALK-UP,16,1920,12612,246791,19.57,1070000,85,0.95,3-01093-0001,"911 8 AVENUE
Brooklyn, NY
(40.66565568203891, -73.97926541655079)",PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.35
3-01106-0021,"16 PROSPECT PARK
Brooklyn, NY
(40.70071351690789, -73.98988607846596)",WINDSOR TERRACE,C6-WALK-UP,16,1920,12393,245339,19.8,1070000,86,3-01066-0014,"888 UNION STREET
Brooklyn, NY
(40.67325115217392, -73.97243430795005)",PARK SLOPE,C1-WALK-UP,16,1920,12612,246791,19.57,1070000,85,0.95,3-01093-0001,"911 8 AVENUE
Brooklyn, NY
(40.66565568203891, -73.97926541655079)",PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.35
3-01107-0009,"41 PROSPECT PARK
Brooklyn, NY
(40.700744744271645, -73.98923471808627)",WINDSOR TERRACE,C6-WALK-UP,20,1920,17324,334325,19.3,1450000,84,3-00396-0053,"311 BALTIC STREET
Brooklyn, NY
(40.68504638083661, -73.99225927747258)",BOERUM HILL,C1-WALK-UP,20,1900,17640,265680,15.06,1050000,60,2.05,3-03044-0029,"165 MESEROLE STREET
Brooklyn, NY
(40.70816905731563, -73.94254129452746)",WILLIAMSBURG-EAST,C1-WALK-UP,39,1930,17460,386540,22.14,1680000,96,3.85
3-01107-0033,"75 PROSPECT PARK
Brooklyn, NY
(40.70068284398873, -73.98762621668624)",WINDSOR TERRACE,D4-ELEVATOR,52,1936,43160,711277,16.48,2820000,65,3-00254-0006,"141 JORALEMON STREET
Brooklyn, NY
(40.6929985611618, -73.99397694982594)",BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,921440,19.85,4000000,86,2.55,3-02104-0008,"299 ADELPHI STREET
Brooklyn, NY
(40.688581219041616, -73.97090721994414)",FORT GREENE,D9-ELEVATOR,71,1927,44046,767666,17.43,3040000,69,2.05
3-01152-0060,"307 PROSPECT PLACE
Brooklyn, NY
(40.677165039050976, -73.96635535237655)",PROSPECT HEIGHTS,C6-WALK-UP,16,1931,7192,134302,18.67,532000,74,3-00306-0024,"286 CLINTON STREET
Brooklyn, NY
(40.68716138447294, -73.99588272104316)",COBBLE HILL,C1-WALK-UP,11,1900,7000,119798,17.11,474000,68,1.7,3-01131-0003,"41 UNDERHILL AVENUE
Brooklyn, NY
(40.67968094347917, -73.96499211713518)",PROSPECT HEIGHTS,C1-WALK-UP,12,1931,7237,141899,19.61,616000,85,0.2
3-01152-0062,"305 PROSPECT PLACE
Brooklyn, NY
(40.67717771945289, -73.9664170252404)",PROSPECT HEIGHTS,C6-WALK-UP,16,1931,7192,134302,18.67,532000,74,3-00306-0024,"286 CLINTON STREET
Brooklyn, NY
(40.68716138447294, -73.99588272104316)",COBBLE HILL,C1-WALK-UP,11,1900,7000,119798,17.11,474000,68,1.7,3-01131-0003,"41 UNDERHILL AVENUE
Brooklyn, NY
(40.67968094347917, -73.96499211713518)",PROSPECT HEIGHTS,C1-WALK-UP,12,1931,7237,141899,19.61,616000,85,0.2
3-01152-0071,"285 PROSPECT PLACE
Brooklyn, NY
(40.67730452387644, -73.96703375584583)",PROSPECT HEIGHTS,C6-WALK-UP,23,1931,19564,382867,19.57,1660000,85,3-02488-0001,"1092 MANHATTAN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GREENPOINT,C1-WALK-UP,26,1931,19500,476808,24.45,2070000,106,4.1,3-02424-0009,"358 2 STREET
Brooklyn, NY
(40.673535899018106, -73.98313020989421)",WILLIAMSBURG-SOUTH,C1-WALK-UP,27,1920,19000,388485,20.45,909000,47.8,2.3
3-01155-0054,"698 CLASSON AVENUE
Brooklyn, NY
(40.67616951767857, -73.95964016925201)",CROWN HEIGHTS,C6-WALK-UP,20,1920,32112,414245,12.9,970000,30.2,3-00733-0038,"874 43 STREET
Brooklyn, NY
(40.64402633815674, -73.99800153202919)",BOROUGH PARK,C1-WALK-UP,44,1926,30556,487000,15.94,1930000,63,3,3-01178-0087,"487 LINCOLN PLACE
Brooklyn, NY
(40.672080286310006, -73.96013186708203)",CROWN HEIGHTS,C1-WALK-UP,31,1920,26952,477521,17.72,1120000,41.6,0.3
3-01155-0088,"425 PROSPECT PLACE
Brooklyn, NY
(40.67629495711882, -73.96216863047994)",CROWN HEIGHTS,D4-ELEVATOR,58,1924,54315,951056,17.51,3760000,69,3-01091-0040,"136 PROSPECT PARK
Brooklyn, NY
(40.7005708318806, -73.98538827418518)",PARK SLOPE,D1-ELEVATOR,18,1931,20562,429355,20.88,1860000,90,1.15,3-01079-0040,"70 PROSPECT PARK
Brooklyn, NY
(40.700642038028796, -73.98786881209446)",PARK SLOPE,D1-ELEVATOR,30,1920,36636,554952,15.15,2200000,60,0.9
3-01158-0056,"233 PARK PLACE
Brooklyn, NY
(40.676998004513266, -73.97011204570931)",PROSPECT HEIGHTS,C6-WALK-UP,16,1931,12986,167195,12.88,610000,47,3-00817-0001,"5319 6 AVENUE
Brooklyn, NY
(40.64196901132735, -74.00994677300899)",SUNSET PARK,C1-WALK-UP,16,1911,10460,213840,20.44,501000,47.9,3.25,3-00817-0003,"5313 6 AVENUE
Brooklyn, NY
(40.64200161817941, -74.00991313101876)",SUNSET PARK,C1-WALK-UP,16,1911,13280,277914,20.93,1210000,91,3.25
3-01158-0058,"231 PARK PLACE
Brooklyn, NY
(40.677011314450866, -73.97017571757297)",PROSPECT HEIGHTS,C6-WALK-UP,16,1982,12986,216016,16.63,855000,66,3-00817-0001,"5319 6 AVENUE
Brooklyn, NY
(40.64196901132735, -74.00994677300899)",SUNSET PARK,C1-WALK-UP,16,1911,10460,213840,20.44,501000,47.9,3.25,3-00817-0003,"5313 6 AVENUE
Brooklyn, NY
(40.64200161817941, -74.00991313101876)",SUNSET PARK,C1-WALK-UP,16,1911,13280,277914,20.93,1210000,91,3.25
3-01158-0061,"225 PARK PLACE
Brooklyn, NY
(40.67705124435912, -73.97036673362057)",PROSPECT HEIGHTS,D4-ELEVATOR,60,1940,60450,996216,16.48,3940000,65,3-06681-0449,"1860 OCEAN PARKWAY
Brooklyn, NY
(40.6033751666498, -73.96684105245723)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,48,1934,60000,514267,8.57,1330000,22.17,5.1,3-01861-0020,"1320 FULTON STREET
Brooklyn, NY
(40.68027901360724, -73.94794391631194)",BEDFORD STUYVESANT,D9-ELEVATOR,65,1985,57876,828205,14.31,3020000,52,1.2
3-01158-0069,"205 PARK PLACE
Brooklyn, NY
(40.677184344021484, -73.97100345362702)",PROSPECT HEIGHTS,C6-WALK-UP,16,1931,12572,248913,19.8,1080000,86,3-01066-0014,"888 UNION STREET
Brooklyn, NY
(40.67325115217392, -73.97243430795005)",PARK SLOPE,C1-WALK-UP,16,1920,12612,246791,19.57,1070000,85,0.35,3-01093-0001,"911 8 AVENUE
Brooklyn, NY
(40.66565568203891, -73.97926541655079)",PARK SLOPE,C1-WALK-UP,16,1920,12160,234254,19.26,1020000,84,0.95
3-01164-0042,"230 PARK PLACE
Brooklyn, NY
(40.67697611279981, -73.97027936096632)",PROSPECT HEIGHTS,D4-ELEVATOR,82,1937,114500,1533155,13.39,5600000,48.9,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1384438,14.9,5050000,54,0,3-01185-0021,"284 EASTERN PARKWAY
Brooklyn, NY
(40.670703181964946, -73.95943847776338)",CROWN HEIGHTS,D1-ELEVATOR,72,1922,76680,1013717,13.22,3700000,48.3,0.7
3-01164-0051,"250 PARK PLACE
Brooklyn, NY
(40.67684011968313, -73.96962879930001)",PROSPECT HEIGHTS,C6-WALK-UP,16,1915,16160,281463,17.42,1110000,69,3-00975-0017,"390 2 STREET
Brooklyn, NY
(40.672989449654544, -73.98200742688056)",PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.65,3-00312-0038,"251 KANE STREET
Brooklyn, NY
(40.685718503008644, -73.99513475265829)",COBBLE HILL,C1-WALK-UP,12,1910,11000,188687,17.15,747000,68,1.45
3-01164-0054,"254 PARK PLACE
Brooklyn, NY
(40.67681292102161, -73.96949868678409)",PROSPECT HEIGHTS,C6-WALK-UP,14,1915,15434,268818,17.42,1060000,69,3-00975-0017,"390 2 STREET
Brooklyn, NY
(40.672989449654544, -73.98200742688056)",PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.65,3-00312-0038,"251 KANE STREET
Brooklyn, NY
(40.685718503008644, -73.99513475265829)",COBBLE HILL,C1-WALK-UP,12,1910,11000,188687,17.15,747000,68,1.45
3-01165-0001,"689 VANDERBILT AVENUE
Brooklyn, NY
(40.67618702573419, -73.96936421803676)",PROSPECT HEIGHTS,D4-ELEVATOR,21,1900,41000,573906,14,2090000,51,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.65,3-01380-0014,"1540 STERLING PLACE
Brooklyn, NY
(40.6712688405792, -73.92766101989395)",CROWN HEIGHTS,D1-ELEVATOR,34,1923,25840,349180,13.51,1270000,49.1,2.2
3-01165-0011,"675 VANDERBILT AVENUE
Brooklyn, NY
(40.67667522267917, -73.96919655443949)",PROSPECT HEIGHTS,C6-WALK-UP,16,1910,8952,178694,19.96,776000,87,3-01162-0010,"635 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,6924,144528,20.87,628000,91,0.35,3-01162-0011,"633 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,7280,147451,20.25,640000,88,0.35
3-01165-0012,"673 VANDERBILT AVENUE
Brooklyn, NY
(40.676744965099886, -73.96917260249703)",PROSPECT HEIGHTS,C6-WALK-UP,14,1910,9340,186439,19.96,810000,87,3-01162-0010,"635 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,6924,144528,20.87,628000,91,0.35,3-01162-0011,"633 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,7280,147451,20.25,640000,88,0.35
3-01166-0001,"361 STERLING PLACE
Brooklyn, NY
(40.67518292832683, -73.96601137838242)",PROSPECT HEIGHTS,C6-WALK-UP,15,1930,8736,134971,15.45,534000,61,3-01984-0011,"51 IRVING PLACE
Brooklyn, NY
(40.68351977611651, -73.95986894417466)",CLINTON HILL,C1-WALK-UP,14,1930,9180,161349,17.58,639000,70,0.65,3-05030-0016,"300 LINCOLN ROAD
Brooklyn, NY
(40.66142016117854, -73.95277297139901)",FLATBUSH-LEFFERTS GARDEN,C1-WALK-UP,12,1931,6075,78660,12.95,287000,47.2,1.2
3-01169-0001,"10 PLAZA ST
Brooklyn, NY
(40.67487249473818, -73.97124297962688)",PROSPECT HEIGHTS,D4-ELEVATOR,144,1959,163000,2182570,13.39,7970000,48.9,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1384438,14.9,5050000,54,0.05,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2462596,15.68,5760000,36.7,1.85
3-01169-0024,"20 PLAZA ST
Brooklyn, NY
(40.67448549816662, -73.97141474687113)",PROSPECT HEIGHTS,D4-ELEVATOR,105,1940,140595,2080961,14.8,7600000,54,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2462596,15.68,5760000,36.7,1.85,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1813401,15.92,7180000,63,0.85
3-01170-0001,"50 PLAZA ST
Brooklyn, NY
(40.673702710819335, -73.97143910526512)",PROSPECT HEIGHTS,D4-ELEVATOR,50,1925,84530,1251137,14.8,4570000,54,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2462596,15.68,5760000,36.7,2,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1813401,15.92,7180000,63,0.85
3-01170-0009,"34 PLAZA ST
Brooklyn, NY
(40.674122260316246, -73.97144654162025)",PROSPECT HEIGHTS,D4-ELEVATOR,119,1956,120000,1776132,14.8,6480000,54,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1384438,14.9,5050000,54,0.15,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1813401,15.92,7180000,63,0.85
3-01170-0029,"296 STERLING PLACE
Brooklyn, NY
(40.675592091779905, -73.96824544049893)",PROSPECT HEIGHTS,D4-ELEVATOR,19,1910,29724,458011,15.41,1810000,61,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,349697,15.54,1380000,61,1,3-01085-0037,"94 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98667016459306)",PARK SLOPE,C1-WALK-UP,30,1920,21195,341592,16.12,1350000,64,0.7
