Entity Type,License Number,Entity Name,Camis Trade Name,Address Bldg,Address Street Name,Address Location,Address City,Address State,Address Zip Code,Telephone Number,Location
ELECTRONICS STORE,1197215,"CABRERA, HILDA",BROADWAY TELE COMMUNICATION,1358,BROADWAY,,BROOKLYN,NY,11221,7184445555,"BROADWAY
BROOKLYN, NY 11221
(40.6889733907899, -73.9210936706573)"
ELECTRONICS STORE,1199605,"GLOBAL ELECTRONICS AND WIRELESS, INC",,44,CANAL STREET,,NEW YORK,NY,10002,2124063768,"CANAL STREET
NEW YORK, NY 10002
(40.7162048618371, -73.9961241075618)"
ELECTRONICS STORE,1200033,CITY WIRELESS INC.,,118-05,ATLANTIC AVENUE,,RICHMOND HILL,NY,11418,7188500300,"ATLANTIC AVENUE
RICHMOND HILL, NY 11418
(40.6972471534595, -73.8138854915445)"
ELECTRONICS STORE,1204170,"MERCHAN, CARLOS",LIBERTY COMMUNICATIONS,263,HENDRIX STREET,,BROOKLYN,NY,11207,7183484603,"HENDRIX STREET
BROOKLYN, NY 11207
(40.6657349095528, -73.8875939250659)"
ELECTRONICS STORE,1212713,TRUE WIRELESS CORP,,1852,3RD AVENUE,,NEW YORK,NY,10029,6468439797,"3RD AVENUE
NEW YORK, NY 10029
(40.7896794716309, -73.9461128095124)"
ELECTRONICS STORE,1214971,"DIGITAL EXPRESS INTERNATIONAL ELECTRONICS, INC.",,35,WEST   35 STREET,,NEW YORK,NY,10001,7189260676,"WEST   35 STREET
NEW YORK, NY 10001
(40.749686620988, -73.9961510872227)"
ELECTRONICS STORE,1215165,"CELL NY WIRELESS,  INC.",,475,MYRTLE AVENUE,,BROOKLYN,NY,11205,7183827800,"MYRTLE AVENUE
BROOKLYN, NY 11205
(40.6934250348349, -73.9777779381641)"
ELECTRONICS STORE,1215710,UTICA WIRELESS INC.,MOBILE TRENDZ,374,UTICA AVENUE,,BROOKLYN,NY,11213,7183632476,"UTICA AVENUE
BROOKLYN, NY 11213
(40.6686756925886, -73.9311301045043)"
ELECTRONICS STORE,1216289,ADVANCED SOLUTIONS GROUP INC,,1602B,MERMAID AVENUE,,BROOKLYN,NY,11224,7185133280,"MERMAID AVENUE
BROOKLYN, NY 11224
(40.5747684862891, -74.0033456634571)"
ELECTRONICS STORE,1217280,WIRELESS WORLD BRONX INC,,258,WILLIS AVENUE,,BRONX,NY,10454,7184014449,"WILLIS AVENUE
BRONX, NY 10454
(40.8050758647726, -73.9260399418184)"
ELECTRONICS STORE,1217874,THE HOME APPLIANCE CENTER OF N.Y. INC.,,196,LEE AVENUE,,BROOKLYN,NY,11211,7182370990,"LEE AVENUE
BROOKLYN, NY 11211
(40.7049543432506, -73.9590900263952)"
ELECTRONICS STORE,1221876,BROTHERS APPLIANCE INC,FIVE BROTHERS APPLIANCE,5529,BROADWAY,,BRONX,NY,10463,7185491500,"BROADWAY
BRONX, NY 10463
(40.8854482745311, -73.9004092639834)"
ELECTRONICS STORE,1222369,"CUEVAS, BIENVENIDO",HEAVYWEIGHT COMMUNICATIONS,3358,FULTON STREET,,BROOKLYN,NY,11208,7187816825,"FULTON STREET
BROOKLYN, NY 11208
(40.6849444280987, -73.8675480370327)"
ELECTRONICS STORE,1222732,DISCOREAL MUSICAL CORP,,106-13,JAMAICA AVENUE,,RICHMOND HILL,NY,11418,7184413115,"JAMAICA AVENUE
RICHMOND HILL, NY 11418
(40.7024362415685, -73.8165564779715)"
ELECTRONICS STORE,1222857,TWIZ COMPUTER MEDIA LLC,,1007,CHURCH AVENUE,,BROOKLYN,NY,11218,7189400057,"CHURCH AVENUE
BROOKLYN, NY 11218
(40.6463814994823, -73.9708531585385)"
ELECTRONICS STORE,1223813,"KAM & AN TRADING CO., INC.",,1059,60 STREET,,BROOKLYN,NY,11219,7188533200,"60 STREET
BROOKLYN, NY 11219
(40.6322711368426, -73.9967716194229)"
ELECTRONICS STORE,1223964,"GAMESTOP, INC.",GAMESTOP# 3658,2163A,WHITE PLAINS ROAD,,BRONX,NY,10462,9174414160,"WHITE PLAINS ROAD
BRONX, NY 10462
(40.8416872645853, -73.8647691319622)"
ELECTRONICS STORE,1223965,"GAMESTOP, INC.",GAMESTOP 1044,2322,BROADWAY,,NEW YORK,NY,10024,9174414160,"BROADWAY
NEW YORK, NY 10024
(40.7831234140373, -73.9803140262867)"
ELECTRONICS STORE,1224610,NEW YORK SMSA LIMITED PARTNERSHIP,VERIZON WIRELESS,2196,BAY PLAZA,SHOPPING CENTER,BRONX,NY,10475,8453657159,"BAY PLAZA
BRONX, NY 10475
(40.8685050474991, -73.8240208508146)"
ELECTRONICS STORE,1225179,"BALI WIRELESS, INC.",,236-01,BRADDOCK AVENUE,,BELLEROSE,NY,11426,7182472412,"BRADDOCK AVENUE
BELLEROSE, NY 11426
(40.7262952550059, -73.7269030648706)"
ELECTRONICS STORE,1225416,NEW YORK BEST COMPUTER CORP.,,122,THATFORD AVENUE,,BROOKLYN,NY,11212,7183458048,"THATFORD AVENUE
BROOKLYN, NY 11212
(40.6617419197427, -73.9153290164495)"
ELECTRONICS STORE,1225871,BRAZIL GIFT CORPORATION,,331,ROCKAWAY AVENUE,,BROOKLYN,NY,11212,7184852334,"ROCKAWAY AVENUE
BROOKLYN, NY 11212
(40.6625333231285, -73.9089168503806)"
ELECTRONICS STORE,1227596,MAINPC GROUP INC.,,340,KINGS HIGHWAY,,BROOKLYN,NY,11223,7186273977,"KINGS HIGHWAY
BROOKLYN, NY 11223
(40.6073329369701, -73.9618779246861)"
ELECTRONICS STORE,1227777,ALL PAGE INC,,2687,CONEY ISLAND AVENUE,,BROOKLYN,NY,11235,7186461800,"CONEY ISLAND AVENUE
BROOKLYN, NY 11235
(40.5847599540346, -73.960187199271)"
ELECTRONICS STORE,1230042,I & S AUTO SOUND & SECURITY INC,,3548,BOSTON ROAD,,BRONX,NY,10469,7186525200,"BOSTON ROAD
BRONX, NY 10469
(40.8695212813922, -73.8575835489481)"
ELECTRONICS STORE,1234918,GANACOM WIRELESS CORP,,139,ESSEX STREET,,NEW YORK,NY,10002,2122546461,"ESSEX STREET
NEW YORK, NY 10002
(40.7185520923336, -73.988210073704)"
ELECTRONICS STORE,1238207,HATIMI ELECTRONICS INC,,601,8TH STREET,,NEW YORK,NY,,2122445152,"8TH STREET
NEW YORK, NY
(40.6175582284432, -74.1897301540295)"
ELECTRONICS STORE,1240035,"GAMES R US II, INC",,1420,ROCKAWAY PARKWAY,,BROOKLYN,NY,11236,7184857994,"ROCKAWAY PARKWAY
BROOKLYN, NY 11236
(40.6541426485952, -73.9122803147702)"
ELECTRONICS STORE,1241170,"STAPLES THE OFFICE SUPERSTORE EAST, INC.",,107-16,71 AVENUE,,QUEENS,NY,11375,7182683660,"71 AVENUE
QUEENS, NY 11375
(40.7199280550384, -73.8421871558065)"
ELECTRONICS STORE,1247123,THE NEW ERA WIRELESS INC.,,2863,3RD AVENUE,,BRONX,NY,10455,7184024616,"3RD AVENUE
BRONX, NY 10455
(40.818439790128, -73.914546606284)"
ELECTRONICS STORE,1247377,"UPTOWN COMMUNICATIONS, INC",,547,FULTON STREET,,BROOKLYN,NY,11201,7184224700,"FULTON STREET
BROOKLYN, NY 11201
(40.6889194314682, -73.9809705313681)"
ELECTRONICS STORE,1248130,MOBILE GALLERY INC,,265,COLUMBUS AVENUE,,NEW YORK,NY,10023,2127996500,"COLUMBUS AVENUE
NEW YORK, NY 10023
(40.7728801361236, -73.9821396500062)"
ELECTRONICS STORE,1248218,"NEXTEL RETAIL STORES, LLC",SPRINT,655,3 AVENUE,,NEW YORK,NY,10017,2127028933,"3 AVENUE
NEW YORK, NY 10017
(40.7522496887715, -73.9731014636117)"
ELECTRONICS STORE,1248274,NEW WIRELESS WORLD INC,,688,ALLERTON AVENUE,,BRONX,NY,10467,7187087047,"ALLERTON AVENUE
BRONX, NY 10467
(40.8655372848024, -73.8624129082455)"
ELECTRONICS STORE,1249012,EBENEZER WIRELESS CORP,,150,E GREAVES LANE,,STATEN ISLAND,NY,10308,7189671141,"E GREAVES LANE
STATEN ISLAND, NY 10308
(40.5509724253938, -74.1495484457604)"
ELECTRONICS STORE,1249142,2918 XTREME WIRELESS INC.,,2918-B,3 AVENUE,,BRONX,NY,10455,7184014144,"3 AVENUE
BRONX, NY 10455
(40.8139881460829, -73.9052026503996)"
ELECTRONICS STORE,1249666,BROOKLYN APPLIANCE INC.,,6209,18 AVENUE,,BROOKLYN,NY,11204,7182328818,"18 AVENUE
BROOKLYN, NY 11204
(40.618502516574, -73.9869060567615)"
ELECTRONICS STORE,1250195,PCS AMERICA LLC,,1978,3 AVENUE,,NEW YORK,NY,10029,2129872222,"3 AVENUE
NEW YORK, NY 10029
(40.7912532851822, -73.9433249112216)"
ELECTRONICS STORE,1250218,"A PLUS CAR STEREO AND ALARM, INC.",,1517,ATLANTIC AVENUE,,BROOKLYN,NY,11213,7187560925,"ATLANTIC AVENUE
BROOKLYN, NY 11213
(40.677740858644, -73.9362112739698)"
ELECTRONICS STORE,1250488,SHADIN INC,AUTO TECH,1257,EAST NEW YORK AVENUE,,BROOKLYN,NY,11212,7184693290,"EAST NEW YORK AVENUE
BROOKLYN, NY 11212
(40.6752497366228, -73.9042853419297)"
ELECTRONICS STORE,1251726,BURNSIDE PHONES INC.,,3,EAST BURNSIDE AVENUE,,BRONX,NY,10453,7185628488,"EAST BURNSIDE AVENUE
BRONX, NY 10453
(40.8524251696152, -73.903619843628)"
ELECTRONICS STORE,1251879,BROADWAY WIRELESS CENTER CORP,,33,WEST   26 STREET,,NEW YORK,NY,10010,2122520905,"WEST   26 STREET
NEW YORK, NY 10010
(40.7387688515523, -73.9829400466123)"
ELECTRONICS STORE,1252186,18TH AVE ELECTRONICS INC,,6302,18 AVENUE,,BROOKLYN,NY,11204,7182363632,"18 AVENUE
BROOKLYN, NY 11204
(40.618502516574, -73.9869060567615)"
ELECTRONICS STORE,1252387,BHI WORLD ELECTRONICS INC,,575,7 AVENUE,,NEW YORK,NY,10018,2122780111,"7 AVENUE
NEW YORK, NY 10018
(40.7555771802799, -73.99392076859)"
ELECTRONICS STORE,1253342,IMOBILE OF NY LLC,,90-15,QUEENS BOULEVARD,#1020 QUEENS CENTER MALL LEVEL 1,ELMHURST,NY,11373,7182715915,"QUEENS BOULEVARD
ELMHURST, NY 11373
(40.7342542549652, -73.8732767183594)"
ELECTRONICS STORE,1253437,"HIPOINT WIRELESS AT SUNNYSIDE, INC.",,45-18,QUEENS BOULEVARD,,SUNNYSIDE,NY,11104,7187860808,"QUEENS BOULEVARD
SUNNYSIDE, NY 11104
(40.7431035837335, -73.9164621622064)"
ELECTRONICS STORE,1254338,GAMESTOP INC,GAMESTOP #3827,34,GRAHAM AVENUE,,BROOKLYN,NY,11206,9999999999,"GRAHAM AVENUE
BROOKLYN, NY 11206
(40.7009613534405, -73.9422727044473)"
ELECTRONICS STORE,1254624,CONCEPT 2000 INC.,,1130C,ZEREGA AVENUE,,BRONX,NY,10462,7183190655,"ZEREGA AVENUE
BRONX, NY 10462
(40.8291147426157, -73.8440757320681)"
ELECTRONICS STORE,1254704,GUGUMAMA MOBILE INC,,1013,LONGWOOD AVENUE,,BRONX,NY,10459,6464020554,"LONGWOOD AVENUE
BRONX, NY 10459
(40.8263718104264, -73.8923783182618)"
ELECTRONICS STORE,1257219,"TIGER ACCESSORIES, INC.",,42,WEST   29 STREET,,NEW YORK,NY,10001,2125644410,"WEST   29 STREET
NEW YORK, NY 10001
(40.749686620988, -73.9961510872227)"
ELECTRONICS STORE,1258242,"SOUND FACTORY OF ROCKAWAY, INC.",,1396,ROCKAWAY PARKWAY,,BROOKLYN,NY,11236,7186766264,"ROCKAWAY PARKWAY
BROOKLYN, NY 11236
(40.6541426485952, -73.9122803147702)"
ELECTRONICS STORE,1258276,U S CELLULAR TRADING INC.,,137-06,NORTHERN BOULEVARD,,FLUSHING,NY,11354,7188889685,"NORTHERN BOULEVARD
FLUSHING, NY 11354
(40.7632663836304, -73.8312424067099)"
ELECTRONICS STORE,1259484,"CELLULAR RETAIL, LLC",AT&T MOBILITY,350,PARK AVENUE,,NEW YORK,NY,10022,2128262020,"PARK AVENUE
NEW YORK, NY 10022
(40.7566383802745, -73.9745853449601)"
ELECTRONICS STORE,1259704,"CELLULAR RETAIL, LLC.",AT&T MOBILITY,2152,BARTOW AVENUE,,BRONX,NY,10475,7183207484,"BARTOW AVENUE
BRONX, NY 10475
(40.868963701734, -73.8232564270897)"
ELECTRONICS STORE,1259708,"CELLULAR RETAIL, LLC",AT&T MOBILITY,841,FLATBUSH AVENUE,,BROOKLYN,NY,11226,7188560287,"FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.6440882283076, -73.9579568806383)"
ELECTRONICS STORE,1259959,"IMOBILE OF NY, LLC",,2655,RICHMOND AVENUE,KIOSK #6518,STATEN ISLAND,NY,10314,7183703151,"RICHMOND AVENUE
STATEN ISLAND, NY 10314
(40.6250945470487, -74.1487930152558)"
ELECTRONICS STORE,1260338,"CRESCENDO COMPUTERS TECHNOLOGY,  INC.",,126-07,MERRICK BOULEVARD,,JAMAICA,NY,11434,7187235700,"MERRICK BOULEVARD
JAMAICA, NY 11434
(40.6795484959229, -73.7613381053724)"
ELECTRONICS STORE,1260710,NEW CINGULAR WIRELESS PCS LLC,AT&T MOBILITY,9,WEST   42 STREET,,NEW YORK,NY,10036,6463661080,"WEST   42 STREET
NEW YORK, NY 10036
(40.7593273531421, -73.9898738194582)"
ELECTRONICS STORE,1260880,"PHOENIX TECHNOLOGY SOLUTIONS, LLC",,1431,FLATBUSH AVENUE,,BROOKLYN,NY,11210,7184212230,"FLATBUSH AVENUE
BROOKLYN, NY 11210
(40.6319833537932, -73.9467693145938)"
ELECTRONICS STORE,1262244,"SALVADOR ELECTRONICS, INC.",,200,DYCKMAN STREET,STORE# 8,NEW YORK,NY,10040,2125449300,"DYCKMAN STREET
NEW YORK, NY 10040
(40.8614543627893, -73.9246549858933)"
ELECTRONICS STORE,1262453,STR COMPUTER INC.,,28,HENRY STREET,BASEMENT,NEW YORK,NY,10002,2126082066,"HENRY STREET
NEW YORK, NY 10002
(40.7142173601524, -73.9812313347566)"
ELECTRONICS STORE,1269866,"CELLULAR RETAIL, LLC",AT & T MOBILITY,30-67,STEINWAY STREET,,QUEENS,NY,11103,2129861116,"STEINWAY STREET
QUEENS, NY 11103
(40.7543990684215, -73.9120554842629)"
ELECTRONICS STORE,1270781,RADIOSHACK CORPORATION,RADIOSHACK #01-2879,69-18,METROPOLITAN AVENUE,,MIDDLE VILLAGE,NY,11379,7183263927,"METROPOLITAN AVENUE
MIDDLE VILLAGE, NY 11379
(40.7123287838908, -73.8894825013274)"
ELECTRONICS STORE,1270996,"DIALLO, THIERNO",GUERIYA ENTERPRISE,782,NOSTRAND AVENUE,,BROOKLYN,NY,11216,7182218353,"NOSTRAND AVENUE
BROOKLYN, NY 11216
(40.6783973637254, -73.9496921111891)"
ELECTRONICS STORE,1271513,UNION WIRELESS CORPORATION,,86-10,ROOSEVELT AVENUE,STORE #8,JACKSON HEIGHTS,NY,11372,7182052133,"ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.7465210074448, -73.8945007182509)"
ELECTRONICS STORE,1271883,"SUPREME MOBILE, LLC",,89-02,165 STREET,UNITS 111 & 112,JAMAICA,NY,11432,7182063811,"165 STREET
JAMAICA, NY 11432
(40.7131921330389, -73.7928233696182)"
ELECTRONICS STORE,1273876,"GAMESTOP, INC",GAMESTOP,1756,FOREST AVENUE,,STATEN ISLAND,NY,10303,7183701230,"FOREST AVENUE
STATEN ISLAND, NY 10303
(40.6249506555241, -74.146283906794)"
ELECTRONICS STORE,1274221,"JIMENEZ, VICTOR",ORION WIRELESS,103,EAST  198 STREET,,BRONX,NY,10468,7185685059,"EAST  198 STREET
BRONX, NY 10468
(40.866661437339, -73.9007150334734)"
ELECTRONICS STORE,1274525,VERICON INC.,,289,GRAND STREET,,NEW YORK,NY,10002,2122261228,"GRAND STREET
NEW YORK, NY 10002
(40.7151796347237, -73.9842800364359)"
ELECTRONICS STORE,1275157,POPS TELECOM INC.,,161A,CANAL STREET,,NEW YORK,NY,10013,7188083555,"CANAL STREET
NEW YORK, NY 10013
(40.716753448275, -73.9973921516231)"
ELECTRONICS STORE,1276032,NTS REALTY CORP,,1016,CORTELYOU ROAD,,BROOKLYN,NY,11218,7189440524,"CORTELYOU ROAD
BROOKLYN, NY 11218
(40.6392948418914, -73.9687937110914)"
ELECTRONICS STORE,1279135,COMPUTER UNIVERSE LTD.,COMPUTER SMART SHOP,5002,AVENUE N,,BROOKLYN,NY,11234,7187581000,"AVENUE N
BROOKLYN, NY 11234
(40.5940319641567, -73.9108413995233)"
ELECTRONICS STORE,1158031,PCS CITY INC,,1452,ST NICHOLAS AVENUE,,NEW YORK,NY,10033,2127959700,"ST NICHOLAS AVENUE
NEW YORK, NY 10033
(40.8491876103097, -73.9337831044907)"
ELECTRONICS STORE,1158731,"WIRELESS GUYS, INC",,24,BEAVER STREET,,NEW YORK,NY,10004,2123447676,"BEAVER STREET
NEW YORK, NY 10004
(40.6896298958713, -74.0192097040539)"
ELECTRONICS STORE,1161060,NEW YORK SMSA LIMITED PARTNERSHIP,VERIZON WIRELESS,139,FLATBUSH AVENUE,,BROOKLYN,NY,11217,9736567000,"FLATBUSH AVENUE
BROOKLYN, NY 11217
(40.6867880382587, -73.9795046364603)"
ELECTRONICS STORE,1164956,RADIOSHACK CORPORATION,RADIOSHACK #01-2858,1640,PITKIN AVENUE,,BROOKLYN,NY,11212,8174150771,"PITKIN AVENUE
BROOKLYN, NY 11212
(40.6702405129196, -73.9069923012379)"
ELECTRONICS STORE,1168546,"UNDERGROUND COMMUNICATIONS, INC",,81-20,NORTHERN BLVD,,JACKSON HEIGHTS,NY,11372,7185652626,"NORTHERN BLVD
JACKSON HEIGHTS, NY 11372
(40.7565214684107, -73.8769819251201)"
ELECTRONICS STORE,1170880,HLC TRADING INC.,HUA LI CHEN,88,EAST BROADWAY,BOOTH# 125,NEW YORK,NY,10002,2124312409,"EAST BROADWAY
NEW YORK, NY 10002
(40.7148288991323, -73.9830029991543)"
ELECTRONICS STORE,1173740,"HENRIQUEZ, LUIS A",AUTO ADORNOS CAR MUSIC,145,SHERMAN AVENUE,,NEW YORK,NY,10034,2125696479,"SHERMAN AVENUE
NEW YORK, NY 10034
(40.8668053288637, -73.9224066808201)"
ELECTRONICS STORE,1174515,"RENT-A-CENTER, EAST, INC.",,750-752,ST NICHOLAS AVENUE,,NEW YORK,NY,10031,9722752696,"ST NICHOLAS AVENUE
NEW YORK, NY 10031
(40.8288179663461, -73.9421917654647)"
ELECTRONICS STORE,1175825,"JAMWIRE COMMUNICATIONS, INC.",,159-20,CROSSBAY BOULEVARD,,HOWARD BEACH,NY,11414,7187382600,"CROSSBAY BOULEVARD
HOWARD BEACH, NY 11414
(40.6664993332777, -73.8415846100469)"
ELECTRONICS STORE,1180611,"MAIA SYSTEMS, LLC",,83-44,PARSONS BOULEVARD,,JAMAICA,NY,11432,7182060100,"PARSONS BOULEVARD
JAMAICA, NY 11432
(40.7077242551008, -73.8027788644826)"
ELECTRONICS STORE,1180944,"RENT-A-CENTER, INC",,1312-1318,CASTLE HILL AVENUE,,BRONX,NY,10462,8002752696,"CASTLE HILL AVENUE
BRONX, NY 10462
(40.8305446646423, -73.8507756811863)"
ELECTRONICS STORE,1183672,FLUSHING WIRELESS INC,,35-15,JUNCTION BOULEVARD,,CORONA,NY,11368,7184766559,"JUNCTION BOULEVARD
CORONA, NY 11368
(40.7491919938718, -73.8694096336334)"
ELECTRONICS STORE,1183972,"S WIRELESS SEVENTH AVENUE, INC",,37,7TH AVENUE,,NEW YORK,NY,10011,2122559444,"7TH AVENUE
NEW YORK, NY 10011
(40.7423751328898, -74.0015380261782)"
ELECTRONICS STORE,1184347,"LIU, MIAO YIN",Y.L. VARIETY & GIFTS COMPANY,75-06,ROOSEVELT AVENUE,75-06 08,JACKSON HEIGHTS,NY,11372,7188033088,"ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.7465210074448, -73.8945007182509)"
ELECTRONICS STORE,1184776,"METRO WIRELESS, INC.",,519,EAST  138 STREET,,BRONX,NY,10454,7184010100,"EAST  138 STREET
BRONX, NY 10454
(40.805732369854, -73.916911823221)"
ELECTRONICS STORE,1185885,SPRINT SPECTRUM LP,,5243,KINGS PLAZA,,BROOKLYN,NY,11234,7182537100,"KINGS PLAZA
BROOKLYN, NY 11234
(40.6130346386358, -73.9175053757604)"
ELECTRONICS STORE,1185901,SPRINT SPECTRUM LP,,88-01,QUEENS BOULEVARD,,QUEENS,NY,11373,7185927477,"QUEENS BOULEVARD
QUEENS, NY 11373
(40.7342542549652, -73.8732767183594)"
ELECTRONICS STORE,1187039,"EAST COAST DIGITAL DISTRIBUTORS, INC.",,694,8 AVENUE,,NEW YORK,NY,10036,2122216888,"8 AVENUE
NEW YORK, NY 10036
(40.7593273531421, -73.9898738194582)"
ELECTRONICS STORE,1187953,MINI PAGE INC,,33,VICTORY BOULEVARD,,STATEN ISLAND,NY,10301,7188765521,"VICTORY BOULEVARD
STATEN ISLAND, NY 10301
(40.6164070962457, -74.1035391307414)"
ELECTRONICS STORE,1188470,"K & Y COMMUNICATION, INC",,609,WEST 207TH STREET,,NEW YORK,NY,10034,2125675600,"WEST 207TH STREET
NEW YORK, NY 10034
(40.8668053288637, -73.9224066808201)"
ELECTRONICS STORE,1189145,HOME TRADE ORGANIZATION CENTER LTD.,S & W APPLIANCE & ELECTRONICS,162,WALLABOUT STREET,,BROOKLYN,NY,11206,7183878660,"WALLABOUT STREET
BROOKLYN, NY 11206
(40.7020855059771, -73.9425425010561)"
ELECTRONICS STORE,1189338,B & R PHOTO & WIRELESS INC,,91-18,59TH AVENUE,,ELMHURST,NY,11373,7184261911,"59TH AVENUE
ELMHURST, NY 11373
(40.7387688515523, -73.8778812471494)"
ELECTRONICS STORE,1190035,RADIOSHACK CORPORATION,RADIO SHACK #01-2710,58,GRAHAM AVENUE,,BROOKLYN,NY,11206,7185993628,"GRAHAM AVENUE
BROOKLYN, NY 11206
(40.7009613534405, -73.9422727044473)"
ELECTRONICS STORE,1190134,HAI FA WIRELESS INC,,135-25,ROOSEVELT AVENUE,,FLUSHING,NY,11354,7183536240,"ROOSEVELT AVENUE
FLUSHING, NY 11354
(40.7570520684079, -73.8385718812488)"
ELECTRONICS STORE,1190257,"RADIOSHACK, CORPORATION",RADIOSHACK #01-2824,2655,RICHMOND AVENUE,,STATEN ISLAND,NY,10314,7187615310,"RICHMOND AVENUE
STATEN ISLAND, NY 10314
(40.6250945470487, -74.1487930152558)"
ELECTRONICS STORE,1190435,EASY WIRELESS CONNECTION CORP.,,112,EAST  170 STREET,,BRONX,NY,10452,7182938213,"EAST  170 STREET
BRONX, NY 10452
(40.837811186639, -73.9223797011592)"
ELECTRONICS STORE,1191085,"JIMENEZ, NEY",N.J ELECTRONICS,533,EAST  138 STREET,,BRONX,NY,10454,7185856511,"EAST  138 STREET
BRONX, NY 10454
(40.805732369854, -73.916911823221)"
ELECTRONICS STORE,1192646,PEREZ COMMUNICATIONS & ELECTRONICS INC,,500,WEST  190 STREET,STORE C,NEW YORK,NY,10040,2125680075,"WEST  190 STREET
NEW YORK, NY 10040
(40.8483422476021, -73.9284950909585)"
ELECTRONICS STORE,1193995,SPRINT SPECTRUM LP,,403,6 AVENUE,403-405 6 AVENUE,NEW YORK,NY,10014,2124509602,"6 AVENUE
NEW YORK, NY 10014
(40.7345060651334, -74.0071318092004)"
ELECTRONICS STORE,1194051,"SOONKI, KWON, HAKJA, KIM & JUNG KWAN, SEO",IPON WIRELESS,39-59,61 STREET,,WOODSIDE,NY,11377,7185075303,"61 STREET
WOODSIDE, NY 11377
(40.7455587328735, -73.9063987486985)"
ELECTRONICS STORE,1194101,SMART TRADING GROUP INC.,,278,GRAND STREET,,NEW YORK,NY,10002,2129666918,"GRAND STREET
NEW YORK, NY 10002
(40.7151796347237, -73.9842800364359)"
ELECTRONICS STORE,1194887,J & H COMPUTERS AND COMMUNICATION LLC,,229,EAST  116 STREET,,NEW YORK,NY,10029,2128319583,"EAST  116 STREET
NEW YORK, NY 10029
(40.7912532851822, -73.9433249112216)"
ELECTRONICS STORE,1195304,"ERIC GAMES CENTER, INC.",,259B,EAST  167 STREET,,BRONX,NY,10456,7184108200,"EAST  167 STREET
BRONX, NY 10456
(40.820742054523, -73.9081434334354)"
ELECTRONICS STORE,1195737,"MILLION CITY, INC.",,896,EAST TREMONT AVENUE,,BRONX,NY,10460,7185786415,"EAST TREMONT AVENUE
BRONX, NY 10460
(40.8399965391703, -73.8771168234245)"
ELECTRONICS STORE,1196668,"CANAL ELECTRONIC ART, INC.",CANAL ELECTRONIC WAREHOUSE,321,CANAL STREET,,NEW YORK,NY,10013,2124318462,"CANAL STREET
NEW YORK, NY 10013
(40.716753448275, -73.9973921516231)"
ELECTRONICS STORE,1197256,"UNIVERSAL GAME DEPOT, INC.",,702,ROCKAWAY AVENUE,,BROOLYN,NY,11212,7188458186,"ROCKAWAY AVENUE
BROOLYN, NY 11212
(40.6625333231285, -73.9089168503806)"
ELECTRONICS STORE,1197276,8620 4TH AVE INC.,COMUSTRAR,8620,4TH AVENUE,,BROOKLYN,NY,11209,7182362665,"4TH AVENUE
BROOKLYN, NY 11209
(40.6147703301524, -74.03198007687)"
ELECTRONICS STORE,1198989,E-Z PLUS TELECOM CORP.,,141-40,NORTHERN BOULEVARD,,QUEENS,NY,11354,7183585588,"NORTHERN BOULEVARD
QUEENS, NY 11354
(40.7632663836304, -73.8312424067099)"
ELECTRONICS STORE,1199937,S.S.S. SERVICES INC,,75-17,PARSONS BOULEVARD,,FLUSHING,NY,11366,7185912779,"PARSONS BOULEVARD
FLUSHING, NY 11366
(40.7199190618181, -73.8090381458065)"
ELECTRONICS STORE,1200901,"AAP WIRELESS, CORP.",,209,PROSPECT PARK WEST,,BROOKLYN,NY,11215,7184998000,"PROSPECT PARK WEST
BROOKLYN, NY 11215
(40.6725517705349, -73.9704484636253)"
ELECTRONICS STORE,1202111,"NUNEZ, RAFAEL",FELO #1 AUTOSOUND ORIGINAL,17,EAST  175 STREET,,BRONX,NY,10453,6469382304,"EAST  175 STREET
BRONX, NY 10453
(40.8523712102934, -73.9135843317126)"
ELECTRONICS STORE,1203404,"SKY WIRELESS USA, INC",,73-16A,ROOSEVELT AVENUE,,JACKSON HEIGHTS,NY,11372,7185337171,"ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.7465210074448, -73.8945007182509)"
ELECTRONICS STORE,1205034,W.U.S.A COMMUNICATIONS INC.,THE PREFERRED WIRELESS STORE,1452,MYRTLE AVENUE,,BROOKLYN,NY,11237,7185731100,"MYRTLE AVENUE
BROOKLYN, NY 11237
(40.7019775873336, -73.9184676503318)"
ELECTRONICS STORE,1205830,"COMPUSETTINGS, INC.",,2246,GRAND CONCOURSE,,BRONX,NY,10457,7185842600,"GRAND CONCOURSE
BRONX, NY 10457
(40.8427844374611, -73.9120285046019)"
ELECTRONICS STORE,1206318,"KING OF WASHINGTON ELECTRONICS, INC.",,658,WEST 181 STREET,,NEW YORK,NY,10033,2129277438,"WEST 181 STREET
NEW YORK, NY 10033
(40.84950237302, -73.936921738373)"
ELECTRONICS STORE,1212288,"SNAKE PC HARDWARE, INC",,807,41ST STREET,,BROOKLYN,NY,11232,7189381287,"41ST STREET
BROOKLYN, NY 11232
(40.6527397062294, -74.0093711210534)"
