BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-05723-0094,"510 KAPPOCK STREET
Bronx, NY
(40.87753633096379, -73.91792310986001)",RIVERDALE,C6-WALK-UP,34,1948,43000,528900,12.3,1990000,46.3,2-04177-0035,"1700 MAHAN AVENUE
Bronx, NY
(40.846328349485276, -73.82857202852122)",SCHUYLERVILLE/PELHAM BAY,C1-WALK-UP,12,1978,5616,93225,16.6,379000,67,5.1,2-05430-0052,"835 THROGS NECK
Bronx, NY
(40.82557699997852, -73.91844899972153)",THROGS NECK,C1-WALK-UP,14,1989,8792,84900,9.66,287000,32.6,6.1
2-05724-0685,"601 KAPPOCK STREET
Bronx, NY
(40.87887822832911, -73.91673046598235)",RIVERDALE,D4-ELEVATOR,100,1960,129600,1451520,11.2,5120000,39.5,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.2,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.45
2-05725-0767,"609 KAPPOCK STREET
Bronx, NY
(40.87904762361084, -73.91669349892328)",RIVERDALE,D4-ELEVATOR,66,1962,82500,866250,10.5,2930000,35.5,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.1,,,,,,,,,,,,
2-05725-0776,"629 KAPPOCK STREET
Bronx, NY
(40.87956024853345, -73.91676098719627)",RIVERDALE,D4-ELEVATOR,100,1961,130570,1436270,11,5060000,38.8,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1397249,10.37,4720000,35,0.85,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.4
2-05726-0673,"2750 JOHNSON AVENUE
Bronx, NY
(40.87960321809112, -73.9124115607985)",RIVERDALE,D4-ELEVATOR,78,1964,93060,1084149,11.65,3820000,41,2-05904-0267,"600 239 STREET
Bronx, NY
(40.88957945719757, -73.91117478584692)",RIVERDALE,D1-ELEVATOR,90,1956,98681,1187061,12.03,4180000,42.4,0.6,2-05907-0352,"3800 INDEPENDENCE AVENUE
Bronx, NY
(40.88902869894345, -73.91297848149154)",RIVERDALE,D1-ELEVATOR,72,1970,84925,1009310,11.88,3560000,41.9,0.65
2-05736-0006,"3050 FAIRFIELD AVENUE
Bronx, NY
(40.882630194345474, -73.9145567923864)",RIVERDALE,D4-ELEVATOR,73,1958,111000,1209900,10.9,4260000,38.4,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1108732,10.18,3750000,34.4,0.1,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.25
2-05737-0061,"640 231 STREET
Bronx, NY
(40.88325976808199, -73.91465765694923)",RIVERDALE,D4-ELEVATOR,61,1953,72800,837200,11.5,2950000,40.5,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,895893,11.79,3160000,41.6,2.05,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,779281,10.74,2630000,36.2,0.35
2-05738-0353,"3015 RIVERDALE AVENUE
Bronx, NY
(40.88132962403102, -73.90960405226154)",RIVERDALE,D4-ELEVATOR,121,1941,125148,1126332,9,3710000,29.6,2-05845-1799,"5400 FIELDSTON ROAD
Bronx, NY
(40.901548992375844, -73.90175330732681)",RIVERDALE,D1-ELEVATOR,127,1939,151500,1502438,9.92,5080000,33.5,1.5,2-05881-1086,"6655 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D7-ELEVATOR,92,1929,95000,833879,8.78,2750000,28.9,2.05
2-05738-0366,"3030 JOHNSON AVENUE
Bronx, NY
(40.88233806314699, -73.91086943690951)",RIVERDALE,D4-ELEVATOR,60,1966,64310,675255,10.5,2280000,35.5,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,611883,10.07,2070000,34.1,0.3,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,895893,11.79,3160000,41.6,2
2-05739-0257,"3135 JOHNSON AVENUE
Bronx, NY
(40.883055378382835, -73.91064609835382)",RIVERDALE,D4-ELEVATOR,122,1953,141721,1488070,10.5,5030000,35.5,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.1,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1108732,10.18,3750000,34.4,0.25
2-05742-0120,"3103 FAIRFIELD AVENUE
Bronx, NY
(40.88325653534675, -73.91432731399054)",RIVERDALE,D4-ELEVATOR,108,1949,108700,1028800,9.46,3390000,31.2,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.2,2-05814-1195,"6141 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",FIELDSTON,D1-ELEVATOR,86,1962,90000,813493,9.04,2680000,29.8,1.1
2-05743-0002,"2530 INDEPENDENCE AVENUE
Bronx, NY
(40.88020401891918, -73.92148723035251)",RIVERDALE,D4-ELEVATOR,69,1961,79296,892080,11.25,3140000,39.6,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,895893,11.79,3160000,41.6,2.35,,,,,,,,,,,,
2-05743-0198,"2390 PALISADE AVENUE
Bronx, NY
(40.87998283235916, -73.92193811591589)",RIVERDALE,D4-ELEVATOR,60,1964,80214,922461,11.5,3250000,40.5,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,779281,10.74,2630000,36.2,0.7,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.1
2-05743-0203,"2550 INDEPENDENCE AVENUE
Bronx, NY
(40.88035295620323, -73.92083363513495)",RIVERDALE,D4-ELEVATOR,142,1959,200314,2403768,12,8470000,42.3,2-05732-0941,"2728 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,121,1928,158408,1967368,12.42,7400000,46.7,0.25,2-05792-0430,"530 236 STREET
Bronx, NY
(40.88639581976764, -73.90827463171819)",RIVERDALE,D7-ELEVATOR,86,1954,103392,1327517,12.84,4990000,48.3,0.7
2-05744-0048,"750 KAPPOCK STREET
Bronx, NY
(40.881759500511656, -73.9197719501109)",RIVERDALE,D4-ELEVATOR,160,1953,209920,2361600,11.25,8320000,39.6,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.15,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.55
2-05745-0001,"2621 PALISADE AVENUE
Bronx, NY
(40.88178886634991, -73.92140725944232)",RIVERDALE,D4-ELEVATOR,180,1962,231154,2600482,11.25,9170000,39.7,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1184173,11.07,4170000,39,0.75,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,895893,11.79,3160000,41.6,2.2
2-05745-0012,"2727 PALISADE AVENUE
Bronx, NY
(40.88280475956938, -73.92029137660238)",RIVERDALE,D4-ELEVATOR,125,1955,169730,1693575,9.98,5720000,33.7,2-03143-0285,"2332 TIEBOUT AVENUE
Bronx, NY
(40.85743678199861, -73.89672000374188)",FORDHAM,D1-ELEVATOR,124,1965,110235,1190140,10.8,4020000,36.5,2.25,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1108732,10.18,3750000,34.4,0.3
2-05745-0290,"2501 PALISADE AVENUE
Bronx, NY
(40.880534961738114, -73.9223807474589)",RIVERDALE,C6-WALK-UP,17,1927,28536,271092,9.5,894000,31.3,2-05703-0209,"3025 GODWIN TERRACE
Bronx, NY
(40.87814859722114, -73.90672470544199)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,65,1926,65250,549722,8.42,1690000,25.9,0.8,2-05776-0605,"4568 MANHATTAN COLLEGE PK
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,61,1925,63600,635643,9.99,2150000,33.8,1.15
2-05745-0305,"2575 PALISADE AVENUE
Bronx, NY
(40.88137737251539, -73.92186414973085)",RIVERDALE,D4-ELEVATOR,143,1958,168962,1900822,11.25,6700000,39.7,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1184173,11.07,4170000,39,0.75,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,895893,11.79,3160000,41.6,2.2
2-05746-0584,"2601 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,69,1954,92171,1004663,10.9,3540000,38.4,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1184173,11.07,4170000,39,0.65,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0
2-05747-0590,"2711 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,52,1953,82559,908149,11,3200000,38.8,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.35,,,,,,,,,,,,
2-05747-0605,"2734 INDEPENDENCE AVENUE
Bronx, NY
(40.88223717354416, -73.91766314113023)",RIVERDALE,D4-ELEVATOR,66,1970,76030,836330,11,2950000,38.8,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.35,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,779281,10.74,2630000,36.2,0.5
2-05748-0500,"3001 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,85,1934,140000,1456000,10.4,4920000,35.1,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1397249,10.37,4720000,35,0.75,2-05845-1799,"5400 FIELDSTON ROAD
Bronx, NY
(40.901548992375844, -73.90175330732681)",RIVERDALE,D1-ELEVATOR,127,1939,151500,1502438,9.92,5080000,33.5,1.55
2-05750-0357,"735 KAPPOCK STREET
Bronx, NY
(40.88138078936013, -73.91969540753021)",RIVERDALE,D4-ELEVATOR,69,1953,61538,692302,11.25,2440000,39.7,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.4,2-05845-1799,"5400 FIELDSTON ROAD
Bronx, NY
(40.901548992375844, -73.90175330732681)",RIVERDALE,D1-ELEVATOR,127,1939,151500,1502438,9.92,5080000,33.5,1.65
2-05758-0442,"315 232 STREET
Bronx, NY
(40.88206705438151, -73.90737392987303)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,72,1974,75747,833217,11,2940000,38.8,2-05761-0444,"3425 KINGSBRIDGE AVENUE
Bronx, NY
(40.88302762338282, -73.90349883524286)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,56,1964,69595,581072,8.35,1920000,27.6,0.15,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1424321,11.08,5020000,39.1,0.2
2-05759-0364,"3240 RIVERDALE AVENUE
Bronx, NY
(40.88344483666345, -73.90777560949599)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,66,1970,67987,747857,11,2640000,38.8,2-05761-0444,"3425 KINGSBRIDGE AVENUE
Bronx, NY
(40.88302762338282, -73.90349883524286)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,56,1964,69595,581072,8.35,1920000,27.6,0.15,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,799150,11.24,2820000,39.7,0.3
2-05764-0642,"3475 GREYSTONE AVENUE
Bronx, NY
(40.88479951580435, -73.90695662584997)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,57,1957,61187,673057,11,2370000,38.7,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,799150,11.24,2820000,39.7,0.3,2-05625-0065,"30 PILOT STREET
Bronx, NY
(40.840783040314655, -73.78645763842357)",CITY ISLAND,D1-ELEVATOR,79,1964,63000,615408,9.77,2080000,33,7
2-05767-0798,"288 238 STREET
Bronx, NY
(40.88579899505827, -73.90215029023548)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,74,1962,69848,768328,11,2710000,38.8,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,799150,11.24,2820000,39.7,0.1,2-05625-0065,"30 PILOT STREET
Bronx, NY
(40.840783040314655, -73.78645763842357)",CITY ISLAND,D1-ELEVATOR,79,1964,63000,615408,9.77,2080000,33,6.8
2-05770-0069,"3636 GREYSTONE AVENUE
Bronx, NY
(40.88612895419929, -73.90581209427079)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,92,1940,118214,1383103,11.7,4880000,41.3,2-05769-0132,"3660 WALDO AVENUE
Bronx, NY
(40.88705423343436, -73.9041393720671)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,86,1940,72000,912037,12.67,3430000,47.6,0.04,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,799150,11.24,2820000,39.7,0.25
2-05771-0020,"3600 FIELDSTON ROAD
Bronx, NY
(40.88593784897645, -73.90695506697786)",RIVERDALE,D4-ELEVATOR,73,1941,86000,1006200,11.7,3550000,41.3,2-05769-0132,"3660 WALDO AVENUE
Bronx, NY
(40.88705423343436, -73.9041393720671)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,86,1940,72000,912037,12.67,3430000,47.6,0.1,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,799150,11.24,2820000,39.7,0.3
2-05771-0041,"474 238 STREET
Bronx, NY
(40.88749291801432, -73.90605324691526)",RIVERDALE,D4-ELEVATOR,54,1939,76500,895050,11.7,3160000,41.3,2-05769-0132,"3660 WALDO AVENUE
Bronx, NY
(40.88705423343436, -73.9041393720671)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,86,1940,72000,912037,12.67,3430000,47.6,0.1,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,799150,11.24,2820000,39.7,0.3
2-05777-0772,"3800 WALDO AVENUE
Bronx, NY
(40.887419086923295, -73.9038373443986)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,173,1966,154640,1999495,12.93,5650000,36.5,2-05784-0340,"500 235 STREET
Bronx, NY
(40.885146854323175, -73.9074100072352)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,87,1954,92600,1103392,11.92,3890000,42,0.3,,,,,,,,,,,,
2-05778-0879,"3875 WALDO AVENUE
Bronx, NY
(40.8886346893857, -73.90314679771674)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,105,1931,150000,1485000,9.9,5020000,33.5,2-05754-0090,"225 232 STREET
Bronx, NY
(40.88038240122977, -73.90433315088163)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,96,1929,87510,842281,9.62,2590000,29.6,0.55,2-05845-1799,"5400 FIELDSTON ROAD
Bronx, NY
(40.901548992375844, -73.90175330732681)",RIVERDALE,D1-ELEVATOR,127,1939,151500,1502438,9.92,5080000,33.5,0.95
2-05779-0815,"3810 GREYSTONE AVENUE
Bronx, NY
(40.88827806749091, -73.90494041483724)",RIVERDALE,D4-ELEVATOR,44,1939,41068,474335,11.55,1670000,40.7,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,799150,11.24,2820000,39.7,0.25,2-05791-0388,"511 235 STREET
Bronx, NY
(40.88527065587371, -73.90778784062472)",RIVERDALE,D7-ELEVATOR,55,1936,64000,763082,11.92,2690000,42,0.2
2-05779-0820,"3840 GREYSTONE AVENUE
Bronx, NY
(40.88852064983552, -73.90484668984045)",RIVERDALE,D4-ELEVATOR,127,1951,186480,2331000,12.5,8760000,47,2-05792-0430,"530 236 STREET
Bronx, NY
(40.88639581976764, -73.90827463171819)",RIVERDALE,D7-ELEVATOR,86,1954,103392,1327517,12.84,4990000,48.3,0.25,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1184173,11.07,4170000,39,0.2
2-05783-0300,"511 232 STREET
Bronx, NY
(40.88327437274115, -73.90929755115144)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,66,1937,69441,687465,9.9,2320000,33.4,2-05754-0072,"222 233 STREET
Bronx, NY
(40.881010920801245, -73.90383558339528)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1928,66270,665712,10.05,2250000,34,0.25,2-05754-0090,"225 232 STREET
Bronx, NY
(40.88038240122977, -73.90433315088163)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,96,1929,87510,842281,9.62,2590000,29.6,0.25
2-05785-0268,"3299 CAMBRIDGE AVENUE
Bronx, NY
(40.88383170983165, -73.90868506272068)",RIVERDALE,D4-ELEVATOR,84,1954,111675,1228425,11,4330000,38.8,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.55,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.1
2-05785-0284,"5620 SYLVAN AVENUE
Bronx, NY
(40.903854199732386, -73.89830886243739)",RIVERDALE,D4-ELEVATOR,77,1960,80120,881320,11,3110000,38.8,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.55,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.1
2-05787-0130,"3200 NETHERLAND AVENUE
Bronx, NY
(40.883820162050846, -73.91156192702633)",RIVERDALE,D4-ELEVATOR,80,1957,88470,973170,11,3430000,38.8,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.45,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0
2-05787-0148,"3260 NETHERLAND AVENUE
Bronx, NY
(40.88424438043854, -73.91140976173509)",RIVERDALE,D4-ELEVATOR,54,1950,51000,561000,11,1980000,38.8,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.45,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0
2-05787-0177,"3225 JOHNSON AVENUE
Bronx, NY
(40.88372465514634, -73.91041974590637)",RIVERDALE,D4-ELEVATOR,60,1970,60928,682393,11.2,2410000,39.6,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.45,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0
2-05788-0074,"3210 ARLINGTON AVENUE
Bronx, NY
(40.88426062407272, -73.9123825082219)",RIVERDALE,D4-ELEVATOR,67,1955,80735,904232,11.2,3190000,39.5,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1016704,10.96,3580000,38.6,0.4,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1155727,11.5,4070000,40.5,0.05
2-05788-0119,"3215 NETHERLAND AVENUE
Bronx, NY
(40.88393349525025, -73.91159640765918)",RIVERDALE,D4-ELEVATOR,49,1939,75000,712500,9.5,2350000,31.3,2-05845-1799,"5400 FIELDSTON ROAD
Bronx, NY
(40.901548992375844, -73.90175330732681)",RIVERDALE,D1-ELEVATOR,127,1939,151500,1502438,9.92,5080000,33.5,1.35,2-05881-1086,"6655 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D7-ELEVATOR,92,1929,95000,833879,8.78,2750000,28.9,1.9
2-05789-0015,"3206 FAIRFIELD AVENUE
Bronx, NY
(40.884416197761894, -73.91366259278804)",RIVERDALE,D4-ELEVATOR,56,1954,59352,741900,12.5,2790000,47,2-05791-0388,"511 235 STREET
Bronx, NY
(40.88527065587371, -73.90778784062472)",RIVERDALE,D7-ELEVATOR,55,1936,64000,763082,11.92,2690000,42,0.3,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,582915,13.94,2310000,55,0.3
2-05789-0059,"3215 ARLINGTON AVENUE
Bronx, NY
(40.884350663021365, -73.91242590214081)",RIVERDALE,D4-ELEVATOR,69,1958,82000,984000,12,3470000,42.3,2-05791-0388,"511 235 STREET
Bronx, NY
(40.88527065587371, -73.90778784062472)",RIVERDALE,D7-ELEVATOR,55,1936,64000,763082,11.92,2690000,42,0.3,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,582915,13.94,2310000,55,0.3
