B02295 ,"CPR TRANSPORTATION SERVICES, INC.                           ",                                                            ,22-07 37 AVENUE,11101,718-766-9088,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02296 ,AFFORDABLE LUXURY LIMOUSINE INC.                            ,ALL TRANSPORTATION NETWORK                                  ,5450 ROUTE 9W,12550,845-565-2306,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02297 ,"AWEES CAR & LIMO, INC.                                      ",                                                            ,245-02 JERICHO TURNPIKE,11001,718-790-0709,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02298 ,NYG LIMOUSINE LLC                                           ,                                                            ,212-03 UNION TURNPIKE,11364,888-694-2008,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02303 ,MINEOLA TRANSPORTATION INC.                                 ,                                                            ,1267 ATLANTIC AVENUE,11216,917-859-5195,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02306 ,ACCUELIMO LUXURY LLC                                        ,                                                            ,47-16 48 AVENUE,11377,718-786-8877,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02309 ,222 CAR & LIMO SERVICE INC.                                 ,                                                            ,222 HOYT STREET,11217,718-581-3592,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02317 ,SINCERE LUXURY GROUP INC.                                   ,                                                            ,2914/28 STILLWELL AVENUE,11224,718-333-9888,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02323 ,CHOLULA EXPRESS INC.                                        ,                                                            ,3074 CONEY ISLAND AVENUE,11235,718-891-2003,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02325 ,UNO LIMOUSINE SERVICE INC.                                  ,                                                            ,417 HACKENSACK STREET STE #2,7072,646-691-0520,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02329 ,FUTURE GROUP LIMO & CAR SVC INC.                            ,                                                            ,198 COLUMBIA STREET,11231,718-858-1234,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02330 ,"OCHO LUXURY CAR, INC.                                       ",                                                            ,4911 8 AVENUE,11220,646-479-5686,"TLC-licensed base (FHV, Commuter Van, or Para)",
B02331 ,CHICO EXPRESS SERVICE CORP                                  ,                                                            ,6318 14 AVENUE,11219,646-247-6722,"TLC-licensed base (FHV, Commuter Van, or Para)",
