District,Bldg Level,Bldg I.D.,Building Name,Bldg Enroll,Bldg Adjusted Capacity(Historical),Bldg Over/Under(Historical),Bldg Utilization(Historical),Bldg Capacity(Target),Bldg Over/Under(Target),Bldg Utilization(Target),Org ID,Organization Name,Org Enroll,Org Adjusted Capacity (Historical),Org Over/Under(Historical),Org Utilization(Historical),Org Adjusted Capacity(Target),Org Over Under(Target),Org Utilization(Target),No. of Actual Cluster Rms Used,No. of Historical Method Cluster Rms ,No. of Target Method Cluster Rms,Pre K Cap,No. of Special Rms Used,Inclusionary
9,PS,X163,P.S. 163 - BRONX,453,297,156,153,283,170,160,X163,P.S. 163 - BRONX,453,297,156,153,283,170,160,0,3,3,0,0,
9,PS,X170,P.S. 170 (ECC) - BRONX,259,234,25,111,157,102,165,X170,P.S. 170 - BRONX                  ,259,234,25,111,157,102,165,0,2,3,0,0,
9,PS,X170,P.S. 170 (ECC) - BRONX,0,0,0,0,0,0,0,XG18,HIGHBRIDGE DAY CARE - BRONX       ,,,0,,,0,,0,0,0,0,0,
9,PS,X171,P.S. 4 ANNEX (P171 ECC) - BRONX,138,231,-93,60,194,-56,71,X004,P.S. 4 - BRONX,138,231,-93,60,194,-56,71,0,0,0,0,0,
9,PS,X172,P.S. 11 ANNEX (P172 ECC) - BRONX,0,0,0,0,0,0,0,X011,P.S. 11 - BRONX                   ,248,269,-21,92,213,35,116,0,0,0,0,0,
9,PS,X172,P.S. 11 ANNEX (P172 ECC) - BRONX,248,269,-21,92,213,35,116,XG18,HIGHBRIDGE DAY CARE - BRONX       ,,,0,,,0,,0,0,0,0,0,
9,PS,X173,P.S. 236 - BRONX,273,296,-23,92,244,29,112,X236,P.S. 236 - BRONX,273,296,-23,92,244,29,112,0,3,3,0,0,
9,PS,X173,P.S. 236 - BRONX,0,0,0,0,0,0,0,XG18,LA PENINSULA HEADSTART - BRONX    ,,,0,,,0,,0,0,0,0,0,
9,PS,X229,P.S. 230/I.S. 229 (UDC) - BRONX,0,0,0,0,0,0,0,X229,I.S. 229 - BRONX                  ,220,748,-528,29,796,-576,28,0,0,0,0,1,
9,PS,X229,P.S. 230/I.S. 229 (UDC) - BRONX,0,0,0,0,0,0,0,X230,P.S. 230 - BRONX                  ,426,1067,-641,40,924,-498,46,3,3,3,0,0,
9,PS,X229,P.S. 230/I.S. 229 (UDC) - BRONX,646,1815,-1169,36,1720,-1074,38,XG18,SCAN NY - BRONX                   ,,,0,,,0,,0,0,0,0,0,
9,PS,X235,P.S./I.S. 218 - BRONX,0,0,0,0,0,0,0,X218,P.S./I.S. 218 - BRONX             ,863,1027,-164,84,896,-33,96,6,4,4,0,0,
9,PS,X235,P.S./I.S. 218 - BRONX,887,1051,-164,84,920,-33,96,X723,X723 SPED - BRONX,24,24,0,100,24,0,100,0,0,0,0,0,
9,PS,X236,P.S. 236 ANNEX (P173 ECC) - BRONX,134,104,30,129,91,43,147,X236,P.S. 236 - BRONX,134,104,30,129,91,43,147,0,0,0,36,0,
9,PS,X338,MORRIS HEIGHTS EDUCATIONAL COMPLEX - BRONX,0,0,0,0,0,0,0,X204,P.S. 204 - BRONX,456,583,-127,78,523,-67,87,5,3,3,36,0,
9,PS,X338,MORRIS HEIGHTS EDUCATIONAL COMPLEX - BRONX,505,619,-114,82,559,-54,90,X723,X723 SPED - BRONX,49,36,13,136,36,13,136,0,0,0,0,0,
9,PS,X824,P.S. 204 - BRONX,217,269,-52,81,193,24,112,X422,CARL C. ICAHN SOUTH BX CHARTER SCHL - BRONX,217,269,-52,81,193,24,112,0,1,2,0,0,
9,PS,X851,P.S. 53 MINISCHOOL #1 - BRONX,278,254,24,109,210,68,132,X053,P.S. 53 - BRONX                   ,278,254,24,109,210,68,132,0,0,0,0,0,
9,PS,X862,P.S. 63 MINISCHOOL - BRONX,49,107,-58,46,77,-28,64,X002,P.S. 002 -  BRONX,49,107,-58,46,77,-28,64,0,0,1,0,0,
9,PS,X870,P.S. 70 MINISCHOOL - BRONX,209,194,15,108,151,58,138,X070,P.S. 70 - BRONX                   ,209,194,15,108,151,58,138,0,0,0,0,0,
9,PS,X873,P.S. 73 MINISCHOOL - BRONX,126,119,7,106,115,11,110,X073,P.S. 73 - BRONX,126,119,7,106,115,11,110,0,0,0,0,0,
9,PS,X874,P.S. 53 MINISCHOOL #2 - BRONX,232,153,79,152,154,78,151,X053,P.S. 53 - BRONX                   ,232,153,79,152,154,78,151,0,0,0,68,0,
9,PS,X890,P.S. 90 MINISCHOOL - BRONX,253,202,51,125,165,88,153,X443,THE FAMILY SCHOOL - BRONX,253,202,51,125,165,88,153,3,3,3,0,0,
9,PS,X899,P.S. 109 MINISCHOOL - BRONX,227,239,-12,95,231,-4,98,X109,P.S. 109 - BRONX                  ,227,239,-12,95,231,-4,98,0,0,0,0,0,
9,PS,X924,P.S. 64 TRANSPORTABLE - X,60,70,-10,86,69,-9,87,X064,P.S. 64 - BRONX,60,70,-10,86,69,-9,87,0,0,0,0,0,
9,PS,X928,P.S. 28 TRANSPORTABLE - X,0,56,-56,0,56,-56,0,X028,P.S. 28 - BRONX,0,56,-56,0,56,-56,0,0,0,0,0,0,
9,PS,X933,P.S. 163 TRANSPORTABLE - X,214,184,30,116,180,34,119,X163,P.S. 163 - BRONX,214,184,30,116,180,34,119,0,0,0,0,0,
9,PS,X980,P.S. 204 ANNEX - BRONX,111,74,37,150,77,34,144,Q950,GED PLUS - CITYWIDE,111,74,37,150,77,34,144,0,0,0,0,0,
9,MIDDLE,X022,I.S. 22 - BRONX,0,0,0,0,0,0,0,X022,I.S. 22 - BRONX                   ,653,898,-245,73,879,-226,74,0,0,0,0,4,
9,MIDDLE,X022,I.S. 22 - BRONX,1125,1497,-372,75,1500,-375,75,X323,I.S. 323 - BRONX                  ,472,599,-127,79,621,-149,76,0,0,0,0,2,
9,MIDDLE,X022,I.S. 22 - BRONX,0,0,0,0,0,0,0,XG11,MORRISANIA HEALTH CLINIC - BRONX  ,,,0,,,0,,0,0,0,0,0,
9,MIDDLE,X082,I.S. 232 - BRONX,0,0,0,0,0,0,0,X232,I.S. 232 - BRONX,492,554,-62,89,541,-49,91,0,0,0,0,4,
9,MIDDLE,X082,I.S. 232 - BRONX,1168,1251,-83,93,1275,-107,92,X303,I.S. 303 - BRONX                  ,340,295,45,115,303,37,112,0,0,0,0,2,
9,MIDDLE,X082,I.S. 232 - BRONX,0,0,0,0,0,0,0,X365,ACADEMY FOR LANGUAGE & TECH - X   ,336,402,-66,84,431,-95,78,0,0,0,0,2,
9,MIDDLE,X117,I.S. 117 - BRONX,0,0,0,0,0,0,0,X117,I.S. 117 - BRONX                  ,711,1176,-465,60,1123,-412,63,0,0,0,0,12,
9,MIDDLE,X117,I.S. 117 - BRONX,0,0,0,0,0,0,0,XG05,UFT TEACHERS RESOURCE RM. - BRONX ,,,0,,,0,,0,0,0,0,0,
9,MIDDLE,X117,I.S. 117 - BRONX,711,1176,-465,60,1123,-412,63,XG06,FOOD SERVICES - BRONX             ,,,0,,,0,,0,0,0,0,0,
9,MIDDLE,X117,I.S. 117 - BRONX,0,0,0,0,0,0,0,XG13,ACDP BEACON - BRONX               ,,,0,,,0,,0,0,0,0,0,
9,MIDDLE,X117,I.S. 117 - BRONX,0,0,0,0,0,0,0,XG18,MORRISANIA HEALTH CT - BRONX      ,,,0,,,0,,0,0,0,0,0,
9,MIDDLE,X145,I.S. 145 - BRONX,0,0,0,0,0,0,0,X145,I.S. 145 - BRONX                  ,485,718,-233,68,656,-171,74,2,3,3,0,0,
9,MIDDLE,X145,I.S. 145 - BRONX,0,0,0,0,0,0,0,X325,I.S. 325 - BRONX                  ,445,639,-194,70,576,-131,77,1,3,3,0,0,
9,MIDDLE,X145,I.S. 145 - BRONX,0,0,0,0,0,0,0,X328,I.S. 328 - BRONX                  ,199,386,-187,52,382,-183,52,0,0,0,0,1,
9,MIDDLE,X145,I.S. 145 - BRONX,1129,1819,-690,62,1687,-558,67,X985,ALTERNATIVE LEARNING CENTER - X,0,76,-76,0,73,-73,0,0,0,0,0,0,
9,MIDDLE,X147,I.S. 339 (OLD 147) - BRONX,0,0,0,0,0,0,0,X313,I.S. 313 - BRONX                  ,452,497,-45,91,485,-33,93,0,0,0,0,3,
9,MIDDLE,X147,I.S. 339 (OLD 147) - BRONX,1192,1382,-190,86,1358,-166,88,X339,I.S. 339 - BRONX,740,885,-145,84,873,-133,85,0,0,0,0,5,
9,MIDDLE,X148,I.S. 219 (OLD 148) - BRONX,0,0,0,0,0,0,0,X215,I.S. 215 - BRONX,405,391,14,104,336,69,121,0,3,3,0,0,
9,MIDDLE,X148,I.S. 219 (OLD 148) - BRONX,1378,1549,-171,89,1464,-86,94,X219,I.S. 219 - BRONX                  ,441,481,-40,92,476,-35,93,0,0,0,0,3,
9,MIDDLE,X148,I.S. 219 (OLD 148) - BRONX,0,0,0,0,0,0,0,X517,I.S. 517 - BRONX,532,677,-145,79,652,-120,82,0,0,0,0,0,
9,MIDDLE,X148,I.S. 219 (OLD 148) - BRONX,0,0,0,0,0,0,0,XG13,BEACON PROGRAM - BRONX            ,,,0,,,0,,0,0,0,0,0,
9,MIDDLE,X166,I.S. 166 - BRONX,0,0,0,0,0,0,0,X324,BRONX EARLY COLLEGE ACADEMY,493,500,-7,99,504,-11,98,0,0,0,0,1,
9,MIDDLE,X166,I.S. 166 - BRONX,0,0,0,0,0,0,0,X449,GRANT AVENUE ELEMENTARY SCHOOL,298,638,-340,47,569,-271,52,3,2,3,0,0,
9,MIDDLE,X166,I.S. 166 - BRONX,1173,1647,-474,71,1568,-395,75,X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,382,509,-127,75,495,-113,77,0,0,0,0,1,
9,MIDDLE,X166,I.S. 166 - BRONX,0,0,0,0,0,0,0,XG16,CHILDREN'S AID SOCIETY - BRONX    ,,,0,,,0,,0,0,0,0,0,
9,MIDDLE,X957,I.S. 117 TRANSPORTABLE - X,0,50,-50,0,49,-49,0,X117,I.S. 117 - BRONX                  ,0,50,-50,0,49,-49,0,0,0,0,0,0,
10,PS,X003,P.S. 3 - BRONX,405,603,-198,67,516,-111,78,X003,P.S. 3 - BRONX                    ,405,603,-198,67,516,-111,78,4,3,3,12,0,
10,PS,X007,P.S. 7 - BRONX,567,620,-53,91,548,19,103,X007,P.S. 7 - BRONX,567,620,-53,91,548,19,103,1,3,3,0,0,
10,PS,X008,P.S. 8 - BRONX,1042,753,289,138,709,333,147,X008,P.S. 8 - BRONX                    ,1042,753,289,138,709,333,147,1,5,4,0,0,
10,PS,X008,P.S. 8 - BRONX,0,0,0,0,0,0,0,XG18,MONTEFIORE SCH HLTH PRG - BRONX   ,,,0,,,0,,0,0,0,0,0,
10,PS,X009,P.S. 9 (OLD 115) - BRONX,0,0,0,0,0,0,0,X009,P.S. 9 - BRONX,580,991,-411,59,848,-268,68,5,3,3,0,0,
10,PS,X009,P.S. 9 (OLD 115) - BRONX,580,991,-411,59,848,-268,68,XG12,D10 WELCOME CENTER - BRONX        ,,,0,,,0,,0,0,0,0,0,
10,PS,X015,P.S. 15 - BRONX,0,0,0,0,0,0,0,X010,X010 SPED - BRONX                 ,112,114,-2,98,114,-2,98,0,0,0,0,0,
10,PS,X015,P.S. 15 - BRONX,0,0,0,0,0,0,0,X015,P.S. 15 - BRONX,550,499,51,110,479,71,115,2,3,3,0,0,
10,PS,X015,P.S. 15 - BRONX,1245,1133,112,110,1031,214,121,X291,P.S. 291 - BRONX                  ,583,520,63,112,438,145,133,1,3,3,0,0,
10,PS,X020,P.S. 20 - BRONX,0,0,0,0,0,0,0,X020,P.S. 20 - BRONX,991,974,17,102,930,61,107,7,4,4,0,0,
10,PS,X020,P.S. 20 - BRONX,0,0,0,0,0,0,0,X168,X168 SPED - BRONX                 ,100,120,-20,83,120,-20,83,0,0,0,0,0,
10,PS,X020,P.S. 20 - BRONX,0,0,0,0,0,0,0,XG04,GED                               ,,,0,,,0,,0,0,0,0,0,
10,PS,X020,P.S. 20 - BRONX,1091,1094,-3,100,1050,41,104,XG18,TASC                              ,,,0,,,0,,0,0,0,0,0,
10,PS,X023,P.S. 23 - BRONX,520,447,73,116,414,106,126,X023,P.S. 23 - BRONX                   ,520,447,73,116,414,106,126,4,3,3,18,0,
10,PS,X024,P.S. 24 - BRONX,756,746,10,101,609,147,124,X024,P.S. 24 - BRONX,756,746,10,101,609,147,124,6,3,4,0,0,
10,PS,X026,P.S. 396 - BRONX,772,1244,-472,62,1083,-311,71,X390,I.S. 390 - BRONX,430,685,-255,63,659,-229,65,0,0,0,0,8,
10,PS,X026,P.S. 396 - BRONX,0,0,0,0,0,0,0,X396,P.S. 396 - BRONX,342,559,-217,61,424,-82,81,3,2,3,60,0,
10,PS,X026,P.S. 396 - BRONX,0,0,0,0,0,0,0,XG12,EVEN START - BRONX                ,,,0,,,0,,0,0,0,0,0,
10,PS,X032,P.S. 32 - BRONX,598,715,-117,84,643,-45,93,X032,P.S. 32 - BRONX                   ,598,715,-117,84,643,-45,93,4,3,4,0,0,
10,PS,X033,P.S. 33 - BRONX,789,691,98,114,613,176,129,X033,P.S. 33 - BRONX                   ,789,691,98,114,613,176,129,1,4,4,0,0,
10,PS,X037,P.S. 37 - BRONX,622,653,-31,95,600,22,104,X037,P.S. 37 - BRONX                   ,622,653,-31,95,600,22,104,4,3,3,0,0,
10,PS,X046,P.S. 46 - BRONX,843,956,-113,88,858,-15,98,X046,P.S. 46 - BRONX                   ,843,956,-113,88,858,-15,98,4,5,4,0,0,
10,PS,X054,P.S. 54 - BRONX,504,520,-16,97,451,53,112,X054,P.S. 54 - BRONX,504,520,-16,97,451,53,112,3,3,3,18,0,
10,PS,X056,P.S. 56 - BRONX,321,275,46,117,252,69,127,X056,P.S. 56 - BRONX                   ,321,275,46,117,252,69,127,1,3,3,0,0,
10,PS,X059,P.S. 59 - BRONX,480,643,-163,75,591,-111,81,X059,P.S. 59 - BRONX,480,643,-163,75,591,-111,81,6,3,3,0,0,
10,PS,X079,P.S. 79 - BRONX,0,0,0,0,0,0,0,X382,P.S. 382 - BRONX,391,478,-87,82,418,-27,94,3,3,3,0,0,
10,PS,X079,P.S. 79 - BRONX,0,0,0,0,0,0,0,X386,SCHOOL FOR ENVIR CITIZEN - BRONX  ,499,572,-73,87,529,-30,94,3,3,3,54,0,
10,PS,X079,P.S. 79 - BRONX,1306,1515,-209,86,1394,-88,94,X447,I.S. 447 - BRONX,416,465,-49,89,447,-31,93,0,0,0,0,4,
10,PS,X079,P.S. 79 - BRONX,0,0,0,0,0,0,0,X998,NYC SCHOOL CONSTRUCTION AUTHORITY - QUEENS,0,,0,,0,0,,0,0,0,0,0,
10,PS,X079,P.S. 79 - BRONX,0,0,0,0,0,0,0,XG18,GOOD SHEPHERD AFTER-SCHOOL - X    ,,,0,,,0,,0,0,0,0,0,
10,PS,X081,P.S. 81 - BRONX,635,603,32,105,531,104,120,X081,P.S. 81 - BRONX                   ,635,603,32,105,531,104,120,1,3,3,0,0,
10,PS,X085,P.S. 85 - BRONX,812,963,-151,84,853,-41,95,X085,P.S. 85 - BRONX                   ,812,963,-151,84,853,-41,95,3,4,4,0,0,
10,PS,X086,P.S. 86 - BRONX,0,0,0,0,0,0,0,X086,P.S. 86 - BRONX                   ,1502,1288,214,117,1199,303,125,2,5,5,0,0,
10,PS,X086,P.S. 86 - BRONX,1502,1288,214,117,1199,303,125,XG18,ASPIRA - BRONX                    ,,,0,,,0,,0,0,0,0,0,
10,PS,X091,P.S. 91 - BRONX,580,713,-133,81,630,-50,92,X091,P.S. 91 - BRONX                   ,580,713,-133,81,630,-50,92,2,3,3,0,0,
10,PS,X094,P.S. 94 - BRONX,560,677,-117,83,602,-42,93,X094,P.S. 94 - BRONX                   ,560,677,-117,83,602,-42,93,0,0,0,0,0,
10,PS,X095,P.S. 95 - BRONX,0,0,0,0,0,0,0,X095,P.S. 95 - BRONX,1229,1397,-168,88,1306,-77,94,8,5,4,18,0,
10,PS,X095,P.S. 95 - BRONX,1498,1766,-268,85,1611,-113,93,X344,P.S. 344 - BRONX                  ,269,369,-100,73,305,-36,88,3,2,3,0,0,
10,PS,X095,P.S. 95 - BRONX,0,0,0,0,0,0,0,XG18,MONTIFIORE FAM HLTH CENTER - X    ,,,0,,,0,,0,0,0,0,0,
10,PS,X122,P.S. 310 - BRONX,586,841,-255,70,695,-109,84,X310,P.S. 310 - BRONX,586,841,-255,70,695,-109,84,5,3,4,0,0,
10,PS,X159,P.S. 159 - BRONX,205,233,-28,88,186,19,110,X159,P.S. 159 - BRONX                  ,205,233,-28,88,186,19,110,1,1,2,0,0,
10,PS,X205,P.S. 205A (ECF) - BRONX,666,553,113,120,497,169,134,X205,P.S. 205A - BRONX,666,553,113,120,497,169,134,1,4,4,0,0,
10,PS,X209,P.S. 209 - BRONX,268,220,48,122,154,114,174,X209,P.S. 209 - BRONX,268,220,48,122,154,114,174,0,2,3,18,0,
10,PS,X279,P.S. 279 - BRONX,0,0,0,0,0,0,0,X279,P.S. 279 - BRONX,879,824,55,107,783,96,112,4,4,4,0,0,
10,PS,X279,P.S. 279 - BRONX,879,824,55,107,783,96,112,XG18,COMMITTE FOR HISPANIC FAM - X     ,,,0,,,0,,0,0,0,0,0,
10,PS,X283,JONAS BRONCK ACADEMY - BRONX,251,249,2,101,269,-18,93,X228,I.S. 228 - BRONX                  ,251,249,2,101,269,-18,93,0,0,0,0,0,
10,PS,X306,P.S. 306 - BRONX,0,0,0,0,0,0,0,X186,X186 SPED - BRONX                 ,117,118,-1,99,118,-1,99,0,0,0,0,0,
10,PS,X306,P.S. 306 - BRONX,0,0,0,0,0,0,0,X306,P.S. 306 - BRONX,745,811,-66,92,700,45,106,3,3,3,0,0,
10,PS,X306,P.S. 306 - BRONX,0,0,0,0,0,0,0,X331,I.S. 331 - BRONX,368,662,-294,56,676,-308,54,0,0,0,0,2,
10,PS,X306,P.S. 306 - BRONX,1230,1591,-361,77,1494,-264,82,XG18,EPIC PROGRAM OFFICE - BRONX       ,,,0,,,0,,0,0,0,0,0,
10,PS,X340,P.S. 340 - BRONX,604,539,65,112,524,80,115,X340,P.S. 340 - BRONX                  ,604,539,65,112,524,80,115,2,3,3,36,0,
10,PS,X360,P.S. 360 - BRONX,505,549,-44,92,501,4,101,X360,P.S. 360 - BRONX                  ,505,549,-44,92,501,4,101,3,3,3,18,0,
10,PS,X361,P.S. 94 ANNEX - BRONX,601,436,165,138,361,240,166,X094,P.S. 94 - BRONX,601,436,165,138,361,240,166,2,4,4,0,0,
10,PS,X781,P.S. 51 - BRONX,225,322,-97,70,264,-39,85,X051,P.S. 51 - BRONX,225,322,-97,70,264,-39,85,3,2,2,0,0,
10,PS,X808,P.S. 8 MINISCHOOL - BRONX,174,91,83,191,95,79,183,X008,P.S. 8 - BRONX                    ,174,91,83,191,95,79,183,0,0,0,0,0,
10,PS,X819,P.S. 207 - BRONX,408,447,-39,91,363,45,112,X207,P.S. 207 - BRONX                  ,408,447,-39,91,363,45,112,3,3,3,18,0,
10,PS,X822,P.S. 310 MINISCHOOL - BRONX,166,168,-2,99,133,33,125,X310,P.S. 310 - BRONX,166,168,-2,99,133,33,125,0,0,0,51,0,
10,PS,X826,P.S. 226 MINISCHOOL - BRONX,311,237,74,131,210,101,148,X226,P.S. 226 - BRONX                  ,311,237,74,131,210,101,148,4,3,3,15,0,
10,PS,X827,P.S. 226 (VAN CARPENTER) - X,204,232,-28,88,224,-20,91,X226,P.S. 226 - BRONX                  ,204,232,-28,88,224,-20,91,0,0,0,0,0,
10,PS,X831,P.S. 46 ANNEX - BRONX,169,163,6,104,136,33,124,X046,P.S. 46 - BRONX                   ,169,163,6,104,136,33,124,0,0,0,0,0,
10,PS,X832,P.S. 32 MINISCHOOL - BRONX,153,147,6,104,122,31,125,X032,P.S. 32 - BRONX                   ,153,147,6,104,122,31,125,0,0,0,0,0,
10,PS,X842,P.S. 95 ANNEX - BRONX,64,29,35,221,29,35,221,X168,X168 SPED - BRONX,64,29,35,221,29,35,221,0,0,0,0,0,
10,PS,X843,P.S. 246 (POE CENTER) - BRONX,684,702,-18,97,646,38,106,X246,P.S. 246 - BRONX                  ,684,702,-18,97,646,38,106,3,3,3,0,0,
10,PS,X844,P.S. 95 ANNEX - BRONX,17,33,-16,52,33,-16,52,X010,X010 SPED - BRONX                 ,17,33,-16,52,33,-16,52,0,0,0,0,0,
10,PS,X846,P.S. 46 MINISCHOOL - BRONX,219,112,107,196,118,101,186,X046,P.S. 46 - BRONX                   ,219,112,107,196,118,101,186,0,0,0,0,0,
10,PS,X853,P.S. 59 ANNEX - BRONX,95,70,25,136,71,24,134,X059,P.S. 59 - BRONX,95,70,25,136,71,24,134,0,0,0,54,0,
10,PS,X859,P.S. 315 - BRONX,227,278,-51,82,262,-35,87,X315,P.S. 315 - BRONX                  ,227,278,-51,82,262,-35,87,2,2,2,0,0,
10,PS,X864,P.S. 205B (ECF) - BRONX,360,314,46,115,273,87,132,X205,P.S. 205B - BRONX,360,314,46,115,273,87,132,0,0,0,0,0,
10,PS,X865,P.S. 56 MINISCHOOL - BRONX,234,172,62,136,133,101,176,X056,P.S. 56 - BRONX                   ,234,172,62,136,133,101,176,0,0,0,0,0,
10,PS,X868,P.S. 86 MINISCHOOL - BRONX,283,158,125,179,143,140,198,X086,P.S. 86 - BRONX                   ,283,158,125,179,143,140,198,0,0,0,34,0,
10,PS,X885,P.S. 85 MINISCHOOL - BRONX,275,209,66,132,196,79,140,X085,P.S. 85 - BRONX                   ,275,209,66,132,196,79,140,0,0,0,0,0,
10,PS,X886,P.S. 86 ANNEX - BRONX,349,222,127,157,167,182,209,X307,P.S. 307 - BRONX,349,222,127,157,167,182,209,0,2,3,28,0,
10,PS,X891,KP.S. 91 MINISCHOOL - BRONX,135,81,54,167,83,52,163,X091,P.S. 91 - BRONX                   ,135,81,54,167,83,52,163,0,0,0,0,0,
10,PS,X896,P.S. 279 ANNEX - BRONX,97,83,14,117,90,7,108,X279,P.S. 279 - BRONX,97,83,14,117,90,7,108,0,0,0,0,0,
10,PS,X930,P.S. 9 TEMP. C.R. BLDG. - X,154,148,6,104,148,6,104,X009,P.S. 9 - BRONX,154,148,6,104,148,6,104,0,0,0,36,0,
10,PS,X931,P.S. 20 TEMP. C.R. BLDG. - X,93,185,-92,50,201,-108,46,X020,P.S. 20 - BRONX,93,185,-92,50,201,-108,46,0,0,0,36,0,
10,PS,X939,P.S. 33 ANNEX - BRONX,279,174,105,160,176,103,159,X033,P.S. 33 - BRONX                   ,279,174,105,160,176,103,159,0,0,0,0,0,
10,PS,X951,P.S.15  ANNEX (PLAY YARD) - BRONX,0,0,0,0,0,0,0,X015,P.S.15  ANNEX (PLAY YARD) - BRONX,,,0,,,0,,0,0,0,0,0,
10,PS,X978,P.S. 94 ANNEX - BRONX,122,104,18,117,85,37,144,X056,P.S. 56 - BRONX,122,104,18,117,85,37,144,0,0,0,0,0,
10,MIDDLE,X045,I.S. 45 - BRONX,0,0,0,0,0,0,0,X045,I.S. 45 - BRONX                   ,894,1206,-312,74,1244,-350,72,0,0,0,0,5,
10,MIDDLE,X045,I.S. 45 - BRONX,894,1206,-312,74,1244,-350,72,XG13,BEACON PROGRAM - BRONX            ,,,0,,,0,,0,0,0,0,0,
10,MIDDLE,X045,I.S. 45 - BRONX,0,0,0,0,0,0,0,XG18,MONTEFIORE CLINIC - BRONX         ,,,0,,,0,,0,0,0,0,0,
10,MIDDLE,X080,I.S. 80/P.S. 280 - BRONX,0,0,0,0,0,0,0,X080,I.S. 80 - BRONX,647,774,-127,84,780,-133,83,0,0,0,0,7,
10,MIDDLE,X080,I.S. 80/P.S. 280 - BRONX,1393,1456,-63,96,1362,31,102,X280,P.S. 280 - BRONX                  ,746,682,64,109,582,164,128,2,4,4,0,0,
10,MIDDLE,X115,I.S. 399 (OLD X HS/115) - BRONX,625,875,-250,71,838,-213,75,X363,M.S. 363 - BRONX,294,464,-170,63,416,-122,71,0,0,0,0,2,
10,MIDDLE,X115,I.S. 399 (OLD X HS/115) - BRONX,0,0,0,0,0,0,0,X459,EAST FORDHAM ACADEMY FOR THE ARTS ,331,411,-80,81,422,-91,78,0,0,0,0,2,
10,MIDDLE,X115,I.S. 399 (OLD X HS/115) - BRONX,0,0,0,0,0,0,0,XG18,PATHWAYS FOR YOUTH                ,,,0,,,0,,0,0,0,0,0,
10,MIDDLE,X118,I.S. 118 - BRONX,971,1008,-37,96,1047,-76,93,X118,I.S. 118 - BRONX                  ,971,1008,-37,96,1047,-76,93,0,0,0,0,4,
10,MIDDLE,X137,I.S. 391 (UDC) - BRONX            ,0,0,0,0,0,0,0,X225,M.S./H.S. 225 - BRONX             ,524,1008,-484,52,1009,-485,52,0,0,0,0,2,
10,MIDDLE,X137,I.S. 391 (UDC) - BRONX            ,1149,1729,-580,66,1738,-589,66,X391,I.S. 391 - BRONX,625,721,-96,87,729,-104,86,0,0,0,0,7,
10,MIDDLE,X137,I.S. 391 (UDC) - BRONX            ,0,0,0,0,0,0,0,XG06,FOOD SERVICES - X                 ,,,0,,,0,,0,0,0,0,0,
10,MIDDLE,X141,M.S./H.S. 141 - BRONX,0,0,0,0,0,0,0,X141,M.S./H.S. 141 - BRONX,1337,1538,-201,87,1440,-103,93,0,0,0,0,19,
10,MIDDLE,X141,M.S./H.S. 141 - BRONX,1337,1538,-201,87,1440,-103,93,XG18,RIVERDALE COMM. CENTER - BRONX    ,,,0,,,0,,0,0,0,0,0,
10,MIDDLE,X143,I.S. 143 - BRONX,0,0,0,0,0,0,0,X237,MARIE CURIE HS FOR NURSING - BRONX,540,566,-26,95,530,10,102,0,0,0,0,1,
10,MIDDLE,X143,I.S. 143 - BRONX,0,0,0,0,0,0,0,X244,I.S. 244 - BRONX,649,637,12,102,659,-10,98,0,0,0,0,4,
10,MIDDLE,X143,I.S. 143 - BRONX,0,0,0,0,0,0,0,XG03,SAPIS - BRONX                     ,,,0,,,0,,0,0,0,0,0,
10,MIDDLE,X143,I.S. 143 - BRONX,1189,1203,-14,99,1189,0,100,XG05,UFT USE - BRONX                   ,,,0,,,0,,0,0,0,0,0,
10,MIDDLE,X206,I.S. 206B - BRONX,390,430,-40,91,311,79,125,X206,I.S. 206B - BRONX,390,430,-40,91,311,79,125,1,3,3,0,0,
10,MIDDLE,X254,I.S. 254 - BRONX,421,556,-135,76,525,-104,80,X254,I.S. 254 - BRONX                  ,421,556,-135,76,525,-104,80,0,0,0,0,3,
10,MIDDLE,X368,M.S./H.S. 368 - BRONX             ,0,0,0,0,0,0,0,X368,M.S./H.S. 368 - BRONX,1126,1037,89,109,973,153,116,0,0,0,0,14,
10,MIDDLE,X368,M.S./H.S. 368 - BRONX             ,1183,1109,74,107,1045,138,113,X721,X721 SPED - BRONX,57,72,-15,79,72,-15,79,0,0,0,0,0,
10,MIDDLE,X841,I.S. 241 - BRONX,132,220,-88,60,201,-69,66,X024,P.S. 24 - BRONX,132,220,-88,60,201,-69,66,0,0,0,0,0,
10,MIDDLE,X845,I.S. 45 ANNEX - BRONX,84,126,-42,67,108,-24,78,X045,I.S. 45 - BRONX                   ,84,126,-42,67,108,-24,78,0,0,0,0,0,
10,MIDDLE,X852,BRONX DANCE ACADEMY - BRONX,263,327,-64,80,353,-90,75,X308,BRONX DANCE ACADEMY - BRONX       ,263,327,-64,80,353,-90,75,0,0,0,0,0,
10,MIDDLE,X910,I.S. 80/P.S. 280 TRANSPORTABLE-X,124,146,-22,85,133,-9,93,X080,I.S. 80 - BRONX,0,50,-50,0,49,-49,0,0,0,0,0,0,
