DBN,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
02M347,All Grades,2006,Female,36,,18,50%,7,19.4%,10,27.8%,1,2.8%,11,30.6%
02M347,All Grades,2006,Male,20,,10,50%,5,25%,5,25%,0,0%,5,25%
02M347,All Grades,2007,Female,20,,4,20%,6,30%,9,45%,1,5%,10,50%
02M347,All Grades,2007,Male,20,,2,10%,12,60%,6,30%,0,0%,6,30%
02M347,All Grades,2008,Female,25,,3,12%,6,24%,15,60%,1,4%,16,64%
02M347,All Grades,2008,Male,17,,3,17.6%,4,23.5%,10,58.8%,0,0%,10,58.8%
02M347,All Grades,2009,Female,25,,1,4%,5,20%,17,68%,2,8%,19,76%
02M347,All Grades,2009,Male,19,,0,0%,8,42.1%,10,52.6%,1,5.3%,11,57.9%
02M347,All Grades,2010,Female,29,,6,20.7%,14,48.3%,7,24.1%,2,6.9%,9,31%
02M347,All Grades,2010,Male,2,,s,s,s,s,s,s,s,s,s,s
02M347,All Grades,2010,Male,23,,5,21.7%,14,60.9%,2,8.7%,2,8.7%,4,17.4%
02M347,All Grades,2010,Male,23,,5,21.7%,14,60.9%,2,8.7%,2,8.7%,4,17.4%
02M347,All Grades,2011,Female,25,678,2,8%,10,40%,9,36%,4,16%,13,52%
02M347,All Grades,2011,Male,27,671,4,14.8%,10,37%,9,33.3%,4,14.8%,13,48.1%
02M407,6,2006,Female,27,653,3,11.1%,6,22.2%,18,66.7%,0,0%,18,66.7%
02M407,6,2006,Male,34,645,3,8.8%,16,47.1%,15,44.1%,0,0%,15,44.1%
02M407,6,2007,Female,21,654,1,4.8%,5,23.8%,15,71.4%,0,0%,15,71.4%
02M407,6,2007,Male,22,656,3,13.6%,5,22.7%,13,59.1%,1,4.5%,14,63.6%
02M407,6,2008,Female,37,673,0,0%,7,18.9%,24,64.9%,6,16.2%,30,81.1%
02M407,6,2008,Male,19,670,1,5.3%,3,15.8%,9,47.4%,6,31.6%,15,78.9%
02M407,6,2009,Female,34,686,0,0%,1,2.9%,25,73.5%,8,23.5%,33,97.1%
02M407,6,2009,Male,27,670,0,0%,3,11.1%,22,81.5%,2,7.4%,24,88.9%
02M407,6,2010,Female,40,684,2,5%,9,22.5%,16,40%,13,32.5%,29,72.5%
02M407,6,2010,Male,43,686,0,0%,13,30.2%,20,46.5%,10,23.3%,30,69.8%
02M407,6,2011,Female,30,700,0,0%,3,10%,12,40%,15,50%,27,90%
02M407,6,2011,Male,29,700,0,0%,2,6.9%,13,44.8%,14,48.3%,27,93.1%
02M407,7,2006,Female,32,642,2,6.3%,14,43.8%,15,46.9%,1,3.1%,16,50%
02M407,7,2006,Male,19,633,3,15.8%,9,47.4%,7,36.8%,0,0%,7,36.8%
02M407,7,2007,Female,25,664,0,0%,4,16%,20,80%,1,4%,21,84%
02M407,7,2007,Male,31,648,0,0%,17,54.8%,14,45.2%,0,0%,14,45.2%
02M407,7,2008,Female,22,670,0,0%,3,13.6%,17,77.3%,2,9.1%,19,86.4%
02M407,7,2008,Male,20,671,0,0%,5,25%,10,50%,5,25%,15,75%
02M407,7,2009,Female,39,683,0,0%,1,2.6%,25,64.1%,13,33.3%,38,97.4%
02M407,7,2009,Male,29,673,0,0%,3,10.3%,22,75.9%,4,13.8%,26,89.7%
02M407,7,2010,Female,34,673,0,0%,16,47.1%,14,41.2%,4,11.8%,18,52.9%
02M407,7,2010,Male,30,662,1,3.3%,20,66.7%,9,30%,0,0%,9,30%
02M407,7,2011,Female,39,683,0,0%,9,23.1%,20,51.3%,10,25.6%,30,76.9%
02M407,7,2011,Male,45,679,0,0%,13,28.9%,23,51.1%,9,20%,32,71.1%
02M407,8,2006,Female,26,634,6,23.1%,12,46.2%,8,30.8%,0,0%,8,30.8%
02M407,8,2006,Male,32,639,4,12.5%,12,37.5%,16,50%,0,0%,16,50%
02M407,8,2007,Female,31,643,1,3.2%,19,61.3%,11,35.5%,0,0%,11,35.5%
02M407,8,2007,Male,21,650,3,14.3%,8,38.1%,9,42.9%,1,4.8%,10,47.6%
02M407,8,2008,Female,25,662,0,0%,4,16%,21,84%,0,0%,21,84%
02M407,8,2008,Male,33,647,2,6.1%,16,48.5%,15,45.5%,0,0%,15,45.5%
02M407,8,2009,Female,27,665,0,0%,8,29.6%,15,55.6%,4,14.8%,19,70.4%
02M407,8,2009,Male,24,664,1,4.2%,5,20.8%,17,70.8%,1,4.2%,18,75%
02M407,8,2010,Female,42,680,2,4.8%,12,28.6%,25,59.5%,3,7.1%,28,66.7%
02M407,8,2010,Male,30,669,3,10%,11,36.7%,16,53.3%,0,0%,16,53.3%
02M407,8,2011,Female,37,686,0,0%,9,24.3%,22,59.5%,6,16.2%,28,75.7%
02M407,8,2011,Male,39,674,1,2.6%,19,48.7%,17,43.6%,2,5.1%,19,48.7%
02M407,All Grades,2006,Female,85,,11,12.9%,32,37.6%,41,48.2%,1,1.2%,42,49.4%
02M407,All Grades,2006,Male,85,,10,11.8%,37,43.5%,38,44.7%,0,0%,38,44.7%
02M407,All Grades,2007,Female,77,,2,2.6%,28,36.4%,46,59.7%,1,1.3%,47,61%
02M407,All Grades,2007,Male,74,,6,8.1%,30,40.5%,36,48.6%,2,2.7%,38,51.4%
02M407,All Grades,2008,Female,84,,0,0%,14,16.7%,62,73.8%,8,9.5%,70,83.3%
02M407,All Grades,2008,Male,72,,3,4.2%,24,33.3%,34,47.2%,11,15.3%,45,62.5%
02M407,All Grades,2009,Female,100,,0,0%,10,10%,65,65%,25,25%,90,90%
02M407,All Grades,2009,Male,80,,1,1.3%,11,13.8%,61,76.3%,7,8.8%,68,85%
02M407,All Grades,2010,Female,116,,4,3.4%,37,31.9%,55,47.4%,20,17.2%,75,64.7%
02M407,All Grades,2010,Male,103,,4,3.9%,44,42.7%,45,43.7%,10,9.7%,55,53.4%
02M407,All Grades,2011,Female,106,689,0,0%,21,19.8%,54,50.9%,31,29.2%,85,80.2%
02M407,All Grades,2011,Male,113,683,1,0.9%,34,30.1%,53,46.9%,25,22.1%,78,69%
02M408,6,2006,Female,17,668,0,0%,3,17.6%,11,64.7%,3,17.6%,14,82.4%
02M408,6,2006,Male,6,686,0,0%,0,0%,3,50%,3,50%,6,100%
02M408,6,2007,Female,18,670,1,5.6%,1,5.6%,16,88.9%,0,0%,16,88.9%
02M408,6,2007,Male,3,s,s,s,s,s,s,s,s,s,s,s
02M408,6,2008,Female,18,698,0,0%,1,5.6%,7,38.9%,10,55.6%,17,94.4%
02M408,6,2008,Male,6,667,0,0%,1,16.7%,5,83.3%,0,0%,5,83.3%
02M408,6,2009,Female,16,702,0,0%,0,0%,11,68.8%,5,31.3%,16,100%
02M408,6,2009,Male,9,712,0,0%,1,11.1%,2,22.2%,6,66.7%,8,88.9%
02M408,6,2010,Female,19,696,0,0%,1,5.3%,9,47.4%,9,47.4%,18,94.7%
02M408,6,2010,Male,6,703,0,0%,0,0%,4,66.7%,2,33.3%,6,100%
02M408,6,2011,Female,18,703,0,0%,1,5.6%,6,33.3%,11,61.1%,17,94.4%
02M408,6,2011,Male,3,s,s,s,s,s,s,s,s,s,s,s
02M408,7,2006,Female,15,663,1,6.7%,6,40%,5,33.3%,3,20%,8,53.3%
02M408,7,2006,Male,10,653,0,0%,5,50%,5,50%,0,0%,5,50%
02M408,7,2007,Female,21,675,0,0%,2,9.5%,15,71.4%,4,19%,19,90.5%
02M408,7,2007,Male,7,696,0,0%,0,0%,3,42.9%,4,57.1%,7,100%
02M408,7,2008,Female,19,686,0,0%,0,0%,12,63.2%,7,36.8%,19,100%
02M408,7,2008,Male,5,s,s,s,s,s,s,s,s,s,s,s
02M408,7,2009,Female,18,691,0,0%,0,0%,10,55.6%,8,44.4%,18,100%
02M408,7,2009,Male,6,691,0,0%,0,0%,3,50%,3,50%,6,100%
02M408,7,2010,Female,20,697,0,0%,2,10%,6,30%,12,60%,18,90%
02M408,7,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
02M408,7,2010,Male,9,697,0,0%,1,11.1%,2,22.2%,6,66.7%,8,88.9%
02M408,7,2011,Female,23,700,0,0%,2,8.7%,6,26.1%,15,65.2%,21,91.3%
02M408,7,2011,Male,6,697,0,0%,0,0%,3,50%,3,50%,6,100%
02M408,8,2006,Female,23,659,0,0%,9,39.1%,14,60.9%,0,0%,14,60.9%
02M408,8,2006,Male,5,s,s,s,s,s,s,s,s,s,s,s
02M408,8,2007,Female,17,655,0,0%,5,29.4%,12,70.6%,0,0%,12,70.6%
02M408,8,2007,Male,8,651,0,0%,3,37.5%,5,62.5%,0,0%,5,62.5%
02M408,8,2008,Female,20,677,0,0%,2,10%,13,65%,5,25%,18,90%
02M408,8,2008,Male,7,685,0,0%,0,0%,6,85.7%,1,14.3%,7,100%
02M408,8,2009,Female,16,672,0,0%,3,18.8%,11,68.8%,2,12.5%,13,81.3%
02M408,8,2009,Male,6,667,0,0%,0,0%,6,100%,0,0%,6,100%
02M408,8,2010,Female,19,698,0,0%,0,0%,14,73.7%,5,26.3%,19,100%
02M408,8,2010,Male,7,690,0,0%,0,0%,6,85.7%,1,14.3%,7,100%
02M408,8,2011,Female,21,693,0,0%,3,14.3%,14,66.7%,4,19%,18,85.7%
02M408,8,2011,Male,9,698,0,0%,1,11.1%,3,33.3%,5,55.6%,8,88.9%
02M408,All Grades,2006,Female,55,,1,1.8%,18,32.7%,30,54.5%,6,10.9%,36,65.5%
02M408,All Grades,2006,Male,21,,0,0%,8,38.1%,10,47.6%,3,14.3%,13,61.9%
02M408,All Grades,2007,Female,56,,1,1.8%,8,14.3%,43,76.8%,4,7.1%,47,83.9%
02M408,All Grades,2007,Male,18,,0,0%,3,16.7%,10,55.6%,5,27.8%,15,83.3%
02M408,All Grades,2008,Female,57,,0,0%,3,5.3%,32,56.1%,22,38.6%,54,94.7%
02M408,All Grades,2008,Male,18,,0,0%,1,5.6%,15,83.3%,2,11.1%,17,94.4%
02M408,All Grades,2009,Female,50,,0,0%,3,6%,32,64%,15,30%,47,94%
02M408,All Grades,2009,Male,21,,0,0%,1,4.8%,11,52.4%,9,42.9%,20,95.2%
02M408,All Grades,2010,Female,58,,0,0%,3,5.2%,29,50%,26,44.8%,55,94.8%
02M408,All Grades,2010,Male,1,,s,s,s,s,s,s,s,s,s,s
02M408,All Grades,2010,Male,22,,0,0%,1,4.5%,12,54.5%,9,40.9%,21,95.5%
02M408,All Grades,2010,Male,22,,0,0%,1,4.5%,12,54.5%,9,40.9%,21,95.5%
02M408,All Grades,2011,Female,62,698,0,0%,6,9.7%,26,41.9%,30,48.4%,56,90.3%
02M408,All Grades,2011,Male,18,698,0,0%,1,5.6%,8,44.4%,9,50%,17,94.4%
02M413,6,2006,Female,50,664,1,2%,17,34%,27,54%,5,10%,32,64%
02M413,6,2006,Male,49,667,4,8.2%,9,18.4%,26,53.1%,10,20.4%,36,73.5%
02M413,6,2007,Female,53,677,0,0%,10,18.9%,31,58.5%,12,22.6%,43,81.1%
02M413,6,2007,Male,40,680,0,0%,4,10%,31,77.5%,5,12.5%,36,90%
02M413,6,2008,Female,49,678,0,0%,0,0%,39,79.6%,10,20.4%,49,100%
02M413,6,2008,Male,40,676,0,0%,6,15%,26,65%,8,20%,34,85%
02M413,6,2009,Female,50,700,0,0%,3,6%,19,38%,28,56%,47,94%
02M413,6,2009,Male,48,702,1,2.1%,1,2.1%,14,29.2%,32,66.7%,46,95.8%
02M413,6,2010,Female,42,701,0,0%,4,9.5%,16,38.1%,22,52.4%,38,90.5%
02M413,6,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
02M413,6,2010,Male,43,712,0,0%,3,7%,8,18.6%,32,74.4%,40,93%
02M413,6,2011,Female,47,706,0,0%,1,2.1%,18,38.3%,28,59.6%,46,97.9%
02M413,6,2011,Male,44,706,0,0%,1,2.3%,16,36.4%,27,61.4%,43,97.7%
02M413,7,2006,Female,61,660,1,1.6%,18,29.5%,41,67.2%,1,1.6%,42,68.9%
02M413,7,2006,Male,36,660,0,0%,10,27.8%,25,69.4%,1,2.8%,26,72.2%
02M413,7,2007,Female,51,671,1,2%,10,19.6%,30,58.8%,10,19.6%,40,78.4%
02M413,7,2007,Male,44,674,1,2.3%,9,20.5%,26,59.1%,8,18.2%,34,77.3%
02M413,7,2008,Female,50,683,0,0%,2,4%,33,66%,15,30%,48,96%
02M413,7,2008,Male,40,687,0,0%,3,7.5%,23,57.5%,14,35%,37,92.5%
02M413,7,2009,Female,46,681,0,0%,1,2.2%,34,73.9%,11,23.9%,45,97.8%
02M413,7,2009,Male,39,682,0,0%,4,10.3%,27,69.2%,8,20.5%,35,89.7%
02M413,7,2010,Female,46,685,0,0%,7,15.2%,25,54.3%,14,30.4%,39,84.8%
02M413,7,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
02M413,7,2010,Male,50,688,0,0%,4,8%,28,56%,18,36%,46,92%
02M413,7,2011,Female,47,691,0,0%,7,14.9%,22,46.8%,18,38.3%,40,85.1%
02M413,7,2011,Male,42,701,0,0%,3,7.1%,10,23.8%,29,69%,39,92.9%
02M413,8,2006,Female,54,646,5,9.3%,27,50%,21,38.9%,1,1.9%,22,40.7%
02M413,8,2006,Male,34,650,2,5.9%,14,41.2%,17,50%,1,2.9%,18,52.9%
02M413,8,2007,Female,55,662,0,0%,17,30.9%,33,60%,5,9.1%,38,69.1%
02M413,8,2007,Male,36,658,1,2.8%,13,36.1%,22,61.1%,0,0%,22,61.1%
02M413,8,2008,Female,45,673,0,0%,7,15.6%,33,73.3%,5,11.1%,38,84.4%
02M413,8,2008,Male,41,666,1,2.4%,9,22%,28,68.3%,3,7.3%,31,75.6%
02M413,8,2009,Female,51,684,0,0%,4,7.8%,37,72.5%,10,19.6%,47,92.2%
02M413,8,2009,Male,38,690,0,0%,1,2.6%,27,71.1%,10,26.3%,37,97.4%
02M413,8,2010,Female,57,687,0,0%,15,26.3%,33,57.9%,9,15.8%,42,73.7%
02M413,8,2010,Male,38,682,1,2.6%,13,34.2%,17,44.7%,7,18.4%,24,63.2%
02M413,8,2011,Female,46,692,1,2.2%,6,13%,29,63%,10,21.7%,39,84.8%
02M413,8,2011,Male,45,693,1,2.2%,7,15.6%,24,53.3%,13,28.9%,37,82.2%
02M413,All Grades,2006,Female,165,,7,4.2%,62,37.6%,89,53.9%,7,4.2%,96,58.2%
02M413,All Grades,2006,Male,119,,6,5%,33,27.7%,68,57.1%,12,10.1%,80,67.2%
02M413,All Grades,2007,Female,159,,1,0.6%,37,23.3%,94,59.1%,27,17%,121,76.1%
02M413,All Grades,2007,Male,120,,2,1.7%,26,21.7%,79,65.8%,13,10.8%,92,76.7%
02M413,All Grades,2008,Female,144,,0,0%,9,6.3%,105,72.9%,30,20.8%,135,93.8%
02M413,All Grades,2008,Male,121,,1,0.8%,18,14.9%,77,63.6%,25,20.7%,102,84.3%
02M413,All Grades,2009,Female,147,,0,0%,8,5.4%,90,61.2%,49,33.3%,139,94.6%
02M413,All Grades,2009,Male,125,,1,0.8%,6,4.8%,68,54.4%,50,40%,118,94.4%
02M413,All Grades,2010,Female,145,,0,0%,26,17.9%,74,51%,45,31%,119,82.1%
02M413,All Grades,2010,Male,2,,s,s,s,s,s,s,s,s,s,s
02M413,All Grades,2010,Male,131,,1,0.8%,20,15.3%,53,40.5%,57,43.5%,110,84%
02M413,All Grades,2010,Male,131,,1,0.8%,20,15.3%,53,40.5%,57,43.5%,110,84%
02M413,All Grades,2011,Female,140,696,1,0.7%,14,10%,69,49.3%,56,40%,125,89.3%
02M413,All Grades,2011,Male,131,700,1,0.8%,11,8.4%,50,38.2%,69,52.7%,119,90.8%
02M422,6,2010,Female,28,672,1,3.6%,12,42.9%,12,42.9%,3,10.7%,15,53.6%
02M422,6,2010,Male,5,s,s,s,s,s,s,s,s,s,s,s
02M422,6,2010,Male,35,670,4,11.4%,15,42.9%,14,40%,2,5.7%,16,45.7%
02M422,6,2011,Female,19,673,3,15.8%,4,21.1%,9,47.4%,3,15.8%,12,63.2%
02M422,6,2011,Male,42,685,2,4.8%,11,26.2%,19,45.2%,10,23.8%,29,69%
02M422,7,2011,Female,20,688,1,5%,4,20%,7,35%,8,40%,15,75%
02M422,7,2011,Male,37,689,2,5.4%,9,24.3%,12,32.4%,14,37.8%,26,70.3%
02M422,All Grades,2010,Female,28,,1,3.6%,12,42.9%,12,42.9%,3,10.7%,15,53.6%
02M422,All Grades,2010,Male,5,,s,s,s,s,s,s,s,s,s,s
02M422,All Grades,2010,Male,35,,4,11.4%,15,42.9%,14,40%,2,5.7%,16,45.7%
02M422,All Grades,2010,Male,35,,4,11.4%,15,42.9%,14,40%,2,5.7%,16,45.7%
02M422,All Grades,2011,Female,39,681,4,10.3%,8,20.5%,16,41%,11,28.2%,27,69.2%
02M422,All Grades,2011,Male,79,687,4,5.1%,20,25.3%,31,39.2%,24,30.4%,55,69.6%
02M442,4,2006,Female,25,693,0,0%,2,8%,12,48%,11,44%,23,92%
02M442,4,2006,Male,16,691,0,0%,1,6.3%,11,68.8%,4,25%,15,93.8%
02M442,4,2007,Female,25,693,0,0%,1,4%,14,56%,10,40%,24,96%
02M442,4,2007,Male,13,688,1,7.7%,1,7.7%,7,53.8%,4,30.8%,11,84.6%
02M442,4,2008,Female,19,699,0,0%,0,0%,10,52.6%,9,47.4%,19,100%
02M442,4,2008,Male,17,699,0,0%,1,5.9%,10,58.8%,6,35.3%,16,94.1%
02M442,4,2009,Female,20,713,0,0%,0,0%,9,45%,11,55%,20,100%
02M442,4,2009,Male,12,703,0,0%,0,0%,9,75%,3,25%,12,100%
02M442,4,2010,Female,24,700,1,4.2%,5,20.8%,8,33.3%,10,41.7%,18,75%
02M442,4,2010,Male,2,s,s,s,s,s,s,s,s,s,s,s
02M442,4,2010,Male,17,697,0,0%,6,35.3%,4,23.5%,7,41.2%,11,64.7%
02M442,4,2011,Female,20,707,1,5%,0,0%,9,45%,10,50%,19,95%
02M442,4,2011,Male,14,692,0,0%,4,28.6%,7,50%,3,21.4%,10,71.4%
02M442,5,2006,Female,26,672,0,0%,9,34.6%,13,50%,4,15.4%,17,65.4%
02M442,5,2006,Male,14,669,1,7.1%,1,7.1%,11,78.6%,1,7.1%,12,85.7%
02M442,5,2007,Female,25,687,0,0%,2,8%,15,60%,8,32%,23,92%
02M442,5,2007,Male,12,687,0,0%,0,0%,9,75%,3,25%,12,100%
02M442,5,2008,Female,25,693,0,0%,0,0%,17,68%,8,32%,25,100%
02M442,5,2008,Male,15,693,0,0%,1,6.7%,8,53.3%,6,40%,14,93.3%
02M442,5,2009,Female,23,697,0,0%,1,4.3%,11,47.8%,11,47.8%,22,95.7%
02M442,5,2009,Male,18,705,0,0%,0,0%,7,38.9%,11,61.1%,18,100%
02M442,5,2010,Female,23,697,0,0%,4,17.4%,9,39.1%,10,43.5%,19,82.6%
02M442,5,2010,Male,14,691,0,0%,1,7.1%,10,71.4%,3,21.4%,13,92.9%
02M442,5,2011,Female,24,699,0,0%,3,12.5%,13,54.2%,8,33.3%,21,87.5%
02M442,5,2011,Male,18,687,0,0%,6,33.3%,8,44.4%,4,22.2%,12,66.7%
02M442,6,2006,Female,16,677,0,0%,2,12.5%,12,75%,2,12.5%,14,87.5%
02M442,6,2006,Male,8,679,0,0%,0,0%,6,75%,2,25%,8,100%
02M442,6,2007,Female,15,695,0,0%,0,0%,9,60%,6,40%,15,100%
02M442,6,2007,Male,10,696,0,0%,0,0%,6,60%,4,40%,10,100%
02M442,6,2008,Female,16,703,0,0%,1,6.3%,5,31.3%,10,62.5%,15,93.8%
02M442,6,2008,Male,9,699,0,0%,0,0%,4,44.4%,5,55.6%,9,100%
02M442,6,2009,Female,15,707,0,0%,0,0%,5,33.3%,10,66.7%,15,100%
02M442,6,2009,Male,8,695,0,0%,0,0%,3,37.5%,5,62.5%,8,100%
02M442,6,2010,Female,9,706,0,0%,1,11.1%,2,22.2%,6,66.7%,8,88.9%
02M442,6,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
02M442,6,2010,Male,13,689,0,0%,2,15.4%,7,53.8%,4,30.8%,11,84.6%
02M442,6,2011,Female,12,703,0,0%,1,8.3%,6,50%,5,41.7%,11,91.7%
02M442,6,2011,Male,11,695,0,0%,1,9.1%,7,63.6%,3,27.3%,10,90.9%
02M442,7,2006,Female,12,673,0,0%,2,16.7%,7,58.3%,3,25%,10,83.3%
02M442,7,2006,Male,8,668,0,0%,1,12.5%,7,87.5%,0,0%,7,87.5%
02M442,7,2007,Female,16,683,0,0%,1,6.3%,10,62.5%,5,31.3%,15,93.8%
02M442,7,2007,Male,7,684,0,0%,0,0%,5,71.4%,2,28.6%,7,100%
02M442,7,2008,Female,14,695,0,0%,0,0%,8,57.1%,6,42.9%,14,100%
02M442,7,2008,Male,8,696,0,0%,0,0%,3,37.5%,5,62.5%,8,100%
02M442,7,2009,Female,12,692,0,0%,0,0%,6,50%,6,50%,12,100%
02M442,7,2009,Male,8,695,0,0%,0,0%,4,50%,4,50%,8,100%
02M442,7,2010,Female,13,706,0,0%,0,0%,3,23.1%,10,76.9%,13,100%
02M442,7,2010,Male,7,689,0,0%,1,14.3%,3,42.9%,3,42.9%,6,85.7%
02M442,7,2011,Female,9,719,0,0%,0,0%,1,11.1%,8,88.9%,9,100%
02M442,7,2011,Male,12,694,0,0%,1,8.3%,4,33.3%,7,58.3%,11,91.7%
02M442,8,2006,Female,14,662,0,0%,3,21.4%,10,71.4%,1,7.1%,11,78.6%
02M442,8,2006,Male,5,s,s,s,s,s,s,s,s,s,s,s
02M442,8,2007,Female,11,687,0,0%,2,18.2%,6,54.5%,3,27.3%,9,81.8%
02M442,8,2007,Male,8,682,0,0%,0,0%,7,87.5%,1,12.5%,8,100%
02M442,8,2008,Female,16,694,0,0%,0,0%,10,62.5%,6,37.5%,16,100%
02M442,8,2008,Male,5,s,s,s,s,s,s,s,s,s,s,s
02M442,8,2009,Female,14,702,0,0%,0,0%,5,35.7%,9,64.3%,14,100%
02M442,8,2009,Male,7,704,0,0%,0,0%,3,42.9%,4,57.1%,7,100%
02M442,8,2010,Female,12,697,0,0%,1,8.3%,7,58.3%,4,33.3%,11,91.7%
02M442,8,2010,Male,8,691,0,0%,0,0%,7,87.5%,1,12.5%,8,100%
02M442,8,2011,Female,13,712,0,0%,0,0%,4,30.8%,9,69.2%,13,100%
02M442,8,2011,Male,7,687,0,0%,1,14.3%,5,71.4%,1,14.3%,6,85.7%
02M442,All Grades,2006,Female,93,,0,0%,18,19.4%,54,58.1%,21,22.6%,75,80.6%
02M442,All Grades,2006,Male,51,,1,2%,4,7.8%,39,76.5%,7,13.7%,46,90.2%
02M442,All Grades,2007,Female,92,,0,0%,6,6.5%,54,58.7%,32,34.8%,86,93.5%
02M442,All Grades,2007,Male,50,,1,2%,1,2%,34,68%,14,28%,48,96%
02M442,All Grades,2008,Female,90,,0,0%,1,1.1%,50,55.6%,39,43.3%,89,98.9%
02M442,All Grades,2008,Male,54,,0,0%,2,3.7%,30,55.6%,22,40.7%,52,96.3%
02M442,All Grades,2009,Female,84,,0,0%,1,1.2%,36,42.9%,47,56%,83,98.8%
02M442,All Grades,2009,Male,53,,0,0%,0,0%,26,49.1%,27,50.9%,53,100%
02M442,All Grades,2010,Female,81,,1,1.2%,11,13.6%,29,35.8%,40,49.4%,69,85.2%
02M442,All Grades,2010,Male,3,,s,s,s,s,s,s,s,s,s,s
02M442,All Grades,2010,Male,59,,0,0%,10,16.9%,31,52.5%,18,30.5%,49,83.1%
02M442,All Grades,2010,Male,59,,0,0%,10,16.9%,31,52.5%,18,30.5%,49,83.1%
02M442,All Grades,2011,Female,78,706,1,1.3%,4,5.1%,33,42.3%,40,51.3%,73,93.6%
02M442,All Grades,2011,Male,62,691,0,0%,13,21%,31,50%,18,29%,49,79%
02M655,6,2007,Female,18,668,1,5.6%,5,27.8%,10,55.6%,2,11.1%,12,66.7%
02M655,6,2007,Male,21,663,0,0%,4,19%,17,81%,0,0%,17,81%
02M655,6,2008,Female,26,665,1,3.8%,6,23.1%,16,61.5%,3,11.5%,19,73.1%
02M655,6,2008,Male,22,655,1,4.5%,7,31.8%,13,59.1%,1,4.5%,14,63.6%
02M655,6,2009,Female,19,668,0,0%,3,15.8%,15,78.9%,1,5.3%,16,84.2%
02M655,6,2009,Male,20,663,0,0%,7,35%,11,55%,2,10%,13,65%
02M655,6,2010,Female,17,663,3,17.6%,8,47.1%,6,35.3%,0,0%,6,35.3%
02M655,6,2010,Male,18,664,1,5.6%,12,66.7%,5,27.8%,0,0%,5,27.8%
02M655,6,2011,Female,15,662,2,13.3%,7,46.7%,6,40%,0,0%,6,40%
02M655,6,2011,Male,18,665,2,11.1%,9,50%,6,33.3%,1,5.6%,7,38.9%
02M655,7,2006,Female,38,651,2,5.3%,17,44.7%,17,44.7%,2,5.3%,19,50%
02M655,7,2006,Male,24,652,0,0%,8,33.3%,16,66.7%,0,0%,16,66.7%
02M655,7,2007,Female,27,658,0,0%,7,25.9%,20,74.1%,0,0%,20,74.1%
02M655,7,2007,Male,26,654,1,3.8%,9,34.6%,16,61.5%,0,0%,16,61.5%
02M655,7,2008,Female,20,663,0,0%,10,50%,7,35%,3,15%,10,50%
02M655,7,2008,Male,14,665,0,0%,1,7.1%,13,92.9%,0,0%,13,92.9%
02M655,7,2009,Female,26,674,0,0%,2,7.7%,20,76.9%,4,15.4%,24,92.3%
02M655,7,2009,Male,21,664,1,4.8%,3,14.3%,16,76.2%,1,4.8%,17,81%
02M655,7,2010,Female,18,652,5,27.8%,12,66.7%,1,5.6%,0,0%,1,5.6%
02M655,7,2010,Male,17,652,2,11.8%,13,76.5%,2,11.8%,0,0%,2,11.8%
02M655,7,2011,Female,14,668,1,7.1%,8,57.1%,3,21.4%,2,14.3%,5,35.7%
02M655,7,2011,Male,16,669,0,0%,10,62.5%,5,31.3%,1,6.3%,6,37.5%
02M655,8,2006,Female,21,640,5,23.8%,6,28.6%,10,47.6%,0,0%,10,47.6%
02M655,8,2006,Male,24,638,5,20.8%,8,33.3%,11,45.8%,0,0%,11,45.8%
02M655,8,2007,Female,35,655,1,2.9%,14,40%,20,57.1%,0,0%,20,57.1%
02M655,8,2007,Male,23,657,0,0%,8,34.8%,15,65.2%,0,0%,15,65.2%
02M655,8,2008,Female,28,657,0,0%,11,39.3%,17,60.7%,0,0%,17,60.7%
02M655,8,2008,Male,24,668,2,8.3%,4,16.7%,14,58.3%,4,16.7%,18,75%
02M655,8,2009,Female,21,660,1,4.8%,6,28.6%,12,57.1%,2,9.5%,14,66.7%
02M655,8,2009,Male,19,669,0,0%,4,21.1%,14,73.7%,1,5.3%,15,78.9%
02M655,8,2010,Female,24,664,4,16.7%,9,37.5%,9,37.5%,2,8.3%,11,45.8%
02M655,8,2010,Male,20,661,3,15%,11,55%,5,25%,1,5%,6,30%
02M655,8,2011,Female,15,647,3,20%,8,53.3%,4,26.7%,0,0%,4,26.7%
02M655,8,2011,Male,17,660,3,17.6%,9,52.9%,5,29.4%,0,0%,5,29.4%
02M655,All Grades,2006,Female,59,,7,11.9%,23,39%,27,45.8%,2,3.4%,29,49.2%
02M655,All Grades,2006,Male,48,,5,10.4%,16,33.3%,27,56.3%,0,0%,27,56.3%
02M655,All Grades,2007,Female,80,,2,2.5%,26,32.5%,50,62.5%,2,2.5%,52,65%
02M655,All Grades,2007,Male,70,,1,1.4%,21,30%,48,68.6%,0,0%,48,68.6%
02M655,All Grades,2008,Female,74,,1,1.4%,27,36.5%,40,54.1%,6,8.1%,46,62.2%
02M655,All Grades,2008,Male,60,,3,5%,12,20%,40,66.7%,5,8.3%,45,75%
