QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-04672-7501,74-R1,"149 47 22 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",WHITESTONE,R2-WALK-UP,20,1947,14950,186875,12.5,703000,47,4-00893-0002,"19 09 21 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,C9-WALK-UP,27,1949,20763,322543,15.53,1310000,63,5.2,4-00893-0101,"20 01 21 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,C9-WALK-UP,27,1949,20763,322543,15.53,1310000,63,5.2
4-04952-7501,423-R1,"32 05 LINDEN PLACE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,18,2002,16915,257953,15.25,1049998,62,4-04995-0024,"144 22 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,136440,13.6,541000,54,0.45,4-05005-0042,"35 14 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,150583,14.34,597000,57,0.65
4-04956-7501,222-R1,"35 45 LEAVITT STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,24,1987,23100,304227,13.17,1140004,49.4,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.15,4-04995-0034,"145 16 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,42,1989,47516,719254,15.14,2930000,62,0.3
4-04958-7501,431-R1,"134 38 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,12,1996,8730,179838,20.6,803999,92,4-04977-0017,"136 14 NORTHERN BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1220725,23.26,5460000,104,0.15,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.4
4-04970-7501,511-R1,"59 05 MAIN STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,47,2003,48785,1707475,35,8589996,176,4-04977-0017,"136 14 NORTHERN BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1220725,23.26,5460000,104,0.25,4-04977-0021,"137 02 NORTHERN BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1241455,18.44,5050000,75,0.25
4-04971-7501,446-R1,"135 37 37 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,20,2004,14250,302812,21.25,1350005,95,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.5,4-04994-0017,"140 16 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2357868,14.88,9350000,59,0.45
4-04977-7501,71-R1,"136 75 37 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,80,1983,87612,1590157,18.15,6470020,74,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.55,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.4
4-04981-7501,10-R1,"140 55 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,11,1967,12655,156922,12.4,590003,46.6,4-04981-0050,"33 14 PARSONS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,114,1963,99162,1229424,12.4,4620000,46.6,0,4-05021-0001,"142 01 41 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,106,1963,97523,1424404,14.61,5650000,58,0.5
4-04981-7501,10-R4,"140 55 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,80,1967,97877,1213675,12.4,4560005,46.6,4-04981-0050,"33 14 PARSONS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,114,1963,99162,1229424,12.4,4620000,46.6,0,4-05021-0001,"142 01 41 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,106,1963,97523,1424404,14.61,5650000,58,0.5
4-04994-7501,85-R1,"139 35 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,36,1984,34314,614220,17.9,2499994,73,4-05101-0061,"132 25 MAPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,180,1957,161520,1881000,11.65,6630000,41,0.85,4-05013-0038,"37 14 PARSONS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,173,1972,113522,1992200,17.55,8100000,71,0.25
4-04994-7502,103-R1,"140 44 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,15,1985,10668,168554,15.8,686010,64,4-01518-0047,"85 11 ELMHURST AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1992,16101,254501,15.81,1040000,65,3.3,4-02004-0043,"48 10 111 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,22,1988,18000,234747,13.04,882000,49,2.05
4-04994-7503,220-R1,"140 40 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,16,1988,16140,275994,17.1,1120000,69,4-05024-0016,"144 14 38 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1980,10359,195261,18.85,794000,77,0.35,4-05051-0007,"41 39 PARSONS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1977,11140,168370,15.11,667000,60,0.55
4-04994-7504,398-R1,"139 87 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,19,1997,16164,303883,18.8,1240000,77,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.7,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.15
4-05002-7501,213-R1,"139 76 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,48,1987,31360,413011,13.17,1549986,49.4,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.25,4-04995-0034,"145 16 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,42,1989,47516,719254,15.14,2930000,62,0.2
4-05004-7501,181-R1,"35 20 147 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,66,1988,76680,1219212,15.9,4959993,65,4-04994-0017,"140 16 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2357868,14.88,9350000,59,0.3,4-05104-0027,"132 54 POPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,33,1990,43957,785128,17.86,3190000,73,1.05
4-05004-7502,439-R1,"146 14 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,18,2003,18730,368044,19.65,1640000,88,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.7,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.4
4-05005-7501,316-R1,"147 20 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,84,1986,66756,1328444,19.9,5939998,89,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.7,,,,,,,,,,,,
4-05010-7501,25-R1,"36 41 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,41,1979,37255,633335,17,2580006,69,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.55,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.35
4-05010-7502,151-R1,"36 25 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,63,1987,66196,1237865,18.7,5029996,76,4-04994-0070,"139 81 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,103,1971,78474,1443484,18.39,5870000,75,0.2,4-05022-0018,"143 18 38 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,109,1971,80241,1325330,16.52,5390000,67,0.2
4-05015-7501,245-R1,"144 34 37 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,16,1988,13997,167964,12,591997,42.3,4-05005-0045,"35 20 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1975,12120,144450,11.92,509000,42,0.2,4-05293-0045,"166 15 DEPOT ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1975,13549,143700,10.61,486000,35.9,1.15
4-05017-7501,263-R1,"37 31 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R9-CONDOPS,29,1955,27000,363150,13.45,1370000,51,4-05186-0019,"140 30 BEECH AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,33,1931,25139,309964,12.33,1170000,46.5,0.75,4-05186-0024,"140 40 BEECH AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,33,1931,25139,314238,12.5,1180000,46.9,0.75
4-05020-7501,134-R1,"142 36 38 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,18,1987,18120,309852,17.1,1259997,70,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.4,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.5
4-05020-7502,427-R1,"142 18 38 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,50,2001,48993,962712,19.65,4300003,88,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.4,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.5
4-05022-7502,162-R1,"143 51 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,134,1987,98000,2058000,21,9199999,94,4-05145-0049,"138 52 ELDER AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,175,1988,121091,2597779,21.45,9770000,81,0.7,4-05863-0250,"23 50 CORPORAL KENNEDY ST
Queens, New York
(40.749436300045204, -73.79729979984586)",BAYSIDE,D9-ELEVATOR,150,1981,124877,2191600,17.55,6190000,49.6,2.55
4-05024-7501,42-R1,"144 77 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,80,1983,101624,2194062,21.59,9809981,97,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.55,,,,,,,,,,,,
4-05024-7502,81-R1,"38 08 147 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,33,1984,37304,634168,17,2579998,69,4-04994-0041,"140 74 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,625123,16.18,2540000,66,0.35,4-05104-0027,"132 54 POPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,33,1990,43957,785128,17.86,3190000,73,0.85
4-05024-7503,238-R1,"144 68 38 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,24,1989,17905,342081,19.11,1529998,85,4-02225-0030,"109 19 72 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D7-ELEVATOR,18,1986,18700,301631,16.13,1230000,66,3.05,4-05025-0025,"144 40 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,23,1976,21426,321400,15,1270000,59,0.1
4-05024-7504,424-R1,"38 22 147 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,32,2002,22936,477527,20.82,2129998,93,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.5,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.55
4-05025-7501,413-R1,"144 48 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,26,2001,22635,425538,18.8,1729995,76,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.4,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.6
4-05026-7501,111-R1,"147 37 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,48,1956,53920,625472,11.6,2199995,40.8,4-04986-0018,"147 11 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1959,49000,569552,11.62,2010000,41,0.35,4-05135-0017,"136 42 MAPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,72,1957,65903,624520,9.48,2060000,31.3,0.7
4-05027-7501,176-R1,"147 26 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,14,1987,19398,281271,14.5,1119996,58,4-05005-0042,"35 14 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,150583,14.34,597000,57,0.25,4-05293-0045,"166 15 DEPOT ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,16,1975,13549,143700,10.61,486000,35.9,0.95
4-05027-7502,261-R1,"147 48 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,36,1988,36340,563270,15.5,2289996,63,4-04995-0024,"144 22 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,136440,13.6,541000,54,0.4,4-05005-0042,"35 14 149 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1996,10500,150583,14.34,597000,57,0.25
4-05039-7501,420-R1,"132 59 41 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,18,2001,15000,282000,18.8,1150000,77,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.5,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.85
4-05039-7502,428-R1,"41 05 COLLEGE POINT
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,47,2002,41800,785840,18.8,3199997,77,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.5,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.85
4-05041-7504,383-R1,"133 25 41 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,13,1995,15630,251643,16.1,1020000,65,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.4,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.75
4-05042-7501,164-R1,"133 36 41 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,64,1987,72300,1352010,18.7,5499993,76,4-04994-0070,"139 81 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,103,1971,78474,1443484,18.39,5870000,75,0.7,4-05025-0008,"144 10 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,84,1973,65292,1279900,19.6,5720000,88,0.65
4-05042-7504,401-R1,"133 47 SANFORD AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,58,2000,83284,1499112,18,6100000,73,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.8,4-04977-0021,"137 02 NORTHERN BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1241455,18.44,5050000,75,0.4
4-05043-7501,157-R1,"136 05 SANFORD AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R9-CONDOPS,103,1929,92000,1150000,12.5,4320000,47,4-05123-0004,"134 14 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,93,1920,89367,869875,9.73,2940000,32.9,0.3,4-05182-0001,"140 02 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,120,1929,119185,1493391,12.53,5610000,47.1,0.3
4-05044-7501,182-R1,"41 25 KISSENA BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,204,1963,189000,3005100,15.9,12199998,65,4-04994-0017,"140 16 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2357868,14.88,9350000,59,0.55,4-05104-0027,"132 54 POPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,33,1990,43957,785128,17.86,3190000,73,0.4
4-05045-7501,108-R1,"41 40 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,351,1974,333006,4961789,14.9,19699996,59,4-12322-0001,"166 01 LINDEN BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",SOUTH JAMAICA,D3-ELEVATOR,267,1981,234636,3395690,14.47,9590000,40.9,5.2,4-04994-0017,"140 16 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D3-ELEVATOR,151,1985,158456,2357868,14.88,9350000,59,0.55
4-05048-7501,51-R1,"143 37 BARCLAY AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R2-WALK-UP,36,1982,34587,467962,13.53,1760008,51,4-12311-0050,"156 01 NORTH CONDUIT AVEN
Queens, New York
(40.749436300045204, -73.79729979984586)",SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,497780,15.87,2020000,64,6.7,4-08276-0658,"56 20 MARATHON PARKWAY
Queens, New York
(40.749436300045204, -73.79729979984586)",DOUGLASTON,C9-WALK-UP,54,1977,27690,309480,11.18,1090000,39.4,4.55
4-05048-7502,200-R1,"41 07 BOWNE STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,83,1962,77620,1137909,14.66,4509992,58,4-04995-0073,"144 27 35 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,84,1969,76140,1115838,14.66,4420000,58,0.45,4-05016-0011,"37 07 147 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,95,1962,80173,996233,12.43,3740000,46.6,0.4
4-05051-7501,352-R1,"144 28 BARCLAY AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,32,1990,38680,618880,16,2520000,65,4-04994-0041,"140 74 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,625123,16.18,2540000,66,0.55,4-05104-0027,"132 54 POPLE AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D6-ELEVATOR,33,1990,43957,785128,17.86,3190000,73,0.75
4-05051-7502,405-R1,"41 33 PARSONS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,18,2000,20448,378288,18.5,1540008,75,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.35,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.75
4-05052-7501,186-R1,"147 BARCLAY AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,22,1987,19037,264614,13.9,1050000,55,4-05025-0025,"144 40 ROOSEVELT AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,23,1976,21426,321400,15,1270000,59,0.15,,,,,,,,,,,,
4-05062-7501,433-R1,"41 28 HAIGHT STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,R4-ELEVATOR,17,2003,15189,299223,19.7,1340002,88,4-05182-0009,"140 26 FRANKLIN AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,926507,17.2,3770000,70,0.6,4-04954-0131,"32 08 UNION STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,730080,20.8,3260000,93,0.95
