PROGRAM_LST_ID,PROGRAM_CODE,PROGRAM_NAME,ACTIVE_FLAG,AGENCY_NAME,DESCRIPTION,BOROUGH,PROG_CONTACT_LAST_NAME,PROG_CONTACT_FIRST_NAME,PROG_CONTACT_PHONE_NO,PROG_CONTACT_FAX_NO,PROG_CONTACT_EXTENSION,PROG_CONTACT_EMAIL,PROGRAM_ADDRESS_1,PROGRAM_ADDRESS_2,PROGRAM_CITY,PROGRAM_ZIP,OFFICE_MON_FROM_TIME,OFFICE_MON_TO_TIME,OFFICE_TUES_FROM_TIME,OFFICE_TUES_TO_TIME,OFFICE_WED_FROM_TIME,OFFICE_WED_TO_TIME,OFFICE_THURS_FROM_TIME,OFFICE_THURS_TO_TIME,OFFICE_FRI_FROM_TIME,OFFICE_FRI_TO_TIME,OFFICE_SAT_FROM_TIME,OFFICE_SAT_TO_TIME,OFFICE_SUN_FROM_TIME,OFFICE_SUN_TO_TIME
200,00A130PR,Child & Family Counseling - G.P. - Queens,Y,Hellenic American Neighborhood Action Committee,General Preventive,Queens,Sotirakis,Jean,7182749007,7187776668,,,23-16 30th Avenue,2nd Floor,Astoria,11102,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
155,00A326PR,Co-op City - General Preventive - Bronx,Y,Jewish Board of Family and Children Services,General Preventive,Bronx,Thomas,Pierre,7183203082,7183794348,,,135 Einstein Loop,Room 46,Bronx,10475,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
322,00A296PR,Neptune Family Services - GP - Bkly,Y,Jewish Board of Family and Children Services,General Preventive,Brooklyn,Phillips,Tracy,7182581714,7188590730,,,250 Neptune Avenue,,Brooklyn,11235,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
242,00A403PR,Pelham Family Center - General Preventive - Bronx,Y,Jewish Board of Family and Children Services,General Preventive,Bronx,Abusch,Amiee ,7187987801,7187987644,,,2250 Holland Avenue,,Bronx,10467,9:00 AM,8:00 PM,9:00 AM,8:00 PM,9:00 AM,6:00 PM,9:00 AM,8:00 PM,9:00 AM,5:00 PM,,,,
521,00A632PR,S.I. Family Svcs. Family Treatment/Rehabilitation,Y,Jewish Board of Family and Children Services,General Preventive,Staten Island,Kriemelman,Vickie,7187273303,7184480509,234,,358 Saint Marks Place,4th Floor,New York,10301,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
330,00A256PR,Southern Brooklyn - GP ,Y,Jewish Board of Family and Children Services,General Preventive,Brooklyn,Phillips,Tracy,7182581714,7188590730,206,tphillips@jbfcs.org,2233 Nostrand Ave,3rd Floor,Brooklyn,11210,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
595,00A622PR,Staten Island Preventive Services ,Y,Jewish Board of Family and Children Services,General Preventive,Staten Island,Howard,Shawn,7187273303,7184480509,,,358 Saint Marks Place,5th floor,Staten Island,10301,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
202,00A255PR,Brooklyn Preventive Services - General Preventive,Y,Jewish Child Care Association,General Preventive,Brooklyn,Cizma,Robert,7188594500,7188595708,,,858 East 29th Street,,Brooklyn,11210,9:00 AM,8:00 PM,9:00 AM,8:00 PM,9:00 AM,6:00 PM,9:00 AM,8:00 PM,9:00 AM,6:00 PM,9:00 AM,5:00 PM,,
621,00A663PR,Family Ties General Preventive-Bronx,Y,Jewish Child Care Association,General Preventive,Bronx,Gottlieb,Justine,3472934100,,,,384 East 149th Street,,Bronx,10455,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,,,,
300,00A435PR,Helping Hands for Families - Intensive/FTR - Bklyn,Y,Jewish Child Care Association,Family Treatment and Rehabilitation,Brooklyn,Singleton,Diane,7188594500,7188595708,,,3003 Avenue H,,Brooklyn,11210,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,,,,
203,00A411PR,Changing Futures - Intensive/FTR - Bronx,Y,Kingsbridge Heights Community Center,Family Treatment and Rehabilitation,Bronx,McIntyre,Shawana,7188840700,7188840858,,smcintyre@khcc-nyc.org,387 E Fordham Road,,Bronx,10458,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
301,00A246PR,Changing Futures- General Preventive -Bronx,Y,Kingsbridge Heights Community Center,General Preventive,Bronx,McIntyre,Shawana,7188840700,7188840858,137,smcintyre@khcc-nyc.org,3101 Kingsbridge Terrace,,Bronx,10463,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
204,00A020PR,East Bronx Family Service Center - G.P.,Y,"Leake & Watts Services,Inc.",General Preventive,Bronx,Martin,Paul,7187948229,7187948581,,,1529 Williamsbridge Road,,Bronx,10461,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
302,00A410PR,Family Treatment Rehabilitation Prg./FTR - Bronx,Y,"Leake & Watts Services,Inc.",Family Treatment and Rehabilitation,Bronx,Martin,Paul,7817948229,7187948581,,,1529 Williambridge Road,2nd Floor,Bronx,10461,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
201,00A231PR,Family Support Program - General Preventive - Man.,Y,Little Sisters of the Assumption,General Preventive,Manhattan,Machado-Welsh,Nilsa,6466725270,2123488284,,nwelsh@lsafhs.org,333 East 115 Street ,,New York,10029,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
212,00A214PR,LESFU - Manhattan Program - General Preventive,Y,Lower East Side Family Union,General Preventive,Manhattan,Phillips,April,2122600040,2125293244,217,aphillips@lesfu.org,84 Stanton Street,3rd Floor,New York,10002,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
217,00A448PR,LESFU - Queens Program - General Preventive,Y,Lower East Side Family Union,General Preventive,Queens,Phillips,April,7185755520,7185755515,209,aphillips@lesfu.org,107-30 71st Rd.,Suite 204,Forest Hills,11375,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
625,00A664PR,LESFU-FTR,Y,Lower East Side Family Union,Family Treatment and Rehabilitation,Manhattan,Phillips,April,2122600040,,217,,84 Stanton Street,,New York,10002,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
628,00A629PR,Family Treatment/Rehabilitation (FT/R) Program,Y,Lutheran Social Services of New York,Family Treatment and Rehabilitation,Bronx,Craveiro,Alexandra,7189430580,7189182814,,,2125 Watson Ave,,New York,10454,,,,,,,,,,,,,,
636,00A671PR,Family Link Plus/ FTR,Y,Mental Health Association of NYC (MHA of NYC),Family Treatment and Rehabilitation,Bronx,Seebaran,Navin,6465323540,3472267651,862,nseebaran@mhaofnyc.org,2488 Grand Concourse,,Bronx,10468,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
637,00A672PR,Family Link-GP,Y,Mental Health Association of NYC (MHA of NYC),General Preventive,Bronx,Seebaran,Navin,6465323540,3472267651,862,nseebaran@mhaofnyc.org,2488 Grnad Concourse,,Bronx,10468,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
379,00A294PR,Gerard C. Durr Center of Southern Brooklyn,Y,Mercy First ,General Preventive,Brooklyn,Denize,Barbara,7183757444,7183752444,,,333 Avenue X,,Brooklyn,11223,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
610,00A640PR,Family Treatment Rehabilitation,Y,New Alternatives for Children,Family Treatment and Rehabilitation,Manhattan,Haberly,Carola,2126961550,,,,37 W 26th Street,,New York,10010,,,,,,,,,,,,,,
341,00A263PR,NAC - Prevention Services Program - Manhattan,Y,New Alternatives for Children,Medically Fragile,Manhattan,Haberly,Carola,2126961550,,,,37 West 26th Street,6th Floor,New York,10010,,,,,,,,,,,,,,
554,00A459PR-B,Wedeleigh High School Beacon,Y,New York City Mission Society,General Preventive,Manhattan,McCartney,Natasha,2123688400,,343,,215 West 114th Street,,New York,10026,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
631,00A667PR,Brooklyn FTR Program,Y,New York Foundling Hospital,Family Treatment and Rehabilitation,Brooklyn,Barnett,Alathia,7182379700,,250,,180 Livingston Street,,Kings,11201,9:00 AM,6:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,8:00 PM,9:00 AM,5:00 PM,9:00 AM,1:00 PM,,
269,00A264PR,Family Services for Deaf Children and Adults -Man.,Y,New York Foundling Hospital,Medically Fragile,Manhattan,Lopez,Frances,2122064127,2128864081,,Franceslo@nyfoundling.org,590 Avenue of the Americas,8th Floor,New York,10011,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
304,00A406PR1,Mott Haven Family Treatment Rehabilitation-Bronx,Y,New York Foundling Hospital,Family Treatment and Rehabilitation,Bronx,Iriebi ,Patricia,6464531329,,,,364 East 151st Street,Basement,Bronx,10455,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
267,00A218PR,Mott Haven Prevention Program - G.P. - Bronx,Y,New York Foundling Hospital,General Preventive,Bronx,Ramos,Jesus,6464531300,7189930590,,,364 East 151st Street,Basement,Bronx,10455,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
240,00A335PR,North Manhattan Family Treatment Rehabilitation ,Y,New York Foundling Hospital,Family Treatment and Rehabilitation,Manhattan,Glast,Sherieen,6465848701,2126601342,,Sherieen.Glast@NYFoundling.org,"2090 Adam Clayton Powell,Jr. Blvd",7th Floor,New York,10027,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
360,00A150PR,North Manhattan General Preventive ,Y,New York Foundling Hospital,General Preventive,Manhattan,Glast,Sherieen,6465848701,2126601342,,Sherieen.Glast@NYFoundling.org,"2090 Adam Clayton Powell,Jr. Blvd.",,New York,10027,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
305,00A429PR,Queens FTR Program,Y,New York Foundling Hospital,Family Treatment and Rehabilitation,Queens,Sombai,Roland,7185513548,7187847084,,,11-43 47th Avenue,,Long Island City,11101,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
268,00A428PR,Queens Preventive Services ,Y,New York Foundling Hospital,General Preventive,Queens,Sombai,Roland,7185513548,7187841396,,,11-43 47th Avenue,,Long Island City,11101,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
158,00A120PR,S.I. Preventive Services,Y,New York Foundling Hospital,General Preventive,Staten Island,Eboh,Frances,7183035927,7183038989,,,119 Tompkins Avenue,2nd Floor,Richmond,10304,9:00 AM,7:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,7:00 PM,9:00 AM,5:00 PM,9:00 AM,1:00 PM,,
630,00A666PR,Staten Island FTR Program,Y,New York Foundling Hospital,Family Treatment and Rehabilitation,Staten Island,Eboh,Frances,7183035927,,,,119 Tompkins Avenue,,Richmond,10304,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
615,00A662PR,Project CARE (FTR),Y,"Northside Center for Child Development,Inc.",Family Treatment and Rehabilitation,Manhattan,Williams Myers,Adrienne,2124263419,,,,35 East 110 Street,,New York,10029,,,,,,,,,,,,,,
165,00A349PR,Project Safe - General Preventive - Manhattan,Y,"Northside Center for Child Development,Inc.",General Preventive,Manhattan,Williams-Myers,Adrienne,2124263419,2124107561,,,35 East 110th Street,4th Floor,New York,10029,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,9:00 AM,3:00 PM,,
272,00A043PR,Preventive Services Program - Brooklyn,Y,Ohel Childrens Home & Family Services,General Preventive,Brooklyn,Berger,Shelley,7188516300,7188511672,,shelley_berge@ohelfamily.org,4510 16th Avenue,4th Floor,Brooklyn,11204,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
246,00A359PR,Bronx Child Placement Prevention - G.P.,Y,Puerto Rican Family Institute ,General Preventive,Bronx, Acobe-Morales,Sonia,7185846268,7185846845,,,3251 Third Avenue,3rd floor,Bronx,10455,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
247,00A188PR,Bushwick Child Placement Prevention - G.P.- Bklyn,Y,Puerto Rican Family Institute ,General Preventive,Brooklyn,Sterling,Marioli,7183875200,7183875250,2121,msterling@prfi.org,358 Grove Street,1st Floor,Brooklyn,11237,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
249,00A317PR,East New York/CPPP - General Preventive - Bklyn,Y,Puerto Rican Family Institute ,General Preventive,Brooklyn,Robinson,Portia,7186477520,7186472485,,,2924 Fulton Street,1st Floor,Brooklyn,11208,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
250,00A046PR,Williamsburg Child Placement - G.P. - Brooklyn,Y,Puerto Rican Family Institute ,General Preventive,Brooklyn,Rodriguez,Irma,7187827701,7187827545,,irodriguez@prfi.org,28 Debevoise Street ,5th Floor,Brooklyn,11206,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
285,00225PR,Bedford Stuyvesant Family Support Ctr - G.P. Bklyn,Y,SCO Family of Services,General Preventive,Brooklyn,Dennie,Bridgette,7189191226,7189192017,,Bdennie@sco.org,613-619 Throop Avenue,,Brooklyn,11211,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
295,00A045PR,Center for Family Life - General Preventive- Bklyn,Y,SCO Family of Services,General Preventive,Brooklyn,Jean-Francois,Julia,7187883500,7187882275,,JjFrancois@cflsp.org,345 43rd Street,,Brooklyn,11232,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
412,00A505PR,Center for Life Beacon 2 - G.P. - Brooklyn,Y,SCO Family of Services,General Preventive,Brooklyn,Jean Francois,Julia,7187883500,7187882275,,jJjfrancois@cflsp.org,345 43rd Street,,Brooklyn,11232,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
619,00A648PR,Corona Family Development Center,Y,SCO Family of Services,General Preventive,Queens,Cocks,Thomas,7184267020,,,,103-24 Roosevelt Avenue,,Corona,11368,9:00 AM,7:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,10:00 AM,2:00 PM,,
288,00A361PR,Family Dynamic Bushwick - G.P. - Brooklyn,Y,SCO Family of Services,General Preventive,Brooklyn,Rodriguez,Elizabeth,7184552300,7184551045,,Erodriguez2@sco.org,1420 Bushwick Avenue,2nd Floor,Brooklyn,11221,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
611,00A647PR,Family Dynamics-Brownsville Family Support Center,Y,SCO Family of Services,General Preventive,Brooklyn,Rodriguez,Elizabeth,7184957261,,,,444 Thomas Boyland Street,Room 203,Kings,11212,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
618,00A625PR,Family Life Medical Dev Prev. Svcs-Brownsville,Y,SCO Family of Services,Medically Fragile,Brooklyn,Cocks,Thomas,7188032000,,,,444 Thomas S Boyland Street,,Kings,11579,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,
617,00A626PR,Family Life Medical Developmental Prev. Serv-Qns,Y,SCO Family of Services,Medically Fragile,Queens,Cocks,Thomas,7185267533,,,,89-30 161st ,,Jamaica,11432,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
309,00A453PR,Family Treatment Rehabilitation -Queens (Woodside),Y,SCO Family of Services,Family Treatment and Rehabilitation,Queens,Cocks,Thomas,7188032000,7185055588,,Tcocks@scony.org,70-20 47th Avenue,,Woodside,11377,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
287,00A474PR,Family Treatment Rehabilitation Program - Brooklyn,Y,SCO Family of Services,Family Treatment and Rehabilitation,Brooklyn,Dennnie,Bridgette,7186021211,7186023666,,,613-619 Throop Avenue,,Brooklyn,11211,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
289,00A234PR,Jackson Heights Family Dev. Ctr.- G.P. - Queens,Y,SCO Family of Services,General Preventive,Queens,Cocks,Thomas,7185070700,7185074247,,Tcocks@sco.org,37-22 82nd Street,Room 223,Jackson Heights,11372,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
286,00A646PR,Woodside Family Development Center-GP,Y,SCO Family of Services,General Preventive,Queens,Cocks,Thomas,7188032000,7185055588,,Tcocks@sco.org,70-20 47th Avenue,2nd Floor,Woodside,11377,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
226,00A442PR,Family Treatment Rehabilitation Pgm. -Far Rockaway,Y,Safe Space,Family Treatment and Rehabilitation,Queens,Bishop,Leslyn,7184716818,7185262400,,,19-31 Mott Avenue,,Far Rockaway,11691,,,,,,,,,,,,,,
223,00A160PR,Far Rockaway FRC - General Preventive - Queens,Y,Safe Space,General Preventive,Queens,Wimms,Towanda ,7184716818,7183372750,,,19-31 Mott Avnue,Suite 410,Far Rockaway,11691,,,,,,,,,,,,,,
156,00A127PR,Jamaica - General Preventive - Queens,Y,Safe Space,General Preventive,Queens,Stewart , Stacy ,7185262400,7185263180,,sstewart@safespacenyc.org,89-74 162nd Street,,Jamaica,11432,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
222,00A233PR,Liberty Ave General Preventive Svcs - Queens,Y,Safe Space,General Preventive,Queens,Heron-Dawkins ,Vevene,7188471500,7188470546,,,107-14 Liberty Avenue,,Ozone Park,11417,,,,,,,,,,,,,,
629,00A665PR,Liberty Family Treatment/Rehabilitation Program,Y,Safe Space,Family Treatment and Rehabilitation,Queens,Speiser,Leora,7188471500,,,,107-14 Liberty Avenue,,Ozone Park,11432,,,,,,,,,,,,,,
506,00A654PR,Family Treatment Rehabilitation Program,Y,Saint Dominics Home,Family Treatment and Rehabilitation,Bronx,Foster,Angie,7185844407,7185844540,,,2345 University Avenue,,Bronx,10451,,,,,,,,,,,,,,
319,00A353PR,Family Treatment/Rehabilitation - Manhattan,Y,Saint Lukes-Roosevelt,Family Treatment and Rehabilitation,Manhattan,Rothbart,Barbara,2125232695,2125233206,,,380 West 114 Street,,New York,10025,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
344,00A414PR,Specialized Preventive Svcs. - Medically Fragile,Y,Saint Vincents Services,Medically Fragile,Brooklyn,Kane,Karen,7185223700,7184222263,,karens@svs.org,205 Montague Street,,Brooklyn,11201,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,,,,
616,00A655PR,Children and Family Svcs. -Bronx Preventive,Y,Sauti Yetu Center for African Women and Families,General Preventive,Bronx,Fair,Katie,7186652486,,,,2417 Third Avenue,Room 205,Bronx,10451,9:00 PM,7:00 PM,9:00 PM,5:00 PM,9:00 PM,5:00 PM,9:00 PM,7:00 PM,9:00 PM,5:00 PM,,,,
638,00A670PR,Children and Family Svcs.- S.I. Preventive,Y,Sauti Yetu Center for African Women and Families,General Preventive,Staten Island,Schermerhorn,Katrina,7186652486,,,,104 Beach Street,,Richmond,10304,,,,,,,,,,,,,,
346,00A340PR,FRC- Family Treatment Rehabilitation,Y,Scan - New York,Family Treatment and Rehabilitation,Bronx,Pearce ,Donna ,7182932230,7189923036,205,donna.pearce@dfa.state.ny.us,1377 Jerome Avenue,Street Level,Bronx,10452,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,7:00 PM,9:00 AM,2:00 PM,,
283,00A466PR,Brownsville Prevention Program - Brooklyn,Y,Seamens Society for Children and Families,General Preventive,Brooklyn,Caraccioli,Elaine,8882748546,7183131661,4761,elaine.caraccioli2@dfa.state.ny.us,1668 Pitkin Avenue,,Brooklyn,11212,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
157,00A279PR,General Preventive Program - Respite Care - S.I. ,Y,Seamens Society for Children and Families,General Preventive,Staten Island,Santlofer,Linda,7184477740,7182734376,,,50 Bay Street,,Staten Island,10301,9:00 AM,5:00 PM,9:00 AM,6:00 PM,9:00 AM,6:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
280,00A334PR,Healthy Families Program - FTR - S.I.,Y,Seamens Society for Children and Families,Family Treatment and Rehabilitation,Staten Island,Santlofer,Linda,7184477740,7182734376,4204,linda.santlofer@dfa.state.ny.us,50 Bay Street,,Staten Isand,10301,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
635,00A669PR,Healthy Families Program-FTR-Brooklyn,Y,Seamens Society for Children and Families,Family Treatment and Rehabilitation,Brooklyn,Caraccioli,Elaine,7184477740,,3018,,57 Willoughby Street,,Kings,11201,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
219,00A376PR,Winthrop Beacon III Family Support Center - G.P.,Y,Sesame Flyers International,General Preventive,Brooklyn,RoseGreen,Balmain,7182218881,7184937318,2120,brosegreen@sesameflyers.org,95 Winthrop Street,,Brooklyn,11203,,,,,,,,,,,,,,
284,00A277PR,Families In Need - General Preventive - Queens,Y,Southern Queens P.A.,General Preventive,Queens,Miner,Phyllis,7182764630,7182764642,,,177th Street & Baisley Blvd.,,Jamaica,11434,7:00 AM,8:00 PM,7:00 AM,8:00 PM,7:00 AM,8:00 PM,7:00 AM,8:00 PM,7:00 AM,8:00 PM,7:00 AM,8:00 PM,7:00 AM,8:00 PM
294,00A357PR,School Based Preventive - Beacon/General - Queens,Y,Southern Queens P.A.,General Preventive,Queens,Guy,Cynthia,7182764630,7182060118,,,108-35 167th Street,,Jamaica,11433,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
388,00A426PR,Basie Beacon Preventive Program - G.P. - Queens,Y,The Child Center of NY ,General Preventive,Queens,Howell,Myriam,7182767728,7185287726,,myriamhowell@childcenterny.org,133-25 Guy R. Brewer Boulevard,,Jamaica,11434,,,,,,,,,,,,,,
601,00A642PR,Elmhurst Family Center FT/R Program,Y,The Child Center of NY ,Family Treatment and Rehabilitation,Queens,Liang,Zoe,7188999810,,,zoeliang@childcenterny.org,87-08 Justice Avenue,,Elmhurst,11377,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,5:00 PM,,,,
613,00A641PR,Elmhurst Family Center General Preventive,Y,The Child Center of NY ,General Preventive,Queens,Liang,Zoe,7188999810,,,zoeliang@childcenterny.org,87-08 Justice Avenue,,Elmhurst,11377,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,5:00 PM,,,,
497,00A550PR,Intensive Preventive and Aftercare/HALE,Y,The Child Center of NY ,Intensive Preventive,Queens,Thompson,Claudette,7182280720,7182280730,,,163-18 Jamacia Avenue,4th floor,Jamaica,11432,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,,,,
612,00A643PR,Jamaica Family Center General Preventive Program,Y,The Child Center of NY ,General Preventive,Queens,Muzac,Tatiana,7182978000,,230,tatianamusac@childcenterny.org,89-56 162nd Street,3rd Floor,Jamaica,11377,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,9:00 AM,,,,
343,00A333PR,Jamaica Family Center-FT/R - Queens,Y,The Child Center of NY ,Family Treatment and Rehabilitation,Queens,Muzac,Tatiana,7182978000,7182628228,,tatianamusac@childcenterny.org,89-56 162nd Street,3rd Floor,Queens,11432,,,,,,,,,,,,,,
278,00A285PR,Trude Weishaupt Clinic -GP Queens,Y,The Child Center of NY ,General Preventive,Queens,Marte,Nelly,7185392500,,,,140-15B Sanford Avenue,2nd Floor,Flushing,11355,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,5:00 PM,,,,
