Borough,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort,Total Regents Num,Total Regents Pct of cohort,Total Regents Pct of grads,Advanced Regents Num,Advanced Regents Pct of cohort,Advanced Regents Pct of grads,Regents w/o Advanced Num,Regents w/o Advanced Pct of cohort,Regents w/o Advanced Pct of grads,Local Num,Local Pct of cohort,Local Pct of grads,Still Enrolled Num,Still Enrolled Pct of cohort,Dropped Out Num,Dropped Out Pct of cohort
Manhattan,2005,6 Year,Student with Disability,"1,875",728,38.80%,251,13.40%,34.50%,19,1.00%,2.60%,232,12.40%,31.90%,477,25.40%,65.50%,164,8.70%,547,29.20%
Manhattan,2006,4 Year  June,Student with Disability,"2,170",686,31.60%,327,15.10%,47.70%,26,1.20%,3.80%,301,13.90%,43.90%,359,16.50%,52.30%,774,35.70%,424,19.50%
Manhattan,2006,4 Year August,Student with Disability,"2,170",722,33.30%,335,15.40%,46.40%,26,1.20%,3.60%,309,14.20%,42.80%,387,17.80%,53.60%,738,34.00%,424,19.50%
Manhattan,2006,5 Year  June,Student with Disability,"2,258",830,36.80%,363,16.10%,43.70%,25,1.10%,3.00%,338,15.00%,40.70%,467,20.70%,56.30%,409,18.10%,588,26.00%
Manhattan,2006,5 Year August,Student with Disability,"2,258",850,37.60%,365,16.20%,42.90%,25,1.10%,2.90%,340,15.10%,40.00%,485,21.50%,57.10%,395,17.50%,580,25.70%
Manhattan,2007,4 Year  June,Student with Disability,"2,279",691,30.30%,370,16.20%,53.50%,26,1.10%,3.80%,344,15.10%,49.80%,321,14.10%,46.50%,849,37.30%,445,19.50%
Manhattan,2007,4 Year August,Student with Disability,"2,279",789,34.60%,408,17.90%,51.70%,27,1.20%,3.40%,381,16.70%,48.30%,381,16.70%,48.30%,762,33.40%,442,19.40%
Queens,2001,4 Year  June,Not Student with Disability,"15,012","8,761",58.40%,"6,389",42.60%,72.90%,"2,680",17.90%,30.60%,"3,709",24.70%,42.30%,"2,379",15.80%,27.20%,"4,120",27.40%,"2,053",13.70%
Queens,2001,5 Year,Not Student with Disability,"15,012","10,404",69.30%,"6,897",45.90%,66.30%,"2,725",18.20%,26.20%,"4,172",27.80%,40.10%,"3,523",23.50%,33.90%,"1,368",9.10%,"3,147",21.00%
Queens,2001,6 Year,Not Student with Disability,"15,012","10,855",72.30%,"7,027",46.80%,64.70%,"2,732",18.20%,25.20%,"4,295",28.60%,39.60%,"3,864",25.70%,35.60%,409,2.70%,"3,640",24.20%
Queens,2002,4 Year  June,Not Student with Disability,"16,896","9,575",56.70%,"7,175",42.50%,74.90%,"2,829",16.70%,29.50%,"4,346",25.70%,45.40%,"2,405",14.20%,25.10%,"4,461",26.40%,"2,431",14.40%
Queens,2002,5 Year,Not Student with Disability,"16,896","11,404",67.50%,"7,988",47.30%,70.00%,"2,932",17.40%,25.70%,"5,056",29.90%,44.30%,"3,472",20.50%,30.40%,"1,521",9.00%,"3,500",20.70%
Queens,2002,6 Year,Not Student with Disability,"16,896","11,874",70.30%,"8,122",48.10%,68.40%,"2,942",17.40%,24.80%,"5,180",30.70%,43.60%,"3,808",22.50%,32.10%,766,4.50%,"3,780",22.40%
Queens,2003,4 Year  June,Not Student with Disability,"16,633","10,112",60.80%,"7,845",47.20%,77.60%,"3,387",20.40%,33.50%,"4,458",26.80%,44.10%,"2,267",13.60%,22.40%,"3,969",23.90%,"2,339",14.10%
Queens,2003,5 Year,Not Student with Disability,"16,633","11,904",71.60%,"8,607",51.70%,72.30%,"3,468",20.90%,29.10%,"5,139",30.90%,43.20%,"3,297",19.80%,27.70%,"1,346",8.10%,"3,149",18.90%
Queens,2003,6 Year,Not Student with Disability,"16,760","12,389",73.90%,"8,770",52.30%,70.80%,"3,473",20.70%,28.00%,"5,297",31.60%,42.80%,"3,619",21.60%,29.20%,511,3.00%,"3,448",20.60%
Queens,2004,4 Year  June,Not Student with Disability,"16,626","10,427",62.70%,"8,279",49.80%,79.40%,"3,576",21.50%,34.30%,"4,703",28.30%,45.10%,"2,148",12.90%,20.60%,"4,093",24.60%,"2,063",12.40%
Queens,2004,5 Year,Not Student with Disability,"16,829","12,293",73.00%,"9,184",54.60%,74.70%,"3,663",21.80%,29.80%,"5,521",32.80%,44.90%,"3,109",18.50%,25.30%,"1,130",6.70%,"2,828",16.80%
Queens,2004,6 Year,Not Student with Disability,"16,921","12,802",75.70%,"9,385",55.50%,73.30%,"3,666",21.70%,28.60%,"5,719",33.80%,44.70%,"3,417",20.20%,26.70%,828,4.90%,"3,084",18.20%
Queens,2005,4 Year  June,Not Student with Disability,"17,145","11,234",65.50%,"9,058",52.80%,80.60%,"3,597",21.00%,32.00%,"5,461",31.90%,48.60%,"2,176",12.70%,19.40%,"3,505",20.40%,"1,933",11.30%
Queens,2005,4 Year August,Not Student with Disability,"17,145","11,932",69.60%,"9,385",54.70%,78.70%,"3,616",21.10%,30.30%,"5,769",33.60%,48.30%,"2,547",14.90%,21.30%,"2,808",16.40%,"1,932",11.30%
Queens,2005,5 Year,Not Student with Disability,"17,384","12,879",74.10%,"9,862",56.70%,76.60%,"3,652",21.00%,28.40%,"6,210",35.70%,48.20%,"3,017",17.40%,23.40%,"1,132",6.50%,"2,959",17.00%
Queens,2005,6 Year,Not Student with Disability,"17,422","13,360",76.70%,"10,040",57.60%,75.10%,"3,656",21.00%,27.40%,"6,384",36.60%,47.80%,"3,320",19.10%,24.90%,561,3.20%,"3,125",17.90%
Queens,2006,4 Year  June,Not Student with Disability,"17,213","11,822",68.70%,"10,026",58.20%,84.80%,"3,608",21.00%,30.50%,"6,418",37.30%,54.30%,"1,796",10.40%,15.20%,"3,320",19.30%,"1,767",10.30%
Queens,2006,4 Year August,Not Student with Disability,"17,213","12,642",73.40%,"10,478",60.90%,82.90%,"3,651",21.20%,28.90%,"6,827",39.70%,54.00%,"2,164",12.60%,17.10%,"2,503",14.50%,"1,764",10.20%
Queens,2006,5 Year  June,Not Student with Disability,"17,222","13,439",78.00%,"10,921",63.40%,81.30%,"3,665",21.30%,27.30%,"7,256",42.10%,54.00%,"2,518",14.60%,18.70%,782,4.50%,"2,690",15.60%
Queens,2006,5 Year August,Not Student with Disability,"17,222","13,599",79.00%,"10,990",63.80%,80.80%,"3,665",21.30%,27.00%,"7,325",42.50%,53.90%,"2,609",15.10%,19.20%,669,3.90%,"2,637",15.30%
Queens,2007,4 Year  June,Not Student with Disability,"17,743","12,401",69.90%,"11,198",63.10%,90.30%,"3,814",21.50%,30.80%,"7,384",41.60%,59.50%,"1,203",6.80%,9.70%,"3,460",19.50%,"1,651",9.30%
Queens,2007,4 Year August,Not Student with Disability,"17,743","13,308",75.00%,"11,765",66.30%,88.40%,"3,849",21.70%,28.90%,"7,916",44.60%,59.50%,"1,543",8.70%,11.60%,"2,561",14.40%,"1,635",9.20%
Queens,2001,4 Year  June,Student with Disability,"1,999",419,21.00%,63,3.20%,15.00%,14,0.70%,3.30%,49,2.50%,11.70%,359,18.00%,85.70%,559,28.00%,643,32.20%
Queens,2001,5 Year,Student with Disability,"1,999",488,24.40%,69,3.50%,14.10%,14,0.70%,2.90%,55,2.80%,11.30%,423,21.20%,86.70%,158,7.90%,784,39.20%
Queens,2001,6 Year,Student with Disability,"1,999",503,25.20%,72,3.60%,14.30%,15,0.80%,3.00%,57,2.90%,11.30%,435,21.80%,86.50%,110,5.50%,798,39.90%
Queens,2002,4 Year  June,Student with Disability,"1,366",294,21.50%,75,5.50%,25.50%,8,0.60%,2.70%,67,4.90%,22.80%,219,16.00%,74.50%,500,36.60%,385,28.20%
Queens,2002,5 Year,Student with Disability,"1,366",341,25.00%,83,6.10%,24.30%,9,0.70%,2.60%,74,5.40%,21.70%,258,18.90%,75.70%,277,20.30%,434,31.80%
Queens,2002,6 Year,Student with Disability,"1,366",404,29.60%,86,6.30%,21.30%,9,0.70%,2.20%,77,5.60%,19.10%,318,23.30%,78.70%,111,8.10%,506,37.00%
Queens,2003,4 Year  June,Student with Disability,"1,782",343,19.20%,72,4.00%,21.00%,8,0.40%,2.30%,64,3.60%,18.70%,271,15.20%,79.00%,900,50.50%,379,21.30%
Queens,2003,5 Year,Student with Disability,"1,782",515,28.90%,100,5.60%,19.40%,9,0.50%,1.70%,91,5.10%,17.70%,415,23.30%,80.60%,302,16.90%,566,31.80%
Queens,2003,6 Year,Student with Disability,"1,708",564,33.00%,104,6.10%,18.40%,9,0.50%,1.60%,95,5.60%,16.80%,460,26.90%,81.60%,128,7.50%,581,34.00%
Queens,2004,4 Year  June,Student with Disability,"2,099",495,23.60%,171,8.10%,34.50%,28,1.30%,5.70%,143,6.80%,28.90%,324,15.40%,65.50%,908,43.30%,442,21.10%
Queens,2004,5 Year,Student with Disability,"2,033",654,32.20%,198,9.70%,30.30%,27,1.30%,4.10%,171,8.40%,26.10%,456,22.40%,69.70%,348,17.10%,565,27.80%
Queens,2004,6 Year,Student with Disability,"1,976",716,36.20%,211,10.70%,29.50%,27,1.40%,3.80%,184,9.30%,25.70%,505,25.60%,70.50%,196,9.90%,626,31.70%
Queens,2005,4 Year  June,Student with Disability,"2,366",629,26.60%,232,9.80%,36.90%,21,0.90%,3.30%,211,8.90%,33.50%,397,16.80%,63.10%,930,39.30%,502,21.20%
Queens,2005,4 Year August,Student with Disability,"2,366",683,28.90%,239,10.10%,35.00%,21,0.90%,3.10%,218,9.20%,31.90%,444,18.80%,65.00%,876,37.00%,502,21.20%
Queens,2005,5 Year,Student with Disability,"2,297",821,35.70%,266,11.60%,32.40%,21,0.90%,2.60%,245,10.70%,29.80%,555,24.20%,67.60%,349,15.20%,692,30.10%
Queens,2005,6 Year,Student with Disability,"2,260",881,39.00%,273,12.10%,31.00%,21,0.90%,2.40%,252,11.20%,28.60%,608,26.90%,69.00%,205,9.10%,729,32.30%
Queens,2006,4 Year  June,Student with Disability,"2,345",643,27.40%,259,11.00%,40.30%,29,1.20%,4.50%,230,9.80%,35.80%,384,16.40%,59.70%,952,40.60%,489,20.90%
Queens,2006,4 Year August,Student with Disability,"2,345",736,31.40%,274,11.70%,37.20%,30,1.30%,4.10%,244,10.40%,33.20%,462,19.70%,62.80%,860,36.70%,488,20.80%
Queens,2006,5 Year  June,Student with Disability,"2,524",852,33.80%,296,11.70%,34.70%,31,1.20%,3.60%,265,10.50%,31.10%,556,22.00%,65.30%,572,22.70%,632,25.00%
Queens,2006,5 Year August,Student with Disability,"2,524",867,34.40%,297,11.80%,34.30%,31,1.20%,3.60%,266,10.50%,30.70%,570,22.60%,65.70%,559,22.10%,629,24.90%
Queens,2007,4 Year  June,Student with Disability,"2,463",725,29.40%,357,14.50%,49.20%,36,1.50%,5.00%,321,13.00%,44.30%,368,14.90%,50.80%,"1,040",42.20%,486,19.70%
Queens,2007,4 Year August,Student with Disability,"2,463",835,33.90%,378,15.30%,45.30%,37,1.50%,4.40%,341,13.80%,40.80%,457,18.60%,54.70%,950,38.60%,486,19.70%
Staten Island,2001,4 Year  June,Not Student with Disability,"3,250","2,381",73.30%,"1,875",57.70%,78.70%,874,26.90%,36.70%,"1,001",30.80%,42.00%,507,15.60%,21.30%,602,18.50%,257,7.90%
Staten Island,2001,5 Year,Not Student with Disability,"3,250","2,623",80.70%,"1,949",60.00%,74.30%,881,27.10%,33.60%,"1,068",32.90%,40.70%,681,21.00%,26.00%,158,4.90%,459,14.10%
Staten Island,2001,6 Year,Not Student with Disability,"3,250","2,656",81.70%,"1,959",60.30%,73.80%,881,27.10%,33.20%,"1,078",33.20%,40.60%,709,21.80%,26.70%,71,2.20%,511,15.70%
Staten Island,2002,4 Year  June,Not Student with Disability,"3,659","2,563",70.00%,"2,012",55.00%,78.50%,858,23.40%,33.50%,"1,154",31.50%,45.00%,552,15.10%,21.50%,664,18.10%,335,9.20%
Staten Island,2002,5 Year,Not Student with Disability,"3,659","2,807",76.70%,"2,112",57.70%,75.20%,862,23.60%,30.70%,"1,250",34.20%,44.50%,713,19.50%,25.40%,262,7.20%,482,13.20%
Staten Island,2002,6 Year,Not Student with Disability,"3,659","2,862",78.20%,"2,128",58.20%,74.40%,862,23.60%,30.10%,"1,266",34.60%,44.20%,752,20.60%,26.30%,153,4.20%,536,14.60%
Staten Island,2003,4 Year  June,Not Student with Disability,"3,582","2,638",73.60%,"2,117",59.10%,80.30%,875,24.40%,33.20%,"1,242",34.70%,47.10%,521,14.50%,19.70%,611,17.10%,286,8.00%
Staten Island,2003,5 Year,Not Student with Disability,"3,582","2,837",79.20%,"2,204",61.50%,77.70%,881,24.60%,31.10%,"1,323",36.90%,46.60%,633,17.70%,22.30%,253,7.10%,441,12.30%
Staten Island,2003,6 Year,Not Student with Disability,"3,621","2,909",80.30%,"2,221",61.30%,76.30%,881,24.30%,30.30%,"1,340",37.00%,46.10%,688,19.00%,23.70%,110,3.00%,514,14.20%
Staten Island,2004,4 Year  June,Not Student with Disability,"3,430","2,572",75.00%,"2,147",62.60%,83.50%,"1,017",29.70%,39.50%,"1,130",32.90%,43.90%,425,12.40%,16.50%,588,17.10%,263,7.70%
Staten Island,2004,5 Year,Not Student with Disability,"3,549","2,836",79.90%,"2,258",63.60%,79.60%,"1,022",28.80%,36.00%,"1,236",34.80%,43.60%,578,16.30%,20.40%,143,4.00%,411,11.60%
Staten Island,2004,6 Year,Not Student with Disability,"3,557","2,888",81.20%,"2,277",64.00%,78.80%,"1,022",28.70%,35.40%,"1,255",35.30%,43.50%,611,17.20%,21.20%,164,4.60%,449,12.60%
Staten Island,2005,4 Year  June,Not Student with Disability,"3,683","2,815",76.40%,"2,360",64.10%,83.80%,"1,044",28.30%,37.10%,"1,316",35.70%,46.70%,455,12.40%,16.20%,502,13.60%,235,6.40%
Staten Island,2005,4 Year August,Not Student with Disability,"3,683","2,900",78.70%,"2,397",65.10%,82.70%,"1,044",28.30%,36.00%,"1,353",36.70%,46.70%,503,13.70%,17.30%,417,11.30%,235,6.40%
Staten Island,2005,5 Year,Not Student with Disability,"3,749","3,032",80.90%,"2,454",65.50%,80.90%,"1,045",27.90%,34.50%,"1,409",37.60%,46.50%,578,15.40%,19.10%,187,5.00%,399,10.60%
Staten Island,2005,6 Year,Not Student with Disability,"3,756","3,083",82.10%,"2,476",65.90%,80.30%,"1,045",27.80%,33.90%,"1,431",38.10%,46.40%,607,16.20%,19.70%,111,3.00%,431,11.50%
Staten Island,2006,4 Year  June,Not Student with Disability,"3,825","3,038",79.40%,"2,705",70.70%,89.00%,"1,179",30.80%,38.80%,"1,526",39.90%,50.20%,333,8.70%,11.00%,443,11.60%,273,7.10%
Staten Island,2006,4 Year August,Not Student with Disability,"3,825","3,102",81.10%,"2,739",71.60%,88.30%,"1,181",30.90%,38.10%,"1,558",40.70%,50.20%,363,9.50%,11.70%,380,9.90%,272,7.10%
Staten Island,2006,5 Year  June,Not Student with Disability,"3,832","3,206",83.70%,"2,790",72.80%,87.00%,"1,182",30.80%,36.90%,"1,608",42.00%,50.20%,416,10.90%,13.00%,126,3.30%,428,11.20%
Staten Island,2006,5 Year August,Not Student with Disability,"3,832","3,217",84.00%,"2,794",72.90%,86.90%,"1,182",30.80%,36.70%,"1,612",42.10%,50.10%,423,11.00%,13.10%,121,3.20%,421,11.00%
Staten Island,2007,4 Year  June,Not Student with Disability,"3,677","2,924",79.50%,"2,725",74.10%,93.20%,993,27.00%,34.00%,"1,732",47.10%,59.20%,199,5.40%,6.80%,448,12.20%,236,6.40%
Staten Island,2007,4 Year August,Not Student with Disability,"3,677","2,997",81.50%,"2,772",75.40%,92.50%,994,27.00%,33.20%,"1,778",48.40%,59.30%,225,6.10%,7.50%,376,10.20%,234,6.40%
Staten Island,2001,4 Year  June,Student with Disability,622,184,29.60%,26,4.20%,14.10%,2,0.30%,1.10%,24,3.90%,13.00%,158,25.40%,85.90%,184,29.60%,160,25.70%
Staten Island,2001,5 Year,Student with Disability,622,214,34.40%,28,4.50%,13.10%,2,0.30%,0.90%,26,4.20%,12.10%,186,29.90%,86.90%,70,11.30%,202,32.50%
Staten Island,2001,6 Year,Student with Disability,622,217,34.90%,28,4.50%,12.90%,2,0.30%,0.90%,26,4.20%,12.00%,189,30.40%,87.10%,60,9.60%,206,33.10%
Staten Island,2002,4 Year  June,Student with Disability,475,158,33.30%,28,5.90%,17.70%,3,0.60%,1.90%,25,5.30%,15.80%,131,27.60%,82.90%,180,37.90%,91,19.20%
Staten Island,2002,5 Year,Student with Disability,475,180,37.90%,30,6.30%,16.70%,3,0.60%,1.70%,27,5.70%,15.00%,151,31.80%,83.90%,121,25.50%,98,20.60%
Staten Island,2002,6 Year,Student with Disability,475,200,42.10%,32,6.70%,16.00%,3,0.60%,1.50%,29,6.10%,14.50%,169,35.60%,84.50%,53,11.20%,140,29.50%
Staten Island,2003,4 Year  June,Student with Disability,636,174,27.40%,52,8.20%,29.90%,8,1.30%,4.60%,44,6.90%,25.30%,122,19.20%,70.10%,308,48.40%,88,13.80%
Staten Island,2003,5 Year,Student with Disability,636,240,37.70%,60,9.40%,25.00%,9,1.40%,3.80%,51,8.00%,21.30%,180,28.30%,75.00%,97,15.30%,169,26.60%
Staten Island,2003,6 Year,Student with Disability,628,263,41.90%,60,9.60%,22.80%,9,1.40%,3.40%,51,8.10%,19.40%,203,32.30%,77.20%,45,7.20%,178,28.30%
Staten Island,2004,4 Year  June,Student with Disability,712,216,30.30%,73,10.30%,33.80%,12,1.70%,5.60%,61,8.60%,28.20%,143,20.10%,66.20%,256,36.00%,118,16.60%
Staten Island,2004,5 Year,Student with Disability,724,304,42.00%,80,11.00%,26.30%,12,1.70%,3.90%,68,9.40%,22.40%,224,30.90%,73.70%,85,11.70%,162,22.40%
Staten Island,2004,6 Year,Student with Disability,708,325,45.90%,81,11.40%,24.90%,12,1.70%,3.70%,69,9.70%,21.20%,244,34.50%,75.10%,75,10.60%,179,25.30%
Staten Island,2005,4 Year  June,Student with Disability,777,283,36.40%,107,13.80%,37.80%,15,1.90%,5.30%,92,11.80%,32.50%,176,22.70%,62.20%,256,32.90%,127,16.30%
Staten Island,2005,4 Year August,Student with Disability,777,292,37.60%,110,14.20%,37.70%,15,1.90%,5.10%,95,12.20%,32.50%,182,23.40%,62.30%,247,31.80%,127,16.30%
Staten Island,2005,5 Year,Student with Disability,768,336,43.80%,119,15.50%,35.40%,14,1.80%,4.20%,105,13.70%,31.30%,217,28.30%,64.60%,96,12.50%,184,24.00%
Staten Island,2005,6 Year,Student with Disability,756,363,48.00%,121,16.00%,33.30%,14,1.90%,3.90%,107,14.20%,29.50%,242,32.00%,66.70%,52,6.90%,196,25.90%
Staten Island,2006,4 Year  June,Student with Disability,778,308,39.60%,113,14.50%,36.70%,13,1.70%,4.20%,100,12.90%,32.50%,195,25.10%,63.30%,240,30.80%,141,18.10%
Staten Island,2006,4 Year August,Student with Disability,778,321,41.30%,117,15.00%,36.40%,13,1.70%,4.00%,104,13.40%,32.40%,204,26.20%,63.60%,227,29.20%,141,18.10%
Staten Island,2006,5 Year  June,Student with Disability,814,355,43.60%,124,15.20%,34.90%,13,1.60%,3.70%,111,13.60%,31.30%,231,28.40%,65.10%,138,17.00%,185,22.70%
Staten Island,2006,5 Year August,Student with Disability,814,361,44.30%,125,15.40%,34.60%,13,1.60%,3.60%,112,13.80%,31.00%,236,29.00%,65.40%,135,16.60%,179,22.00%
Staten Island,2007,4 Year  June,Student with Disability,813,315,38.70%,142,17.50%,45.10%,9,1.10%,2.90%,133,16.40%,42.20%,173,21.30%,54.90%,290,35.70%,149,18.30%
Staten Island,2007,4 Year August,Student with Disability,813,333,41.00%,149,18.30%,44.70%,9,1.10%,2.70%,140,17.20%,42.00%,184,22.60%,55.30%,273,33.60%,148,18.20%
