District,Bldg I.D.,Building Name,Bldg Enroll,Bldg Adjusted Capacity(Historical),Bldg Over/Under(Historical),Bldg Utilization(Historical),Bldg Capacity(Target),Bldg Over/Under(Target),Bldg Utilization(Target),Org ID,Organization Name,Org Enroll,Org Adjusted Capacity(Historical),Org Over/Under(Historical),Org Utilization(Historical),Org Adjusted Capacity(Target),Org Over Under(Target),Org Utilization(Target),No. of Spec rooms used,Inclusionary
7,X884,HEALTH OPPORTUNITIES HS - X,0,0,0,0,0,0,0,X670,HEALTH OPPORTUNITIES (HS LVL) - X,587,704,-117,83,647,-60,91,4,
7,X884,HEALTH OPPORTUNITIES HS - X,0,0,0,0,0,0,0,XG18,C.B.O. - BRONX,,,0,,,0,,0,
7,X920,SOUTH BRONX HS TRANSPORTABLE - X,0,0,0,0,0,0,0,X495,UNIVERSITY HEIGHTS HS - BRONX,0,0,0,,0,0,,0,
7,X963,CROTONA ACADEMY - BRONX,124,149,-25,83,154,-30,81,X321,CROTONA ACADEMY - BRONX           ,124,149,-25,83,154,-30,81,0,
7,X963,CROTONA ACADEMY - BRONX,0,0,0,0,0,0,0,XG18,SOBRO                             ,,,0,,,0,,0,
7,X991,PASSAGES ACADEMY(HORIZON) - BRONX,0,0,0,0,0,0,0,X695,PASSAGES ACADEMY(HORIZON) - BRONX,,,0,,,0,,0,
8,X039,NEW SCH FOR ARTS AND SCIENCE - X,784,1043,-259,75,1050,-266,75,X332,HOLCOMBE L. RUCKER SCHOOLOF COMMUNITY RESEARCH - BRONX,333,436,-103,76,447,-114,74,2,
8,X039,NEW SCH FOR ARTS AND SCIENCE - X,0,0,0,0,0,0,0,X530,BANANA KELLY COMM. LEARNING CTR-X,451,607,-156,74,603,-152,75,2,
8,X039,NEW SCH FOR ARTS AND SCIENCE - X,0,0,0,0,0,0,0,XG18,CHILDREN AID SOCIETY / BUILDON - X,,,0,,,0,,0,
8,X392,THE CASITA MARIA CENTER FOR ARTS AND EDUCATION - BRONX,508,693,-185,73,643,-135,79,X186,X186 SPED - BRONX,8,0,8,0,0,8,0,0,All
8,X392,THE CASITA MARIA CENTER FOR ARTS AND EDUCATION - BRONX,0,0,0,0,0,0,0,X269,M.S./H.S. 269 - BRONX,500,693,-193,72,643,-143,78,7,
8,X405,HERBERT H. LEHMAN HS - X,4098,3580,518,114,3369,729,122,X293,RENAISSANCE HS FOR MUS THEATRE - X,469,396,73,118,379,90,124,0,
8,X405,HERBERT H. LEHMAN HS - X,0,0,0,0,0,0,0,X405,HERBERT H. LEHMAN HS - X,3593,3184,409,113,2990,603,120,24,
8,X405,HERBERT H. LEHMAN HS - X,0,0,0,0,0,0,0,X721,X721 SPED - BRONX,36,0,36,0,0,36,0,0,All
8,X450,ADLAI E. STEVENSON HS - X,2616,3551,-935,74,3405,-789,77,X295,GATEWAY SCH FOR RES & TECH - X    ,478,816,-338,59,758,-280,63,3,
8,X450,ADLAI E. STEVENSON HS - X,0,0,0,0,0,0,0,X305,P N ACAD FOR ARCH & WORLD STUD - X,359,469,-110,77,480,-121,75,6,
8,X450,ADLAI E. STEVENSON HS - X,0,0,0,0,0,0,0,X312,MILLENIUM ART ACADEMY - BRONX,496,443,53,112,409,87,121,0,
8,X450,ADLAI E. STEVENSON HS - X,0,0,0,0,0,0,0,X376,ANTONIA PANTOJA PREP ACADEMY - X  ,432,637,-205,68,620,-188,70,3,
8,X450,ADLAI E. STEVENSON HS - X,0,0,0,0,0,0,0,X377,BRONX COMMUNITY HIGH SCHOOL       ,200,258,-58,78,244,-44,82,0,
8,X450,ADLAI E. STEVENSON HS - X,0,0,0,0,0,0,0,X432,BRONX BRIDGES COMMUNITY SCHOOL - X,155,186,-31,83,194,-39,80,1,
8,X450,ADLAI E. STEVENSON HS - X,0,0,0,0,0,0,0,X452,BRONX GUILD HS - BRONX            ,305,407,-102,75,385,-80,79,2,
8,X450,ADLAI E. STEVENSON HS - X,0,0,0,0,0,0,0,X540,HS FOR COMM RESEARCH & LRNG - X   ,191,335,-144,57,315,-124,61,0,
8,X650,JANE ADDAMS HS - X,717,1273,-556,56,1241,-524,58,X559,H.S. 559 - BRONX,,,0,,,0,,0,
8,X650,JANE ADDAMS HS - X,0,0,0,0,0,0,0,X650,JANE ADDAMS VOC HS - X            ,717,1273,-556,56,1241,-524,58,12,
8,X650,JANE ADDAMS HS - X,0,0,0,0,0,0,0,XG02,LYFE CENTER - BRONX               ,,,0,,,0,,0,
8,X922,ADLAI E. STEVENSON HS TRANS-X,0,79,-79,0,78,-78,0,X996,ALTERNATIVE LEARNING CENTER - X,0,79,-79,0,78,-78,0,0,
8,X962,JANE ADDAMS HS TRANSPORTABLE - X,0,0,0,0,0,0,0,X650,JANE ADDAMS VOC HS - X            ,0,0,0,,0,0,,0,
8,X972,SOUNDVIEW EDUCATIONAL CAMPUS - X,687,808,-121,85,734,-47,94,X519,F R DE GAUTIER LAW & PUB STUD - X ,363,480,-117,76,418,-55,87,5,
8,X972,SOUNDVIEW EDUCATIONAL CAMPUS - X,0,0,0,0,0,0,0,X537,BRONX ARENA HIGH SCHOOL - BRONX,129,147,-18,88,148,-19,87,1,
8,X972,SOUNDVIEW EDUCATIONAL CAMPUS - X,0,0,0,0,0,0,0,X560,BRONX ACADEMY HS - X              ,195,181,14,108,168,27,116,4,
9,X400,MORRIS HS - X,1562,1659,-97,94,1674,-112,93,X297,MORRIS COLLAB HS TECH & HUMAN - X ,450,521,-71,86,507,-57,89,4,
9,X400,MORRIS HS - X,0,0,0,0,0,0,0,X403,BRONX INTERNATIONAL - BRONX       ,403,491,-88,82,527,-124,76,5,
9,X400,MORRIS HS - X,0,0,0,0,0,0,0,X404,HIGH SCHOOL FOR EXCELLENCE - X    ,386,450,-64,86,456,-70,85,1,
9,X400,MORRIS HS - X,0,0,0,0,0,0,0,X543,HS FOR VIOLIN AND DANCE - BRONX   ,323,197,126,164,184,139,176,4,
9,X400,MORRIS HS - X,0,0,0,0,0,0,0,XG02,LYFE CENTER - BRONX               ,,,0,,,0,,0,
9,X400,MORRIS HS - X,0,0,0,0,0,0,0,XG08,"MUSEUM, PLANETARIUM - X           ",,,0,,,0,,0,
9,X410,WILLIAM H. TAFT HS - X,2083,2782,-699,75,2796,-713,74,X227,BRONX EXPEDITIONARY LEARNG HS - X ,355,567,-212,63,575,-220,62,1,
9,X410,WILLIAM H. TAFT HS - X,0,0,0,0,0,0,0,X239,URBAN ASSEMBLY FOR HIST & CIT. - X,141,216,-75,65,226,-85,62,4,
9,X410,WILLIAM H. TAFT HS - X,0,0,0,0,0,0,0,X329,DREAMYARD PREPARATORY SCHOOL      ,349,518,-169,67,505,-156,69,1,
9,X410,WILLIAM H. TAFT HS - X,0,0,0,0,0,0,0,X412,HS OF BUSINESS - BRONX,401,494,-93,81,507,-106,79,1,
9,X410,WILLIAM H. TAFT HS - X,0,0,0,0,0,0,0,X413,HS OF MEDICAL SCIENCES - BRONX    ,455,497,-42,92,487,-32,93,1,
9,X410,WILLIAM H. TAFT HS - X,0,0,0,0,0,0,0,X414,HS FOR MEDIA AND COMMUNICATION - X,382,490,-108,78,496,-114,77,4,
9,X410,WILLIAM H. TAFT HS - X,0,0,0,0,0,0,0,XG02,LYFE CENTER - BRONX               ,,,0,,,0,,0,
9,X460,"HS OF LAW, GOV'T & JUSTICE - X",763,828,-65,92,753,10,101,X505,"HS OF LAW, GOV'T & JUSTICE-X",763,828,-65,92,753,10,101,8,
9,X465,EAGLE ACADEMY FOR YOUNG MEN - BRONX,550,619,-69,89,502,48,110,X231,EAGLE ACADEMY FOR YOUNG MEN - BRONX   ,550,619,-69,89,502,48,110,8,
9,X876,BRONX LEADERSHIP ACADEMY - X,705,565,140,125,552,153,128,X525,BRONX LEADERSHIP ACADEMY - X,705,565,140,125,552,153,128,4,
9,X970,BATHGATE HS - BRONX,1325,1243,82,107,1197,128,111,X241,I.S. 241 - BRONX                  ,606,535,71,113,504,102,120,3,
9,X970,BATHGATE HS - BRONX,0,0,0,0,0,0,0,X252,MOTT HALL BRONX HS - BRONX        ,354,341,13,104,333,21,106,2,
9,X970,BATHGATE HS - BRONX,0,0,0,0,0,0,0,X263,VALIDUS PREPRATORY ACADEMY -X     ,365,367,-2,99,360,5,101,3,
10,X430,WALTON HS - X,2528,2715,-187,93,2614,-86,97,X268,KINGSBRIDGE INTERNATIONAL HS - X  ,497,545,-48,91,503,-6,99,3,
10,X430,WALTON HS - X,0,0,0,0,0,0,0,X342,M.S./H.S. 342 - BRONX             ,606,788,-182,77,757,-151,80,8,
10,X430,WALTON HS - X,0,0,0,0,0,0,0,X433,HS OF TEACHING & PROFESSIONS - X,473,539,-66,88,543,-70,87,2,
10,X430,WALTON HS - X,0,0,0,0,0,0,0,X442,CELIA CRUZ HS OF MUSIC - BRONX    ,423,456,-33,93,428,-5,99,6,
10,X430,WALTON HS - X,0,0,0,0,0,0,0,X503,YOUNG ADULT BOROUGH CENTER - BRONX,,,0,,,0,,0,
10,X430,WALTON HS - X,0,0,0,0,0,0,0,X549,DISCOVERY HS - BRONX,529,387,142,137,383,146,138,1,
10,X435,THEODORE ROOSEVELT HS - X,2637,2789,-152,95,2798,-161,94,X243,I.S. 243 - BRONX,636,625,11,102,623,13,102,3,
10,X435,THEODORE ROOSEVELT HS - X,0,0,0,0,0,0,0,X374,KAPPA - BRONX                     ,324,456,-132,71,457,-133,71,0,
10,X435,THEODORE ROOSEVELT HS - X,0,0,0,0,0,0,0,X434,BELMONT PREPARATORY HS - BRONX,407,570,-163,71,613,-206,66,5,
10,X435,THEODORE ROOSEVELT HS - X,0,0,0,0,0,0,0,X437,FORDHAM HS FOR THE ARTS - BRONX,387,363,24,107,344,43,113,3,
10,X435,THEODORE ROOSEVELT HS - X,0,0,0,0,0,0,0,X438,LEADERSHIP ACAD FOR BUS & TECH - X,451,351,100,128,341,110,132,3,
10,X435,THEODORE ROOSEVELT HS - X,0,0,0,0,0,0,0,X439,HS OF LAW & COMMUNITY SERV - BRONX,432,424,8,102,420,12,103,3,
10,X435,THEODORE ROOSEVELT HS - X,0,0,0,0,0,0,0,XG02,LYFE CENTER - BRONX               ,,,0,,,0,,0,
10,X435,THEODORE ROOSEVELT HS - X,0,0,0,0,0,0,0,XG03,SPARK - BRONX                     ,,,0,,,0,,0,
10,X435,THEODORE ROOSEVELT HS - X,0,0,0,0,0,0,0,XG13,SCHOOL SAFETY - BRONX             ,,,0,,,0,,0,
10,X435,THEODORE ROOSEVELT HS - X,0,0,0,0,0,0,0,XG18,MULTIPLE CBO'S - BRONX            ,,,0,,,0,,0,
10,X440,DEWITT CLINTON HS - X,4167,3387,780,123,3428,739,122,X168,X168 SPED - BRONX                 ,8,0,8,0,0,8,0,0,All
10,X440,DEWITT CLINTON HS - X,0,0,0,0,0,0,0,X440,DEWITT CLINTON HS - X,4159,3387,772,123,3428,731,121,18,
10,X445,BRONX HS OF SCIENCE - X,3013,2263,750,133,2281,732,132,X445,BRONX HS OF SCIENCE - X           ,3013,2263,750,133,2281,732,132,47,
10,X475,JOHN F. KENNEDY HS - X,3039,3895,-856,78,3723,-684,82,X213,BX ENGINEERING & TECH ACADEMY - X ,444,538,-94,83,525,-81,85,2,
10,X475,JOHN F. KENNEDY HS - X,0,0,0,0,0,0,0,X284,BRONX SCHOOL OF LAW & FINANCE - X,422,570,-148,74,556,-134,76,3,
10,X475,JOHN F. KENNEDY HS - X,0,0,0,0,0,0,0,X397,ELLIS PREPAR ATORY ACADEMY-X      ,316,442,-126,71,424,-108,75,1,
10,X475,JOHN F. KENNEDY HS - X,0,0,0,0,0,0,0,X475,JOHN F. KENNEDY HS - BRONX,706,986,-280,72,942,-236,75,15,
10,X475,JOHN F. KENNEDY HS - X,0,0,0,0,0,0,0,X477,MARBLE HILL INTERNATIONAL HS - X  ,456,538,-82,85,508,-52,90,1,
10,X475,JOHN F. KENNEDY HS - X,0,0,0,0,0,0,0,X539,THE NEW VISIONS CHARTER SCHOOL FOR ADVANCED MATH AND SCIENCE - X,123,155,-32,79,150,-27,82,0,
10,X475,JOHN F. KENNEDY HS - X,0,0,0,0,0,0,0,X546,BRONX THEATRE HS - BRONX          ,445,486,-41,92,451,-6,99,3,
10,X475,JOHN F. KENNEDY HS - X,0,0,0,0,0,0,0,X553,THE NEW VISIONS CHARTER SCHOOL FOR THE HUMANAITIES - X,127,180,-53,71,167,-40,76,0,
10,X475,JOHN F. KENNEDY HS - X,0,0,0,0,0,0,0,XG16,COLUMBIA PRESBYTARIAN HOSPITAL -X ,,,0,,,0,,0,
10,X660,GRACE H. DODGE VOC HS - X,1247,1434,-187,87,1395,-148,89,X524,CROTONA INTERNATIONAL HIGH SCHOOL - BRONX,85,142,-57,60,133,-48,64,0,
10,X660,GRACE H. DODGE VOC HS - X,0,0,0,0,0,0,0,X660,GRACE H. DODGE VOC HS - X         ,1162,1292,-130,90,1262,-100,92,12,
10,X905,HS OF AMERICAN STUDIES - BRONX,377,345,32,109,333,44,113,X696,HS OF AMERICAN STUDIES - BRONX    ,377,345,32,109,333,44,113,1,
10,X960,J.F. KENNEDY HS TRANSPORTABLE- X,0,0,0,0,0,0,0,X475,JOHN F. KENNEDY HS - BRONX,0,0,0,,,0,,0,
11,X362,I.S./H.S. 362 - BRONX,1525,1674,-149,91,1628,-103,94,X270,ACADEMY FOR SCHOLARSHIP AND ENTR - BRONX,606,648,-42,94,613,-7,99,4,
11,X362,I.S./H.S. 362 - BRONX,0,0,0,0,0,0,0,X513,NEW WORLD HS - BRONX              ,402,437,-35,92,422,-20,95,7,
11,X362,I.S./H.S. 362 - BRONX,0,0,0,0,0,0,0,X514,SPORTS PROFESSIONS HS - BRONX,416,487,-71,85,491,-75,85,5,
11,X362,I.S./H.S. 362 - BRONX,0,0,0,0,0,0,0,X754,X754 SPED - BRONX,101,102,-1,99,102,-1,99,0,
11,X415,CHRISTOPHER COLUMBUS HS - X,2725,2967,-242,92,2943,-218,93,X010,X010 SPED - BRONX                 ,9,0,9,0,0,9,0,0,All
11,X415,CHRISTOPHER COLUMBUS HS - X,0,0,0,0,0,0,0,X288,COLLEGIATE INST FOR MATH & SCI - X  ,543,511,32,106,528,15,103,3,
11,X415,CHRISTOPHER COLUMBUS HS - X,0,0,0,0,0,0,0,X299,ASTOR COLLEGIATE HS - BRONX       ,498,443,55,112,443,55,112,2,
11,X415,CHRISTOPHER COLUMBUS HS - X,0,0,0,0,0,0,0,X415,CHRISTOPHER COLUMBUS HS - X       ,727,970,-243,75,945,-218,77,7,
11,X415,CHRISTOPHER COLUMBUS HS - X,0,0,0,0,0,0,0,X508,BRONXDALE HIGH SCHOOL - BRONX,95,152,-57,63,153,-58,62,0,
11,X415,CHRISTOPHER COLUMBUS HS - X,0,0,0,0,0,0,0,X509,PELHAM HIGH SCHOOL FOR LANGUAGE AND INNOVATION - X,76,134,-58,57,130,-54,58,0,
11,X415,CHRISTOPHER COLUMBUS HS - X,0,0,0,0,0,0,0,X541,GLOBAL ENTERPRISE HS - BRONX      ,270,260,10,104,244,26,111,0,
11,X415,CHRISTOPHER COLUMBUS HS - X,0,0,0,0,0,0,0,X542,PELHAM PREP HS - BRONX            ,507,497,10,102,500,7,101,2,
11,X425,EVANDER CHILDS HS - X,2841,2741,100,104,2699,142,105,X253,HS FOR WRITING & COMM ARTS - X    ,422,475,-53,89,473,-51,89,3,
11,X425,EVANDER CHILDS HS - X,0,0,0,0,0,0,0,X265,BRONX LAB SCHOOL - BRONX          ,482,503,-21,96,496,-14,97,4,
11,X425,EVANDER CHILDS HS - X,0,0,0,0,0,0,0,X275,HS OF COMPUTERS & TECHNOLOGY - X  ,550,440,110,125,426,124,129,5,
11,X425,EVANDER CHILDS HS - X,0,0,0,0,0,0,0,X290,BRONX ACAD OF HEALTH CAREERS - X  ,483,451,32,107,437,46,111,4,
11,X425,EVANDER CHILDS HS - X,0,0,0,0,0,0,0,X544,HS FOR CONTEMPORARY ARTS - X,479,442,37,108,441,38,109,10,
11,X425,EVANDER CHILDS HS - X,0,0,0,0,0,0,0,X545,BRONX AEROSPACE HS - BRONX        ,416,430,-14,97,426,-10,98,3,
11,X425,EVANDER CHILDS HS - X,0,0,0,0,0,0,0,X723,X723 SPED - BRONX,9,0,9,0,0,9,0,0,All
11,X455,HARRY S. TRUMAN HS - X,2299,3606,-1307,64,3387,-1088,68,M645,SCHOOL FOR COOP TECH. ED. - M,,,0,,,0,,0,
11,X455,HARRY S. TRUMAN HS - X,0,0,0,0,0,0,0,X176,X176 SPED - BRONX,149,122,27,122,122,27,122,0,
11,X455,HARRY S. TRUMAN HS - X,0,0,0,0,0,0,0,X249,BRONX HEALTH SCIENCES HS - X      ,377,415,-38,91,371,6,102,0,
11,X455,HARRY S. TRUMAN HS - X,0,0,0,0,0,0,0,X455,HARRY S. TRUMAN HS - X,1773,3069,-1296,58,2894,-1121,61,59,
11,X455,HARRY S. TRUMAN HS - X,0,0,0,0,0,0,0,XG06,FOOD SERVICES - X                 ,,,0,,,0,,0,
11,X455,HARRY S. TRUMAN HS - X,0,0,0,0,0,0,0,XG08,"MUSEUM, PLANETARIUM - X           ",,,0,,,0,,0,
11,X455,HARRY S. TRUMAN HS - X,0,0,0,0,0,0,0,XG13,OFFICE OF SCHOOL SAFETY - BRONX   ,,,0,,,0,,0,
11,X455,HARRY S. TRUMAN HS - X,0,0,0,0,0,0,0,XG15,HEARING EDUCATIONAL SERVICES - X  ,,,0,,,0,,0,
11,X455,HARRY S. TRUMAN HS - X,0,0,0,0,0,0,0,XG16,R.O.T.C                           ,,,0,,,0,,0,
11,X455,HARRY S. TRUMAN HS - X,0,0,0,0,0,0,0,XG18,VARIOUS CBO'S - BRONX             ,,,0,,,0,,0,
11,X839,BRONX HS FOR THE VISUAL ARTS - X,515,569,-54,91,515,0,100,X418,BRONX HS FOR THE VISUAL ARTS - BRONX,483,540,-57,89,486,-3,99,5,
11,X839,BRONX HS FOR THE VISUAL ARTS - X,0,0,0,0,0,0,0,X811,X811 SPED - BRONX                 ,32,29,3,110,29,3,110,0,Some
12,X973,M.S./H.S. 270 - BRONX,626,542,84,115,512,114,122,X168,X168 SPED - BRONX                 ,7,0,7,0,0,7,0,0,Some
12,X973,M.S./H.S. 270 - BRONX,0,0,0,0,0,0,0,X271,EAST BRONX ACADEMY FOR THE FUTURE -X,619,542,77,114,512,107,121,3,Some
12,X099,REV. J.A. POLITE AVE SCHOOL CAMPUS - BRONX,579,671,-92,86,647,-68,89,X248,METROPOLITAN HS - BRONX,339,331,8,102,321,18,106,2,Some
12,X099,REV. J.A. POLITE AVE SCHOOL CAMPUS - BRONX,0,0,0,0,0,0,0,X278,PEACE & DIVERSITY ACAD - BRONX,231,340,-109,68,326,-95,71,1,Some
12,X099,REV. J.A. POLITE AVE SCHOOL CAMPUS - BRONX,0,0,0,0,0,0,0,X723,X723 SPED - BRONX,9,0,9,0,0,9,0,0,Some
12,X420,JAMES MONROE CAMPUS - X,1586,2172,-586,73,2119,-533,75,X388,PAN AMERICAN INTER HS- X          ,406,509,-103,80,493,-87,82,2,Some
12,X420,JAMES MONROE CAMPUS - X,0,0,0,0,0,0,0,X428,YOUNG ADULT BORO CENTER - BRONX   ,,,0,,,0,,0,Some
12,X420,JAMES MONROE CAMPUS - X,0,0,0,0,0,0,0,X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL - BRONX,96,143,-47,67,139,-43,69,0,Some
12,X420,JAMES MONROE CAMPUS - X,0,0,0,0,0,0,0,X550,WORLD CULTURES HS - X,369,521,-152,71,493,-124,75,7,Some
12,X420,JAMES MONROE CAMPUS - X,0,0,0,0,0,0,0,X690,MONROE ACADEMY FOR BUS. & LAW - X,249,405,-156,61,408,-159,61,9,Some
12,X420,JAMES MONROE CAMPUS - X,0,0,0,0,0,0,0,X692,MONROE ACAD FOR VISUAL ARTS - X   ,466,543,-77,86,534,-68,87,5,Some
12,X420,JAMES MONROE CAMPUS - X,0,0,0,0,0,0,0,X995,ALTERNATIVE LEARNING CENTER - BRON,0,51,-51,0,52,-52,0,0,Some
12,X423,JAMES MONROE HS CAMPUS ANNEX - BRONX,761,854,-93,89,804,-43,95,X242,I.S. 242 - BRONX,477,473,4,101,460,17,104,4,Some
12,X423,JAMES MONROE HS CAMPUS ANNEX - BRONX,0,0,0,0,0,0,0,X478,THE CINEMA SCHOOL - BRONX,223,347,-124,64,310,-87,72,3,Some
12,X423,JAMES MONROE HS CAMPUS ANNEX - BRONX,0,0,0,0,0,0,0,X721,X721 SPED - BRONX,61,34,27,179,34,27,179,0,Some
12,X878,FANNIE LOU HAMER FREEDOM HS - X,477,458,19,104,498,-21,96,X682,FANNIE LOU HAMER FREEDOM HS - X   ,477,458,19,104,498,-21,96,6,Some
12,X879,WINGS ACADEMY - X,538,532,6,101,589,-51,91,X684,WINGS ACADEMY - X                 ,538,532,6,101,589,-51,91,9,Some
12,X961,MORRIS HS TRANPORTABLE - X,0,0,0,0,0,0,0,X403,BRONX INTERNATIONAL - BRONX,0,0,0,,0,0,,0,Some
12,X961,MORRIS HS TRANPORTABLE - X,0,0,0,0,0,0,0,X404,HIGH SCHOOL FOR EXCELLENCE - X    ,0,0,0,,0,0,,0,Some
12,X961,MORRIS HS TRANPORTABLE - X,0,0,0,0,0,0,0,XG13,CENTRAL BOARD PROGRAM - BRONX,,,0,,,0,,0,Some
12,X961,MORRIS HS TRANPORTABLE - X,0,0,0,0,0,0,0,XG18,C.B.O. - BRONX,,,0,,,0,,0,Some
13,K313,ADAMS STREET EDUCATIONAL CAMPUS - K,1013,977,36,104,957,56,106,K369,K369 SPED - BROOKLYN,94,118,-24,80,118,-24,80,0,Some
13,K313,ADAMS STREET EDUCATIONAL CAMPUS - K,0,0,0,0,0,0,0,K483,URBAN ASSEMBLY HS - BROOKLYN,450,378,72,119,372,78,121,6,Some
13,K313,ADAMS STREET EDUCATIONAL CAMPUS - K,0,0,0,0,0,0,0,K527,I.S. 527 - BROOKLYN,469,481,-12,98,467,2,100,3,Some
13,K430,BROOKLYN TECH HS - K,5332,4351,981,123,4291,1041,124,K430,BROOKLYN TECH HS - K              ,5332,4351,981,123,4291,1041,124,55,Some
13,K430,BROOKLYN TECH HS - K,0,0,0,0,0,0,0,KG16,OSEPO - BROOKLYN                  ,,,0,,,0,,0,Some
13,K580,GEORGE WESTINGHOUSE VOC HS - K,1268,1813,-545,70,1689,-421,75,K369,K369 SPED - BROOKLYN,6,0,6,0,0,6,0,0,Some
13,K580,GEORGE WESTINGHOUSE VOC HS - K,0,0,0,0,0,0,0,K605,GEORGE WESTINGHOUSE VOC. HS,927,1385,-458,67,1299,-372,71,21,Some
13,K580,GEORGE WESTINGHOUSE VOC HS - K,0,0,0,0,0,0,0,K657,JOHN JAY YOUNG ADULT BORO CENTER - K,,,0,,,0,,0,Some
13,K580,GEORGE WESTINGHOUSE VOC HS - K,0,0,0,0,0,0,0,K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY - K",335,428,-93,78,390,-55,86,1,Some
13,K805,WATER'S EDGE EDUCATIONAL COMPLEX - K,1375,1437,-62,96,1458,-83,94,K350,URBAN ASSEMB HS OF MUSIC AND ART-K,431,388,43,111,396,35,109,2,Some
13,K805,WATER'S EDGE EDUCATIONAL COMPLEX - K,0,0,0,0,0,0,0,K419,SCIENCE SKILLS CENTER HS - K      ,517,689,-172,75,660,-143,78,12,Some
13,K805,WATER'S EDGE EDUCATIONAL COMPLEX - K,0,0,0,0,0,0,0,K439,BROOKLYN INTERNATIONAL HS - K     ,367,334,33,110,376,-9,98,8,Some
13,K805,WATER'S EDGE EDUCATIONAL COMPLEX - K,0,0,0,0,0,0,0,M560,CITY-AS-SCHOOL - MANHATTAN,60,26,34,231,26,34,231,3,Some
13,K906,FREEDOM ACADEMY - K,218,502,-284,43,481,-263,45,K509,FREEDOM ACADEMY - K               ,218,502,-284,43,481,-263,45,5,Some
13,K914,BENJAMIN BANNEKER ACADEMY - K,895,1048,-153,85,1025,-130,87,K670,BENJAMIN BANNEKER ACAD. (HS LVL)-K,895,1048,-153,85,1025,-130,87,10,Some
13,K914,BENJAMIN BANNEKER ACADEMY - K,0,0,0,0,0,0,0,KG01,MULTI-USE PROGRAM - BROOKLYN      ,,,0,,,0,,0,Some
13,K994,BEDFORD ACADEMY - BROOKLYN,367,289,78,127,300,67,122,K595,BEDFORD ACADEMY HS - K,367,289,78,127,300,67,122,2,Some
14,K450,GRAND STREET CAMPUS (OLD E.D.HS)-K,2803,3216,-413,87,3028,-225,93,K474,PROGRESS HS - K                   ,1068,1143,-75,93,1077,-9,99,15,Some
14,K450,GRAND STREET CAMPUS (OLD E.D.HS)-K,0,0,0,0,0,0,0,K477,HS OF LEGAL STUDIES - K           ,759,1110,-351,68,1055,-296,72,6,Some
14,K450,GRAND STREET CAMPUS (OLD E.D.HS)-K,0,0,0,0,0,0,0,K478,"HS OF ENTERPRISE, BUS. & TECH. - K",976,963,13,101,896,80,109,7,Some
14,K450,GRAND STREET CAMPUS (OLD E.D.HS)-K,0,0,0,0,0,0,0,KG02,LYFE CENTER - BROOKLYN            ,,,0,,,0,,0,Some
14,K450,GRAND STREET CAMPUS (OLD E.D.HS)-K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
14,K450,GRAND STREET CAMPUS (OLD E.D.HS)-K,0,0,0,0,0,0,0,KG12,OFFICE OF SCHOOL SAFETY - K       ,,,0,,,0,,0,Some
14,K450,GRAND STREET CAMPUS (OLD E.D.HS)-K,0,0,0,0,0,0,0,KG13,BEACON PROGRAM - K                ,,,0,,,0,,0,Some
14,K450,GRAND STREET CAMPUS (OLD E.D.HS)-K,0,0,0,0,0,0,0,KG18,WOODHULL HOSPITAL - BROOKLYN      ,,,0,,,0,,0,Some
14,K610,AUTOMOTIVE TRADES VOC HS - K,896,1153,-257,78,1086,-190,83,K610,AUTOMOTIVE TRADES VOC HS - K      ,723,987,-264,73,918,-195,79,21,Some
14,K610,AUTOMOTIVE TRADES VOC HS - K,0,0,0,0,0,0,0,K632,FRANCES PERKINS ACAD - K          ,173,166,7,104,168,5,103,0,Some
14,K610,AUTOMOTIVE TRADES VOC HS - K,0,0,0,0,0,0,0,K923,YOUNG ADULT BORO CENTER - K,,,0,,,0,,0,Some
14,K650,HARRY VANARSDALE VOC HS(WHITNEY)-K,1477,1907,-430,77,1799,-322,82,K488,BROOKLYN PREPARATORY HS - K,400,628,-228,64,590,-190,68,7,Some
14,K650,HARRY VANARSDALE VOC HS(WHITNEY)-K,0,0,0,0,0,0,0,K558,WILLIAMSBURG HS FOR ARCH & DES-K,500,583,-83,86,546,-46,92,6,Some
14,K650,HARRY VANARSDALE VOC HS(WHITNEY)-K,0,0,0,0,0,0,0,K561,WIILIAMSBURG PREP- BROOKLYN,577,696,-119,83,663,-86,87,4,Some
14,K650,HARRY VANARSDALE VOC HS(WHITNEY)-K,0,0,0,0,0,0,0,KG05,UFT USE - K                       ,,,0,,,0,,0,Some
14,K650,HARRY VANARSDALE VOC HS(WHITNEY)-K,0,0,0,0,0,0,0,KG18,"DUANE READE, CAMELOT COUNSELING   ",,,0,,,0,,0,Some
14,K778,EL PUENTE HS - BROOKLYN,218,255,-37,85,234,-16,93,K685,EL PUENTE ACADEMY - BROOKLYN,218,255,-37,85,234,-16,93,5,Some
15,K460,JOHN JAY HS - K,1203,2232,-1029,54,2084,-881,58,K462,SECONDARY SCHOOL FOR LAW - K      ,473,764,-291,62,706,-233,67,7,Some
15,K460,JOHN JAY HS - K,0,0,0,0,0,0,0,K463,SECONDARY SCHOOL FOR JOURNALISM-K ,336,715,-379,47,672,-336,50,4,Some
