QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-03087-0002,"65 41 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,66,1939,67200,846720,12.6,2380000,35.4,4-03087-0007,"65 44 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,98,1941,104778,1308001,12.48,3680000,35.1,0,4-03087-0052,"65 65 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,58,1941,62010,761079,12.27,2140000,34.5,0
4-03087-0025,"65 74 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,60,1939,57600,722880,12.55,2030000,35.2,4-03087-0007,"65 44 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,98,1941,104778,1308001,12.48,3680000,35.1,0,4-03087-0021,"65 62 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,38,1954,26400,373860,14.16,1160000,43.9,0
4-03096-0118,"63 95 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,69,1960,61190,948000,15.49,3210000,52,4-03100-0026,"65 74 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,72,1953,59532,906742,15.23,3070000,52,0.25,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,0.15
4-03097-0020,"64 62 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,C6-WALK-UP,18,1950,13365,176500,13.21,550000,41.2,4-03104-0023,"63 70 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,C1-WALK-UP,84,1950,75246,987451,13.12,3070000,40.8,0.15,4-02757-0001,"60 15 FRESH POND ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",MASPETH,C1-WALK-UP,36,1942,32526,461296,14.18,1440000,44.3,2.2
4-03099-0007,"65 38 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,60,1939,60000,696000,11.6,1960000,32.7,4-03099-0016,"65 60 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,65,1941,64932,751107,11.57,2110000,32.5,0,4-03099-0031,"65 84 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,65,1940,63624,712284,11.2,1850000,29.1,0
4-03099-0025,"65 70 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,47,1947,39600,447480,11.3,1160000,29.3,4-03111-0024,"88 11 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,105,1939,120500,1404780,11.66,3950000,32.8,0.45,4-03109-0037,"63 53 HARING STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,58,1941,63000,719835,11.43,2020000,32.1,0.4
4-03099-0042,"65 65 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,149,1959,131436,1974210,15.02,6670000,51,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,0.15,4-03100-0026,"65 74 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,72,1953,59532,906742,15.23,3070000,52,0.05
4-03100-0018,"65 60 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,66,1947,74400,1053500,14.16,3280000,44.1,4-03087-0021,"65 62 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,38,1954,26400,373860,14.16,1160000,43.9,0.1,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,0.65
4-03117-0024,"90 02 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,61,1956,52543,744000,14.16,2320000,44.2,4-03087-0021,"65 62 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,38,1954,26400,373860,14.16,1160000,43.9,0.4,4-03097-0038,"64 85 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,56,1952,50400,708197,14.05,2210000,43.8,0.3
4-03149-0019,"75 10
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,66,1956,57600,863000,14.98,2920000,51,4-03117-0017,"89 10 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,0.8,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,0.9
4-03151-0043,"67 50 THORNTON PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,112,1963,97104,1505112,15.5,5090000,52,4-03155-0027,"98 01 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,0.25,4-03100-0014,"65 50 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,144,1963,144444,2419441,16.75,9050000,63,0.35
4-03151-0103,"65 15 ALDERTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,45,1964,42948,667870,15.55,2260000,53,4-03156-0133,"98 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,0.3,4-03155-0027,"98 01 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,0.25
4-03152-0021,"66 10 THORNTON PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,94,1963,74000,1154400,15.6,3900000,53,4-03156-0133,"98 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,0.2,4-03155-0027,"98 01 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,0.1
4-03154-0001,"66 15 THORNTON PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,126,1962,115200,1797200,15.6,6080000,53,4-03155-0027,"98 01 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,0.05,4-03156-0133,"98 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,0.15
4-03154-0025,"96 09 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,60,1951,61476,925830,15.06,3130000,51,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,0.35,4-03100-0026,"65 74 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,72,1953,59532,906742,15.23,3070000,52,0.2
4-03155-0001,"66 01 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,168,1963,144000,2175000,15.1,7350000,51,4-03100-0014,"65 50 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,144,1963,144444,2419441,16.75,9050000,63,0.15,4-03155-0019,"66 02 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,66,1998,57600,1271409,22.07,5270000,91,0
4-03155-0055,"97 07 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,62,1958,54336,834000,15.35,2820000,52,4-03100-0026,"65 74 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,72,1953,59532,906742,15.23,3070000,52,0.15,4-03156-0092,"66 23 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,55,1985,51700,775500,15,2620000,51,0.05
4-03156-0114,"66 20 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,75,1948,75216,1135760,15.1,3840000,51,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,0.25,4-03100-0026,"65 74 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,72,1953,59532,906742,15.23,3070000,52,0.1
4-03157-0101,"66 15 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,113,1950,90300,1359920,15.06,4600000,51,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,0.25,4-03100-0026,"65 74 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,72,1953,59532,906742,15.23,3070000,52,0.15
4-03159-0070,"981 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,73,1939,75378,938500,12.45,2640000,35,4-03258-0006,"109 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,66,1929,61050,761428,12.47,2140000,35.1,0.85,4-03156-0106,"94 20 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,54,1951,48960,619232,12.65,1740000,35.5,0.15
4-03163-0015,"67 30 DARTMOUTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,126,1955,92400,1321320,14.3,4470000,48.4,4-03171-0001,"101 01 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,0.35,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,1.5
4-03164-0012,"67 30 CLYDE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,135,1953,114400,1745000,15.25,5900000,52,4-03173-0013,"101 06 67 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,61,1949,70910,1072274,15.12,3630000,51,0.3,4-03293-0074,"110 20 73 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,78,1937,78650,1201063,15.27,4060000,52,0.95
4-03164-0038,"67 25 DARTMOUTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,98,1955,86136,1315000,15.27,4450000,52,4-03173-0013,"101 06 67 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,61,1949,70910,1072274,15.12,3630000,51,0.3,4-03156-0133,"98 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,0.2
4-03165-0062,"67 25 CLYDE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,112,1955,85800,1232000,14.36,4170000,48.6,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,1.5,4-03171-0001,"101 01 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,0.25
4-03166-0107,"67 41 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,100,1959,93564,1356600,14.5,4590000,49.1,4-03171-0001,"101 01 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,0.2,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,1.5
4-03167-0028,"67 76 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,128,1948,145112,2104125,14.5,7110000,49,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,1.55,4-03171-0001,"101 01 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,0.1
4-03168-0036,"98 50 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,86,1939,81972,1053340,12.85,3280000,40,4-03348-0028,"119 40 UNION TURNPIKE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,120,1926,106909,1411801,13.21,4400000,41.2,1.45,4-03322-0040,"83 57 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,186,1940,212202,2754793,12.98,8580000,40.4,1.75
4-03168-0040,"99 45 67 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,130,1941,142650,1804525,12.65,5070000,35.5,4-03156-0106,"94 20 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,54,1951,48960,619232,12.65,1740000,35.5,0.1,4-03156-0133,"98 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,0.1
4-03168-0056,"99 21 67 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,80,1947,61856,847430,13.7,2640000,42.7,4-03166-0095,"67 67 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,112,1961,109200,1487146,13.62,4630000,42.4,0.1,4-03078-0050,"62 95 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1941,100080,1443708,14.43,4500000,45,0.75
4-03169-0031,"99 44 67 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,56,1961,49300,737000,14.95,2490000,51,4-03117-0017,"89 10 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,0.6,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,0.9
4-03169-0036,"67 40 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,101,1955,94769,1389000,14.66,4700000,49.6,4-03156-0133,"98 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,0.15,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,0.9
4-03170-0001,"100 11 67 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,156,1950,137120,2000000,14.59,6760000,49.3,4-03117-0017,"89 10 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,0.6,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,0.85
4-03171-0019,"100 26 67 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,43,1966,46570,695000,14.92,2350000,50,4-03117-0017,"89 10 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,0.65,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,0.95
4-03173-0070,"67 87 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D4-ELEVATOR,110,1950,117480,1755000,14.94,5930000,50,4-03173-0013,"101 06 67 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,61,1949,70910,1072274,15.12,3630000,51,0,4-03078-0085,"93 10 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,114,1950,104708,1590548,15.19,5380000,51,0.85
4-03179-0020,"68 20 SELFRIDGE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,89,1966,74243,1040000,14.01,3240000,43.6,4-03148-0035,"85 25 68 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,51,1969,36246,507240,13.99,1580000,43.6,0.25,4-03097-0038,"64 85 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,56,1952,50400,708197,14.05,2210000,43.8,1
4-03180-0041,"74 45
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,54,1955,45000,659700,14.66,2230000,49.6,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,1.1,4-03173-0013,"101 06 67 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,61,1949,70910,1072274,15.12,3630000,51,0.75
4-03183-0002,"66 92
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,66,1957,57720,846000,14.66,2860000,49.5,4-03105-0001,"61 10 ALDERTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,97,1956,72360,941000,13,2930000,40.5,1,4-03155-0027,"98 01 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,286,1959,275197,4351703,15.81,14700000,53,0.5
4-03191-0001,"71 11
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,107,1954,91170,1336552,14.66,4520000,49.6,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,1,4-03156-0133,"98 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,0.3
4-03193-0001,"68 15 SELFRIDGE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,58,1967,45354,664889,14.66,2250000,49.6,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,1.25,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,1.05
4-03198-0033,"94 11 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,C6-WALK-UP,32,1938,43599,710000,16.28,2400000,55,4-03329-0064,"118 53 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,C1-WALK-UP,19,1926,11562,188437,16.3,637000,55,1.25,4-03255-0050,"72 22 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,C7-WALK-UP,42,1929,28500,496548,17.42,1860000,65,0.6
4-03205-0004,"68 12 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,24,1920,24408,398000,16.31,1350000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0,4-03234-0051,"68 09 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,228,1929,174480,3404125,19.51,12700000,73,0.1
4-03205-0008,"68 20 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,24,1920,24408,398000,16.31,1350000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0,4-03234-0051,"68 09 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,228,1929,174480,3404125,19.51,12700000,73,0.1
4-03205-0012,"68 30 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,24,1920,24408,398000,16.31,1350000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0,4-03234-0051,"68 09 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,228,1929,174480,3404125,19.51,12700000,73,0.1
4-03205-0016,"68 36 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,24,1920,24408,398000,16.31,1350000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0,4-03234-0051,"68 09 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,228,1929,174480,3404125,19.51,12700000,73,0.1
4-03205-0020,"68 44 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,24,1920,24408,398000,16.31,1350000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0,4-03234-0051,"68 09 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,228,1929,174480,3404125,19.51,12700000,73,0.1
4-03233-0001,"6 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,122,1920,90141,1465700,16.26,4960000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0.3,4-03173-0055,"103 11 68 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,80,1957,84174,1440619,17.11,5390000,64,0.45
4-03233-0014,"9 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,C6-WALK-UP,24,1920,24311,396270,16.3,1340000,55,4-03255-0050,"72 22 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,C7-WALK-UP,42,1929,28500,496548,17.42,1860000,65,0.15,4-03329-0064,"118 53 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,C1-WALK-UP,19,1926,11562,188437,16.3,637000,55,1.1
