District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
8,All Grades,2011,General Ed,10870,678,814,7.5%,4002,36.8%,4471,41.1%,1583,14.6%,6054,55.7%
8,All Grades,2011,Special Ed,3440,650,1206,35.1%,1537,44.7%,606,17.6%,91,2.6%,697,20.3%
9,3,2006,General Ed,2743,661,331,12.1%,619,22.6%,1442,52.6%,351,12.8%,1793,65.4%
9,3,2006,Special Ed,489,632,171,35%,145,29.7%,152,31.1%,21,4.3%,173,35.4%
9,3,2007,General Ed,2538,674,146,5.8%,446,17.6%,1482,58.4%,464,18.3%,1946,76.7%
9,3,2007,Special Ed,428,643,121,28.3%,127,29.7%,158,36.9%,22,5.1%,180,42.1%
9,3,2008,General Ed,2450,678,51,2.1%,296,12.1%,1748,71.3%,355,14.5%,2103,85.8%
9,3,2008,Special Ed,418,652,63,15.1%,110,26.3%,236,56.5%,9,2.2%,245,58.6%
9,3,2009,General Ed,2350,682,17,0.7%,203,8.6%,1708,72.7%,422,18%,2130,90.6%
9,3,2009,Special Ed,488,665,23,4.7%,112,23%,321,65.8%,32,6.6%,353,72.3%
9,3,2010,General Ed,2317,682,375,16.2%,1004,43.3%,644,27.8%,294,12.7%,938,40.5%
9,3,2010,Special Ed,604,668,234,38.7%,234,38.7%,106,17.5%,30,5%,136,22.5%
9,3,2011,General Ed,2350,679,337,14.3%,997,42.4%,906,38.6%,110,4.7%,1016,43.2%
9,3,2011,Special Ed,617,668,191,31%,297,48.1%,118,19.1%,11,1.8%,129,20.9%
9,4,2006,General Ed,2553,655,333,13%,756,29.6%,1241,48.6%,223,8.7%,1464,57.3%
9,4,2006,Special Ed,463,620,214,46.2%,135,29.2%,107,23.1%,7,1.5%,114,24.6%
9,4,2007,General Ed,2444,665,183,7.5%,612,25%,1326,54.3%,323,13.2%,1649,67.5%
9,4,2007,Special Ed,505,629,186,36.8%,149,29.5%,162,32.1%,8,1.6%,170,33.7%
9,4,2008,General Ed,2308,669,133,5.8%,444,19.2%,1427,61.8%,304,13.2%,1731,75%
9,4,2008,Special Ed,473,642,130,27.5%,140,29.6%,181,38.3%,22,4.7%,203,42.9%
9,4,2009,General Ed,2272,680,90,4%,292,12.9%,1373,60.4%,517,22.8%,1890,83.2%
9,4,2009,Special Ed,471,649,99,21%,112,23.8%,232,49.3%,28,5.9%,260,55.2%
9,4,2010,General Ed,2258,672,165,7.3%,1123,49.7%,714,31.6%,256,11.3%,970,43%
9,4,2010,Special Ed,641,655,148,23.1%,341,53.2%,131,20.4%,21,3.3%,152,23.7%
9,4,2011,General Ed,2227,675,165,7.4%,992,44.5%,814,36.6%,256,11.5%,1070,48%
9,4,2011,Special Ed,635,654,177,27.9%,305,48%,130,20.5%,23,3.6%,153,24.1%
9,5,2006,General Ed,2632,642,528,20.1%,1002,38.1%,987,37.5%,115,4.4%,1102,41.9%
9,5,2006,Special Ed,424,614,223,52.6%,135,31.8%,63,14.9%,3,0.7%,66,15.6%
9,5,2007,General Ed,2519,653,277,11%,896,35.6%,1186,47.1%,160,6.4%,1346,53.4%
9,5,2007,Special Ed,470,621,192,40.9%,181,38.5%,91,19.4%,6,1.3%,97,20.6%
9,5,2008,General Ed,2235,663,135,6%,510,22.8%,1352,60.5%,238,10.6%,1590,71.1%
9,5,2008,Special Ed,475,634,122,25.7%,159,33.5%,185,38.9%,9,1.9%,194,40.8%
9,5,2009,General Ed,2132,671,77,3.6%,380,17.8%,1288,60.4%,387,18.2%,1675,78.6%
9,5,2009,Special Ed,480,649,73,15.2%,160,33.3%,212,44.2%,35,7.3%,247,51.5%
9,5,2010,General Ed,2162,673,212,9.8%,950,43.9%,733,33.9%,267,12.3%,1000,46.3%
9,5,2010,Special Ed,636,652,179,28.1%,293,46.1%,135,21.2%,29,4.6%,164,25.8%
9,5,2011,General Ed,2127,676,178,8.4%,875,41.1%,824,38.7%,250,11.8%,1074,50.5%
9,5,2011,Special Ed,613,654,153,25%,292,47.6%,158,25.8%,10,1.6%,168,27.4%
9,6,2006,General Ed,2449,634,658,26.9%,960,39.2%,778,31.8%,53,2.2%,831,33.9%
9,6,2006,Special Ed,448,597,299,66.7%,115,25.7%,31,6.9%,3,0.7%,34,7.6%
9,6,2007,General Ed,2329,651,333,14.3%,791,34%,1016,43.6%,189,8.1%,1205,51.7%
9,6,2007,Special Ed,420,610,226,53.8%,133,31.7%,58,13.8%,3,0.7%,61,14.5%
9,6,2008,General Ed,2368,657,177,7.5%,710,30%,1268,53.5%,213,9%,1481,62.5%
9,6,2008,Special Ed,510,621,193,37.8%,191,37.5%,120,23.5%,6,1.2%,126,24.7%
9,6,2009,General Ed,2231,667,96,4.3%,489,21.9%,1340,60.1%,306,13.7%,1646,73.8%
9,6,2009,Special Ed,507,632,150,29.6%,188,37.1%,159,31.4%,10,2%,169,33.3%
9,6,2010,General Ed,2215,668,293,13.2%,969,43.7%,636,28.7%,317,14.3%,953,43%
9,6,2010,Special Ed,608,639,254,41.8%,264,43.4%,76,12.5%,14,2.3%,90,14.8%
9,6,2011,General Ed,2317,670,258,11.1%,1041,44.9%,768,33.1%,250,10.8%,1018,43.9%
9,6,2011,Special Ed,597,642,260,43.6%,243,40.7%,84,14.1%,10,1.7%,94,15.7%
9,7,2006,General Ed,2747,628,747,27.2%,1206,43.9%,753,27.4%,41,1.5%,794,28.9%
9,7,2006,Special Ed,458,589,299,65.3%,128,27.9%,29,6.3%,2,0.4%,31,6.8%
9,7,2007,General Ed,2546,643,333,13.1%,1134,44.5%,982,38.6%,97,3.8%,1079,42.4%
9,7,2007,Special Ed,432,606,218,50.5%,171,39.6%,40,9.3%,3,0.7%,43,10%
9,7,2008,General Ed,2500,657,119,4.8%,816,32.6%,1356,54.2%,209,8.4%,1565,62.6%
9,7,2008,Special Ed,440,622,140,31.8%,204,46.4%,92,20.9%,4,0.9%,96,21.8%
9,7,2009,General Ed,2390,665,31,1.3%,511,21.4%,1619,67.7%,229,9.6%,1848,77.3%
9,7,2009,Special Ed,540,639,62,11.5%,286,53%,186,34.4%,6,1.1%,192,35.6%
9,7,2010,General Ed,2296,663,305,13.3%,1055,45.9%,688,30%,248,10.8%,936,40.8%
9,7,2010,Special Ed,648,636,288,44.4%,274,42.3%,73,11.3%,13,2%,86,13.3%
9,7,2011,General Ed,2279,665,298,13.1%,972,42.7%,740,32.5%,269,11.8%,1009,44.3%
9,7,2011,Special Ed,612,642,236,38.6%,284,46.4%,78,12.7%,14,2.3%,92,15%
9,8,2006,General Ed,2835,626,985,34.7%,1236,43.6%,572,20.2%,42,1.5%,614,21.7%
9,8,2006,Special Ed,457,590,328,71.8%,116,25.4%,12,2.6%,1,0.2%,13,2.8%
9,8,2007,General Ed,2643,635,668,25.3%,1132,42.8%,784,29.7%,59,2.2%,843,31.9%
9,8,2007,Special Ed,448,598,309,69%,111,24.8%,28,6.3%,0,0%,28,6.3%
9,8,2008,General Ed,2461,651,236,9.6%,957,38.9%,1129,45.9%,139,5.6%,1268,51.5%
9,8,2008,Special Ed,427,611,208,48.7%,165,38.6%,51,11.9%,3,0.7%,54,12.6%
9,8,2009,General Ed,2466,664,89,3.6%,651,26.4%,1501,60.9%,225,9.1%,1726,70%
9,8,2009,Special Ed,447,632,98,21.9%,218,48.8%,129,28.9%,2,0.4%,131,29.3%
9,8,2010,General Ed,2526,665,354,14%,1252,49.6%,714,28.3%,206,8.2%,920,36.4%
9,8,2010,Special Ed,643,637,317,49.3%,278,43.2%,47,7.3%,1,0.2%,48,7.5%
9,8,2011,General Ed,2422,667,304,12.6%,1101,45.5%,853,35.2%,164,6.8%,1017,42%
9,8,2011,Special Ed,617,636,276,44.7%,261,42.3%,74,12%,6,1%,80,13%
9,All Grades,2006,General Ed,15959,641,3582,22.4%,5779,36.2%,5773,36.2%,825,5.2%,6598,41.3%
9,All Grades,2006,Special Ed,2739,607,1534,56%,774,28.3%,394,14.4%,37,1.4%,431,15.7%
9,All Grades,2007,General Ed,15019,653,1940,12.9%,5011,33.4%,6776,45.1%,1292,8.6%,8068,53.7%
9,All Grades,2007,Special Ed,2703,618,1252,46.3%,872,32.3%,537,19.9%,42,1.6%,579,21.4%
9,All Grades,2008,General Ed,14322,662,851,5.9%,3733,26.1%,8280,57.8%,1458,10.2%,9738,68%
9,All Grades,2008,Special Ed,2743,630,856,31.2%,969,35.3%,865,31.5%,53,1.9%,918,33.5%
9,All Grades,2009,General Ed,13841,671,400,2.9%,2526,18.3%,8829,63.8%,2086,15.1%,10915,78.9%
9,All Grades,2009,Special Ed,2933,644,505,17.2%,1076,36.7%,1239,42.2%,113,3.9%,1352,46.1%
9,All Grades,2010,General Ed,13774,670,1704,12.4%,6353,46.1%,4129,30%,1588,11.5%,5717,41.5%
9,All Grades,2010,Special Ed,3780,647,1420,37.6%,1684,44.6%,568,15%,108,2.9%,676,17.9%
9,All Grades,2011,General Ed,13722,672,1540,11.2%,5978,43.6%,4905,35.7%,1299,9.5%,6204,45.2%
9,All Grades,2011,Special Ed,3691,650,1293,35%,1682,45.6%,642,17.4%,74,2%,716,19.4%
10,3,2006,General Ed,3427,669,288,8.4%,640,18.7%,1901,55.5%,598,17.4%,2499,72.9%
10,3,2006,Special Ed,734,644,206,28.1%,192,26.2%,294,40.1%,42,5.7%,336,45.8%
10,3,2007,General Ed,3335,680,111,3.3%,456,13.7%,2011,60.3%,757,22.7%,2768,83%
10,3,2007,Special Ed,742,654,138,18.6%,200,27%,332,44.7%,72,9.7%,404,54.4%
10,3,2008,General Ed,3194,683,69,2.2%,303,9.5%,2195,68.7%,627,19.6%,2822,88.4%
10,3,2008,Special Ed,706,660,76,10.8%,175,24.8%,409,57.9%,46,6.5%,455,64.4%
10,3,2009,General Ed,3249,688,23,0.7%,178,5.5%,2351,72.4%,697,21.5%,3048,93.8%
10,3,2009,Special Ed,707,669,26,3.7%,125,17.7%,497,70.3%,59,8.3%,556,78.6%
10,3,2010,General Ed,3275,688,355,10.8%,1194,36.5%,1108,33.8%,618,18.9%,1726,52.7%
10,3,2010,Special Ed,875,674,252,28.8%,363,41.5%,193,22.1%,67,7.7%,260,29.7%
10,3,2011,General Ed,3204,683,333,10.4%,1257,39.2%,1349,42.1%,265,8.3%,1614,50.4%
10,3,2011,Special Ed,844,672,244,28.9%,367,43.5%,202,23.9%,31,3.7%,233,27.6%
10,4,2006,General Ed,3311,665,328,9.9%,747,22.6%,1722,52%,514,15.5%,2236,67.5%
10,4,2006,Special Ed,749,632,250,33.4%,247,33%,230,30.7%,22,2.9%,252,33.6%
10,4,2007,General Ed,3187,670,192,6%,665,20.9%,1789,56.1%,541,17%,2330,73.1%
10,4,2007,Special Ed,770,640,231,30%,220,28.6%,283,36.8%,36,4.7%,319,41.4%
10,4,2008,General Ed,3144,674,149,4.7%,495,15.7%,1947,61.9%,553,17.6%,2500,79.5%
10,4,2008,Special Ed,801,646,178,22.2%,223,27.8%,360,44.9%,40,5%,400,49.9%
10,4,2009,General Ed,3082,687,92,3%,325,10.5%,1744,56.6%,921,29.9%,2665,86.5%
10,4,2009,Special Ed,743,659,90,12.1%,192,25.8%,383,51.5%,78,10.5%,461,62%
10,4,2010,General Ed,3204,681,160,5%,1269,39.6%,1198,37.4%,577,18%,1775,55.4%
10,4,2010,Special Ed,896,658,172,19.2%,490,54.7%,196,21.9%,38,4.2%,234,26.1%
10,4,2011,General Ed,3245,682,155,4.8%,1189,36.6%,1344,41.4%,557,17.2%,1901,58.6%
10,4,2011,Special Ed,930,658,199,21.4%,460,49.5%,242,26%,29,3.1%,271,29.1%
10,5,2006,General Ed,3580,654,393,11%,1237,34.6%,1594,44.5%,356,9.9%,1950,54.5%
10,5,2006,Special Ed,808,626,308,38.1%,295,36.5%,195,24.1%,10,1.2%,205,25.4%
10,5,2007,General Ed,3249,667,189,5.8%,805,24.8%,1758,54.1%,497,15.3%,2255,69.4%
10,5,2007,Special Ed,782,634,213,27.2%,308,39.4%,247,31.6%,14,1.8%,261,33.4%
10,5,2008,General Ed,3122,673,91,2.9%,536,17.2%,1948,62.4%,547,17.5%,2495,79.9%
10,5,2008,Special Ed,761,643,166,21.8%,251,33%,312,41%,32,4.2%,344,45.2%
10,5,2009,General Ed,3067,682,56,1.8%,343,11.2%,1780,58%,888,29%,2668,87%
10,5,2009,Special Ed,801,657,72,9%,215,26.8%,443,55.3%,71,8.9%,514,64.2%
10,5,2010,General Ed,3066,680,193,6.3%,1129,36.8%,1163,37.9%,581,18.9%,1744,56.9%
10,5,2010,Special Ed,873,656,197,22.6%,447,51.2%,195,22.3%,34,3.9%,229,26.2%
10,5,2011,General Ed,3206,682,184,5.7%,1091,34%,1401,43.7%,530,16.5%,1931,60.2%
10,5,2011,Special Ed,928,661,191,20.6%,460,49.6%,242,26.1%,35,3.8%,277,29.8%
10,6,2006,General Ed,3470,644,641,18.5%,1244,35.9%,1400,40.3%,185,5.3%,1585,45.7%
10,6,2006,Special Ed,701,608,382,54.5%,223,31.8%,91,13%,5,0.7%,96,13.7%
10,6,2007,General Ed,3450,656,383,11.1%,1069,31%,1634,47.4%,364,10.6%,1998,57.9%
10,6,2007,Special Ed,751,618,324,43.1%,271,36.1%,149,19.8%,7,0.9%,156,20.8%
10,6,2008,General Ed,3049,666,157,5.1%,684,22.4%,1729,56.7%,479,15.7%,2208,72.4%
10,6,2008,Special Ed,772,628,237,30.7%,307,39.8%,215,27.8%,13,1.7%,228,29.5%
10,6,2009,General Ed,3027,675,82,2.7%,498,16.5%,1871,61.8%,576,19%,2447,80.8%
10,6,2009,Special Ed,808,645,133,16.5%,311,38.5%,327,40.5%,37,4.6%,364,45%
10,6,2010,General Ed,3005,674,277,9.2%,1148,38.2%,1042,34.7%,538,17.9%,1580,52.6%
10,6,2010,Special Ed,914,647,302,33%,435,47.6%,154,16.8%,23,2.5%,177,19.4%
10,6,2011,General Ed,2998,676,254,8.5%,1070,35.7%,1173,39.1%,501,16.7%,1674,55.8%
10,6,2011,Special Ed,875,650,276,31.5%,430,49.1%,154,17.6%,15,1.7%,169,19.3%
10,7,2006,General Ed,3632,640,557,15.3%,1619,44.6%,1320,36.3%,136,3.7%,1456,40.1%
10,7,2006,Special Ed,663,601,368,55.5%,234,35.3%,59,8.9%,2,0.3%,61,9.2%
10,7,2007,General Ed,3447,652,285,8.3%,1340,38.9%,1540,44.7%,282,8.2%,1822,52.9%
10,7,2007,Special Ed,619,616,243,39.3%,277,44.7%,98,15.8%,1,0.2%,99,16%
10,7,2008,General Ed,3305,660,127,3.8%,956,28.9%,1841,55.7%,381,11.5%,2222,67.2%
10,7,2008,Special Ed,761,630,160,21%,395,51.9%,199,26.1%,7,0.9%,206,27.1%
10,7,2009,General Ed,2967,672,43,1.4%,435,14.7%,1963,66.2%,526,17.7%,2489,83.9%
10,7,2009,Special Ed,753,645,70,9.3%,318,42.2%,358,47.5%,7,0.9%,365,48.5%
10,7,2010,General Ed,3000,669,302,10.1%,1156,38.5%,982,32.7%,560,18.7%,1542,51.4%
10,7,2010,Special Ed,828,642,306,37%,409,49.4%,92,11.1%,21,2.5%,113,13.6%
10,7,2011,General Ed,2969,670,278,9.4%,1149,38.7%,1001,33.7%,541,18.2%,1542,51.9%
10,7,2011,Special Ed,917,648,293,32%,442,48.2%,157,17.1%,25,2.7%,182,19.8%
10,8,2006,General Ed,3697,637,844,22.8%,1602,43.3%,1122,30.3%,129,3.5%,1251,33.8%
10,8,2006,Special Ed,715,599,436,61%,237,33.1%,41,5.7%,1,0.1%,42,5.9%
10,8,2007,General Ed,3662,643,634,17.3%,1554,42.4%,1322,36.1%,152,4.2%,1474,40.3%
10,8,2007,Special Ed,594,611,313,52.7%,227,38.2%,51,8.6%,3,0.5%,54,9.1%
10,8,2008,General Ed,3268,656,256,7.8%,1092,33.4%,1663,50.9%,257,7.9%,1920,58.8%
10,8,2008,Special Ed,602,621,225,37.4%,261,43.4%,111,18.4%,5,0.8%,116,19.3%
10,8,2009,General Ed,3297,668,81,2.5%,743,22.5%,2100,63.7%,373,11.3%,2473,75%
10,8,2009,Special Ed,722,639,120,16.6%,320,44.3%,279,38.6%,3,0.4%,282,39.1%
10,8,2010,General Ed,2976,670,354,11.9%,1377,46.3%,879,29.5%,366,12.3%,1245,41.8%
10,8,2010,Special Ed,860,642,358,41.6%,408,47.4%,84,9.8%,10,1.2%,94,10.9%
10,8,2011,General Ed,3066,672,261,8.5%,1255,40.9%,1243,40.5%,307,10%,1550,50.6%
10,8,2011,Special Ed,842,641,297,35.3%,409,48.6%,126,15%,10,1.2%,136,16.2%
10,All Grades,2006,General Ed,21117,651,3051,14.4%,7089,33.6%,9059,42.9%,1918,9.1%,10977,52%
10,All Grades,2006,Special Ed,4370,619,1950,44.6%,1428,32.7%,910,20.8%,82,1.9%,992,22.7%
10,All Grades,2007,General Ed,20330,661,1794,8.8%,5889,29%,10054,49.5%,2593,12.8%,12647,62.2%
10,All Grades,2007,Special Ed,4258,630,1462,34.3%,1503,35.3%,1160,27.2%,133,3.1%,1293,30.4%
10,All Grades,2008,General Ed,19082,668,849,4.4%,4066,21.3%,11323,59.3%,2844,14.9%,14167,74.2%
10,All Grades,2008,Special Ed,4403,638,1042,23.7%,1612,36.6%,1606,36.5%,143,3.2%,1749,39.7%
10,All Grades,2009,General Ed,18689,679,377,2%,2522,13.5%,11809,63.2%,3981,21.3%,15790,84.5%
10,All Grades,2009,Special Ed,4534,652,511,11.3%,1481,32.7%,2287,50.4%,255,5.6%,2542,56.1%
10,All Grades,2010,General Ed,18526,677,1641,8.9%,7273,39.3%,6372,34.4%,3240,17.5%,9612,51.9%
10,All Grades,2010,Special Ed,5246,653,1587,30.3%,2552,48.6%,914,17.4%,193,3.7%,1107,21.1%
10,All Grades,2011,General Ed,18688,678,1465,7.8%,7011,37.5%,7511,40.2%,2701,14.5%,10212,54.6%
10,All Grades,2011,Special Ed,5336,655,1500,28.1%,2568,48.1%,1123,21%,145,2.7%,1268,23.8%
11,3,2006,General Ed,2672,679,127,4.8%,361,13.5%,1504,56.3%,680,25.4%,2184,81.7%
11,3,2006,Special Ed,474,643,137,28.9%,116,24.5%,193,40.7%,28,5.9%,221,46.6%
11,3,2007,General Ed,2697,686,68,2.5%,263,9.8%,1545,57.3%,821,30.4%,2366,87.7%
11,3,2007,Special Ed,459,652,91,19.8%,111,24.2%,221,48.1%,36,7.8%,257,56%
11,3,2008,General Ed,2571,689,20,0.8%,203,7.9%,1730,67.3%,618,24%,2348,91.3%
11,3,2008,Special Ed,482,655,63,13.1%,138,28.6%,260,53.9%,21,4.4%,281,58.3%
11,3,2009,General Ed,2640,689,10,0.4%,144,5.5%,1895,71.8%,591,22.4%,2486,94.2%
11,3,2009,Special Ed,480,662,23,4.8%,106,22.1%,328,68.3%,23,4.8%,351,73.1%
11,3,2010,General Ed,2596,690,213,8.2%,1002,38.6%,863,33.2%,518,20%,1381,53.2%
11,3,2010,Special Ed,640,669,230,35.9%,281,43.9%,104,16.3%,25,3.9%,129,20.2%
11,3,2011,General Ed,2692,683,289,10.7%,1081,40.2%,1107,41.1%,215,8%,1322,49.1%
11,3,2011,Special Ed,569,666,198,34.8%,253,44.5%,112,19.7%,6,1.1%,118,20.7%
11,4,2006,General Ed,2728,672,145,5.3%,517,19%,1569,57.5%,497,18.2%,2066,75.7%
11,4,2006,Special Ed,509,636,150,29.5%,152,29.9%,185,36.3%,22,4.3%,207,40.7%
11,4,2007,General Ed,2594,675,96,3.7%,460,17.7%,1524,58.8%,514,19.8%,2038,78.6%
11,4,2007,Special Ed,488,638,163,33.4%,135,27.7%,174,35.7%,16,3.3%,190,38.9%
11,4,2008,General Ed,2604,681,56,2.2%,323,12.4%,1633,62.7%,592,22.7%,2225,85.4%
11,4,2008,Special Ed,529,649,109,20.6%,155,29.3%,239,45.2%,26,4.9%,265,50.1%
11,4,2009,General Ed,2543,689,49,1.9%,214,8.4%,1478,58.1%,802,31.5%,2280,89.7%
11,4,2009,Special Ed,556,650,113,20.3%,152,27.3%,254,45.7%,37,6.7%,291,52.3%
11,4,2010,General Ed,2646,684,96,3.6%,986,37.3%,1046,39.5%,518,19.6%,1564,59.1%
11,4,2010,Special Ed,632,658,126,19.9%,338,53.5%,146,23.1%,22,3.5%,168,26.6%
11,4,2011,General Ed,2588,687,78,3%,812,31.4%,1135,43.9%,563,21.8%,1698,65.6%
11,4,2011,Special Ed,680,656,160,23.5%,348,51.2%,149,21.9%,23,3.4%,172,25.3%
11,5,2006,General Ed,2632,661,193,7.3%,721,27.4%,1426,54.2%,292,11.1%,1718,65.3%
11,5,2006,Special Ed,441,625,171,38.8%,160,36.3%,107,24.3%,3,0.7%,110,24.9%
11,5,2007,General Ed,2708,669,92,3.4%,624,23%,1592,58.8%,400,14.8%,1992,73.6%
11,5,2007,Special Ed,517,636,143,27.7%,214,41.4%,147,28.4%,13,2.5%,160,30.9%
11,5,2008,General Ed,2585,676,67,2.6%,333,12.9%,1677,64.9%,508,19.7%,2185,84.5%
11,5,2008,Special Ed,512,646,93,18.2%,162,31.6%,238,46.5%,19,3.7%,257,50.2%
11,5,2009,General Ed,2613,686,16,0.6%,229,8.8%,1518,58.1%,850,32.5%,2368,90.6%
11,5,2009,Special Ed,562,657,53,9.4%,161,28.6%,296,52.7%,52,9.3%,348,61.9%
11,5,2010,General Ed,2556,684,88,3.4%,863,33.8%,1123,43.9%,482,18.9%,1605,62.8%
11,5,2010,Special Ed,676,656,155,22.9%,339,50.1%,159,23.5%,23,3.4%,182,26.9%
11,5,2011,General Ed,2596,685,90,3.5%,827,31.9%,1212,46.7%,467,18%,1679,64.7%
11,5,2011,Special Ed,652,657,148,22.7%,315,48.3%,171,26.2%,18,2.8%,189,29%
11,6,2006,General Ed,2433,651,321,13.2%,831,34.2%,1090,44.8%,191,7.9%,1281,52.7%
11,6,2006,Special Ed,465,612,242,52%,142,30.5%,75,16.1%,6,1.3%,81,17.4%
11,6,2007,General Ed,2421,658,210,8.7%,732,30.2%,1237,51.1%,242,10%,1479,61.1%
11,6,2007,Special Ed,426,614,214,50.2%,144,33.8%,64,15%,4,0.9%,68,16%
11,6,2008,General Ed,2420,666,100,4.1%,579,23.9%,1373,56.7%,368,15.2%,1741,71.9%
11,6,2008,Special Ed,532,629,168,31.6%,205,38.5%,148,27.8%,11,2.1%,159,29.9%
11,6,2009,General Ed,2376,672,59,2.5%,451,19%,1459,61.4%,407,17.1%,1866,78.5%
11,6,2009,Special Ed,561,637,142,25.3%,223,39.8%,177,31.6%,19,3.4%,196,34.9%
11,6,2010,General Ed,2430,674,218,9%,987,40.6%,791,32.6%,434,17.9%,1225,50.4%
11,6,2010,Special Ed,666,638,262,39.3%,318,47.7%,66,9.9%,20,3%,86,12.9%
11,6,2011,General Ed,2442,675,215,8.8%,916,37.5%,898,36.8%,413,16.9%,1311,53.7%
11,6,2011,Special Ed,668,642,302,45.2%,267,40%,85,12.7%,14,2.1%,99,14.8%
11,7,2006,General Ed,2558,639,378,14.8%,1209,47.3%,890,34.8%,81,3.2%,971,38%
11,7,2006,Special Ed,502,600,276,55%,189,37.6%,37,7.4%,0,0%,37,7.4%
11,7,2007,General Ed,2483,653,199,8%,949,38.2%,1094,44.1%,241,9.7%,1335,53.8%
11,7,2007,Special Ed,459,615,192,41.8%,184,40.1%,73,15.9%,10,2.2%,83,18.1%
11,7,2008,General Ed,2438,661,63,2.6%,722,29.6%,1376,56.4%,277,11.4%,1653,67.8%
11,7,2008,Special Ed,458,622,135,29.5%,225,49.1%,97,21.2%,1,0.2%,98,21.4%
11,7,2009,General Ed,2488,670,12,0.5%,474,19.1%,1637,65.8%,365,14.7%,2002,80.5%
11,7,2009,Special Ed,564,645,46,8.2%,258,45.7%,250,44.3%,10,1.8%,260,46.1%
11,7,2010,General Ed,2419,666,277,11.5%,1029,42.5%,778,32.2%,335,13.8%,1113,46%
11,7,2010,Special Ed,690,637,303,43.9%,302,43.8%,75,10.9%,10,1.4%,85,12.3%
11,7,2011,General Ed,2410,672,183,7.6%,957,39.7%,844,35%,426,17.7%,1270,52.7%
11,7,2011,Special Ed,622,642,247,39.7%,273,43.9%,82,13.2%,20,3.2%,102,16.4%
11,8,2006,General Ed,2750,636,677,24.6%,1202,43.7%,776,28.2%,95,3.5%,871,31.7%
11,8,2006,Special Ed,561,598,327,58.3%,196,34.9%,36,6.4%,2,0.4%,38,6.8%
11,8,2007,General Ed,2555,643,463,18.1%,1108,43.4%,850,33.3%,134,5.2%,984,38.5%
11,8,2007,Special Ed,457,611,270,59.1%,151,33%,35,7.7%,1,0.2%,36,7.9%
11,8,2008,General Ed,2444,654,222,9.1%,892,36.5%,1145,46.8%,185,7.6%,1330,54.4%
11,8,2008,Special Ed,469,620,195,41.6%,182,38.8%,84,17.9%,8,1.7%,92,19.6%
11,8,2009,General Ed,2487,662,59,2.4%,774,31.1%,1443,58%,211,8.5%,1654,66.5%
11,8,2009,Special Ed,472,631,108,22.9%,254,53.8%,106,22.5%,4,0.8%,110,23.3%
11,8,2010,General Ed,2552,664,397,15.6%,1316,51.6%,619,24.3%,220,8.6%,839,32.9%
11,8,2010,Special Ed,653,639,295,45.2%,309,47.3%,48,7.4%,1,0.2%,49,7.5%
11,8,2011,General Ed,2496,668,302,12.1%,1140,45.7%,820,32.9%,234,9.4%,1054,42.2%
11,8,2011,Special Ed,664,636,289,43.5%,295,44.4%,74,11.1%,6,0.9%,80,12%
11,All Grades,2006,General Ed,15773,656,1841,11.7%,4841,30.7%,7255,46%,1836,11.6%,9091,57.6%
11,All Grades,2006,Special Ed,2952,618,1303,44.1%,955,32.4%,633,21.4%,61,2.1%,694,23.5%
11,All Grades,2007,General Ed,15458,665,1128,7.3%,4136,26.8%,7842,50.7%,2352,15.2%,10194,65.9%
11,All Grades,2007,Special Ed,2806,628,1073,38.2%,939,33.5%,714,25.4%,80,2.9%,794,28.3%
11,All Grades,2008,General Ed,15062,671,528,3.5%,3052,20.3%,8934,59.3%,2548,16.9%,11482,76.2%
11,All Grades,2008,Special Ed,2982,637,763,25.6%,1067,35.8%,1066,35.7%,86,2.9%,1152,38.6%
11,All Grades,2009,General Ed,15147,678,205,1.4%,2286,15.1%,9430,62.3%,3226,21.3%,12656,83.6%
11,All Grades,2009,Special Ed,3195,647,485,15.2%,1154,36.1%,1411,44.2%,145,4.5%,1556,48.7%
11,All Grades,2010,General Ed,15199,677,1289,8.5%,6183,40.7%,5220,34.3%,2507,16.5%,7727,50.8%
11,All Grades,2010,Special Ed,3957,649,1371,34.6%,1887,47.7%,598,15.1%,101,2.6%,699,17.7%
11,All Grades,2011,General Ed,15224,678,1157,7.6%,5733,37.7%,6016,39.5%,2318,15.2%,8334,54.7%
11,All Grades,2011,Special Ed,3855,650,1344,34.9%,1751,45.4%,673,17.5%,87,2.3%,760,19.7%
12,3,2006,General Ed,1676,665,151,9%,328,19.6%,977,58.3%,220,13.1%,1197,71.4%
12,3,2006,Special Ed,342,631,133,38.9%,92,26.9%,110,32.2%,7,2%,117,34.2%
12,3,2007,General Ed,1590,678,63,4%,234,14.7%,961,60.4%,332,20.9%,1293,81.3%
12,3,2007,Special Ed,312,640,91,29.2%,94,30.1%,109,34.9%,18,5.8%,127,40.7%
12,3,2008,General Ed,1502,677,38,2.5%,172,11.5%,1084,72.2%,208,13.8%,1292,86%
12,3,2008,Special Ed,305,651,59,19.3%,86,28.2%,150,49.2%,10,3.3%,160,52.5%
12,3,2009,General Ed,1480,680,13,0.9%,127,8.6%,1117,75.5%,223,15.1%,1340,90.5%
12,3,2009,Special Ed,316,655,28,8.9%,108,34.2%,167,52.8%,13,4.1%,180,57%
