District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
14,5,2007,Hispanic,902,655,59,6.5%,349,38.7%,469,52%,25,2.8%,494,54.8%
14,5,2007,White,173,676,5,2.9%,29,16.8%,120,69.4%,19,11%,139,80.3%
14,6,2007,Asian,35,673,1,2.9%,9,25.7%,19,54.3%,6,17.1%,25,71.4%
14,6,2007,Black,276,642,10,3.6%,172,62.3%,91,33%,3,1.1%,94,34.1%
14,6,2007,Hispanic,962,649,25,2.6%,501,52.1%,415,43.1%,21,2.2%,436,45.3%
14,6,2007,White,114,674,2,1.8%,26,22.8%,62,54.4%,24,21.1%,86,75.4%
14,7,2007,Asian,43,663,3,7%,12,27.9%,23,53.5%,5,11.6%,28,65.1%
14,7,2007,Black,345,633,39,11.3%,193,55.9%,110,31.9%,3,0.9%,113,32.8%
14,7,2007,Hispanic,1088,639,107,9.8%,566,52%,394,36.2%,21,1.9%,415,38.1%
14,7,2007,White,118,661,3,2.5%,41,34.7%,67,56.8%,7,5.9%,74,62.7%
14,8,2007,Asian,71,664,4,5.6%,16,22.5%,43,60.6%,8,11.3%,51,71.8%
14,8,2007,Black,292,632,40,13.7%,183,62.7%,67,22.9%,2,0.7%,69,23.6%
14,8,2007,Hispanic,969,641,88,9.1%,510,52.6%,358,36.9%,13,1.3%,371,38.3%
14,8,2007,White,93,650,8,8.6%,36,38.7%,48,51.6%,1,1.1%,49,52.7%
14,All Grades,2007,Asian,280,673,13,4.6%,60,21.4%,163,58.2%,44,15.7%,207,73.9%
14,All Grades,2007,Black,1698,641,186,11%,856,50.4%,631,37.2%,25,1.5%,656,38.6%
14,All Grades,2007,Hispanic,5776,647,530,9.2%,2550,44.1%,2549,44.1%,147,2.5%,2696,46.7%
14,All Grades,2007,White,782,672,28,3.6%,174,22.3%,489,62.5%,91,11.6%,580,74.2%
15,3,2007,Asian,281,672,14,5%,62,22.1%,178,63.3%,27,9.6%,205,73%
15,3,2007,Black,361,664,33,9.1%,81,22.4%,217,60.1%,30,8.3%,247,68.4%
15,3,2007,Hispanic,1075,657,115,10.7%,347,32.3%,553,51.4%,60,5.6%,613,57%
15,3,2007,White,495,698,17,3.4%,42,8.5%,279,56.4%,157,31.7%,436,88.1%
15,4,2007,Asian,272,669,14,5.1%,49,18%,188,69.1%,21,7.7%,209,76.8%
15,4,2007,Black,366,660,29,7.9%,96,26.2%,226,61.7%,15,4.1%,241,65.8%
15,4,2007,Hispanic,1021,650,112,11%,373,36.5%,506,49.6%,30,2.9%,536,52.5%
15,4,2007,White,503,685,18,3.6%,51,10.1%,346,68.8%,88,17.5%,434,86.3%
15,5,2007,Asian,270,663,18,6.7%,57,21.1%,177,65.6%,18,6.7%,195,72.2%
15,5,2007,Black,344,659,21,6.1%,123,35.8%,187,54.4%,13,3.8%,200,58.1%
15,5,2007,Hispanic,1049,651,97,9.2%,393,37.5%,533,50.8%,26,2.5%,559,53.3%
15,5,2007,White,430,689,5,1.2%,56,13%,287,66.7%,82,19.1%,369,85.8%
15,6,2007,Asian,144,665,2,1.4%,44,30.6%,81,56.3%,17,11.8%,98,68.1%
15,6,2007,Black,356,652,8,2.2%,167,46.9%,163,45.8%,18,5.1%,181,50.8%
15,6,2007,Hispanic,844,650,31,3.7%,398,47.2%,376,44.5%,39,4.6%,415,49.2%
15,6,2007,White,278,682,4,1.4%,50,18%,148,53.2%,76,27.3%,224,80.6%
15,7,2007,Asian,138,662,4,2.9%,36,26.1%,90,65.2%,8,5.8%,98,71%
15,7,2007,Black,389,648,29,7.5%,177,45.5%,168,43.2%,15,3.9%,183,47%
15,7,2007,Hispanic,851,644,71,8.3%,403,47.4%,346,40.7%,31,3.6%,377,44.3%
15,7,2007,White,313,682,8,2.6%,48,15.3%,191,61%,66,21.1%,257,82.1%
15,8,2007,Asian,133,661,7,5.3%,36,27.1%,83,62.4%,7,5.3%,90,67.7%
15,8,2007,Black,397,644,24,6%,212,53.4%,154,38.8%,7,1.8%,161,40.6%
15,8,2007,Hispanic,888,642,83,9.3%,430,48.4%,366,41.2%,9,1%,375,42.2%
15,8,2007,White,238,673,9,3.8%,52,21.8%,146,61.3%,31,13%,177,74.4%
15,All Grades,2007,Asian,1238,666,59,4.8%,284,22.9%,797,64.4%,98,7.9%,895,72.3%
15,All Grades,2007,Black,2213,654,144,6.5%,856,38.7%,1115,50.4%,98,4.4%,1213,54.8%
15,All Grades,2007,Hispanic,5728,649,509,8.9%,2344,40.9%,2680,46.8%,195,3.4%,2875,50.2%
15,All Grades,2007,White,2257,687,61,2.7%,299,13.2%,1397,61.9%,500,22.2%,1897,84%
16,3,2007,Asian,3,s,s,s,s,s,s,s,s,s,s,s
16,3,2007,Black,787,648,128,16.3%,265,33.7%,371,47.1%,23,2.9%,394,50.1%
16,3,2007,Hispanic,113,642,23,20.4%,36,31.9%,53,46.9%,1,0.9%,54,47.8%
16,3,2007,White,10,638,3,30%,1,10%,5,50%,1,10%,6,60%
16,4,2007,Asian,6,676,0,0%,0,0%,6,100%,0,0%,6,100%
16,4,2007,Black,757,644,113,14.9%,297,39.2%,341,45%,6,0.8%,347,45.8%
16,4,2007,Hispanic,107,637,25,23.4%,40,37.4%,41,38.3%,1,0.9%,42,39.3%
16,4,2007,White,5,s,s,s,s,s,s,s,s,s,s,s
16,5,2007,Asian,8,658,1,12.5%,2,25%,4,50%,1,12.5%,5,62.5%
16,5,2007,Black,735,646,66,9%,339,46.1%,323,43.9%,7,1%,330,44.9%
16,5,2007,Hispanic,112,644,13,11.6%,57,50.9%,40,35.7%,2,1.8%,42,37.5%
16,5,2007,White,6,642,0,0%,4,66.7%,2,33.3%,0,0%,2,33.3%
16,6,2007,Asian,12,639,2,16.7%,6,50%,4,33.3%,0,0%,4,33.3%
16,6,2007,Black,654,640,33,5%,417,63.8%,194,29.7%,10,1.5%,204,31.2%
16,6,2007,Hispanic,100,640,5,5%,66,66%,27,27%,2,2%,29,29%
16,6,2007,White,6,622,1,16.7%,4,66.7%,1,16.7%,0,0%,1,16.7%
16,7,2007,Asian,8,636,1,12.5%,4,50%,3,37.5%,0,0%,3,37.5%
16,7,2007,Black,773,634,84,10.9%,456,59%,217,28.1%,16,2.1%,233,30.1%
16,7,2007,Hispanic,104,630,15,14.4%,56,53.8%,33,31.7%,0,0%,33,31.7%
16,7,2007,White,9,615,4,44.4%,5,55.6%,0,0%,0,0%,0,0%
16,8,2007,Asian,9,649,0,0%,4,44.4%,5,55.6%,0,0%,5,55.6%
16,8,2007,Black,779,633,79,10.1%,480,61.6%,211,27.1%,9,1.2%,220,28.2%
16,8,2007,Hispanic,109,625,25,22.9%,59,54.1%,24,22%,1,0.9%,25,22.9%
16,8,2007,White,9,620,3,33.3%,3,33.3%,3,33.3%,0,0%,3,33.3%
16,All Grades,2007,Asian,46,651,4,8.7%,16,34.8%,25,54.3%,1,2.2%,26,56.5%
16,All Grades,2007,Black,4485,641,503,11.2%,2254,50.3%,1657,36.9%,71,1.6%,1728,38.5%
16,All Grades,2007,Hispanic,645,636,106,16.4%,314,48.7%,218,33.8%,7,1.1%,225,34.9%
16,All Grades,2007,White,45,630,11,24.4%,19,42.2%,14,31.1%,1,2.2%,15,33.3%
17,3,2007,Asian,16,654,4,25%,3,18.8%,8,50%,1,6.3%,9,56.3%
17,3,2007,Black,1845,650,268,14.5%,634,34.4%,883,47.9%,60,3.3%,943,51.1%
17,3,2007,Hispanic,220,639,53,24.1%,74,33.6%,93,42.3%,0,0%,93,42.3%
17,3,2007,White,19,640,5,26.3%,4,21.1%,9,47.4%,1,5.3%,10,52.6%
17,4,2007,Asian,20,645,3,15%,6,30%,11,55%,0,0%,11,55%
17,4,2007,Black,1783,648,229,12.8%,640,35.9%,880,49.4%,34,1.9%,914,51.3%
17,4,2007,Hispanic,202,635,42,20.8%,94,46.5%,63,31.2%,3,1.5%,66,32.7%
17,4,2007,White,19,639,5,26.3%,6,31.6%,8,42.1%,0,0%,8,42.1%
17,5,2007,Asian,14,631,5,35.7%,5,35.7%,4,28.6%,0,0%,4,28.6%
17,5,2007,Black,1790,650,117,6.5%,833,46.5%,810,45.3%,30,1.7%,840,46.9%
17,5,2007,Hispanic,191,648,21,11%,72,37.7%,95,49.7%,3,1.6%,98,51.3%
17,5,2007,White,20,634,3,15%,11,55%,6,30%,0,0%,6,30%
17,6,2007,Asian,18,654,2,11.1%,7,38.9%,7,38.9%,2,11.1%,9,50%
17,6,2007,Black,1918,646,68,3.5%,1052,54.8%,764,39.8%,34,1.8%,798,41.6%
17,6,2007,Hispanic,163,637,17,10.4%,95,58.3%,50,30.7%,1,0.6%,51,31.3%
17,6,2007,White,21,634,2,9.5%,13,61.9%,6,28.6%,0,0%,6,28.6%
17,7,2007,Asian,18,627,4,22.2%,9,50%,5,27.8%,0,0%,5,27.8%
17,7,2007,Black,2009,638,181,9%,1130,56.2%,679,33.8%,19,0.9%,698,34.7%
17,7,2007,Hispanic,214,634,29,13.6%,117,54.7%,67,31.3%,1,0.5%,68,31.8%
17,7,2007,White,19,605,7,36.8%,9,47.4%,3,15.8%,0,0%,3,15.8%
17,8,2007,Asian,24,619,7,29.2%,13,54.2%,4,16.7%,0,0%,4,16.7%
17,8,2007,Black,2147,638,202,9.4%,1199,55.8%,727,33.9%,19,0.9%,746,34.7%
17,8,2007,Hispanic,200,635,25,12.5%,104,52%,71,35.5%,0,0%,71,35.5%
17,8,2007,White,26,633,4,15.4%,12,46.2%,9,34.6%,1,3.8%,10,38.5%
17,All Grades,2007,Asian,110,637,25,22.7%,43,39.1%,39,35.5%,3,2.7%,42,38.2%
17,All Grades,2007,Black,11492,645,1065,9.3%,5488,47.8%,4743,41.3%,196,1.7%,4939,43%
17,All Grades,2007,Hispanic,1190,638,187,15.7%,556,46.7%,439,36.9%,8,0.7%,447,37.6%
17,All Grades,2007,White,124,631,26,21%,55,44.4%,41,33.1%,2,1.6%,43,34.7%
18,3,2007,Asian,20,677,2,10%,3,15%,9,45%,6,30%,15,75%
18,3,2007,Black,1639,656,180,11%,508,31%,878,53.6%,73,4.5%,951,58%
18,3,2007,Hispanic,91,657,7,7.7%,35,38.5%,44,48.4%,5,5.5%,49,53.8%
18,3,2007,White,17,621,5,29.4%,10,58.8%,2,11.8%,0,0%,2,11.8%
18,4,2007,Asian,19,667,3,15.8%,2,10.5%,14,73.7%,0,0%,14,73.7%
18,4,2007,Black,1626,656,139,8.5%,534,32.8%,888,54.6%,65,4%,953,58.6%
18,4,2007,Hispanic,89,644,16,18%,30,33.7%,40,44.9%,3,3.4%,43,48.3%
18,4,2007,White,20,641,5,25%,3,15%,12,60%,0,0%,12,60%
18,5,2007,Asian,24,659,1,4.2%,7,29.2%,15,62.5%,1,4.2%,16,66.7%
18,5,2007,Black,1759,657,87,4.9%,636,36.2%,978,55.6%,58,3.3%,1036,58.9%
18,5,2007,Hispanic,106,655,8,7.5%,48,45.3%,45,42.5%,5,4.7%,50,47.2%
18,5,2007,White,22,643,4,18.2%,6,27.3%,12,54.5%,0,0%,12,54.5%
18,6,2007,Asian,18,661,0,0%,10,55.6%,7,38.9%,1,5.6%,8,44.4%
18,6,2007,Black,1286,648,48,3.7%,681,53%,512,39.8%,45,3.5%,557,43.3%
18,6,2007,Hispanic,67,645,1,1.5%,45,67.2%,19,28.4%,2,3%,21,31.3%
18,6,2007,White,12,647,1,8.3%,7,58.3%,2,16.7%,2,16.7%,4,33.3%
18,7,2007,Asian,14,651,2,14.3%,2,14.3%,10,71.4%,0,0%,10,71.4%
18,7,2007,Black,1369,641,104,7.6%,738,53.9%,506,37%,21,1.5%,527,38.5%
18,7,2007,Hispanic,81,637,11,13.6%,46,56.8%,24,29.6%,0,0%,24,29.6%
18,7,2007,White,22,611,6,27.3%,13,59.1%,2,9.1%,1,4.5%,3,13.6%
18,8,2007,Asian,14,666,0,0%,5,35.7%,7,50%,2,14.3%,9,64.3%
18,8,2007,Black,1422,640,124,8.7%,791,55.6%,491,34.5%,16,1.1%,507,35.7%
18,8,2007,Hispanic,91,627,18,19.8%,50,54.9%,22,24.2%,1,1.1%,23,25.3%
18,8,2007,White,21,633,3,14.3%,9,42.9%,8,38.1%,1,4.8%,9,42.9%
18,All Grades,2007,Asian,109,664,8,7.3%,29,26.6%,62,56.9%,10,9.2%,72,66.1%
18,All Grades,2007,Black,9101,651,682,7.5%,3888,42.7%,4253,46.7%,278,3.1%,4531,49.8%
18,All Grades,2007,Hispanic,525,644,61,11.6%,254,48.4%,194,37%,16,3%,210,40%
18,All Grades,2007,White,114,632,24,21.1%,48,42.1%,38,33.3%,4,3.5%,42,36.8%
19,3,2007,Asian,122,657,14,11.5%,27,22.1%,80,65.6%,1,0.8%,81,66.4%
19,3,2007,Black,1258,647,209,16.6%,484,38.5%,538,42.8%,27,2.1%,565,44.9%
19,3,2007,Hispanic,905,646,150,16.6%,328,36.2%,402,44.4%,25,2.8%,427,47.2%
19,3,2007,White,24,633,7,29.2%,10,41.7%,6,25%,1,4.2%,7,29.2%
19,4,2007,Asian,139,664,7,5%,37,26.6%,91,65.5%,4,2.9%,95,68.3%
19,4,2007,Black,1156,647,133,11.5%,482,41.7%,525,45.4%,16,1.4%,541,46.8%
19,4,2007,Hispanic,865,645,122,14.1%,339,39.2%,387,44.7%,17,2%,404,46.7%
19,4,2007,White,19,642,3,15.8%,6,31.6%,10,52.6%,0,0%,10,52.6%
19,5,2007,Asian,136,659,6,4.4%,44,32.4%,82,60.3%,4,2.9%,86,63.2%
19,5,2007,Black,1206,649,93,7.7%,530,43.9%,566,46.9%,17,1.4%,583,48.3%
19,5,2007,Hispanic,852,649,68,8%,369,43.3%,399,46.8%,16,1.9%,415,48.7%
19,5,2007,White,28,654,2,7.1%,11,39.3%,14,50%,1,3.6%,15,53.6%
19,6,2007,Asian,68,653,1,1.5%,36,52.9%,26,38.2%,5,7.4%,31,45.6%
19,6,2007,Black,1066,644,38,3.6%,640,60%,364,34.1%,24,2.3%,388,36.4%
19,6,2007,Hispanic,748,643,38,5.1%,428,57.2%,272,36.4%,10,1.3%,282,37.7%
19,6,2007,White,25,635,3,12%,12,48%,10,40%,0,0%,10,40%
19,7,2007,Asian,101,644,7,6.9%,52,51.5%,38,37.6%,4,4%,42,41.6%
19,7,2007,Black,1226,635,122,10%,722,58.9%,376,30.7%,6,0.5%,382,31.2%
19,7,2007,Hispanic,849,635,105,12.4%,468,55.1%,262,30.9%,14,1.6%,276,32.5%
19,7,2007,White,25,630,5,20%,12,48%,7,28%,1,4%,8,32%
19,8,2007,Asian,82,640,9,11%,39,47.6%,34,41.5%,0,0%,34,41.5%
19,8,2007,Black,1167,635,121,10.4%,685,58.7%,355,30.4%,6,0.5%,361,30.9%
19,8,2007,Hispanic,841,630,116,13.8%,492,58.5%,233,27.7%,0,0%,233,27.7%
19,8,2007,White,25,630,4,16%,12,48%,9,36%,0,0%,9,36%
19,All Grades,2007,Asian,648,654,44,6.8%,235,36.3%,351,54.2%,18,2.8%,369,56.9%
19,All Grades,2007,Black,7079,643,716,10.1%,3543,50%,2724,38.5%,96,1.4%,2820,39.8%
19,All Grades,2007,Hispanic,5060,641,599,11.8%,2424,47.9%,1955,38.6%,82,1.6%,2037,40.3%
19,All Grades,2007,White,146,638,24,16.4%,63,43.2%,56,38.4%,3,2.1%,59,40.4%
20,3,2007,Asian,1076,670,67,6.2%,230,21.4%,663,61.6%,116,10.8%,779,72.4%
20,3,2007,Black,56,658,4,7.1%,21,37.5%,27,48.2%,4,7.1%,31,55.4%
20,3,2007,Hispanic,655,650,99,15.1%,221,33.7%,315,48.1%,20,3.1%,335,51.1%
20,3,2007,White,983,672,68,6.9%,209,21.3%,576,58.6%,130,13.2%,706,71.8%
20,4,2007,Asian,1110,670,64,5.8%,234,21.1%,705,63.5%,107,9.6%,812,73.2%
20,4,2007,Black,59,656,8,13.6%,11,18.6%,39,66.1%,1,1.7%,40,67.8%
20,4,2007,Hispanic,644,646,96,14.9%,224,34.8%,309,48%,15,2.3%,324,50.3%
20,4,2007,White,980,669,56,5.7%,233,23.8%,581,59.3%,110,11.2%,691,70.5%
20,5,2007,Asian,1147,665,53,4.6%,288,25.1%,739,64.4%,67,5.8%,806,70.3%
20,5,2007,Black,56,654,1,1.8%,24,42.9%,31,55.4%,0,0%,31,55.4%
20,5,2007,Hispanic,640,649,54,8.4%,270,42.2%,304,47.5%,12,1.9%,316,49.4%
20,5,2007,White,1026,667,42,4.1%,237,23.1%,676,65.9%,71,6.9%,747,72.8%
20,6,2007,Asian,1056,662,31,2.9%,334,31.6%,605,57.3%,86,8.1%,691,65.4%
20,6,2007,Black,180,648,3,1.7%,98,54.4%,76,42.2%,3,1.7%,79,43.9%
20,6,2007,Hispanic,857,645,29,3.4%,473,55.2%,340,39.7%,15,1.8%,355,41.4%
20,6,2007,White,832,661,11,1.3%,299,35.9%,467,56.1%,55,6.6%,522,62.7%
20,7,2007,Asian,1097,657,99,9%,298,27.2%,610,55.6%,90,8.2%,700,63.8%
20,7,2007,Black,204,643,6,2.9%,116,56.9%,79,38.7%,3,1.5%,82,40.2%
20,7,2007,Hispanic,846,640,86,10.2%,426,50.4%,316,37.4%,18,2.1%,334,39.5%
20,7,2007,White,819,661,34,4.2%,229,28%,500,61.1%,56,6.8%,556,67.9%
20,8,2007,Asian,1019,651,100,9.8%,353,34.6%,521,51.1%,45,4.4%,566,55.5%
20,8,2007,Black,229,639,12,5.2%,147,64.2%,69,30.1%,1,0.4%,70,30.6%
20,8,2007,Hispanic,835,634,110,13.2%,475,56.9%,243,29.1%,7,0.8%,250,29.9%
20,8,2007,White,789,654,48,6.1%,307,38.9%,391,49.6%,43,5.4%,434,55%
20,All Grades,2007,Asian,6505,662,414,6.4%,1737,26.7%,3843,59.1%,511,7.9%,4354,66.9%
20,All Grades,2007,Black,784,646,34,4.3%,417,53.2%,321,40.9%,12,1.5%,333,42.5%
20,All Grades,2007,Hispanic,4477,643,474,10.6%,2089,46.7%,1827,40.8%,87,1.9%,1914,42.8%
20,All Grades,2007,White,5429,665,259,4.8%,1514,27.9%,3191,58.8%,465,8.6%,3656,67.3%
21,3,2007,Asian,469,672,26,5.5%,95,20.3%,293,62.5%,55,11.7%,348,74.2%
21,3,2007,Black,317,640,70,22.1%,128,40.4%,111,35%,8,2.5%,119,37.5%
21,3,2007,Hispanic,431,644,85,19.7%,152,35.3%,182,42.2%,12,2.8%,194,45%
21,3,2007,White,677,669,69,10.2%,120,17.7%,411,60.7%,77,11.4%,488,72.1%
21,4,2007,Asian,535,669,29,5.4%,107,20%,356,66.5%,43,8%,399,74.6%
21,4,2007,Black,255,639,44,17.3%,115,45.1%,95,37.3%,1,0.4%,96,37.6%
21,4,2007,Hispanic,415,639,87,21%,162,39%,165,39.8%,1,0.2%,166,40%
21,4,2007,White,652,668,46,7.1%,135,20.7%,415,63.7%,56,8.6%,471,72.2%
21,5,2007,Asian,506,670,13,2.6%,116,22.9%,335,66.2%,42,8.3%,377,74.5%
21,5,2007,Black,261,646,23,8.8%,123,47.1%,111,42.5%,4,1.5%,115,44.1%
21,5,2007,Hispanic,439,649,39,8.9%,193,44%,201,45.8%,6,1.4%,207,47.2%
21,5,2007,White,692,671,25,3.6%,159,23%,434,62.7%,74,10.7%,508,73.4%
21,6,2007,Asian,647,667,16,2.5%,167,25.8%,382,59%,82,12.7%,464,71.7%
21,6,2007,Black,452,650,25,5.5%,209,46.2%,194,42.9%,24,5.3%,218,48.2%
21,6,2007,Hispanic,471,647,20,4.2%,240,51%,196,41.6%,15,3.2%,211,44.8%
21,6,2007,White,1049,669,19,1.8%,257,24.5%,651,62.1%,122,11.6%,773,73.7%
21,7,2007,Asian,639,662,32,5%,173,27.1%,383,59.9%,51,8%,434,67.9%
21,7,2007,Black,502,647,39,7.8%,208,41.4%,241,48%,14,2.8%,255,50.8%
21,7,2007,Hispanic,494,644,43,8.7%,229,46.4%,204,41.3%,18,3.6%,222,44.9%
21,7,2007,White,1101,668,44,4%,253,23%,686,62.3%,118,10.7%,804,73%
21,8,2007,Asian,699,661,39,5.6%,209,29.9%,399,57.1%,52,7.4%,451,64.5%
21,8,2007,Black,582,644,36,6.2%,303,52.1%,231,39.7%,12,2.1%,243,41.8%
21,8,2007,Hispanic,572,636,71,12.4%,318,55.6%,174,30.4%,9,1.6%,183,32%
21,8,2007,White,1195,663,41,3.4%,369,30.9%,703,58.8%,82,6.9%,785,65.7%
21,All Grades,2007,Asian,3495,666,155,4.4%,867,24.8%,2148,61.5%,325,9.3%,2473,70.8%
21,All Grades,2007,Black,2369,645,237,10%,1086,45.8%,983,41.5%,63,2.7%,1046,44.2%
21,All Grades,2007,Hispanic,2822,643,345,12.2%,1294,45.9%,1122,39.8%,61,2.2%,1183,41.9%
21,All Grades,2007,White,5366,667,244,4.5%,1293,24.1%,3300,61.5%,529,9.9%,3829,71.4%
22,3,2007,Asian,339,674,20,5.9%,59,17.4%,218,64.3%,42,12.4%,260,76.7%
22,3,2007,Black,1376,655,154,11.2%,458,33.3%,699,50.8%,65,4.7%,764,55.5%
22,3,2007,Hispanic,414,656,47,11.4%,132,31.9%,212,51.2%,23,5.6%,235,56.8%
22,3,2007,White,684,687,26,3.8%,79,11.5%,439,64.2%,140,20.5%,579,84.6%
22,4,2007,Asian,367,673,21,5.7%,71,19.3%,228,62.1%,47,12.8%,275,74.9%
22,4,2007,Black,1307,655,132,10.1%,427,32.7%,710,54.3%,38,2.9%,748,57.2%
22,4,2007,Hispanic,353,653,36,10.2%,133,37.7%,172,48.7%,12,3.4%,184,52.1%
22,4,2007,White,676,680,24,3.6%,85,12.6%,468,69.2%,99,14.6%,567,83.9%
22,5,2007,Asian,374,677,11,2.9%,74,19.8%,249,66.6%,40,10.7%,289,77.3%
22,5,2007,Black,1358,656,81,6%,499,36.7%,727,53.5%,51,3.8%,778,57.3%
22,5,2007,Hispanic,386,654,27,7%,156,40.4%,189,49%,14,3.6%,203,52.6%
22,5,2007,White,719,684,18,2.5%,96,13.4%,485,67.5%,120,16.7%,605,84.1%
22,6,2007,Asian,301,668,6,2%,82,27.2%,181,60.1%,32,10.6%,213,70.8%
22,6,2007,Black,1301,652,29,2.2%,605,46.5%,617,47.4%,50,3.8%,667,51.3%
22,6,2007,Hispanic,294,655,6,2%,124,42.2%,152,51.7%,12,4.1%,164,55.8%
22,6,2007,White,528,667,10,1.9%,134,25.4%,322,61%,62,11.7%,384,72.7%
22,7,2007,Asian,328,667,8,2.4%,82,25%,204,62.2%,34,10.4%,238,72.6%
22,7,2007,Black,1385,650,51,3.7%,630,45.5%,664,47.9%,40,2.9%,704,50.8%
22,7,2007,Hispanic,275,649,18,6.5%,105,38.2%,145,52.7%,7,2.5%,152,55.3%
22,7,2007,White,575,668,16,2.8%,154,26.8%,339,59%,66,11.5%,405,70.4%
22,8,2007,Asian,281,662,16,5.7%,84,29.9%,160,56.9%,21,7.5%,181,64.4%
22,8,2007,Black,1367,645,80,5.9%,690,50.5%,564,41.3%,33,2.4%,597,43.7%
22,8,2007,Hispanic,254,649,12,4.7%,118,46.5%,116,45.7%,8,3.1%,124,48.8%
22,8,2007,White,581,666,13,2.2%,162,27.9%,360,62%,46,7.9%,406,69.9%
22,All Grades,2007,Asian,1990,670,82,4.1%,452,22.7%,1240,62.3%,216,10.9%,1456,73.2%
22,All Grades,2007,Black,8094,652,527,6.5%,3309,40.9%,3981,49.2%,277,3.4%,4258,52.6%
22,All Grades,2007,Hispanic,1976,653,146,7.4%,768,38.9%,986,49.9%,76,3.8%,1062,53.7%
22,All Grades,2007,White,3763,676,107,2.8%,710,18.9%,2413,64.1%,533,14.2%,2946,78.3%
23,3,2007,Asian,6,663,1,16.7%,0,0%,5,83.3%,0,0%,5,83.3%
23,3,2007,Black,917,646,139,15.2%,379,41.3%,369,40.2%,30,3.3%,399,43.5%
23,3,2007,Hispanic,180,642,41,22.8%,64,35.6%,71,39.4%,4,2.2%,75,41.7%
23,3,2007,White,4,s,s,s,s,s,s,s,s,s,s,s
23,4,2007,Asian,2,s,s,s,s,s,s,s,s,s,s,s
23,4,2007,Black,856,642,119,13.9%,380,44.4%,345,40.3%,12,1.4%,357,41.7%
23,4,2007,Hispanic,175,637,35,20%,64,36.6%,74,42.3%,2,1.1%,76,43.4%
23,4,2007,White,3,s,s,s,s,s,s,s,s,s,s,s
23,5,2007,Asian,8,684,1,12.5%,0,0%,5,62.5%,2,25%,7,87.5%
23,5,2007,Black,971,645,86,8.9%,475,48.9%,394,40.6%,16,1.6%,410,42.2%
23,5,2007,Hispanic,183,646,12,6.6%,95,51.9%,76,41.5%,0,0%,76,41.5%
23,5,2007,White,8,668,0,0%,4,50%,4,50%,0,0%,4,50%
23,6,2007,Asian,16,665,0,0%,5,31.3%,10,62.5%,1,6.3%,11,68.8%
23,6,2007,Black,1066,645,58,5.4%,558,52.3%,426,40%,24,2.3%,450,42.2%
23,6,2007,Hispanic,196,646,10,5.1%,103,52.6%,79,40.3%,4,2%,83,42.3%
23,6,2007,White,7,636,1,14.3%,4,57.1%,1,14.3%,1,14.3%,2,28.6%
23,7,2007,Asian,6,659,0,0%,3,50%,2,33.3%,1,16.7%,3,50%
23,7,2007,Black,1169,641,92,7.9%,611,52.3%,445,38.1%,21,1.8%,466,39.9%
23,7,2007,Hispanic,217,636,28,12.9%,109,50.2%,78,35.9%,2,0.9%,80,36.9%
23,7,2007,White,7,612,2,28.6%,3,42.9%,2,28.6%,0,0%,2,28.6%
23,8,2007,Asian,8,654,1,12.5%,3,37.5%,4,50%,0,0%,4,50%
23,8,2007,Black,1154,644,84,7.3%,587,50.9%,460,39.9%,23,2%,483,41.9%
23,8,2007,Hispanic,215,645,11,5.1%,118,54.9%,83,38.6%,3,1.4%,86,40%
23,8,2007,White,6,620,0,0%,6,100%,0,0%,0,0%,0,0%
23,All Grades,2007,Asian,46,665,3,6.5%,12,26.1%,27,58.7%,4,8.7%,31,67.4%
23,All Grades,2007,Black,6133,644,578,9.4%,2990,48.8%,2439,39.8%,126,2.1%,2565,41.8%
23,All Grades,2007,Hispanic,1166,642,137,11.7%,553,47.4%,461,39.5%,15,1.3%,476,40.8%
23,All Grades,2007,White,35,628,6,17.1%,19,54.3%,9,25.7%,1,2.9%,10,28.6%
24,3,2007,Asian,663,675,33,5%,104,15.7%,459,69.2%,67,10.1%,526,79.3%
24,3,2007,Black,105,657,10,9.5%,36,34.3%,56,53.3%,3,2.9%,59,56.2%
24,3,2007,Hispanic,2285,651,301,13.2%,745,32.6%,1174,51.4%,65,2.8%,1239,54.2%
24,3,2007,White,614,674,31,5%,125,20.4%,381,62.1%,77,12.5%,458,74.6%
24,4,2007,Asian,745,672,37,5%,161,21.6%,463,62.1%,84,11.3%,547,73.4%
24,4,2007,Black,110,649,9,8.2%,42,38.2%,59,53.6%,0,0%,59,53.6%
24,4,2007,Hispanic,2212,648,291,13.2%,828,37.4%,1050,47.5%,43,1.9%,1093,49.4%
24,4,2007,White,595,673,34,5.7%,103,17.3%,382,64.2%,76,12.8%,458,77%
24,5,2007,Asian,739,670,27,3.7%,152,20.6%,504,68.2%,56,7.6%,560,75.8%
24,5,2007,Black,111,659,3,2.7%,40,36%,65,58.6%,3,2.7%,68,61.3%
24,5,2007,Hispanic,2209,650,207,9.4%,865,39.2%,1083,49%,54,2.4%,1137,51.5%
24,5,2007,White,597,672,20,3.4%,128,21.4%,384,64.3%,65,10.9%,449,75.2%
24,6,2007,Asian,662,663,17,2.6%,211,31.9%,371,56%,63,9.5%,434,65.6%
24,6,2007,Black,106,642,5,4.7%,63,59.4%,36,34%,2,1.9%,38,35.8%
