BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-01173-0041,"436 STERLING PLACE
Brooklyn, NY
(40.67469228329191, -73.963891499671)",PROSPECT HEIGHTS,C6-WALK-UP,20,1911,16984,333565,19.64,1490000,88,3-00817-0001,"5319 6 AVENUE
Brooklyn, NY
(40.64196901132735, -74.00994677300899)",SUNSET PARK,C1-WALK-UP,16,1911,10460,205420,19.64,580000,55,3.25,3-01970-0001,"51 CLASSON AVENUE
Brooklyn, NY
(40.698595632508564, -73.96175221110734)",BEDFORD STUYVESANT,C1-WALK-UP,20,1930,14796,283167,19.14,1270000,86,0.9
3-01173-0048,"786 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",PROSPECT HEIGHTS,C6-WALK-UP,16,1910,8620,167055,19.38,747000,87,3-01162-0011,"633 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,7280,141084,19.38,631000,87,0.2,3-01162-0010,"635 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,6924,134098,19.37,599000,87,0.2
3-01173-0063,"415 ST JOHN'S PLACE
Brooklyn, NY
(40.67386036664465, -73.96408170426378)",PROSPECT HEIGHTS,C6-WALK-UP,15,1912,15612,263998,16.91,1070000,69,3-00975-0017,"390 2 STREET
Brooklyn, NY
(40.672989449654544, -73.98200742688056)",PARK SLOPE,C1-WALK-UP,16,1920,16752,326035,19.46,1460000,87,0.9,3-00312-0038,"251 KANE STREET
Brooklyn, NY
(40.685718503008644, -73.99513475265829)",COBBLE HILL,C1-WALK-UP,12,1910,11000,177926,16.18,724000,66,1.8
3-01173-0080,"365 ST JOHN'S PLACE
Brooklyn, NY
(40.674175135439455, -73.96558758679346)",PROSPECT HEIGHTS,C6-WALK-UP,16,1909,13385,226340,16.91,921000,69,3-00975-0017,"390 2 STREET
Brooklyn, NY
(40.672989449654544, -73.98200742688056)",PARK SLOPE,C1-WALK-UP,16,1920,16752,326035,19.46,1460000,87,0.9,3-00312-0038,"251 KANE STREET
Brooklyn, NY
(40.685718503008644, -73.99513475265829)",COBBLE HILL,C1-WALK-UP,12,1910,11000,177926,16.18,724000,66,1.8
3-01175-0021,"572 STERLING PLACE
Brooklyn, NY
(40.67379763346991, -73.95957121061804)",CROWN HEIGHTS,C6-WALK-UP,16,1915,11584,195885,16.91,797000,69,3-01162-0010,"635 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,6924,134098,19.37,599000,87,0.2,3-01162-0011,"633 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,7280,141084,19.38,631000,87,0.2
3-01176-0025,"388 ST JOHN'S PLACE
Brooklyn, NY
(40.673989610481506, -73.96497207434662)",PROSPECT HEIGHTS,C6-WALK-UP,16,1915,9688,141154,14.57,399000,41.2,3-02715-0007,"536 GRAHAM AVENUE
Brooklyn, NY
(40.72139993510656, -73.9469032523403)",GREENPOINT,C1-WALK-UP,16,1920,12672,184604,14.57,732000,58,3.45,3-01984-0011,"51 IRVING PLACE
Brooklyn, NY
(40.68351977611651, -73.95986894417466)",CLINTON HILL,C1-WALK-UP,14,1930,9180,153721,16.75,625000,68,0.8
3-01176-0032,"408 ST JOHN'S PLACE
Brooklyn, NY
(40.673873099011274, -73.96441467288109)",PROSPECT HEIGHTS,D4-ELEVATOR,36,1924,41800,594814,14.23,2360000,56,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,0.7,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,565241,15.11,1740000,46.5,1.9
3-01176-0036,"418 ST JOHN'S PLACE
Brooklyn, NY
(40.67381484330594, -73.96413597229079)",PROSPECT HEIGHTS,D4-ELEVATOR,36,1924,41600,591968,14.23,2350000,56,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,0.7,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,565241,15.11,1740000,46.5,1.9
3-01176-0047,"375 LINCOLN PLACE
Brooklyn, NY
(40.67302982047667, -73.96386014579524)",PROSPECT HEIGHTS,C6-WALK-UP,39,1921,36352,626344,17.23,2550000,70,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,590620,18.77,2400000,76,0.85,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,515470,15.7,2100000,64,0.25
3-01178-0057,"553 LINCOLN PLACE
Brooklyn, NY
(40.671662764938624, -73.95811361659234)",CROWN HEIGHTS,C6-WALK-UP,16,1911,18136,238307,13.14,896000,49.4,3-02495-0042,"1085 MANHATTAN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GREENPOINT,C1-WALK-UP,12,1931,13250,217697,16.43,668000,50,4.35,3-01281-0009,"1589 BEDFORD AVENUE
Brooklyn, NY
(40.66806387484246, -73.95600293757488)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,205656,15.58,836000,63,0.4
3-01178-0059,"547 LINCOLN PLACE
Brooklyn, NY
(40.67169414181146, -73.95826336984904)",CROWN HEIGHTS,C6-WALK-UP,16,1911,18136,238307,13.14,896000,49.4,3-02495-0042,"1085 MANHATTAN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GREENPOINT,C1-WALK-UP,12,1931,13250,217697,16.43,668000,50,4.35,3-01281-0009,"1589 BEDFORD AVENUE
Brooklyn, NY
(40.66806387484246, -73.95600293757488)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,205656,15.58,836000,63,0.4
3-01179-0017,"77 EASTERN PARKWAY
Brooklyn, NY
(40.672812889181536, -73.96615528228413)",PROSPECT HEIGHTS,C6-WALK-UP,40,1921,30610,527410,17.23,2150000,70,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,590620,18.77,2400000,76,0.8,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,515470,15.7,2100000,64,0.3
3-01179-0027,"338 LINCOLN PLACE
Brooklyn, NY
(40.67322543739682, -73.96505656541851)",PROSPECT HEIGHTS,C6-WALK-UP,59,1922,32855,566091,17.23,2300000,70,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,590620,18.77,2400000,76,0.8,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,515470,15.7,2100000,64,0.3
3-01179-0047,"135 EASTERN PARKWAY
Brooklyn, NY
(40.67235139812437, -73.96457035219336)",PROSPECT HEIGHTS,D4-ELEVATOR,186,1926,220000,3216400,14.62,12700000,58,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1323207,14.24,5250000,57,0.4,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1709714,15.01,6780000,60,1
3-01179-0061,"125 EASTERN PARKWAY
Brooklyn, NY
(40.67243792697735, -73.96483955306925)",PROSPECT HEIGHTS,D4-ELEVATOR,51,1923,50622,720351,14.23,2860000,56,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,565241,15.11,1740000,46.5,1.9
3-01179-0066,"115 EASTERN PARKWAY
Brooklyn, NY
(40.67252298059189, -73.96511055986892)",PROSPECT HEIGHTS,D4-ELEVATOR,40,1922,42798,609015,14.23,2410000,56,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,565241,15.11,1740000,46.5,1.9
3-01179-0085,"61 EASTERN PARKWAY
Brooklyn, NY
(40.67291983492794, -73.96660234230662)",PROSPECT HEIGHTS,D4-ELEVATOR,41,1930,49157,699504,14.23,2770000,56,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,565241,15.11,1740000,46.5,1.9
3-01179-0092,"55 EASTERN PARKWAY
Brooklyn, NY
(40.67295582213667, -73.96677312069188)",PROSPECT HEIGHTS,D4-ELEVATOR,47,1925,44100,627543,14.23,2490000,56,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,565241,15.11,1740000,46.5,1.9
3-01179-0096,"41 EASTERN PARKWAY
Brooklyn, NY
(40.67302677978393, -73.9671753184753)",PROSPECT HEIGHTS,D4-ELEVATOR,68,1926,125300,1783019,14.23,7070000,56,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1709714,15.01,6780000,60,1,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2390870,15.22,6750000,43,2.25
3-01179-0103,"400 LINCOLN PLACE
Brooklyn, NY
(40.67285054253677, -73.9632803645282)",PROSPECT HEIGHTS,C6-WALK-UP,46,1924,31080,535508,17.23,2180000,70,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,590620,18.77,2400000,76,0.8,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,515470,15.7,2100000,64,0.3
3-01179-0108,"175 EASTERN PARKWAY
Brooklyn, NY
(40.672045357264004, -73.96347896744648)",PROSPECT HEIGHTS,D4-ELEVATOR,78,1922,85000,1209550,14.23,4790000,56,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,565241,15.11,1740000,46.5,1.9
3-01181-0055,"321 EASTERN PARKWAY
Brooklyn, NY
(40.670928665676655, -73.9581156190285)",CROWN HEIGHTS,C6-WALK-UP,20,1920,20240,312910,15.46,1270000,63,3-01178-0075,"505 LINCOLN PLACE
Brooklyn, NY
(40.671963251969316, -73.95956819148196)",CROWN HEIGHTS,C1-WALK-UP,30,1920,25556,395141,15.46,1210000,47.3,0.05,3-01085-0037,"94 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98667016459306)",PARK SLOPE,C1-WALK-UP,30,1920,21195,317172,14.96,1260000,59,0.95
3-01181-0058,"315 EASTERN PARKWAY
Brooklyn, NY
(40.67097200882848, -73.9583153744239)",CROWN HEIGHTS,C6-WALK-UP,20,1920,20240,312910,15.46,1270000,63,3-01178-0075,"505 LINCOLN PLACE
Brooklyn, NY
(40.671963251969316, -73.95956819148196)",CROWN HEIGHTS,C1-WALK-UP,30,1920,25556,395141,15.46,1210000,47.3,0.05,3-01085-0037,"94 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98667016459306)",PARK SLOPE,C1-WALK-UP,30,1920,21195,317172,14.96,1260000,59,0.95
3-01189-0064,"27 CROWN STREET
Brooklyn, NY
(40.66750081868008, -73.96081806906795)",CROWN HEIGHTS,D4-ELEVATOR,58,1926,51000,725730,14.23,2050000,40.2,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,0.9,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,565241,15.11,1740000,46.5,1.7
3-01205-0020,"1152 PACIFIC STREET
Brooklyn, NY
(40.67805611614478, -73.953975457836)",CROWN HEIGHTS,C6-WALK-UP,18,1910,8000,68640,8.58,194000,24.25,3-01220-0078,"705 ST MARK'S AVENUE
Brooklyn, NY
(40.67519793490024, -73.94936910901949)",CROWN HEIGHTS,C1-WALK-UP,20,1900,17984,148547,8.26,490000,27.2,0.3,3-01226-0055,"767 PROSPECT PLACE
Brooklyn, NY
(40.6743866213736, -73.95100467176549)",CROWN HEIGHTS,C1-WALK-UP,40,1900,40144,347245,8.65,1140000,28.4,0.25
3-01206-0026,"1228 PACIFIC STREET
Brooklyn, NY
(40.67768635604457, -73.95094489939383)",CROWN HEIGHTS,C6-WALK-UP,12,1905,14120,174100,12.33,492000,34.8,3-01212-0059,"1061 BERGEN STREET
Brooklyn, NY
(40.676183159651096, -73.95108432272922)",CROWN HEIGHTS,C1-WALK-UP,16,1905,12520,152994,12.22,575000,45.9,0.05,3-01206-0066,"1151 DEAN STREET
Brooklyn, NY
(40.676991388540756, -73.95155551290638)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13716,172684,12.59,649000,47.3,0
3-01207-0028,"1304 PACIFIC STREET
Brooklyn, NY
(40.67751401581911, -73.94761856605831)",CROWN HEIGHTS,C6-WALK-UP,16,1945,16000,136640,8.54,386000,24.13,3-01243-0021,"1040 PARK PLACE
Brooklyn, NY
(40.6729853697115, -73.94305995760854)",CROWN HEIGHTS,C1-WALK-UP,23,1910,25484,193295,7.58,593000,23.27,0.4,3-01234-0023,"846 PROSPECT PLACE
Brooklyn, NY
(40.67420513179336, -73.948600875064)",CROWN HEIGHTS,C1-WALK-UP,20,1905,25680,172826,6.73,531000,20.68,0.25
3-01207-0072,"1197 DEAN STREET
Brooklyn, NY
(40.67689998299557, -73.94975038918474)",CROWN HEIGHTS,C6-WALK-UP,11,1910,5200,79116,15.21,223000,42.9,3-01391-0061,"1159 EASTERN PARKWAY
Brooklyn, NY
(40.66896639650202, -73.92993796811689)",CROWN HEIGHTS,C1-WALK-UP,16,1915,15800,246006,15.57,1000000,63,1.1,3-01281-0007,"1593 BEDFORD AVENUE
Brooklyn, NY
(40.66792298104712, -73.95604661465144)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,205656,15.58,836000,63,0.75
3-01208-0038,"1384 PACIFIC STREET
Brooklyn, NY
(40.677335363897576, -73.94453511207772)",CROWN HEIGHTS,C8-WALK-UP,23,1905,21200,186560,8.8,527000,24.86,3-01223-0076,"925 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94115238016353)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,161181,8.43,531000,27.8,0.3,3-01223-0078,"921 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94126413598582)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,192729,10.08,651000,34,0.3
3-01208-0041,"88 BROOKLYN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C8-WALK-UP,24,1905,20472,164390,8.03,464000,22.67,3-01223-0076,"925 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94115238016353)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,161181,8.43,531000,27.8,0.3,3-01223-0078,"921 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94126413598582)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,192729,10.08,651000,34,0.3
3-01208-0064,"1299 DEAN STREET
Brooklyn, NY
(40.676683827760456, -73.94593395582726)",CROWN HEIGHTS,D4-ELEVATOR,24,1913,22320,272480,12.21,770000,34.5,3-01212-0059,"1061 BERGEN STREET
Brooklyn, NY
(40.676183159651096, -73.95108432272922)",CROWN HEIGHTS,C1-WALK-UP,16,1905,12520,152994,12.22,575000,45.9,0.3,3-01217-0032,"988 BERGEN STREET
Brooklyn, NY
(40.67641988968603, -73.95405325062003)",CROWN HEIGHTS,C1-WALK-UP,18,1900,14936,184459,12.35,693000,46.4,0.45
3-01212-0065,"1055 BERGEN STREET
Brooklyn, NY
(40.67619617924446, -73.95133711983364)",CROWN HEIGHTS,C6-WALK-UP,16,1905,12628,101402,8.03,286000,22.65,3-01268-0027,"516 EASTERN PARKWAY
Brooklyn, NY
(40.669654735310665, -73.95132123000701)",CROWN HEIGHTS,C1-WALK-UP,16,1914,18200,147238,8.09,452000,24.84,0.5,3-01226-0055,"767 PROSPECT PLACE
Brooklyn, NY
(40.6743866213736, -73.95100467176549)",CROWN HEIGHTS,C1-WALK-UP,40,1900,40144,347245,8.65,1140000,28.4,0.1
3-01227-0068,"821 PROSPECT PLACE
Brooklyn, NY
(40.67429366174206, -73.94923103774408)",CROWN HEIGHTS,C8-WALK-UP,16,1900,12680,177266,13.98,501000,39.5,3-01230-0023,"950 ST MARK'S AVENUE
Brooklyn, NY
(40.67460842842397, -73.93983233149689)",CROWN HEIGHTS,C1-WALK-UP,16,1904,11382,172778,15.18,703000,62,0.45,3-01230-0021,"946 ST MARK'S AVENUE
Brooklyn, NY
(40.674607295488684, -73.94062172709936)",CROWN HEIGHTS,C1-WALK-UP,16,1905,11382,121332,10.66,410000,36,0.45
3-01228-0037,"840 ST MARK'S AVENUE
Brooklyn, NY
(40.67490428625807, -73.94491558371803)",CROWN HEIGHTS,D4-ELEVATOR,54,1926,66222,505936,7.64,1430000,21.59,3-01228-0060,"925 PROSPECT PLACE
Brooklyn, NY
(40.67410526763098, -73.94579605349558)",CROWN HEIGHTS,D1-ELEVATOR,82,1900,86804,657106,7.57,2020000,23.27,0,3-01420-0020,"826 CROWN STREET
Brooklyn, NY
(40.66513439961138, -73.93012083884531)",CROWN HEIGHTS,D1-ELEVATOR,47,1930,52764,580404,11,2050000,38.9,1.05
3-01230-0025,"952 ST MARK'S AVENUE
Brooklyn, NY
(40.6745669587304, -73.93978570806713)",CROWN HEIGHTS,C6-WALK-UP,40,1905,32450,357923,11.03,1010000,31.1,3-01237-0001,"205 KINGSTON AVENUE
Brooklyn, NY
(40.672928120701464, -73.94181639714837)",CROWN HEIGHTS,C1-WALK-UP,16,1905,9784,104003,10.63,351000,35.9,0.05,3-01252-0075,"1504 BEDFORD AVENUE
Brooklyn, NY
(40.67185733241222, -73.95468275627577)",CROWN HEIGHTS,C1-WALK-UP,17,1931,13797,172462,12.5,648000,47,0.8
3-01234-0001,"685 NOSTRAND AVENUE
Brooklyn, NY
(40.67378844784366, -73.95009479384825)",CROWN HEIGHTS,D4-ELEVATOR,27,1905,27070,216560,8,665000,24.57,3-01205-0022,"1154 PACIFIC STREET
Brooklyn, NY
(40.67804023580887, -73.95389804119844)",CROWN HEIGHTS,D1-ELEVATOR,47,1926,35784,378952,10.59,1280000,35.8,0.4,3-01228-0060,"925 PROSPECT PLACE
Brooklyn, NY
(40.67410526763098, -73.94579605349558)",CROWN HEIGHTS,D1-ELEVATOR,82,1900,86804,657106,7.57,2020000,23.27,0.15
3-01235-0001,"913 PARK PLACE
Brooklyn, NY
(40.67329582739621, -73.94735669385513)",CROWN HEIGHTS,D4-ELEVATOR,78,1942,116310,1260800,10.84,4440000,38.2,3-01250-0060,"1025 ST JOHN'S PLACE
Brooklyn, NY
(40.67133723398739, -73.94429103443613)",CROWN HEIGHTS,D1-ELEVATOR,54,1910,68207,406513,5.96,1250000,18.33,0.2,3-01228-0060,"925 PROSPECT PLACE
Brooklyn, NY
(40.67410526763098, -73.94579605349558)",CROWN HEIGHTS,D1-ELEVATOR,82,1900,86804,657106,7.57,2020000,23.27,0.05
3-01235-0071,"941 PARK PLACE
Brooklyn, NY
(40.67323353751149, -73.94645971951498)",CROWN HEIGHTS,C6-WALK-UP,16,1905,10600,91948,8.67,260000,24.53,3-01280-0019,"1026 PRESIDENT STREET
Brooklyn, NY
(40.66865211894899, -73.95762585740917)",CROWN HEIGHTS,C1-WALK-UP,28,1923,22132,320914,14.5,1270000,57,0.7,3-01276-0013,"1236 UNION STREET
Brooklyn, NY
(40.66891342891697, -73.95004986215272)",CROWN HEIGHTS,C1-WALK-UP,16,1912,14940,237396,15.89,966000,65,0.4
3-01244-0025,"1125 STERLING PLACE
Brooklyn, NY
(40.6720718459208, -73.94132652858896)",CROWN HEIGHTS,C6-WALK-UP,24,1931,17304,138951,8.03,392000,22.65,3-01243-0013,"1014 PARK PLACE
Brooklyn, NY
(40.673024089099535, -73.94382918278427)",CROWN HEIGHTS,C1-WALK-UP,16,1910,20000,121600,6.08,373000,18.65,0.1,3-01233-0056,"817 PARK PLACE
Brooklyn, NY
(40.67347170364239, -73.95059011428158)",CROWN HEIGHTS,C1-WALK-UP,18,1905,10720,87260,8.14,268000,25,0.55
3-01249-0007,"960 STERLING PLACE
Brooklyn, NY
(40.67231984784863, -73.94685940559367)",CROWN HEIGHTS,D4-ELEVATOR,79,1937,92688,727601,7.85,2230000,24.06,3-01228-0060,"925 PROSPECT PLACE
Brooklyn, NY
(40.67410526763098, -73.94579605349558)",CROWN HEIGHTS,D1-ELEVATOR,82,1900,86804,657106,7.57,2020000,23.27,0.2,3-01267-0010,"410 EASTERN PARKWAY
Brooklyn, NY
(40.66985397806826, -73.95501985843623)",CROWN HEIGHTS,D1-ELEVATOR,72,1928,58200,580836,9.98,1960000,33.7,0.45
3-01252-0080,"1516 BEDFORD AVENUE
Brooklyn, NY
(40.67146716500379, -73.95481931486871)",CROWN HEIGHTS,C6-WALK-UP,16,1931,8932,110132,12.33,311000,34.8,3-01217-0032,"988 BERGEN STREET
Brooklyn, NY
(40.67641988968603, -73.95405325062003)",CROWN HEIGHTS,C1-WALK-UP,18,1900,14936,184459,12.35,693000,46.4,0.3,3-01206-0066,"1151 DEAN STREET
Brooklyn, NY
(40.676991388540756, -73.95155551290638)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13716,172684,12.59,649000,47.3,0.45
3-01261-0055,"469 EASTERN PARKWAY
Brooklyn, NY
(40.67021532455434, -73.95266436578731)",CROWN HEIGHTS,C6-WALK-UP,15,1915,15384,174609,11.35,616000,40,3-01254-0057,"745 LINCOLN PLACE
Brooklyn, NY
(40.67084851349249, -73.9518070251841)",CROWN HEIGHTS,D1-ELEVATOR,49,1910,49914,550052,11.02,1940000,38.9,0.05,3-01207-0021,"1296 PACIFIC STREET
Brooklyn, NY
(40.677533838120866, -73.94797769952532)",CROWN HEIGHTS,D1-ELEVATOR,76,1928,45264,495188,10.94,1750000,38.7,0.5
3-01261-0058,"465 EASTERN PARKWAY
Brooklyn, NY
(40.67022080044377, -73.95278812088844)",CROWN HEIGHTS,C6-WALK-UP,21,1915,20870,223309,10.7,631000,30.2,3-01254-0057,"745 LINCOLN PLACE
Brooklyn, NY
(40.67084851349249, -73.9518070251841)",CROWN HEIGHTS,D1-ELEVATOR,49,1910,49914,550052,11.02,1940000,38.9,0.05,3-01207-0021,"1296 PACIFIC STREET
Brooklyn, NY
(40.677533838120866, -73.94797769952532)",CROWN HEIGHTS,D1-ELEVATOR,76,1928,45264,495188,10.94,1750000,38.7,0.5
3-01263-0009,"876 LINCOLN PLACE
Brooklyn, NY
(40.67062232339088, -73.94752644497437)",CROWN HEIGHTS,C6-WALK-UP,16,1905,9000,82710,9.19,234000,26,3-01240-0017,"778 PARK PLACE
Brooklyn, NY
(40.67347659276149, -73.95191246949497)",CROWN HEIGHTS,C1-WALK-UP,20,1906,17244,160196,9.29,528000,30.6,0.35,3-01261-0051,"481 EASTERN PARKWAY
Brooklyn, NY
(40.670198896887136, -73.95229310050868)",CROWN HEIGHTS,C1-WALK-UP,16,1920,15372,154796,10.07,523000,34,0.3
