BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-05628-0008,"30 CAROLL STREET
Bronx, NY
(40.845132429039914, -73.78887376627283)",CITY ISLAND,C6-WALK-UP,12,1920,6480,105624,16.3,418000,65,2-03143-0172,"2245 WEBSTER AVENUE
Bronx, NY
(40.85518064592971, -73.89631471194755)",FORDHAM,C1-WALK-UP,12,1911,9684,120466,12.44,416000,43,5.6,2-05333-0106,"1235 BRADFORD AVENUE
Bronx, NY
(40.83600992763916, -73.8301710890001)",SCHUYLERVILLE/PELHAM BAY,C1-WALK-UP,13,1929,6510,106680,16.39,422000,65,2.25
2-05713-0107,"290 232 STREET
Bronx, NY
(40.88173654826802, -73.90689097515074)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,117,1966,122000,1409100,11.55,3300000,27,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1503878,11.7,5190000,40.4,0.25,2-05784-0340,"500 235 STREET
Bronx, NY
(40.885146854323175, -73.9074100072352)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,87,1954,92600,1164030,12.57,4020000,43.4,0.25
2-05714-0164,"3125 TIBBETT AVENUE
Bronx, NY
(40.8811423782939, -73.90813997060022)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,225,1961,234000,2398500,10.25,5610000,23.97,2-03248-0049,"2685 UNIVERSITY AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE/JEROME PARK,D7-ELEVATOR,193,1926,200000,2198634,10.99,6830000,34.2,0.95,2-05759-0573,"3411 IRWIN AVENUE
Bronx, NY
(40.88459684516846, -73.90553553287343)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,401,1962,345000,2432966,7.05,5700000,16.52,0.2
2-05716-0265,"2465 PALISADE AVENUE
Bronx, NY
(40.879993624529064, -73.92218235239513)",RIVERDALE,D4-ELEVATOR,69,1958,85117,957566,11.25,2980000,35,2-05787-0154,"3300 NETHERLAND AVENUE
Bronx, NY
(40.884527192657444, -73.91130831822178)",RIVERDALE,D7-ELEVATOR,67,1941,81880,641023,7.83,1650000,20.15,0.7,2-05907-0352,"3800 INDEPENDENCE AVENUE
Bronx, NY
(40.88902869894345, -73.91297848149154)",RIVERDALE,D1-ELEVATOR,72,1970,84925,1051024,12.38,3630000,42.7,0.9
2-05716-0362,"2400 JOHNSON AVENUE
Bronx, NY
(40.876735383105775, -73.91892853625143)",RIVERDALE,D4-ELEVATOR,130,1969,142000,1881500,13.25,6870000,48.4,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1461293,10.85,4540000,33.7,1.15,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1833978,13.69,6690000,49.9,0.8
2-05716-0500,"2500 JOHNSON AVENUE
Bronx, NY
(40.877230807922786, -73.91789903297085)",RIVERDALE,D4-ELEVATOR,339,1967,466400,6179800,13.25,22600000,48.5,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2971510,11.65,10300000,40.4,3.05,2-05909-0825,"630 246 STREET
Bronx, NY
(40.89230439985561, -73.91131352186585)",RIVERDALE,D3-ELEVATOR,403,1958,443283,8806810,19.87,38200000,86,1.05
2-05722-0445,"555 KAPPOCK STREET
Bronx, NY
(40.87818376934095, -73.91733002190821)",RIVERDALE,D4-ELEVATOR,412,1966,539000,6198500,11.5,21400000,39.7,2-05909-0825,"630 246 STREET
Bronx, NY
(40.89230439985561, -73.91131352186585)",RIVERDALE,D3-ELEVATOR,403,1958,443283,8806810,19.87,38200000,86,0.9,2-05759-0573,"3411 IRWIN AVENUE
Bronx, NY
(40.88459684516846, -73.90553553287343)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,401,1962,345000,2432966,7.05,5700000,16.52,0.6
2-05723-0042,"60 KNOLLS CRESCENT
Bronx, NY
(40.878673153127714, -73.91819345508162)",RIVERDALE,D4-ELEVATOR,244,1953,237800,2758480,11.6,9520000,40,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2971510,11.65,10300000,40.4,2.9,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,2849258,12.02,9830000,41.5,1
2-05723-0084,"25 KNOLLS CRESCENT
Bronx, NY
(40.8789696841341, -73.91711878656808)",RIVERDALE,D4-ELEVATOR,252,1954,247247,2868065,11.6,9890000,40,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2971510,11.65,10300000,40.4,2.9,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,2849258,12.02,9830000,41.5,1
2-05723-0094,"510 KAPPOCK STREET
Bronx, NY
(40.87753633096379, -73.91792310986001)",RIVERDALE,C6-WALK-UP,34,1948,43000,537500,12.5,1850000,43,2-05801-1054,"215 242 STREET
Bronx, NY
(40.88954824667313, -73.89871168674495)",VAN CORTLANDT PARK,C1-WALK-UP,33,1923,21660,297081,13.72,1080000,49.9,1.3,,,,,,,,,,,,
2-05724-0685,"601 KAPPOCK STREET
Bronx, NY
(40.87887822832911, -73.91673046598235)",RIVERDALE,D4-ELEVATOR,100,1960,129600,1503360,11.6,5190000,40,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,0.2,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0.45
2-05725-0767,"609 KAPPOCK STREET
Bronx, NY
(40.87904762361084, -73.91669349892328)",RIVERDALE,D4-ELEVATOR,66,1962,82500,907500,11,2820000,34.2,2-04221-0001,"2100 EASTCHESTER ROAD
Bronx, NY
(40.856145150899465, -73.8439124998856)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,70,1963,81000,757659,9.35,2160000,26.7,4.2,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,0.1
2-05725-0776,"629 KAPPOCK STREET
Bronx, NY
(40.87956024853345, -73.91676098719627)",RIVERDALE,D4-ELEVATOR,100,1961,130570,1501555,11.5,5180000,39.7,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,0.1,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0.4
2-05726-0673,"2750 JOHNSON AVENUE
Bronx, NY
(40.87960321809112, -73.9124115607985)",RIVERDALE,D4-ELEVATOR,78,1964,93060,1102761,11.85,3800000,40.8,2-05904-0267,"600 239 STREET
Bronx, NY
(40.88957945719757, -73.91117478584692)",RIVERDALE,D1-ELEVATOR,90,1956,98681,1233096,12.5,4250000,43.1,0.6,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,0.35
2-05736-0006,"3050 FAIRFIELD AVENUE
Bronx, NY
(40.882630194345474, -73.9145567923864)",RIVERDALE,D4-ELEVATOR,73,1958,111000,1276500,11.5,4400000,39.6,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1108525,10.17,3160000,29,0.1,2-04222-0093,"1545 RHINELANDER AVENUE
Bronx, NY
(40.85582386413676, -73.84149069361773)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1962,112339,1316992,11.72,4540000,40.4,4.15
2-05737-0061,"640 231 STREET
Bronx, NY
(40.88325976808199, -73.91465765694923)",RIVERDALE,D4-ELEVATOR,61,1953,72800,855400,11.75,2950000,40.5,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.35,,,,,,,,,,,,
2-05738-0353,"3015 RIVERDALE AVENUE
Bronx, NY
(40.88132962403102, -73.90960405226154)",RIVERDALE,D4-ELEVATOR,121,1941,125148,1195163,9.55,3410000,27.2,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1461293,10.85,4540000,33.7,0.55,2-05881-1086,"6655 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D7-ELEVATOR,92,1929,95000,837061,8.81,2160000,22.74,2.05
2-05738-0366,"3030 JOHNSON AVENUE
Bronx, NY
(40.88233806314699, -73.91086943690951)",RIVERDALE,D4-ELEVATOR,60,1966,64310,707410,11,2200000,34.2,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.3,2-05625-0065,"30 PILOT STREET
Bronx, NY
(40.840783040314655, -73.78645763842357)",CITY ISLAND,D1-ELEVATOR,79,1964,63000,652041,10.35,2030000,32.2,7.1
2-05739-0257,"3135 JOHNSON AVENUE
Bronx, NY
(40.883055378382835, -73.91064609835382)",RIVERDALE,D4-ELEVATOR,122,1953,141721,1544758,10.9,4800000,33.9,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1833978,13.69,6690000,49.9,0.35,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1503878,11.7,5190000,40.4,0.45
2-05742-0120,"3103 FAIRFIELD AVENUE
Bronx, NY
(40.88325653534675, -73.91432731399054)",RIVERDALE,D4-ELEVATOR,108,1949,108700,1173960,10.8,3650000,33.6,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1274936,11.38,4400000,39.3,5.1,,,,,,,,,,,,
2-05743-0002,"2530 INDEPENDENCE AVENUE
Bronx, NY
(40.88020401891918, -73.92148723035251)",RIVERDALE,D4-ELEVATOR,69,1961,79296,911904,11.5,3150000,39.7,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.75,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,946395,12.45,3270000,43,2.35
2-05743-0198,"2390 PALISADE AVENUE
Bronx, NY
(40.87998283235916, -73.92193811591589)",RIVERDALE,D4-ELEVATOR,60,1964,80214,934493,11.65,3220000,40.1,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.7,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,946395,12.45,3270000,43,2.3
2-05743-0203,"2550 INDEPENDENCE AVENUE
Bronx, NY
(40.88035295620323, -73.92083363513495)",RIVERDALE,D4-ELEVATOR,142,1959,200314,2403768,12,8290000,41.4,2-04222-0046,"1560 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,177,1960,184500,1831024,9.92,5220000,28.3,4.4,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,2849258,12.02,9830000,41.5,0.9
2-05744-0048,"750 KAPPOCK STREET
Bronx, NY
(40.881759500511656, -73.9197719501109)",RIVERDALE,D4-ELEVATOR,160,1953,209920,2414080,11.5,8330000,39.7,2-04161-0001,"1730 MULFORD AVENUE
Bronx, NY
(40.84627850842386, -73.83517281919039)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,285,1968,326000,3540204,10.86,11000000,33.7,5.1,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1503878,11.7,5190000,40.4,0.95
2-05745-0001,"2621 PALISADE AVENUE
Bronx, NY
(40.88178886634991, -73.92140725944232)",RIVERDALE,D4-ELEVATOR,180,1962,231154,2704501,11.7,9330000,40.4,2-04161-0001,"1730 MULFORD AVENUE
Bronx, NY
(40.84627850842386, -73.83517281919039)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,285,1968,326000,3540204,10.86,11000000,33.7,5.2,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1503878,11.7,5190000,40.4,1
2-05745-0012,"2727 PALISADE AVENUE
Bronx, NY
(40.88280475956938, -73.92029137660238)",RIVERDALE,D4-ELEVATOR,125,1955,194730,1966773,10.1,5610000,28.8,2-04161-0001,"1730 MULFORD AVENUE
Bronx, NY
(40.84627850842386, -73.83517281919039)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,285,1968,326000,3540204,10.86,11000000,33.7,5.2,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1833978,13.69,6690000,49.9,0.6
2-05745-0290,"2501 PALISADE AVENUE
Bronx, NY
(40.880534961738114, -73.9223807474589)",RIVERDALE,C6-WALK-UP,17,1927,28536,379528,13.3,1390000,48.7,2-05844-1935,"5431 SYLVAN AVENUE
Bronx, NY
(40.90234024583237, -73.89860942690258)",RIVERDALE,C1-WALK-UP,24,1972,18756,249512,13.3,911000,48.6,1.8,2-05798-0101,"3615 OXFORD AVENUE
Bronx, NY
(40.88687780488597, -73.90863158513936)",RIVERDALE,C1-WALK-UP,15,1980,7550,164391,21.77,714000,95,0.7
2-05745-0305,"2575 PALISADE AVENUE
Bronx, NY
(40.88137737251539, -73.92186414973085)",RIVERDALE,D4-ELEVATOR,143,1958,168962,1943063,11.5,6700000,39.7,2-04161-0001,"1730 MULFORD AVENUE
Bronx, NY
(40.84627850842386, -73.83517281919039)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,285,1968,326000,3540204,10.86,11000000,33.7,5.2,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1247910,11.67,4310000,40.3,0.75
2-05746-0584,"2601 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,69,1954,92171,1013881,11,3150000,34.2,2-04426-0017,"2440 OLINVILLE AVENUE
Bronx, NY
(40.86213754651548, -73.86843904349027)",BRONXDALE,D1-ELEVATOR,83,1965,95700,862834,9.02,2230000,23.3,2.95,2-05784-0340,"500 235 STREET
Bronx, NY
(40.885146854323175, -73.9074100072352)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,87,1954,92600,1164030,12.57,4020000,43.4,0.6
2-05747-0590,"2711 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,52,1953,82559,928788,11.25,2890000,35,2-05784-0340,"500 235 STREET
Bronx, NY
(40.885146854323175, -73.9074100072352)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,87,1954,92600,1164030,12.57,4020000,43.4,0.5,2-04320-0005,"2160 HOLLAND AVENUE
Bronx, NY
(40.855252698748316, -73.86569985948204)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,85,1930,82548,893517,10.82,2780000,33.7,3.25
2-05747-0605,"2734 INDEPENDENCE AVENUE
Bronx, NY
(40.88223717354416, -73.91766314113023)",RIVERDALE,D4-ELEVATOR,67,1970,83880,943650,11.25,2930000,34.9,2-05907-0352,"3800 INDEPENDENCE AVENUE
Bronx, NY
(40.88902869894345, -73.91297848149154)",RIVERDALE,D1-ELEVATOR,72,1970,84925,1051024,12.38,3630000,42.7,0.55,2-04319-0025,"2198 CRUGER AVENUE
Bronx, NY
(40.856594818694866, -73.86660537781049)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,88,1930,88386,972976,11.01,3020000,34.2,3.25
2-05748-0500,"3001 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,85,1934,140000,1505000,10.75,4680000,33.4,2-04321-0038,"2198 WALLACE AVENUE
Bronx, NY
(40.85663748038834, -73.86469935941818)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,85,1929,87810,883747,10.06,2520000,28.7,3.3,2-05769-0132,"3660 WALDO AVENUE
Bronx, NY
(40.88705423343436, -73.9041393720671)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,86,1940,72000,970734,13.48,3540000,49.2,0.65
2-05750-0357,"735 KAPPOCK STREET
Bronx, NY
(40.88138078936013, -73.91969540753021)",RIVERDALE,D4-ELEVATOR,69,1953,61538,707687,11.5,2440000,39.7,2-05761-0444,"3425 KINGSBRIDGE AVENUE
Bronx, NY
(40.88302762338282, -73.90349883524286)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,56,1964,69595,615638,8.85,1590000,22.85,0.75,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1247910,11.67,4310000,40.3,0.6
2-05758-0442,"315 232 STREET
Bronx, NY
(40.88206705438151, -73.90737392987303)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,72,1974,75747,871090,11.5,3010000,39.7,2-05625-0065,"30 PILOT STREET
Bronx, NY
(40.840783040314655, -73.78645763842357)",CITY ISLAND,D1-ELEVATOR,79,1964,63000,652041,10.35,2030000,32.2,7,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,1.7
2-05759-0364,"3240 RIVERDALE AVENUE
Bronx, NY
(40.88344483666345, -73.90777560949599)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,66,1970,67987,781850,11.5,2700000,39.7,2-05107-0003,"4769 WHITE PLAINS ROAD
Bronx, NY
(40.905195810038336, -73.84957211829096)",WAKEFIELD,D7-ELEVATOR,65,1965,55304,645740,11.68,2230000,40.3,3.25,,,,,,,,,,,,
2-05764-0642,"3475 GREYSTONE AVENUE
Bronx, NY
(40.88479951580435, -73.90695662584997)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,57,1957,61187,703650,11.5,2430000,39.7,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.15,2-05107-0003,"4769 WHITE PLAINS ROAD
Bronx, NY
(40.905195810038336, -73.84957211829096)",WAKEFIELD,D7-ELEVATOR,65,1965,55304,645740,11.68,2230000,40.3,3.2
2-05767-0798,"288 238 STREET
Bronx, NY
(40.88579899505827, -73.90215029023548)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,74,1962,69848,803252,11.5,2770000,39.7,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1108525,10.17,3160000,29,0.7,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,1.5
2-05770-0069,"3636 GREYSTONE AVENUE
Bronx, NY
(40.88612895419929, -73.90581209427079)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,92,1940,118214,1400835,11.85,4830000,40.9,2-05754-0090,"225 232 STREET
Bronx, NY
(40.88038240122977, -73.90433315088163)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,96,1929,87510,890888,10.18,2300000,26.3,0.4,2-05769-0132,"3660 WALDO AVENUE
Bronx, NY
(40.88705423343436, -73.9041393720671)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,86,1940,72000,970734,13.48,3540000,49.2,0.04
2-05771-0020,"3600 FIELDSTON ROAD
Bronx, NY
(40.88593784897645, -73.90695506697786)",RIVERDALE,D4-ELEVATOR,73,1941,86000,1019100,11.85,3520000,40.9,2-04320-0042,"2181 WALLACE AVENUE
Bronx, NY
(40.855980458220195, -73.86479542693924)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,72,1931,84588,862164,10.19,2680000,31.7,3,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,846289,11.9,2920000,41.1,0.3
2-05771-0041,"474 238 STREET
Bronx, NY
(40.88749291801432, -73.90605324691526)",RIVERDALE,D4-ELEVATOR,54,1939,76500,906525,11.85,3130000,40.9,2-04173-0029,"1610 MAHAN AVENUE
Bronx, NY
(40.84493269760481, -73.82766634471822)",SCHUYLERVILLE/PELHAM BAY,D7-ELEVATOR,57,1928,51000,606394,11.89,2090000,41,4.95,,,,,,,,,,,,
2-05777-0772,"3800 WALDO AVENUE
Bronx, NY
(40.887419086923295, -73.9038373443986)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,173,1966,154640,1762896,11.4,4130000,26.7,2-04178-0010,"3555 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,142,1960,112000,1274936,11.38,4400000,39.3,4.8,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1503878,11.7,5190000,40.4,0.35
2-05778-0879,"3875 WALDO AVENUE
Bronx, NY
(40.8886346893857, -73.90314679771674)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,105,1931,150000,1575000,10.5,4890000,32.6,2-03262-0077,"114 238 STREET
Bronx, NY
(40.883226556210396, -73.89783189488651)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,139,1928,115428,1314475,11.39,4530000,39.2,0.5,2-05754-0090,"225 232 STREET
Bronx, NY
(40.88038240122977, -73.90433315088163)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,96,1929,87510,890888,10.18,2300000,26.3,0.55
2-05779-0815,"3810 GREYSTONE AVENUE
Bronx, NY
(40.88827806749091, -73.90494041483724)",RIVERDALE,D4-ELEVATOR,44,1939,41068,441481,10.75,1370000,33.4,2-05700-0087,"226 KIMBERLY PLACE
Bronx, NY
(40.877731372449574, -73.90576548722044)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,41,1927,46053,422223,9.17,1200000,26.1,0.7,2-05781-1100,"3900 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,37,1928,37962,396156,10.44,1230000,32.4,0.15
2-05779-0820,"3840 GREYSTONE AVENUE
Bronx, NY
(40.88852064983552, -73.90484668984045)",RIVERDALE,D4-ELEVATOR,127,1951,186480,2358972,12.65,8140000,43.7,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,2849258,12.02,9830000,41.5,0.4,2-05920-0670,"3801 HUDSON MANOR TERRACE
Bronx, NY
(40.888545076653735, -73.91567337807614)",RIVERDALE,D1-ELEVATOR,135,1960,152400,2104803,13.81,7680000,50,0.55
2-05783-0300,"511 232 STREET
Bronx, NY
(40.88327437274115, -73.90929755115144)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,66,1937,69441,729130,10.5,2270000,32.7,2-05754-0072,"222 233 STREET
Bronx, NY
(40.881010920801245, -73.90383558339528)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1928,66270,695466,10.49,2160000,32.6,0.25,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,846289,11.9,2920000,41.1,0.45
