Company Name,Address,Address2,City,Category Name,URL,Hiring,Jobs URL,Why NYC
Collective[i],130 Madison Avenue,3rd Floor,New York,HQ'd in NY,http://www.collectivei.com/,true,http://www.collectivei.com/join-us/,
ioby.org,41 E. 11 St.,3rd floor,New York,HQ'd in NY,http://www.ioby.org,false,,"ioby thrives on New York City communities' passion for neighborhood-scale environmental action.
Founded in 2008, ioby (in our backyards) is a young, dynamic startup and the only online micro-philanthropic initiative that encourages local civic environmental action among neighbors.	
For the last two years, ioby has operated as a New York City pilot. We have leveraged the web tools on ioby.org to raise more than $250,000, fully funding more than 100 parks, garden, farms, water, rooftop, education, street tree, bee, bird and bike projects across the five boroughs. As of April 2012, ioby is now open to projects from across the country."
Bespoke Post,72 Allen Street,3rd Floor,New York,HQ'd in NY,http://bespokepost.com,true,http://bespokepost.com/jobs,
Sonar,32 E 31st Street,12th Fl,New York,HQ'd in NY,http://www.sonar.me,true,http://www.sonar.me/jobs,"We're in NYC because nowhere else on earth has a higher density of more interesting people to connect with. From our fantastic peers in the tech industry to creative folks in advertising, from bankers to publishers to supermodels... We couldn't imagine anywhere else that would give us more inspiration for building a future where connecting and collaborating with the people around you is easier and more fun than keeping to yourself."
charity: water,200 Varick St,Suite 201,New York,HQ'd in NY,http://www.charitywater.org,false,http://www.charitywater.org/about/jobs.php,"We're trying to reinvent charity through a powerful brand, 100% model, proof of our work through GPS and photos of projects, and digital innovation.

NYC is the core of our community, a place to find great talent and supporters."
BOLDstart Ventures,56 West 22nd Street,9th Floor,New York,Investors,http://boldstart.vc/,false,,
New York Public Radio,160 Varick St.,8th Floor,New York,HQ'd in NY,http://wnyc.org,true,http://www.wnyc.org/careers/listings/,"WNYC 93.9 FM and AM 820 are New York's flagship public radio stations, broadcasting the finest programs from NPR and Public Radio International, as well as a wide range of award-winning local programming.

WNYC.org

We continually strive to make the WNYC.org website a great experience for you. We've rolled out several features to make your visits to WNYC.org more fun and to make you a part of our online community."
DSTL It,1 Christopher St.,#5D,New York,HQ'd in NY,http://dstl.it,false,,"New York is the center of it all - and business is booming. We work at the intersection of new technology, social media and traditional broadcast to bring together the best ideas, aggregate audience and change the way the world we live in should function."
Cookstr,86 Chambers Street,Suite 704,New York,HQ'd in NY,http://cookstr.com,false,,
Material Wrld,175 Varick St,4,New York,HQ'd in NY,http://www.materialwrld.com,false,,Creative capital of the world!
DigitalUNYC,107 Grand St,4th,New York,HQ'd in NY,http://www.digitalunyc.com,false,,We provide digital strategy services to business schools and universities.
Knodes,22 w 21st St,8th,New York,HQ'd in NY,http://knod.es,true,http://knod.es/index/jobs,"We are powering the next generation of social applications with our Context API. Not derivative. Not herd mentality. ALL New York. New York uniqueness. New York hustle. NYC fosters community, rewards creativity, and encourages teams to build REAL businesses. We love NYC."
Playground Sessions,32 Avenue of the Americas,19th Floor,New York,HQ'd in NY,http://www.playgroundsessions.com,false,,"Playground Sessions is a new software application that teaches piano and music theory using popular songs, gaming elements and social connectivity. NYC is a perfect location because of the access to the music (artists, publishers, labels) and tech community."
TopMBACOnnect,107 Grand St,4th,New York,HQ'd in NY,http://www.topmbaconnect.com,false,,We are an interactive community of prospective MBA applicants interested in entrepreneurship and technology.
MusicXray,12 Desbrosses Street,,New York,HQ'd in NY,http://www.musicxray.com,false,,"Music Xray is facilitating a more efficient, lower cost, and less risky A&R process. Our growing platform enables the industry to open the doors of opportunity to musicians and songwriters everywhere and to harness the most powerful tools ever built specifically for those who conduct A&R. 

We help musicians and songwriters get deals and to get feedback from professionals who want to help them succeed. We help them access the gatekeepers in a way that makes it rewarding for both parties."
Percolate,481 Broadway,2nd Floor,New York,HQ'd in NY,http://percolate.com,false,http://percolate.com/jobs,Percolate is in NYC because it's the epicenter of the brands/media/advertising world. Plus it's awesome.
Curbed,36 Cooper Square,5th Floor,New York,HQ'd in NY,http://curbednetwork.com,true,http://curbednetwork.com/jobs,
NewlyWish,331 E92nd St,,New York,HQ'd in NY,http://www.NewlyWish.com,false,,"NewlyWish is an online registry and wedding-related gifting service, with the express purpose of helping couples create gift registries that truly reflect their personal styles. We've built a network of more than 50 shops in a single, easy-to-use website so that couples can create a registry that includes everything for their home, from kitchen equipment, to tabletop items, bed and bath linens and home dÌ©cor, as well as a range of unique experiences and less-traditional items such as food and wine, cooking and dancing lessons, artwork, museum memberships, and even tickets to the theater and sporting events. We are headquartered in NYC and even though we host a number of independent brick-n-mortar shops and service providers from around the country, our largest concentration of shops are in NYC."
CauseCart,68 Jay Street,718,Brooklyn,HQ'd in NY,http://www.causecart.com,false,,"CauseCart is on a mission to prove that good business and doing good are not mutually exclusive, and where better to do this but at the center of capitalism and business in the world, NYC!"
Luminate,175 Varick Street,5th Floor,New York,HQ'd in NY,http://www.luminate.com,false,,Sales/Advertising Office
Covestor,1370 Broadway,5th Floor,New York,HQ'd in NY,http://covestor.com,false,,
Tipping Point Workspace,86 Chambers Street,Suite 704,New York,Coworking / Incubators,http://www.tippingpointpartners.com/tipping-point-workspace/,false,,
Applico,220 East 23rd Street,5th Floor,New York,HQ'd in NY,http://www.applicoinc.com,true,http://www.applicoinc.com/careers/,"1. Talent
2. Growing Tech Start-up Scene
3. Opportunities around every corner
4. It's the center of the world!"
AppOrchard,86 Chambers Street,Suite 704,New York,HQ'd in NY,http://www.apporchard.com,false,,
FinLitTV LLC,717 Madison Avenue,4th Floor,New York,HQ'd in NY,http://FinLitTV.com,false,,NYC is hub for financial service (digital) platforms.
Tipping Point Partners,86 Chambers Street,Suite 704,New York,HQ'd in NY,http://www.tippingpointpartners.com,false,,
Fueled Collective,568 Broadway,11th Floor,New York,Coworking / Incubators,http://www.fueled.com,false,,
Konrad Group,369 Lexington Ave,Suite 310,New York,HQ'd in NY,http://www.konradgroup.com/,true,http://www.konradgroup.com/careers,"Konrad Group is expanding into NYC from Toronto to better serve our clients and partner with great consulting firms, agencies, startups and brands. If mobility happens to be an area of focus for 2012 - we'd love to hear your plans!"
MyFoodNow.com,421 E 72nd St,1A,New York,HQ'd in NY,http://www.myfoodnow.com,true,http://www.myfoodnow.com/contact.html,"We wouldn't want to do this anywhere else. As Frank Sinatra once famously sang, \""If I can make it there, I'll make it anywhere.\"" Online Food Ordering. Restaurant Solutions. Ever Evolving. Always Growing. With MyFoodNow.com, your mouth wins."
G2 USA,200 Fifth Avenue,5th Floor,New York,HQ'd in NY,http://g2.com/,true,http://g2.com/ww/index.html#/careers/,It's the capital of the world!
Chronopix,2107 Eighth Avenue,,New York,HQ'd in NY,http://www.chronopix.com,false,,We are a spin-off from research done at Columbia University.
Undercurrent,270 Lafayette St,,New York,HQ'd in NY,http://www.undercurrent.com,false,,
Morpheus Media: A CreatetheGroup Company,127 W. 26th St.,6th Floor,New York,HQ'd in NY,http://www.morpheusmedia.com,true,http://www.morpheusmedia.com/employment-opportunities.php,
RfI Studios,240 East 59th St.,2nd Floor,New York,HQ'd in NY,http://Rfistudios.com,false,,
Moda Operandi,72 Madison Ave,3,New York,HQ'd in NY,http://modaoperandi.com,true,http://www.linkedin.com/company/moda-operandi/careers,
Reboot,45 East 20th Street,5th Floor,New York,HQ'd in NY,http://www.thereboot.org,true,http://thereboot.org/about/careers/,"Home to numerous international organizations and forward-thinking digital agencies, NYC offers a unique landscape of cultural and socially focused groups that make us feel right at home!"
MatchPuppy ,419 Lafayette Street ,2nd Floor,New York,HQ'd in NY,http://www.matchpuppy.com/,false,,"Besides the fact that NYC is the dog capital of the world and has the most hydrants in a given block radius, we love the food!"
The Atavist,68 Jay Street,,Brooklyn,HQ'd in NY,http://atavist.net/,true,http://atavist.net/jobs,
Eyeview,10 W 18th street,6th Floor,New York,HQ'd in NY,http://www.eyeviewdigital.com,true,http://www.eyeviewdigital.com/careers.htm,
B Culture Media,36 East 23rd Streets,Suite 5F,New York,HQ'd in NY,http://www.bculturemedia.com,true,http://bculturemedia.com/#!contact2.html#,"B Culture Media (BCM) is headquartered in New York City, with a presence in Atlanta, GA. We're a group of marketing technologists; our goal is to deepen our client's relationships with their customers, build solutions using insight through data and robust technology in order to enable sales and marketing forces within organizations. Our subsidiary project, SHK Magazine, is a digital exploration into lifestyle categories; true innovation at its best!"
Blue State Digital,5 West 20th Street,Suite 100,New York,HQ'd in NY,http://bluestatedigital.com/,true,http://bluestatedigital.com/jobs,
SocialChorus,121 East 24th Street,11th Floor,New York,HQ'd in NY,http://www.socialchorus.com/,true,http://www.socialchorus.com/company/jobs,
RevTrax,276 Fifth Ave,Suite 608,New York,HQ'd in NY,http://www.RevTrax.com,false,,
She\'s the First,18th Street,,New York,HQ'd in NY,http://www.shesthefirst.org,false,,"We're using social media to create a social change, educating girls around the world so that they can get educated ,break barriers, and be the first to graduate! We're in NYC because it's the most well-connected, international, and innovative city we know."
ThinkBinder,500 Park Avenue,4th Floor,New York,HQ'd in NY,http://thinkbinder.com,false,,
Underground Eats,55 Washington St,728,Brooklyn,HQ'd in NY,http://www.undergroundeats.com,false,,Because it is te best city in the world to start a food-tech company.
OneBeat,260 Madison Avenue,Ground Floor,New York,HQ'd in NY,http://www.onebeat.tv,true,http://Facebook.com/onebeatchannel,The greatest city in the world which is one of the biggest melting pots brings together the best of the best. We are lucky enough to call NYC home and we would not trade it for any place else.
"GO TRY IT ON, INC",401 Broadway,2102,New York,HQ'd in NY,http://www.gotryiton.com,true,http://www.gotryiton.com/jobs/ios,
EquaMetrics Inc.,17 West 24th St.,4th Floor,New York,HQ'd in NY,http://www.EquaMetrics.com,true,http://www.EquaMetrics.com,
SnagFilms,430 West Broadway,2B,New York,HQ'd in NY,http://snagfilms.com,true,http://www.snagfilms.com/films/jobs/,
Taste Savant,149 Fifth Avenue,4th Floor,New York,HQ'd in NY,http://www.tastesavant.com,true,http://www.tastesavant.com/about,
"ividence, inc.",140 broadway,suite 4607,New York,HQ'd in NY,http://www.ividence.com,false,,
The Chapter Media,421 Seventh Ave,Suite 705,New York,HQ'd in NY,http://www.thechaptermedia.com,false,,
Vixely,245 East 63rd Street,,New York,HQ'd in NY,http://vixely.com/home/,false,,"Vixely is a new digital media company that speaks to women in the voice of our generation. Vixely is the first digital media company to produce and curate interactive media designed exclusively for the tablet. Gen Y women need a tasteful, trusted source for quality content on our most intimate and important topics. Being that NYC is the hub of the media world we couldn't be happier based here."
Netmining,32 Ave. of the Americas,5th Fl.,New York,HQ'd in NY,http://www.netmining.com,true,http://www.netmining.com/careers/,
CreativeWorx,902 Broadway,7th floor,New York,HQ'd in NY,http://creativeworx.com/,true,http://www.creativeworx.com/jobs,"NYC is the world&#39s creative center...with more advertising agencies, creative shops and global companies with creative service groups."
Wishbeans,175 Varick St,4Fl,New York,HQ'd in NY,http://www.wishbeans.com,false,,
RentHackr,175 Varick Street,4th Floor,New York,HQ'd in NY,http://renthackr.com,true,http://angel.co/renthackr#recruiting,"RentHackr is a community marketplace for renters to see what apartments currently cost and when theyÛªll become available. New York is probably the city that feels this pain the most, and urgently needs our solution. Who doesn't hate the apartment rental experience in NYC? #fuhgettaboutit"
Mediaocean,115 West 18th Street,,New York,HQ'd in NY,http://www.mediaocean.com,true,http://www.mediaocean.com/careers/,"NYC is the heart of the ad scene, the tech scene, and the cool scene. There's nowhere like it in the world, and nowhere like it to find talented tech folks. If you're interested in making the NYC & ad communities that much more exciting, come join the team here at Mediaocean."
Small Planet Digital,45 Main St.,510,Brooklyn,HQ'd in NY,http://www.smallplanet.com,true,,"To be physically near a wide variety of clients, and for the pizza of course."
Riparian Data,447 Broadway,Floor 2,New York,HQ'd in NY,http://ripariandata.com,true,http://ripariandata.com/jobs,"We're based in Boston, but set up an NYC office to capitalize on the vibrant digital analytics and media ecosystems."
Punkle,36 w25th st,15th,New York,HQ'd in NY,http://punkle.tv,false,,Because NYC rocks!
Berlin Cameron,100 Sixth Avenue,Suite 17,New York,HQ'd in NY,http://www.bc-p.com,false,,
Nerve,524 Broadway,403,New York,HQ'd in NY,http://www.nerve.com,true,http://www.nerve.com/jobs,"Nerve is run by creative, energetic people who gravitate towards energy, innovation and creative expression. Thus, we could only exist in NYC."
Noise,22 W 21 St.,Suite 401 + 404,New York,HQ'd in NY,http://www.noisenewyork.com,true,http://noisenewyork.com/#!/careers,
2tor Inc.,60 Chelsea Piers,Suite 6020,New York,HQ'd in NY,http://www.2tor.com,true,http://2tor.com/careers/,"2tor is proud to have an office in NYC, where some of the best tech talent is based."
New York Media,75 Varick St,4th,New York,HQ'd in NY,http://nymag.com,true,http://nymag.com/newyork/jobs/,"We were born in NYC more than 40 years ago as New York magazine, so New York is in our blood. In the past 5 years our digital business has grown to 35% of our company revenue with multiple digital brands."
EnergyHub,232 Third St,Suite C201,Brooklyn,HQ'd in NY,http://www.energyhub.com/,false,,
"Ballooning Nest Eggs, Inc.",451 West End Avenue,,New York,HQ'd in NY,http://www.ballooningnesteggs.com,true,,"One, NYC is the place I live and have for a long time. Secondly, we're a financial services web venture and NYC is the heart of this industry."
Concert Window,183 Mott Street,Suite 4B,New York,HQ'd in NY,http://www.concertwindow.com,false,,"It's the best city in the world and an inspiring, exciting environment for building a company."
OpenFin,86 Chambers Street,701,New York,HQ'd in NY,http://openf.in,false,,
The Birdy Inc,175 Varick St,4th Fl,New York,HQ'd in NY,http://thebirdy.com,false,,You can't get good bagels anywhere else.
Caravan Interactive,68 Jay Street,#1002,Brooklyn,HQ'd in NY,http://www.crvn.net,false,,
Criteo,50 West 17th Street,3rd Floor,New York,HQ'd in NY,http://www.criteo.com/us,true,http://www.criteo.com/us/jobs?coun=United%20States,"As a global company, we understand how important it is to have talented New Yorkers as part of our team. The dynamic, creative energy in NYC is a perfect fit for our innovative and quickly expanding company. New York is the epicenter of the online advertising industry on the media side and is frankly the best location in the US given our European headquarters."
VFILES,12 Mercer,,New York,HQ'd in NY,http://www.vfiles.com,false,,
The JAR Group,55 Washington Street,Suite #301,Brooklyn,HQ'd in NY,http://www.thejargroup.com,true,http://www.thejargroup.com/jobs/,"NYC's thriving creative & technology community creates a wonderful ecosystem of intelligent, driven individuals and the talent pool is second to none."
Avec,265 Canal Street,,New York,HQ'd in NY,http://avec.us/,false,,
Canvas,104 Fifth Avenue,10th Floor,New York,HQ'd in NY,http://www.canvas.is,true,http://canvas.is/#/join-us,
Grooveshark,254 W 31st St,4,New York,HQ'd in NY,http://www.grooveshark.com,true,http://www.grooveshark.com/careers,"Grooveshark is headquartered in Gainesville, FL. The New York branch was established in May of 2011 to serve our public facing initiatives as well as grow our advertising operation."
1stdibs.com,156 Fifth Avenue,2nd Floor,New York,HQ'd in NY,http://1stdibs.com,true,http://www.1stdibs.com/jobs/,
Pulse Advisory LLC,535 5th Ave,4th Floor,New York,Investors,http://www.pulseadvisory.com,false,,Great companies. Good people. Great city.
Integrate,14 Wall Street ,20th Floor,New York,HQ'd in NY,http://www.integrate.com,false,,
Bar & Club Stats,72 Allen Street,3rd Floor,New York,HQ'd in NY,http://www.barandclubstats.com/,true,,Center of the nightlife industry
Nimbo,30 Broad St,,New York,HQ'd in NY,http://www.nimbo.com,true,http://www.nimbo.com,"Nimbo was formed to focus on Cloud Computing. New York City is the heart of the best companies in the world. We're proud to be a thriving company in such a wonderful city, surrounded by great organizations and brilliant people."
Adsmobi,260 Madison Avenue,#8,New York,HQ'd in NY,http://www.adsmobi.com,false,http://www.adsmobi.com/jobs,"Our clients are full service, digital and mobile media buying agencies; the largest ones are here in NYC."
ValueClick,565 Fifth Ave,6th Floor,New York,HQ'd in NY,http://www.valueclick.com,true,http://www.valueclick.com/careers/jobs-at-the-click,
Raptor Ventures,401 W 14th St,4th floor,New York,Investors,http://raptorventures.com,false,,
Greenpeeps,East 9th Street,,New York,HQ'd in NY,http://www.greenpeeps.com,true,,
HD MADE,139 FULTON STREET,703,New York,HQ'd in NY,http://www.hdmade.com/,false,,
Yuuze.com,560 W 43rd st,,New York,HQ'd in NY,http://www.yuuze.com,false,,Fashion + Technology... what city can be better?
SheSpeaks,104 W. 27th St.,3rd,New York,HQ'd in NY,http://www.shespeaks.com,false,,
Global Strategy Group,895 Broadway,Fifth Floor,New York,HQ'd in NY,http://www.globalstrategygroup.com,true,http://www.globalstrategygroup.com/jobs,
DramaFever Inc.,72 Madison Avenue,12th Floor,New York,HQ'd in NY,http://www.dramafever.com,true,http://www.dramafever.com/careers/,"The buzz, the incredible talent, the resources, the partners and, of course, the food!"
New York Magazine,75 Varick St.,4th Floor,New York,HQ'd in NY,http://nymag.com/,true,http://nymag.com/newyork/jobs/,"You're kidding, right? Where else would we be."
Vitals,632 Broadway,301,New York,HQ'd in NY,http://www.vitals.com,false,,Vitals needed to be in NYC to have access to the talent and thought leadership that thrives in the city.
"Sonic Notify, Inc.",251 Fifth Avenue,,New York,HQ'd in NY,http://www.sonicnotify.com/,true,http://www.sonicnotify.com/jobs,
"SNAP Interactive, Inc.","462 7th Avenue New York, NY, 10018",4th Floor,New York,HQ'd in NY,http://www.snap-interactive.com,true,http://www.snap-interactive.com/jobs/job-openings,"NYC is where it's happening. Few other places in the world have people that are moving this fast and that demand this much from their products. If you can make an app for NYC, you can make an app for anywhere."
Yipit,3 West 18th Street,2nd Floor,New York,HQ'd in NY,http://yipit.com/,true,http://yipit.com/jobs/,
Bazaart,330 West 38 Street,Suite 300,New York,Coworking / Incubators,http://bazaart.co,false,,NY is one of world centers of technology and fashion. That's why we selected to participate in DreamIt startup accelerator.
MindSmack,311 West 43rd Street ,Penthouse,New York,HQ'd in NY,http://www.MindSmack.tv,false,,"Grew up in NYC, best place on earth."
Davis & Partners Worldwide,180 Varrick,,New York,HQ'd in NY,http://www.davisandpartners.net,false,,"Because New York is the center of the media universe. It is home to the best and brightest talent, the financial markets, the thought leadership that are the heartbeat of our industry. There is no place on Earth that equals it."
Point of Sale Inc,10 West 40th St.,Suite 510,New York,HQ'd in NY,http://www.erply.com,true,http://www.erply.com/careers/,
Funding Gates,333 W 39th St,,New York,HQ'd in NY,http://fundinggates.com,true,http://fundinggates.com/jobs,
Speakaboos,460 Park Avenue South,4th floor,New York,HQ'd in NY,http://www.speakaboos.com,false,,
ThomasNet.com,464 8th Ave.,8th Floor,New York,HQ'd in NY,http://www.ThomasNet.com,true,http://www.thomaspublishing.com/career-opportunities.html,Because it is the greatest city to work in.
Bonobos,45 West 25th Street,5th Floor,New York,HQ'd in NY,http://www.bonobos.com,true,http://bonobos.com/jobs,
Mediamorph,127 w 26th St,1000,New York,HQ'd in NY,http://mediamorph.com,true,http://www.mediamorph.com/about_us/careers/index.php,The top developers and media companies in the world are based in NYC - we need to be based where the action is!
Launch.it,One Little West 12th st,6th floor,New York,HQ'd in NY,http://www.Launch.it,false,,"It's the tech/startup/entrepreneur capital of the world. If you make it here, you can truly make it anywhere."
MKG,599 Broadway,4,New York,HQ'd in NY,http://www.thisismkg.com,true,http://thisismkg.com/jobs,Where else?
Breadcrumb,10 East 23rd Street,Suite 300,New York,HQ'd in NY,http://www.breadcrumbpos.com,false,,"a) We do restaurant technology. 
b) New York is the restaurant capital of the world. 
c) We do New York"
Cinchcast Inc.,475 Park Avenue South,19th Floor,New York,HQ'd in NY,http://www.cinchcast.com,true,http://cinchcast.com/about/join-the-team/,"Cinchcast provides solutions that allow companies to create, share, measure and monetize audio content to reach and engage the people that are most important to their business. New York is an amazing city to be in with a wealth of talented people and entrepreneurs. This makes it a perfect fit for us as a place to build the company."
TV Interactive Systems,1 Riverdale Ave,4,Bronx,HQ'd in NY,http://tvinteractivesystems.com,true,http://tvinteractivesystems.com/jobs.html,
Dish Freely,126 E 12th St.,,New York,HQ'd in NY,http://www.dishfreely.com,false,,"The best people work, live and eat here."
Appetizer Mobile LLC,115 West 45th Street,Suite 501,New York,HQ'd in NY,http://www.appetizermobile.com,false,,NYC is the technology and innovation central hub of the world.
LessonFace.com,410 Clinton Ave.,B3,Brooklyn,HQ'd in NY,http://www.lessonface.com,true,http://www.lessonface.com,"Where else? Honestly, it's where the founding team lived when the company was founded."
F+W Media,38 East 29th Street,4th Floor,New York,HQ'd in NY,http://www.fwmedia.com,false,,
"nuOctave, Inc.",41 Madison Ave.,31st Floor,New York,HQ'd in NY,http://www.nuOctave.com,true,http://careers.nuOctave.com,"Still feels like first mover advantage.
Best place in the world for business.
Plenty of big industries to disrupt.
Open data NYC. Growing tech communities!"
HORN,55 Broad Street,Floor 29,New York,HQ'd in NY,http://www.horngroup.com,true,http://www.horngroup.com/about/careers/,
Shift,33 Nassau Ave,"2nd Floor, Suite 01",Brooklyn,HQ'd in NY,http://shiftlabny.com,false,,"I mean, c'mon, where else is there?"
FX Junction,1979 Marcus Avenue,Suite 210,Queens,HQ'd in NY,https://www.fxjunction.com,false,,New York City puts the world at your fingertips.
Baking for Good,353 East 83rd Street,,New York,HQ'd in NY,http://bakingforgood.com,false,,
Night Agency,45 Howard street,2,New York,HQ'd in NY,http://nightagency.com,true,http://nightagency.com/about/careers,
CrowdTwist,110 E 23rd St,7th Floor,New York,HQ'd in NY,http://crowdtwist.com,true,http://crowdtwist.com/careers,to be close to consumer and media companies; access to creative talent
Topi,20 W 20 Street,2nd Floor,New York,HQ'd in NY,http://topi.com,true,http://topi.com/jobs,"Access to talented engineers, close to Europe, and not limited to techno crowd."
Bootsoft,129 West 29th Street,12th Floor,New York,HQ'd in NY,http://bootstrapsoftware.com/,true,http://bootstrapsoftware.com/jobs/,
Greenwich Harbor Parnters,330 Madison Avenue,923,New York,HQ'd in NY,http://www.greenwichharborpartners.com,false,,"Because it is the center of the world for media, technology, marketing and ad sales."
Want Me Get Me,261 Fifth Avenue,22nd Floor,New York,HQ'd in NY,http://www.wantmegetme.com,false,,"NYC is the media capital of the world and a lot of our business partnerships, as well as founding partners, are based in NY."
Ketup,155 Water St,409,Brooklyn,HQ'd in NY,http://www.ketup.com/,false,,
"Blood, Sweat & Cheers",12 Desbrosses Street,,New York,HQ'd in NY,http://www.bloodsweatandcheers.com,true,http://www.bloodsweatandcheers.com/national-jobs,"NYC media and tech propel culture around the world. The \""play culture\"" revolution started here in NYC and is spreading to the rest of the world. Blood, Sweat & Cheers is at the forefront of this movement, helping change the way people play."
Memberly,28 w. 27th St.,10F,New York,HQ'd in NY,http://member.ly,false,,It's the greatest place in the world.
SnakBlox,460 Park Ave South,4th Floor,New York,HQ'd in NY,http://www.snakblox.com,false,,NYC is the perfect place for a social media advertising and marketing platform. Very smart people. Clients are walking distance. Too many lunch spots to count. What's not to love?
Selectable Media,168 fifth ave,302,New York,HQ'd in NY,http://selectablemedia.com,true,http://selectablemedia.com/contact/,Selectable Media enables users to unlock digital content through video advertising. We work with digital ad agencies and NYC is the home of Madison Avenue.
Bytemark,275 Seventh Avenue,Suite 1501,New York,HQ'd in NY,http://www.bytemark.co,false,,We love the give and go that New York City offers. The sheer amount of people and events that exist in NYC offers the best test base in the world for any tech product. We're all from somewhere else and made this city home for a reason.
Intuary Inc.,349 5th Ave,7,New York,HQ'd in NY,http://www.farfaria.com,false,,"Our product is FarFaria, a subscription service for children's stories on the iPad. One of our founders is based in NYC and NYC is a huge publishing hub. It's a no brainer to be here."
SponsorPitch.com,243 5th Avenue,121,New York,HQ'd in NY,http://sponsorpitch.com,false,,"The top advertising agencies in the world are based in NYC. SponsorPitch.com is a platform that helps them find, research and share actionable ideas with sponsorship sellers throughout the world."
"EachScape, Inc.",36 E 20th Street,3rd Floor,New York,HQ'd in NY,http://www.eachscape.com,true,http://www.eachscape.com/site/jobs,The founders are all veterans of many NYC mobile and online startups. We love NY and the people and the companies in it. We work with many media and media-related businesses and find the best people and the best partners.
Crowdscore Labs Inc,545 5th Ave,2nd Floor,Brooklyn,HQ'd in NY,http://crowdsco.re,false,,"Crowdscore is an initiative focused primarily on local businesses, so where better to grow our roots than the dense community of NYC! We also believe NYC to be rich with brilliant and talented individuals and we look forward to working with many of them in the coming years."
Web Development Group NYC,160 Fenimore St,Studio 1 k,Brooklyn,HQ'd in NY,http://www.webdevelopmentgroup.org/,false,,
CarpeCultum,20 River Terrace,,New York,HQ'd in NY,http://www.carpecultum.com,false,,NYC is the place to bring the best in luxury goods via our e-commerce platform to customers worldwide.
Venmo,289 Seventh Avenue,4th Floor,New York,HQ'd in NY,https://venmo.com,true,https://venmo.com/info/jobs,"Venmo is a social payment app. There is no better city on earth for going out, hitting restaurants, bars, clubs, theater, etc. than NYC. We are based in NYC because Venmo makes paying for all the fun things that the city has to offer fast, fun and easy."
Unkasoft,1919 24th Avenue,,Queens,HQ'd in NY,http://www.unkasoft.com,false,,
PetFlow.com,1140 Broadway,1502,New York,HQ'd in NY,http://petflow.com,false,,
Cantora Labs,59 Franklin Street,#401,New York,Investors,http://www.cantoralabs.com,false,,
Weber Shandwick Digital,919 Third Avenue,15th Floor,New York,HQ'd in NY,http://www.webershandwickdigital.com/,true,http://www.webershandwickdigital.com/careers/,"We're global, but we love NY so much we made it our headquarters."
Studio One,625 Broadway,11th Floor,New York,HQ'd in NY,http://www.studioone.com,true,http://studioone.theresumator.com/,
DineB,4720 Center Blvd,#504,Queens,HQ'd in NY,http://dineb.com,false,,"Vibrant community, good place to start!"
Clothes Horse,110 East 23rd Street,Suite 802,New York,HQ'd in NY,http://www.clotheshor.se,false,,
3degrees,175 Varick Street,,New York,HQ'd in NY,http://www.3degreesnation.com,true,http://toprubyjobs.com/jobs/399-3degrees-cto-%252F-lead-rails-engineer,"I want to be a part of something special. The tech scene is growing daily - the momentum here is incredible. Also, the market is perfect for 3degrees. We're able to test out our product and create an amazing experience for New Yorkers."
Accelerator Ventures,430 West 14 Street,Suite 403,New York,Investors,http://www.acceleratorventures.com/,false,,Investments
AdTheorent,155 Avenue of the Americas,2nd Floor,New York,HQ'd in NY,http://www.adtheorent.com/,true,http://www.adtheorent.com/#careers,
LongTail Video,134 Fifth Avenue,5th floor,New York,HQ'd in NY,http://www.longtailvideo.com,true,http://www.longtailvideo.com/about/careers/,
Hello Pilgrim,304 Hudson Street,510,New York,HQ'd in NY,http://www.hellopilgrim.com,false,,"We work in media, design, travel and luxury... that's NYC!"
Change.org,64 Fulton Street,10th Floor,New York,HQ'd in NY,http://www.change.org,true,http://www.change.org/hiring,"Change.org is a social action platform that empowers anyone, anywhere to start, join, and win campaigns to change the world. We're in New York City because the city is teeming with social action, has a vibrant NGO community and great community of technologists who want to change the world via technology."
Red Paper Heart,195 Grand St,2,Brooklyn,HQ'd in NY,http://redpaperheart.com,true,http://redpaperheart.com,
McGraw-Hill Digital,2 Penn Plaza,12th floor,New York,HQ'd in NY,http://www.mcgraw-hill.com,true,http://www.mcgraw-hill.com/site/careers,"NYC is a melting pot of educators, learners, talent and technology."
Headliner.fm,10 Jay Street,901,Brooklyn,HQ'd in NY,http://headliner.fm,false,,NYC is the media center of the world.
charitybuzz,437 Fifth Avenue,11th Floor,New York,HQ'd in NY,http://www.charitybuzz.com,true,http://www.charitybuzz.com/jobs,"New York is where you can find a large percentage of our clients, bidders, donors, and therefore staff. It is where the action is. If you're going to change the world, New York is the best launching point."
C-vibes,154 Grand Street,S5-04,New York,HQ'd in NY,http://www.chumkee.com,false,,
Nestio,22 W 21st St,8,New York,HQ'd in NY,http://www.nestio.com,false,,"Amazing people, amazing opportunities."
"Mammalfish, Inc.",329 Gtand st,Ground floor,Brooklyn,HQ'd in NY,http://www.mammalfish.com,false,,
Broodr,50 West 72nd Street,Suite 1611,New York,HQ'd in NY,http://www.broodr.com,false,,Best place to live and work in the world.
ResponsiveAds,411 Lafayatte Street,6th,New York,HQ'd in NY,http://www.responsiveads.com,false,,"We are a next generation advertising company for the multi-screen and the cross-screen web experience. NYC is the best place in the world to create the next generation media and advertising company with the growth of Mobile and media.

Our co-founders moved from Vancouver, BC and Tel Aviv, Israel to be in NYC to create this breakthrough company"
