CSD,BOROUGH,GRADE LEVEL,PROGRAM TYPE,CORE SUBJECT,SERVICE CATEGORY,CLASS SIZE,NUMBER OF CLASSES,NUMBER OF STUDENTS,PERCENT OF STUDENTS IN DISTRICT / BOROUGH / GRADE / PROGRAM / SUBJECT
08,X,09-12,SPEC ED,MATH,-,>15,4,64,14%
08,X,09-12,SPEC ED,SCIENCE,-,8,2,16,4%
08,X,09-12,SPEC ED,SCIENCE,-,10,4,40,9%
08,X,09-12,SPEC ED,SCIENCE,-,11,5,55,12%
08,X,09-12,SPEC ED,SCIENCE,-,12,3,36,8%
08,X,09-12,SPEC ED,SCIENCE,-,13,1,13,3%
08,X,09-12,SPEC ED,SCIENCE,-,14,5,70,16%
08,X,09-12,SPEC ED,SCIENCE,-,15,6,90,20%
08,X,09-12,SPEC ED,SCIENCE,-,>15,7,120,27%
08,X,09-12,SPEC ED,SOCIAL STUDIES,-,6,2,12,2%
08,X,09-12,SPEC ED,SOCIAL STUDIES,-,7,1,7,1%
08,X,09-12,SPEC ED,SOCIAL STUDIES,-,10,3,30,6%
08,X,09-12,SPEC ED,SOCIAL STUDIES,-,11,6,66,13%
08,X,09-12,SPEC ED,SOCIAL STUDIES,-,12,4,48,10%
08,X,09-12,SPEC ED,SOCIAL STUDIES,-,13,4,52,11%
08,X,09-12,SPEC ED,SOCIAL STUDIES,-,14,13,182,37%
08,X,09-12,SPEC ED,SOCIAL STUDIES,-,15,4,60,12%
08,X,09-12,SPEC ED,SOCIAL STUDIES,-,>15,2,34,7%
09,X,0K,GEN ED / CTT / G&T,-,-,<15,4,39,1%
09,X,0K,GEN ED / CTT / G&T,-,-,15,2,30,1%
09,X,0K,GEN ED / CTT / G&T,-,-,16,1,16,1%
09,X,0K,GEN ED / CTT / G&T,-,-,17,3,51,2%
09,X,0K,GEN ED / CTT / G&T,-,-,18,7,126,5%
09,X,0K,GEN ED / CTT / G&T,-,-,19,8,152,6%
09,X,0K,GEN ED / CTT / G&T,-,-,20,13,260,9%
09,X,0K,GEN ED / CTT / G&T,-,-,21,18,378,14%
09,X,0K,GEN ED / CTT / G&T,-,-,22,14,308,11%
09,X,0K,GEN ED / CTT / G&T,-,-,23,16,368,13%
09,X,0K,GEN ED / CTT / G&T,-,-,24,12,288,10%
09,X,0K,GEN ED / CTT / G&T,-,-,25,19,475,17%
09,X,0K,GEN ED / CTT / G&T,-,-,26,5,130,5%
09,X,0K,GEN ED / CTT / G&T,-,-,27,2,54,2%
09,X,0K,GEN ED / CTT / G&T,-,-,28,2,56,2%
09,X,0K,GEN ED / CTT / G&T,-,-,29,1,29,1%
09,X,01,GEN ED / CTT / G&T,-,-,<15,4,50,2%
09,X,01,GEN ED / CTT / G&T,-,-,15,1,15,1%
09,X,01,GEN ED / CTT / G&T,-,-,16,1,16,1%
09,X,01,GEN ED / CTT / G&T,-,-,17,6,102,4%
09,X,01,GEN ED / CTT / G&T,-,-,18,7,126,4%
09,X,01,GEN ED / CTT / G&T,-,-,19,9,171,6%
09,X,01,GEN ED / CTT / G&T,-,-,20,8,160,6%
09,X,01,GEN ED / CTT / G&T,-,-,21,9,189,7%
09,X,01,GEN ED / CTT / G&T,-,-,22,11,242,8%
09,X,01,GEN ED / CTT / G&T,-,-,23,16,368,13%
09,X,01,GEN ED / CTT / G&T,-,-,24,15,360,12%
09,X,01,GEN ED / CTT / G&T,-,-,25,9,225,8%
09,X,01,GEN ED / CTT / G&T,-,-,26,11,286,10%
09,X,01,GEN ED / CTT / G&T,-,-,27,13,351,12%
09,X,01,GEN ED / CTT / G&T,-,-,28,5,140,5%
09,X,01,GEN ED / CTT / G&T,-,-,29,2,58,2%
09,X,01,GEN ED / CTT / G&T,-,-,30,1,30,1%
09,X,02,GEN ED / CTT / G&T,-,-,<15,3,31,1%
09,X,02,GEN ED / CTT / G&T,-,-,15,6,90,3%
09,X,02,GEN ED / CTT / G&T,-,-,16,4,64,2%
09,X,02,GEN ED / CTT / G&T,-,-,17,4,68,2%
09,X,02,GEN ED / CTT / G&T,-,-,18,11,198,7%
09,X,02,GEN ED / CTT / G&T,-,-,19,6,114,4%
09,X,02,GEN ED / CTT / G&T,-,-,20,9,180,6%
09,X,02,GEN ED / CTT / G&T,-,-,21,15,315,11%
09,X,02,GEN ED / CTT / G&T,-,-,22,11,242,8%
09,X,02,GEN ED / CTT / G&T,-,-,23,14,322,11%
09,X,02,GEN ED / CTT / G&T,-,-,24,19,456,16%
09,X,02,GEN ED / CTT / G&T,-,-,25,10,250,9%
09,X,02,GEN ED / CTT / G&T,-,-,26,6,156,5%
09,X,02,GEN ED / CTT / G&T,-,-,27,7,189,7%
09,X,02,GEN ED / CTT / G&T,-,-,28,3,84,3%
09,X,02,GEN ED / CTT / G&T,-,-,29,1,29,1%
09,X,02,GEN ED / CTT / G&T,-,-,31,1,31,1%
09,X,02,GEN ED / CTT / G&T,-,-,32,1,32,1%
09,X,03,GEN ED / CTT / G&T,-,-,<15,6,84,3%
09,X,03,GEN ED / CTT / G&T,-,-,15,3,45,2%
09,X,03,GEN ED / CTT / G&T,-,-,16,5,80,3%
09,X,03,GEN ED / CTT / G&T,-,-,17,4,68,3%
09,X,03,GEN ED / CTT / G&T,-,-,18,7,126,5%
09,X,03,GEN ED / CTT / G&T,-,-,19,4,76,3%
09,X,03,GEN ED / CTT / G&T,-,-,20,12,240,9%
09,X,03,GEN ED / CTT / G&T,-,-,21,7,147,5%
09,X,03,GEN ED / CTT / G&T,-,-,22,15,330,12%
09,X,03,GEN ED / CTT / G&T,-,-,23,9,207,8%
09,X,03,GEN ED / CTT / G&T,-,-,24,13,312,12%
09,X,03,GEN ED / CTT / G&T,-,-,25,9,225,8%
09,X,03,GEN ED / CTT / G&T,-,-,26,9,234,9%
09,X,03,GEN ED / CTT / G&T,-,-,27,8,216,8%
09,X,03,GEN ED / CTT / G&T,-,-,28,6,168,6%
09,X,03,GEN ED / CTT / G&T,-,-,30,2,60,2%
09,X,03,GEN ED / CTT / G&T,-,-,31,1,31,1%
09,X,03,GEN ED / CTT / G&T,-,-,32,1,32,1%
09,X,04,GEN ED / CTT / G&T,-,-,<15,4,38,1%
09,X,04,GEN ED / CTT / G&T,-,-,15,1,15,1%
09,X,04,GEN ED / CTT / G&T,-,-,16,1,16,1%
09,X,04,GEN ED / CTT / G&T,-,-,17,1,17,1%
09,X,04,GEN ED / CTT / G&T,-,-,18,2,36,1%
09,X,04,GEN ED / CTT / G&T,-,-,19,10,190,7%
09,X,04,GEN ED / CTT / G&T,-,-,20,8,160,6%
09,X,04,GEN ED / CTT / G&T,-,-,21,10,210,8%
09,X,04,GEN ED / CTT / G&T,-,-,22,10,220,9%
09,X,04,GEN ED / CTT / G&T,-,-,23,6,138,5%
09,X,04,GEN ED / CTT / G&T,-,-,24,16,384,15%
09,X,04,GEN ED / CTT / G&T,-,-,25,16,400,16%
09,X,04,GEN ED / CTT / G&T,-,-,26,8,208,8%
09,X,04,GEN ED / CTT / G&T,-,-,27,6,162,6%
09,X,04,GEN ED / CTT / G&T,-,-,28,5,140,5%
09,X,04,GEN ED / CTT / G&T,-,-,29,2,58,2%
09,X,04,GEN ED / CTT / G&T,-,-,30,1,30,1%
09,X,04,GEN ED / CTT / G&T,-,-,31,2,62,2%
09,X,04,GEN ED / CTT / G&T,-,-,32,2,64,3%
09,X,05,GEN ED / CTT / G&T,-,-,<15,4,45,2%
09,X,05,GEN ED / CTT / G&T,-,-,15,3,45,2%
09,X,05,GEN ED / CTT / G&T,-,-,16,5,80,3%
09,X,05,GEN ED / CTT / G&T,-,-,17,2,34,1%
09,X,05,GEN ED / CTT / G&T,-,-,18,3,54,2%
09,X,05,GEN ED / CTT / G&T,-,-,19,3,57,2%
09,X,05,GEN ED / CTT / G&T,-,-,20,9,180,7%
09,X,05,GEN ED / CTT / G&T,-,-,21,15,315,13%
09,X,05,GEN ED / CTT / G&T,-,-,22,15,330,14%
09,X,05,GEN ED / CTT / G&T,-,-,23,10,230,9%
09,X,05,GEN ED / CTT / G&T,-,-,24,10,240,10%
09,X,05,GEN ED / CTT / G&T,-,-,25,10,250,10%
09,X,05,GEN ED / CTT / G&T,-,-,26,9,234,10%
09,X,05,GEN ED / CTT / G&T,-,-,27,6,162,7%
09,X,05,GEN ED / CTT / G&T,-,-,28,1,28,1%
09,X,05,GEN ED / CTT / G&T,-,-,29,1,29,1%
09,X,05,GEN ED / CTT / G&T,-,-,30,2,60,2%
09,X,05,GEN ED / CTT / G&T,-,-,31,1,31,1%
09,X,05,GEN ED / CTT / G&T,-,-,32,1,32,1%
09,X,06,GEN ED / CTT / G&T,-,-,<15,7,89,3%
09,X,06,GEN ED / CTT / G&T,-,-,15,1,15,1%
09,X,06,GEN ED / CTT / G&T,-,-,16,2,32,1%
09,X,06,GEN ED / CTT / G&T,-,-,17,5,85,3%
09,X,06,GEN ED / CTT / G&T,-,-,18,2,36,1%
09,X,06,GEN ED / CTT / G&T,-,-,19,3,57,2%
09,X,06,GEN ED / CTT / G&T,-,-,20,5,100,4%
09,X,06,GEN ED / CTT / G&T,-,-,21,7,147,6%
09,X,06,GEN ED / CTT / G&T,-,-,22,3,66,3%
09,X,06,GEN ED / CTT / G&T,-,-,23,10,230,9%
09,X,06,GEN ED / CTT / G&T,-,-,24,9,216,8%
09,X,06,GEN ED / CTT / G&T,-,-,25,10,250,10%
09,X,06,GEN ED / CTT / G&T,-,-,26,13,338,13%
09,X,06,GEN ED / CTT / G&T,-,-,27,10,270,10%
09,X,06,GEN ED / CTT / G&T,-,-,28,7,196,8%
09,X,06,GEN ED / CTT / G&T,-,-,29,5,145,6%
09,X,06,GEN ED / CTT / G&T,-,-,30,7,210,8%
09,X,06,GEN ED / CTT / G&T,-,-,31,4,124,5%
09,X,07,GEN ED / CTT / G&T,-,-,<15,2,24,1%
09,X,07,GEN ED / CTT / G&T,-,-,15,2,30,1%
09,X,07,GEN ED / CTT / G&T,-,-,16,1,16,1%
09,X,07,GEN ED / CTT / G&T,-,-,18,3,54,2%
09,X,07,GEN ED / CTT / G&T,-,-,19,4,76,3%
09,X,07,GEN ED / CTT / G&T,-,-,20,5,100,4%
09,X,07,GEN ED / CTT / G&T,-,-,21,6,126,5%
09,X,07,GEN ED / CTT / G&T,-,-,22,4,88,3%
09,X,07,GEN ED / CTT / G&T,-,-,23,3,69,3%
09,X,07,GEN ED / CTT / G&T,-,-,24,10,240,9%
09,X,07,GEN ED / CTT / G&T,-,-,25,5,125,5%
09,X,07,GEN ED / CTT / G&T,-,-,26,9,234,9%
09,X,07,GEN ED / CTT / G&T,-,-,27,14,378,14%
09,X,07,GEN ED / CTT / G&T,-,-,28,5,140,5%
09,X,07,GEN ED / CTT / G&T,-,-,29,9,261,10%
09,X,07,GEN ED / CTT / G&T,-,-,30,9,270,10%
09,X,07,GEN ED / CTT / G&T,-,-,31,6,186,7%
09,X,07,GEN ED / CTT / G&T,-,-,32,4,128,5%
09,X,07,GEN ED / CTT / G&T,-,-,33,1,33,1%
09,X,07,GEN ED / CTT / G&T,-,-,34,1,34,1%
09,X,08,GEN ED / CTT / G&T,-,-,16,1,16,1%
09,X,08,GEN ED / CTT / G&T,-,-,17,2,34,1%
09,X,08,GEN ED / CTT / G&T,-,-,18,1,18,1%
09,X,08,GEN ED / CTT / G&T,-,-,19,3,57,2%
09,X,08,GEN ED / CTT / G&T,-,-,20,1,20,1%
09,X,08,GEN ED / CTT / G&T,-,-,21,5,105,4%
09,X,08,GEN ED / CTT / G&T,-,-,22,5,110,4%
09,X,08,GEN ED / CTT / G&T,-,-,23,3,69,3%
09,X,08,GEN ED / CTT / G&T,-,-,24,8,192,7%
09,X,08,GEN ED / CTT / G&T,-,-,25,10,250,9%
09,X,08,GEN ED / CTT / G&T,-,-,26,8,208,8%
09,X,08,GEN ED / CTT / G&T,-,-,27,11,297,11%
09,X,08,GEN ED / CTT / G&T,-,-,28,18,504,19%
09,X,08,GEN ED / CTT / G&T,-,-,29,6,174,6%
09,X,08,GEN ED / CTT / G&T,-,-,30,5,150,6%
09,X,08,GEN ED / CTT / G&T,-,-,31,5,155,6%
09,X,08,GEN ED / CTT / G&T,-,-,32,5,160,6%
09,X,08,GEN ED / CTT / G&T,-,-,33,2,66,2%
09,X,08,GEN ED / CTT / G&T,-,-,34,3,102,4%
09,X,0K-09,SPEC ED,-,12:1,<6,4,15,3%
09,X,0K-09,SPEC ED,-,12:1,6,1,6,1%
09,X,0K-09,SPEC ED,-,12:1,7,2,14,2%
09,X,0K-09,SPEC ED,-,12:1,8,2,16,3%
09,X,0K-09,SPEC ED,-,12:1,9,3,27,5%
09,X,0K-09,SPEC ED,-,12:1,10,9,90,15%
09,X,0K-09,SPEC ED,-,12:1,11,13,143,24%
09,X,0K-09,SPEC ED,-,12:1,12,19,228,39%
09,X,0K-09,SPEC ED,-,12:1,13,4,52,9%
09,X,0K-09,SPEC ED,-,12:1:1,<6,5,24,2%
09,X,0K-09,SPEC ED,-,12:1:1,7,6,42,4%
09,X,0K-09,SPEC ED,-,12:1:1,8,4,32,3%
09,X,0K-09,SPEC ED,-,12:1:1,9,15,135,12%
09,X,0K-09,SPEC ED,-,12:1:1,10,13,130,11%
09,X,0K-09,SPEC ED,-,12:1:1,11,24,264,23%
09,X,0K-09,SPEC ED,-,12:1:1,12,33,396,34%
09,X,0K-09,SPEC ED,-,12:1:1,13,9,117,10%
09,X,0K-09,SPEC ED,-,12:1:1,14,1,14,1%
09,X,0K-09,SPEC ED,-,12:1:1,>15,1,16,1%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,<15,18,219,3%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,15,5,75,1%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,16,5,80,1%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,17,13,221,3%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,18,7,126,2%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,19,7,133,2%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,20,10,200,2%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,21,14,294,4%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,22,15,330,4%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,23,12,276,3%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,24,24,576,7%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,25,24,600,7%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,26,31,806,10%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,27,26,702,9%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,28,33,924,11%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,29,18,522,6%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,30,26,780,10%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,31,19,589,7%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,32,12,384,5%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,33,3,99,1%
09,X,MS Core,GEN ED / CTT,ENGLISH,-,34,3,102,1%
09,X,MS Core,GEN ED / CTT,MATH,-,<15,10,122,1%
09,X,MS Core,GEN ED / CTT,MATH,-,15,1,15,0%
09,X,MS Core,GEN ED / CTT,MATH,-,16,6,96,1%
09,X,MS Core,GEN ED / CTT,MATH,-,17,10,170,2%
09,X,MS Core,GEN ED / CTT,MATH,-,18,11,198,2%
09,X,MS Core,GEN ED / CTT,MATH,-,19,7,133,2%
09,X,MS Core,GEN ED / CTT,MATH,-,20,10,200,2%
09,X,MS Core,GEN ED / CTT,MATH,-,21,16,336,4%
09,X,MS Core,GEN ED / CTT,MATH,-,22,19,418,5%
09,X,MS Core,GEN ED / CTT,MATH,-,23,12,276,3%
09,X,MS Core,GEN ED / CTT,MATH,-,24,34,816,10%
09,X,MS Core,GEN ED / CTT,MATH,-,25,32,800,9%
09,X,MS Core,GEN ED / CTT,MATH,-,26,41,1066,12%
09,X,MS Core,GEN ED / CTT,MATH,-,27,26,702,8%
09,X,MS Core,GEN ED / CTT,MATH,-,28,35,980,11%
09,X,MS Core,GEN ED / CTT,MATH,-,29,16,464,5%
09,X,MS Core,GEN ED / CTT,MATH,-,30,23,690,8%
09,X,MS Core,GEN ED / CTT,MATH,-,31,16,496,6%
09,X,MS Core,GEN ED / CTT,MATH,-,32,11,352,4%
09,X,MS Core,GEN ED / CTT,MATH,-,33,3,99,1%
09,X,MS Core,GEN ED / CTT,MATH,-,34,3,102,1%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,<15,10,122,2%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,15,1,15,0%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,16,5,80,1%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,17,10,170,2%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,18,11,198,3%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,19,7,133,2%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,20,10,200,3%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,21,14,294,4%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,22,18,396,5%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,23,10,230,3%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,24,32,768,10%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,25,28,700,9%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,26,33,858,11%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,27,26,702,9%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,28,30,840,11%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,29,14,406,5%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,30,23,690,9%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,31,15,465,6%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,32,12,384,5%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,33,2,66,1%
09,X,MS Core,GEN ED / CTT,SCIENCE,-,34,4,136,2%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,<15,15,182,2%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,15,4,60,1%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,16,5,80,1%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,17,12,204,3%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,18,8,144,2%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,19,7,133,2%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,20,9,180,2%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,21,14,294,4%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,22,17,374,5%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,23,11,253,3%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,24,26,624,8%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,25,31,775,10%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,26,32,832,10%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,27,27,729,9%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,28,32,896,11%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,29,15,435,5%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,30,23,690,9%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,31,19,589,7%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,32,10,320,4%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,33,2,66,1%
09,X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,34,3,102,1%
09,X,MS Core,SPEC ED,ENGLISH,-,<6,4,20,4%
09,X,MS Core,SPEC ED,ENGLISH,-,7,3,21,5%
09,X,MS Core,SPEC ED,ENGLISH,-,8,2,16,4%
09,X,MS Core,SPEC ED,ENGLISH,-,9,5,45,10%
09,X,MS Core,SPEC ED,ENGLISH,-,10,6,60,13%
09,X,MS Core,SPEC ED,ENGLISH,-,11,10,110,24%
09,X,MS Core,SPEC ED,ENGLISH,-,12,13,156,34%
09,X,MS Core,SPEC ED,ENGLISH,-,13,2,26,6%
09,X,MS Core,SPEC ED,MATH,-,<6,4,20,4%
09,X,MS Core,SPEC ED,MATH,-,7,3,21,5%
09,X,MS Core,SPEC ED,MATH,-,8,3,24,5%
09,X,MS Core,SPEC ED,MATH,-,9,4,36,8%
09,X,MS Core,SPEC ED,MATH,-,10,8,80,18%
09,X,MS Core,SPEC ED,MATH,-,11,11,121,27%
09,X,MS Core,SPEC ED,MATH,-,12,10,120,27%
09,X,MS Core,SPEC ED,MATH,-,13,2,26,6%
09,X,MS Core,SPEC ED,SCIENCE,-,<6,4,20,4%
09,X,MS Core,SPEC ED,SCIENCE,-,7,3,21,5%
09,X,MS Core,SPEC ED,SCIENCE,-,8,2,16,3%
09,X,MS Core,SPEC ED,SCIENCE,-,9,6,54,12%
09,X,MS Core,SPEC ED,SCIENCE,-,10,8,80,17%
09,X,MS Core,SPEC ED,SCIENCE,-,11,11,121,26%
09,X,MS Core,SPEC ED,SCIENCE,-,12,10,120,26%
09,X,MS Core,SPEC ED,SCIENCE,-,13,2,26,6%
09,X,MS Core,SPEC ED,SOCIAL STUDIES,-,<6,4,20,4%
09,X,MS Core,SPEC ED,SOCIAL STUDIES,-,7,3,21,5%
09,X,MS Core,SPEC ED,SOCIAL STUDIES,-,8,3,24,5%
09,X,MS Core,SPEC ED,SOCIAL STUDIES,-,9,5,45,10%
09,X,MS Core,SPEC ED,SOCIAL STUDIES,-,10,7,70,16%
09,X,MS Core,SPEC ED,SOCIAL STUDIES,-,11,10,110,24%
09,X,MS Core,SPEC ED,SOCIAL STUDIES,-,12,10,120,27%
09,X,MS Core,SPEC ED,SOCIAL STUDIES,-,13,2,26,6%
09,X,MS Core,SPEC ED,SOCIAL STUDIES,-,15,1,15,3%
09,X,09-12,GEN ED / CTT,ENGLISH,-,<15,53,628,5%
09,X,09-12,GEN ED / CTT,ENGLISH,-,15,12,180,2%
09,X,09-12,GEN ED / CTT,ENGLISH,-,16,9,144,1%
09,X,09-12,GEN ED / CTT,ENGLISH,-,17,17,289,2%
09,X,09-12,GEN ED / CTT,ENGLISH,-,18,13,234,2%
09,X,09-12,GEN ED / CTT,ENGLISH,-,19,20,380,3%
09,X,09-12,GEN ED / CTT,ENGLISH,-,20,16,320,3%
09,X,09-12,GEN ED / CTT,ENGLISH,-,21,23,483,4%
09,X,09-12,GEN ED / CTT,ENGLISH,-,22,29,638,5%
09,X,09-12,GEN ED / CTT,ENGLISH,-,23,18,414,4%
09,X,09-12,GEN ED / CTT,ENGLISH,-,24,42,1008,9%
09,X,09-12,GEN ED / CTT,ENGLISH,-,25,37,925,8%
09,X,09-12,GEN ED / CTT,ENGLISH,-,26,52,1352,12%
09,X,09-12,GEN ED / CTT,ENGLISH,-,27,29,783,7%
09,X,09-12,GEN ED / CTT,ENGLISH,-,28,28,784,7%
09,X,09-12,GEN ED / CTT,ENGLISH,-,29,18,522,4%
09,X,09-12,GEN ED / CTT,ENGLISH,-,30,19,570,5%
09,X,09-12,GEN ED / CTT,ENGLISH,-,31,19,589,5%
09,X,09-12,GEN ED / CTT,ENGLISH,-,32,10,320,3%
09,X,09-12,GEN ED / CTT,ENGLISH,-,33,11,363,3%
09,X,09-12,GEN ED / CTT,ENGLISH,-,34,17,578,5%
09,X,09-12,GEN ED / CTT,ENGLISH,-,>34,5,187,2%
09,X,09-12,GEN ED / CTT,MATH,-,<15,31,378,5%
09,X,09-12,GEN ED / CTT,MATH,-,15,10,150,2%
09,X,09-12,GEN ED / CTT,MATH,-,16,4,64,1%
09,X,09-12,GEN ED / CTT,MATH,-,17,11,187,3%
09,X,09-12,GEN ED / CTT,MATH,-,18,9,162,2%
09,X,09-12,GEN ED / CTT,MATH,-,19,15,285,4%
09,X,09-12,GEN ED / CTT,MATH,-,20,9,180,2%
09,X,09-12,GEN ED / CTT,MATH,-,21,15,315,4%
09,X,09-12,GEN ED / CTT,MATH,-,22,17,374,5%
09,X,09-12,GEN ED / CTT,MATH,-,23,11,253,3%
09,X,09-12,GEN ED / CTT,MATH,-,24,18,432,6%
09,X,09-12,GEN ED / CTT,MATH,-,25,16,400,5%
09,X,09-12,GEN ED / CTT,MATH,-,26,26,676,9%
09,X,09-12,GEN ED / CTT,MATH,-,27,16,432,6%
09,X,09-12,GEN ED / CTT,MATH,-,28,18,504,7%
09,X,09-12,GEN ED / CTT,MATH,-,29,14,406,6%
09,X,09-12,GEN ED / CTT,MATH,-,30,17,510,7%
09,X,09-12,GEN ED / CTT,MATH,-,31,10,310,4%
09,X,09-12,GEN ED / CTT,MATH,-,32,12,384,5%
09,X,09-12,GEN ED / CTT,MATH,-,33,12,396,5%
09,X,09-12,GEN ED / CTT,MATH,-,34,12,408,6%
09,X,09-12,GEN ED / CTT,MATH,-,>34,2,76,1%
09,X,09-12,GEN ED / CTT,SCIENCE,-,<15,42,514,5%
09,X,09-12,GEN ED / CTT,SCIENCE,-,15,8,120,1%
09,X,09-12,GEN ED / CTT,SCIENCE,-,16,12,192,2%
09,X,09-12,GEN ED / CTT,SCIENCE,-,17,16,272,3%
09,X,09-12,GEN ED / CTT,SCIENCE,-,18,14,252,3%
09,X,09-12,GEN ED / CTT,SCIENCE,-,19,20,380,4%
09,X,09-12,GEN ED / CTT,SCIENCE,-,20,13,260,3%
09,X,09-12,GEN ED / CTT,SCIENCE,-,21,17,357,4%
09,X,09-12,GEN ED / CTT,SCIENCE,-,22,20,440,4%
09,X,09-12,GEN ED / CTT,SCIENCE,-,23,22,506,5%
09,X,09-12,GEN ED / CTT,SCIENCE,-,24,20,480,5%
09,X,09-12,GEN ED / CTT,SCIENCE,-,25,24,600,6%
09,X,09-12,GEN ED / CTT,SCIENCE,-,26,27,702,7%
09,X,09-12,GEN ED / CTT,SCIENCE,-,27,25,675,7%
09,X,09-12,GEN ED / CTT,SCIENCE,-,28,24,672,7%
09,X,09-12,GEN ED / CTT,SCIENCE,-,29,19,551,6%
09,X,09-12,GEN ED / CTT,SCIENCE,-,30,15,450,5%
09,X,09-12,GEN ED / CTT,SCIENCE,-,31,19,589,6%
09,X,09-12,GEN ED / CTT,SCIENCE,-,32,21,672,7%
09,X,09-12,GEN ED / CTT,SCIENCE,-,33,17,561,6%
09,X,09-12,GEN ED / CTT,SCIENCE,-,34,13,442,4%
09,X,09-12,GEN ED / CTT,SCIENCE,-,>34,5,179,2%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,<15,31,379,4%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,15,9,135,1%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,16,15,240,2%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,17,8,136,1%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,18,8,144,1%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,19,12,228,2%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,20,20,400,4%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,21,17,357,4%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,22,18,396,4%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,23,23,529,5%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,24,26,624,6%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,25,33,825,8%
09,X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,26,20,520,5%
