Borough,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort,Total Regents Num,Total Regents Pct of cohort,Total Regents Pct of grads,Advanced Regents Num,Advanced Regents Pct of cohort,Advanced Regents Pct of grads,Regents w/o Advanced Num,Regents w/o Advanced Pct of cohort,Regents w/o Advanced Pct of grads,Local Num,Local Pct of cohort,Local Pct of grads,Still Enrolled Num,Still Enrolled Pct of cohort,Dropped Out Num,Dropped Out Pct of cohort
Manhattan,2006,4 Year August,English Language Proficient,"14,439","10,066",69.70%,"8,417",58.30%,83.60%,"2,622",18.20%,26.00%,"5,795",40.10%,57.60%,"1,649",11.40%,16.40%,"2,614",18.10%,"1,264",8.80%
Manhattan,2006,5 Year  June,English Language Proficient,"14,417","10,812",75.00%,"8,845",61.40%,81.80%,"2,634",18.30%,24.40%,"6,211",43.10%,57.40%,"1,967",13.60%,18.20%,969,6.70%,"2,021",14.00%
Manhattan,2006,5 Year August,English Language Proficient,"14,417","10,938",75.90%,"8,910",61.80%,81.50%,"2,634",18.30%,24.10%,"6,276",43.50%,57.40%,"2,028",14.10%,18.50%,875,6.10%,"1,982",13.70%
Manhattan,2007,4 Year  June,English Language Proficient,"14,244","9,437",66.30%,"8,512",59.80%,90.20%,"2,840",19.90%,30.10%,"5,672",39.80%,60.10%,925,6.50%,9.80%,"2,972",20.90%,"1,427",10.00%
Manhattan,2007,4 Year August,English Language Proficient,"14,244","10,073",70.70%,"8,928",62.70%,88.60%,"2,864",20.10%,28.40%,"6,064",42.60%,60.20%,"1,145",8.00%,11.40%,"2,362",16.60%,"1,403",9.80%
Queens,2001,4 Year  June,English Language Learner,"2,689",873,32.50%,362,13.50%,41.50%,136,5.10%,15.60%,226,8.40%,25.90%,512,19.00%,58.60%,"1,023",38.00%,673,25.00%
Queens,2001,5 Year,English Language Learner,"2,689","1,202",44.70%,445,16.50%,37.00%,156,5.80%,13.00%,289,10.70%,24.00%,762,28.30%,63.40%,358,13.30%,943,35.10%
Queens,2001,6 Year,English Language Learner,"2,689","1,314",48.90%,474,17.60%,36.10%,161,6.00%,12.30%,313,11.60%,23.80%,847,31.50%,64.50%,111,4.10%,"1,069",39.80%
Queens,2002,4 Year  June,English Language Learner,"1,963",476,24.20%,223,11.40%,46.80%,58,3.00%,12.20%,165,8.40%,34.70%,254,12.90%,53.40%,789,40.20%,614,31.30%
Queens,2002,5 Year,English Language Learner,"1,963",669,34.10%,297,15.10%,44.40%,79,4.00%,11.80%,218,11.10%,32.60%,374,19.10%,55.90%,341,17.40%,823,41.90%
Queens,2002,6 Year,English Language Learner,"1,963",769,39.20%,322,16.40%,41.90%,85,4.30%,11.10%,237,12.10%,30.80%,449,22.90%,58.40%,150,7.60%,906,46.20%
Queens,2003,4 Year  June,English Language Learner,"2,127",579,27.20%,314,14.80%,54.20%,112,5.30%,19.30%,202,9.50%,34.90%,265,12.50%,45.80%,857,40.30%,621,29.20%
Queens,2003,5 Year,English Language Learner,"2,127",889,41.80%,408,19.20%,45.90%,135,6.30%,15.20%,273,12.80%,30.70%,481,22.60%,54.10%,297,14.00%,818,38.50%
Queens,2003,6 Year,English Language Learner,"2,100",967,46.00%,424,20.20%,43.80%,136,6.50%,14.10%,288,13.70%,29.80%,543,25.90%,56.20%,94,4.50%,896,42.70%
Queens,2004,4 Year  June,English Language Learner,"2,456",919,37.40%,537,21.90%,58.40%,183,7.50%,19.90%,354,14.40%,38.50%,382,15.60%,41.60%,957,39.00%,523,21.30%
Queens,2004,5 Year,English Language Learner,"2,385","1,265",53.00%,670,28.10%,53.00%,217,9.10%,17.20%,453,19.00%,35.80%,595,24.90%,47.00%,238,10.00%,705,29.60%
Queens,2004,6 Year,English Language Learner,"2,385","1,349",56.60%,700,29.40%,51.90%,220,9.20%,16.30%,480,20.10%,35.60%,649,27.20%,48.10%,137,5.70%,790,33.10%
Queens,2005,4 Year  June,English Language Learner,"2,508","1,049",41.80%,630,25.10%,60.10%,202,8.10%,19.30%,428,17.10%,40.80%,419,16.70%,39.90%,827,33.00%,516,20.60%
Queens,2005,4 Year August,English Language Learner,"2,508","1,170",46.70%,661,26.40%,56.50%,205,8.20%,17.50%,456,18.20%,39.00%,509,20.30%,43.50%,706,28.10%,516,20.60%
Queens,2005,5 Year,English Language Learner,"2,465","1,351",54.80%,724,29.40%,53.60%,215,8.70%,15.90%,509,20.60%,37.70%,627,25.40%,46.40%,260,10.50%,721,29.20%
Queens,2005,6 Year,English Language Learner,"2,452","1,430",58.30%,747,30.50%,52.20%,217,8.80%,15.20%,530,21.60%,37.10%,683,27.90%,47.80%,110,4.50%,783,31.90%
Queens,2006,4 Year  June,English Language Learner,"2,598","1,168",45.00%,793,30.50%,67.90%,195,7.50%,16.70%,598,23.00%,51.20%,375,14.40%,32.10%,832,32.00%,497,19.10%
Queens,2006,4 Year August,English Language Learner,"2,598","1,328",51.10%,856,32.90%,64.50%,207,8.00%,15.60%,649,25.00%,48.90%,472,18.20%,35.50%,672,25.90%,497,19.10%
Queens,2006,5 Year  June,English Language Learner,"2,586","1,458",56.40%,911,35.20%,62.50%,210,8.10%,14.40%,701,27.10%,48.10%,547,21.20%,37.50%,276,10.70%,699,27.00%
Queens,2006,5 Year August,English Language Learner,"2,586","1,487",57.50%,919,35.50%,61.80%,210,8.10%,14.10%,709,27.40%,47.70%,568,22.00%,38.20%,253,9.80%,692,26.80%
Queens,2007,4 Year  June,English Language Learner,"2,734","1,219",44.60%,940,34.40%,77.10%,222,8.10%,18.20%,718,26.30%,58.90%,279,10.20%,22.90%,923,33.80%,514,18.80%
Queens,2007,4 Year August,English Language Learner,"2,734","1,387",50.70%,"1,021",37.30%,73.60%,227,8.30%,16.40%,794,29.00%,57.20%,366,13.40%,26.40%,758,27.70%,512,18.70%
Queens,2001,4 Year  June,English Language Proficient,"14,322","8,307",58.00%,"6,090",42.50%,73.30%,"2,558",17.90%,30.80%,"3,532",24.70%,42.50%,"2,226",15.50%,26.80%,"3,656",25.50%,"2,023",14.10%
Queens,2001,5 Year,English Language Proficient,"14,322","9,690",67.70%,"6,521",45.50%,67.30%,"2,583",18.00%,26.70%,"3,938",27.50%,40.60%,"3,184",22.20%,32.90%,"1,168",8.20%,"2,988",20.90%
Queens,2001,6 Year,English Language Proficient,"14,322","10,044",70.10%,"6,625",46.30%,66.00%,"2,586",18.10%,25.70%,"4,039",28.20%,40.20%,"3,452",24.10%,34.40%,408,2.80%,"3,369",23.50%
Queens,2002,4 Year  June,English Language Proficient,"16,299","9,393",57.60%,"7,027",43.10%,74.80%,"2,779",17.10%,29.60%,"4,248",26.10%,45.20%,"2,370",14.50%,25.20%,"4,172",25.60%,"2,202",13.50%
Queens,2002,5 Year,English Language Proficient,"16,299","11,076",68.00%,"7,774",47.70%,70.20%,"2,862",17.60%,25.80%,"4,912",30.10%,44.30%,"3,356",20.60%,30.30%,"1,457",8.90%,"3,111",19.10%
Queens,2002,6 Year,English Language Proficient,"16,299","11,509",70.60%,"7,886",48.40%,68.50%,"2,866",17.60%,24.90%,"5,020",30.80%,43.60%,"3,677",22.60%,31.90%,727,4.50%,"3,380",20.70%
Queens,2003,4 Year  June,English Language Proficient,"16,288","9,876",60.60%,"7,603",46.70%,77.00%,"3,283",20.20%,33.20%,"4,320",26.50%,43.70%,"2,273",14.00%,23.00%,"4,012",24.60%,"2,097",12.90%
Queens,2003,5 Year,English Language Proficient,"16,288","11,530",70.80%,"8,299",51.00%,72.00%,"3,342",20.50%,29.00%,"4,957",30.40%,43.00%,"3,231",19.80%,28.00%,"1,351",8.30%,"2,897",17.80%
Queens,2003,6 Year,English Language Proficient,"16,368","11,986",73.20%,"8,450",51.60%,70.50%,"3,346",20.40%,27.90%,"5,104",31.20%,42.60%,"3,536",21.60%,29.50%,545,3.30%,"3,133",19.10%
Queens,2004,4 Year  June,English Language Proficient,"16,269","10,003",61.50%,"7,913",48.60%,79.10%,"3,421",21.00%,34.20%,"4,492",27.60%,44.90%,"2,090",12.80%,20.90%,"4,044",24.90%,"1,982",12.20%
Queens,2004,5 Year,English Language Proficient,"16,477","11,682",70.90%,"8,712",52.90%,74.60%,"3,473",21.10%,29.70%,"5,239",31.80%,44.80%,"2,970",18.00%,25.40%,"1,240",7.50%,"2,688",16.30%
Queens,2004,6 Year,English Language Proficient,"16,512","12,169",73.70%,"8,896",53.90%,73.10%,"3,473",21.00%,28.50%,"5,423",32.80%,44.60%,"3,273",19.80%,26.90%,887,5.40%,"2,920",17.70%
Queens,2005,4 Year  June,English Language Proficient,"17,003","10,814",63.60%,"8,660",50.90%,80.10%,"3,416",20.10%,31.60%,"5,244",30.80%,48.50%,"2,154",12.70%,19.90%,"3,608",21.20%,"1,919",11.30%
Queens,2005,4 Year August,English Language Proficient,"17,003","11,445",67.30%,"8,963",52.70%,78.30%,"3,432",20.20%,30.00%,"5,531",32.50%,48.30%,"2,482",14.60%,21.70%,"2,978",17.50%,"1,918",11.30%
Queens,2005,5 Year,English Language Proficient,"17,216","12,349",71.70%,"9,404",54.60%,76.20%,"3,458",20.10%,28.00%,"5,946",34.50%,48.10%,"2,945",17.10%,23.80%,"1,221",7.10%,"2,930",17.00%
Queens,2005,6 Year,English Language Proficient,"17,230","12,811",74.40%,"9,566",55.50%,74.70%,"3,460",20.10%,27.00%,"6,106",35.40%,47.70%,"3,245",18.80%,25.30%,656,3.80%,"3,071",17.80%
Queens,2006,4 Year  June,English Language Proficient,"16,960","11,297",66.60%,"9,492",56.00%,84.00%,"3,442",20.30%,30.50%,"6,050",35.70%,53.60%,"1,805",10.60%,16.00%,"3,440",20.30%,"1,759",10.40%
Queens,2006,4 Year August,English Language Proficient,"16,960","12,050",71.00%,"9,896",58.30%,82.10%,"3,474",20.50%,28.80%,"6,422",37.90%,53.30%,"2,154",12.70%,17.90%,"2,691",15.90%,"1,755",10.30%
Queens,2006,5 Year  June,English Language Proficient,"17,160","12,833",74.80%,"10,306",60.10%,80.30%,"3,486",20.30%,27.20%,"6,820",39.70%,53.10%,"2,527",14.70%,19.70%,"1,078",6.30%,"2,623",15.30%
Queens,2006,5 Year August,English Language Proficient,"17,160","12,979",75.60%,"10,368",60.40%,79.90%,"3,486",20.30%,26.90%,"6,882",40.10%,53.00%,"2,611",15.20%,20.10%,975,5.70%,"2,574",15.00%
Queens,2007,4 Year  June,English Language Proficient,"17,472","11,907",68.10%,"10,615",60.80%,89.10%,"3,628",20.80%,30.50%,"6,987",40.00%,58.70%,"1,292",7.40%,10.90%,"3,577",20.50%,"1,623",9.30%
Queens,2007,4 Year August,English Language Proficient,"17,472","12,756",73.00%,"11,122",63.70%,87.20%,"3,659",20.90%,28.70%,"7,463",42.70%,58.50%,"1,634",9.40%,12.80%,"2,753",15.80%,"1,609",9.20%
Staten Island,2001,4 Year  June,English Language Learner,171,42,24.60%,16,9.40%,38.10%,4,2.30%,9.50%,12,7.00%,28.60%,26,15.20%,61.90%,78,45.60%,38,22.20%
Staten Island,2001,5 Year,English Language Learner,171,65,38.00%,17,9.90%,26.20%,4,2.30%,6.20%,13,7.60%,20.00%,48,28.10%,73.80%,30,17.50%,57,33.30%
Staten Island,2001,6 Year,English Language Learner,171,68,39.80%,17,9.90%,25.00%,4,2.30%,5.90%,13,7.60%,19.10%,51,29.80%,75.00%,20,11.70%,64,37.40%
Staten Island,2002,4 Year  June,English Language Learner,153,41,26.80%,17,11.10%,41.50%,4,2.60%,9.80%,13,8.50%,31.70%,24,15.70%,58.50%,64,41.80%,39,25.50%
Staten Island,2002,5 Year,English Language Learner,153,55,35.90%,19,12.40%,34.50%,4,2.60%,7.30%,15,9.80%,27.30%,37,24.20%,67.30%,34,22.20%,46,30.10%
Staten Island,2002,6 Year,English Language Learner,153,60,39.20%,19,12.40%,31.70%,4,2.60%,6.70%,15,9.80%,25.00%,42,27.50%,70.00%,18,11.80%,56,36.60%
Staten Island,2003,4 Year  June,English Language Learner,201,74,36.80%,46,22.90%,62.20%,5,2.50%,6.80%,41,20.40%,55.40%,28,13.90%,37.80%,73,36.30%,36,17.90%
Staten Island,2003,5 Year,English Language Learner,201,90,44.80%,51,25.40%,56.70%,6,3.00%,6.70%,45,22.40%,50.00%,39,19.40%,43.30%,33,16.40%,56,27.90%
Staten Island,2003,6 Year,English Language Learner,195,100,51.30%,53,27.20%,53.00%,6,3.10%,6.00%,47,24.10%,47.00%,47,24.10%,47.00%,9,4.60%,62,31.80%
Staten Island,2004,4 Year  June,English Language Learner,153,36,23.50%,15,9.80%,41.70%,2,1.30%,5.60%,13,8.50%,36.10%,21,13.70%,58.30%,70,45.80%,38,24.80%
Staten Island,2004,5 Year,English Language Learner,147,54,36.70%,17,11.60%,31.50%,2,1.40%,3.70%,15,10.20%,27.80%,37,25.20%,68.50%,16,10.90%,56,38.10%
Staten Island,2004,6 Year,English Language Learner,143,60,42.00%,17,11.90%,28.30%,2,1.40%,3.30%,15,10.50%,25.00%,43,30.10%,71.70%,9,6.30%,60,42.00%
Staten Island,2005,4 Year  June,English Language Learner,187,59,31.60%,25,13.40%,42.40%,3,1.60%,5.10%,22,11.80%,37.30%,34,18.20%,57.60%,59,31.60%,41,21.90%
Staten Island,2005,4 Year August,English Language Learner,187,66,35.30%,25,13.40%,37.90%,3,1.60%,4.50%,22,11.80%,33.30%,41,21.90%,62.10%,52,27.80%,41,21.90%
Staten Island,2005,5 Year,English Language Learner,182,76,41.80%,27,14.80%,35.50%,3,1.60%,3.90%,24,13.20%,31.60%,49,26.90%,64.50%,24,13.20%,53,29.10%
Staten Island,2005,6 Year,English Language Learner,180,79,43.90%,27,15.00%,34.20%,3,1.70%,3.80%,24,13.30%,30.40%,52,28.90%,65.80%,14,7.80%,57,31.70%
Staten Island,2006,4 Year  June,English Language Learner,153,74,48.40%,44,28.80%,59.50%,13,8.50%,17.60%,31,20.30%,41.90%,30,19.60%,40.50%,40,26.10%,24,15.70%
Staten Island,2006,4 Year August,English Language Learner,153,79,51.60%,45,29.40%,57.00%,13,8.50%,16.50%,32,20.90%,40.50%,34,22.20%,43.00%,35,22.90%,24,15.70%
Staten Island,2006,5 Year  June,English Language Learner,151,83,55.00%,46,30.50%,55.40%,13,8.60%,15.70%,33,21.90%,39.80%,37,24.50%,44.60%,19,12.60%,30,19.90%
Staten Island,2006,5 Year August,English Language Learner,151,83,55.00%,46,30.50%,55.40%,13,8.60%,15.70%,33,21.90%,39.80%,37,24.50%,44.60%,19,12.60%,30,19.90%
Staten Island,2007,4 Year  June,English Language Learner,138,45,32.60%,29,21.00%,64.40%,4,2.90%,8.90%,25,18.10%,55.60%,16,11.60%,35.60%,54,39.10%,31,22.50%
Staten Island,2007,4 Year August,English Language Learner,138,48,34.80%,29,21.00%,60.40%,4,2.90%,8.30%,25,18.10%,52.10%,19,13.80%,39.60%,51,37.00%,31,22.50%
Staten Island,2001,4 Year  June,English Language Proficient,"3,701","2,523",68.20%,"1,885",50.90%,74.70%,872,23.60%,34.60%,"1,013",27.40%,40.20%,639,17.30%,25.30%,708,19.10%,379,10.20%
Staten Island,2001,5 Year,English Language Proficient,"3,701","2,772",74.90%,"1,960",53.00%,70.70%,879,23.80%,31.70%,"1,081",29.20%,39.00%,819,22.10%,29.50%,198,5.30%,604,16.30%
Staten Island,2001,6 Year,English Language Proficient,"3,701","2,805",75.80%,"1,970",53.20%,70.20%,879,23.80%,31.30%,"1,091",29.50%,38.90%,847,22.90%,30.20%,111,3.00%,653,17.60%
Staten Island,2002,4 Year  June,English Language Proficient,"3,981","2,680",67.30%,"2,023",50.80%,75.50%,857,21.50%,32.00%,"1,166",29.30%,43.50%,659,16.60%,24.60%,780,19.60%,387,9.70%
Staten Island,2002,5 Year,English Language Proficient,"3,981","2,932",73.60%,"2,123",53.30%,72.40%,861,21.60%,29.40%,"1,262",31.70%,43.00%,827,20.80%,28.20%,349,8.80%,534,13.40%
Staten Island,2002,6 Year,English Language Proficient,"3,981","3,002",75.40%,"2,141",53.80%,71.30%,861,21.60%,28.70%,"1,280",32.20%,42.60%,879,22.10%,29.30%,188,4.70%,620,15.60%
Staten Island,2003,4 Year  June,English Language Proficient,"4,017","2,738",68.20%,"2,123",52.90%,77.50%,878,21.90%,32.10%,"1,245",31.00%,45.50%,615,15.30%,22.50%,846,21.10%,338,8.40%
Staten Island,2003,5 Year,English Language Proficient,"4,017","2,987",74.40%,"2,213",55.10%,74.10%,884,22.00%,29.60%,"1,329",33.10%,44.50%,774,19.30%,25.90%,317,7.90%,554,13.80%
Staten Island,2003,6 Year,English Language Proficient,"4,054","3,072",75.80%,"2,228",55.00%,72.50%,884,21.80%,28.80%,"1,344",33.20%,43.80%,844,20.80%,27.50%,146,3.60%,630,15.50%
Staten Island,2004,4 Year  June,English Language Proficient,"3,989","2,752",69.00%,"2,205",55.30%,80.10%,"1,027",25.70%,37.30%,"1,178",29.50%,42.80%,547,13.70%,19.90%,774,19.40%,343,8.60%
Staten Island,2004,5 Year,English Language Proficient,"4,126","3,086",74.80%,"2,321",56.30%,75.20%,"1,032",25.00%,33.40%,"1,289",31.20%,41.80%,765,18.50%,24.80%,212,5.10%,517,12.50%
Staten Island,2004,6 Year,English Language Proficient,"4,122","3,153",76.50%,"2,341",56.80%,74.20%,"1,032",25.00%,32.70%,"1,309",31.80%,41.50%,812,19.70%,25.80%,230,5.60%,568,13.80%
Staten Island,2005,4 Year  June,English Language Proficient,"4,273","3,039",71.10%,"2,442",57.10%,80.40%,"1,056",24.70%,34.70%,"1,386",32.40%,45.60%,597,14.00%,19.60%,699,16.40%,321,7.50%
Staten Island,2005,4 Year August,English Language Proficient,"4,273","3,126",73.20%,"2,482",58.10%,79.40%,"1,056",24.70%,33.80%,"1,426",33.40%,45.60%,644,15.10%,20.60%,612,14.30%,321,7.50%
Staten Island,2005,5 Year,English Language Proficient,"4,335","3,292",75.90%,"2,546",58.70%,77.30%,"1,056",24.40%,32.10%,"1,490",34.40%,45.30%,746,17.20%,22.70%,259,6.00%,530,12.20%
Staten Island,2005,6 Year,English Language Proficient,"4,332","3,367",77.70%,"2,570",59.30%,76.30%,"1,056",24.40%,31.40%,"1,514",34.90%,45.00%,797,18.40%,23.70%,149,3.40%,570,13.20%
Staten Island,2006,4 Year  June,English Language Proficient,"4,450","3,272",73.50%,"2,774",62.30%,84.80%,"1,179",26.50%,36.00%,"1,595",35.80%,48.70%,498,11.20%,15.20%,643,14.40%,390,8.80%
Staten Island,2006,4 Year August,English Language Proficient,"4,450","3,344",75.10%,"2,811",63.20%,84.10%,"1,181",26.50%,35.30%,"1,630",36.60%,48.70%,533,12.00%,15.90%,572,12.90%,389,8.70%
Staten Island,2006,5 Year  June,English Language Proficient,"4,495","3,478",77.40%,"2,868",63.80%,82.50%,"1,182",26.30%,34.00%,"1,686",37.50%,48.50%,610,13.60%,17.50%,245,5.50%,583,13.00%
Staten Island,2006,5 Year August,English Language Proficient,"4,495","3,495",77.80%,"2,873",63.90%,82.20%,"1,182",26.30%,33.80%,"1,691",37.60%,48.40%,622,13.80%,17.80%,237,5.30%,570,12.70%
Staten Island,2007,4 Year  June,English Language Proficient,"4,352","3,194",73.40%,"2,838",65.20%,88.90%,998,22.90%,31.20%,"1,840",42.30%,57.60%,356,8.20%,11.10%,684,15.70%,354,8.10%
Staten Island,2007,4 Year August,English Language Proficient,"4,352","3,282",75.40%,"2,892",66.50%,88.10%,999,23.00%,30.40%,"1,893",43.50%,57.70%,390,9.00%,11.90%,598,13.70%,351,8.10%
