BN,SCHOOL NAME,PROGRESS REPORT TYPE,2009-10 PROGRESS REPORT GRADE,2008-09 PROGRESS REPORT GRADE,2007-08 PROGRESS REPORT GRADE,2006-07 PROGRESS REPORT GRADE
X096,P.S. 096 Richard Rodgers,EMS,B,A,A,C
X097,P.S. 097 Bronx,EMS,B,C,C,B
X098,J.H.S. 098 Herman Ridder,EMS,A,A,A,A
X100,P.S. 100 Isaac Clason,EMS,C,B,B,C
X101,M.S. X101 Edward R. Byrne,EMS,C,C,B,B
X102,P.S. 102 Joseph O. Loretan,EMS,C,B,B,D
X103,P.S. 103 Hector Fontanez,EMS,B,A,C,C
X105,P.S. 105 Sen Abraham Bernstein,EMS,B,A,B,C
X106,P.S. 106 Parkchester,EMS,B,A,B,F
X107,P.S. 107,EMS,D,B,A,B
X108,P.S. 108 Philip J. Abinanti,EMS,C,B,B,C
X109,P.S. 109 Sedgwick,EMS,A,A,B,B
X110,P.S. 110 Theodore Schoenfeld,EMS,B,A,A,D
X111,P.S. 111 Seton Falls,EMS,C,A,B,B
X112,P.S. 112 Bronxwood,EMS,A,A,A,B
X114,P.S. X114 - Luis Llorens Torres Schools,EMS,B,A,D,B
X117,I.S. 117 Joseph H. Wade,EMS,B,A,B,B
X118,J.H.S. 118 William W. Niles,EMS,C,A,D,B
X119,P.S. 119,EMS,C,A,A,A
X121,P.S. 121 Throop,EMS,B,A,B,C
X123,J.H.S. 123 James M. Kieran,EMS,A,A,B,A
X125,J.H.S. 125 Henry Hudson,EMS,B,B,B,B
X126,P.S. 126 Dr Marjorie H Dunbar,EMS,B,A,B,A
X127,J.H.S. 127 The Castle Hill,EMS,B,A,A,D
X128,Mott Hall III,EMS,A,A,B,A
X129,P.S. 129 Twin Parks Upper,EMS,B,A,A,C
X130,P.S. 130 Abram Stevens Hewitt,EMS,C,B,C,F
X131,J.H.S. 131 Albert Einstein,EMS,C,B,B,C
X132,P.S. 132 Garret A. Morgan,EMS,B,B,C,D
X134,P.S. 134 George F. Bristow,EMS,B,A,C,C
X135,J.H.S. 135 Frank D. Whalen,EMS,None,None,None,None
X138,P.S. 138 Samuel Randall,EMS,C,A,A,C
X140,P.S. X140 The Eagle School,EMS,C,A,B,C
X141,Riverdale / Kingsbridge Academy (Middle School / H,EMS,D,B,C,C
X141,Riverdale / Kingsbridge Academy (Middle School / H,HS,A,A,A,A
X142,MS 142 John Philip Sousa,EMS,C,A,C,C
X144,J.H.S. 144 Michelangelo,EMS,C,A,B,C
X145,J.H.S. 145 Arturo Toscanini,EMS,B,A,B,B
X146,P.S. 146 Edward Collins,EMS,C,A,A,B
X150,P.S. 150 Charles James Fox,EMS,A,A,A,B
X151,J.H.S. 151 Lou Gehrig,EMS,A,A,B,B
X152,P.S. 152 Evergreen,EMS,A,A,A,A
X153,P.S. 153 Hellen Keller,EMS,B,A,B,C
X154,P.S. 154 Jonathan D. Hyatt,EMS,C,A,C,B
X156,Ps 156 Benjamin Banneker,EMS,None,None,None,F
X157,P.S. 157 Grove Hill,EMS,B,A,B,A
X159,P.S. 159 Luis Munoz Marin Biling,EMS,B,A,A,C
X160,P.S. 160 Walt Disney,EMS,C,A,A,B
X161,P.S. 161 Ponce De Leon,EMS,C,A,A,A
X162,J.H.S. 162 Lola Rodriguez De Tio,EMS,B,A,B,B
X163,P.S. 163 Arthur A. Schomburg,EMS,C,A,B,D
X165,Grand Concourse Charter School,EMS,B,A,B,None
X166,J.H.S. 166 Roberto Clemente,EMS,None,None,D,C
X168,P.S. 168,D75,D,None,None,None
X170,P.S. 170,EC,B,None,None,None
X174,I.S. 174 Eugene T. Maleska,EMS,None,None,None,None
X175,P.S. 175 City Island,EMS,C,A,C,B
X178,P.S. 178 - Dr. Selman Waksman,EMS,C,A,A,C
X179,P.S. 179,EMS,C,A,B,F
X180,M.S. 180 Dr. Daniel Hale Williams,EMS,B,A,B,B
X181,I.S. 181 Pablo Casals,EMS,B,A,B,B
X182,P.S. 182,EMS,B,A,A,F
X185,The Bronx Lighthouse Charter School,EMS,B,A,A,C
X186,P186X Walter J. Damrosch School,D75,F,None,None,None
X188,P.S. X188,D75,C,None,None,None
X189,Cornerstone Academy for Social Action,EMS,F,C,None,None
X190,E.S.M.T- I.S. 190,EMS,B,A,A,A
X192,I.S. 192 Piagentini-Jones,EMS,None,None,None,None
X194,PS/MS 194,EMS,B,A,B,C
X195,P.S. 195,EMS,C,A,B,C
X196,P.S. 196,EMS,B,A,C,B
X198,P.S. 198,EMS,None,None,F,C
X199,P.S. 199X - The Shakespeare School,EMS,A,A,C,B
X201,Ms 201X Scl Theatre Arts & Res,EMS,None,None,None,F
X203,M.S. 203,EMS,C,A,B,C
X204,P.S. 204 Morris Heights,EMS,A,A,A,B
X205,P.S. 205 Fiorello Laguardia,EMS,A,A,A,B
X206,I.S. 206 Ann Mersereau,EMS,B,A,A,D
X207,P.S. 207,EC,C,None,None,None
X209,P.S. 209,EC,A,None,None,None
X211,P.S. 211,EMS,A,A,A,C
X212,P.S. 212,EMS,C,A,C,B
X213,Bronx Engineering and Technology Academy,HS,A,B,A,None
X214,P.S. 214,EMS,B,A,B,B
X215,Kappa,EMS,B,A,A,A
X216,Business School for Entrepreneurial Studies,EMS,None,None,None,D
X217,School of Performing Arts,EMS,A,A,B,A
X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,EMS,A,A,C,A
X219,I.S. 219 New Venture School,EMS,B,A,D,B
X220,Ps 220 Mott Haven Village School,EMS,None,None,None,F
X221,South Bronx Preparatory: A College Board School,EMS,C,A,C,B
X221,South Bronx Preparatory: A College Board School,HS,A,A,A,None
X223,M.S. 223 The Laboratory School of Finance and Tech,EMS,A,A,A,B
X224,P.S. / I.S. 224,EMS,B,A,A,D
X225,Theatre Arts Production Company School,EMS,B,A,F,B
X225,Theatre Arts Production Company School,HS,A,A,None,None
X226,P.S. 226,EMS,D,B,B,B
X227,Bronx Expeditionary Learning High School,HS,C,C,B,None
X228,Jonas Bronck Academy,EMS,A,A,A,A
X229,I.S. 229 Roland Patterson,EMS,B,A,B,A
X230,P.S. 230 Dr Roland N. Patterson,EMS,C,A,F,C
X231,Eagle Academy for Young Men,HS,B,A,B,None
X232,I.S. 232,EMS,A,A,C,C
X236,P.S. 236 Langston Hughes,EC,B,None,None,None
X237,"The Marie Curie School for Medicine, Nursing, and ",EMS,None,None,F,B
X237,"The Marie Curie School for Medicine, Nursing, and ",HS,A,A,A,None
X239,Urban Assembly Academy for History and Citizenship,HS,F,C,B,None
X241,Urban Assembly School for Applied Math and Science,EMS,B,A,B,A
X241,Urban Assembly School for Applied Math and Science,HS,None,None,None,None
X242,Mott Hall V,EMS,A,A,A,A
X243,West Bronx Academy for the Future,EMS,C,A,C,B
X243,West Bronx Academy for the Future,HS,C,B,C,None
X244,The New School for Leadership and Journalism,EMS,B,A,B,B
X245,New Day Academy,EMS,C,C,C,D
X245,New Day Academy,HS,F,D,None,None
X246,P.S. 246 Poe Center,EMS,C,A,B,B
X248,"Metropolitan High School, The",HS,A,A,None,None
X249,Bronx Health Sciences High School,HS,A,A,A,None
X250,Eximius College Preparatory Academy: A College Boa,EMS,None,None,F,B
X250,Eximius College Preparatory Academy: A College Boa,HS,B,A,None,None
X251,Explorations Academy,HS,A,A,None,None
X252,Mott Hall Bronx High School,HS,A,A,None,None
X253,Bronx High School for Writing and Communication Ar,HS,C,B,B,None
X254,I.S. 254,EMS,A,A,A,A
X255,Bronx Charter School for Excellence,EMS,A,A,A,None
X260,Bronx Center for Science and Mathematics,HS,B,B,None,None
X262,Performance Conservatory High School,HS,F,C,C,None
X263,Validus Preparatory Academy: An Expeditionary Lear,HS,A,B,None,None
X265,Bronx Lab School,HS,B,A,A,None
X267,Bronx Latin,EMS,A,A,A,A
X267,Bronx Latin,HS,None,None,None,None
X268,Kingsbridge International High School,HS,B,A,None,None
X269,Bronx Studio School for Writers and Artists,EMS,C,A,A,B
X269,Bronx Studio School for Writers and Artists,HS,None,None,None,None
X270,Academy for Scholarship and Entrepreneurship: A Co,EMS,C,A,D,C
X270,Academy for Scholarship and Entrepreneurship: A Co,HS,C,B,None,None
X271,East Bronx Academy for the Future,EMS,B,B,B,D
X271,East Bronx Academy for the Future,HS,B,A,B,None
X272,Globe School for Environmental Research,EMS,D,B,D,B
X273,Frederick Douglass Academy V. Middle School,EMS,B,A,A,A
X275,High School of Computers and Technology,HS,A,A,A,None
X276,Leadership Institute,HS,D,B,None,None
X277,P.S. 277,EMS,C,A,D,D
X278,Peace and Diversity Academy,HS,C,F,B,None
X279,"P.S. 279 Captain Manuel Rivera, Jr.",EMS,B,A,C,A
X280,P.S./M.S. 280 Mosholu Parkway,EMS,A,A,B,A
X282,Women's Academy of Excellence,EMS,None,None,A,D
X282,Women's Academy of Excellence,HS,C,None,None,None
X284,Bronx School of Law and Finance,HS,B,B,A,A
X286,Fannie Lou Hamer Middle School,EMS,A,A,B,F
X287,The Forward School,EMS,B,A,C,C
X288,Collegiate Institute for Math and Science,HS,A,A,B,A
X289,The Young Scholars Academy of The Bronx,EMS,C,B,D,C
X290,Bronx Academy of Health Careers,HS,A,A,A,A
X291,P.S. 291,EMS,B,A,A,D
X293,Renaissance High School for Musical Theater & Tech,HS,A,A,A,B
X295,Gateway School for Environmental Research and Tech,HS,B,C,B,C
X296,South Bronx Academy for Applied Media,EMS,A,A,D,A
X297,Morris Academy for Collaborative Studies,HS,A,A,B,B
X298,Academy of Public Relations,EMS,A,A,B,A
X299,Astor Collegiate Academy,HS,B,A,B,A
X300,The School of Science and Applied Learning,EMS,C,B,B,C
X301,M.S. 301 Paul L. Dunbar,EMS,C,B,B,C
X302,M.S. 302 Luisa Dessus Cruz,EMS,A,A,A,B
X303,I.S. X303 Leadership & Community Service,EMS,C,B,B,A
X304,P.S. 304 Early Childhood School,EMS,B,A,A,B
X305,Pablo Neruda Academy for Architecture and World St,HS,B,C,B,D
X306,P.S. 306,EMS,C,A,B,B
X307,P.S. X307 - Eames Place,EMS,A,A,B,A
X308,Bronx Dance Academy School,EMS,B,A,B,A
X309,South Bronx Charter School For Int'L Culture & The,EMS,A,B,None,None
X310,P.S. 310 Marble Hill,EMS,A,A,C,A
X312,Millennium Art Academy,HS,A,A,A,A
X313,I.S. 313 School of Leadership Development,EMS,B,A,D,C
X315,P.S. 315 Lab School,EMS,A,A,A,B
X316,Kappa III,EMS,A,A,A,C
X318,"I.S. X318 Math, Science & Technology Through Arts",EMS,C,A,C,D
X319,Providing Urban Learners Success In Education High,HST,B,A,A,None
X321,Crotona Academy High School,HST,D,B,B,None
X322,Aspire Preparatory Middle School,EMS,C,B,B,None
X323,Bronx Writing Academy,EMS,A,B,A,A
X324,Bronx Early College Academy for Teaching & Learnin,EMS,B,A,D,None
X324,Bronx Early College Academy for Teaching & Learnin,HS,None,None,None,None
X325,Urban Science Academy,EMS,B,A,B,A
X326,Bronx Green Middle School,EMS,C,D,C,None
X327,Comprehensive Model School Project M.S. 327,EMS,A,A,A,A
X328,New Millennium Business Academy Middle School,EMS,C,A,D,B
X329,DreamYard Preparatory School,HS,D,None,None,None
X331,The Bronx School of Science Inquiry and Investigat,EMS,B,A,A,A
X332,Holcombe L. Rucker School of Community Research,HS,C,None,None,None
X333,P.S. 333 - The Museum School,EC,C,None,None,None
X334,International Community High School,HS,B,None,None,None
X335,The Academy of the Arts,EMS,B,A,C,C
X337,The School for Inquiry and Social Justice,EMS,A,A,A,B
X339,I.S. 339,EMS,B,A,B,C
X340,P.S. 340,EMS,B,A,B,B
X341,Accion Academy,EMS,A,A,D,B
X342,International School for Liberal Arts,EMS,B,A,B,B
X342,International School for Liberal Arts,HS,B,A,None,None
X343,Academy of Applied Mathematics and Technology,EMS,A,A,A,A
X344,Ampark Neighborhood,EMS,None,None,None,None
X345,Hyde Leadership Charter School,EMS,C,A,B,None
X345,Hyde Leadership Charter School,HS,None,None,None,None
X346,South Bronx Classical Charter School,EMS,D,None,None,None
X347,International Leadership Charter School,HS,C,None,None,None
X352,The Vida Bogart School for All Children,D75,B,None,None,None
X360,P.S. 360,EMS,B,A,B,A
X365,Academy for Language and Technology,HS,None,None,None,None
X366,Urban Assembly Academy of Civic Engagement,EMS,C,A,None,None
X367,"Archimedes Academy for Math, Science and Technolog",EMS,C,A,None,None
X368,In-Tech Academy (M.S. / High School 368),EMS,B,A,B,B
X368,In-Tech Academy (M.S. / High School 368),HS,B,C,B,C
X369,Young Leaders Elementary School,EMS,D,None,None,None
X370,School of Diplomacy,EMS,C,A,None,None
X371,Urban Institute of Mathematics,EMS,B,A,None,None
X372,Urban Assembly School for Wildlife Conservation,EMS,C,A,None,None
X374,Knowledge and Power Preparatory Academy Internatio,HS,None,None,None,None
X375,The Bronx Mathematics Preparatory School,EMS,C,A,None,None
X376,"Antonia Pantoja Preparatory Academy, A College Boa",EMS,C,A,None,None
X377,Bronx Community High School,HST,C,B,None,None
X378,Carl C. Icahn Bronx North Charter School,EMS,C,None,None,None
X379,Jill Chaifetz Transfer High School,HST,B,None,None,None
X381,Bronx Haven High School,HST,B,None,None,None
X382,"Elementary School for Math, Science, and Technolog",EC,C,None,None,None
X383,Emolior Academy,EMS,B,None,None,None
X384,Entrada Academy,EMS,A,None,None,None
X385,Performance School,EMS,C,None,None,None
X386,School for Environmental Citizenship,EC,F,None,None,None
X388,Pan American International High School at Monroe,HS,None,None,None,None
X390,M.S. 390,EMS,C,A,A,A
X391,The Angelo Patri Middle School,EMS,B,A,C,B
X393,Green Dot NY Charter School,HS,None,None,None,None
X395,"NYC CHARTER HIGH SCHOOL FOR ARCHITECTURE, ENGINEER",HS,None,None,None,None
X396,P.S. 396,EMS,B,A,C,D
X397,English Language Learners and International Suppor,HS,None,None,None,None
X399,M.S. 399,EMS,None,None,D,C
X403,Bronx International High School,HS,A,A,A,A
X404,School for Excellence,HS,B,A,B,A
X405,Herbert H. Lehman High School,HS,F,None,B,B
X407,Bronx Charter School for Children,EMS,C,A,C,None
X408,Herbert H. Lehman YABC,YABC,A,None,None,None
X412,Bronx High School of Business,HS,C,B,B,C
X413,Bronx High School for Medical Science,EMS,B,A,B,B
X413,Bronx High School for Medical Science,HS,B,A,A,B
X414,Jonathan Levin High School for Media and Communica,HS,C,B,A,C
X415,Christopher Columbus High School,HS,D,D,C,C
X417,C Columbus Hs YABC,YABC,B,None,None,None
X418,Bronx High School for the Visual Arts,HS,B,B,B,B
X419,Bronx Academy of Promise Charter School,EC,B,None,None,None
X422,CARL C. ICAHN SOUTH BRONX CHARTER SCHOOL,EC,A,None,None,None
X424,The Hunts Point School,EMS,B,None,None,None
X425,Evander Childs High School,HS,None,None,None,None
X427,Community School for Social Justice,HS,A,B,C,C
X428,Learning To Work YABC At Monroe Academy,YABC,C,None,None,None
X430,Walton High School,HS,None,None,None,None
X433,High School for Teaching and the Professions,HS,A,C,B,B
X434,Belmont Preparatory High School,HS,A,A,A,C
X437,Fordham High School for the Arts,HS,A,A,B,C
X438,Fordham Leadership Academy for Business and Techno,HS,C,B,C,C
X439,Bronx High School for Law and Community Service,HS,D,C,B,D
X440,DeWitt Clinton High School,HS,C,C,C,C
X442,"Celia Cruz Bronx High School of Music, The",HS,B,B,B,B
X445,Bronx High School of Science,HS,A,A,A,A
X447,CRESTON ACADEMY,EMS,None,None,None,None
X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,EMS,None,None,None,None
X450,Adlai E. Stevenson High School,HS,None,None,None,None
X452,Bronx Guild,HS,C,C,B,C
X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,EMS,None,None,None,None
X455,Harry S Truman High School,HS,B,B,B,B
X456,Learning To Work YABC At Truman High School,YABC,A,None,None,None
X459,EAST FORDHAM ACADEMY FOR THE ARTS,EMS,None,None,None,None
X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,EMS,None,None,None,None
X467,MOTT HALL COMMUNITY SCHOOL,EMS,None,None,None,None
X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,EMS,None,None,None,None
X473,Mott Haven Village Preparatory High School,HS,B,A,A,A
X475,John F. Kennedy High School,HS,D,C,C,D
X477,Marble Hill High School for International Studies,HS,A,A,A,A
X478,THE CINEMA SCHOOL,HS,None,None,None,None
X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,HS,None,None,None,None
X480,Bronx Regional High School,HS,None,None,None,C
X480,Bronx Regional High School,HST,B,A,C,None
X488,The Equality Charter School,EMS,None,None,None,None
X495,University Heights Secondary School at Bronx Commu,HS,A,A,A,A
X500,Hostos-Lincoln Academy of Science,EMS,A,A,B,D
X500,Hostos-Lincoln Academy of Science,HS,B,B,B,B
X503,Walton YABC,YABC,B,None,None,None
X504,Kennedy YABC,YABC,B,None,None,None
X505,"Bronx School for Law, Government and Justice",EMS,C,B,C,F
X505,"Bronx School for Law, Government and Justice",HS,B,B,B,C
X507,Stevenson YABC,YABC,F,None,None,None
X513,New World High School,HS,A,A,A,None
X514,The Bronxwood Preparatory Academy,HS,B,B,B,None
X517,Frederick Douglass Academy III Secondary School,EMS,C,C,D,B
X517,Frederick Douglass Academy III Secondary School,HS,B,B,A,None
X519,Felisa Rincon de Gautier Institute for Law and Pub,HS,C,B,C,None
X520,Foreign Language Academy of Global Studies,HS,C,B,B,B
X525,Bronx Leadership Academy High School,HS,B,C,B,B
X527,Bronx Leadership Academy II High School,HS,B,B,A,B
X530,Banana Kelly High School,HS,D,C,B,B
X540,School for Community Research and Learning,HS,D,C,B,C
X541,Global Enterprise High School,HS,C,C,C,B
X542,Pelham Preparatory Academy,HS,A,A,B,B
X543,High School for Violin and Dance,HS,A,A,A,A
X544,High School for Contemporary Arts,HS,A,A,A,A
X545,Bronx Aerospace High School,HS,A,A,A,A
X546,Bronx Theatre High School,HS,C,B,B,B
X547,New Explorers High School,HS,D,C,B,C
X548,Urban Assembly School for Careers in Sports,HS,A,A,A,A
X549,Discovery High School,HS,A,A,A,B
X550,High School of World Cultures,HS,A,A,B,B
X551,Bronx Academy of Letters,EMS,B,A,None,None
X551,Bronx Academy of Letters,HS,A,A,A,A
X560,High School X560 - Bronx Academy High School,HS,None,None,None,D
X560,High School X560 - Bronx Academy High School,HST,F,F,C,None
X600,Alfred E. Smith Career and Technical Education Hig,HS,C,C,C,C
X650,Jane Addams High School for Academic Careers,HS,C,C,D,C
X655,Samuel Gompers Career and Technical Education High,HS,C,D,B,B
X660,Grace Dodge Career and Technical Education High Sc,HS,D,D,C,C
X667,Grace Dodge YABC,YABC,D,None,None,None
X670,Health Opportunities High School,HS,B,C,B,C
X680,Bronx Coalition Community High School,HS,None,None,None,D
X682,Fannie Lou Hamer Freedom High School,HS,A,A,A,B
X684,Wings Academy,HS,B,B,A,B
X686,New School For Arts And Science,HS,None,None,None,None
X690,Monroe Academy for Business/Law,HS,C,D,C,C
X691,Bronx Little School,EMS,C,A,A,A
X692,Monroe Academy for Visual Arts & Design,HS,A,B,C,C
X696,High School of American Studies at Lehman College,HS,A,A,A,A
X703,Bronx Prep Charter School,EMS,C,A,B,None
X703,Bronx Prep Charter School,HS,C,B,B,None
X704,Kipp Academy Charter School,EMS,A,A,B,A
X704,Kipp Academy Charter School,HS,None,None,None,None
X705,Family Life Academy Charter School,EMS,B,A,A,None
X706,Harriet Tubman Charter School,EMS,C,C,D,None
X717,Carl C. Icahn Charter School,EMS,B,A,B,None
X718,Bronx Charter School for Better Learning,EMS,C,D,B,None
X723,X723,D75,C,None,None,None
X730,Bronx Charter School for Arts,EMS,B,A,B,None
