BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-03271-0210,"180 VAN CORTLANDT PARK
Bronx, NY
(40.88635077441354, -73.89894814543104)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,73,1956,78864,890658,11.29,2310000,29.3,2-02844-0105,"1459 WYTHE PLACE
Bronx, NY
(40.8404783742783, -73.91424593294923)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,73,1929,76000,953040,12.54,2680000,35.3,3.2,2-03343-0126,"3320 RESERVOIR OVAL
Bronx, NY
(40.87700018345689, -73.87604777133227)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,73,1959,75821,725338,9.57,1720000,22.69,1.4
2-03277-0002,"389 194 STREET
Bronx, NY
(40.86332916363255, -73.88981646763159)",BEDFORD PARK/NORWOOD,C6-WALK-UP,15,1910,13475,154558,11.47,328000,24.34,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,262087,10.88,679000,28.2,0.1,2-03277-0014,"2656 DECATUR AVENUE
Bronx, NY
(40.86404487943765, -73.88959627376411)",BEDFORD PARK/NORWOOD,C1-WALK-UP,23,1910,22000,289429,13.16,614000,27.9,0
2-03277-0023,"2676 DECATUR AVENUE
Bronx, NY
(40.86442434452182, -73.88923518310106)",BEDFORD PARK/NORWOOD,C6-WALK-UP,16,1908,18000,206460,11.47,438000,24.33,2-03277-0014,"2656 DECATUR AVENUE
Bronx, NY
(40.86404487943765, -73.88959627376411)",BEDFORD PARK/NORWOOD,C1-WALK-UP,23,1910,22000,289429,13.16,614000,27.9,0,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,262087,10.88,679000,28.2,0.1
2-03279-0016,"398 OLIVER PLACE
Bronx, NY
(40.8664235813658, -73.88520436452276)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,47,1938,42975,505816,11.77,1420000,33,2-03285-0015,"2970 MARION AVENUE
Bronx, NY
(40.86950803360506, -73.88337382692728)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1936,36185,395718,10.94,1030000,28.5,0.2,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,743992,12.59,2090000,35.4,0.25
2-03280-0013,"2962 DECATUR AVENUE
Bronx, NY
(40.86829433307047, -73.88372781809554)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,74,1940,43195,508405,11.77,1430000,33.1,2-03285-0015,"2970 MARION AVENUE
Bronx, NY
(40.86950803360506, -73.88337382692728)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1936,36185,395718,10.94,1030000,28.5,0.05,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,743992,12.59,2090000,35.4,0.2
2-03281-0001,"325 201 STREET
Bronx, NY
(40.87047749482836, -73.88314560329107)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,73,1950,96250,1032762,10.73,2680000,27.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1129955,11.18,2930000,29,0.2,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,732435,10.28,1740000,24.42,0.25
2-03281-0018,"340 MOSHOLU PARKWAY
Bronx, NY
(40.87137614904269, -73.88029896699408)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,56,1937,48628,572351,11.77,1610000,33.1,2-03285-0015,"2970 MARION AVENUE
Bronx, NY
(40.86950803360506, -73.88337382692728)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1936,36185,395718,10.94,1030000,28.5,0.1,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,743992,12.59,2090000,35.4,0.2
2-03282-0007,"2640 MARION AVENUE
Bronx, NY
(40.86434066758062, -73.89103428409263)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,72,1961,91075,977234,10.73,2530000,27.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1129955,11.18,2930000,29,0.65,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,732435,10.28,1740000,24.42,0.5
2-03282-0046,"2665 DECATUR AVENUE
Bronx, NY
(40.86421743938578, -73.8895228440954)",BEDFORD PARK/NORWOOD,C6-WALK-UP,26,1916,24000,246240,10.26,522000,21.75,2-03282-0019,"2654 MARION AVENUE
Bronx, NY
(40.86461672739556, -73.89074267161205)",BEDFORD PARK/NORWOOD,C1-WALK-UP,21,1911,23750,228596,9.63,544000,22.91,0,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,262087,10.88,679000,28.2,0.1
2-03283-0013,"2716 MARION AVENUE
Bronx, NY
(40.86577060257293, -73.88924185069477)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,74,1950,88400,948532,10.73,2460000,27.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1129955,11.18,2930000,29,0.55,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,732435,10.28,1740000,24.42,0.4
2-03284-0048,"2866 MARION AVENUE
Bronx, NY
(40.868199817808836, -73.88542610474067)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,67,1956,71652,768825,10.73,1990000,27.8,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1129955,11.18,2930000,29,0.35,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,732435,10.28,1740000,24.42,0.25
2-03285-0052,"2965 DECATUR AVENUE
Bronx, NY
(40.86838169376456, -73.88370176825893)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,37,1936,39550,405387,10.25,964000,24.37,2-03281-0040,"357 201 STREET
Bronx, NY
(40.869629220120835, -73.88263663882523)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,60,1948,64824,731059,11.28,1890000,29.2,0.1,2-03281-0050,"366 MOSHOLU PARKWAY
Bronx, NY
(40.87076130709451, -73.88011784781422)",BEDFORD PARK/NORWOOD,C1-WALK-UP,37,1934,26750,290460,10.86,753000,28.1,0.1
2-03287-0100,"2661 MARION AVENUE
Bronx, NY
(40.86486721789811, -73.8905684069568)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,73,1966,81730,917827,11.23,2380000,29.1,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1129955,11.18,2930000,29,0.6,2-03281-0040,"357 201 STREET
Bronx, NY
(40.869629220120835, -73.88263663882523)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,60,1948,64824,731059,11.28,1890000,29.2,0.55
2-03293-0052,"274 194 STREET
Bronx, NY
(40.86481485774083, -73.8924781260094)",FORDHAM,C6-WALK-UP,20,1912,18500,212195,11.47,450000,24.32,2-03278-0018,"2726 DECATUR AVENUE
Bronx, NY
(40.865475149577314, -73.88805901944613)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1915,24080,262087,10.88,679000,28.2,0.3,2-03277-0014,"2656 DECATUR AVENUE
Bronx, NY
(40.86404487943765, -73.88959627376411)",BEDFORD PARK/NORWOOD,C1-WALK-UP,23,1910,22000,289429,13.16,614000,27.9,0.2
2-03295-0033,"2830 BRIGGS AVENUE
Bronx, NY
(40.86882102750575, -73.88932188678868)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,58,1955,51060,609656,11.94,1710000,33.5,2-03281-0040,"357 201 STREET
Bronx, NY
(40.869629220120835, -73.88263663882523)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,60,1948,64824,731059,11.28,1890000,29.2,0.35,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,743992,12.59,2090000,35.4,0.2
2-03299-0014,"306 MOSHOLU PARKWAY
Bronx, NY
(40.87262510973988, -73.88065116361649)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,60,1939,65070,744400,11.44,2090000,32.1,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,732435,10.28,1740000,24.42,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,743992,12.59,2090000,35.4,0.2
2-03307-0001,"3000 VALENTINE AVENUE
Bronx, NY
(40.87228427735259, -73.88556338048991)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,57,1937,55800,638352,11.44,1790000,32.1,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,732435,10.28,1740000,24.42,0.2,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,743992,12.59,2090000,35.4,0.2
2-03311-0001,"3127 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,120,1956,128900,1455281,11.29,3770000,29.2,2-03323-0022,"3235 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,86,1928,105000,1109943,10.57,2880000,27.4,0.25,2-03307-0072,"3010 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,96,1963,106146,1298040,12.23,3650000,34.4,0.2
2-03311-0044,"3201 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,78,1963,93000,1105770,11.89,3110000,33.4,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1129955,11.18,2930000,29,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,743992,12.59,2090000,35.4,0.45
2-03311-0138,"190 MOSHOLU PARKWAY
Bronx, NY
(40.875084727252926, -73.88154176698562)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,58,1939,63763,729448,11.44,2050000,32.2,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,732435,10.28,1740000,24.42,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,743992,12.59,2090000,35.4,0.3
2-03313-0069,"3184 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,64,1963,80811,960842,11.89,2700000,33.4,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1129955,11.18,2930000,29,0.25,2-03297-0001,"2929 BAINBRIDGE AVENUE
Bronx, NY
(40.87019098725214, -73.88558470963723)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,55,1955,59085,743992,12.59,2090000,35.4,0.45
2-03316-0050,"2685 CRESTON AVENUE
Bronx, NY
(40.867471440748744, -73.89487416540608)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,73,1940,77850,760594,9.77,1810000,23.25,2-03320-0044,"222 BEDFORD PARK
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,63,1939,71250,732435,10.28,1740000,24.42,0.45,2-03320-0037,"2940 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,66,1923,75121,694904,9.25,1650000,21.96,0.45
2-03322-0037,"3175 VILLA AVENUE
Bronx, NY
(40.876416091603524, -73.88698639570303)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,60,1914,34820,383020,11,812000,23.32,2-03285-0015,"2970 MARION AVENUE
Bronx, NY
(40.86950803360506, -73.88337382692728)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1936,36185,395718,10.94,1030000,28.5,0.55,2-03306-0018,"210 201 STREET
Bronx, NY
(40.87252763291437, -73.88676510870371)",BEDFORD PARK/NORWOOD,D7-ELEVATOR,34,1936,32300,357234,11.06,926000,28.7,0.3
2-03326-0045,"91 208 STREET
Bronx, NY
(40.8784569579371, -73.88161342895238)",BEDFORD PARK/NORWOOD,C6-WALK-UP,65,1926,56000,589040,10.52,1530000,27.3,2-03089-0026,"2350 CAMBRELENG AVENUE
Bronx, NY
(40.853354179779586, -73.88579151454243)",BELMONT,C1-WALK-UP,65,1925,55780,592334,10.62,1540000,27.6,1.8,2-03196-0029,"2234 DAVIDSON AVENUE
Bronx, NY
(40.857837266064955, -73.90535593173676)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,65,1923,51000,585480,11.48,1520000,29.8,1.9
2-03343-0076,"3245 PERRY AVENUE
Bronx, NY
(40.875813496167645, -73.87630549725999)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,42,1940,41000,494460,12.06,1390000,33.9,2-03324-0025,"51 MOSHOLU PARKWAY
Bronx, NY
(40.8792194164781, -73.88308230933995)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,42,1940,45934,397680,8.66,843000,18.35,0.55,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,660893,15.81,2230000,53,1.95
2-03343-0260,"3388 WAYNE AVENUE
Bronx, NY
(40.87938109767066, -73.87796556160264)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,104,1928,148000,1334960,9.02,3170000,21.42,2-04286-0004,"2070 BRONX PARK
Bronx, NY
(40.84042861392644, -73.87840841930513)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,104,1928,129000,1250681,9.7,2970000,23.02,1.9,2-04286-0013,"2084 BRONX PARK
Bronx, NY
(40.840492619955135, -73.8783746047994)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1929,132000,1254980,9.51,2980000,22.58,1.9
2-03344-0086,"3520 TRYON AVENUE
Bronx, NY
(40.880634043032224, -73.8766252562407)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,64,1962,53700,599345,11.16,1550000,28.9,2-02867-0103,"1718 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,64,1938,59700,566661,9.49,1350000,22.61,2.85,2-04831-0064,"4054 CARPENTER AVENUE
Bronx, NY
(40.89093543905183, -73.8620825084678)",WILLIAMSBRIDGE,D1-ELEVATOR,64,1928,53664,593000,11.05,1540000,28.7,1.05
2-03344-0102,"3535 KINGS COLLEGE PLACE
Bronx, NY
(40.880501106971536, -73.87577404725498)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,120,1954,160000,1742400,10.89,4520000,28.3,2-03253-0063,"2735 SEDGWICK AVENUE
Bronx, NY
(40.87067559536871, -73.90264077320232)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,124,1922,137495,1611582,11.72,4530000,32.9,1.55,2-05732-0941,"2728 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,121,1928,158408,2230472,14.08,6950000,43.9,2.05
2-03347-0043,"3279 HULL AVENUE
Bronx, NY
(40.87626139999491, -73.87489751014634)",BEDFORD PARK/NORWOOD,C6-WALK-UP,51,1924,44950,373085,8.3,791000,17.6,2-02466-0040,"155 168 STREET
Bronx, NY
(40.836065414067086, -73.91722984891643)",MELROSE/CONCOURSE,C1-WALK-UP,51,1924,45500,403066,8.86,855000,18.79,3.5,2-03197-0005,"2284 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,51,1924,46285,411712,8.9,873000,18.86,1.9
2-03352-0001,"333 209 STREET
Bronx, NY
(40.876777514533224, -73.87435817778321)",BEDFORD PARK/NORWOOD,C6-WALK-UP,43,1924,36000,433440,12.04,919000,25.5,2-02785-0020,"1340 MORRIS AVENUE
Bronx, NY
(40.83655179031083, -73.91212767772666)",MELROSE/CONCOURSE,C1-WALK-UP,44,1923,36000,414295,11.51,1160000,32.2,3.45,2-03308-0030,"225 202 STREET
Bronx, NY
(40.87309470203721, -73.88591391915995)",BEDFORD PARK/NORWOOD,C1-WALK-UP,43,1927,36200,442076,12.21,1240000,34.3,0.7
2-03353-0033,"3176 DECATUR AVENUE
Bronx, NY
(40.873158293428645, -73.87608834262578)",BEDFORD PARK/NORWOOD,D4-ELEVATOR,63,1960,59000,671815,11.39,1740000,29.5,2-03285-0019,"2976 MARION AVENUE
Bronx, NY
(40.86957583509121, -73.8832641023848)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,62,1950,67930,750992,11.06,1950000,28.7,0.45,2-03344-0014,"3530 BAINBRIDGE AVENUE
Bronx, NY
(40.88141468023731, -73.87834322911634)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,62,1959,61000,569406,9.33,1350000,22.13,0.65
2-03356-0096,"316 211 STREET
Bronx, NY
(40.88008032367474, -73.87337696010484)",BEDFORD PARK/NORWOOD,C6-WALK-UP,17,1927,16600,162313,9.78,386000,23.25,2-03198-0050,"2324 DAVIDSON AVENUE
Bronx, NY
(40.85968987122534, -73.90422654210512)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,17,1911,16560,134292,8.11,285000,17.21,2.1,2-03377-0047,"256 237 STREET
Bronx, NY
(40.89876935399262, -73.86890643794248)",WOODLAWN,C1-WALK-UP,17,1927,15480,142154,9.18,338000,21.83,1.3
2-03363-0058,"4200 HERKIMER PLACE
Bronx, NY
(40.89565684828166, -73.87570459729899)",WOODLAWN,D4-ELEVATOR,45,1967,39959,488348,12.22,1370000,34.3,2-02797-0025,"1790 WEEKS AVENUE
Bronx, NY
(40.84660760986333, -73.90738466486383)",MOUNT HOPE/MOUNT EDEN,D1-ELEVATOR,45,1936,40000,460177,11.5,1290000,32.3,3.8,2-03299-0026,"3015 PERRY AVENUE
Bronx, NY
(40.87096786390404, -73.88270896684101)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,44,1942,40196,380325,9.46,904000,22.49,1.75
2-03368-0010,"4320 VAN CORTLANDT PARK
Bronx, NY
(40.89883903972225, -73.87409310784642)",WOODLAWN,D4-ELEVATOR,110,1958,151800,1335840,8.8,2830000,18.64,2-04286-0013,"2084 BRONX PARK
Bronx, NY
(40.840492619955135, -73.8783746047994)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1929,132000,1254980,9.51,2980000,22.58,3.15,2-04338-0012,"660 THWAITES PLACE
Bronx, NY
(40.85884589717509, -73.86908775600037)",BRONXDALE,D1-ELEVATOR,108,1954,137350,1057852,7.7,2240000,16.31,2.8
2-03379-0001,"201 238 STREET
Bronx, NY
(40.88452994474187, -73.8987407006001)",WOODLAWN,D4-ELEVATOR,49,1954,47679,523038,10.97,1360000,28.5,2-03168-0052,"2615 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D1-ELEVATOR,49,1938,47776,571127,11.95,1600000,33.5,2.75,2-04426-0005,"679 WARING AVENUE
Bronx, NY
(40.86138847629438, -73.86831912786174)",BRONXDALE,D1-ELEVATOR,49,1931,47886,609239,12.72,1900000,39.7,2.55
2-03383-0001,"4260 KATONAH AVENUE
Bronx, NY
(40.89735792791924, -73.86710411123131)",WOODLAWN,D4-ELEVATOR,108,1958,93645,1087504,11.61,2310000,24.67,2-03308-0051,"253 202 STREET
Bronx, NY
(40.87291730180459, -73.88514514725003)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,101,1965,101050,1129955,11.18,2930000,29,1.95,2-03395-0047,"530 234 STREET
Bronx, NY
(40.89726075698397, -73.86333412343643)",WOODLAWN,D7-ELEVATOR,88,1955,113670,959974,8.45,2040000,17.95,0.15
2-03396-0021,"4265 WEBSTER AVENUE
Bronx, NY
(40.897991048131374, -73.86248786770292)",WOODLAWN,D4-ELEVATOR,53,1955,62015,683405,11.02,1770000,28.5,2-03256-0020,"201 KINGSBRIDGE ROAD
Bronx, NY
(40.86609543030456, -73.89413093736815)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,54,1998,76362,885799,11.6,2490000,32.6,2.7,2-04365-0064,"1135 PELHAM PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",PELHAM PARKWAY NORTH,D1-ELEVATOR,53,1955,57000,622554,10.92,1610000,28.2,2.65
2-03398-0044,"4380 VIREO AVENUE
Bronx, NY
(40.90106858719619, -73.8627814373446)",WOODLAWN,D4-ELEVATOR,127,1958,109206,1461293,13.38,4550000,41.7,2-04087-0033,"1541 WILLIAMSBRIDGE ROAD
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRIS PARK/VAN NEST,D3-ELEVATOR,125,1928,107340,1362115,12.69,4240000,39.5,3.75,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1542298,11.45,4330000,32.1,2.3
2-03398-0087,"4315 WEBSTER AVENUE
Bronx, NY
(40.89933813546877, -73.86211818311128)",WOODLAWN,D4-ELEVATOR,78,1958,61914,682292,11.02,1770000,28.6,2-03256-0053,"2800 HEATH AVENUE
Bronx, NY
(40.872693974561734, -73.9045835499575)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,78,1962,57349,714245,12.45,2010000,35,2.85,2-04999-0068,"730 236 STREET
Bronx, NY
(40.8872131960012, -73.91511736261413)",WAKEFIELD,D1-ELEVATOR,78,1929,60968,698401,11.46,1960000,32.1,0.5
2-03398-0097,"4295 WEBSTER AVENUE
Bronx, NY
(40.898939297048074, -73.86222775410599)",WOODLAWN,D4-ELEVATOR,80,1957,57840,701889,12.14,1970000,34.1,2-04827-0029,"641 225 STREET
Bronx, NY
(40.888362327283964, -73.86213681347961)",WILLIAMSBRIDGE,D1-ELEVATOR,77,1998,63115,664243,10.52,1410000,22.34,0.8,2-04999-0068,"730 236 STREET
Bronx, NY
(40.8872131960012, -73.91511736261413)",WAKEFIELD,D1-ELEVATOR,78,1929,60968,698401,11.46,1960000,32.1,0.5
2-03567-0001,"633 OLMSTEAD AVENUE
Bronx, NY
(40.81936280988443, -73.8512986733665)",CASTLE HILL/UNIONPORT,D4-ELEVATOR,624,1966,598478,6912420,11.55,14700000,24.56,2-03132-0001,"989 179 STREET
Bronx, NY
(40.84241491097706, -73.88051305238687)",EAST TREMONT,D1-ELEVATOR,328,1974,402290,4467941,11.11,9470000,23.54,2.1,2-03681-0001,"2001 STORY AVENUE
Bronx, NY
(40.824675513051055, -73.85556465126794)",CASTLE HILL/UNIONPORT,D3-ELEVATOR,355,1973,421833,5209624,12.35,12400000,29.4,0.4
2-03627-0020,"875 MORRISON AVENUE
Bronx, NY
(40.82174562158969, -73.87289710737389)",SOUNDVIEW,D4-ELEVATOR,225,1962,256750,2631687,10.25,5580000,21.73,2-03600-0004,"1850 LAFAYETTE AVENUE
Bronx, NY
(40.82161786061717, -73.86107556807745)",SOUNDVIEW,D7-ELEVATOR,955,1977,1021752,10917966,10.69,23100000,22.61,0.75,2-03623-0001,"823 COLGATE AVENUE
Bronx, NY
(40.81968254528181, -73.87996619530318)",SOUNDVIEW,D3-ELEVATOR,968,1969,1069698,10959184,10.25,26100000,24.4,0.2
2-03627-0030,"825 MORRISON AVENUE
Bronx, NY
(40.82073649926795, -73.87266210628528)",SOUNDVIEW,D4-ELEVATOR,225,1962,256750,2631687,10.25,5580000,21.73,2-03600-0004,"1850 LAFAYETTE AVENUE
Bronx, NY
(40.82161786061717, -73.86107556807745)",SOUNDVIEW,D7-ELEVATOR,955,1977,1021752,10917966,10.69,23100000,22.61,0.75,2-03623-0001,"823 COLGATE AVENUE
Bronx, NY
(40.81968254528181, -73.87996619530318)",SOUNDVIEW,D3-ELEVATOR,968,1969,1069698,10959184,10.25,26100000,24.4,0.2
