TITLE,DESCR,SFX,SFFX DESCR,STD HRS,ASG LVL,JOBCD,UNION CD,UNION DESCR,BARG UNIT,BARG UNIT DESCR,APRL BANK,APRL LVL,MIN RATE,MAX RATE
10027,ADMIN DIR 0F FLEET MAINT,0,ADMIN DIR 0F FLEET MAINT,35,0,12265,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10027,ADMIN DIR 0F FLEET MAINT,0,ADMIN DIR 0F FLEET MAINT,35,0,12266,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10030,ADMIN PROJECT COORDINATOR,0,ADMIN PROJECT COORDINATOR,35,0,12267,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10030,ADMIN PROJECT COORDINATOR,0,ADMIN PROJECT COORDINATOR,35,0,12268,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10030,ADMIN PROJECT COORDINATOR,0,ADMIN PROJECT COORDINATOR,35,0,12269,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10030,ADMIN PROJECT COORDINATOR,0,ADMIN PROJECT COORDINATOR,35,0,12270,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10030,ADMIN PROJECT COORDINATOR,0,ADMIN PROJECT COORDINATOR,35,0,12271,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10030,ADMIN PROJECT COORDINATOR,0,ADMIN PROJECT COORDINATOR,35,0,12272,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10030,ADMIN PROJECT COORDINATOR,0,ADMIN PROJECT COORDINATOR,35,0,12273,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10030,ADMIN PROJECT COORDINATOR,0,ADMIN PROJECT COORDINATOR,35,0,12274,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10031,ADMIN ED ANALYST,0,ADMIN ED ANALYST,35,0,12275,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10031,ADMIN ED ANALYST,0,ADMIN ED ANALYST,35,0,12276,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10031,ADMIN ED ANALYST,0,ADMIN ED ANALYST,35,0,12277,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10031,ADMIN ED ANALYST,0,ADMIN ED ANALYST,35,0,12278,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10031,ADMIN ED ANALYST,0,ADMIN ED ANALYST,35,0,12279,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10031,ADMIN ED ANALYST,0,ADMIN ED ANALYST,35,0,12280,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10031,ADMIN ED ANALYST,0,ADMIN ED ANALYST,35,0,12281,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10031,ADMIN ED ANALYST,0,ADMIN ED ANALYST,35,0,12282,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10032,ADMIN PUB HEALTH NURSE,0,ADMIN PUB HEALTH NURSE,35,0,12283,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10032,ADMIN PUB HEALTH NURSE,0,ADMIN PUB HEALTH NURSE,35,0,12284,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10032,ADMIN PUB HEALTH NURSE,0,ADMIN PUB HEALTH NURSE,35,0,12285,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10032,ADMIN PUB HEALTH NURSE,0,ADMIN PUB HEALTH NURSE,35,0,12286,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10032,ADMIN PUB HEALTH NURSE,0,ADMIN PUB HEALTH NURSE,35,0,12287,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10032,ADMIN PUB HEALTH NURSE,0,ADMIN PUB HEALTH NURSE,35,0,12288,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10032,ADMIN PUB HEALTH NURSE,0,ADMIN PUB HEALTH NURSE,35,0,12289,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10032,ADMIN PUB HEALTH NURSE,0,ADMIN PUB HEALTH NURSE,35,0,12290,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10033,ADMIN PUBLIC INFO SPECL,0,ADMIN PUBLIC INFO SPECL,35,0,12291,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10033,ADMIN PUBLIC INFO SPECL,0,ADMIN PUBLIC INFO SPECL,35,0,12292,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10033,ADMIN PUBLIC INFO SPECL,0,ADMIN PUBLIC INFO SPECL,35,0,12293,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10033,ADMIN PUBLIC INFO SPECL,0,ADMIN PUBLIC INFO SPECL,35,0,12294,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10033,ADMIN PUBLIC INFO SPECL,0,ADMIN PUBLIC INFO SPECL,35,0,12295,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10033,ADMIN PUBLIC INFO SPECL,0,ADMIN PUBLIC INFO SPECL,35,0,12296,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10033,ADMIN PUBLIC INFO SPECL,0,ADMIN PUBLIC INFO SPECL,35,0,12297,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10033,ADMIN PUBLIC INFO SPECL,0,ADMIN PUBLIC INFO SPECL,35,0,12298,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10037,ADMN SPACE ANALYST,0,ADMN SPACE ANALYST,35,0,12299,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10037,ADMN SPACE ANALYST,0,ADMN SPACE ANALYST,35,0,12300,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10037,ADMN SPACE ANALYST,0,ADMN SPACE ANALYST,35,0,12301,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10037,ADMN SPACE ANALYST,0,ADMN SPACE ANALYST,35,0,12302,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10037,ADMN SPACE ANALYST,0,ADMN SPACE ANALYST,35,0,12303,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10037,ADMN SPACE ANALYST,0,ADMN SPACE ANALYST,35,0,12304,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10037,ADMN SPACE ANALYST,0,ADMN SPACE ANALYST,35,0,12305,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10037,ADMN SPACE ANALYST,0,ADMN SPACE ANALYST,35,0,12306,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10038,ADMIN STOREKEEPER,0,ADMIN STOREKEEPER,35,0,12307,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10038,ADMIN STOREKEEPER,0,ADMIN STOREKEEPER,35,0,12308,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10038,ADMIN STOREKEEPER,0,ADMIN STOREKEEPER,35,0,12309,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10038,ADMIN STOREKEEPER,0,ADMIN STOREKEEPER,35,0,12310,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10038,ADMIN STOREKEEPER,0,ADMIN STOREKEEPER,35,0,12311,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10038,ADMIN STOREKEEPER,0,ADMIN STOREKEEPER,35,0,12312,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10038,ADMIN STOREKEEPER,0,ADMIN STOREKEEPER,35,0,12313,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10038,ADMIN STOREKEEPER,0,ADMIN STOREKEEPER,35,0,12314,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10041,ADMIN PUBLIC RECORDS OFFI,0,ADMIN PUBLIC RECORDS OFFI,35,0,12315,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10041,ADMIN PUBLIC RECORDS OFFI,0,ADMIN PUBLIC RECORDS OFFI,35,0,12316,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10041,ADMIN PUBLIC RECORDS OFFI,0,ADMIN PUBLIC RECORDS OFFI,35,0,12320,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10041,ADMIN PUBLIC RECORDS OFFI,0,ADMIN PUBLIC RECORDS OFFI,35,0,12317,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10041,ADMIN PUBLIC RECORDS OFFI,0,ADMIN PUBLIC RECORDS OFFI,35,0,12318,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10041,ADMIN PUBLIC RECORDS OFFI,0,ADMIN PUBLIC RECORDS OFFI,35,0,12319,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10041,ADMIN PUBLIC RECORDS OFFI,0,ADMIN PUBLIC RECORDS OFFI,35,0,12321,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10041,ADMIN PUBLIC RECORDS OFFI,0,ADMIN PUBLIC RECORDS OFFI,35,0,12322,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10047,ADMIN REAL PROPERTY MANAG,0,ADMIN REAL PROPERTY MANAG,35,0,12323,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10047,ADMIN REAL PROPERTY MANAG,0,ADMIN REAL PROPERTY MANAG,35,0,12324,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10047,ADMIN REAL PROPERTY MANAG,0,ADMIN REAL PROPERTY MANAG,35,0,12325,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10047,ADMIN REAL PROPERTY MANAG,0,ADMIN REAL PROPERTY MANAG,35,0,12326,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10047,ADMIN REAL PROPERTY MANAG,0,ADMIN REAL PROPERTY MANAG,35,0,12327,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10047,ADMIN REAL PROPERTY MANAG,0,ADMIN REAL PROPERTY MANAG,35,0,12328,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10047,ADMIN REAL PROPERTY MANAG,0,ADMIN REAL PROPERTY MANAG,35,0,12329,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10047,ADMIN REAL PROPERTY MANAG,0,ADMIN REAL PROPERTY MANAG,35,0,12330,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10050,COMPUTER SYSTEMS MGR,0,COMPUTER SYSTEMS MGR,35,0,12331,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10050,COMPUTER SYSTEMS MGR,0,COMPUTER SYSTEMS MGR,35,0,12332,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10050,COMPUTER SYSTEMS MGR,0,COMPUTER SYSTEMS MGR,35,0,12333,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10050,COMPUTER SYSTEMS MGR,0,COMPUTER SYSTEMS MGR,35,0,12334,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10050,COMPUTER SYSTEMS MGR,0,COMPUTER SYSTEMS MGR,35,0,12335,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10050,COMPUTER SYSTEMS MGR,0,COMPUTER SYSTEMS MGR,35,0,12336,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10050,COMPUTER SYSTEMS MGR,0,COMPUTER SYSTEMS MGR,35,0,12337,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10050,COMPUTER SYSTEMS MGR,0,COMPUTER SYSTEMS MGR,35,0,12338,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10056,COMPUTER SYST MGR,0,COMPUTER SYST MGR,35,0,12339,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10056,COMPUTER SYST MGR,0,COMPUTER SYST MGR,35,0,12340,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10056,COMPUTER SYST MGR,0,COMPUTER SYST MGR,35,0,12341,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10056,COMPUTER SYST MGR,0,COMPUTER SYST MGR,35,0,12342,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10056,COMPUTER SYST MGR,0,COMPUTER SYST MGR,35,0,12343,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10056,COMPUTER SYST MGR,0,COMPUTER SYST MGR,35,0,12344,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10056,COMPUTER SYST MGR,0,COMPUTER SYST MGR,35,0,12345,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10056,COMPUTER SYST MGR,0,COMPUTER SYST MGR,35,0,12346,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10062,ADMIN ED OFFICER,0,ADMIN ED OFFICER,35,0,12347,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10062,ADMIN ED OFFICER,0,ADMIN ED OFFICER,35,0,12348,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10062,ADMIN ED OFFICER,0,ADMIN ED OFFICER,35,0,12349,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10062,ADMIN ED OFFICER,0,ADMIN ED OFFICER,35,0,12350,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10062,ADMIN ED OFFICER,0,ADMIN ED OFFICER,35,0,12351,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10062,ADMIN ED OFFICER,0,ADMIN ED OFFICER,35,0,12352,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10062,ADMIN ED OFFICER,0,ADMIN ED OFFICER,35,0,12353,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10062,ADMIN ED OFFICER,0,ADMIN ED OFFICER,35,0,12354,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10065,ADM SCH FOOD SERV MGR,0,ADM SCH FOOD SERV MGR,35,0,12355,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10065,ADM SCH FOOD SERV MGR,0,ADM SCH FOOD SERV MGR,35,0,12356,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10065,ADM SCH FOOD SERV MGR,0,ADM SCH FOOD SERV MGR,35,0,12357,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10065,ADM SCH FOOD SERV MGR,0,ADM SCH FOOD SERV MGR,35,0,12358,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10065,ADM SCH FOOD SERV MGR,0,ADM SCH FOOD SERV MGR,35,0,12359,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10065,ADM SCH FOOD SERV MGR,0,ADM SCH FOOD SERV MGR,35,0,12360,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10065,ADM SCH FOOD SERV MGR,0,ADM SCH FOOD SERV MGR,35,0,12361,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10065,ADM SCH FOOD SERV MGR,0,ADM SCH FOOD SERV MGR,35,0,12362,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10069,HEALTH SERVICES MANAGER,0,HEALTH SERVICES MANAGER,35,0,12363,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10069,HEALTH SERVICES MANAGER,0,HEALTH SERVICES MANAGER,35,0,12364,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10069,HEALTH SERVICES MANAGER,0,HEALTH SERVICES MANAGER,35,0,12365,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10069,HEALTH SERVICES MANAGER,0,HEALTH SERVICES MANAGER,35,0,12366,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10069,HEALTH SERVICES MANAGER,0,HEALTH SERVICES MANAGER,35,0,12367,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10069,HEALTH SERVICES MANAGER,0,HEALTH SERVICES MANAGER,35,0,12368,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10069,HEALTH SERVICES MANAGER,0,HEALTH SERVICES MANAGER,35,0,12369,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10069,HEALTH SERVICES MANAGER,0,HEALTH SERVICES MANAGER,35,0,12370,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10074,COMPUTER OPER MGR,0,COMPUTER OPER MGR,35,0,12371,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10074,COMPUTER OPER MGR,0,COMPUTER OPER MGR,35,0,12372,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10074,COMPUTER OPER MGR,0,COMPUTER OPER MGR,35,0,12373,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10074,COMPUTER OPER MGR,0,COMPUTER OPER MGR,35,0,12374,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10074,COMPUTER OPER MGR,0,COMPUTER OPER MGR,35,0,12375,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10074,COMPUTER OPER MGR,0,COMPUTER OPER MGR,35,0,12376,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10074,COMPUTER OPER MGR,0,COMPUTER OPER MGR,35,0,12377,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10074,COMPUTER OPER MGR,0,COMPUTER OPER MGR,35,0,12378,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10080,ADMIN QUAL ASSUR SPEC,0,ADMIN QUAL ASSUR SPEC,35,0,12379,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10080,ADMIN QUAL ASSUR SPEC,0,ADMIN QUAL ASSUR SPEC,35,0,12380,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10080,ADMIN QUAL ASSUR SPEC,0,ADMIN QUAL ASSUR SPEC,35,0,12381,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10080,ADMIN QUAL ASSUR SPEC,0,ADMIN QUAL ASSUR SPEC,35,0,12382,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10080,ADMIN QUAL ASSUR SPEC,0,ADMIN QUAL ASSUR SPEC,35,0,12383,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10080,ADMIN QUAL ASSUR SPEC,0,ADMIN QUAL ASSUR SPEC,35,0,12384,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10080,ADMIN QUAL ASSUR SPEC,0,ADMIN QUAL ASSUR SPEC,35,0,12385,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10080,ADMIN QUAL ASSUR SPEC,0,ADMIN QUAL ASSUR SPEC,35,0,12386,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10083,ADMIN SCHOOL SEC MANAGER,0,*ADMIN SCHOOL SEC MANAGER,35,0,9546,771,COMPETITIVE MANAGER,N/U,Non-Union,H,M1,$41955.00,$54438.00
10083,ADMIN SCHOOL SEC MANAGER,0,*ADMIN SCHOOL SEC MANAGER,35,0,9547,771,COMPETITIVE MANAGER,N/U,Non-Union,H,M2,$48123.00,$62443.00
10083,ADMIN SCHOOL SEC MANAGER,0,*ADMIN SCHOOL SEC MANAGER,35,0,9548,771,COMPETITIVE MANAGER,N/U,Non-Union,H,M3,$54293.00,$70449.00
10083,ADMIN SCHOOL SEC MANAGER,0,*ADMIN SCHOOL SEC MANAGER,35,0,9549,771,COMPETITIVE MANAGER,N/U,Non-Union,H,M4,$60462.00,$78454.00
10083,ADMIN SCHOOL SEC MANAGER,0,*ADMIN SCHOOL SEC MANAGER,35,0,9550,771,COMPETITIVE MANAGER,N/U,Non-Union,H,M5,$66634.00,$86459.00
10083,ADMIN SCHOOL SEC MANAGER,0,*ADMIN SCHOOL SEC MANAGER,35,0,9551,771,COMPETITIVE MANAGER,N/U,Non-Union,H,M6,$72802.00,$94465.00
10083,ADMIN SCHOOL SEC MANAGER,0,*ADMIN SCHOOL SEC MANAGER,35,0,9552,771,COMPETITIVE MANAGER,N/U,Non-Union,H,M7,$78972.00,$102470.00
10083,ADMIN SCHOOL SEC MANAGER,0,*ADMIN SCHOOL SEC MANAGER,35,0,9553,771,COMPETITIVE MANAGER,N/U,Non-Union,H,M8,$85142.00,$110477.00
10083,ADMIN SCHOOL SEC MANAGER,0,*ADMIN SCHOOL SEC MANAGER,35,0,9554,771,COMPETITIVE MANAGER,N/U,Non-Union,H,M9,$87800.00,$125000.00
10083,ADMIN SCHOOL SEC MANAGER,1,ADMIN SCHOOL SEC MANAGER,35,0,12387,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10083,ADMIN SCHOOL SEC MANAGER,1,ADMIN SCHOOL SEC MANAGER,35,0,12388,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10083,ADMIN SCHOOL SEC MANAGER,1,ADMIN SCHOOL SEC MANAGER,35,0,12389,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10083,ADMIN SCHOOL SEC MANAGER,1,ADMIN SCHOOL SEC MANAGER,35,0,12390,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10083,ADMIN SCHOOL SEC MANAGER,1,ADMIN SCHOOL SEC MANAGER,35,0,12391,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10083,ADMIN SCHOOL SEC MANAGER,1,ADMIN SCHOOL SEC MANAGER,35,0,12392,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10083,ADMIN SCHOOL SEC MANAGER,1,ADMIN SCHOOL SEC MANAGER,35,0,12393,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10083,ADMIN SCHOOL SEC MANAGER,1,ADMIN SCHOOL SEC MANAGER,35,0,12394,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10095,ADMIN CONTRACT SPECIALIST,0,ADMIN CONTRACT SPECIALIST,35,0,12395,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G1,$51000.00,$77000.00
10095,ADMIN CONTRACT SPECIALIST,0,ADMIN CONTRACT SPECIALIST,35,0,12396,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G2,$59000.00,$91000.00
10095,ADMIN CONTRACT SPECIALIST,0,ADMIN CONTRACT SPECIALIST,35,0,12397,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G3,$70000.00,$105000.00
10095,ADMIN CONTRACT SPECIALIST,0,ADMIN CONTRACT SPECIALIST,35,0,12398,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G4,$81000.00,$124000.00
10095,ADMIN CONTRACT SPECIALIST,0,ADMIN CONTRACT SPECIALIST,35,0,12399,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G5,$95000.00,$145000.00
10095,ADMIN CONTRACT SPECIALIST,0,ADMIN CONTRACT SPECIALIST,35,0,12400,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G6,$111000.00,$170000.00
10095,ADMIN CONTRACT SPECIALIST,0,ADMIN CONTRACT SPECIALIST,35,0,12401,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G7,$138000.00,$188000.00
10095,ADMIN CONTRACT SPECIALIST,0,ADMIN CONTRACT SPECIALIST,35,0,12402,771,COMPETITIVE MANAGER,N/U,Non-Union,H,G8,$162000.00,$196575.00
10105,ACCOUNT CLERK,0,ACCOUNT CLERK,35,0,11398,128,CLERICAL TITLES DC37,DC37,District Council 37,Z,00,$14.95,$18.42
10105,ACCOUNT CLERK,0,ACCOUNT CLERK,35,0,9570,128,CLERICAL TITLES DC37,DC37,District Council 37,H,00,$29548.00,$36391.00
10106,CLERK,0,CLERK,35,0,9571,128,CLERICAL TITLES DC37,DC37,District Council 37,H,00,$28588.00,$34624.00
10106,CLERK,0,CLERK,35,0,11399,128,CLERICAL TITLES DC37,DC37,District Council 37,Z,00,$14.47,$17.52
10109,HRLY RATE OFFICE AIDE,0,HRLY RATE OFFICE AIDE,35,1,9573,128,CLERICAL TITLES DC37,DC37,District Council 37,Z,L1,$15.64,$18.94
10109,HRLY RATE OFFICE AIDE,0,HRLY RATE OFFICE AIDE,35,1,9572,128,CLERICAL TITLES DC37,DC37,District Council 37,H,L1,$25414.00,$30781.00
10109,HRLY RATE OFFICE AIDE,0,HRLY RATE OFFICE AIDE,35,2,9574,128,CLERICAL TITLES DC37,DC37,District Council 37,H,L2,$26268.00,$35804.00
10109,HRLY RATE OFFICE AIDE,0,HRLY RATE OFFICE AIDE,35,2,9575,128,CLERICAL TITLES DC37,DC37,District Council 37,Z,L2,$16.19,$22.06
10109,HRLY RATE OFFICE AIDE,0,HRLY RATE OFFICE AIDE,35,3,9576,128,CLERICAL TITLES DC37,DC37,District Council 37,H,L3,$28316.00,$36765.00
10109,HRLY RATE OFFICE AIDE,0,HRLY RATE OFFICE AIDE,35,3,9577,128,CLERICAL TITLES DC37,DC37,District Council 37,Z,L3,$17.42,$22.63
