VENDOR_NAME,ZIP CODE,PHONE,FAX,CONTACT PERSON,MBE,WBE,LBE,> 1M,PREQUALIFIED DATE,TRADE CODE (MASTER FORMAT),TRADE DESCRIPTION,Location 1
"Books 4 My Children.com, Inc",1940  Deer Park Ave,Deer Park,NY,631-236-9783,631-546-5399,Vanessa Braxton,Y,Y,N,N,8/5/2013,"10600
"
"Books 4 My Children.com, Inc",1940  Deer Park Ave,Deer Park,NY,631-236-9783,631-546-5399,Vanessa Braxton,Y,Y,N,N,8/5/2013,
"Books 4 My Children.com, Inc",1940  Deer Park Ave,Deer Park,NY,631-236-9783,631-546-5399,Vanessa Braxton,Y,Y,N,N,8/5/2013,
"Books 4 My Children.com, Inc",1940  Deer Park Ave,Deer Park,NY,631-236-9783,631-546-5399,Vanessa Braxton,Y,Y,N,N,8/5/2013,"80115
"
"Books 4 My Children.com, Inc",1940  Deer Park Ave,Deer Park,NY,631-236-9783,631-546-5399,Vanessa Braxton,Y,Y,N,N,8/5/2013,"80185
"
"Books 4 My Children.com, Inc",1940  Deer Park Ave,Deer Park,NY,631-236-9783,631-546-5399,Vanessa Braxton,Y,Y,N,N,8/5/2013,
"Books 4 My Children.com, Inc",1940  Deer Park Ave,Deer Park,NY,631-236-9783,631-546-5399,Vanessa Braxton,Y,Y,N,N,8/5/2013,"10150
(40.758229999614855, -73.96868000038165)"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16500
"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16100
"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16700
"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16550
(42.13320700030289, -80.0877600002238)"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16200
"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16080
"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16710
"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16800
"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16810
"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16300
"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16050
(41.043973583514116, -79.7705795610978)"
"Borowide Electrical Contractors, Inc.",36-07 20 Avenue,Astoria,NY,718-204-1347,718-204-1349,Anthony Papantonio,N,N,N,N,7/14/2012,"16400
"
"Botti Studio of Architectural Arts, Inc.",919  Grove Street,Evanston,IL,847-869-5933,847-869-5996,Megan Brady,N,N,N,N,3/30/2014,
"Botti Studio of Architectural Arts, Inc.",919  Grove Street,Evanston,IL,847-869-5933,847-869-5996,Megan Brady,N,N,N,N,3/30/2014,"12100
"
BOTTO MECHANICAL CORPORATION,95 Commercial Street,Plainview,NY,516-349-9000,516-349-0822,JAMES J. BOTTO,N,N,N,Y,1/22/2012,"15700
"
BP MECHANICAL CORP.,83-40 72nd Drive,Glendale,NY,718-383-2100,718-389-9425,Lisa Caruso,N,N,N,Y,5/11/2013,"15700
"
BP MOHABIR CORP.,90-02 Sutter Avenue,Ozone Park,NY,718-925-9562,718-925-9562,Bhagat B. Mohabir,N,N,N,N,3/3/2012,
BP MOHABIR CORP.,90-02 Sutter Avenue,Ozone Park,NY,718-925-9562,718-925-9562,Bhagat B. Mohabir,N,N,N,N,3/3/2012,
BP MOHABIR CORP.,90-02 Sutter Avenue,Ozone Park,NY,718-925-9562,718-925-9562,Bhagat B. Mohabir,N,N,N,N,3/3/2012,
Bradford Construction Corporation,545 Eighth Avenue,NEW YORK,NY,212-967-6002,212-967-0408,Sandra Wilkin,N,Y,N,Y,11/24/2012,"35000
"
Brandenburg Industrial Service Company,2217 Spillman Drive,Bethlehem,PA,630-956-7226,610-691-4200,John O'Keefe,N,N,N,Y,6/2/2014,
Brandenburg Industrial Service Company,2217 Spillman Drive,Bethlehem,PA,630-956-7226,610-691-4200,John O'Keefe,N,N,N,Y,6/2/2014,
Brandenburg Industrial Service Company,2217 Spillman Drive,Bethlehem,PA,630-956-7226,610-691-4200,John O'Keefe,N,N,N,Y,6/2/2014,
"Breit Consulting Enterprises, Inc.",28 Sherman Road,Old Bethpage,NY,516-845-1163,516-845-4979,Erica Breit,N,Y,N,Y,10/5/2013,
"Breit Consulting Enterprises, Inc.",28 Sherman Road,Old Bethpage,NY,516-845-1163,516-845-4979,Erica Breit,N,Y,N,Y,10/5/2013,
"Breit Consulting Enterprises, Inc.",28 Sherman Road,Old Bethpage,NY,516-845-1163,516-845-4979,Erica Breit,N,Y,N,Y,10/5/2013,
"Breit Consulting Enterprises, Inc.",28 Sherman Road,Old Bethpage,NY,516-845-1163,516-845-4979,Erica Breit,N,Y,N,Y,10/5/2013,
"BRI-DEN CONSTRUCTION CO., INC.",90 BATTLE ROW,OLD BETHPAGE,NY,516-752-1940,516-752-1345,Brian/Joseph Blesi,N,N,N,Y,3/23/2014,"99945
"
"BRICKENS CONSTRUCTION, INC.",801 MCLEAN AVENUE,YONKERS,NY,914-237-2709,914-237-6438,Eamon Delaney,N,N,N,Y,11/4/2013,"99999
"
"Brightfarm Systems, LLC.",928  Broadway,NEW YORK,NY,212-358-1100,212-757-7564,Benjamin Linsley,N,N,N,Y,7/17/2012,"13120
(42.94091117051414, -76.16930350675142)"
"Brightfarm Systems, LLC.",928  Broadway,NEW YORK,NY,212-358-1100,212-757-7564,Benjamin Linsley,N,N,N,Y,7/17/2012,"37033
(35.73638057040705, -87.55466043193337)"
"BRINKERHOFF ENVIRONMENTAL SERVICES, INC.",1913 ATLANTIC AVENUE,MANASQUAN,NJ,732-223-2225,732-223-3666,LAURA  A. BRINKERH,N,Y,N,Y,2/17/2013,"37106
"
"BRINKERHOFF ENVIRONMENTAL SERVICES, INC.",1913 ATLANTIC AVENUE,MANASQUAN,NJ,732-223-2225,732-223-3666,LAURA  A. BRINKERH,N,Y,N,Y,2/17/2013,"86030
(36.24375867762092, -110.58843608195957)"
Broadway Elevator,1550 St. Peters Avenue,Bronx,NY,717-828-2900,718-828-0721,Lawrence Flood,N,N,N,N,6/21/2013,"14200
"
"BRONX BASE BUILDERS, LTD.",2816 Waterbury Avenue,Bronx,NY,718-239-5600,718-239-7267,William Padilla,Y,N,Y,N,5/6/2012,
"BRONX BASE BUILDERS, LTD.",2816 Waterbury Avenue,Bronx,NY,718-239-5600,718-239-7267,William Padilla,Y,N,Y,N,5/6/2012,"99960
"
"Brookside Environmental, Inc.",7 Willis Court,Hicksville,NY,516-377-6300,516-377-6846,Richard Taylor,N,N,N,N,7/12/2014,
"Brookside Environmental, Inc.",7 Willis Court,Hicksville,NY,516-377-6300,516-377-6846,Richard Taylor,N,N,N,N,7/12/2014,
"Brookside Environmental, Inc.",7 Willis Court,Hicksville,NY,516-377-6300,516-377-6846,Richard Taylor,N,N,N,N,7/12/2014,
"BROTHERS & CO., INC",3 Stepar Place,Huntington Station,NY,516-250-9433,631-271-5592,Vincent  Barbera,N,N,N,N,4/13/2014,"14600
"
"BROTHERS MECHANICAL SERVICE, INC.",36 Maple Place,Manhasset,NY,516-829-5131,516-829-3840,Renu Sharma,Y,N,N,N,1/26/2012,"15700
"
"BROWN & DAVIS EXCAVATORS, INC.",548 Metropolitan Avenue,Staten Island,NY,718-981-3840,718-727-7221,Thomas Davis,N,N,N,Y,11/3/2012,
"BROWN & DAVIS EXCAVATORS, INC.",548 Metropolitan Avenue,Staten Island,NY,718-981-3840,718-727-7221,Thomas Davis,N,N,N,Y,11/3/2012,
"BROWN & DAVIS EXCAVATORS, INC.",548 Metropolitan Avenue,Staten Island,NY,718-981-3840,718-727-7221,Thomas Davis,N,N,N,Y,11/3/2012,
"Bruno Kearney Architects, LLP",481  Broadway,New York,NY,212-343-7274,212-343-7275,Joseph Bruno,N,N,N,Y,10/29/2013,"31000
"
"BSG Engineering, Surveying & Landscape Architecture LLC",75 South Broadway,NEW YORK,NY,732-449-6041,732-681-5477,Paul Panzarino,N,N,N,Y,10/27/2012,"32030
(30.07093199971206, -81.86194799970036)"
"BSG Engineering, Surveying & Landscape Architecture LLC",75 South Broadway,NEW YORK,NY,732-449-6041,732-681-5477,Paul Panzarino,N,N,N,Y,10/27/2012,"32025
(30.144822635456308, -82.51089275010031)"
BTN MANAGEMENT CORP,50-01 25th Avenue,Woodside,NY,718-777-3500,718-777-3501,Nina Wolfe,N,Y,N,N,4/21/2012,
BTN MANAGEMENT CORP,50-01 25th Avenue,Woodside,NY,718-777-3500,718-777-3501,Nina Wolfe,N,Y,N,N,4/21/2012,
BTN MANAGEMENT CORP,50-01 25th Avenue,Woodside,NY,718-777-3500,718-777-3501,Nina Wolfe,N,Y,N,N,4/21/2012,
BTN MANAGEMENT CORP,50-01 25th Avenue,Woodside,NY,718-777-3500,718-777-3501,Nina Wolfe,N,Y,N,N,4/21/2012,
BTN MANAGEMENT CORP,50-01 25th Avenue,Woodside,NY,718-777-3500,718-777-3501,Nina Wolfe,N,Y,N,N,4/21/2012,
BTN MANAGEMENT CORP,50-01 25th Avenue,Woodside,NY,718-777-3500,718-777-3501,Nina Wolfe,N,Y,N,N,4/21/2012,
BTR INNOVATIVE BUILDERS INC.,128 Avenue S,Brooklyn,NY,718-926-5402,718-373-4073,Rikard Vila,N,N,N,N,9/3/2012,
BTR INNOVATIVE BUILDERS INC.,128 Avenue S,Brooklyn,NY,718-926-5402,718-373-4073,Rikard Vila,N,N,N,N,9/3/2012,
"Buffalo Engineering, P.C.",4245 Union Road,Buffalo,NY,716-633-5300,716-633-5598,"Walid Daham, P.E.",N,N,N,Y,12/7/2013,"32025
(30.144822635456308, -82.51089275010031)"
"BUILT RITE CONTRACTING, CORP.",15-30 131st Street,College Point,NY,718-361-8484,718-361-2239,Marie Eliades,N,N,N,N,7/9/2013,
"BUILT RITE CONTRACTING, CORP.",15-30 131st Street,College Point,NY,718-361-8484,718-361-2239,Marie Eliades,N,N,N,N,7/9/2013,
"BUILT RITE CONTRACTING, CORP.",15-30 131st Street,College Point,NY,718-361-8484,718-361-2239,Marie Eliades,N,N,N,N,7/9/2013,
Bulson Management LLC,636 Broadway,New York,NY,201-931-3157,212-937-2147,Patrick Smith,N,N,N,N,12/2/2012,"99960
"
Burgess Steel Erectors of New York LLC,200 West Forest Avenue,Englewood,NJ,201-871-3500,201-871-8750,Thomas J. Parisi,N,N,N,N,11/2/2012,
Burgess Steel Erectors of New York LLC,200 West Forest Avenue,Englewood,NJ,201-871-3500,201-871-8750,Thomas J. Parisi,N,N,N,N,11/2/2012,
BUSINESS ENVIRONMENTS LLC,2001 Route 46,Parsippany,NJ,973-335-7700,973-335-7710,K. Faison-Gardner,Y,Y,N,Y,9/28/2012,"80185
"
BUSINESS ENVIRONMENTS LLC,2001 Route 46,Parsippany,NJ,973-335-7700,973-335-7710,K. Faison-Gardner,Y,Y,N,Y,9/28/2012,"12400
"
BUSINESS ENVIRONMENTS LLC,2001 Route 46,Parsippany,NJ,973-335-7700,973-335-7710,K. Faison-Gardner,Y,Y,N,Y,9/28/2012,"37029
(36.04122986986266, -87.26713275497264)"
BUSINESS INTELLIGENCE INCORPORATED,30 Jericho Executive Plaza,Jericho,NY,516-333-9400,516-333-9401,Susanne Ruchala,N,N,N,N,2/1/2014,"86050
"
"BUSINESS LOGIC, INC.",220 EAST 23RD STREET,NEW YORK,NY,212-505-9555,212-725-4808,HOWARD ZIEN,N,N,N,Y,2/23/2012,"86040
(36.82240527628255, -110.97730725052918)"
Butler Rogers Baskett Architects,475  Tenth Ave,New York,NY,212-792-4661,212-792-4601,Robert D. Vuyosevi,N,N,N,Y,9/25/2012,"31000
"
C & D Fireproofing & Plastering Co.,48 WALNUT STREET,NEW ROCHELLE,NY,914-636-7600,914-636-7952,DOMENICO COLAVITO,N,N,N,N,1/26/2014,
C & L CONTRACTING CORP.,14-20 128th Street,College Point,NY,718-886-1958,718-886-0620,TONY MASSARO,N,N,N,Y,2/24/2012,"99999
"
C & L CONTRACTING CORP.,14-20 128th Street,College Point,NY,718-886-1958,718-886-0620,TONY MASSARO,N,N,N,Y,2/24/2012,"99945
"
C & L CONTRACTING CORP.,14-20 128th Street,College Point,NY,718-886-1958,718-886-0620,TONY MASSARO,N,N,N,Y,2/24/2012,"99960
"
"C & M Door Controls, Inc.",20 Markley Street,Port Reading,NJ,732-596-1900,732-596-1992,JOHN A. O'KEEFE,N,N,N,N,6/27/2014,
"C & M Door Controls, Inc.",20 Markley Street,Port Reading,NJ,732-596-1900,732-596-1992,JOHN A. O'KEEFE,N,N,N,N,6/27/2014,
"C & M Door Controls, Inc.",20 Markley Street,Port Reading,NJ,732-596-1900,732-596-1992,JOHN A. O'KEEFE,N,N,N,N,6/27/2014,
"C & S ENGINEERS, INC.",499 COLONEL EILEEN COLLINS BLV,SYRACUSE,NY,315-455-2000,315-455-9667,"Jeffrey Palin, P.E",N,N,N,Y,10/1/2012,"32040
(30.282727051312406, -82.21064700015887)"
C M C ENVIRONMENTAL CORP.,85-26 149th Avenue,Lindenwood,NY,718-845-1387,718-323-4408,Luis L. Martinez,Y,Y,N,N,4/7/2014,"13280
"
C M C ENVIRONMENTAL CORP.,85-26 149th Avenue,Lindenwood,NY,718-845-1387,718-323-4408,Luis L. Martinez,Y,Y,N,N,4/7/2014,"13285
"
"C&D Restoration, Inc.",2017  47th Street,North Bergen,NJ,201-392-1500,201-392-1588,Gary Brown,N,N,N,Y,1/11/2014,
"C&F CONSULTING ENGINEERING, P.C.",420 North Broadway,White Plains,NY,914-683-7355,914-683-7344,Michael J Connors,N,N,N,Y,8/26/2012,"32025
(30.144822635456308, -82.51089275010031)"
C.B. CONTRACTING CORPORATION,4118 VICTORY BLVD.,STATEN ISLAND,NY,718-370-2300,718-494-6048,CAROL A. BURT,N,Y,N,Y,2/24/2013,
C.B.I. DRYWALL CORP,67-B Otis Street,W. Babylon,NY,631-491-4700,631-491-4215,Shaun Hawes,N,N,N,Y,3/4/2012,
C.B.I. DRYWALL CORP,67-B Otis Street,W. Babylon,NY,631-491-4700,631-491-4215,Shaun Hawes,N,N,N,Y,3/4/2012,
C.B.I. DRYWALL CORP,67-B Otis Street,W. Babylon,NY,631-491-4700,631-491-4215,Shaun Hawes,N,N,N,Y,3/4/2012,
C.B.I. DRYWALL CORP,67-B Otis Street,W. Babylon,NY,631-491-4700,631-491-4215,Shaun Hawes,N,N,N,Y,3/4/2012,
C.B.I. DRYWALL CORP,67-B Otis Street,W. Babylon,NY,631-491-4700,631-491-4215,Shaun Hawes,N,N,N,Y,3/4/2012,
"C.D.E. AIR CONDITIONING CO., INC.",321 39TH STREET,BROOKLYN,NY,718-788-1040,718-788-2046,"JOSEPH  AZARA, JR.",N,N,N,Y,1/21/2013,"15700
"
"C.M.D. SERVICE, INC.",2263 7th Street,East Meadow,NY,516-858-0140,516-203-7249,Tony Aragona,N,N,Y,N,9/30/2011,"15900
"
C.W. Brown Inc.,1  Labriola Court,Armonk,NY,914-219-8323,914-741-1274,Erin Griffin Loose,N,N,N,Y,11/12/2013,"99960
"
CAESAR MAX CONSTRUCTION INC.,120 Glen Head Road,Glen Head,NY,917-337-2853,516-609-2081,Salvatore Bonifati,N,N,N,N,10/13/2013,
Calcedo Construction Corp.,10 Midland Avenue,Portchester,NY,914-935-0000,914-935-0385,JOSEPH C. TOMEI,N,N,N,Y,12/9/2013,"99999
"
"CALIBER WINDOW, INC.",4551 Nursery Road,Dover,PA,717-854-5806,717-845-7611,Ann Leib,N,N,N,Y,1/8/2013,
"CAM Construction Services, LLC",226 Newtown Road,Plainview,NY,516-586-5975,516-586-4567,Kenneth Levy,Y,N,Y,N,10/20/2013,"99960
"
CAMBRIDGE CONSTRUCTION CORP.,359 MANHATTAN AVENUE,BROOKLYN,NY,718-389-8700,718-349-2129,Vassilis Tsarouhas,N,N,Y,N,4/17/2013,
CAMBRIDGE CONSTRUCTION CORP.,359 MANHATTAN AVENUE,BROOKLYN,NY,718-389-8700,718-349-2129,Vassilis Tsarouhas,N,N,Y,N,4/17/2013,
CAMBRIDGE CONSTRUCTION CORP.,359 MANHATTAN AVENUE,BROOKLYN,NY,718-389-8700,718-349-2129,Vassilis Tsarouhas,N,N,Y,N,4/17/2013,
CAMBRIDGE CONSTRUCTION CORP.,359 MANHATTAN AVENUE,BROOKLYN,NY,718-389-8700,718-349-2129,Vassilis Tsarouhas,N,N,Y,N,4/17/2013,"99960
"
"CAMERON ENGINEERING & ASSOCS, LLP",100 Sunnyside Blvd.,Woodbury,NY,516-827-4900,516-827-4920,JOSEPH R. AMATO,N,N,N,Y,5/17/2013,"32030
(30.07093199971206, -81.86194799970036)"
"CAMERON ENGINEERING & ASSOCS, LLP",100 Sunnyside Blvd.,Woodbury,NY,516-827-4900,516-827-4920,JOSEPH R. AMATO,N,N,N,Y,5/17/2013,"32025
(30.144822635456308, -82.51089275010031)"
CANATAL INDUSTRIES INC.,2885 BLVD. FRONTENAC EAST,QUEBEC  G6G 6P6,Qu,418-338-6044,418-338-6829,Ralph Poulin,N,N,N,Y,9/2/2012,
"CANNADY SECURITY SERVICE, INC.",89-16 163 Street,JAMAICA,NY,718-523-8293,718-523-8376,HENRY CANNADY,Y,N,N,N,4/21/2012,"86080
"
CAPABLE CONSTRUCTION CORP,538  East 21 Street,Brooklyn,NY,718-826-0877,718-826-0877,Fritz Jean Pierre,Y,N,N,Y,10/31/2011,
CAPABLE CONSTRUCTION CORP,538  East 21 Street,Brooklyn,NY,718-826-0877,718-826-0877,Fritz Jean Pierre,Y,N,N,Y,10/31/2011,
CAPABLE CONSTRUCTION CORP,538  East 21 Street,Brooklyn,NY,718-826-0877,718-826-0877,Fritz Jean Pierre,Y,N,N,Y,10/31/2011,
CAPCO GROUP INC.  (THE),5 Westwood Court,Ronkonkoma,NY,631-981-7217,631-981-7218,JEFFREY CAPECE,N,N,N,N,2/11/2013,"12490
(42.12384300015441, -73.9338290003081)"
Capco Steel LLC,33 Acorn St.,Providence,RI,401-861-1220,401-861-3699,John Casale,N,N,N,Y,7/16/2012,
Capco Steel LLC,33 Acorn St.,Providence,RI,401-861-1220,401-861-3699,John Casale,N,N,N,Y,7/16/2012,
Capco Steel LLC,33 Acorn St.,Providence,RI,401-861-1220,401-861-3699,John Casale,N,N,N,Y,7/16/2012,
"Capital Builders Group, Inc.",18 West 27 St,New York,NY,212-689-7700,212-689-8725,Kenneth Mitchell,N,N,N,Y,3/25/2012,"99960
"
CAPITAL CEILING SYSTEMS INC.,8 Cornell Court South,Smithtown,NY,631-864-8310,631-864-8311,James Eckert,N,N,N,N,1/7/2012,
Capitol Awning Co. Inc.,105-15 180th Street,Jamaica,NY,718-454-6444,718-657-8374,Michael Catalano,N,N,N,N,1/19/2014,"10530
(41.022122898752855, -73.80866415932343)"
"CARA CONSTRUCTION MANAGEMENT, INC.",199  Lincoln Avenue,BRONX,NY,646-523-3412,718-401-2635,Celeste Ramirez,Y,Y,N,Y,4/20/2013,"86100
"
"CARDET CONSTRUCTION CO., INC.",83  W. NICHOLAI STREET,HICKSVILLE,NY,516-938-5555,516-938-5526,FRANK LAMAGNA,N,N,N,Y,12/18/2012,
"CARDET CONSTRUCTION CO., INC.",83  W. NICHOLAI STREET,HICKSVILLE,NY,516-938-5555,516-938-5526,FRANK LAMAGNA,N,N,N,Y,12/18/2012,"99960
"
CARDRONA INC.,58-85 57th Street,Maspeth,NY,718-383-9191,718-383-5355,Ultan Galligan,N,N,N,N,2/24/2012,
CARDRONA INC.,58-85 57th Street,Maspeth,NY,718-383-9191,718-383-5355,Ultan Galligan,N,N,N,N,2/24/2012,
CARDRONA INC.,58-85 57th Street,Maspeth,NY,718-383-9191,718-383-5355,Ultan Galligan,N,N,N,N,2/24/2012,"10200
"
CARDRONA INC.,58-85 57th Street,Maspeth,NY,718-383-9191,718-383-5355,Ultan Galligan,N,N,N,N,2/24/2012,
CARDRONA INC.,58-85 57th Street,Maspeth,NY,718-383-9191,718-383-5355,Ultan Galligan,N,N,N,N,2/24/2012,
Care Free Alarms Inc,100  Sagamore Drive,Syosset,NY,516-445-2765,516-558-7127,Jorge Ramirez,Y,N,N,N,3/29/2013,
Care Free Alarms Inc,100  Sagamore Drive,Syosset,NY,516-445-2765,516-558-7127,Jorge Ramirez,Y,N,N,N,3/29/2013,
Care Free Alarms Inc,100  Sagamore Drive,Syosset,NY,516-445-2765,516-558-7127,Jorge Ramirez,Y,N,N,N,3/29/2013,
Care Free Alarms Inc,100  Sagamore Drive,Syosset,NY,516-445-2765,516-558-7127,Jorge Ramirez,Y,N,N,N,3/29/2013,
Care Free Alarms Inc,100  Sagamore Drive,Syosset,NY,516-445-2765,516-558-7127,Jorge Ramirez,Y,N,N,N,3/29/2013,
Care Free Alarms Inc,100  Sagamore Drive,Syosset,NY,516-445-2765,516-558-7127,Jorge Ramirez,Y,N,N,N,3/29/2013,
Care Free Alarms Inc,100  Sagamore Drive,Syosset,NY,516-445-2765,516-558-7127,Jorge Ramirez,Y,N,N,N,3/29/2013,
Care Free Alarms Inc,100  Sagamore Drive,Syosset,NY,516-445-2765,516-558-7127,Jorge Ramirez,Y,N,N,N,3/29/2013,
Care Free Alarms Inc,100  Sagamore Drive,Syosset,NY,516-445-2765,516-558-7127,Jorge Ramirez,Y,N,N,N,3/29/2013,
CARLA CONSTRUCTION CORP.,816 43 St,Brooklyn,NY,718-851-4659,718-609-1989,Iwona Jastrzebski,N,N,Y,N,4/27/2012,
CARLA CONSTRUCTION CORP.,816 43 St,Brooklyn,NY,718-851-4659,718-609-1989,Iwona Jastrzebski,N,N,Y,N,4/27/2012,
CARNAK CONSTRUCTION INC.,500 Ocean Avenue,East Rockaway,NY,516-593-6460,516-887-5320,Soteris Zografakis,N,N,N,Y,7/14/2013,
CARNAK CONSTRUCTION INC.,500 Ocean Avenue,East Rockaway,NY,516-593-6460,516-887-5320,Soteris Zografakis,N,N,N,Y,7/14/2013,
CARNAK CONSTRUCTION INC.,500 Ocean Avenue,East Rockaway,NY,516-593-6460,516-887-5320,Soteris Zografakis,N,N,N,Y,7/14/2013,
CARNAK CONSTRUCTION INC.,500 Ocean Avenue,East Rockaway,NY,516-593-6460,516-887-5320,Soteris Zografakis,N,N,N,Y,7/14/2013,
CARNAK CONSTRUCTION INC.,500 Ocean Avenue,East Rockaway,NY,516-593-6460,516-887-5320,Soteris Zografakis,N,N,N,Y,7/14/2013,
CARNAK CONSTRUCTION INC.,500 Ocean Avenue,East Rockaway,NY,516-593-6460,516-887-5320,Soteris Zografakis,N,N,N,Y,7/14/2013,
CARNAK CONSTRUCTION INC.,500 Ocean Avenue,East Rockaway,NY,516-593-6460,516-887-5320,Soteris Zografakis,N,N,N,Y,7/14/2013,
CARPET FASHIONS FLOOR COVERINGS,501 Fifth Avenue,NEW YORK,NY,212-683-1888,212-683-4074,William Seyler,N,N,N,N,6/15/2013,
CARPET FASHIONS FLOOR COVERINGS,501 Fifth Avenue,NEW YORK,NY,212-683-1888,212-683-4074,William Seyler,N,N,N,N,6/15/2013,
CARPET FASHIONS FLOOR COVERINGS,501 Fifth Avenue,NEW YORK,NY,212-683-1888,212-683-4074,William Seyler,N,N,N,N,6/15/2013,
CARTS MOBILE FOOD EQUIPMENT CORP,113 8 Street,Brooklyn,NY,718-788-5540,718-788-4962,Jeno Rosenberg,N,N,N,N,4/6/2012,"11400
"
Caruso Painting + Decorating,6  East 32nd Street,New York,NY,212-563-6460,212-563-6147,Antonina Caruso,N,Y,N,N,8/25/2012,
Caruso Painting + Decorating,6  East 32nd Street,New York,NY,212-563-6460,212-563-6147,Antonina Caruso,N,Y,N,N,8/25/2012,
Caruso Painting + Decorating,6  East 32nd Street,New York,NY,212-563-6460,212-563-6147,Antonina Caruso,N,Y,N,N,8/25/2012,
CARVER FEDERAL SAVINGS BANK,75 W 125th Street,New York,NY,212-360-8887,212-426-6213,Blondel A. Pinnock,N,N,N,Y,9/30/2011,"86035
(35.35076769687174, -111.0006491191615)"
CASA MECHANICAL,874 E233 St,Bronx,NY,718-547-6460,718-547-6463,Chris Casa,N,N,N,N,3/19/2012,"15400
"
"CASCADE WATER SERVICES, INC.",113 BLOOMINGDALE ROAD,HICKSVILLE,NY,516-932-3030,516-932-0014,Eugene Klochkoff,N,N,N,N,5/4/2013,"15810
"
"CASCADE WATER SERVICES, INC.",113 BLOOMINGDALE ROAD,HICKSVILLE,NY,516-932-3030,516-932-0014,Eugene Klochkoff,N,N,N,N,5/4/2013,"11200
"
"Castaneda Architect, P.C.",307 Seventh Avenue,New York,NY,212-695-9222,212-695-4118,Fred Castaneda,Y,N,N,Y,11/8/2013,"31015
(31.943178611803546, -83.77858975071638)"
"Castcon Stone, Inc.",2900 South Noah Drive,Saxonburg,PA,724-352-2200,724-352-2290,Sandra K. Ussia,N,N,N,Y,2/16/2014,
Castillo Iron Works Inc.,1033 Webster Avenue,Bronx,NY,718-294-9145,718-731-4044,Alberto Castillo,Y,N,N,N,9/17/2013,
Castillo Iron Works Inc.,1033 Webster Avenue,Bronx,NY,718-294-9145,718-731-4044,Alberto Castillo,Y,N,N,N,9/17/2013,
Castillo Iron Works Inc.,1033 Webster Avenue,Bronx,NY,718-294-9145,718-731-4044,Alberto Castillo,Y,N,N,N,9/17/2013,
"CATALYST EAST, LLC",2601 Fortune Circle East,Indianapolis,IN,646-736-2272,646-736-2282,David Padgett,N,N,N,Y,10/31/2011,"86040
(36.82240527628255, -110.97730725052918)"
CBS TECHNOLOGIES CORP.,2990 EXPRESS DRIVE SOUTH,ISLANDIA,NY,631-232-8306,631-582-6063,ROBERT D. CORVALAN,N,N,N,N,11/30/2011,"16700
"
CCC Custom Carpentry Corporation,50 Bethpage Road,Hicksville,NY,516-931-5200,516-931-5240,MaryRose Rafferty,N,N,N,Y,7/18/2014,
CCC Custom Carpentry Corporation,50 Bethpage Road,Hicksville,NY,516-931-5200,516-931-5240,MaryRose Rafferty,N,N,N,Y,7/18/2014,
CCC Custom Carpentry Corporation,50 Bethpage Road,Hicksville,NY,516-931-5200,516-931-5240,MaryRose Rafferty,N,N,N,Y,7/18/2014,
CCC Custom Carpentry Corporation,50 Bethpage Road,Hicksville,NY,516-931-5200,516-931-5240,MaryRose Rafferty,N,N,N,Y,7/18/2014,
CCC Custom Carpentry Corporation,50 Bethpage Road,Hicksville,NY,516-931-5200,516-931-5240,MaryRose Rafferty,N,N,N,Y,7/18/2014,
"CCN Resources, LLC",404 Park Ave South,New York,NY,212-447-6100,212-447-6900,Michael Rozen,N,N,N,Y,3/13/2012,"86090
"
"CCN Resources, LLC",404 Park Ave South,New York,NY,212-447-6100,212-447-6900,Michael Rozen,N,N,N,Y,3/13/2012,"86040
(36.82240527628255, -110.97730725052918)"
