"After-School Programs,Summer Program,Summer Camp",Out of School Time,Jacob A. Riis,Queens,"Jacob A. Riis Neighborhood Settlement, Inc.",(718) 784-7447,OST,"10 25 41st Avenue
11101
(40.74570244980828, -73.93866902925225)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,I.S. 126 ALBERT SHANKER SCHOOL,Queens,"Jacob A. Riis Neighborhood Settlement, Inc.",(718) 626-1651,OST,"31 51 21st Street
11106
(40.761699790013324, -73.9316632529567)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 166 HENRY GRADSTEIN SCHOO,Queens,"Jacob A. Riis Neighborhood Settlement, Inc.",(718) 361-2341,OST,"33 09 35th Avenue
11106
(40.761699790013324, -73.9316632529567)"
After-School Programs,Out of School Time,Central Queens YM,Queens,Jewish Child Care Association,(718) 275-6489,High School,"67 09 108th Street
11375
(40.720707263029794, -73.84628429608335)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,I.S. 49 BERTHA DREYFUS SCHOOL,Staten Island,"Jewish Community Center of Staten Island, Inc.",(718) 556-1565,Middle School,"101 Warren Street
10304
(40.6206415192163, -74.08176242736623)"
After-School Programs,Out of School Time,P.S. 31 WILLIAM T. DAVIS SCHOOL,Staten Island,"Jewish Community Center of Staten Island, Inc.",(718) 273-4820,Elementary,"55 LAYTON AVENUE
10301
(40.6415823266761, -74.08535650074658)"
After-School Programs,Out of School Time,Tottenville HS,Staten Island,"Jewish Community Center of Staten Island, Inc.",(718) 605-3033,High School,"100 Luten Avenue
10312
(40.52826198723337, -74.19217697672369)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 31 WILLIAM T. DAVIS SCHOO,Staten Island,"Jewish Community Center of Staten Island, Inc.",(718) 273-4820,OST,"55 LAYTON AVENUE
10301
(40.6415823266761, -74.08535650074658)"
After-School Programs,Out of School Time,Jewish Institute of Queens,Queens,Jewish Institute of Queens,(718) 426-9369,Elementary,"60 05 Woodhaven Boulevard
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Out of School Time,Jewish Institute (QNS),Queens,Jewish Institute of Queens,(718) 426-9369,Middle School,"60 05 Woodhaven Boulevard
11373
(40.73871040256307, -73.87835115518163)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Jewish Institute of Queens,Queens,Jewish Institute of Queens,(718) 426-9369,OST,"60 05 Woodhaven Blvd
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Out of School Time,x343,Bronx,"Just Us, Inc.",(718) 292-3883,Middle School,"345 Brook Avenue
10454
(40.81004862442692, -73.91782345430987)"
After-School Programs,Out of School Time,C.S. 102 JOSEPH LORETAN SCHOOL,Bronx,Kips Bay Boys & Girls Club,(718) 893-8600,Elementary,"1827 Archer Street
10460
(40.83764441248863, -73.86608075814186)"
After-School Programs,Out of School Time,Kips Bay Boys and Girls Club -,Bronx,Kips Bay Boys & Girls Club,(718) 828-4518,Elementary,"625 Castle Hill Avenue
10473
(40.81966351590638, -73.8482153043378)"
After-School Programs,Out of School Time,P.S. 140 EAGLE SCHOOL,Bronx,Kips Bay Boys & Girls Club,(718) 585-1205,Elementary,"916 Eagle Avenue
10456
(40.8225940875459, -73.90821769281324)"
After-School Programs,Out of School Time,Kips Bay 1,Bronx,Kips Bay Boys & Girls Club,(718) 893-8254,Elem/MS/HS,"1930 Randall Avenue
10473
(40.81782677019028, -73.85668537336207)"
After-School Programs,Out of School Time,Kips Bay 2,Bronx,Kips Bay Boys & Girls Club,(718) 824-9090,Elem/MS/HS,"550 Balcom Avenue
10465
(40.821073448267626, -73.82596372212717)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 140 EAGLE SCHOOL,Bronx,Kips Bay Boys & Girls Club,(718) 585-1205,OST,"916 Eagle Avenue
10456
(40.8225940875459, -73.90821769281324)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,C.S. 102 JOSEPH LORETAN SCHOOL,Bronx,Kips Bay Boys & Girls Club,(718) 893-8600,OST,"1827 Archer Street
10460
(40.83764441248863, -73.86608075814186)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Kips Bay Boys and Girls Club -,Bronx,Kips Bay Boys & Girls Club,(718) 828-4518,OST,"625 Castle Hill Avenue
10473
(40.81966351590638, -73.8482153043378)"
After-School Programs,Out of School Time,Action Center,Bronx,"Latino Pastoral Action Center, Inc.",(718) 681-2361,High School,"14 170th Street
10452
(40.840099195480995, -73.91742697304375)"
After-School Programs,Out of School Time,C.I.S. 22 JORDAN L. MOTT SCHOOL,Bronx,"Learning Thru An Expanded Arts Program, Inc.",(646) 280-8939,Middle School,"270 167th Street
10456
(40.83322765425807, -73.91408537225458)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 33 TIMOTHY DWIGHT SCHOOL,Bronx,"Learning Thru An Expanded Arts Program, Inc.",(718) 563-4268,OST,"2424 Jerome Avenue
10468
(40.86194912850306, -73.90165549892143)"
After-School Programs,Out of School Time,Legal Outreach Bklyn 2,Brooklyn,"Legal Outreach, Inc",(718) 797-3396,High School,"157 Montague Street
11201
(40.69450911526796, -73.99315441100096)"
After-School Programs,Out of School Time,Legal Outreach Bklyn 1,Brooklyn,"Legal Outreach, Inc",(718) 797-3396,High School,"157 Montague Street
11201
(40.69450911526796, -73.99315441100096)"
After-School Programs,Out of School Time,Manhattan School Year,Manhattan,"Legal Outreach, Inc",(212) 690-9989,High School,"402 145th Street
10031
(40.82406207755695, -73.94489305673513)"
After-School Programs,Out of School Time,Manhattan Summer,Manhattan,"Legal Outreach, Inc",(212) 690-9989,High School,"402 145th Street
10031
(40.82406207755695, -73.94489305673513)"
After-School Programs,Out of School Time,Amsterdam Addition,Manhattan,"Lincoln Square Neighborhood Center, Inc.",(212) 874-0860,Elementary,"250 65th St
10023
(40.774760858662376, -73.9863663734344)"
After-School Programs,Out of School Time,Youth Connections,Manhattan,"Lincoln Square Neighborhood Center, Inc.",(212) 874-0860,High School,"250 65th Street
10023
(40.774760858662376, -73.9863663734344)"
After-School Programs,Out of School Time,Lincoln Square,Manhattan,"Lincoln Square Neighborhood Center, Inc.",(212) 874-0860,Elem/MS,"206 64th Street
10023
(40.774162347214755, -73.98686256939689)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Amsterdam Addition,Manhattan,"Lincoln Square Neighborhood Center, Inc.",(212) 874-0860,OST,"250 65th St
10023
(40.774760858662376, -73.9863663734344)"
After-School Programs,Out of School Time,I.S. 113 RONALD EDMONDS SCHOOL,Brooklyn,Long Island University,(718) 488-1514,Middle School,"300 Adelphi Street
11205
(40.68873368033439, -73.97100925264802)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,I.S. 113 RONALD EDMONDS SCHOOL,Brooklyn,Long Island University,(718) 488-1514,OST,"300 Adelphi Street
11205
(40.68873368033439, -73.97100925264802)"
After-School Programs,Out of School Time,Columbus Clubhouse Elem.,Bronx,Madison Square Boys & Girls Club,(718) 733-5500,Elementary,"543 189 Street
10458
(40.858390156400105, -73.88786591803597)"
After-School Programs,Out of School Time,Columbus Clubhouse 1 H.S.,Bronx,Madison Square Boys & Girls Club,(718) 733-5500,High School,"543 189th Street
10458
(40.858390156400105, -73.88786591803597)"
After-School Programs,Out of School Time,Colombus Clubhouse 2 M.S.,Bronx,Madison Square Boys & Girls Club,(718) 733-5500,Middle School,"543 189 Street
10458
(40.858390156400105, -73.88786591803597)"
After-School Programs,Out of School Time,Joel E. Smilow,Bronx,Madison Square Boys & Girls Club,(718) 328-3900,High School,"1665 Hoe Avenue
10460
(40.836095735535444, -73.88743624188753)"
After-School Programs,Out of School Time,Columbus Clubhouse 3,Bronx,Madison Square Boys & Girls Club,(718) 733-5500,Elem/MS/HS,"543 189 Street
10458
(40.858390156400105, -73.88786591803597)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Columbus Clubhouse Elem.,Bronx,Madison Square Boys & Girls Club,(718) 733-5500,OST,"543 189 Street
10458
(40.858390156400105, -73.88786591803597)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Colombus Clubhouse 2 M.S.,Bronx,Madison Square Boys & Girls Club,(718) 733-5500,OST,"543 189 Street
10458
(40.858390156400105, -73.88786591803597)"
After-School Programs,Out of School Time,Flatbush Club (middle school),Brooklyn,Madison Square Boys & Girls Club,(718) 462-6100,Middle School,"2245 Bedford Avenue
11226
(40.649137318601, -73.95576055063657)"
After-School Programs,Out of School Time,Flatbush Club (high school),Brooklyn,Madison Square Boys & Girls Club,(718) 462-6100,High School,"2245 Bedford Avenue
11226
(40.649137318601, -73.95576055063657)"
After-School Programs,Out of School Time,Navy Yard,Brooklyn,Madison Square Boys & Girls Club,(718) 625-4295,Middle School,"240 Nassau Street
11201
(40.69827431074715, -73.98164084395302)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Navy Yard,Brooklyn,Madison Square Boys & Girls Club,(718) 625-4295,OST,"240 Nassau Street
11201
(40.69827431074715, -73.98164084395302)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Flatbush Club (middle school),Brooklyn,Madison Square Boys & Girls Club,(718) 462-6100,OST,"2245 Bedford Avenue
11226
(40.649137318601, -73.95576055063657)"
After-School Programs,Out of School Time,Beach 41st Club (high school),Queens,Madison Square Boys & Girls Club,(718) 471-5453,High School,"426 Beach 40th Street
11691
(40.59615143909763, -73.77237265921477)"
After-School Programs,Out of School Time,Beach 41st Club (middle sch..),Queens,Madison Square Boys & Girls Club,(718) 471-5453,Middle School,"426 Beach 40th Street
11691
(40.59615143909763, -73.77237265921477)"
After-School Programs,Out of School Time,Far Rockaway - Opt 2,Queens,Madison Square Boys & Girls Club,(718) 471-5453,Elem/MS/HS,"426 Beach 40th Street
11691
(40.59615143909763, -73.77237265921477)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Beach 41st Club (middle sch..),Queens,Madison Square Boys & Girls Club,(718) 471-5453,OST,"426 Beach 40th Street
11691
(40.59615143909763, -73.77237265921477)"
After-School Programs,Out of School Time,P.S. 89 P.S. 89,Manhattan,Manhattan Youth Recreation & Resources Center,(212) 766-1104,Middle School,"201 Warren Street
10282
(40.716492485593946, -74.01327097840891)"
After-School Programs,Out of School Time,I.S. 73 I.S. 73 - THE FRANK SA,Queens,"Maspeth Town Hall, Inc.",(718) 335-6049,Middle School,"70 02 54 Avenue
11378
(40.72145310497689, -73.90854350068196)"
After-School Programs,Out of School Time,P.S. 102 BAYVIEW SCHOOL,Queens,"Maspeth Town Hall, Inc.",(646) 300-4320,Elementary,"55 24 Van Horn Street
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Out of School Time,P.S. 12 JAMES B. COLGATE SCHOO,Queens,"Maspeth Town Hall, Inc.",(646) 300-4311,Elementary,"42 00 72 STREET
11377
(40.74519376448069, -73.9048471440804)"
After-School Programs,Out of School Time,P.S. 229 EMANUEL KAPLAN SCHOOL,Queens,"Maspeth Town Hall, Inc.",(718) 446-2120,Elementary,"67 25 51st Road
11377
(40.74519376448069, -73.9048471440804)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 12 JAMES B. COLGATE SCHOO,Queens,"Maspeth Town Hall, Inc.",(646) 300-4311,OST,"42 00 72 STREET
11377
(40.74519376448069, -73.9048471440804)"
After-School Programs,Out of School Time,P.S./I.S. 124 OSMOND A. CHURCH,Queens,Mercy First,(718) 848-1532,Middle School,"129 15 150th Avenue
11420
(40.67334524268887, -73.81770717164864)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S./I.S. 124 OSMOND A. CHURCH,Queens,Mercy First,(718) 848-1532,OST,"129 15 150th Avenue
11420
(40.67334524268887, -73.81770717164864)"
After-School Programs,Out of School Time,Edward R. Murrow HS,Brooklyn,Midwood Development Corporation,(718) 859-3011,High School,"1600 Avenue
L 11230
(40.62192951023877, -73.96551106018723)"
After-School Programs,Out of School Time,P.S. 193 GIL HODGES SCHOOL,Brooklyn,Midwood Development Corporation,(718) 859-3011,Elementary,"2515 Avenue
L 11210
(40.62772226387142, -73.946537919989)"
After-School Programs,Out of School Time,P.S. 197 P.S. 197,Brooklyn,Midwood Development Corporation,(718) 859-3011,Elementary,"1599 22nd Street
11210
(40.6126141079256, -73.95187917052758)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 24,Brooklyn,Morningside Center for Teaching Social Responsibility,(718) 832-5858,OST,"427 38 STREET
11232
(40.65280571732812, -74.00489576331948)"
After-School Programs,Out of School Time,P.S. 24,Brooklyn,"Morningside Center for Teaching Social Responsibility, Inc.",(718) 832-5858,Elementary,"427 38 STREET
11232
(40.65280571732812, -74.00489576331948)"
After-School Programs,Out of School Time,Mosholu Center 1 H.S.,Bronx,"Mosholu Montefiore Community Center, Inc.",(718) 882-4000,High School,"3450 Dekalb Avenue
10467
(40.8811069447426, -73.88170846616941)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 153 HELEN KELLER SCHOOL,Bronx,"Mosholu Montefiore Community Center, Inc.",(917) 482-5030,Elementary,"650 Baychester Ave
10475
(40.87307710549371, -73.83372499824766)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 160 WALT DISNEY SCHOOL,Bronx,"Mosholu Montefiore Community Center, Inc.",(917) 482-5016,Elementary,"4140 HUTCHINSON RIVER PKWY
10475
(40.86466106194175, -73.8242748469253)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 21 PHILIP H. SHERIDAN SCHOOL,Bronx,"Mosholu Montefiore Community Center, Inc.",(917) 570-3561,Elementary,"715 225th Street
10466
(40.88782430615607, -73.86044891659131)"
After-School Programs,Out of School Time,P.S. 8 P.S. 008 ISSAC VARIAN,Bronx,"Mosholu Montefiore Community Center, Inc.",(718) 365-3857,Elementary,"3010 Briggs Avenue
10458
(40.87251195855579, -73.88368793320858)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 94 KINGS COLLEGE SCHOOL,Bronx,"Mosholu Montefiore Community Center, Inc.",(718) 405-6345,Elementary,"3530 KINGS COLLEGE PLACE
10467
(40.880417464175785, -73.87572677578406)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S./I.S. 20 GEORGE WERDANN II,Bronx,"Mosholu Montefiore Community Center, Inc.",(718) 325-0764,Elementary,"3050 WEBSTER AVENUE
10467
(40.869978613709804, -73.87875396652446)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S./I.S. 95 SHEILA MENCHER SC,Bronx,"Mosholu Montefiore Community Center, Inc.",(718) 548-7680,Elementary,"3961 HILLMAN AVENUE
10463
(40.883162755141505, -73.89107454904517)"
After-School Programs,Out of School Time,MARIE CURIE HIGH SCHOOL,Bronx,"Mosholu Montefiore Community Center, Inc.",(212) 729-6384,MS/HS,"120 231 Street
10463
(40.87589772067004, -73.9011241543722)"
After-School Programs,Out of School Time,Tracey Towers,Bronx,"Mosholu Montefiore Community Center, Inc.",(718) 733-4000,Elem/MS/HS,"40 Mosholu Parkway
10468
(40.869693003729196, -73.89892699248668)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Mount Hope Housing After School,Bronx,Mount Hope Housing Company,(718) 583-6917,Elementary,"1822 Davidson Avenue
10453
(40.8492107022485, -73.9123795014778)"
After-School Programs,Out of School Time,Health Sciences HS,Queens,Mt. Sinai School of Medicine,(718) 344-8753,High School,"150 91 87th Road
11432
(40.71311535449007, -73.79282099978928)"
After-School Programs,Out of School Time,National for Negro Women 1,Queens,National Council for Negro Women of Greater New York,(718) 657-8585,High School,"114 02 Guy R Brewer Boulevard
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,Bnos Ahavas Israel,Brooklyn,National Society For Hebrew Day Schools,(718) 252-4446,High School,"12 Franklin Avenue
11211
(40.69909552614082, -73.95897492504926)"
After-School Programs,Out of School Time,Torah Academy,Queens,National Society For Hebrew Day Schools,(718) 252-4446,High School,"636 Lanett Avenue
11691
(40.599684030004816, -73.74151109046791)"
After-School Programs,Out of School Time,P.S. 96 RICHARD RODGERS SCHOOL,Bronx,Neighborhood Initiatives Development Corporation,(718) 231-9800,Elementary,"650 Waring Avenue
10467
(40.86135447490094, -73.86940947575572)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 96 RICHARD RODGERS SCHOOL,Bronx,Neighborhood Initiatives Development Corporation,(718) 231-9800,OST,"650 Waring Avenue
10467
(40.86135447490094, -73.86940947575572)"
After-School Programs,Out of School Time,New Life Child Develop. #2,Brooklyn,New Life Child Development Corporation,(718) 417-4206,Elementary,"408 Grove Street
11237
(40.70094816625463, -73.91310671514502)"
After-School Programs,Out of School Time,New Life Child Develop.,Brooklyn,New Life Child Development Corporation,(718) 821-3432,Elementary,"295 Woodbine Street
11237
(40.69627389127429, -73.91311852363937)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,New Life Child Develop.,Brooklyn,New Life Child Development Corporation,(718) 821-3432,OST,"295 Woodbine Street
11237
(40.69627389127429, -73.91311852363937)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,New Life Child Develop. #2,Brooklyn,New Life Child Development Corporation,(718) 417-4206,OST,"408 Grove Street
11237
(40.70094816625463, -73.91310671514502)"
After-School Programs,Out of School Time,C.E.S. 88 THE SIDNEY SILVERSTE,Bronx,New Settlement Apartments,(718) 538-8051,Elementary,"1340 Sheridan Avenue
10456
(40.83733516081591, -73.91345234189333)"
After-School Programs,Out of School Time,Apartments,Bronx,New Settlement Apartments,(718) 716-8000,Elementary,"1512 Townsend Avenue
10452
(40.842289963686326, -73.9150263058931)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Apartments,Bronx,New Settlement Apartments,(718) 716-8000,OST,"1512 Townsend Avenue
10452
(40.842289963686326, -73.9150263058931)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,C.E.S. 88 THE SIDNEY SILVERSTE,Bronx,New Settlement Apartments,(718) 538-8051,OST,"1340 Sheridan Avenue
10456
(40.83733516081591, -73.91345234189333)"
After-School Programs,Out of School Time,CONCORD HIGH SCHOOL,Staten Island,New York Center for Interpersonal Development,(718) 947-4136,High School,"109 Rhine Ave
10304
(40.61098425188691, -74.08720897889408)"
After-School Programs,Out of School Time,Curtis HS,Staten Island,New York Center for Interpersonal Development,(718) 947-4122,High School,"105 Hamiton Ave
10301
(40.62678550844453, -74.09611291088208)"
After-School Programs,Out of School Time,Port Richmond HS 1,Staten Island,New York Center for Interpersonal Development,(718) 947-4122,High School,"85 St Joseph Avenue
10302
(40.63466232058267, -74.14181785886493)"
After-School Programs,Out of School Time,RALPH J MCKEE CAREER TECHNICAL,Staten Island,New York Center for Interpersonal Development,(718) 947-4122,High School,"290 St Mark's Place
10301
(40.64282109372877, -74.07877463401378)"
After-School Programs,Out of School Time,P.S. 85 P.S. 85,Bronx,New York City Mission Society,(718) 583-7200,Elementary,"2400 Marion Avenue
10458
(40.859331900138066, -73.89472052099663)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 85 P.S. 85,Bronx,New York City Mission Society,(718) 583-7200,OST,"2400 Marion Avenue
10458
(40.859331900138066, -73.89472052099663)"
After-School Programs,Out of School Time,P.S. 175 HENRY HIGHLAND GARNET,Manhattan,New York City Mission Society,(212) 283-0426,Elementary,"175 134 STREET
10030
(40.81432769777187, -73.94339188856422)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 175 HENRY HIGHLAND GARNET,Manhattan,New York City Mission Society,(212) 283-0426,OST,"175 134 STREET
10030
(40.81432769777187, -73.94339188856422)"
After-School Programs,Out of School Time,IS 337 (x337),Bronx,New York Junior Tennis League,(718) 860-4181,Middle School,"1025 Morrison Avenue
10472
(40.82496190732625, -73.87358828819188)"
After-School Programs,Out of School Time,P.S. 100 ISAAC CLASON SCHOOL,Bronx,New York Junior Tennis League,(718) 542-7420,Elementary,"800 TAYLOR AVENUE
10473
(40.8214048199328, -73.86295740297078)"
After-School Programs,Out of School Time,P.S. 121 THE THROOP SCHOOL,Bronx,New York Junior Tennis League,(718) 231-3239,Elementary,"2750 THROOP AVENUE
10469
(40.86647902999003, -73.85094159120696)"
After-School Programs,Out of School Time,P.S. 146 EDWARD,Bronx,New York Junior Tennis League,(718) 842-2685,Elementary,"968 CAULDWELL AVENUE
10456
(40.82484642737253, -73.90620228944212)"
After-School Programs,Out of School Time,PS 214-Lorraine Hansberry,Bronx,New York Junior Tennis League,(347) 417-8182,Elem/MS/HS,"1970 Farms Road
10460
(40.83840581198824, -73.88124818068118)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 146 EDWARD,Bronx,New York Junior Tennis League,(718) 842-2685,OST,"968 CAULDWELL AVENUE
10456
(40.82484642737253, -73.90620228944212)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 121 THE THROOP SCHOOL,Bronx,New York Junior Tennis League,(718) 231-3239,OST,"2750 THROOP AVENUE
10469
(40.86647902999003, -73.85094159120696)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 100 ISAAC CLASON SCHOOL,Bronx,New York Junior Tennis League,(718) 542-7420,OST,"800 TAYLOR AVENUE
10473
(40.8214048199328, -73.86295740297078)"
After-School Programs,Out of School Time,P.S. 215 MORRIS H. WEISS SCHOOL,Brooklyn,New York Junior Tennis League,(718) 645-1907,Elementary,"415 AVENUE
11223
(40.596939623165156, -73.97331147204676)"
After-School Programs,Out of School Time,P.S. 250,Brooklyn,New York Junior Tennis League,(367) 405-6196,Elementary,"108 Montrose Avenue
11206
(40.7070926243667, -73.94538480080982)"
After-School Programs,Out of School Time,P.S. 346 ABE STARK SCHOOL,Brooklyn,New York Junior Tennis League,(718) 642-6538,Elementary,"1400 Pennsylvania Ave
11239
(40.64752174991216, -73.88154676244247)"
After-School Programs,Out of School Time,I.S. 302 RAFAEL CORDERO Y. MOL,Brooklyn,New York Junior Tennis League,(347) 417-8182,Elem/MS/HS,"350 Linwood Street
11208
(40.67705035241505, -73.88343568072109)"
After-School Programs,Out of School Time,P.S. 219 KENNEDY-KING SCHOOL,Brooklyn,New York Junior Tennis League,(347) 886-3117,Elementary,"1060 Clarkson Avenue
11212
(40.65925656671725, -73.92291949545782)"
After-School Programs,Out of School Time,PS 9,Brooklyn,New York Junior Tennis League,(347) 417-8189,Elementary,"80 Underhill Avenue
11238
(40.67826457903998, -73.96556393710492)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 215 MORRIS H. WEISS SCHOO,Brooklyn,New York Junior Tennis League,(718) 645-1907,OST,"415 AVENUE
11223
(40.596939623165156, -73.97331147204676)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 346 ABE STARK SCHOOL,Brooklyn,New York Junior Tennis League,(718) 642-6538,OST,"1400 Pennsylvania Ave
11239
(40.64752174991216, -73.88154676244247)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 250,Brooklyn,New York Junior Tennis League,(718) 782-2390,OST,"108 Montrose Avenue
11206
(40.7070926243667, -73.94538480080982)"
After-School Programs,Out of School Time,I.S. 13 JACKIE ROBINSON SCHOOL,Manhattan,New York Junior Tennis League,(347) 417-8189,Middle School,"1573 Madison Avenue
10029
(40.793633986899536, -73.94945722406031)"
After-School Programs,Out of School Time,Our World Neighbor (Q706),Queens,New York Junior Tennis League,(718) 784-2543,Elementary,"36 12 35th Avenue
11106
(40.761699790013324, -73.9316632529567)"
After-School Programs,Out of School Time,P.S. 37 CYNTHIA JENKINS SCHOOL,Queens,New York Junior Tennis League,(718) 528-5399,Elementary,"179 37 137th Avenue
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,P.S./I.S. 42 ROBERT VERNAM SCHOOL,Queens,New York Junior Tennis League,(718) 634-4372,Elementary,"488 BEACH 66 STREET
11692
(40.59475372321819, -73.79529882397365)"
After-School Programs,Out of School Time,JHS 262 (Channel View),Queens,New York Junior Tennis League,(347) 417-8182,Middle School,"100 00 Beach Channel Drive
11695
(40.59760800020911, -73.820967000027)"
After-School Programs,Out of School Time,I.S. 10 HORACE GREELEY SCHOOL,Queens,New York Junior Tennis League,(347) 417-8189,Middle School,"45 31 31st Avenue
11103
(40.76286893025696, -73.91327185810974)"
After-School Programs,Out of School Time,J.H.S. 190 RUSSELL SAGE SCHOOL,Queens,New York Junior Tennis League,(917) 526-9846,Middle School,"68 17 Austin Street
11375
(40.720707263029794, -73.84628429608335)"
After-School Programs,Out of School Time,P.S. 163 FLUSHING HEIGHTS SCHOOL,Queens,New York Junior Tennis League,(347) 417-8189,Elementary,"159 01 59th Avenue
11365
(40.73987184371066, -73.79462153515567)"
After-School Programs,Out of School Time,P.S. 19 MARINO P. JEANTET SCHOOL,Queens,New York Junior Tennis League,(917) 526-9857,Elementary,"98 02 Roosevelt Avenue
11368
(40.749678220373596, -73.85304068857687)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Our World Neighbor (Q706),Queens,New York Junior Tennis League,(718) 392-3405,OST,"36 12 35th Avenue
11106
(40.761699790013324, -73.9316632529567)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 37 CYNTHIA JENKINS SCHOOL,Queens,New York Junior Tennis League,(718) 528-5399,OST,"179 37 137th Avenue
11434
(40.6769452621142, -73.77530690169215)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S./I.S. 42 ROBERT VERNAM SCH,Queens,New York Junior Tennis League,(718) 634-4372,OST,"488 BEACH 66 STREET
11692
(40.59475372321819, -73.79529882397365)"
After-School Programs,Out of School Time,Port Richmond HS 2,Staten Island,New York Junior Tennis League,(347) 417-8189,Elem/MS/HS,"85 St Joseph Avenue
10302
(40.63466232058267, -74.14181785886493)"
After-School Programs,Out of School Time,P.S. 110 MONITOR SCHOOL,Brooklyn,North Brooklyn Development Corp,(718) 501-2861,Elementary,"124 Monitor Street
11222
(40.723642548516075, -73.94223625609604)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,P.S. 110 MONITOR SCHOOL,Brooklyn,North Brooklyn Development Corp,(718) 501-2861,OST,"124 Monitor Street
11222
(40.723642548516075, -73.94223625609604)"
After-School Programs,Out of School Time,CURTIS HS,Staten Island,Northfield Community LDC,(718) 442-7351,High School,"105 Hamilton Avenue
10301
(40.64475927194824, -74.08118922185501)"
After-School Programs,Out of School Time,Northside Center for Child(EX),Manhattan,Northside Center for Child Develop.,(212) 426-3400,Elementary,"35 110th St
10029
(40.79635516021555, -73.94798861584336)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Northside Center for Child(EX),Manhattan,Northside Center for Child Develop.,(212) 426-3400,OST,"35 110th St
10029
(40.79635516021555, -73.94798861584336)"
After-School Programs,Out of School Time,H.S. 305 PABLO NERUDA ACADEMY,Bronx,OPUS Dance Theatre and Community Services Inc.,(646) 670-0516,High School,"1980 Lafayette Avenue
10473
(40.82225901265785, -73.85628678256198)"
After-School Programs,Out of School Time,"I.S.  318 I.S. 318 - MATH, SCI",Bronx,Phipps Community Development,(718) 294-8504,Middle School,"1919 Prospect Avenue
10457
(40.84359404962676, -73.88973979569231)"
After-School Programs,Out of School Time,Melrose Community Center,Bronx,Phipps Community Development,(718) 665-7093,Elementary,"286 156 St
10451
(40.82187173099877, -73.91985340007419)"
After-School Programs,Out of School Time,P.S. 112 BRONXWOOD SCHOOL,Bronx,Phipps Community Development,(718) 654-6377,Elementary,"1925 Schieffelin Ave
10466
(40.88446894320127, -73.84398667949243)"
"After-School Programs,Summer Program,Summer Camp",Out of School Time,Melrose Community Center,Bronx,Phipps Community Development,(718) 665-7093,OST,"286 156 St
10451
(40.82187173099877, -73.91985340007419)"
